,Concept_ID,vep,bn
123,Insel::N,sar',দ্বীপ
124,Blume::N,änik,ফুল
125,Gras::N,hein,ঘাস
126,Wurzel::N,jur',শিকড়
127,Baum::N,pu,গাছ
128,Stamm::N,tüvi,স্কন্ধ
129,Rinde::N,kor',বল্কল
130,Ast::N,oks,শাখা
131,Zweig::N,oks,ডাল
132,Zweig::N,barb,ডাল
133,Blatt::N,lehtez,পর্ণ
134,Birke::N,koiv,ভুর্জ
135,Kiefer[Baum]::N,pedai,পাইন গাছ
136,Weide[Baum]::N,raid,উইলো
137,Tanne::N,kuz',দেবদারূ গাছ
138,Horn::N,sar'v,শিং
139,Feder::N,höuneh,পালক
140,Fell::N,nahk,রোম
141,Flügel::N,suug,ডানা
142,Klaue::N,künz',নখর
143,Kralle::N,künz',নখর
144,Schwanz::N,händ,লেজ
145,Ei::N,muna,ডিম
146,Nest::N,peza,কুলায়
147,Bau::N,uru,ডেরা
148,Tier::N,živat,জন্তু
149,Herde::N,kogo,ঝাঁক
150,Kuh::N,lehm,গোরু
151,Bulle::N,härg,বৃষ
152,Pferd::N,hebo,ঘোড়া
153,Schaf::N,lambaz,ভেড়া
154,Schwein::N,siga,শূকর
155,Hund::N,koir,কুকুর
156,Katze::N,kaži,বেড়াল
157,Bär::N,kondi,ভল্লুক
158,Eichhörnchen::N,orav,কাঠবিড়াল
159,Elch::N,hirb',হরিণবিশেষ
160,Fuchs::N,reboi,পাঁতিশিয়াল
161,Hase::N,jäniš,শশক
162,Maus::N,hir',নেংটি ইঁদুর
163,Wolf::N,händikaz,নেকড়ে
164,Vogel::N,lind,পক্ষী
165,Schwarm::N,parveh,ঝাঁক
166,Huhn::N,kana,মোরগ
167,Hahn::N,kukoi,কুক্কুট
168,Gans::N,hanh',হংসী
169,Adler::N,orl,ইগল
170,Ente::N,sorz,হংসী
171,Eule::N,hir'pulo,পেচক
172,Kranich::N,kurg,সারস
173,Krähe::N,variš,কাক
174,Kuckuck::N,kägi,কোকিল
175,Schwan::N,joucen,মরাল
176,Fisch::N,kala,মাছ
177,Barsch::N,ahven,মৎন্যবিশেষ
178,Hecht::N,haug',বানমাছ
179,Schlange[Tier]::N,kü,সর্প
180,Schlange[Tier]::N,mado,সর্প
181,Wurm::N,mado,কীট
182,Spinne::N,hämähouk,মাকড়সা
183,Ameise::N,murahaine,পিপীলিকা
184,Laus::N,täi,উকুন
185,Mücke::N,säs'k,মশা
186,Fliege::N,kärbhaine,মাছি
187,Schmetterling::N,lipkaine,প্রজাপতি
188,Beere::N,marj,বেরি
189,Apfel::N,jablok,আপেল
190,Pilz::N,sen',ছত্রক
191,Pilz::N,babuk,ছত্রক
192,Zwiebel::N,lauk,পিয়াজ
193,Saat::N,semned,বীজ
194,Korn::N,jüvä,শস্য
195,Korn::N,vill',শস্য
196,Heu::N,hein,খড়
197,Schale::N,kor',খোসা
198,Grube::N,kop,গর্ত
199,Falle::N,rida,ফাঁদ
200,Schlinge::N,rihm,পাশ
201,Spur::N,jäl'g,চিহ্ন
202,Asche::N,tuhk,ভস্ম
203,Dreck::N,redu,ময়লা
204,Dreck::N,pačak,ময়লা
205,Eisen::N,raud,লোহা
206,Gold::N,kuld,স্বর্ণ
207,Silber::N,hobed,রৌপ্য
208,Kohle::N,hil',অঙ্গার
209,Glas::N,stökol,কাচ
210,Lehm::N,savi,মৃত্তিকা
211,Sand::N,lete,বালি
212,Mensch::N,mez',নর
213,Mensch::N,mez',মানুষ
214,Mensch::N,ristit,নর
215,Mensch::N,ristit,মানুষ
216,Mann::N,mez',মানুষ
217,Frau::N,naine,নারী
218,Kind::N,laps',বাচ্চা
219,Junge::N,poig,ছেলে
220,Junge::N,prihaine,ছেলে
221,Mädchen::N,neičukaine,মেয়ে
222,Familie::N,kanz,পরিবার
223,Familie::N,pereh,পরিবার
224,Großvater::N,ded,মাতামহ
225,Großmutter::N,bab,মাতামহী
226,Eltern::N,vanhembad,মাতাপিতা
227,Eltern::N,kazvatajad,মাতাপিতা
228,Vater::N,tat,পিতা
229,Mutter::N,mam,মাতা
230,Sohn::N,poig,ছেলে
231,Tochter::N,tütär,মেয়ে
232,Bruder::N,veik,দাদা
233,Bruder::N,vell',দাদা
234,Schwester::N,čiža,বোন
235,Schwester::N,čiža,দিদি
236,Schwester::N,sizar,বোন
237,Schwester::N,sizar,দিদি
238,Onkel::N,däd',মামা
239,Tante::N,tädi,মাসী
240,Ehemann::N,mužik,স্বামী
241,Ehefrau::N,ak,পত্নী
242,Freude::N,ilo,উল্লাস
243,Freude::N,ihastuz,উল্লাস
244,Gelächter::N,nagr,হাসি
245,Glück::N,oza,সুখ
246,Kummer::N,gor'a,দুঃখ
247,Wunsch::N,taht,আকাঙ্ক্ষা
248,Lust::N,himo,বাসনা
249,Geist::N,heng,আত্না
250,Gedanke::N,meletuz,চিন্তা
251,Gedächtnis::N,mušt,স্মরণশক্তি
252,Verstand::N,mel',মন
253,Sinn::N,jüvä,পদার্থ
254,Grund::N,sü,কারণ
255,Wahrheit::N,tozi,সত্য
256,Gespräch::N,lodu,কথাবার্তা
257,Gespräch::N,pagin,কথাবার্তা
258,Märchen::N,sarn,রূপকথা
259,Erzählung::N,sanutez,গল্প
260,Nachricht::N,tedotuz,তথ্য
261,Neuigkeit::N,uzištuz,খবরাখবর
262,Name::N,nimi,নাম
263,Rätsel::N,ozoitez,ধাঁধা
264,Rede::N,pagin,বক্তৃতা
265,Rede::N,sanad,বক্তৃতা
266,Sprache::N,kel',ভাষা
267,Stimme::N,än',স্বর
268,Wort::N,sana,শব্দ
269,Zeichen::N,znam,প্রতীক
270,Ruf::N,kida,ডাক
271,Ruf::N,kucund,ডাক
272,Lärm::N,judu,হৈচৈ
273,Laut::N,kulund,ধ্বনি
274,Ton::N,kulund,স্বর
275,Lied::N,pajo,গান
276,Ruhe::N,lebu,শান্তি
277,Leute::N,rahvaz,প্রজাপুঞ্জ
278,Volk::N,rahvaz,জাতি
279,Arbeit::N,tö,চাকরি
280,Arbeit::N,rad,চাকরি
281,Gast::N,adiv,অতিথি
282,Geschenk::N,lahj,উপহার
283,Spiel::N,vänd,খেলা
284,Gesellschaft::N,sebr,সঙ্গিগণ
285,Hilfe::N,abu,সাহায্য
286,Freund::N,sebranik,বন্ধু
287,Kamerad::N,sebranik,সঙ্গী
288,Angelegenheit::N,azj,বিষয়
289,Anzahl::N,lugu,পরিমাণ
290,Art::N,rod,রকম
291,Art::N,rodsugu,রকম
292,Stück::N,pala,টুকরো
293,Stück::N,supal,টুকরো
294,Teil::N,pala,অংশ
295,Hälfte::N,pol',অর্ধেক
296,Kreis::N,ümbruz,বৃত্ত
297,Kreis::N,kehkruz,বৃত্ত
298,Kreuz::N,rist,ক্রুশ
299,Linie::N,pird,রেখা
300,Strich::N,pird,কষি
301,Abstand::N,keskust,ফাঁক
302,Entfernung::N,matk,ব্যবধান
303,Gegend::N,taho,ক্ষেত্র
304,Platz::N,avaruz',জায়গা
305,Ort::N,koht,স্থান
306,Seite::N,pol',পার্শ্ব
307,Seite::N,kül'g,পার্শ্ব
308,Mitte::N,kesk,মধ্য
309,Gegenstand::N,kalu,জিনিস
310,Sache::N,azj,বস্তু
311,Rand::N,röun,কানা
312,Kante::N,röun,ধার
313,Ecke::N,saum,কোণ
314,Spitze::N,agjaine,ডগা
315,Ende::N,agj,প্রান্ত
316,Loch::N,reig,গর্ত
317,Winkel::N,čoga,কোণ
318,Winkel::N,saum,কোণ
319,Muster::N,kirjam,নমুন্
320,Größe::N,suruz',আয়তন
321,Länge::N,piduz,দৈর্ঘ্য
322,Höhe::N,korktuz',উচ্চতা
323,Gewicht::N,jügu,ওজন
324,Gewicht::N,vedäduz,ওজন
325,Menge::N,äjüz',পরিমাণ
326,Haufen::N,kogo,পুঞ্জ
327,Reihe::N,rivi,শ্রেণী
328,Boot::N,veneh,নৌকা
329,Ruder::N,air,দাঁড়
330,Schlitten::N,regi,স্নেজ্-গাড়ি
331,Schlitten::N,regut,স্নেজ্-গাড়ি
332,Ski::N,suks',শী
333,Lagerfeuer::N,nodj,অগ্নি
334,Lagerfeuer::N,pažag,অগ্নি
335,Last::N,jüguz,বোঝা
336,Gang::N,astund,হণ্টন
337,Schritt::N,hašk,পদ
338,Norden::N,pohjoine,উত্তরদিক্
339,Süden::N,suvi,দক্ষিণদিক
340,Westen::N,päivlaskm,পশ্চিমদিক্
341,Osten::N,päivnouzm,পূর্বদিক
342,Holz::N,pu,কাঠ
343,Brett::N,laud,তক্তা
344,Platte::N,keitim,ফলক
345,Stütze::N,tugi,নাগদণ্ড
346,Stange::N,arz',দণ্ড
347,Stock::N,kalu,ছড়ি
348,Stab::N,seibaz,যষ্টি
349,Rohr::N,torv,নল
350,Haus::N,pert',ঘর
351,Heim::N,kodi,বাসা
352,Ofen::N,päč,স্টোভ্
353,Fußboden::N,lava,গহতল
354,Tisch::N,laud,মেজ
355,Tisch::N,laud,টেবিল
356,Tisch::N,stal'c,মেজ
357,Tisch::N,stal'c,টেবিল
358,Stuhl::N,ištim,চেয়ার
359,Stuhl::N,ištim,কেদারা
360,Wiege::N,kätte,দোলনা
361,Bett::N,sija,শয্যা
362,Bett::N,magaduzsija,শয্যা
363,Regal::N,palič,তাক
364,Kiste::N,mülütim,বাক্স
365,Fenster::N,ikun,জানালা
366,Tür::N,uks',দ্বার
367,Tor::N,verai,দ্বার
368,Zaun::N,aid,বেড়া
369,Dach::N,katuz,ছাদ
370,Leiter::N,pordhad,মই
371,Besen::N,lud,গুল্মবিশেষ
372,Besen::N,vast,গুল্মবিশেষ
373,Spaten::N,labid,কোদাল
374,Schaufel::N,labid,বেলচা
375,Gabel::N,hangoine,কাঁটা
376,Löffel::N,luzik,চামচ
377,Messer::N,veič,ছুরি
378,Nagel::N,nagl,পেরেক
379,Netz::N,verk,জাল
380,Haken::N,kouk,কাচি
381,Griff::N,kägä,হাতল
382,Griff::N,varz',হাতল
383,Schloss::N,lukkol,তালা
384,Bild::N,kuva,ছবি
385,Bild::N,kuva,চিত্র
386,Figur::N,figur,আকার
387,Puppe::N,tätüine,পুতুল
388,Beutel::N,havad,বটুয়া
389,Bündel::N,toppaz,আঁটি
390,Bündel::N,käč,আঁটি
391,Tasche::N,sumk,থলি
392,Eimer::N,vädr,বাল্তি
393,Deckel::N,katuz,আবরণ
394,Geschirr::N,astii,থালা-বাসন
395,Sack::N,havad,বস্তা
396,Tasse::N,čašk,কাপ
397,Topf::N,pada,পাত্র
398,Kessel::N,katil,কেটলি
399,Essen::N,sönd,আহার
400,Nahrung::N,söm,খাদ্য
401,Speise::N,sömine,খাদ্য
402,Fleisch::N,liha,মাংস
403,Getreide::N,vill',শস্য
404,Brei::N,pudr,মণ্ড
405,Brot::N,leib,রুটি
406,Scheibe::N,bibaleh,ফালি
407,Scheibe::N,šlik,ফালি
408,Fett::N,razv,মেদ
409,Butter::N,voi,মাখন
410,Öl::N,voi,তৈল
411,Salz::N,sol,নুন
412,Suppe::N,lem',শুরুয়া
413,Suppe::N,keitoz,শুরুয়া
414,Honig::N,mezi,মধু
415,Milch::N,maid,দুধ
416,Tee::N,čai,চা
417,Leder::N,nahk,পাকা চামড়া
418,Wolle::N,vill,পশম
419,Stoff::N,kangaz,বস্ত্র
420,Nadel::N,negl,সুচ
421,Faden::N,nit',সূত্র
422,Knopf::N,nübl',বোতাম
423,Knoten::N,sol'm,গিঁট
424,Farbe::N,muju,রং
425,Kleidung::N,sobad,কাপড়
426,Hemd::N,paid,শার্ট
427,Kragen::N,kagluz,গলবন্ধ
428,Ärmel::N,hijam,আস্তিন্
429,Hose::N,štanad,ট্রাউজার
430,Gürtel::N,vö,কটিবন্ধ
431,Mütze::N,šapuk,টুপি
432,Schuh::N,keng',জুতো
433,Stiefel::N,sapug,বুট
434,Ring::N,rengaz,আংটি
435,Band::N,lentaine,ফিতা
436,Kamm::N,suga,চিরুনি
437,Spiegel::N,zerkol,আয়না
438,Riemen::N,vö,চাবুক
439,Schnur::N,nor,দড়ি
440,Leine::N,talutimnor,শিকল
441,Decke::N,sijakatuz,কম্বল
442,Kissen::N,pöluz,উপাধান
443,Tuch::N,paik,বস্ত্র
444,Handtuch::N,käzipaik,তোয়ালে
445,Kraft::N,vägi,জোর
446,Stärke::N,vahvuz',শক্তি
447,Gesundheit::N,tervhuz,স্বাস্থ্য
448,Krankheit::N,läžund,অসুখ
449,Krankheit::N,läžund,ব্যামো
450,Schmerz::N,kibu,যন্ত্রণা
451,Wunde::N,čapatez,ক্ষত
452,Fieber::N,säru,জ্বর
453,Arznei::N,zel'l',ঔষধ
454,Brücke::N,sild,সেতু
455,Brunnen::N,kaiv,কূপ
456,Weide::N,omaluine,পশুচারণভূমি
457,Pfad::N,tehut,পথ
458,Weg::N,te,পথ
459,Straße::N,te,রাস্তা
460,Dorf::N,külä,গ্রাম
461,Stadt::N,lidn,শহর
462,Brief::N,kirjeine,চিঠি
463,Buch::N,kirj,বই
464,Buchstabe::N,kirjam,অক্ষর
465,Zeitung::N,lehtez,সংবাদপত্র
466,Leben::N,elo,জীবন
467,Tod::N,surm,মৃত্যু
468,Grab::N,kaum,কবর
469,Kirche::N,jumalanpert',গির্জা
470,Sünde::N,grähk,পাপ
471,Gott::N,jumal,দেবতা
472,Arbeiter::N,radnik,শ্রমিক
473,Chef::N,pämez',নেতা
474,Meister::N,mastar,ব্যক্তি
475,Arzt::N,lekar',চিকিৎসক
476,Lehrer::N,opendai,অধ্যাপক
477,Geld::N,rahad,মুদ্রা
478,Geld::N,rahad,টাকাপয়সা
479,Geschäft::N,biznes,ব্যস্ততা
480,Laden::N,lauk,দোকান
481,Preis::N,arv,মূল্য
482,Ware::N,tavar,পণ্যদ্রব্য
483,Nutzen::N,liža,সুবিধা
484,Reichtum::N,kodielo,ধনদৌলত
485,Reichtum::N,kal'huz',ধনদৌলত
486,Welt::N,mail'm,জগৎ
487,Land::N,ma,খেত
488,Staat::N,valdkund,রাষ্ট্র
489,König::N,kunigaz,রাজা
490,Macht::N,vald,প্রভাব
491,Grenze::N,röun,সীমা
492,Krieg::N,soda,যুদ্ধ
493,Feind::N,vihanik,শত্রু
494,Feind::N,vastustai,শত্রু
495,Gewalt::N,vägivald,জোর
496,Kampf::N,tora,লড়াই
497,Bogen[Waffe]::N,taug,ধনুক
498,Pfeil::N,nol,বাণ
499,Gewehr::N,oružj,বন্দুক
500,Fehler::N,viga,ভুল
501,Lüge::N,kelastuz,মিথ্যা
502,Schaden::N,pahuz',ক্ষতি
503,Unglück::N,bed,দুর্ভাগ্য
504,Unglück::N,gor'a,দুর্ভাগ্য
505,Schuld::N,värhuz',অপরাধ
506,Alter::N,igä,আয়ু
507,Schluss::N,lop,শেষ
508,Zeit::N,aig,সময়
509,Tag::N,päiv,দিন
510,Morgen::N,homendez,সকাল
511,Mittag::N,keskpäiv,মধ্যাহু
512,Abend::N,eht,সন্ধ্যা
513,Nacht::N,ö,রাত্রি
514,Woche::N,nedal',সপ্তাহ
515,Monat::N,ku,মাস
516,Jahr::N,voz',সৌরবর্ষ
517,Frühling::N,keväz',বসন্তকাল
518,Sommer::N,keza,গ্রীষ্মকাল
519,Herbst::N,sügüz',শরংঋতু
520,Winter::N,tal'v,শীতকাল
521,Januar::N,viluku,জানুয়ারী
522,Februar::N,uhoku,ফেব্রুয়ারী
523,März::N,keväz'ku,মার্চ
524,April::N,sulaku,এপ্রিল
525,Mai::N,semendku,মে
526,Juni::N,kezaku,জুন
527,Juli::N,heinku,জুলাই
528,August::N,eloku,অগাস্ট
529,September::N,sügüz'ku,সেপ্টেম্বর
530,Oktober::N,reduku,অক্টোবর
531,November::N,kül'mku,নভেম্বর
532,Dezember::N,tal'vku,ডিসেম্বর
533,Montag::N,ezmärg,সোমবার
534,Dienstag::N,tožnarg,মঙ্গলবার
535,Mittwoch::N,koumanz'päiv,বুধবার
536,Donnerstag::N,nellänz'päiv,বৃহম্পতিবার
537,Freitag::N,pätnič,শুক্রবার
538,Freitag::N,videnz'päiv,শুক্রবার
539,Samstag::N,sobat,শনিবার
540,Sonntag::N,pühäpäiv,রবিবার
541,groß::A,sur',বৃহৎ
542,groß::A,järed,বৃহৎ
543,klein::A,pen',ছোট
544,klein::A,pičuine,ছোট
545,lang::A,pit'k,দীর্ঘ
546,kurz::A,lühüd,খর্ব
547,kurz::A,lühüd,হ্রস্ব
548,breit::A,leved,চওড়া
549,schmal::A,kaid,সরু
550,dicht::A,tihed,ঘন
551,dick[Gegenstand]::A,paks,পুরু
552,dünn::A,hoik,কৃশ
553,fein::A,hen,সূক্ষ্ম
554,fest::A,luja,দৃঢ়
555,fest::A,ninev,দৃঢ়
556,flach::A,lapak,সমতল
557,glatt::A,siled,মসৃণ
558,hart::A,kova,শক্ত
559,weich::A,pehmed,নরম
560,rund::A,kehker,গোলাকার
561,spitz::A,nügu,তীক্ষ্ন
562,spitz::A,terav,তীক্ষ্ন
563,scharf::A,terav,শাণিত
564,stumpf::A,tül'c,ভোঁতা
565,schwer::A,jüged,ভারী
566,schön::A,čoma,সুন্দর
567,heiß::A,räk,গরম
568,warm::A,läm',ঈষদুষ্ণ
569,kalt::A,vilu,ঠাণ্ডা
570,kühl::A,raibak,শীতল
571,kühl::A,viluhk,শীতল
572,frisch::A,lahed,তাজা
573,feucht::A,neps,ভিজা
574,feucht::A,toreh,ভিজা
575,nass::A,märg,ভিজা
576,trocken::A,kuiv,শুষ্ক
577,voll::A,täuz',পূর্ণ
578,leer::A,joudai,খালি
579,offen::A,avoin,খোলা
580,offen::A,avol'jaine,খোলা
581,geschlossen::A,saubaline,বন্ধ
582,sauber::A,puhtaz,নির্মল
583,schmutzig::A,redukaz,নোংরা
584,roh::A,rohk,কাঁচা
585,roh::A,toreh,কাঁচা
586,reif::A,küps,পাকা
587,lecker::A,magukaz,সুস্বাদ
588,süß::A,maged,মিষ্ট
589,bitter::A,karged,তিক্ত
590,sauer::A,muiged,টক
591,hell::A,kirkas,উজ্জ্বল
592,hell::A,valgei,উজ্জ্বল
593,dunkel::A,pimed,অন্ধকারময়
594,schwarz::A,must,কালো
595,weiß::A,vauged,সাদা
596,rot::A,rusked,লাল
597,gelb::A,pakuine,হলদে
598,blau::A,sinine,নীল
599,grün::A,vihand,সবুজ
600,grau::A,hahk,ছাই-রঙা
601,bunt::A,kirjav,রঙিন
602,billig::A,odav,সস্তা
603,teuer::A,kalliž,আক্রা
604,wertvoll::A,arvokas,মহার্ঘ
605,blind::A,soged,কানা
606,taub::A,kurdiž,বধির
607,kräftig::A,vägev,বিশাল
608,stark::A,vahv,শক্তিশালী
609,stark::A,vägekaz,শক্তিশালী
610,schwach::A,väll',দুর্বল
611,fett::A,razvakaz,মোটা
612,schlank::A,kapos,কৃশ
613,hübsch::A,čoma,সুন্দর
614,böse::A,äred,খারাপ
615,böse::A,käred,খারাপ
616,dumm::A,el'getoi,মূর্খ
617,faul::A,lašk,শ্রমবিমুখ
618,fleißig::A,radonnavedii,পরিশ্রমী
619,geizig::A,ažlak,ব্যয়কুণ্ঠ
620,klug::A,melev,দক্ষ
621,klug::A,melekaz,দক্ষ
622,geschickt::A,mahtokaz,পটু
623,lieb::A,izo,প্রেয়
624,lieb::A,sula,প্রেয়
625,lustig::A,ilokaz,প্রফুল্ল
626,sanft::A,laskav,নম্র
627,hungrig::A,näl'ghine,ক্ষুধার্ত
628,krank::A,läžui,অসুস্থ
629,nackt::A,alastoi,উলঙ্গ
630,traurig::A,opalahine,দুঃখিত
631,lebendig::A,eläb,জীবিত
632,gut::A,hüvä,ভালো
633,schlecht::A,huba,মন্দ
634,richtig::A,oiged,ঠিক
635,schlimm::A,paha,কদর্য
636,wahr::A,todesine,বাস্তব
637,alt::A,vanh,পুরাতন
638,neu::A,uz',নব
639,neu::A,uz',নূতন
640,ehemalig::A,edeline,পূর্বকালীন
641,alt[Lebewesen]::A,ravaz,বৃদ্ধ
642,jung::A,nor',তরুণ
643,arm::A,gol'l',ক্ষুদ্র
644,reich::A,elokaz,ধনবান্
645,bekannt::A,tutab,সুপরিচিত
646,berühmt::A,tetab,বিখ্যাত
647,fremd::A,veraz,বিদেশি
648,verschieden::A,erazvuitte,বিসদৃশ
649,nah::A,läheline,নিকটবতী
650,fern::A,edahaine,দুরবতী
651,linker::A,hura,বাম
652,rechter::A,oiged,ডান
653,rechter::A,oiged,ডাইন
654,anderer::A,toine,অন্যতর
655,erster::A,ezmäine,প্রথম
656,zweiter::A,toine,দ্বিতীয়
657,dritter::A,koumanz',তৃতীয়
658,letzter::A,jäl'gmäine,সর্বশেষ
659,allein::ADV,üksnäze,একক
660,auf einmal::ADV,ühten aigan,জলদি
661,zusammen::ADV,ühtes,একসঙ্গে
662,lange::ADV,hätken,লম্বা
663,plötzlich::ADV,äkkid,হঠাৎ
664,sofort::ADV,kerdalaz,মুহ্ণর্তমধ্যে
665,später::ADV,möhemba,পশ্চাতে
666,jetzt::ADV,nügüd',এখন
667,heute::ADV,tämbei,আজ
668,morgen::ADV,homen,আগামিকাল
669,bald::ADV,pigai,অস্পকালমধ্যে
670,dann::ADV,sid',তখন
671,gestern::ADV,eglai,গতকাল
672,einst::ADV,ende,একবার মাত্র
673,einst::ADV,kerdan,একবার মাত্র
674,damals::ADV,siloi,তখন
675,danach::ADV,sid',পরে
676,vorher::ADV,ende,আগে
677,zuerst::ADV,ezmäi,আগে
678,einmal::ADV,kerdan,একবার
679,manchmal::ADV,erašti,কখনও কখনও
680,oft::ADV,paksus,ঘনঘন
681,immer::ADV,kaiken,সর্বদা
682,niemals::ADV,ei nikonz,কখলও নহে
683,hier::ADV,täs,এখানে
684,hier::ADV,tägä,এখানে
685,hierhin::ADV,tänna,এখানে
686,von hier::ADV,täspäi,ত্রই স্তান হইতে
687,von hier::ADV,sid'päi,ত্রই স্তান হইতে
688,dort::ADV,sigä,ওখানে
689,dorthin::ADV,sinna,ওখানে
690,dorthin::ADV,nakkale,ওখানে
691,geradeaus::ADV,kohtha,অগ্রগামী
692,vorwärts::ADV,edehe,সন্মুখিকে
693,rückwärts::ADV,sel'gin,খিরিয়া
694,zurück::ADV,tagaze,পিঠ
695,unten::ADV,alahan,নীচে
696,hinab::ADV,alaz,নিম্নগামী
697,hinab::ADV,alahaks,নিম্নগামী
698,oben::ADV,ülähän,উপরে
699,hinauf::ADV,ülez,উচ্চতর অংশে
700,hinauf::ADV,ülähäks,উচ্চতর অংশে
701,überall::ADV,kaikjal,সর্বত্র
702,nicht::ADV,ei,না
703,ein wenig::ADV,vähän,অল্প
704,kaum::ADV,habi,কষ্টসহকাবে
705,sehr::ADV,lujas,খুব
706,so::ADV,muga,তত
707,so::ADV,ninga,তত
708,noch::ADV,völ,এখন পর্যস্ত
709,nur::ADV,järg,শুধু
710,nur::ADV,vaiše,শুধু
711,schon::ADV,jo,ইতঃপুর্বে
712,wieder::ADV,möst,আবার
713,vergebens::ADV,uhtei,বিফলে
714,vor::PRP,edes,সম্মুখে
