,Concept_ID,te,fi
56,Atem::N,ఉపిరి,hengitys
57,Hunger::N,ఆకలి,nälkä
58,Träne::N,కన్నీటిచుక్క,kyynel
59,Geschmack::N,రుచి,maku
60,Geruch::N,వాసన,haju
61,Schlaf::N,నిద్ర,uni
62,Traum::N,కల,uni
63,Himmel::N,ఆకాశము,taivas
64,Sonne::N,సూర్యుడు,aurinko
65,Mond::N,చంద్రుడు,kuu
66,Stern::N,నక్షత్రము,tähti
67,Luft::N,గాలి,ilma
68,Wind::N,వీచుచున్నగాలి,tuuli
69,Welle::N,అల,aalto
70,Wasser::N,నీరు,vesi
71,Stein::N,ఱాయి,kivi
72,Boden::N,నేల,maa
73,Boden::N,నేల,maaperä
74,Erde::N,మన్ను,maa
75,Staub::N,దుమ్ము,pöly
76,Rauch::N,పొగ,savu
77,Funke::N,అగ్నికణము,kipinä
78,Feuer::N,అగ్ని,tuli
79,Licht::N,కాంతి,valo
80,Schatten::N,నీడ,varjo
81,Wetter::N,వాతావరణ స్థితి,sää
82,Nebel::N,పొగమంచు,sumu
83,Wolke::N,మేఘము,pilvi
84,Regen::N,వాన,sade
85,Schnee::N,హిమము,lumi
86,Eis::N,మంచుగడ్డ,jää
87,Frost::N,పేరిన మంచు,halla
88,Frost::N,పేరిన మంచు,pakkanen
89,Kälte::N,చలి,vilu
90,Kälte::N,చలి,kylmyys
91,Hitze::N,వేడిమి,helle
92,Hitze::N,వేడిమి,kuumuus
93,Raureif::N,మంచు,huurre
94,Regenbogen::N,ఇంద్రధనుస్సు,sateenkaari
95,Donner::N,ఉరుము,jyrinä
96,Strömung::N,ప్రవాహము,virtaus
97,Tropfen::N,చుక్క,tippa
98,Tropfen::N,చుక్క,pisara
99,Schaum::N,నురుగు,vaahto
100,Schmutz::N,మైల,loka
101,See::N,సరస్సు,järvi
102,Sumpf::N,చిత్తడినేల,suo
103,Moor::N,చిత్తడినేల,räme
104,Wiese::N,పచ్చిక బయలు,niitty
105,Wald::N,అడవి,metsä
106,Hügel::N,చివ్నకొండ,mäki
107,Hügel::N,చివ్నకొండ,kumpu
108,Hügel::N,చివ్నకొండ,kukkula
109,Anhöhe::N,కొండ,mäki
110,Anhöhe::N,కొండ,kumpare
111,Berg::N,పర్వతము,mäki
112,Berg::N,పర్వతము,vuori
113,Gipfel::N,శిఖరము,laki
114,Gipfel::N,శిఖరము,huippu
115,Höhle::N,గుహ,luola
116,Abhang::N,ఏటవాలు,rinne
117,Quelle::N,మూలము,lähde
118,Bach::N,కాలువ,puro
119,Fluss::N,నది,joki
120,Ufer::N,తీరము,ranta
121,Küste::N,తీరము,rannikko
122,Festland::N,భూమి,manner
123,Meer::N,సముద్రము,meri
124,Bucht::N,మరుగు,lahti
125,Insel::N,దీవి,saari
126,Blume::N,పుష్పము,kukka
127,Gras::N,పచ్చగడ్డి,ruoho
128,Wurzel::N,వేరు,juuri
129,Baum::N,చెట్టు,puu
130,Stamm::N,చెట్టుబోదె,runko
131,Rinde::N,చెట్టుపట్ట,kuori
132,Rinde::N,చెట్టుపట్ట,parkki
133,Ast::N,కొమ్మ,oksa
134,Zweig::N,చివుకు,haara
135,Blatt::N,ఆకు,lehti
136,Birke::N,తరహా చెట్టు,koivu
137,Kiefer[Baum]::N,దేవదారు చెట్టు,mänty
138,Kiefer[Baum]::N,దేవదారు చెట్టు,petäjä
139,Weide[Baum]::N,జాతిచెట్టు,paju
140,Tanne::N,దేవదారుచెట్టు,kuusi
141,Horn::N,కొమ్ము,sarvi
142,Feder::N,ఈక,sulka
143,Feder::N,ఈక,höyhen
144,Fell::N,తోలు,talja
145,Flügel::N,ఱెక్క,siipi
146,Klaue::N,వంకరగోరు,kynsi
147,Kralle::N,వంకరగోరు,kynsi
148,Schwanz::N,తోక,häntä
149,Schwanz::N,తోక,pyrstö
150,Ei::N,గ్రుడ్డు,muna
151,Nest::N,పక్షిగూడు,pesä
152,Bau::N,గుహ,pesä
153,Tier::N,జంతువు,eläin
154,Herde::N,మంద,lauma
155,Kuh::N,ఆవు,lehmä
156,Bulle::N,గిత్త,sonni
157,Pferd::N,గుఱ్ఱము,hevonen
158,Schaf::N,గొఱ్ఱె,lammas
159,Schwein::N,పంది,sika
160,Hund::N,కుక్క,koira
161,Katze::N,పిల్లి,kissa
162,Bär::N,ఎలుగుబంటి,karhu
163,Eichhörnchen::N,ఉడుత,orava
164,Elch::N,కణంజు,hirvi
165,Fuchs::N,గుంటనక్క,kettu
166,Hase::N,కుందేలు,jänis
167,Maus::N,చిట్టెలుక,hiiri
168,Wolf::N,తోడేలు,susi
169,Vogel::N,పక్షి,lintu
170,Schwarm::N,గుంపు,parvi
171,Huhn::N,కోడిపిల్ల,kana
172,Hahn::N,కోడివుంజు,kukko
173,Gans::N,ఆడుబాతు,hanhi
174,Adler::N,గ్రద్ద,kotka
175,Ente::N,పాట్టిబాతు,ankka
176,Eule::N,గ్రుడ్లగూబ,pöllö
177,Kranich::N,కొంగ,kurki
178,Krähe::N,కాకి,varis
179,Kuckuck::N,కోయల,käki
180,Schwan::N,హంస,joutsen
181,Fisch::N,చేప,kala
182,Barsch::N,ఒకచేఁప,ahven
183,Hecht::N,గండుమీను,hauki
184,Schlange[Tier]::N,పాము,käärme
185,Wurm::N,పురుగు,mato
186,Spinne::N,సాలె పురుగు,hämähäkki
187,Ameise::N,చీమ,muurahainen
188,Laus::N,పేను,täi
189,Mücke::N,చీకటీగ,sääski
190,Mücke::N,చీకటీగ,hyttynen
191,Fliege::N,ఈగ,kärpänen
192,Schmetterling::N,సీతాకోకచిలుక,perhonen
193,Beere::N,కాయ,marja
194,Apfel::N,ఆపిల్ పండు,omena
195,Pilz::N,కుక్కగొడుగు,sieni
196,Zwiebel::N,నీరుల్లి,sipuli
197,Saat::N,విత్తనము,siemenet
198,Korn::N,గింజ,jyvä
199,Korn::N,గింజ,vilja
200,Heu::N,ఎండుగడ్డి,heinä
201,Schale::N,పొట్టు,kuori
202,Grube::N,గొయ్యి,kuoppa
203,Falle::N,బోను,loukku
204,Schlinge::N,ఉరి,ansa
205,Spur::N,జాడ,jälki
206,Asche::N,బూడిద,tuhka
207,Dreck::N,ముఱికి,lika
208,Eisen::N,ఇనుము,rauta
209,Gold::N,బంగారము,kulta
210,Silber::N,వెండి,hopea
211,Kohle::N,నేలబొగ్గు,hiili
212,Glas::N,గాజు,lasi
213,Lehm::N,బంకమన్ను,savi
214,Sand::N,ఇసుక,hiekka
215,Mensch::N,నరుడు,ihminen
216,Mann::N,పురుమడు,mies
217,Frau::N,ఆడుది,nainen
218,Kind::N,బిడ్డ,lapsi
219,Junge::N,బాలుడు,poika
220,Mädchen::N,బాలిక,tyttö
221,Familie::N,కుటుంబము,perhe
222,Großvater::N,తాత,isoisä
223,Großmutter::N,అయ్యమ్మ,isoäiti
224,Eltern::N,తల్లితండ్రులు,vanhemmat
225,Vater::N,తండ్రి,isä
226,Mutter::N,తల్లి,äiti
227,Sohn::N,కొడుకు,poika
228,Tochter::N,కూతురు,tytär
229,Bruder::N,పోదరుడు,veli
230,Schwester::N,సోదరి,sisko
231,Onkel::N,మేనమామ,eno
232,Onkel::N,మేనమామ,setä
233,Tante::N,మేనత్త,täti
234,Tante::N,పినతల్లి,täti
235,Ehemann::N,భర్త,mies
236,Ehemann::N,భర్త,aviomies
237,Ehefrau::N,భార్య,vaimo
238,Ehefrau::N,భార్య,aviovaimo
239,Freude::N,సంతోషము,ilo
240,Freude::N,సంతోషము,riemu
241,Gelächter::N,నవ్వు,nauru
242,Glück::N,సంతోషము,onni
243,Kummer::N,దుఃఖము,suru
244,Kummer::N,దుఃఖము,murhe
245,Wunsch::N,కోరిక,toive
246,Wunsch::N,కోరిక,toivomus
247,Lust::N,కోరిక,himo
248,Geist::N,ఆత్మ,henki
249,Gedanke::N,ఆలోచన,aate
250,Gedanke::N,ఆలోచన,ajatus
251,Gedächtnis::N,జ్ఞాపకము,muisti
252,Verstand::N,మనస్సు,äly
253,Verstand::N,మనస్సు,järki
254,Verstand::N,మనస్సు,ymmärrys
255,Sinn::N,అర్థము,merkitys
256,Grund::N,కారణము,syy
257,Grund::N,కారణము,peruste
258,Wahrheit::N,సత్యము,tosi
259,Wahrheit::N,సత్యము,totuus
260,Gespräch::N,పంభాషణ,puhelu
261,Gespräch::N,పంభాషణ,keskustelu
262,Märchen::N,అద్భుతకథ,satu
263,Erzählung::N,కథ,tarina
264,Erzählung::N,కథ,kertomus
265,Nachricht::N,వార్త,tieto
266,Nachricht::N,వార్త,ilmoitus
267,Neuigkeit::N,వార్త,uutinen
268,Name::N,పేరు,nimi
269,Rätsel::N,చిక్కు,arvoitus
270,Rede::N,ఉపన్యాసము,puhe
271,Sprache::N,భాష,kieli
272,Stimme::N,కంరథ్సని,ääni
273,Wort::N,మాట,sana
274,Zeichen::N,గుర్తు,merkki
275,Ruf::N,పిలువు,kutsu
276,Lärm::N,సందడి,melu
277,Lärm::N,సందడి,hälinä
278,Laut::N,ధ్వని,ääni
279,Ton::N,స్వరము,sävel
280,Lied::N,పాట,laulu
281,Ruhe::N,గాలిలేమి,lepo
282,Ruhe::N,గాలిలేమి,rauha
283,Leute::N,జనులు,väki
284,Leute::N,జనులు,ihmiset
285,Volk::N,జాతి,kansa
286,Arbeit::N,పని,työ
287,Gast::N,అతిధి,vieras
288,Geschenk::N,దానము,lahja
289,Spiel::N,ఆట,peli
290,Spiel::N,ఆట,leikki
291,Gesellschaft::N,జట్టు,seura
292,Hilfe::N,సాహాయ్యము,apu
293,Freund::N,స్నేహితుడు,ystävä
294,Kamerad::N,చెలికాడు,toveri
295,Angelegenheit::N,విషయము,asia
296,Anzahl::N,లెక్క,lukumäärä
297,Art::N,జాతి,laji
298,Stück::N,తునుక,pala
299,Stück::N,తునుక,kappale
300,Teil::N,భాగము,osa
301,Hälfte::N,సగము,puoli
302,Kreis::N,వృత్తము,ympyrä
303,Kreuz::N,సిలువ,risti
304,Linie::N,గీత,viiva
305,Strich::N,గీత,piirto
306,Abstand::N,సందు,väli
307,Abstand::N,సందు,väljyys
308,Entfernung::N,దూరము,etäisyys
309,Gegend::N,విస్తీర్ణము,seutu
310,Platz::N,ఎడము,tila
311,Ort::N,స్థలము,kohta
312,Ort::N,స్థలము,paikka
313,Seite::N,ప్రక్క,sivu
314,Seite::N,ప్రక్క,kylki
315,Mitte::N,నడిమి,keskus
316,Mitte::N,నడిమి,puoliväli
317,Gegenstand::N,పద్దు,kalu
318,Gegenstand::N,పద్దు,esine
319,Sache::N,వస్తువు,asia
320,Rand::N,అంచు,ääri
321,Rand::N,అంచు,syrjä
322,Kante::N,అంచు,särmä
323,Ecke::N,మూల,nurkka
324,Spitze::N,మొన,terä
325,Spitze::N,మొన,kärki
326,Ende::N,కొన,pää
327,Ende::N,కొన,perä
328,Loch::N,రంధ్రము,kolo
329,Loch::N,రంధ్రము,reikä
330,Winkel::N,కోణము,kulma
331,Muster::N,మాదిరి,kuvio
332,Größe::N,పరిమాణము,koko
333,Größe::N,పరిమాణము,suuruus
334,Länge::N,పొడుగు,pituus
335,Höhe::N,పొడుగు,korkeus
336,Gewicht::N,భారము,paino
337,Menge::N,మొత్తము,määrä
338,Haufen::N,రాశి,kasa
339,Reihe::N,వరుస,rivi
340,Boot::N,పడవ,vene
341,Ruder::N,అడక,airo
342,Schlitten::N,సరవండ్లు,reki
343,Schlitten::N,సరవండ్లు,kelkka
344,Ski::N,స్కీ,suksi
345,Lagerfeuer::N,నెగడు,nuotio
346,Last::N,బరువు,kuorma
347,Gang::N,నడక,kulku
348,Gang::N,నడక,käynti
349,Schritt::N,అడుగు,askel
350,Norden::N,ఉత్తరదిక్కు,pohjoinen
351,Süden::N,దక్షిణము,etelä
352,Westen::N,పడమర,länsi
353,Osten::N,తూర్పు,itä
354,Holz::N,కొయ్య,puu
355,Brett::N,పలక,lauta
356,Platte::N,పలక,levy
357,Stütze::N,వాల్సేడ్లు,noja
358,Stange::N,స్తంభము,tanko
359,Stock::N,కఱ్ఱ,keppi
360,Stab::N,కఱ్ఱ,sauva
361,Stab::N,కఱ్ఱ,seiväs
362,Rohr::N,గొట్టము,putki
363,Haus::N,ఇల్లు,talo
364,Heim::N,స్వగృహము,koti
365,Ofen::N,పొయ్యి,uuni
366,Fußboden::N,నేల,lattia
367,Tisch::N,మేజా,pöytä
368,Stuhl::N,కుర్చీ,tuoli
369,Wiege::N,ఉయ్యాల,kehto
370,Bett::N,పడక,sänky
371,Bett::N,మంచం,sänky
372,Regal::N,అటక,hylly
373,Kiste::N,వెట్టె,arkku
374,Kiste::N,వెట్టె,kirstu
375,Kiste::N,వెట్టె,laatikko
376,Fenster::N,కిటికి,ikkuna
377,Tür::N,ద్వారము,ovi
378,Tor::N,ద్వారము,portti
379,Zaun::N,కంచె,aita
380,Dach::N,ఇంటివైకప్పు,katto
381,Leiter::N,నిచ్చెన,tikkaat
382,Leiter::N,నిచ్చెన,tikapuut
383,Besen::N,చీపురుకట్ట,luuta
384,Spaten::N,పాఱ,lapio
385,Schaufel::N,పాఱ,lapio
386,Gabel::N,ముండ్లగరిటె,haarukka
387,Löffel::N,గరిటె,lusikka
388,Messer::N,కత్తి,veitsi
389,Nagel::N,మేకు,naula
390,Netz::N,వల,verkko
391,Haken::N,కొక్కెము,haka
392,Haken::N,కొక్కెము,koukku
393,Griff::N,పిడి,ripa
394,Griff::N,పిడి,kahva
395,Schloss::N,తాళము,lukko
396,Bild::N,చిత్రము,kuva
397,Figur::N,రూపము,kuvio
398,Puppe::N,బొమ్మ,nukke
399,Beutel::N,సంచి,pussi
400,Bündel::N,మూట,nippu
401,Bündel::N,మూట,kimppu
402,Tasche::N,సంచి,laukku
403,Eimer::N,చేద,sanko
404,Eimer::N,చేద,ämpäri
405,Deckel::N,మూత,kansi
406,Geschirr::N,వంటకాలు,astia
407,Sack::N,గోనెసంచి,säkki
408,Tasse::N,గిన్నె,kuppi
409,Topf::N,కుండ,pata
410,Kessel::N,నీరుకాచుపాత్ర,kattila
411,Essen::N,ఆహారము,syönti
412,Nahrung::N,ఆహారము,ruoka
413,Nahrung::N,ఆహారము,ravinto
414,Speise::N,ఆహారము,ruoka
415,Fleisch::N,మాంసము,liha
416,Getreide::N,ధాన్యము,vilja
417,Brei::N,గుజ్జు,puuro
418,Brot::N,రొట్టె,leipä
419,Scheibe::N,బద్ద,viipale
420,Fett::N,క్రొవ్వు,rasva
421,Butter::N,వెన్న,voi
422,Öl::N,నూనె,öljy
423,Salz::N,ఉప్పు,suola
424,Suppe::N,చారు,keitto
425,Honig::N,తెనె,hunaja
426,Milch::N,పాలు,maito
427,Tee::N,తేనీరు,tee
428,Leder::N,బాగుచేసివతోలు,nahka
429,Wolle::N,ఉన్ని,villa
430,Stoff::N,బట్ట,kangas
431,Nadel::N,సూది,neula
432,Faden::N,దారము,lanka
433,Knopf::N,బొత్తాము,nappi
434,Knoten::N,ముడి,solmu
435,Farbe::N,రంగు,maali
436,Kleidung::N,బట్టలు,vaatteet
437,Hemd::N,చొక్కాయ,paita
438,Kragen::N,మాల,kaulus
439,Ärmel::N,చొక్కాయచెయ్యి,hiha
440,Hose::N,ఇజారు,housut
441,Gürtel::N,పటకా,vyö
442,Mütze::N,టోపి,lakki
443,Schuh::N,పాదరక్ష,kenkä
444,Stiefel::N,బూటు,saapas
445,Ring::N,ఉంగరము,sormus
446,Band::N,నాడా,nauha
447,Kamm::N,దువ్వెన,kampa
448,Spiegel::N,అద్దము,peili
449,Riemen::N,వాడా,hihna
450,Schnur::N,దారము,naru
451,Schnur::N,దారము,nuora
452,Leine::N,వారు,talutushihna
453,Decke::N,కంబళి,peite
454,Kissen::N,తలగడ,tyyny
455,Kissen::N,తలగడ,pielus
456,Tuch::N,బట్ట,huivi
457,Handtuch::N,తువాలు,pyyheliina
458,Kraft::N,బలము,väki
459,Kraft::N,బలము,voima
460,Stärke::N,శక్తి,vahvuus
461,Gesundheit::N,ఆరోగ్యము,terveys
462,Krankheit::N,రోగము,tauti
463,Krankheit::N,రోగము,sairaus
464,Schmerz::N,నొప్పి,kipu
465,Schmerz::N,నొప్పి,särky
466,Wunde::N,గాయము,haava
467,Fieber::N,జ్వరము,kuume
468,Arznei::N,మందు,lääke
469,Brücke::N,వంతెన,silta
470,Brunnen::N,బావి,kaivo
471,Brunnen::N,కూపము,kaivo
472,Brunnen::N,నుయ్యి,kaivo
473,Weide::N,పచ్చికబయలు,laidun
474,Pfad::N,కాలిత్రోవ,polku
475,Weg::N,మార్గము,tie
476,Straße::N,బాట,katu
477,Dorf::N,గ్రామము,kylä
478,Stadt::N,పట్టణము,kaupunki
479,Brief::N,జాబు,kirje
480,Buch::N,పుస్తకము,kirja
481,Buchstabe::N,అక్షరము,kirjain
482,Zeitung::N,వార్తాపత్రిక,lehti
483,Zeitung::N,వార్తాపత్రిక,sanomalehti
484,Leben::N,ప్రాణము,elo
485,Leben::N,ప్రాణము,elämä
486,Tod::N,మరణము,kuolema
487,Grab::N,సమాధి,hauta
488,Kirche::N,క్రెస్తవులగుడి,kirkko
489,Sünde::N,పాపము,synti
490,Gott::N,దేవుడు,jumala
491,Arbeiter::N,పనిపాటుచేశేవాడు,työläinen
492,Chef::N,యజమానుడు,päällikkö
493,Meister::N,కళాకారుడు,mestari
494,Arzt::N,వైద్యుడు,lääkäri
495,Lehrer::N,ఉపాధ్యాయుడు,opettaja
496,Geld::N,ద్రవ్యము,raha
497,Geschäft::N,వ్యాపారము,liike
498,Laden::N,అంగడి,puoti
499,Laden::N,అంగడి,kauppa
500,Preis::N,వెల,hinta
501,Ware::N,సరకులు,tavara
502,Nutzen::N,ప్రయోజనము,hyöty
503,Reichtum::N,ధనము,rikkaus
504,Welt::N,ప్రపంచము,maailma
505,Land::N,దేశము,maa
506,Staat::N,రాజ్యము,valtio
507,König::N,రాజు,kuningas
508,Macht::N,అధికారము,mahti
509,Grenze::N,సరిహద్దు,raja
510,Krieg::N,యుద్ధము,sota
511,Feind::N,శత్రువు,vihollinen
512,Gewalt::N,దౌర్జన్యము,väkivalta
513,Kampf::N,పోట్లాట,taistelu
514,Bogen[Waffe]::N,విల్లు,jousi
515,Pfeil::N,బాణము,nuoli
516,Gewehr::N,తుపాకి,kivääri
517,Fehler::N,తప్ప,vika
518,Fehler::N,తప్ప,virhe
519,Lüge::N,అసత్యము,valhe
520,Schaden::N,నష్టము,vaurio
521,Schaden::N,నష్టము,vahinko
522,Unglück::N,దురదృష్టము,vahinko
523,Unglück::N,దురదృష్టము,onnettomuus
524,Schuld::N,తప్పు,syy
525,Alter::N,వయస్సు,ikä
526,Schluss::N,ముగింపు,loppu
527,Zeit::N,కాలము,aika
528,Tag::N,దినము,päivä
529,Morgen::N,ఉదయము,aamu
530,Morgen::N,ఉదయము,huomen
531,Mittag::N,మధ్యాహ్నము,keskipäivä
532,Abend::N,సాయంకాలము,ilta
533,Nacht::N,రత్రి,yö
534,Woche::N,వారము,viikko
535,Monat::N,నెల,kuukausi
536,Jahr::N,సంవత్సరము,vuosi
537,Frühling::N,వసంతకాలము,kevät
538,Sommer::N,వేసవికాము,kesä
539,Herbst::N,ఆకురాలుకాలము,syksy
540,Winter::N,శీతకాలము,talvi
541,Januar::N,జనవరి,tammikuu
542,Februar::N,ఫిబ్రవరి,helmikuu
543,März::N,మార్చి,maaliskuu
544,April::N,ఏప్రిలు,huhtikuu
545,Mai::N,మే,toukokuu
546,Juni::N,జూన్,kesäkuu
547,Juli::N,జూలై,heinäkuu
548,August::N,ఆగస్టు,elokuu
549,September::N,సెప్ఠెంబరు,syyskuu
550,Oktober::N,అక్టోబరు,lokakuu
551,November::N,నవంబరు,marraskuu
552,Dezember::N,డిసెంబర్,joulukuu
553,Montag::N,సోమవారము,maanantai
554,Dienstag::N,మంగళవారము,tiistai
555,Mittwoch::N,బుధవారము,keskiviikko
556,Donnerstag::N,గురువారము,torstai
557,Freitag::N,శుక్రవారము,perjantai
558,Samstag::N,శనివారము,lauantai
559,Sonntag::N,ఆదివారము,sunnuntai
560,groß::A,గొప్పైన,iso
561,groß::A,గొప్పైన,suuri
562,klein::A,చిన్న,pieni
563,lang::A,పొడుగాటి,pitkä
564,kurz::A,పొట్టి,lyhyt
565,breit::A,వెడల్పైన,leveä
566,schmal::A,ఇఱుకైన,kapea
567,dicht::A,దట్టమైన,taaja
568,dick[Gegenstand]::A,దట్టమైన,paksu
569,dünn::A,పలుచని,ohut
570,fein::A,నాజాకైన,hieno
571,fest::A,దృడమైవ,luja
572,flach::A,చదువైన,litteä
573,flach::A,చదువైన,tasainen
574,glatt::A,నున్నని,sileä
575,glatt::A,నున్నని,siloinen
576,hart::A,కఠినమైన,kova
577,weich::A,మృదువైన,pehmeä
578,rund::A,గుండ్రని,pyöreä
579,spitz::A,మొనగల,terävä
580,scharf::A,పదనైన,terävä
581,stumpf::A,వాడిలేని,tylsä
582,schwer::A,బరువ్తెన,raskas
583,schwer::A,బరువ్తెన,painava
584,schön::A,సుందరమైన,kaunis
585,heiß::A,వేడియైన,kuuma
586,warm::A,వెచ్చని,lämmin
587,kalt::A,చల్లని,kylmä
588,kalt::A,చల్లని,viluinen
589,kühl::A,చల్లని,viileä
590,frisch::A,తాజాయైన,tuore
591,feucht::A,చెమ్మగానున్న,kostea
592,nass::A,తడిగామన్న,märkä
593,trocken::A,ఎండిన,kuiva
594,voll::A,నిండు,täysi
595,leer::A,శూన్యమైన,tyhjä
596,offen::A,తెఱచియున్న,avonainen
597,geschlossen::A,మూసిన,suljettu
598,sauber::A,పరిశుద్ధమైన,puhdas
599,schmutzig::A,ముఱికియైన,likainen
600,roh::A,పచ్చి,raaka
601,reif::A,పండివ,kypsä
602,lecker::A,రుచి గల,herkullinen
603,süß::A,తియ్యని,makea
604,bitter::A,చేదైన,karvas
605,bitter::A,చేదైన,kitkerä
606,sauer::A,పుల్లని,hapan
607,hell::A,కాంతిగల,kirkas
608,hell::A,కాంతిగల,valoisa
609,dunkel::A,చీకటియైన,pimeä
610,schwarz::A,నల్లని,musta
611,weiß::A,తెలుపు,valkea
612,rot::A,ఎఱ్ఱని,punainen
613,gelb::A,పసుపు పచ్చ,keltainen
614,blau::A,నీలవర్ణము,sininen
615,grün::A,ఆకుపచ్చని,vihreä
616,grau::A,నెరిసిన,harmaa
617,bunt::A,రంగేలీ,kirjava
618,billig::A,చౌకయైన,halpa
619,billig::A,చౌకయైన,huokea
620,teuer::A,వెలపొడుగైన,kallis
621,wertvoll::A,విలుప్తెన,arvokas
622,blind::A,గ్రుడ్డి,sokea
623,taub::A,చెవిటి,kuuro
624,kräftig::A,శక్తి గల,väkevä
625,kräftig::A,శక్తి గల,voimakas
626,stark::A,బలమైన,vahva
627,schwach::A,బలహీనమైన,heikko
628,fett::A,క్రొవ్విన,lihava
629,schlank::A,సన్నని,hoikka
630,schlank::A,సన్నని,solakka
631,hübsch::A,సాగప్తెన,soma
632,hübsch::A,సాగప్తెన,sievä
633,böse::A,చెడ్డ,paha
634,böse::A,చెడ్డ,häijy
635,dumm::A,తెలివిలేని,tyhmä
636,dumm::A,తెలివిలేని,typerä
637,faul::A,సోమరియైన,laiska
638,fleißig::A,శ్రద్దగల,ahkera
639,geizig::A,పిసినారియైన,saita
640,klug::A,తెలివిగల,älykäs
641,geschickt::A,నిపుణతగల,taitava
642,lieb::A,ప్రియమైన,rakas
643,lustig::A,ఉల్లాసము గల,hauska
644,lustig::A,ఉల్లాసము గల,iloinen
645,sanft::A,సాధువైన,lauha
646,sanft::A,సాధువైన,lempeä
647,hungrig::A,ఆకలిగొనిన,nälkäinen
648,krank::A,వ్యాధిగల,sairas
649,nackt::A,దిగంబరమైన,alaston
650,traurig::A,విచారముగల,surullinen
651,traurig::A,విచారముగల,murheellinen
652,lebendig::A,ప్రాణముతో నున్న,elävä
653,gut::A,మంచి,hyvä
654,schlecht::A,చెడ్డ,paha
655,schlecht::A,చెడ్డ,huono
656,richtig::A,సరియైన,oikea
657,schlimm::A,అసహ్యమైన,paha
658,wahr::A,నిజమైన,tosi
659,alt::A,ముసలి,vanha
660,neu::A,క్రొత్త,uusi
661,ehemalig::A,పూర్వపు,entinen
662,ehemalig::A,పూర్వపు,muinainen
663,alt[Lebewesen]::A,ముసలి,vanha
664,jung::A,పసి,nuori
665,arm::A,బీద,köyhä
666,reich::A,ధనవంతుడైన,rikas
667,bekannt::A,తెలిసిన,tuttu
668,bekannt::A,తెలిసిన,tunnettu
669,berühmt::A,ప్రపిద్దికెక్కివ,kuuluisa
670,fremd::A,అన్యమైన,vieras
671,verschieden::A,భేదమైన,eri
672,verschieden::A,భేదమైన,erilainen
673,nah::A,దగ్గఱనున్న,läheinen
674,fern::A,దూరమందున్న,etäinen
675,linker::A,ఎడమప్రక్కగ,vasen
676,rechter::A,కుడి,oikea
677,anderer::A,వేఱ్తెన,muu
678,anderer::A,వేఱ్తెన,toinen
679,erster::A,మొదటి,ensimmäinen
680,zweiter::A,రెండన,toinen
681,dritter::A,మూడో,kolmas
682,letzter::A,కడపటి,viimeinen
683,allein::ADV,ఒంటిగా,yksin
684,auf einmal::ADV,హరాత్తుగ,yhdellä kertaa
685,zusammen::ADV,కలిసి,yhdessä
686,lange::ADV,బహుకాలము,kauan
687,lange::ADV,బహుకాలము,pitkään
688,plötzlich::ADV,హరాత్తుగ,äkkiä
689,sofort::ADV,తక్షణము,heti
690,später::ADV,ఇటీవలి,myöhemmin
691,jetzt::ADV,ఇప్పుడు,nyt
692,heute::ADV,నేడు,tänään
693,morgen::ADV,ఱేపు,huomenna
694,bald::ADV,శీఘ్రముగ,pian
