,Concept_ID,hu,ja
135,Blatt::N,levél,葉
136,Birke::N,nyír,樺
137,Kiefer[Baum]::N,fenyő,松
138,Weide[Baum]::N,fűz,柳
139,Tanne::N,fenyő,樅
140,Horn::N,szarv,角
141,Feder::N,toll,羽根
142,Fell::N,szőr,毛皮
143,Fell::N,bunda,毛皮
144,Flügel::N,szárny,羽
145,Klaue::N,köröm,鉤爪
146,Kralle::N,karom,爪
147,Schwanz::N,farok,尻尾
148,Ei::N,tojás,卵
149,Nest::N,fészek,巣
150,Bau::N,odú,穴
151,Tier::N,állat,動物
152,Herde::N,nyáj,群れ
153,Herde::N,csorda,群れ
154,Kuh::N,tehén,牛
155,Bulle::N,bika,雄牛
156,Pferd::N,ló,馬
157,Schaf::N,juh,羊
158,Schaf::N,birka,羊
159,Schwein::N,sertés,豚
160,Hund::N,eb,犬
161,Hund::N,kutya,犬
162,Katze::N,macska,猫
163,Bär::N,medve,熊
164,Eichhörnchen::N,mókus,栗鼠
165,Elch::N,jávorszarvas,ヘラジカ
166,Fuchs::N,róka,狐
167,Hase::N,nyúl,兎
168,Maus::N,egér,鼠
169,Wolf::N,farkas,狼
170,Vogel::N,madár,鳥
171,Schwarm::N,raj,群れ
172,Huhn::N,tyúk,鶏
173,Hahn::N,kakas,雄鶏
174,Gans::N,lúd,ガチョウ
175,Gans::N,liba,ガチョウ
176,Adler::N,sas,鷲
177,Ente::N,kacsa,鴨
178,Eule::N,bagoly,フクロウ
179,Kranich::N,daru,鶴
180,Krähe::N,varjú,烏
181,Kuckuck::N,kakukk,郭公
182,Schwan::N,hattyú,白鳥
183,Fisch::N,hal,魚
184,Barsch::N,sügér,鱸
185,Hecht::N,csuka,川魳
186,Schlange[Tier]::N,kígyó,蛇
187,Wurm::N,kukac,虫
188,Spinne::N,pók,蜘蛛
189,Ameise::N,hangya,蟻
190,Laus::N,tetű,虱
191,Mücke::N,szúnyog,蚊
192,Fliege::N,légy,蝿
193,Schmetterling::N,lepke,蝶
194,Schmetterling::N,pillangó,蝶
195,Beere::N,bogyó,漿果
196,Apfel::N,alma,林檎
197,Pilz::N,gomba,茸
198,Zwiebel::N,hagyma,玉葱
199,Saat::N,vetőmag,種
200,Korn::N,mag,粒
201,Korn::N,szem,粒
202,Heu::N,széna,干し草
203,Schale::N,héj,皮
204,Grube::N,verem,穴
205,Falle::N,csapda,わな
206,Schlinge::N,tőr,輪
207,Spur::N,nyom,跡
208,Asche::N,hamu,灰
209,Dreck::N,sár,泥
210,Dreck::N,piszok,泥
211,Eisen::N,vas,鉄
212,Gold::N,arany,金
213,Silber::N,ezüst,銀
214,Kohle::N,szén,炭
215,Glas::N,üveg,ガラス
216,Lehm::N,agyag,ローム
217,Lehm::N,vályog,ローム
218,Sand::N,homok,砂
219,Mensch::N,ember,人
220,Mann::N,úr,男
221,Mann::N,úr,男性
222,Mann::N,férfi,男
223,Mann::N,férfi,男性
224,Frau::N,nő,女
225,Frau::N,nő,女性
226,Frau::N,asszony,女
227,Frau::N,asszony,女性
228,Kind::N,gyerek,子
229,Kind::N,gyerek,子供
230,Kind::N,gyermek,子
231,Kind::N,gyermek,子供
232,Junge::N,fiú,男の子
233,Mädchen::N,lány,女の子
234,Familie::N,család,家族
235,Großvater::N,nagyapa,祖父
236,Großvater::N,nagyapa,おじいさん
237,Großmutter::N,nagyanya,祖母
238,Großmutter::N,nagyanya,おばあさん
239,Eltern::N,szülők,親
240,Eltern::N,szülők,両親
241,Vater::N,apa,父
242,Vater::N,apa,お父さん
243,Vater::N,atya,父
244,Vater::N,atya,お父さん
245,Mutter::N,anya,母
246,Mutter::N,anya,お母さん
247,Sohn::N,fiú,息子
248,Sohn::N,fiú,息子さん
249,Tochter::N,lány,娘
250,Tochter::N,lány,お嬢さん
251,Bruder::N,fivér,弟
252,Bruder::N,testvér,弟
253,Schwester::N,nővér,妹
254,Schwester::N,lánytestvér,妹
255,Onkel::N,nagybácsi,伯父
256,Onkel::N,nagybácsi,伯父さん
257,Tante::N,nagynéni,叔母
258,Tante::N,nagynéni,叔母さん
259,Ehemann::N,férj,夫
260,Ehemann::N,férj,主人
261,Ehefrau::N,feleség,妻
262,Ehefrau::N,feleség,奥さん
263,Freude::N,öröm,喜び
264,Gelächter::N,nevetés,笑い
265,Gelächter::N,hahotázás,笑い
266,Glück::N,boldogság,幸せ
267,Kummer::N,bánat,悩み
268,Wunsch::N,óhaj,希望
269,Lust::N,kedv,気
270,Geist::N,elme,精神
271,Geist::N,szellem,精神
272,Gedanke::N,gondolat,考え
273,Gedächtnis::N,emlékezet,記憶
274,Verstand::N,ész,理解力
275,Verstand::N,értelem,理解力
276,Sinn::N,értelem,意味
277,Grund::N,ok,理由
278,Grund::N,alap,理由
279,Wahrheit::N,igaz,真実
280,Wahrheit::N,igazság,真実
281,Gespräch::N,beszélgetés,会話
282,Märchen::N,mese,童話
283,Erzählung::N,elbeszélés,物語
284,Nachricht::N,hír,報告
285,Nachricht::N,híradás,報告
286,Neuigkeit::N,újság,ニュース
287,Name::N,név,名前
288,Rätsel::N,rejtvény,謎
289,Rede::N,beszéd,演説
290,Rede::N,szónoklat,演説
291,Sprache::N,nyelv,言語
292,Stimme::N,hang,声
293,Wort::N,szó,言葉
294,Zeichen::N,jel,記号
295,Ruf::N,kiáltás,呼び声
296,Lärm::N,zaj,騒音
297,Laut::N,hang,音
298,Ton::N,hang,音
299,Lied::N,dal,歌
300,Lied::N,ének,歌
301,Ruhe::N,csend,静けさ
302,Ruhe::N,nyugalom,静けさ
303,Leute::N,emberek,人々
304,Volk::N,nép,民族
305,Arbeit::N,dolog,仕事
306,Gast::N,vendég,客
307,Geschenk::N,ajándék,贈り物
308,Spiel::N,játék,遊び
309,Gesellschaft::N,társaság,社会
310,Hilfe::N,segítség,援助
311,Freund::N,barát,友達
312,Kamerad::N,társ,同志
313,Angelegenheit::N,ügy,件
314,Anzahl::N,szám,数
315,Art::N,faj,種類
316,Art::N,fajta,種類
317,Stück::N,darab,部分
318,Teil::N,rész,部分
319,Hälfte::N,fél,半分
320,Kreis::N,kör,円
321,Kreuz::N,kereszt,十字
322,Linie::N,vonal,線
323,Strich::N,vonás,線
324,Abstand::N,köz,距離
325,Entfernung::N,távolság,距離
326,Gegend::N,táj,辺
327,Gegend::N,táj,地域
328,Gegend::N,vidék,辺
329,Gegend::N,vidék,地域
330,Platz::N,hely,ゆとり
331,Ort::N,hely,所
332,Ort::N,hely,場所
333,Seite::N,fél,横
334,Seite::N,oldal,横
335,Mitte::N,közép,真ん中
336,Gegenstand::N,tárgy,物件
337,Sache::N,dolog,物
338,Rand::N,szél,端
339,Rand::N,perem,端
340,Rand::N,szegély,端
341,Kante::N,él,縁
342,Ecke::N,sarok,角
343,Ecke::N,szöglet,角
344,Spitze::N,csúcs,先頭
345,Ende::N,vég,端
346,Loch::N,lyuk,穴
347,Winkel::N,szög,片隅
348,Muster::N,minta,模様
349,Größe::N,nagyság,大きさ
350,Länge::N,hossz,長さ
351,Länge::N,hosszúság,長さ
352,Höhe::N,magasság,高さ
353,Gewicht::N,súly,重さ
354,Menge::N,sokaság,量
355,Menge::N,mennyiség,量
356,Haufen::N,halom,堆積
357,Reihe::N,sor,並び
358,Boot::N,csónak,ボート
359,Ruder::N,evező,オール
360,Schlitten::N,szánkó,そり
361,Ski::N,sí,スキー
362,Lagerfeuer::N,tábortűz,篝火
363,Last::N,teher,荷物
364,Gang::N,járás,歩み
365,Schritt::N,lépés,歩
366,Norden::N,észak,北
367,Süden::N,dél,南
368,Westen::N,nyugat,西
369,Osten::N,kelet,東
370,Holz::N,fa,木
371,Holz::N,fa,木材
372,Brett::N,deszka,板
373,Platte::N,lap,盤
374,Platte::N,lemez,盤
375,Stütze::N,támasz,支柱
376,Stütze::N,támaszték,支柱
377,Stange::N,rúd,棒
378,Stange::N,pózna,棒
379,Stock::N,pálca,杖
380,Stab::N,bot,棒
381,Rohr::N,cső,管
382,Haus::N,ház,家
383,Heim::N,otthon,家
384,Ofen::N,kályha,ストーブ
385,Fußboden::N,padló,床
386,Tisch::N,asztal,机
387,Stuhl::N,szék,椅子
388,Wiege::N,bölcső,揺籃
389,Bett::N,ágy,ベッド
390,Regal::N,polc,棚
391,Regal::N,állvány,棚
392,Kiste::N,láda,箱
393,Fenster::N,ablak,窓
394,Tür::N,ajtó,戸
395,Tür::N,ajtó,ドア
396,Tor::N,kapu,門
397,Zaun::N,kerítés,垣根
398,Dach::N,tető,屋根
399,Leiter::N,létra,梯子
400,Besen::N,seprű,ほうき
401,Spaten::N,ásó,スコップ
402,Schaufel::N,lapát,シャベル
403,Gabel::N,villa,フォーク
404,Löffel::N,kanál,スプーン
405,Messer::N,kés,ナイフ
406,Nagel::N,szeg,釘
407,Netz::N,háló,網
408,Haken::N,kampó,鉤
409,Haken::N,kampó,フック
410,Griff::N,nyél,取っ手
411,Griff::N,fogantyú,取っ手
412,Schloss::N,zár,錠
413,Bild::N,kép,絵
414,Figur::N,alak,像
415,Puppe::N,bábu,人形
416,Beutel::N,zacskó,袋
417,Bündel::N,köteg,束
418,Bündel::N,köteg,包み
419,Tasche::N,táska,かばん
420,Eimer::N,vödör,バケツ
421,Deckel::N,fedő,蓋
422,Deckel::N,fedél,蓋
423,Geschirr::N,edény,食器
424,Sack::N,zsák,袋
425,Tasse::N,csésze,カップ
426,Topf::N,fazék,鍋
427,Kessel::N,üst,釜
428,Kessel::N,bogrács,釜
429,Essen::N,evés,食事
430,Essen::N,étkezés,食事
431,Nahrung::N,ennivaló,食物
432,Speise::N,étel,料理
433,Fleisch::N,hús,肉
434,Getreide::N,gabona,麦
435,Getreide::N,gabona,穀物
436,Brei::N,pép,粥
437,Brei::N,kása,粥
438,Brot::N,kenyér,パン
439,Scheibe::N,szelet,枚
440,Scheibe::N,szelet,切れ
441,Fett::N,háj,脂肪
442,Fett::N,zsír,脂肪
443,Butter::N,vaj,バター
444,Öl::N,olaj,油
445,Salz::N,só,塩
446,Suppe::N,leves,スープ
447,Honig::N,méz,蜂蜜
448,Milch::N,tej,牛乳
449,Tee::N,tea,茶
450,Tee::N,tea,お茶
451,Leder::N,bőr,革
452,Wolle::N,gyapjú,毛糸
453,Stoff::N,szövet,布
454,Nadel::N,tű,針
455,Faden::N,fonál,糸
456,Knopf::N,gomb,ボタン
457,Knoten::N,csomó,結び目
458,Farbe::N,szín,ペンキ
459,Farbe::N,festék,ペンキ
460,Kleidung::N,ruha,衣服
461,Kleidung::N,ruházat,衣服
462,Hemd::N,ing,シャツ
463,Kragen::N,gallér,襟
464,Ärmel::N,ujj,袖
465,Hose::N,gatya,ズボン
466,Hose::N,nadrág,ズボン
467,Gürtel::N,öv,帯
468,Gürtel::N,öv,ベルト
469,Mütze::N,sapka,帽子
470,Schuh::N,cipő,靴
471,Stiefel::N,csizma,ブーツ
472,Ring::N,gyűrű,輪
473,Band::N,szalag,リボン
474,Kamm::N,fésű,櫛
475,Spiegel::N,tükör,鏡
476,Riemen::N,szíj,緒
477,Schnur::N,zsinór,紐
478,Leine::N,póráz,綱
479,Decke::N,takaró,掛け布団
480,Kissen::N,párna,枕
481,Tuch::N,kendő,スカーフ
482,Handtuch::N,törülköző,タオル
483,Kraft::N,erő,力
484,Stärke::N,erő,強さ
485,Stärke::N,erősség,強さ
486,Gesundheit::N,egészség,健康
487,Krankheit::N,kór,病気
488,Krankheit::N,betegség,病気
489,Schmerz::N,fájdalom,痛み
490,Wunde::N,seb,傷
491,Fieber::N,láz,熱
492,Arznei::N,orvosság,薬
493,Arznei::N,gyógyszer,薬
494,Brücke::N,híd,橋
495,Brunnen::N,kút,井戸
496,Weide::N,legelő,牧場
497,Pfad::N,ösvény,小路
498,Weg::N,út,道
499,Straße::N,út,街道
500,Dorf::N,falu,村
501,Stadt::N,város,町
502,Stadt::N,város,都市
503,Brief::N,levél,手紙
504,Buch::N,könyv,本
505,Buchstabe::N,betű,文字
506,Zeitung::N,újság,新聞
507,Zeitung::N,hírlap,新聞
508,Leben::N,élet,生活
509,Tod::N,halál,死
510,Grab::N,sír,墓
511,Kirche::N,templom,教会
512,Sünde::N,bűn,罪
513,Sünde::N,vétek,罪
514,Gott::N,isten,神
515,Arbeiter::N,munkás,労働者
516,Chef::N,főnök,上司
517,Meister::N,mester,達人
518,Meister::N,mester,マイスター
519,Arzt::N,orvos,医者
520,Lehrer::N,tanár,先生
521,Lehrer::N,tanító,先生
522,Geld::N,pénz,金
523,Geschäft::N,üzlet,取り引き
524,Laden::N,bolt,店
525,Preis::N,ár,値段
526,Ware::N,áru,商品
527,Nutzen::N,haszon,利益
528,Reichtum::N,gazdagság,豊かさ
529,Welt::N,világ,世界
530,Land::N,ország,国
531,Staat::N,állam,国家
532,König::N,király,国王
533,Macht::N,hatalom,権力
534,Grenze::N,határ,国境
535,Krieg::N,háború,戦争
536,Feind::N,ellenség,敵
537,Gewalt::N,erőszak,暴力
538,Kampf::N,harc,戦い
539,Bogen[Waffe]::N,íj,弓
540,Pfeil::N,nyíl,矢
541,Gewehr::N,puska,銃
542,Gewehr::N,fegyver,銃
543,Fehler::N,hiba,間違い
544,Lüge::N,hazugság,嘘
545,Schaden::N,kár,損害
546,Unglück::N,csapás,不幸
547,Unglück::N,balszerencse,不幸
548,Schuld::N,bűn,罪
549,Alter::N,kor,年
550,Alter::N,kor,年齢
551,Schluss::N,vég,終わり
552,Schluss::N,befejezés,終わり
553,Zeit::N,idő,時
554,Zeit::N,idő,時間
555,Tag::N,nap,日
556,Morgen::N,reggel,朝
557,Mittag::N,dél,昼
558,Abend::N,este,晩
559,Abend::N,este,夕方
560,Nacht::N,éj,夜
561,Nacht::N,éjszaka,夜
562,Woche::N,hét,週
563,Monat::N,hó,月
564,Monat::N,hónap,月
565,Jahr::N,év,年
566,Frühling::N,tavasz,春
567,Sommer::N,nyár,夏
568,Herbst::N,ősz,秋
569,Winter::N,tél,冬
570,Januar::N,január,一月
571,Februar::N,február,二月
572,März::N,március,三月
573,April::N,április,四月
574,Mai::N,május,五月
575,Juni::N,június,六月
576,Juli::N,július,七月
577,August::N,augusztus,八月
578,September::N,szeptember,九月
579,Oktober::N,október,十月
580,November::N,november,十一月
581,Dezember::N,december,十二月
582,Montag::N,hétfő,月曜日
583,Dienstag::N,kedd,火曜日
584,Mittwoch::N,szerda,水曜日
585,Donnerstag::N,csütörtök,木曜日
586,Freitag::N,péntek,金曜日
587,Samstag::N,szombat,土曜日
588,Sonntag::N,vasárnap,日曜日
589,groß::A,nagy,大きい
590,klein::A,pici,小さい
591,klein::A,kicsi,小さい
592,lang::A,hosszú,長い
593,kurz::A,rövid,短い
594,breit::A,széles,広い
595,schmal::A,keskeny,狭い
596,dicht::A,sűrű,密な
597,dick[Gegenstand]::A,vastag,厚い
598,dünn::A,vékony,薄い
599,fein::A,vékony,細い
600,fest::A,szilárd,硬い
601,flach::A,sík,平らな
602,flach::A,lapos,平らな
603,glatt::A,sima,滑らかな
604,hart::A,kemény,堅い
605,weich::A,puha,柔らかい
606,rund::A,kerek,丸い
607,spitz::A,hegyes,尖った
608,scharf::A,éles,鋭い
609,stumpf::A,tompa,鈍い
610,stumpf::A,életlen,鈍い
611,schwer::A,nehéz,重い
612,schwer::A,súlyos,重い
613,schön::A,szép,綺麗な
614,heiß::A,forró,熱い
615,warm::A,meleg,温かい
616,kalt::A,hideg,寒い
617,kalt::A,hideg,冷たい
618,kühl::A,hűs,涼しい
619,kühl::A,hűvös,涼しい
620,frisch::A,üde,ひんやりした
621,frisch::A,friss,ひんやりした
622,feucht::A,nedves,湿った
623,nass::A,vizes,濡れた
624,trocken::A,száraz,乾いた
625,voll::A,telt,いっぱいの
626,leer::A,üres,空の
627,offen::A,nyílt,開いた
628,offen::A,nyitott,開いた
629,geschlossen::A,zárt,閉まった
630,geschlossen::A,csukott,閉まった
631,sauber::A,tiszta,清潔な
632,schmutzig::A,piszkos,汚い
633,schmutzig::A,szennyes,汚い
634,roh::A,nyers,生の
635,reif::A,érett,熟した
636,lecker::A,finom,美味しい
637,süß::A,édes,甘い
638,bitter::A,keserű,苦い
639,sauer::A,savanyú,酸っぱい
640,hell::A,világos,明るい
641,dunkel::A,sötét,暗い
642,schwarz::A,fekete,黒い
643,weiß::A,fehér,白い
644,rot::A,vörös,赤い
645,gelb::A,sárga,黄色い
646,blau::A,kék,青い
647,grün::A,zöld,緑の
648,grau::A,ősz,灰色の
649,grau::A,szürke,灰色の
650,bunt::A,tarka,色取り取りの
651,bunt::A,színes,色取り取りの
652,billig::A,olcsó,安い
653,teuer::A,drága,高い
654,wertvoll::A,értékes,貴重な
655,blind::A,vak,盲目の
656,taub::A,süket,耳が聞こえない
657,kräftig::A,erős,強力な
658,stark::A,erős,強い
659,schwach::A,gyenge,弱い
660,schwach::A,erőtlen,弱い
661,fett::A,hájas,太った
662,schlank::A,karcsú,ほっそりした
663,hübsch::A,csinos,素敵な
664,böse::A,rossz,悪い
665,böse::A,gonosz,悪い
666,dumm::A,buta,馬鹿な
667,dumm::A,ostoba,馬鹿な
668,faul::A,lusta,怠惰な
669,fleißig::A,szorgalmas,勤勉な
670,geizig::A,fukar,けちな
671,geizig::A,fösvény,けちな
672,klug::A,okos,賢い
673,klug::A,okos,頭のいい
674,klug::A,eszes,賢い
675,klug::A,eszes,頭のいい
676,geschickt::A,ügyes,器用な
677,lieb::A,drága,愛らしい
678,lieb::A,kedves,愛らしい
679,lustig::A,víg,楽しい
680,lustig::A,vidám,楽しい
681,sanft::A,enyhe,温和な
682,hungrig::A,éhes,空腹の
683,krank::A,beteg,病気の
684,nackt::A,csupasz,裸の
685,nackt::A,meztelen,裸の
686,traurig::A,bús,悲しい
687,traurig::A,szomorú,悲しい
688,lebendig::A,élő,生きた
689,gut::A,jó,良い
690,schlecht::A,rossz,悪い
691,schlecht::A,rossz,駄目な
692,richtig::A,helyes,正しい
693,schlimm::A,rossz,ひどい
694,wahr::A,igaz,本当の
695,alt::A,ó,古い
696,alt::A,régi,古い
697,neu::A,új,新しい
698,ehemalig::A,volt,以前の
699,ehemalig::A,egykori,以前の
700,alt[Lebewesen]::A,öreg,年を取った
701,jung::A,fiatal,若い
702,arm::A,szegény,貧乏な
703,reich::A,gazdag,裕福な
704,bekannt::A,ismert,有名な
705,bekannt::A,ismeretes,有名な
706,berühmt::A,híres,有名な
707,fremd::A,idegen,見知らぬ
708,verschieden::A,különböző,色々な
709,nah::A,közeli,近い
710,fern::A,távoli,遠い
711,linker::A,bal,左の
712,rechter::A,jobb,右の
713,anderer::A,más,別の
714,anderer::A,másik,別の
715,erster::A,első,一番目
716,zweiter::A,második,二番目
717,dritter::A,harmadik,三番目
718,letzter::A,utolsó,最後の
719,allein::ADV,egyedül,一人で
720,auf einmal::ADV,egyszerre,同時に
721,zusammen::ADV,együtt,一緒に
722,zusammen::ADV,összesen,一緒に
723,lange::ADV,sokáig,長い間
724,lange::ADV,hosszan,長い間
725,plötzlich::ADV,hirtelen,急に
726,plötzlich::ADV,egyszerre,急に
727,sofort::ADV,rögtön,すぐに
728,sofort::ADV,tüstént,すぐに
729,später::ADV,későn,後で
730,jetzt::ADV,most,今
731,heute::ADV,ma,今日
732,morgen::ADV,holnap,明日
733,bald::ADV,majd,間もなく
734,bald::ADV,nemsokára,間もなく
735,dann::ADV,akkor,それから
736,gestern::ADV,tegnap,昨日
737,einst::ADV,hajdan,過去に
738,damals::ADV,akkor,あの時
739,damals::ADV,akkoriban,あの時
740,danach::ADV,azután,その後で
741,vorher::ADV,előbb,以前に
742,zuerst::ADV,először,まず
743,zuerst::ADV,először,最初に
744,einmal::ADV,egyszer,一回
745,manchmal::ADV,néha,時々
746,manchmal::ADV,olykor,時々
747,oft::ADV,sokszor,よく
748,immer::ADV,mindig,いつも
749,niemals::ADV,sohasem,一度も...ない
750,hier::ADV,itt,こちら
751,hierhin::ADV,erre,ここへ
752,hierhin::ADV,erre,こちらへ
753,von hier::ADV,innen,ここから
754,dort::ADV,ott,そちら
755,dorthin::ADV,oda,そこへ
756,dorthin::ADV,oda,そちらへ
757,geradeaus::ADV,egyenesen,真っ直ぐに
758,vorwärts::ADV,előre,前へ
759,rückwärts::ADV,hátrafelé,後ろへ
760,zurück::ADV,hátra,後ろへ
761,zurück::ADV,vissza,後ろへ
762,unten::ADV,alul,下に
763,hinab::ADV,le,下へ
764,hinab::ADV,lefelé,下へ
765,oben::ADV,fenn,上に
766,oben::ADV,felül,上に
767,hinauf::ADV,fel,上へ
768,hinauf::ADV,felfelé,上へ
769,überall::ADV,mindenütt,どこでも
770,nicht::ADV,nem,ない
771,ein wenig::ADV,egy kicsit,少し
772,ein wenig::ADV,egy kicsit,ちょっと
773,kaum::ADV,alig,ほとんど～ない
774,sehr::ADV,nagyon,とても
775,so::ADV,úgy,こう
776,noch::ADV,még,まだ
777,nur::ADV,csak,～だけ
778,nur::ADV,csupán,～だけ
779,schon::ADV,már,もう
780,wieder::ADV,ismét,再び
781,wieder::ADV,megint,再び
782,vergebens::ADV,hiába,無駄に
783,vor::PRP,előtt,前に
784,hinter::PRP,mögött,後ろに
785,unter::PRP,alatt,下に
786,durch::PRP,át,通して
787,durch::PRP,keresztül,通して
788,neben::PRP,mellett,横に
789,zwischen::PRP,között,間に
790,wegen::PRP,miatt,為に
791,wegen::PRP,miatt,せいで
792,wegen::PRP,végett,為に
793,wegen::PRP,végett,せいで
794,dies::PRN,ez,これ
795,das::PRN,az,それ
796,alles::PRN,minden,全部
797,ich::PRN,én,私
798,du::PRN,te,あなた
799,er::PRN,ő,彼
800,wir::PRN,mi,私達
801,ihr::PRN,ti,あなた達
802,sie::PRN,ők,彼ら
803,was::FPRN,mi,何
804,wer::FPRN,ki,誰
805,wer::FPRN,ki,どなた
806,wo::FADV,hol,どこ
807,wo::FADV,hol,どこに
808,wohin::FADV,hova,どこへ
809,wie::FADV,hogy,どう
810,wie::FADV,hogyan,どう
811,warum::FADV,miért,何故
812,warum::FADV,miért,どうして
813,wieviel::FNUM,hány,どのくらい
814,wieviel::FNUM,mennyi,どのくらい
815,eins::NUM,egy,一
816,zwei::NUM,kettő,二
817,zwei::NUM,kettő,二つ
818,drei::NUM,három,三
819,drei::NUM,három,三つ
820,vier::NUM,négy,四
821,vier::NUM,négy,四つ
822,fünf::NUM,öt,五
823,fünf::NUM,öt,五つ
824,sechs::NUM,hat,六
825,sechs::NUM,hat,六つ
826,sieben::NUM,hét,七
827,sieben::NUM,hét,七つ
828,acht::NUM,nyolc,八
829,acht::NUM,nyolc,八つ
830,neun::NUM,kilenc,九
831,neun::NUM,kilenc,九つ
832,zehn::NUM,tíz,十
833,elf::NUM,tizenegy,十一
834,zwölf::NUM,tizenkettő,十二
835,zwanzig::NUM,húsz,二十
836,dreißig::NUM,harminc,三十
837,vierzig::NUM,negyven,四十
838,fünfzig::NUM,ötven,五十
839,sechzig::NUM,hatvan,六十
840,siebzig::NUM,hetven,七十
841,achtzig::NUM,nyolcvan,八十
842,neunzig::NUM,kilencven,九十
843,hundert::NUM,száz,百
844,tausend::NUM,ezer,千
845,und::CNJ,és,-と
846,und::CNJ,és,そして
847,und::CNJ,meg,-と
848,und::CNJ,meg,そして
849,oder::CNJ,vagy,或いは
850,stehen::V,áll,立っている
851,sitzen::V,ül,座っている
852,liegen::V,fekszik,横になっている
853,hängen::V,függ,掛かっている
854,werden::V,lesz,なる
855,passieren::V,történik,起こる
856,beginnen::V,kezdődik,始まる
857,enden::V,végződik,終わる
858,enden::V,befejeződik,終わる
859,wechseln::V,változik,変わる
