,Concept_ID,sq,sk
616,Pfeil::N,shigjetë,šíp
617,Pfeil::N,shigjetë,strela
618,Gewehr::N,pushkë,puška
619,Fehler::N,gafë,omyl
620,Fehler::N,gafë,chyba
621,Fehler::N,gabim,omyl
622,Fehler::N,gabim,chyba
623,Lüge::N,gënjeshtër,lož
624,Schaden::N,dëm,ujma
625,Schaden::N,dëm,škoda
626,Schaden::N,zarar,ujma
627,Schaden::N,zarar,škoda
628,Unglück::N,fatkeqësi,nešťastie
629,Schuld::N,faj,vina
630,Schuld::N,faj,previnenie
631,Alter::N,moshë,vek
632,Schluss::N,fund,záver
633,Schluss::N,fund,koniec
634,Zeit::N,kohë,čas
635,Tag::N,ditë,deň
636,Morgen::N,mëngjes,ráno
637,Mittag::N,mesditë,poludnie
638,Abend::N,mbrëmje,večer
639,Nacht::N,natë,noc
640,Woche::N,javë,týždeň
641,Monat::N,muaj,mesiac
642,Jahr::N,vit,rok
643,Frühling::N,pranverë,jar
644,Sommer::N,verë,leto
645,Herbst::N,vjeshtë,jeseň
646,Winter::N,dimër,zima
647,Januar::N,janar,január
648,Februar::N,shkurt,február
649,März::N,mars,marec
650,April::N,prill,apríl
651,Mai::N,maj,máj
652,Juni::N,qershor,jún
653,Juli::N,korrik,júl
654,August::N,gusht,august
655,September::N,shtator,september
656,Oktober::N,tetor,október
657,November::N,nëntor,november
658,Dezember::N,dhjetor,december
659,Montag::N,hënë,pondelok
660,Dienstag::N,martë,utorok
661,Mittwoch::N,mërkurë,streda
662,Donnerstag::N,enjte,štvrtok
663,Freitag::N,premte,piatok
664,Samstag::N,shtunë,sobota
665,Sonntag::N,diel,nedeľa
666,groß::A,madh,veľký
667,klein::A,vogël,malý
668,lang::A,gjatë,dlhý
669,kurz::A,shkurtër,krátky
670,breit::A,gjerë,široký
671,schmal::A,ngushtë,úzky
672,dicht::A,dendur,hustý
673,dick[Gegenstand]::A,trashë,tlstý
674,dünn::A,hollë,tenký
675,fein::A,imët,jemný
676,fest::A,fortë,pevný
677,flach::A,sheshtë,rovný
678,flach::A,sheshtë,plochý
679,glatt::A,rrafshët,hladký
680,hart::A,fortë,tvrdý
681,weich::A,butë,mäkký
682,rund::A,rrumbullakët,guľatý
683,rund::A,rrumbullakët,okrúhly
684,spitz::A,majëmprehtë,končitý
685,scharf::A,mprehtë,ostrý
686,stumpf::A,topitur,tupý
687,schwer::A,rëndë,ťažký
688,schön::A,bukur,pekný
689,schön::A,bukur,krásny
690,heiß::A,nxehtë,horúci
691,warm::A,ngrohtë,teplý
692,kalt::A,ftohtë,studený
693,kühl::A,freskët,chladný
694,frisch::A,pastër,svieži
695,feucht::A,lagësht,vlhký
696,feucht::A,lagësht,zvlhnutý
697,nass::A,lagur,mokrý
698,trocken::A,thatë,suchý
699,voll::A,plotë,plný
700,leer::A,bosh,prázdny
701,leer::A,zbrazët,prázdny
702,offen::A,hapur,otvorený
703,geschlossen::A,mbyllur,zavretý
704,sauber::A,dëlirë,čistý
705,schmutzig::A,ndyrë,špinavý
706,roh::A,gjallë,surový
707,reif::A,arrirë,zrelý
708,lecker::A,shijshëm,chutný
709,süß::A,ëmbël,sladký
710,bitter::A,hidhur,horký
711,sauer::A,thartë,kyslý
712,hell::A,me dritë,jasný
713,hell::A,me dritë,svetlý
714,dunkel::A,errët,temný
715,schwarz::A,i zi,čierny
716,weiß::A,bardhë,biely
717,rot::A,kuq,červený
718,gelb::A,verdhë,žltý
719,blau::A,blu,modrý
720,blau::A,blu,belasý
721,blau::A,kaltër,modrý
722,blau::A,kaltër,belasý
723,grün::A,blertë,zelený
724,grün::A,gjelbër,zelený
725,grau::A,hirtë,šedý
726,grau::A,bojë hiri,šedý
727,bunt::A,shumëngjyrëshëm,pestrý
728,billig::A,lirë,lacný
729,teuer::A,shtrenjtë,drahý
730,wertvoll::A,çmuar,cenný
731,wertvoll::A,vlershëm,cenný
732,blind::A,qorr,slepý
733,blind::A,verbër,slepý
734,taub::A,shurdhër,hluchý
735,kräftig::A,fuqishëm,silný
736,stark::A,fortë,silný
737,schwach::A,dobët,slabý
738,schwach::A,dobët,bezvládny
739,fett::A,dhjamur,tučný
740,schlank::A,hollë,štíhly
741,hübsch::A,bukur,šumný
742,hübsch::A,bukur,švárny
743,hübsch::A,hijshëm,šumný
744,hübsch::A,hijshëm,švárny
745,böse::A,keq,zlý
746,dumm::A,teveqel,hlúpy
747,faul::A,dembel,lenivý
748,fleißig::A,zellshëm,snaživý
749,fleißig::A,zellshëm,usilovný
750,geizig::A,kurnac,skupý
751,geizig::A,kurnac,lakomý
752,geizig::A,dorështrënguar,skupý
753,geizig::A,dorështrënguar,lakomý
754,klug::A,mençur,múdry
755,klug::A,mençur,bystrý
756,geschickt::A,aftë,zručný
757,geschickt::A,aftë,šikovný
758,lieb::A,dashur,milý
759,lustig::A,gëzuar,veselý
760,sanft::A,butë,nežný
761,hungrig::A,uritur,lačný
762,hungrig::A,uritur,hladný
763,krank::A,sëmurë,chorý
764,krank::A,sëmurë,nemocný
765,nackt::A,lakuriq,nahý
766,nackt::A,zhveshur,nahý
767,traurig::A,trishtuar,smutný
768,lebendig::A,gjallë,živý
769,gut::A,mirë,dobrý
770,schlecht::A,keq,zlý
771,richtig::A,drejtë,správny
772,schlimm::A,keq,zlý
773,schlimm::A,keq,nepríjemný
774,wahr::A,vërtetë,pravý
775,wahr::A,vërtetë,pravdivý
776,alt::A,vjetër,starý
777,neu::A,i ri,nový
778,ehemalig::A,dikurshëm,bývalý
779,alt[Lebewesen]::A,plak,starý
780,jung::A,i ri,mladý
781,arm::A,varfër,chudobný
782,arm::A,vobektë,chudobný
783,reich::A,pasur,bohatý
784,bekannt::A,njohur,známy
785,berühmt::A,famshëm,slávny
786,berühmt::A,famshëm,povestný
787,fremd::A,huaj,cudzí
788,verschieden::A,ndryshëm,rôzny
789,verschieden::A,ndryshëm,rozličný
790,nah::A,afërt,blízky
791,fern::A,largët,ďaleký
792,linker::A,majtë,ľavý
793,rechter::A,djathtë,pravý
794,anderer::A,tjetër,iný
795,anderer::A,tjetër,druhý
796,erster::A,parë,prvý
797,zweiter::A,dytë,druhý
798,dritter::A,i tretë,tretí
799,letzter::A,fundit,ostatný
800,letzter::A,fundit,posledný
801,allein::ADV,vetëm,sám
802,auf einmal::ADV,njëkohësisht,zároveň
803,zusammen::ADV,bashkë,spolu
804,zusammen::ADV,bashkë,spoločne
805,zusammen::ADV,së bashku,spolu
806,zusammen::ADV,së bashku,spoločne
807,lange::ADV,për një kohë të gjatë,dlho
808,plötzlich::ADV,befas,náhle
809,sofort::ADV,menjëherë,hneď
810,sofort::ADV,menjëherë,ihneď
