,Concept_ID,ba,lt
151,Nest::N,оя,lizdas
152,Bau::N,оң,ola
153,Tier::N,жайуан,gyvūnas
154,Tier::N,йыртҡыс,gyvūnas
155,Herde::N,көтөү,banda
156,Herde::N,көтөү,kaimenė
157,Kuh::N,һыйыр,karvė
158,Bulle::N,үгеҙ,bulius
159,Pferd::N,ат,arklys
160,Schaf::N,һарыҡ,avis
161,Schwein::N,сусҡа,kiaulė
162,Hund::N,эт,šuo
163,Katze::N,бесәй,katė
164,Bär::N,айыу,lokys
165,Eichhörnchen::N,тейен,voveraitė
166,Elch::N,мышы,briedis
167,Fuchs::N,төлкө,lapė
168,Hase::N,ҡуян,kiškas
169,Maus::N,сысҡан,pelė
170,Wolf::N,бүре,vilkas
171,Vogel::N,ҡош,paukštis
172,Schwarm::N,көтөү,spiečius
173,Huhn::N,тауыҡ,višta
174,Hahn::N,әтәс,gaidys
175,Gans::N,ҡаҙ,žąsis
176,Adler::N,бөркөт,erelis
177,Ente::N,өйрәк,antis
178,Eule::N,өкө,pelėda
179,Eule::N,ябалаҡ,pelėda
180,Kranich::N,торна,gervė
181,Krähe::N,ҡарға,varna
182,Kuckuck::N,кәкүк,gegužė
183,Schwan::N,аҡҡош,gulbė
184,Fisch::N,балыҡ,žuvis
185,Barsch::N,алабуға,ešerys
186,Hecht::N,суртан,lydeka
187,Schlange[Tier]::N,йылан,gyvatė
188,Wurm::N,селяүсен,kirmėlė
189,Spinne::N,үрмәксе,voras
190,Ameise::N,ҡырмыҫҡа,skruzdė
191,Laus::N,бет,utėlė
192,Mücke::N,серәкәй,uodas
193,Fliege::N,себен,musė
194,Schmetterling::N,күбәләк,drugys
195,Schmetterling::N,күбәләк,peteliškė
196,Beere::N,еләк,uoga
197,Apfel::N,алма,obuolys
198,Pilz::N,бәшмәк,grybas
199,Zwiebel::N,һуган,svogūnas
200,Saat::N,орлоҡ,sėkla
201,Korn::N,иген,grūdai
202,Heu::N,бесән,šienas
203,Schale::N,ҡабыҡ,žievelė
204,Grube::N,соҡор,duobė
205,Falle::N,тоҙак,pinklės
206,Falle::N,тоҙак,žabangai
207,Falle::N,ҡапҡан,pinklės
208,Falle::N,ҡапҡан,žabangai
209,Schlinge::N,тоҙак,kilpa
210,Spur::N,әҫер,vėžė
211,Spur::N,әҫер,pėdos
212,Spur::N,әҫер,pėdsakas
213,Asche::N,көл,pelenai
214,Dreck::N,батҡаҡ,purvas
215,Eisen::N,тимер,geležis
216,Gold::N,алтын,auksas
217,Silber::N,көмөш,sidabras
218,Kohle::N,күмер,anglis
219,Glas::N,быяла,stiklas
220,Lehm::N,балсыҡ,molis
221,Sand::N,ҡом,smėlis
222,Mensch::N,кеше,žmogus
223,Mann::N,ир,vyras
224,Mann::N,ир,vyriškis
225,Frau::N,ҡатын,moteris
226,Kind::N,бала,vaikas
227,Junge::N,малай,vaikinas
228,Junge::N,малай,berniukas
229,Mädchen::N,ҡыҙ,mergytė
230,Mädchen::N,ҡыҙ,mergaitė
231,Mädchen::N,ҡыҙыҡай,mergytė
232,Mädchen::N,ҡыҙыҡай,mergaitė
233,Familie::N,ғаилә,šeima
234,Großvater::N,олатай,senelis
235,Großmutter::N,әбәй,senelė
236,Eltern::N,ата-әсә,tėvai
237,Vater::N,атай,tėvas
238,Mutter::N,әсә,motina
239,Sohn::N,ул,sūnus
240,Tochter::N,ҡыҙ,duktė
241,Bruder::N,агай,brolis
242,Schwester::N,алай,sesuo
243,Schwester::N,һеңле,sesuo
244,Onkel::N,ағай,dėdė
245,Tante::N,апай,teta
246,Ehemann::N,ир,vyras
247,Ehefrau::N,ҡатын,žmona
248,Freude::N,шатлыҡ,džiaugsmas
249,Freude::N,ҡыуаныс,džiaugsmas
250,Gelächter::N,көлөү,juokas
251,Glück::N,бәхет,laimė
252,Kummer::N,ҡайғы,vargas
253,Kummer::N,ҡайғы,rūpestis
254,Wunsch::N,теләк,troškimas
255,Wunsch::N,теләк,pageidavimas
256,Lust::N,әүәҫлек,noras
257,Lust::N,әүәҫлек,geidulys
258,Geist::N,аң,dvasia
259,Geist::N,рух,dvasia
260,Gedanke::N,уй,mintis
261,Gedanke::N,фекер,mintis
262,Gedächtnis::N,хәтер,atmintis
263,Verstand::N,аҡыл,protas
264,Sinn::N,мәғәня,prasmė
265,Grund::N,сәбәп,priežastis
266,Wahrheit::N,дөрөҫлөк,tiesa
267,Wahrheit::N,дөрөҫлөк,teisybė
268,Gespräch::N,әңгәмә,pokalbis
269,Märchen::N,әкиәт,pasaka
270,Erzählung::N,хикәйә,apsakymas
271,Erzählung::N,хикәйә,pasakojimas
272,Nachricht::N,хәбәр,žinia
273,Neuigkeit::N,яңылыҡ,naujiena
274,Name::N,исем,vardas
275,Rätsel::N,йомаҡ,mįslė
276,Rede::N,телмәр,kalba
277,Sprache::N,тел,kalba
278,Sprache::N,телмәр,kalba
279,Stimme::N,тауыш,balsas
280,Wort::N,һүҙ,žodis
281,Zeichen::N,билдә,žymė
282,Zeichen::N,билдә,ženklas
283,Ruf::N,саҡырыу,šauksmas
284,Lärm::N,шаулау,triukšmas
285,Laut::N,тауыш,garsas
286,Ton::N,яңғырау,tonas
287,Ton::N,яңғырау,garsas
288,Lied::N,йыр,daina
289,Lied::N,йыр,giesmė
290,Ruhe::N,ял,ramybė
291,Ruhe::N,ял,ramumas
292,Ruhe::N,тыныслыҡ,ramybė
293,Ruhe::N,тыныслыҡ,ramumas
294,Leute::N,кешеләр,žmonės
295,Volk::N,халҡ,tauta
296,Arbeit::N,эш,darbas
297,Arbeit::N,эш,triūsas
298,Gast::N,ҡунаҡ,svečias
299,Geschenk::N,бүләк,dovana
300,Spiel::N,уйын,žaismas
301,Spiel::N,уйын,žaidimas
302,Gesellschaft::N,йәмғиәт,draugija
303,Gesellschaft::N,йәмғиәт,kompanija
304,Hilfe::N,ярҙам,pagalba
305,Freund::N,дуҫ,draugas
306,Freund::N,дуҫ,bičiulis
307,Kamerad::N,иптәш,draugas
308,Angelegenheit::N,әш,dalykas
309,Angelegenheit::N,әш,reikalas
310,Anzahl::N,һан,kiekis
311,Anzahl::N,һан,skaičius
312,Art::N,төр,rūšis
313,Stück::N,киҫәк,gabalas
314,Teil::N,өлөш,dalis
315,Hälfte::N,ярты,pusė
316,Kreis::N,түңәрәк,ratas
317,Kreis::N,түңәрәк,apskritis
318,Kreis::N,түңәрәк,apskritimas
319,Kreuz::N,тәре,kryžius
320,Linie::N,һыҙыҡ,linija
321,Strich::N,һыҙат,brėžis
322,Strich::N,һыҙат,brūkšnys
323,Abstand::N,ара,atstumas
324,Entfernung::N,алыҫлыҡ,atstumas
325,Gegend::N,урын,vietovė
326,Platz::N,арауыҡ,vieta
327,Ort::N,ерҙәр,vieta
328,Ort::N,ерҙәр,vietovė
329,Ort::N,урындар,vieta
330,Ort::N,урындар,vietovė
331,Ort::N,эш урыны,vieta
332,Ort::N,эш урыны,vietovė
333,Seite::N,яҡ,pusė
334,Seite::N,яҡ,šonas
335,Mitte::N,урталыҡ,vidurys
336,Gegenstand::N,нәмә,dalykas
337,Sache::N,нәмә,daiktas
338,Sache::N,әйбер,daiktas
339,Rand::N,сит,kraštas
340,Rand::N,сит,pakraštys
341,Kante::N,ҡабырға,kraštas
342,Kante::N,ян,kraštas
343,Ecke::N,мөйөш,kertė
344,Ecke::N,мөйөш,kampas
345,Spitze::N,ос,priekis
346,Spitze::N,ос,priešakys
347,Ende::N,аҙаҡ,galas
348,Loch::N,тишек,skylė
349,Winkel::N,мөйөш,kampas
350,Winkel::N,мөйөш,kampelis
351,Muster::N,биҙәк,raštas
352,Größe::N,ҙурлыҡ,dydis
353,Größe::N,ҙурлыҡ,didumas
354,Länge::N,оҙонлоҡ,ilgis
355,Länge::N,оҙонлоҡ,ilgumas
356,Höhe::N,бейеклек,aukštis
357,Höhe::N,бейеклек,aukštuma
358,Gewicht::N,үлсәү,svoris
359,Gewicht::N,үлсәү,svarstis
360,Menge::N,һан,kiekis
361,Menge::N,һан,daugybė
362,Haufen::N,өйөм,krūva
363,Haufen::N,өйөм,šūsnis
364,Reihe::N,рәт,greta
365,Boot::N,кәмә,valtis
366,Boot::N,кәмә,laivelis
367,Ruder::N,ишкәк,irklas
368,Schlitten::N,сана,rogės
369,Schlitten::N,сана,rogutės
370,Ski::N,саңгы,slidė
371,Lagerfeuer::N,костер,laužas
372,Last::N,ауырлыҡ,našta
373,Last::N,ауырлыҡ,nešulys
374,Gang::N,барыу,eisena
375,Schritt::N,аҙым,žingsnis
376,Norden::N,төньяҡ,šiaurė
377,Norden::N,төньяҡ,žiemiai
378,Süden::N,көньяҡ,pietūs
379,Westen::N,көнбайыш,vakarai
380,Osten::N,көнсығыш,rytai
381,Holz::N,үағас,mediena
382,Brett::N,таҡта,lenta
383,Platte::N,плита,plokštė
384,Stütze::N,терәк,atrama
385,Stütze::N,терәк,atspara
386,Stange::N,кәртә,lazda
387,Stange::N,кәртә,kartis
388,Stock::N,таяҡ,lazda
389,Stab::N,ҡолға,kartis
390,Rohr::N,торба,vamzdis
391,Haus::N,өй,namas
392,Haus::N,йорт,namas
393,Heim::N,өй,namai
394,Ofen::N,мейес,krosnis
395,Fußboden::N,енес,grindys
396,Tisch::N,өҫтәл,stalas
397,Stuhl::N,ултырғыс,kėdė
398,Wiege::N,бишек,lopšys
399,Bett::N,карауат,lova
400,Bett::N,карауат,patalai
401,Regal::N,кәштә,lentyna
402,Kiste::N,йәшинк,dėžė
403,Fenster::N,тәҙрә,langas
404,Tür::N,ишек,durys
405,Tor::N,ҡапҡа,vartai
406,Zaun::N,ҡойма,tvora
407,Dach::N,түбә,stogas
408,Dach::N,ҡыйыҡ,stogas
409,Leiter::N,баҫҡыс,kopėčios
410,Besen::N,һепертке,šluota
411,Spaten::N,көрәк,lopeta
412,Spaten::N,көрәк,kastuvas
413,Schaufel::N,көрәк,semtuvas
414,Gabel::N,сәнске,šakutė
415,Löffel::N,ҡалаҡ,šaukštas
416,Messer::N,бысаҡ,peilis
417,Nagel::N,сөй,vinis
418,Netz::N,ау,tinklas
419,Haken::N,ыргаҡ,vagis
420,Haken::N,ыргаҡ,kablys
421,Griff::N,тотҡа,kotas
422,Griff::N,тотҡа,rankena
423,Schloss::N,йоҙаҡ,spyna
424,Schloss::N,йоҙаҡ,užraktas
425,Bild::N,картина,paveikslas
426,Figur::N,һын,figūra
427,Puppe::N,ҡурсаҡ,lėlė
428,Beutel::N,тоҡ,krepšys
429,Beutel::N,тоҡ,maišelis
430,Bündel::N,төргәк,ryšulys
431,Tasche::N,сумка,krepšelis
432,Eimer::N,биҙрә,kibiras
433,Deckel::N,ҡапҡас,dangtis
434,Geschirr::N,һауыт-һаба,indai
435,Sack::N,тоҡ,maišas
436,Tasse::N,сынаяҡ,puodukas
437,Topf::N,кәстрүл,puodas
438,Kessel::N,ҡаҙан,katilas
439,Essen::N,ашау,valgis
440,Nahrung::N,аҙыҡ,penas
441,Nahrung::N,аҙыҡ,maistas
442,Speise::N,аш,patiekalas
443,Fleisch::N,ит,mėsa
444,Getreide::N,иген,javai
445,Getreide::N,ашлыҡ,javai
446,Brei::N,бутҡа,košė
447,Brot::N,икмәк,duona
448,Scheibe::N,телем,riekė
449,Fett::N,май,taukai
450,Fett::N,май,riebalai
451,Butter::N,май,sviestas
452,Öl::N,май буяуы,aliejus
453,Salz::N,тоҙ,druska
454,Suppe::N,һурпа,sriuba
455,Honig::N,бал,medus
456,Milch::N,һөт,pienas
457,Tee::N,сәй,arbata
458,Leder::N,күн,oda
459,Wolle::N,йөн,vilna
460,Stoff::N,туҡыма,audeklas
461,Nadel::N,энә,adata
462,Faden::N,еп,gija
463,Faden::N,еп,siūlas
464,Knopf::N,төймә,saga
465,Knoten::N,төйөн,mazgas
466,Farbe::N,буяу,dažai
467,Kleidung::N,кейем,rūbai
468,Kleidung::N,кейем,drabužiai
469,Hemd::N,күлдәк,marškiniai
470,Kragen::N,яға,apykaklė
471,Ärmel::N,ең,rankovė
472,Hose::N,салбар,kelnės
473,Gürtel::N,ҡайыш,juosta
474,Gürtel::N,ҡайыш,diržas
475,Mütze::N,бүрк,kepurė
476,Schuh::N,туфли,batas
477,Stiefel::N,итек,auliniai batai
478,Ring::N,йөҙөк,žiedas
479,Ring::N,балдаҡ,žiedas
480,Band::N,таҫма,kaspinas
481,Kamm::N,тараҡ,šukos
482,Spiegel::N,көзгө,veidrodis
483,Riemen::N,ҡайыш,diržas
484,Schnur::N,бау,virvė
485,Leine::N,бау,pavadėlis
486,Decke::N,одеяд,antklodė
487,Kissen::N,мендәр,pagalvė
488,Kissen::N,мендәр,priegalvis
489,Tuch::N,яулыҡ,skarelė
490,Handtuch::N,таҫтамал,rankšluostis
491,Kraft::N,көс,jėga
492,Stärke::N,көс,stiprumas
493,Gesundheit::N,һаулыҡ,sveikata
494,Krankheit::N,сир,liga
495,Krankheit::N,ауырыу,liga
496,Schmerz::N,һыҙлау,skausmas
497,Schmerz::N,әрнеү,skausmas
498,Wunde::N,йәрәхәт,žaizda
499,Fieber::N,тапма,karštis
500,Fieber::N,биҙгәк,karštis
501,Arznei::N,дарыу,vaistas
502,Brücke::N,күпер,tiltas
503,Brunnen::N,ҡоҙоҡ,šulinys
504,Weide::N,көтөүлек,ganykla
505,Weide::N,көтөүлек,gluosnis
506,Pfad::N,һуҡмаҡ,takas
507,Weg::N,юл,kelias
508,Straße::N,урам,gatvė
509,Dorf::N,ауыл,kaimas
510,Dorf::N,ауыл,sodžius
511,Stadt::N,ҡала,miestas
512,Brief::N,хат,laiškas
513,Buch::N,китап,knyga
514,Buch::N,кенәгә,knyga
515,Buchstabe::N,хәреф,raidė
516,Zeitung::N,гәзит,laikraštis
517,Leben::N,йәшәү,gyvybė
518,Leben::N,йәшәү,gyvenimas
519,Tod::N,үлем,mirtis
520,Grab::N,ҡәбер,kapas
521,Kirche::N,сиркәү,bažnyčia
522,Sünde::N,гөнаһ,nuodėmė
523,Sünde::N,гөнаһ,nusidėjimas
524,Gott::N,алла,dievas
525,Gott::N,хоҙай,dievas
526,Arbeiter::N,эшсе,darbininkas
527,Chef::N,башлыҡ,šefas
528,Chef::N,башлыҡ,vadovas
529,Chef::N,башлыҡ,viršininkas
530,Meister::N,оҫта,meistras
531,Arzt::N,врач,gydytojas
532,Lehrer::N,уҡытыусы,mokytojas
533,Geld::N,аҡса,pinigai
534,Geschäft::N,эш,biznis
535,Laden::N,магазин,krautuvė
536,Laden::N,магазин,parduotuvė
537,Preis::N,хаҡ,kaina
538,Ware::N,тауар,prekė
539,Nutzen::N,файҙа,nauda
540,Nutzen::N,файҙа,pelnas
541,Reichtum::N,байлыҡ,turtas
542,Welt::N,донъя,pasaulis
543,Land::N,ил,žemė
544,Land::N,ил,šalis
545,Staat::N,дәүләт,valstija
546,König::N,король,karalius
547,Macht::N,власть,galia
548,Macht::N,власть,valdžia
549,Grenze::N,сик,riba
550,Grenze::N,сик,siena
551,Krieg::N,һуғыш,karas
552,Feind::N,йылан,priešas
553,Gewalt::N,көслөк,jėga
554,Gewalt::N,көслөк,smurtas
555,Gewalt::N,көслөк,prievarta
556,Kampf::N,көрәш,kova
557,Bogen[Waffe]::N,йәйә,lankas
558,Pfeil::N,уҡ,strėlė
559,Gewehr::N,мылтыҡ,šautuvas
560,Fehler::N,хата,klaida
561,Lüge::N,ялған,melas
562,Schaden::N,зыян,nuostolis
563,Schaden::N,зыян,apgadinimas
564,Schaden::N,зарар,nuostolis
565,Schaden::N,зарар,apgadinimas
566,Unglück::N,ҡаза,nelaimė
567,Schuld::N,ғәйеп,kaltė
568,Alter::N,йәш,amžius
569,Schluss::N,һуң,pabaiga
570,Schluss::N,аҙаҡ,pabaiga
571,Zeit::N,мәл,laikas
572,Zeit::N,заман,laikas
573,Tag::N,көн,diena
574,Morgen::N,иртә,rytas
575,Morgen::N,иртәнсәк,rytas
576,Mittag::N,төш,vidurdienis
577,Abend::N,кис,vakaras
578,Nacht::N,төн,naktis
579,Woche::N,аҙна,savaitė
580,Monat::N,ай,mėnuo
581,Jahr::N,йыл,metai
582,Frühling::N,яҙ,pavasaris
583,Sommer::N,йәй,vasara
584,Herbst::N,көз,ruduo
585,Winter::N,ҡыш,žiema
586,Januar::N,ғинуар,sausis
587,Februar::N,февраль,vasaris
588,März::N,март,kovas
589,April::N,апрель,balandis
590,Mai::N,май,gegužė
591,Juni::N,июнь,birželis
592,Juli::N,июль,liepa
593,August::N,август,rugpjūtis
594,September::N,сентябрь,rugsėjis
595,Oktober::N,октябрь,spalis
596,November::N,ноябрь,lapkritis
597,Dezember::N,декабрь,gruodis
598,Montag::N,дүшәмбе,pirmadienis
599,Dienstag::N,шишәмбе,antradienis
600,Mittwoch::N,шаршамбы,trečiadienis
601,Donnerstag::N,кесаҙна,ketvirtadienis
602,Freitag::N,йома,penktadienis
603,Samstag::N,шәмбе,šeštadienis
604,Sonntag::N,йәкшәмбе,sekmadienis
605,groß::A,ҙур,didis
606,groß::A,ҙур,didelis
607,klein::A,бәләкәс,mažas
608,lang::A,оҙон,ilgas
609,kurz::A,ҡыҫҡа,trumpas
610,breit::A,киң,platus
611,schmal::A,тар,smulkus
612,dicht::A,йыш,tankus
613,dicht::A,ҡуйы,tankus
614,dick[Gegenstand]::A,ҡалын,storas
615,dünn::A,йоҡа,plonas
616,dünn::A,нәҙек,plonas
617,fein::A,нескә,smulkus
618,fest::A,ныҡ,kietas
619,fest::A,ныҡ,tvirtas
620,flach::A,яҫы,lėkštas
621,flach::A,яҫы,plokščias
622,flach::A,ялпаҡ,lėkštas
623,flach::A,ялпаҡ,plokščias
624,glatt::A,шыма,slidus
625,hart::A,ҡаты,kietas
626,weich::A,йомшаҡ,minkštas
627,rund::A,түңәрәк,apvalus
628,rund::A,түңәрәк,apskritas
629,spitz::A,осло түбәле,aštrus
630,spitz::A,осло түбәле,smailus
631,scharf::A,үткер,aštrus
632,stumpf::A,утмәҫ,bukas
633,stumpf::A,утмәҫ,atšipęs
634,schwer::A,ауыр,sunkus
635,schön::A,матур,gražus
636,heiß::A,эҫе,karštas
637,warm::A,йылы,šiltas
638,kalt::A,һыуыҡ,šaltas
639,kühl::A,һалҡынса,vėsus
640,kühl::A,һалҡынса,bejausmis
641,frisch::A,һалҡынса,šviežias
642,feucht::A,еүеш,drėgnas
643,feucht::A,дымлы,drėgnas
644,nass::A,еүеш,šlapias
645,trocken::A,кипкән,sausas
646,voll::A,тулы,pilnas
647,leer::A,буш,tuščias
648,offen::A,асыҡ,atviras
649,geschlossen::A,ябыҡ,uždaras
650,geschlossen::A,ябыҡ,uždarytas
651,sauber::A,таҙа,švarus
652,schmutzig::A,бысраҡ,nešvarus
653,schmutzig::A,бысраҡ,purvinas
654,roh::A,сей,žalias
655,reif::A,өлгөрғән,prinokęs
656,reif::A,өлгөрғән,pribrendęs
657,lecker::A,тәмле,gardus
658,süß::A,тямле,saldus
659,süß::A,тәм-том,saldus
660,bitter::A,әсе,kartus
661,sauer::A,әсе,gižus
662,sauer::A,әсе,rūgštus
663,hell::A,яҡты,šviesus
664,hell::A,яҡты,skaistus
665,dunkel::A,ҡараңғы,tamsus
666,schwarz::A,ҡара,juodas
667,weiß::A,аҡ,baltas
668,rot::A,матур,raudonas
669,rot::A,һылыу,raudonas
670,rot::A,сибәр,raudonas
671,gelb::A,һары,geltonas
672,blau::A,күк,mėlynas
673,grün::A,йәшел,žalias
674,grau::A,буҙ,pilkas
675,bunt::A,сыбар,margas
676,bunt::A,сыбар,spalvotas
677,bunt::A,ала-ҡола,margas
678,bunt::A,ала-ҡола,spalvotas
679,billig::A,арзан,pigus
680,teuer::A,ҡыйбатлы,brangus
681,wertvoll::A,ҡиммәтле,vertingas
682,blind::A,һуҡыр,aklas
683,taub::A,һаңғырау,kurčias
684,kräftig::A,көслө,stiprus
685,kräftig::A,ҡеүәтле,stiprus
686,stark::A,көслө,stiprus
687,stark::A,ҡеүәтле,stiprus
688,schwach::A,көсһөҙ,silpnas
689,fett::A,һимеҙ,riebus
690,schlank::A,зифа,laibas
691,schlank::A,зифа,lieknas
692,hübsch::A,матур,gražus
693,böse::A,асыулы,blogas
694,dumm::A,иҫәр,paikas
695,dumm::A,иҫәр,kvailas
696,faul::A,иренсәк,tingus
697,fleißig::A,тырыш,stropus
698,fleißig::A,тырыш,kruopštus
699,geizig::A,һаран,šykštus
700,klug::A,аҡыллы,sumanus
701,klug::A,аҡыллы,protingas
702,geschickt::A,оҫта,apsukrus
703,lieb::A,яғымлы,mielas
704,lustig::A,күңелле,smagus
705,lustig::A,күңелле,linksmas
706,sanft::A,йыуаш,švelnus
707,sanft::A,йыуаш,minkštas
708,hungrig::A,ас,alkanas
709,krank::A,сирле,ligotas
710,krank::A,сирле,sergantis
711,krank::A,ауырыу,ligotas
712,krank::A,ауырыу,sergantis
713,nackt::A,яланғас,nuogas
714,traurig::A,яманһыу,liūdnas
715,lebendig::A,тере,gyvas
716,lebendig::A,йәнле,gyvas
717,gut::A,яҡшы,geras
718,schlecht::A,хөрт,blogas
719,schlecht::A,хөрт,prastas
720,schlecht::A,алама,blogas
721,schlecht::A,алама,prastas
722,richtig::A,дөрөҫ,tikras
723,richtig::A,дөрөҫ,teisingas
724,schlimm::A,хөрт,blogas
725,schlimm::A,хөрт,prastas
726,schlimm::A,алама,blogas
727,schlimm::A,алама,prastas
728,wahr::A,дөрөҫ,tikras
729,alt::A,иҫке,senas
730,alt::A,боронғо,senas
731,neu::A,яңы,naujas
732,ehemalig::A,элекке,buvęs
733,alt[Lebewesen]::A,ҡарт,pagyvenęs
734,jung::A,йәш,jaunas
735,arm::A,фәҡир,neturtingas
736,reich::A,бай,turtingas
737,bekannt::A,таныш,žinomas
738,bekannt::A,таныш,pažįstamas
739,berühmt::A,атаҡлы,žymus
740,berühmt::A,атаҡлы,garsus
741,berühmt::A,данлыҡлы,žymus
742,berühmt::A,данлыҡлы,garsus
743,fremd::A,ят,svetimas
744,fremd::A,сит,svetimas
