,Concept_ID,ba,lt
1424,begreifen::V,аңлау,suvokti
1425,verstehen::V,аңлау,suprasti
1426,lernen::V,өйрәнеү,mokytis
1427,wissen::V,белеү,žinoti
1428,sich erinnern an::V,хәтергә алыу,prisiminti
1429,vergessen::V,онотоу,užmiršti
1430,messen::V,үлсәү,matuoti
1431,zählen::V,һанау,skaičiuoti
1432,rechnen::V,һанау,skaičiuoti
1433,lesen::V,уҡыу,skaityti
1434,malen::V,һүрәт яһау,tapyti
1435,malen::V,рәсем төшөрөү,tapyti
1436,zeichnen::V,һүрәт яһау,piešti
1437,zeichnen::V,һүрәт яһау,žymėti
1438,zeichnen::V,һүрәт яһау,braižyti
1439,zeichnen::V,рәсем төшөрөү,piešti
1440,zeichnen::V,рәсем төшөрөү,žymėti
1441,zeichnen::V,рәсем төшөрөү,braižyti
1442,schreiben::V,яҙыу,rašyti
1443,besitzen::V,биләү,turėti
1444,kaufen::V,һатып алыу,pirkti
1445,verkaufen::V,һатыу,parduoti
1446,bezahlen::V,түләү,apmokėti
1447,zahlen::V,түләү,mokėti
1448,beherrschen::V,биләү,valdyti
1449,ertragen::V,түҙеү,kę̃sti
1450,ertragen::V,түҙеү,pakelti
1451,ertragen::V,түҙеү,iškę̃sti
