,Concept_ID,cy,ce
68,Staub::N,llwch,чан
69,Rauch::N,mwg,кӏур
70,Funke::N,gwreichioni,суй
71,Feuer::N,tân,цӏе
72,Licht::N,golau,серло
73,Schatten::N,cysgod,ӏиндагӏ
74,Wetter::N,tywydd,хенан хӏоттам
75,Nebel::N,niwl,дохк
76,Wolke::N,cwmwl,марха
77,Regen::N,glaw,догӏа
78,Schnee::N,ôd,ло
79,Schnee::N,eira,ло
80,Eis::N,iâ,ша
81,Frost::N,rhew,шело
82,Kälte::N,oerni,шело
83,Kälte::N,annwyd,шело
84,Hitze::N,gwres,йовхо
85,Raureif::N,barrug,йис
86,Regenbogen::N,enfys,стелаӏад
87,Donner::N,tyrfau,ткъес
88,Strömung::N,cerrynt,дӏаэхар
89,Strömung::N,cerrynt,дӏасалелар
90,Tropfen::N,dafn,тӏадам
91,Tropfen::N,diferyn,тӏадам
92,Schaum::N,ewyn,чопа
93,Schmutz::N,baw,хатт
94,Schmutz::N,budreddi,хатт
95,See::N,llyn,ӏам
96,Sumpf::N,cors,уьшал
97,Moor::N,rhos,уьшал
98,Wiese::N,dôl,бай
99,Wald::N,coedwig,хьун
100,Hügel::N,bryn,гу
101,Hügel::N,bryn,шу
102,Hügel::N,bryn,барз
103,Anhöhe::N,bryn,акъари
104,Berg::N,mynydd,лам
105,Gipfel::N,copa,бохь
106,Höhle::N,ogof,хьех
107,Abhang::N,llethr,басе
108,Quelle::N,tarddiad,шовда
109,Quelle::N,ffynhonnell,шовда
110,Bach::N,nant,татол
111,Bach::N,afonig,татол
112,Bach::N,cornant,татол
113,Fluss::N,afon,хи
114,Ufer::N,glan,хийист
115,Küste::N,traeth,йист
116,Küste::N,arfordir,йист
117,Festland::N,tir,латта
118,Meer::N,môr,xӏорд
119,Bucht::N,bae,чож
120,Insel::N,ynys,гӏайре
121,Blume::N,blodyn,зезаг
122,Gras::N,glaswellt,буц
123,Wurzel::N,gwreiddyn,орам
124,Baum::N,coeden,дитт
125,Stamm::N,colfen,гӏад
126,Stamm::N,colfen,тайпа
127,Stamm::N,boncyff,гӏад
128,Stamm::N,boncyff,тайпа
129,Rinde::N,rhisgl,кевстиг
130,Ast::N,cangen,га
131,Zweig::N,cainc,га
132,Zweig::N,cangen,га
133,Blatt::N,deilen,гӏа
134,Birke::N,bedwen,дакх
135,Kiefer[Baum]::N,pinwydden,бага
136,Weide[Baum]::N,helygen,дак
137,Tanne::N,ffynidwydden,база
138,Horn::N,corn,маӏа
139,Feder::N,plufyn,пелаг
140,Fell::N,ffwr,цӏока
141,Flügel::N,adain,тӏам
142,Klaue::N,crafanc,мӏара
143,Kralle::N,ewin,тlод
144,Schwanz::N,cwt,цӏога
145,Schwanz::N,cynffon,цӏога
146,Ei::N,wy,xӏoa
147,Nest::N,nyth,бен
148,Bau::N,ffau,lуьрг
149,Tier::N,anifail,дийнат
150,Herde::N,praidd,жа
151,Herde::N,diadell,жа
152,Kuh::N,buwch,етт
153,Bulle::N,tarw,сту
154,Pferd::N,ceffyl,говр
155,Schaf::N,dafad,жий
156,Schaf::N,dafad,уьстагӏ
157,Schwein::N,mochyn,хьакха
158,Hund::N,ci,жӏаьла
159,Katze::N,cath,цициг
160,Bär::N,arth,ча
161,Eichhörnchen::N,gwiwer,тарсал
162,Elch::N,elc,сай
163,Fuchs::N,cadno,цхьогал
164,Hase::N,ysgyfarnog,пхьагал
165,Maus::N,llygoden,дахка
166,Wolf::N,blaidd,борз
167,Vogel::N,aderyn,олхазар
168,Schwarm::N,haid,
169,Huhn::N,cyw,котам
170,Hahn::N,ceiliog,нӏаьна
171,Hahn::N,ceiliog,боргӏал
172,Gans::N,gŵydd,гӏаз
173,Adler::N,eryr,aьрзу
174,Ente::N,hwyad,бад
175,Eule::N,tylluan,бухӏа
176,Kranich::N,garan,гӏаргӏули
177,Kranich::N,crychydd,гӏаргӏули
178,Krähe::N,brân,къиг
179,Kuckuck::N,cog,aттйокх
180,Kuckuck::N,cwcw,aттйокх
181,Schwan::N,alarch,гӏургӏаз
182,Fisch::N,pysgod,чӏара
183,Barsch::N,draenog,окунь
184,Hecht::N,penhwyad,гӏазкхийн чӏара
185,Schlange[Tier]::N,neidr,лаьхьа
186,Wurm::N,abwydyn,нӏаьна
187,Wurm::N,pryf genwair,нӏаьна
188,Spinne::N,cor,гезг
189,Spinne::N,pryf copyn,гезг
190,Ameise::N,morgrugyn,зингат
191,Laus::N,lleuen,меза
192,Laus::N,lleuen,гӏениг
193,Mücke::N,gwybedyn,чуьрк
194,Fliege::N,cleren,моза
195,Schmetterling::N,glöyn byw,полла
196,Schmetterling::N,iâr fach yr haf,полла
197,Beere::N,aeronen,цӏазам
198,Apfel::N,afal,ӏаж
199,Pilz::N,madarch,жӏаьлин нускал
200,Zwiebel::N,nionyn,xох
201,Zwiebel::N,winwnsyn,xох
202,Saat::N,had,чlу
203,Korn::N,grawn,буьртиг
204,Heu::N,gwair,йол
205,Schale::N,croen,пардо
206,Schale::N,plisgyn,пардо
207,Grube::N,pwll,ор
208,Grube::N,pydew,ор
209,Falle::N,magl,кӏело
210,Schlinge::N,cwlwm rhedeg,
211,Spur::N,ôl,лар
212,Asche::N,lludw,чим
213,Dreck::N,baw,мода
214,Dreck::N,budreddi,мода
215,Eisen::N,haearn,эчиг
216,Gold::N,aur,деши
217,Silber::N,arian,дети
218,Kohle::N,glo,кӏора
219,Glas::N,gwydr,aнгали
220,Lehm::N,clai,поппар
221,Sand::N,tywod,гӏум
222,Mensch::N,dyn,адам
223,Mann::N,dyn,майра
224,Frau::N,merch,зуда
225,Frau::N,gwraig,зуда
226,Kind::N,plentyn,бер
227,Junge::N,hogyn,жимха
228,Junge::N,bachgen,жимха
229,Mädchen::N,merch,жима йоӏ
230,Mädchen::N,geneth,жима йоӏ
231,Familie::N,teulu,доьзал
232,Familie::N,tylwyth,доьзал
233,Großvater::N,taid,ненада
234,Großvater::N,tad-cu,ненада
235,Großmutter::N,nain,денана
236,Großmutter::N,mam-gu,денана
237,Eltern::N,rhieni,да-нана
238,Vater::N,tad,да
239,Mutter::N,mam,нана
240,Sohn::N,mab,кӏант
241,Tochter::N,merch,йоӏ
242,Bruder::N,brawd,ваша
243,Schwester::N,chwaer,йиша
244,Onkel::N,ewythr,деваша
245,Tante::N,modryb,дейиша
246,Ehemann::N,gŵr,майра
247,Ehefrau::N,gwraig,зуда
248,Freude::N,gorfoledd,самукъа
249,Freude::N,gorfoledd,хазахетар
250,Gelächter::N,chwerthin,белам
251,Glück::N,hapusrwydd,ирс
252,Kummer::N,galar,бала
253,Wunsch::N,dymuniad,лаам
254,Lust::N,chwant,лаам
255,Geist::N,ysbryd,са
256,Gedanke::N,meddwl,ойла
257,Gedächtnis::N,cof,диццадалар
258,Verstand::N,meddwl,хьекъал
259,Sinn::N,ystyr,маьӏна
260,Grund::N,achos,бахьана
261,Grund::N,rheswm,бахьана
262,Wahrheit::N,gwir,бакъдерг
263,Wahrheit::N,gwirionedd,бакъдерг
264,Gespräch::N,sgwrs,къамел
265,Märchen::N,chwedl werin,туьйра
266,Erzählung::N,stori,дийцар
267,Nachricht::N,neges,хаам
268,Neuigkeit::N,newydd,керланиг
269,Name::N,enw,цӏе
270,Rätsel::N,pos,хӏетал-метал
271,Rede::N,araith,къамел
272,Sprache::N,iaith,мотт
273,Stimme::N,llais,aз
274,Wort::N,gair,дош
275,Zeichen::N,arwydd,билгало
276,Ruf::N,galwad,кхайкхар
277,Lärm::N,trwst,гӏовгӏа
278,Laut::N,sain,аз
279,Ton::N,tôn,aз
280,Lied::N,cân,илли
281,Ruhe::N,tawelwch,тийналла
282,Leute::N,pobl,нах
283,Volk::N,pobl,халкъ
284,Arbeit::N,gwaith,болх
285,Gast::N,gwestai,хьаша
286,Geschenk::N,rhodd,совгӏат
287,Geschenk::N,anrheg,совгӏат
288,Spiel::N,chwarae,ловзар
289,Gesellschaft::N,cwmni,юкъаралла
290,Hilfe::N,cymorth,гӏо
291,Freund::N,cyfaill,доттагl
292,Kamerad::N,cydymaith,накъост
293,Angelegenheit::N,pwnc,гӏуллакх
294,Anzahl::N,cyfrif,терахь
295,Art::N,bath,
296,Stück::N,darn,юьхк
297,Teil::N,rhan,дакъа
298,Hälfte::N,hanner,ах
299,Kreis::N,cylch,го
300,Kreuz::N,croes,жӏара
301,Linie::N,llinell,сиз
302,Strich::N,strôc,сиз
303,Strich::N,trawiad,сиз
304,Abstand::N,bwlch,юкъ
305,Abstand::N,pellter,юкъ
306,Entfernung::N,pellter,
307,Gegend::N,cylch,мeттиг
308,Platz::N,lle,майда
309,Ort::N,lle,меттиг
310,Seite::N,ochr,aгӏo
311,Mitte::N,canol,юкъ
312,Gegenstand::N,eitem,хӏума
313,Sache::N,peth,хӏума
314,Rand::N,cwr,йист
315,Rand::N,ymyl,йист
316,Kante::N,min,йист
317,Kante::N,ymyl,йист
318,Ecke::N,cornel,са
319,Spitze::N,blaen,ралла
320,Ende::N,pen,юьхьиг
321,Loch::N,twll,ӏуьрг
322,Winkel::N,congl,са
323,Muster::N,patrwm,дагар
324,Muster::N,patrwm,тӏамар
325,Größe::N,maint,барам
326,Größe::N,maintioli,барам
327,Länge::N,hyd,йохалла
328,Höhe::N,uchder,локхалла
329,Gewicht::N,pwysau,йозалла
330,Menge::N,swm,дукхалла
331,Menge::N,maint,дукхалла
332,Haufen::N,pentwr,сал
333,Haufen::N,pentwr,оьла
334,Reihe::N,rhes,рагӏ
335,Reihe::N,rhes,могӏа
336,Boot::N,cwch,кема
337,Ruder::N,rhwyf,пийсиг
338,Schlitten::N,sled,салаз
339,Schlitten::N,car llusg,салаз
340,Ski::N,sgi,когсалаз
341,Lagerfeuer::N,coelcerth,цӏе
342,Last::N,llwyth,дукъ
343,Gang::N,tro,лелар
344,Schritt::N,cam,гӏулч
345,Norden::N,gogledd,къилбаседе
346,Süden::N,de,къилбе
347,Westen::N,gorllewin,малхбузе
348,Osten::N,dwyrain,малхбале
349,Holz::N,pren,дечиг
350,Brett::N,bwrdd,у
351,Brett::N,astell,у
352,Platte::N,llech,у
353,Stütze::N,ateg,гӏopтоp
354,Stütze::N,cynhalydd,гӏopтоp
355,Stange::N,polyn,гӏуркх
356,Stock::N,ffon,ӏаса
357,Stock::N,brigyn,ӏаса
358,Stab::N,ffon,гӏаж
359,Rohr::N,pibell,биргӏа
360,Haus::N,tŷ,цӏа
361,Heim::N,cartref,кхерч
362,Ofen::N,stof,кхерч
363,Fußboden::N,llawr,цӏенкъа
364,Tisch::N,bwrdd,шун
365,Stuhl::N,cadair,гӏант
366,Wiege::N,crud,ага
367,Bett::N,gwely,маьнга
368,Regal::N,silff,терхи
369,Kiste::N,bocs,яьшка
370,Kiste::N,blwch,яьшка
371,Fenster::N,ffenestr,кор
372,Tür::N,drws,неӏ
373,Tor::N,porth,ков
374,Zaun::N,ffens,керт
375,Dach::N,to,тхов
376,Leiter::N,ysgol,лами
377,Besen::N,ysgub,нуй
378,Spaten::N,rhaw,бел
379,Schaufel::N,rhaw,аьшкал
380,Gabel::N,fforc,мӏара
381,Löffel::N,llwy,ӏайг
382,Messer::N,cyllell,урс
383,Nagel::N,hoel,хьостам
384,Netz::N,gwe,бой
385,Netz::N,rhwyd,бой
386,Haken::N,bach,мӏара
387,Griff::N,carn,
388,Schloss::N,clo,чӏега
389,Bild::N,llun,сурт
390,Bild::N,pictiwr,сурт
391,Figur::N,ffigur,
392,Puppe::N,dol,тайниг
393,Beutel::N,cwd,гали
394,Bündel::N,bwndel,кочар
395,Bündel::N,coflaid,кочар
396,Tasche::N,cod,тӏоьрмиг
397,Eimer::N,bwced,чийлик
398,Eimer::N,cunnog,чийлик
399,Deckel::N,caead,негӏар
400,Geschirr::N,llestri,пхьегӏа
401,Sack::N,sach,гали
402,Tasse::N,cwpan,кад
403,Topf::N,pot,яй
404,Topf::N,crochan,яй
405,Kessel::N,tegell,яй
406,Essen::N,pryd o fwyd,юург
407,Nahrung::N,bwyd,кхача
408,Speise::N,saig,юург
409,Fleisch::N,cig,жижиг
410,Getreide::N,ŷd,буьртиг
411,Getreide::N,llafur,буьртиг
412,Brei::N,uwd,xудар
413,Brot::N,bara,бепиг
414,Brot::N,bara,кхаллар
415,Scheibe::N,tafell,цастар
416,Fett::N,saim,мохь
417,Fett::N,braster,мохь
418,Butter::N,ymenyn,налха
419,Öl::N,olew,даьтта
420,Salz::N,halen,туьха
421,Suppe::N,cawl,чорпа
422,Honig::N,mêl,моз
423,Milch::N,llaeth,шура
424,Milch::N,llefrith,шура
425,Tee::N,te,чай
426,Leder::N,lledr,цӏока
427,Wolle::N,gwlân,тӏapгӏa
428,Stoff::N,lliain,кӏади
429,Stoff::N,brethyn,кӏади
430,Nadel::N,nodwydd,маха
431,Faden::N,edau,тай
432,Faden::N,edefyn,тай
433,Knopf::N,botwm,нуьйда
434,Knoten::N,cwlwm,шад
435,Farbe::N,paent,сир
436,Farbe::N,paent,басар
437,Kleidung::N,dillad,бедар
438,Kleidung::N,gwisgoedd,бедар
439,Hemd::N,crys,коч
440,Kragen::N,coler,кач
441,Ärmel::N,llawes,пхьош
442,Hose::N,trowsus,хеча
443,Gürtel::N,gwregys,доьхка
444,Mütze::N,cap,куй
445,Schuh::N,esgid,мача
446,Stiefel::N,botasen,этка
447,Ring::N,modrwy,чӏуг
448,Band::N,rhuban,лента
449,Kamm::N,crib,ехк
450,Spiegel::N,drych,куьзга
451,Riemen::N,strap,доьхка
452,Schnur::N,llinyn,муш
453,Leine::N,tennyn,кочатосу доьхка
454,Decke::N,blanced,юргӏа
455,Decke::N,gwrthban,юргӏа
456,Kissen::N,clustog,гIайба
457,Kissen::N,gobennydd,гIайба
458,Tuch::N,sgarff,исхар
459,Handtuch::N,tywel,гата
460,Handtuch::N,lliain sychu,гата
461,Kraft::N,grym,гӏора
462,Stärke::N,nerth,гӏап
463,Stärke::N,cryfder,гӏап
464,Gesundheit::N,iechyd,могашалла
465,Krankheit::N,afiechyd,цамгар
466,Krankheit::N,anhwylder,цамгар
467,Schmerz::N,poen,лазар
468,Schmerz::N,gwayw,лазар
469,Wunde::N,clwyf,чов
470,Fieber::N,twymyn,xорша
471,Arznei::N,meddyginiaeth,молха
472,Brücke::N,pont,тӏай
473,Brunnen::N,ffynnon,гӏу
474,Weide::N,porfa,дак
475,Pfad::N,llwybr,тача
476,Weg::N,ffordd,некъ
477,Straße::N,heol,урам
478,Straße::N,ffordd,урам
479,Dorf::N,pentref,юрт
480,Stadt::N,tref,гӏала
481,Brief::N,llythyr,кехат
482,Buch::N,llyfr,жайна
483,Buchstabe::N,llythyren,элп
484,Zeitung::N,papur newydd,газет
485,Leben::N,bywyd,дахар
486,Tod::N,marwolaeth,далар
487,Tod::N,marwolaeth,ӏожалла
488,Grab::N,bedd,каш
489,Kirche::N,eglwys,килс
490,Sünde::N,pechod,къа
491,Gott::N,duw,дела
492,Arbeiter::N,gweithiwr,белхало
493,Chef::N,pennaeth,хьаькам
494,Meister::N,meistr,говзанча
495,Arzt::N,meddyg,лор
496,Lehrer::N,athro,хьехархо
497,Geld::N,pres,aхча
498,Geld::N,arian,aхча
499,Geschäft::N,busnes,туька
500,Laden::N,siop,туька
501,Preis::N,pris,мах
502,Ware::N,nwydd,хlума
503,Nutzen::N,elw,пайда
504,Nutzen::N,budd,пайда
505,Reichtum::N,cyfoeth,хьал
506,Welt::N,byd,дуьне
507,Land::N,gwlad,мохк
508,Staat::N,gwladwriaeth,пачхьалкх
509,König::N,brenin,паччахь
510,Macht::N,grym,ӏедал
511,Macht::N,awdurdod,ӏедал
512,Grenze::N,ffin,доза
513,Grenze::N,goror,доза
514,Krieg::N,rhyfel,тӏом
515,Feind::N,gelyn,мостагӏ
516,Gewalt::N,ffyrnigrwydd,гӏело
517,Kampf::N,brwydr,къийсам
518,Bogen[Waffe]::N,bwa,
519,Pfeil::N,saeth,пха
520,Gewehr::N,dryll,топ
521,Fehler::N,gwall,гӏалат
522,Fehler::N,camgymeriad,гӏалат
523,Lüge::N,celwydd,аьшпаш
524,Lüge::N,anwiredd,аьшпаш
525,Schaden::N,niwed,зен
526,Schaden::N,difrod,зен
527,Unglück::N,anffawd,бала
528,Schuld::N,bai,бехк
529,Alter::N,oed,хан
530,Schluss::N,diwedd,чакхе
531,Zeit::N,amser,хан
532,Tag::N,dydd,де
533,Tag::N,diwrnod,де
534,Morgen::N,bore,ӏуьйре
535,Mittag::N,nawn,делкъе
536,Abend::N,noswaith,суьйре
537,Nacht::N,nos,буьйса
538,Woche::N,wythnos,кӏира
539,Monat::N,mis,бутт
540,Jahr::N,blwyddyn,шо
541,Frühling::N,gwanwyn,бӏаьсте
542,Sommer::N,haf,аьхке
543,Herbst::N,hydref,гуьйре
544,Winter::N,gaeaf,ӏа
545,Januar::N,Ionawr,январь
546,Februar::N,Chwefror,февраль
547,März::N,Mawrth,март
548,April::N,Ebrill,апрель
549,Mai::N,Mai,май
550,Juni::N,Mehefin,июнь
551,Juli::N,Gorffennaf,июль
552,August::N,Awst,август
553,September::N,Medi,сентябрь
554,Oktober::N,Hydref,октябрь
555,November::N,Tachwedd,ноябрь
556,Dezember::N,Rhagfyr,декабрь
557,Montag::N,dydd Llun,оршот
558,Dienstag::N,dydd Mawrth,шинара
559,Mittwoch::N,dydd Mercher,кхаара
560,Donnerstag::N,dydd Iau,еара
561,Freitag::N,dydd Gwener,пӏераска
562,Samstag::N,dydd Sadwrn,шот
563,Sonntag::N,dydd Sul,кӏиранде
564,groß::A,mawr,доккха
565,klein::A,bach,кегий
566,lang::A,hir,еха
567,kurz::A,byr,доца
568,kurz::A,cwta,доца
569,breit::A,llydan,шуьйра
570,schmal::A,cul,готта
571,dicht::A,dwys,луьста
572,dick[Gegenstand]::A,trwchus,стомма
573,dünn::A,tenau,дуткъа
574,fein::A,main,ховха
575,fest::A,cadarn,чӏогӏа
576,flach::A,gwastad,чӏапа
577,glatt::A,llyfn,шера
578,hart::A,caled,чӏогӏa
579,weich::A,meddal,кӏеда
580,rund::A,crwn,горга
581,spitz::A,pigfain,ира
582,scharf::A,miniog,ира
583,stumpf::A,pŵl,аьртa
584,schwer::A,trwm,деза
585,schön::A,teg,хаза
586,schön::A,hardd,хаза
587,schön::A,prydferth,хаза
588,heiß::A,poeth,довха
589,warm::A,twym,довха
590,warm::A,cynnes,довха
591,kalt::A,oer,шийла
592,kühl::A,oeraidd,шийла
593,frisch::A,iach,керла
594,feucht::A,llaith,тӏуьна
595,nass::A,gwlyb,тӏеда
596,trocken::A,sych,eкъа
597,voll::A,llawn,дуьзна
598,leer::A,gwag,яьсса
599,offen::A,agored,диллина
600,geschlossen::A,caead,дӏакъевлина
601,geschlossen::A,caead,дӏачӏагӏдина
602,geschlossen::A,caeëdig,дӏакъевлина
603,geschlossen::A,caeëdig,дӏачӏагӏдина
604,sauber::A,glân,цӏена
605,schmutzig::A,budr,боьха
606,schmutzig::A,brwnt,боьха
607,roh::A,amrwd,буьйда
608,reif::A,aeddfed,хилла
609,lecker::A,blasus,чоме
610,lecker::A,danteithiol,чоме
611,süß::A,melys,мерза
612,bitter::A,chwerw,къаьхьа
613,sauer::A,sur,муьста
614,hell::A,disglair,сирла
615,dunkel::A,tywyll,бодане
616,schwarz::A,du,ӏаьржа
617,weiß::A,gwyn,кӏайн
618,rot::A,coch,цӏен
619,gelb::A,melyn,можа
620,blau::A,glas,сийна
621,grün::A,gwyrdd,баьццара
622,grau::A,llwyd,cира
623,grau::A,llwyd,мокха
624,bunt::A,lliwgar,къорза
625,billig::A,rhad,дораха
626,teuer::A,drud,деза
627,wertvoll::A,gwerthfawr,мехала
628,blind::A,dall,бӏаьрзе
629,taub::A,byddar,къора
630,kräftig::A,nerthol,нуьцкъала
631,kräftig::A,grymus,нуьцкъала
632,stark::A,cryf,зоьртала
633,stark::A,cryf,нуьцкъала
634,stark::A,cadarn,зоьртала
635,stark::A,cadarn,нуьцкъала
636,schwach::A,gwan,гӏорасиза
637,fett::A,tew,дерстана
638,schlank::A,main,куц долу
639,hübsch::A,tlws,хаза
640,böse::A,drwg,вон
641,dumm::A,twp,сонта
642,faul::A,diog,мало ен
643,fleißig::A,dyfal,тӏера
644,geizig::A,crintach,пис
645,geizig::A,crintach,сутара
646,geizig::A,cybyddlyd,пис
647,geizig::A,cybyddlyd,сутара
648,klug::A,deallus,хьекъале
649,geschickt::A,medrus,тӏахъаьлла
650,geschickt::A,deheuig,тӏахъаьлла
651,lieb::A,hoff,хьоме
652,lieb::A,annwyl,хьоме
653,lustig::A,llon,самукъане
654,sanft::A,mwyn,кlеда
655,hungrig::A,newynog,меца
656,krank::A,sâl,цомгуш долу
657,krank::A,gwael,цомгуш долу
658,nackt::A,noeth,дерзана
659,traurig::A,trist,самукъане воцу
660,lebendig::A,yn fyw,дийна
661,gut::A,da,дика
662,schlecht::A,drwg,вон
663,schlecht::A,gwael,вон
664,richtig::A,cywir,нийса
665,schlimm::A,enbyd,вон
666,wahr::A,gwir,бакъдолу
667,alt::A,hen,къена
668,neu::A,newydd,керла
669,ehemalig::A,blaenorol,хилла
670,alt[Lebewesen]::A,oedrannus,къена
671,jung::A,ifanc,къона
672,arm::A,tlawd,къен
673,reich::A,cyfoethog,хьоле
674,bekannt::A,cynefin,девзаш долу
675,bekannt::A,cyfarwydd,девзаш долу
676,berühmt::A,enwog,цӏеяхана
677,fremd::A,estron,нехан
678,verschieden::A,gwahanol,тайп-тайпанара
679,nah::A,agos,гергара
680,fern::A,pell,гена
681,fern::A,pell,генара
682,linker::A,aswy,аьрру
683,linker::A,chwith,аьрру
684,rechter::A,de,аьтту
685,rechter::A,deau,аьтту
686,anderer::A,arall,кхин
687,erster::A,cyntaf,хьалхара
688,zweiter::A,ail,шолгIа
689,dritter::A,trydydd,кхоалгӏа
690,letzter::A,olaf,тӏаьххьара
691,allein::ADV,unig,цхьаъ
692,allein::ADV,ar ei ben ei hun,цхьаъ
693,auf einmal::ADV,ar yr un pryd,цу сохьтта
694,zusammen::ADV,ynghyd,цхьана
695,zusammen::ADV,gyda'i gilydd,цхьана
696,lange::ADV,amser hir,дукха
697,plötzlich::ADV,yn sydyn,цIеххьана
698,sofort::ADV,ar unwaith,цу сохьтта
699,später::ADV,yn ddiweddarach,тӏаьхьо
700,jetzt::ADV,yn awr,хӏинца
701,heute::ADV,heddiw,тахана
702,morgen::ADV,yfory,кхана
703,bald::ADV,yn fuan,кеста
704,bald::ADV,gyda hyn,кеста
705,dann::ADV,yna,тӏаккха
706,dann::ADV,y pryd hwnnw,тӏаккха
707,gestern::ADV,ddoe,селхана
708,einst::ADV,gynt,цкъа
709,damals::ADV,ar y pryd,хӏетахьь
710,damals::ADV,bryd hynny,хӏетахьь
711,danach::ADV,wedyn,тӏаккха
712,vorher::ADV,o'r blaen,хьалхa
713,zuerst::ADV,yn gyntaf,хьалха
714,einmal::ADV,unwaith,цкъа
715,manchmal::ADV,weithiau,цкъаццкъа
716,manchmal::ADV,ar brydiau,цкъаццкъа
717,oft::ADV,yn aml,кест-кеста
718,oft::ADV,yn fynych,кест-кеста
719,immer::ADV,bob amser,даим
720,niemals::ADV,ni ... byth,цкъа а
721,niemals::ADV,ni ... erioed,цкъа а
722,hier::ADV,yma,кхузахь
723,hierhin::ADV,hyd yma,кхуза
724,von hier::ADV,oddi yma,кхузара
725,dort::ADV,acw,цигахь
726,dorthin::ADV,tuag yno,цига
727,geradeaus::ADV,syth ymlaen,нийса дӏа
728,vorwärts::ADV,ymlaen,хьалха
729,rückwärts::ADV,yn ôl,юха
730,zurück::ADV,yn ôl,юха
731,unten::ADV,isod,лахахь
732,unten::ADV,oddi tanodd,лахахь
733,hinab::ADV,i lawr,охьа
734,hinab::ADV,i waered,охьа
735,oben::ADV,fry,лакхахь
736,hinauf::ADV,i fyny,хьала
737,hinauf::ADV,i'r lan,хьала
738,überall::ADV,ym mhobman,массанхьа
739,nicht::ADV,ni,ца
740,nicht::ADV,nid,ца
741,ein wenig::ADV,tipyn,кӏеззиг
742,ein wenig::ADV,ychydig,кӏеззиг
743,kaum::ADV,prin,халла
744,sehr::ADV,iawn,вуно
745,so::ADV,fel,
746,so::ADV,felly,
747,noch::ADV,eto,кхин
748,nur::ADV,yn unig,бен ...ца
749,schon::ADV,eisoes,хӏинцале
750,schon::ADV,yn barod,хӏинцале
751,wieder::ADV,drachefn,юха а
752,vergebens::ADV,yn ofer,эрна
753,vor::PRP,o flaen,хьалха
754,hinter::PRP,ar ôl,тӏехьа
755,unter::PRP,islaw,кIелахь
756,durch::PRP,trwy,чекх
757,neben::PRP,ar bwys,юххе
758,zwischen::PRP,rhwng,юккъехь
759,zwischen::PRP,cydrhwng,юккъехь
760,wegen::PRP,o achos,дуьхьа
761,wegen::PRP,oherwydd,дуьхьа
762,dies::PRN,hyn,и
763,dies::PRN,hyn,иза
764,das::PRN,hynny,и
765,das::PRN,hynny,иза
766,alles::PRN,popeth,дерриг
767,ich::PRN,fi,cо
768,du::PRN,ti,хьо
769,er::PRN,fe,и
770,er::PRN,fe,иза
771,wir::PRN,ni,тхо
772,wir::PRN,ni,вай
773,ihr::PRN,chi,шу
774,sie::PRN,hwy,уьш
775,was::FPRN,pa beth,хӏун
776,wer::FPRN,pwy,мила
777,wo::FADV,ble,мичaхь
