,Concept_ID,en,sah
65,Sonne::N,sun,күн
66,Mond::N,moon,ый
67,Stern::N,star,сулус
68,Luft::N,air,салгын
69,Wind::N,wind,тыал
70,Welle::N,wave,долгун
71,Welle::N,wave,балхаан
72,Wasser::N,water,уу
73,Stein::N,stone,таас
74,Boden::N,soil,сир
75,Boden::N,ground,сир
76,Erde::N,earth,буор
77,Staub::N,dust,быыл
78,Rauch::N,smoke,буруо
79,Funke::N,spark,кыым
80,Feuer::N,fire,уот
81,Licht::N,light,уот
82,Schatten::N,shadow,күлүк
83,Wetter::N,weather,күн-дьыл
84,Nebel::N,fog,туман
85,Wolke::N,cloud,былыт
86,Regen::N,rain,самыыр
87,Schnee::N,snow,хаар
88,Eis::N,ice,муус
89,Frost::N,frost,тымныы
90,Kälte::N,chill,тымныы
91,Hitze::N,heat,куйаас
92,Raureif::N,hoarfrost,кырыа
93,Regenbogen::N,rainbow,кустук
94,Donner::N,thunder,этиҥ
95,Strömung::N,current,сүүрүк
96,Tropfen::N,drop,таммах
97,Tropfen::N,drop,хааппыла
98,Schaum::N,foam,күүгэн
99,Schmutz::N,dirt,кир
100,See::N,lake,күөл
101,Sumpf::N,swamp,бадараан
102,Moor::N,moor,дьэбэрэ
103,Wiese::N,meadow,ходуһа
104,Wald::N,forest,ойуур
105,Hügel::N,hill,булгунньах
106,Anhöhe::N,elevation,үрдэл
107,Berg::N,mountain,хайа
108,Gipfel::N,summit,чыпчаал
109,Höhle::N,cave,хайа_хаспаҕа
110,Höhle::N,cave,көҥүс
111,Abhang::N,slope,эниэ
112,Quelle::N,source,дьүүктэ
113,Bach::N,brook,үрүйэ
114,Fluss::N,river,өрүс
115,Ufer::N,shore,биэрэк
116,Küste::N,coast,кытыл
117,Festland::N,land,кураанах сир
118,Meer::N,sea,муора
119,Bucht::N,cove,хомо
120,Bucht::N,cove,бухта
121,Insel::N,island,арыы
122,Blume::N,flower,сибэкки
123,Gras::N,grass,от
124,Wurzel::N,root,силис
125,Baum::N,tree,мас
126,Stamm::N,trunk,умнас
127,Rinde::N,bark,хатырык
128,Ast::N,limb,мутук
129,Zweig::N,branch,лабаа
130,Blatt::N,leaf,сэбирдэх
131,Birke::N,birch,хатыҥ
132,Kiefer[Baum]::N,pine,бэс
133,Weide[Baum]::N,willow,үөт
134,Weide[Baum]::N,willow,талах
135,Tanne::N,fir,харыйа
136,Horn::N,horn,муос
137,Feder::N,feather,куорсун
138,Fell::N,fur,тирии
139,Flügel::N,wing,кынат
140,Klaue::N,claw,тыҥырах
141,Kralle::N,claw,баппаҕай
142,Schwanz::N,tail,кутурук
143,Ei::N,egg,сымыыт
144,Nest::N,nest,уйа
145,Bau::N,lair,хороон
146,Tier::N,animal,кыыл
147,Tier::N,animal,харамай
148,Herde::N,flock,үөр
149,Kuh::N,cow,ынах
150,Bulle::N,bull,оҕус
151,Pferd::N,horse,сылгы
152,Schaf::N,sheep,овца
153,Schwein::N,pig,сибиинньэ
154,Hund::N,dog,ыт
155,Katze::N,cat,куоска
156,Bär::N,bear,эһэ
157,Eichhörnchen::N,squirrel,тииҥ
158,Elch::N,elk,тайах
159,Fuchs::N,fox,саһыл
160,Hase::N,hare,куобах
161,Maus::N,mouse,кутуйах
162,Wolf::N,wolf,бөрө
163,Vogel::N,bird,көтөр
164,Schwarm::N,swarm,бөлөх
165,Huhn::N,chicken,куурусса
166,Hahn::N,cock,бөтүүк
167,Gans::N,goose,хаас
168,Adler::N,eagle,хотой
169,Ente::N,duck,кус
170,Eule::N,owl,мэкчиргэ
171,Kranich::N,crane,туруйа
172,Krähe::N,crow,тураах
173,Kuckuck::N,cuckoo,кэҕэ
174,Schwan::N,swan,куба
175,Fisch::N,fish,балык
176,Barsch::N,perch,алыһар
177,Hecht::N,pike,сордон
178,Schlange[Tier]::N,snake,моҕой
179,Schlange[Tier]::N,snake,эриэн үөн
180,Wurm::N,worm,үөн
181,Spinne::N,spider,ооҕуй
182,Ameise::N,ant,кымырдаҕас
183,Laus::N,louse,быт
184,Mücke::N,midge,кумаар
185,Fliege::N,fly,сахсырҕа
186,Schmetterling::N,butterfly,лыах
187,Schmetterling::N,butterfly,үрүмэччи
188,Beere::N,berry,отон
189,Apfel::N,apple,яблоко
190,Pilz::N,mushroom,тэллэй
191,Zwiebel::N,onion,луук
192,Saat::N,seed,сиэмэ
193,Korn::N,grain,сиэмэ
194,Heu::N,hay,от
195,Schale::N,husk,хах
196,Grube::N,pit,дьаама
197,Falle::N,trap,сохсо
198,Schlinge::N,noose,уктаа
199,Spur::N,track,суол
200,Asche::N,ashes,күл
201,Dreck::N,filth,бадараан
202,Eisen::N,iron,тимир
203,Gold::N,gold,көмүс
204,Gold::N,gold,кыһыл көмүс
205,Silber::N,silver,көмүс
206,Silber::N,silver,үрүҥ көмүс
207,Kohle::N,coal,чох
208,Glas::N,glass,өстүөкүлэ
209,Lehm::N,clay,туой
210,Sand::N,sand,кумах
211,Mensch::N,human,киһи
212,Mann::N,man,эр
213,Frau::N,woman,дьахтар
214,Kind::N,child,оҕо
215,Junge::N,boy,уол
216,Mädchen::N,girl,кыыс оҕо
217,Familie::N,family,кэргэн
218,Großvater::N,grandfather,эһэ
219,Großmutter::N,grandmother,эбэ
220,Eltern::N,parents,аҕа-ийэ
221,Vater::N,father,аҕа
222,Mutter::N,mother,ийэ
223,Sohn::N,son,уол
224,Tochter::N,daughter,кыыс
225,Bruder::N,brother,убай
226,Bruder::N,brother,быраат
227,Schwester::N,sister,аҕас
228,Schwester::N,sister,балыс
229,Onkel::N,uncle,таай
230,Onkel::N,uncle,абаҕа
231,Tante::N,aunt,эдьиий
232,Ehemann::N,husband,эр
233,Ehefrau::N,wife,ойох
234,Freude::N,joy,үөрүү
235,Gelächter::N,laughter,күлүү
236,Glück::N,happiness,дьол
237,Glück::N,happiness,соргу
238,Kummer::N,grief,кутурҕан
239,Wunsch::N,wish,баҕарыы
240,Lust::N,desire,баҕа
241,Geist::N,spirit,тыын
242,Gedanke::N,thought,санаа
243,Gedächtnis::N,memory,өй
244,Verstand::N,mind,өй
245,Sinn::N,meaning,суолта
246,Grund::N,reason,төрүөт
247,Wahrheit::N,truth,кырдьык
248,Gespräch::N,talk,бэсиэдэ
249,Gespräch::N,talk,кэпсэтии
250,Märchen::N,fairy tale,остуоруйа
251,Erzählung::N,story,кэпсээн
252,Nachricht::N,message,биллэриллии
253,Neuigkeit::N,news,сонун
254,Name::N,name,аат
255,Rätsel::N,puzzle,таабырын
256,Rede::N,speech,этии
257,Sprache::N,language,тыл
258,Stimme::N,voice,куолас
259,Wort::N,word,тыл
260,Zeichen::N,sign,бэлиэ
261,Ruf::N,call,ыҥырыы
262,Lärm::N,noise,айдаан
263,Laut::N,sound,тыас
264,Ton::N,tone,дорҕоон
265,Lied::N,song,ырыа
266,Ruhe::N,calm,уу чуумпу
267,Leute::N,people,дьон
268,Volk::N,nation,дьон
269,Volk::N,nation,норуот
270,Arbeit::N,work,үлэ
271,Gast::N,guest,ыалдьыт
272,Geschenk::N,gift,бэлэх
273,Spiel::N,game,оонньуу
274,Gesellschaft::N,company,общество
275,Hilfe::N,help,көмө
276,Freund::N,friend,доҕор
277,Kamerad::N,companion,атас
278,Angelegenheit::N,matter,дьыала
279,Anzahl::N,count,ахсаан
280,Art::N,sort,биис
281,Stück::N,piece,кырбас
282,Teil::N,part,ирээт
283,Hälfte::N,half,аҥар
284,Kreis::N,circle,төгүрүк
285,Kreis::N,circle,төгүрүмтэ
286,Kreuz::N,cross,кириэс
287,Linie::N,line,сурааһын
288,Strich::N,stroke,сурааһын
289,Abstand::N,gap,арыт
290,Entfernung::N,distance,ыраах
291,Gegend::N,area,сир
292,Platz::N,space,арыт
293,Ort::N,place,сир
294,Seite::N,side,өрүт
295,Seite::N,side,сирэй
296,Mitte::N,middle,орто
297,Gegenstand::N,item,предмет
298,Sache::N,thing,мал
299,Rand::N,fringe,кытыы
300,Rand::N,fringe,ойоҕос
301,Kante::N,edge,кырыы
302,Ecke::N,corner,муннук
303,Spitze::N,tip,чыпчаал
304,Ende::N,end,төбө
305,Loch::N,hole,тэһэҕэс
306,Loch::N,hole,дьөлөҕөс
307,Winkel::N,angle,муннук
308,Muster::N,pattern,оһуор
309,Größe::N,size,кээмэй
310,Länge::N,length,уста
311,Höhe::N,height,үрдүк
312,Gewicht::N,weight,ыйааһын
313,Menge::N,amount,ахсаан
314,Haufen::N,heap,чөмчөх
315,Reihe::N,row,кэккэ
316,Boot::N,boat,оҥочо
317,Ruder::N,oar,эрдии
318,Schlitten::N,sleigh,сыарҕа
319,Ski::N,ski,хайыһар
320,Lagerfeuer::N,campfire,кутаа
321,Last::N,load,ыарахан
322,Gang::N,walk,хаамыы
323,Schritt::N,step,хардыы
324,Norden::N,north,хоту
325,Süden::N,south,соҕуруу
326,Westen::N,west,арҕаа
327,Osten::N,east,илин
328,Holz::N,wood,мас
329,Brett::N,board,дуоска
330,Brett::N,board,хаптаһын
331,Platte::N,slab,билиитэ
332,Stütze::N,bracket,тулааһын
333,Stange::N,pole,ураҕас
334,Stock::N,stick,мас
335,Stock::N,stick,баалкы
336,Stab::N,staff,ураҕас
337,Rohr::N,pipe,турба
338,Haus::N,house,дьиэ
339,Heim::N,home,дьиэ
340,Ofen::N,stove,оһох
341,Fußboden::N,floor,муоста
342,Tisch::N,table,остуол
343,Stuhl::N,chair,устуул
344,Wiege::N,cradle,биһик
345,Bett::N,bed,кырабаат
346,Regal::N,shelf,долбуур
347,Kiste::N,box,дьааһык
348,Fenster::N,window,түннүк
349,Tür::N,door,аан
350,Tor::N,gate,аан
351,Zaun::N,fence,соппулуот
352,Dach::N,roof,кырыыса
353,Leiter::N,ladder,кирилиэс
354,Besen::N,broom,миинньик
355,Spaten::N,spade,күрдьэх
356,Schaufel::N,shovel,күрдьэх
357,Gabel::N,fork,биилкэ
358,Löffel::N,spoon,луоска
359,Messer::N,knife,быһах
360,Nagel::N,nail,тоһоҕо
361,Netz::N,net,илим
362,Haken::N,hook,көхө
363,Griff::N,handle,ук
364,Griff::N,handle,тутаах
365,Schloss::N,lock,күлүүс
366,Bild::N,picture,хартыына
367,Figur::N,figure,фигура
368,Puppe::N,doll,куукула
369,Beutel::N,pouch,мөһөөччук
370,Bündel::N,bundle,баайыы
371,Tasche::N,bag,суумка
372,Eimer::N,bucket,биэдэрэ
373,Deckel::N,cover,хаппах
374,Geschirr::N,dishes,иһит
375,Sack::N,sack,куул
376,Tasse::N,cup,сэлиэнэй
377,Topf::N,pot,көстүрүүҥкэ
378,Kessel::N,kettle,хочуол
379,Essen::N,meal,аһылык
380,Nahrung::N,food,ас
381,Speise::N,dish,аһылык
382,Fleisch::N,meat,эт
383,Getreide::N,corn,злактар
384,Brei::N,mush,хааһы
385,Brot::N,bread,килиэп
386,Scheibe::N,slice,куһуок
387,Fett::N,fat,сыа
388,Butter::N,butter,арыы
389,Öl::N,oil,арыы
390,Salz::N,salt,туус
391,Suppe::N,soup,мин
392,Honig::N,honey,мүөт
393,Milch::N,milk,үүт
394,Tee::N,tea,чэй
395,Leder::N,leather,тирии
396,Wolle::N,wool,түү
397,Stoff::N,cloth,таҥас
398,Nadel::N,needle,иннэ
399,Faden::N,thread,сап
400,Knopf::N,button,тимэх
401,Knoten::N,knot,түмүк
402,Farbe::N,paint,кырааска
403,Kleidung::N,clothes,таҥас
404,Hemd::N,shirt,ырбаахы
405,Kragen::N,collar,саҕа
406,Ärmel::N,sleeve,сиэх
407,Hose::N,trousers,ыстаан
408,Hose::N,trousers,бүрүүкэ
409,Gürtel::N,belt,кур
410,Mütze::N,cap,бэргэһэ
411,Schuh::N,shoe,бачыыҥка
412,Stiefel::N,boot,саппыкы
413,Ring::N,ring,биһилэх
414,Band::N,ribbon,лиэнтэ
415,Kamm::N,comb,тараах
416,Spiegel::N,mirror,сиэркилэ
417,Riemen::N,strap,кур
418,Schnur::N,string,быа
419,Leine::N,leash,тэһиин
420,Decke::N,blanket,суорҕан
421,Kissen::N,pillow,сыттык
422,Tuch::N,scarf,былаат
423,Handtuch::N,towel,соттор
424,Kraft::N,force,сыра
425,Stärke::N,strength,күүс
426,Gesundheit::N,health,доруобуйа
427,Krankheit::N,illness,ыарыы
428,Schmerz::N,pain,ыарыы
429,Wunde::N,wound,баас
430,Fieber::N,fever,түрүлгэн
431,Fieber::N,fever,лихорадка
432,Fieber::N,fever,температура
433,Arznei::N,medicine,эмп
434,Brücke::N,bridge,күргэ
435,Brunnen::N,well,холуодьас
436,Weide::N,pasture,мэччирэҥ
437,Pfad::N,path,ыллык
438,Weg::N,way,суол
439,Straße::N,road,суол
440,Dorf::N,village,дэриэбинэ
441,Stadt::N,town,куорат
442,Brief::N,letter,сурук
443,Buch::N,book,кинигэ
444,Buchstabe::N,character,буква
445,Zeitung::N,newspaper,хаһыат
446,Leben::N,life,тыын
447,Tod::N,death,өлүү
448,Grab::N,grave,иин
449,Kirche::N,church,таҥара дьиэтэ
450,Sünde::N,sin,айыы
451,Gott::N,god,тангара
452,Arbeiter::N,worker,үлэһит
453,Chef::N,boss,баһылык
454,Chef::N,boss,начальник
455,Meister::N,master,уус
456,Meister::N,master,маастар
457,Arzt::N,doctor,врач
458,Lehrer::N,teacher,учуутал
459,Geld::N,money,харчы
460,Geschäft::N,business,идэ
461,Laden::N,shop,маҕаһыын
462,Preis::N,price,сыана
463,Ware::N,ware,табаар
464,Nutzen::N,profit,туһа
465,Reichtum::N,wealth,баай
466,Welt::N,world,аан дойду
467,Land::N,country,дойду
468,Staat::N,state,государство
469,König::N,king,король
470,Macht::N,power,былаас
471,Grenze::N,border,кыраныысса
472,Krieg::N,war,сэрии
473,Feind::N,enemy,өстөөх
474,Gewalt::N,violence,күүһүлээһин
475,Kampf::N,fight,охсуһуу
476,Bogen[Waffe]::N,bow,ох
477,Pfeil::N,arrow,ох
478,Gewehr::N,gun,саа
479,Fehler::N,mistake,сыыһа
480,Lüge::N,lie,сымыйа
481,Schaden::N,damage,хоромньу
482,Unglück::N,misfortune,алдьархай
483,Schuld::N,fault,буруй
484,Alter::N,age,саас
485,Schluss::N,conclusion,тиһэх
486,Zeit::N,time,бириэмэ
487,Tag::N,day,күн
488,Morgen::N,morning,сарсыарда
489,Mittag::N,noon,күн ортото
490,Abend::N,evening,киэһэ
491,Nacht::N,night,түүн
492,Woche::N,week,нэдиэлэ
493,Monat::N,month,ый
494,Jahr::N,year,сыл
495,Jahr::N,year,дьыл
496,Frühling::N,spring,саас
497,Sommer::N,summer,сайын
498,Herbst::N,autumn,күһүн
499,Winter::N,winter,кыһын
500,Januar::N,January,тохсунньу
501,Februar::N,February,олунньу
502,März::N,March,кулун тутар
503,April::N,April,муус устар ый
504,Mai::N,May,ыам ыйа
505,Juni::N,June,бэс ыйа
506,Juli::N,July,от ыйа
507,August::N,August,атырдьах ыйа
508,September::N,September,балаҕан ыйа
509,Oktober::N,October,алтынньы
510,November::N,November,сэтинньи
511,Dezember::N,December,ахсынньы
512,Montag::N,Monday,бэнидиэнньик
513,Dienstag::N,Tuesday,оптуорунньук
514,Mittwoch::N,Wednesday,сэрэдэ
515,Donnerstag::N,Thursday,чэппиэр
516,Freitag::N,Friday,бээтинсэ
517,Samstag::N,Saturday,субуота
518,Sonntag::N,Sunday,баскыһыанньа
519,groß::A,big,бөдөҥ
520,groß::A,big,улахан
521,klein::A,little,кыр
522,lang::A,long,уһун
523,kurz::A,short,кылгас
524,breit::A,wide,кэтит
525,schmal::A,narrow,кыараҕас
526,dicht::A,dense,хойуу
527,dick[Gegenstand]::A,thick,суон
528,dick[Gegenstand]::A,thick,хойуу
529,dünn::A,thin,чараас
530,fein::A,delicate,бытархай
531,fein::A,delicate,синньигес
532,fest::A,firm,бөҕө
533,fest::A,firm,кытаанах
534,flach::A,flat,хаптаҕай
535,glatt::A,smooth,кылааккай
536,hart::A,hard,хатан
537,hart::A,hard,кытаанах
538,weich::A,soft,сымнаҕас
539,rund::A,round,төгүрүк
540,spitz::A,pointed,сытыы
541,spitz::A,pointed,уһуктаах
542,scharf::A,sharp,сытыы
543,stumpf::A,blunt,сыппах
544,schwer::A,heavy,ыарахан
545,schön::A,beautiful,кыраһыабай
546,heiß::A,hot,итии
547,warm::A,warm,ичигэс
548,kalt::A,cold,тымныы
549,kühl::A,cool,сөрүүн
550,frisch::A,fresh,ыраас
551,frisch::A,fresh,сөрүүн
552,frisch::A,fresh,тымныы
553,feucht::A,damp,сииктээх
554,nass::A,wet,инчэҕэй
555,trocken::A,dry,кураан
556,voll::A,full,толору
557,leer::A,empty,иччитэх
558,offen::A,open,аһаҕас
559,geschlossen::A,closed,бүтэй
560,sauber::A,clean,сэбэр
561,schmutzig::A,dirty,кирдээх
562,roh::A,raw,сиикэй
563,reif::A,ripe,буспут
564,reif::A,ripe,сиппит-хоппут
565,lecker::A,delicious,минньигэс
566,süß::A,sweet,минньигэс
567,bitter::A,bitter,аһыы
568,sauer::A,sour,аһыы
569,hell::A,bright,сырдык
570,dunkel::A,dark,хараҥа
571,schwarz::A,black,хара
572,weiß::A,white,үрүҥ
573,weiß::A,white,маҥан
574,rot::A,red,кыһыл
575,gelb::A,yellow,саһархай
576,blau::A,blue,күөх
577,grün::A,green,күөх
578,grün::A,green,от күөҕэ
579,grau::A,grey,сиэрэй
580,bunt::A,colourful,эриэн
581,bunt::A,colorful,эриэн
582,billig::A,cheap,чэпчэки
583,teuer::A,dear,сыаналаах
584,wertvoll::A,precious,сыаналаах
585,blind::A,blind,хараҕа суох
586,taub::A,deaf,дьүлэй
587,kräftig::A,powerful,модун
588,stark::A,strong,күүстээх
589,schwach::A,weak,мөлтөх
590,fett::A,fat,эмис
591,schlank::A,slim,дьылҕан
592,schlank::A,slim,дьыпсаҕай
593,hübsch::A,pretty,олус кэрэ
594,hübsch::A,pretty,көрүөхтэн үчүгэй
595,böse::A,evil,өһүөннээх
596,dumm::A,stupid,акаары
597,faul::A,lazy,нэс
598,fleißig::A,diligent,кыһамньылаах
599,geizig::A,stingy,иҥсэлээх
600,klug::A,clever,өйдөөх
601,geschickt::A,skilful,наһаа дьоҕурдаах
602,geschickt::A,skillful,наһаа дьоҕурдаах
603,lieb::A,dear,тапталлаах
604,lustig::A,merry,көрдөөх
605,sanft::A,gentle,намчы
606,sanft::A,gentle,сымнаҕас
607,hungrig::A,hungry,аччык
608,krank::A,sick,ыалдьар
609,nackt::A,naked,сыгынньах
610,traurig::A,sad,санаарҕабыллаах
611,lebendig::A,living,тыыннаах
612,gut::A,good,үтүө
613,gut::A,good,үчүгэй
614,schlecht::A,bad,куһаҕан
615,richtig::A,correct,сөп
616,schlimm::A,nasty,сидьиҥ
617,schlimm::A,nasty,быдьар
618,wahr::A,true,кырдьык
619,alt::A,old,былыргы
620,neu::A,new,саҥа
621,ehemalig::A,former,урукку
622,alt[Lebewesen]::A,aged,кырдьаҕас
623,jung::A,young,эдэр
624,arm::A,poor,дьадаҥы
625,reich::A,rich,баай
626,bekannt::A,familiar,билэр
627,berühmt::A,famous,аатырбыт
628,fremd::A,foreign,атын
629,verschieden::A,different,араас
630,nah::A,near,чугас
631,fern::A,far,ыраах
632,linker::A,left,хаҥас
633,rechter::A,right,уҥа
634,anderer::A,other,атын
635,erster::A,first,маҥнайгы
636,zweiter::A,second,иккис
637,dritter::A,third,үһүс
638,letzter::A,last,тиһэх
639,allein::ADV,alone,соҕотох
640,auf einmal::ADV,at once,биирдэ
641,zusammen::ADV,together,холбуу
642,lange::ADV,long,уһуннук
643,plötzlich::ADV,suddenly,эмискэ
644,sofort::ADV,instantly,тута
645,später::ADV,later,хойут
646,jetzt::ADV,now,билигин
647,heute::ADV,today,бүгүн
648,morgen::ADV,tomorrow,сарсын
649,bald::ADV,soon,өтөр
650,dann::ADV,then,кэнна
651,gestern::ADV,yesterday,бэҕэһээ
652,einst::ADV,once,биир төгүл
653,einst::ADV,once,арай биирдэ
654,damals::ADV,at that time,оччоҕо
655,danach::ADV,afterwards,аары
656,danach::ADV,afterwards,ол кэнниттэн
657,vorher::ADV,before,урут
658,zuerst::ADV,at first,маҥнай
659,einmal::ADV,once,биирдэ
660,manchmal::ADV,sometimes,арыт
661,oft::ADV,often,чаастатык
662,immer::ADV,always,мэлдьи
663,niemals::ADV,never,хаһан да
664,hier::ADV,here,маныаха
665,hierhin::ADV,hither,бэттэх
666,hierhin::ADV,to here,бэттэх
667,hierhin::ADV,here,бэттэх
668,von hier::ADV,hence,мантан
669,dort::ADV,there,онно
670,dorthin::ADV,thither,онно
671,dorthin::ADV,there,онно
672,dorthin::ADV,to there,онно
673,geradeaus::ADV,ahead,быһа
674,geradeaus::ADV,ahead,быһаччы
675,vorwärts::ADV,forward,инники
676,rückwärts::ADV,backward,төттөру
677,zurück::ADV,back,төттөрү
678,unten::ADV,below,аллара
679,hinab::ADV,down,аллара
680,oben::ADV,above,үөһэ
681,hinauf::ADV,up,өрө
682,hinauf::ADV,up,үөһэ
683,überall::ADV,everywhere,бэйдиэ
684,nicht::ADV,not,буолбатах
685,ein wenig::ADV,a little,кыратык
686,kaum::ADV,hardly,нэһиилэ
687,sehr::ADV,very,бэрт
688,sehr::ADV,very,наһаа
689,so::ADV,so,оччо
690,so::ADV,so,оннук
691,noch::ADV,still,өссө
692,nur::ADV,only,эрэ
693,nur::ADV,only,сыччах
694,schon::ADV,already,бэлиэр
695,wieder::ADV,again,эмиэ
696,vergebens::ADV,in vain,таак
697,vor::PRP,in front of,иннигэр
698,hinter::PRP,behind,кэлин
699,unter::PRP,under,-ҕа
700,unter::PRP,under,оһох түгэҕэ
701,durch::PRP,through,курдары
702,neben::PRP,next to,аттыгар
703,zwischen::PRP,between,ыккардынан
704,wegen::PRP,because of,уҥуортан
705,dies::PRN,this,ити
706,dies::PRN,this,бу
707,das::PRN,that,били
708,alles::PRN,everything,барыта
709,ich::PRN,I,мин
710,du::PRN,you,эн
711,du::PRN,thou,эн
712,er::PRN,he,кнни
713,wir::PRN,we,биһиги
714,ihr::PRN,you,эһиги
715,sie::PRN,they,кинилэр
716,was::FPRN,what,туох
717,wer::FPRN,who,ким
718,wo::FADV,where,ханна
719,wohin::FADV,where ... to,ханна
720,wohin::FADV,where to,ханна
721,wohin::FADV,where,ханна
722,wie::FADV,how,хайдах
723,warum::FADV,why,тоҕо
724,wieviel::FNUM,how much,төһө
725,eins::NUM,one,биир
726,zwei::NUM,two,икки
727,drei::NUM,three,үс
728,vier::NUM,four,түөрт
729,fünf::NUM,five,биэс
730,sechs::NUM,six,алта
731,sieben::NUM,seven,сэттэ
732,acht::NUM,eight,аҕыс
733,neun::NUM,nine,тоҕус
734,zehn::NUM,ten,уон
735,elf::NUM,eleven,уон биир
736,zwölf::NUM,twelve,уон икки
737,zwanzig::NUM,twenty,сүүрбэ
738,dreißig::NUM,thirty,отут
739,vierzig::NUM,forty,түөрт уон
740,fünfzig::NUM,fifty,биэс уон
741,sechzig::NUM,sixty,алта уон
742,siebzig::NUM,seventy,сэттэ уон
743,achtzig::NUM,eighty,аҕыс уон
744,neunzig::NUM,ninety,тоҕус уонус
745,hundert::NUM,a hundred,сүүс
746,tausend::NUM,a thousand,тыһыынча
747,und::CNJ,and,да
748,und::CNJ,and,уонна
749,und::CNJ,and,итиэннэ
750,oder::CNJ,or,эбэтэр
751,stehen::V,stand,тур
752,sitzen::V,sit,олор
753,liegen::V,lie,сыт
754,hängen::V,hang,санньылый
755,werden::V,become,буол
756,passieren::V,happen,буол
757,beginnen::V,begin,саҕалан
758,enden::V,end,бүт
759,wechseln::V,change,уларый
760,aufgehen[Sonne]::V,rise,ой
761,untergehen[Sonne]::V,set,киир
762,scheinen[Sonne]::V,shine,сырдат
763,donnern::V,thunder,эт
764,wehen::V,blow,үр
765,strömen::V,stream,кутулун
766,fließen::V,flow,сүүр
767,sich drehen::V,revolve,эргий
768,schwanken::V,sway,биэтэҥнээ
769,schwingen::V,swing,эйэҥнээ
770,fallen::V,fall,оҕут
771,brennen::V,burn,умай
772,rauchen::V,smoke,буруолаа
773,regnen::V,rain,самыырдаа
774,gefrieren::V,freeze,тоҥ
775,tauen::V,thaw,ир
776,schmelzen::V,melt,уулун
777,trocknen::V,dry,куур
778,sieden::V,boil,оргуй
779,faulen::V,rot,сытый
780,verfaulen::V,decay,сытыйан_хаал
781,reißen::V,snap,хайыт
782,reißen::V,snap,быһытталан
783,versinken::V,sink,тимир
784,versinken::V,sink,батылын
785,vergehen::V,pass,дьай
786,erscheinen::V,appear,көһүн
787,verschwinden::V,disappear,сүт
788,sinken::V,drop,намтаа
789,abnehmen::V,decrease,аччаа
790,zunehmen::V,increase,элбээ
791,steigen::V,rise,үрдээ
792,wachsen::V,grow,үүн
793,glänzen::V,shine,кылбай
794,funkeln::V,sparkle,күлүмнээ
795,funkeln::V,sparkle,күлүмүрдээ
796,lärmen::V,be noisy,тыаһаа
797,läuten::V,chime,собуоннаа
798,klingeln::V,ring,линкинээ
799,klirren::V,tinkle,айгырат
800,brausen::V,roar,сирилээ
801,rauschen::V,rustle,суугунаа
802,klingen::V,sound,доргуй
803,bellen::V,bark,үр
804,heulen::V,howl,улуй
805,blasen::V,blow,үр
806,pfeifen::V,whistle,иһиир
807,schreien::V,shout,кылан
808,schreien::V,shout,хаһыытаа
809,stöhnen::V,groan,ынчыктаа
810,zittern::V,tremble,титирээ
811,zittern::V,tremble,дьигиһий
812,leben::V,be alive,олор
813,geboren werden::V,be born,төрөө
814,atmen::V,breathe,тыын
