,Concept_ID,kv,la
161,Maus::N,шыр,mus
162,Wolf::N,кӧин,lupus
163,Vogel::N,кай,avis
164,Schwarm::N,стая,examen
165,Schwarm::N,чукӧр,examen
166,Huhn::N,курӧг,gallina
167,Hahn::N,петух,gallus
168,Hahn::N,ай курӧг,gallus
169,Gans::N,дзодзог,anser
170,Adler::N,куч,aquila
171,Adler::N,кутш,aquila
172,Ente::N,утка,anas
173,Eule::N,тупка,ulula
174,Eule::N,тупка,noctua
175,Kranich::N,тури,grus
176,Krähe::N,рака,cornix
177,Kuckuck::N,кӧк,cuculus
178,Schwan::N,юсь,olor
179,Schwan::N,юсь,cycnus
180,Fisch::N,чери,piscis
181,Barsch::N,ёкыш,perca
182,Hecht::N,сирпинь,esox
183,Schlange[Tier]::N,змей,serpens
184,Wurm::N,номыр,vermis
185,Spinne::N,черань,aranea
186,Ameise::N,кӧдзывкар,formica
187,Laus::N,ляпа той,pediculus
188,Mücke::N,ном,culex
189,Fliege::N,гут,musca
190,Schmetterling::N,бабыв,papilio
191,Beere::N,ягӧд,baca
192,Apfel::N,яблоко,malum
193,Pilz::N,тшак,fungus
194,Zwiebel::N,грез,cepa
195,Saat::N,кӧдзыс,seges
196,Korn::N,сю,granum
197,Heu::N,турун,faenum
198,Schale::N,кыш,putamen
199,Schale::N,киль,putamen
200,Grube::N,яма,fovea
201,Falle::N,нальк,pedica
202,Falle::N,кляпча,pedica
203,Schlinge::N,лӧч,laqueus
204,Spur::N,туй,vestigium
205,Asche::N,пӧим,cinis
206,Dreck::N,нять,lutum
207,Eisen::N,кӧрт,ferrum
208,Gold::N,зарни,aurum
209,Silber::N,язісь,argentum
210,Kohle::N,шом,carbo
211,Kohle::N,уголь,carbo
212,Glas::N,стекло,vitrum
213,Lehm::N,сёй,lutum
214,Sand::N,лыа,arena
215,Mensch::N,морт,homo
216,Mann::N,мужик,vir
217,Frau::N,инька,mulier
218,Kind::N,кага,puer
219,Kind::N,кага,infans
220,Junge::N,зонка,puer
221,Mädchen::N,нывкаок,puella
222,Familie::N,семья,familia
223,Großvater::N,дед,avus
224,Großmutter::N,баб,avia
225,Eltern::N,ай-мам,parentes
226,Vater::N,ай,pater
227,Mutter::N,мам,mater
228,Sohn::N,зон,filius
229,Tochter::N,ныв,filia
230,Bruder::N,вон,frater
231,Schwester::N,сой,soror
232,Onkel::N,дядь,patruus
233,Onkel::N,дядь,avunculus
234,Tante::N,айӧлӧн сой,amita
235,Tante::N,ичинь,amita
236,Ehemann::N,жӧник,maritus
237,Ehefrau::N,инь,uxor
238,Freude::N,гаж,gaudium
239,Freude::N,гаж,laetitia
240,Freude::N,радъялӧм,gaudium
241,Freude::N,радъялӧм,laetitia
242,Gelächter::N,сералӧм,risus
243,Glück::N,мичлун,felicitas
244,Kummer::N,шог,aegritudo
245,Wunsch::N,мӧдӧм,voluntas
246,Wunsch::N,мӧдӧм,desiderium
247,Wunsch::N,охотитӧм,voluntas
248,Wunsch::N,охотитӧм,desiderium
249,Lust::N,охота,libido
250,Lust::N,охота,voluptas
251,Geist::N,лов,mens
252,Geist::N,лов,animus
253,Gedanke::N,дума,sententia
254,Gedächtnis::N,тӧдвыв,memoria
255,Verstand::N,вежӧр,ratio
256,Verstand::N,вежӧр,ingenium
257,Sinn::N,ылӧс,sensus
258,Grund::N,мог,causa
259,Wahrheit::N,правда,veritas
260,Gespräch::N,сёрни,sermo
261,Märchen::N,сказка,fabula
262,Erzählung::N,висьт,fabula
263,Erzählung::N,висьт,narratio
264,Nachricht::N,юӧр,nuntius
265,Nachricht::N,висьталӧм,nuntius
266,Neuigkeit::N,новость,novitas
267,Name::N,ним,nomen
268,Rätsel::N,загадка,aenigma
269,Rede::N,сёрни,oratio
270,Sprache::N,кыв,lingua
271,Stimme::N,голос,vox
272,Wort::N,кыв,verbum
273,Wort::N,кыв,vocabulum
274,Zeichen::N,пас,signum
275,Ruf::N,чуксӧм,clamor
276,Ruf::N,чукӧстӧм,clamor
277,Lärm::N,шум,strepitus
278,Laut::N,шы,sonus
279,Ton::N,гор,sonus
280,Lied::N,сьыланкыв,carmen
281,Ruhe::N,спокой,quies
282,Leute::N,йӧз,homines
283,Volk::N,йӧз,populus
284,Volk::N,народ,populus
285,Arbeit::N,удж,labor
286,Gast::N,гӧсь,hospes
287,Gast::N,гӧсь,conviva
288,Geschenk::N,гӧснеч,munus
289,Geschenk::N,подарок,munus
290,Spiel::N,орсӧм,ludus
291,Gesellschaft::N,компания,societas
292,Hilfe::N,отсӧт,auxilium
293,Hilfe::N,отсӧт,subsidium
294,Freund::N,модз,amicus
295,Freund::N,дружок,amicus
296,Kamerad::N,тӧдса,socius
297,Angelegenheit::N,дело,res
298,Anzahl::N,лыд,numerus
299,Art::N,пӧлӧс,genus
300,Stück::N,тор,frustum
301,Stück::N,тор,fragmentum
302,Teil::N,юкӧм,pars
303,Hälfte::N,джын,dimidium
304,Kreis::N,круг,orbis
305,Kreis::N,круг,circus
306,Kreuz::N,перна,crux
307,Linie::N,визь,linea
308,Strich::N,кырӧв,lineamentum
309,Abstand::N,колас,intervallum
310,Entfernung::N,ылына,spatium
311,Gegend::N,места,loca
312,Gegend::N,места,regio
313,Platz::N,места,locus
314,Ort::N,места,locus
315,Seite::N,ладор,latus
316,Mitte::N,шӧр,medium
317,Gegenstand::N,тор,res
318,Sache::N,тор,res
319,Rand::N,дор,margo
320,Kante::N,ордлы,angulus
321,Ecke::N,пельӧс,angulus
322,Spitze::N,йыв,cacumen
323,Ende::N,йыв,caput
324,Loch::N,осьта,foramen
325,Winkel::N,пельӧс,angulus
326,Muster::N,сер,exemplum
327,Größe::N,ыжда,magnitudo
328,Länge::N,кузя,longitudo
329,Höhe::N,сувда,altitudo
330,Höhe::N,вылына,altitudo
331,Gewicht::N,сьӧкта,pondus
332,Haufen::N,куча,acervus
333,Reihe::N,лёдз,ordo
334,Boot::N,пыж,navicula
335,Ruder::N,пелыс,remus
336,Schlitten::N,додь,sclodia
337,Ski::N,лямпа,narta
338,Lagerfeuer::N,бипур,ignis
339,Last::N,тягота,onus
340,Gang::N,мунӧм,cursus
341,Schritt::N,вожмӧв,gradus
342,Norden::N,ой,septentriones
343,Süden::N,лун,meridies
344,Westen::N,рытвыв,occidens
345,Osten::N,асыв,oriens
346,Holz::N,пу,lignum
347,Brett::N,пӧв,tabula
348,Platte::N,плита,lamina
349,Stütze::N,пика,adminiculum
350,Stange::N,зор,pertica
351,Stange::N,потш,pertica
352,Stock::N,бедь,baculum
353,Stab::N,шест,scipio
354,Rohr::N,труба,tubus
355,Haus::N,керку,aedes
356,Heim::N,керку,domicilium
357,Ofen::N,пӧжавны,fornax
358,Fußboden::N,джодж,solum
359,Tisch::N,пызан,mensa
360,Stuhl::N,стул,sella
361,Wiege::N,зыбка,cunae
362,Bett::N,кровать,lectus
363,Regal::N,джадж,foruli
364,Kiste::N,ящик,cista
365,Fenster::N,ӧшын,fenestra
366,Tür::N,ыбӧс,ianua
367,Tor::N,ворота,porta
368,Zaun::N,забор,saepes
369,Dach::N,крыша,tectum
370,Leiter::N,лиснич,scalae
371,Besen::N,рос,scopae
372,Spaten::N,зыр,pala
373,Schaufel::N,зыр,pala
374,Gabel::N,вила,fuscinula
375,Löffel::N,пань,coclear
376,Messer::N,пурт,culter
377,Nagel::N,кӧрттув,clavus
378,Netz::N,кыйӧт,rete
379,Haken::N,ем,hamus
380,Griff::N,пу,manubrium
381,Schloss::N,замок,claustra
382,Bild::N,картина,tabula
383,Bild::N,картина,pictura
384,Figur::N,мыгӧр,statunculum
385,Puppe::N,акань,pupa
386,Beutel::N,мешӧк,sacculus
387,Bündel::N,нин,fascis
388,Tasche::N,сумка,sacculus
389,Eimer::N,ведра,situla
390,Deckel::N,вевт,operculum
391,Geschirr::N,доз,vasa
392,Geschirr::N,бекӧрпань,vasa
393,Sack::N,мешӧк,saccus
394,Tasse::N,бекӧр,pocillum
395,Topf::N,кастрюля,olla
396,Kessel::N,пӧрт,aenum
397,Essen::N,сёйӧм,cena
398,Nahrung::N,вердан,cibus
399,Nahrung::N,вердан,alimenta
400,Speise::N,сёян,cibus
401,Fleisch::N,яй,caro
402,Getreide::N,сю,frumentum
403,Brei::N,каша,puls
404,Brot::N,нянь,panis
405,Scheibe::N,шӧрӧм,frustum
406,Fett::N,гос,pingue
407,Butter::N,ви,butȳrum
408,Öl::N,ви,oleum
409,Salz::N,сов,sal
410,Suppe::N,шыд,ius
411,Honig::N,ма,mel
412,Milch::N,йӧв,lac
413,Tee::N,чай,thea
414,Leder::N,кучик,corium
415,Wolle::N,гӧн,lana
416,Stoff::N,дӧра,textum
417,Nadel::N,ем,acus
418,Faden::N,сунис,filum
419,Knopf::N,кизь,bulla
420,Knoten::N,узӧв,nodus
421,Knoten::N,гӧрӧд,nodus
422,Farbe::N,краска,pigmentum
423,Kleidung::N,паськӧм,vestimenta
424,Hemd::N,йӧрнӧс,tunica
425,Kragen::N,воротник,collare
426,Ärmel::N,сос,manica
427,Hose::N,вешьян,bracae
428,Gürtel::N,йи,cingulum
429,Mütze::N,шапка,pilleus
430,Schuh::N,ботинки,calceus
431,Stiefel::N,сапог,pero
432,Stiefel::N,сапог,caliga
433,Ring::N,чунькытш,anulus
434,Band::N,ленточка,redimiculum
435,Kamm::N,сынан,pecten
436,Spiegel::N,зеркало,speculum
437,Riemen::N,ремень,lorum
438,Schnur::N,гез,linum
439,Leine::N,повод,retinaculum
440,Decke::N,одеяло,lodix
441,Kissen::N,подушка,pulvinus
442,Tuch::N,чышьян,velum
443,Handtuch::N,чышкӧт,mantele
444,Kraft::N,прак,vis
445,Stärke::N,вын,robur
446,Gesundheit::N,здоровье,valetudo
447,Krankheit::N,шог,morbus
448,Schmerz::N,зубыт,dolor
449,Wunde::N,рана,vulnus
450,Fieber::N,лёк тресся,febris
451,Fieber::N,кынтан шогӧт,febris
452,Arznei::N,лекарство,remedium
453,Brücke::N,пос,pons
454,Brunnen::N,колодец ,puteus
455,Weide::N,пода йирсян,pascua
456,Pfad::N,туй,semita
457,Weg::N,туй,iter
458,Straße::N,туй,via
459,Dorf::N,деревня,vicus
460,Stadt::N,город,urbs
461,Stadt::N,город,oppidum
462,Brief::N,гижӧт,epistula
463,Buch::N,книга,liber
464,Buchstabe::N,буква,littera
465,Zeitung::N,газета,diurnum
466,Leben::N,олан,vita
467,Tod::N,кулӧм,mors
468,Grab::N,гу,sepulcrum
469,Kirche::N,вичку,ecclesia
470,Sünde::N,грек,peccatum
471,Gott::N,ен,deus
472,Arbeiter::N,уджалiсь,operarius
473,Chef::N,начальник,praefectus
474,Meister::N,мастер,magister
475,Arzt::N,врач,medicus
476,Lehrer::N,велӧтісь,magister
477,Geld::N,деньга,aes
478,Geld::N,деньга,pecunia
479,Geschäft::N,удж,negotium
480,Laden::N,магазин,taberna
481,Preis::N,дон,pretium
482,Ware::N,товар,merx
483,Nutzen::N,путь,utilitas
484,Reichtum::N,богатство,opes
485,Reichtum::N,богатство,divitiae
486,Welt::N,му,mundus
487,Land::N,страна,terra
488,Staat::N,государство,res publica
489,König::N,кан,rex
490,Macht::N,власть,potestas
491,Grenze::N,граница,limes
492,Krieg::N,война,bellum
493,Feind::N,враг,inimicus
494,Kampf::N,нярасьӧм,pugna
495,Kampf::N,вермасьӧм,pugna
496,Bogen[Waffe]::N,лук,arcus
497,Pfeil::N,ньӧв,sagitta
498,Gewehr::N,ружьё,sclopetum
499,Fehler::N,ошибка,error
500,Lüge::N,ылӧтӧм,mendacium
501,Lüge::N,пӧрьялӧм,mendacium
502,Schaden::N,лёк,damnum
503,Schaden::N,лёк,detrimentum
504,Unglück::N,пик,miseria
505,Unglück::N,пик,calamitas
506,Unglück::N,оказзё,miseria
507,Unglück::N,оказзё,calamitas
508,Schuld::N,вина,culpa
509,Schluss::N,ком,finis
510,Zeit::N,кад,tempus
511,Tag::N,лун,dies
512,Morgen::N,асыв,mane
513,Mittag::N,луншӧр кад,meridies
514,Abend::N,рыт,vesper
515,Nacht::N,ой,nox
516,Woche::N,неделя,septimana
517,Monat::N,тӧлicь,mensis
518,Jahr::N,год,annus
519,Frühling::N,тулыс,ver
520,Sommer::N,гожум,aestas
521,Herbst::N,ар,autumnus
522,Winter::N,тӧв,hiems
523,Januar::N,январ,Ianuarius
524,Februar::N,февраль,Februarius
525,März::N,март,Martius
526,April::N,апрель,Aprilis
527,Mai::N,май,Maius
528,Juni::N,юнь,Iunius
529,Juli::N,юль,Iulius
530,August::N,август,Augustus
531,September::N,сентяб,September
532,Oktober::N,октяб,Octobris
533,November::N,нояб,Novembris
534,Dezember::N,декаб,December
535,Montag::N,вильлун,dies lunae
536,Dienstag::N,мӧдӧдзлун,dies Martis 
537,Mittwoch::N,шӧрлун,dies Mercurii
538,Donnerstag::N,нёльӧдзлун,dies Iovis
539,Freitag::N,витӧдзлун,dies Veneris
540,Samstag::N,пывсянлун,dies Saturni
541,Sonntag::N,кресення,dominicus
542,Sonntag::N,кресення,dies solis
543,groß::A,ыджыт,magnus
544,klein::A,учӧтик,parvus
545,lang::A,кузь,longus
546,kurz::A,дженыт,brevis
547,breit::A,ота,latus
548,schmal::A,векнит,angustus
549,dicht::A,тшӧк,densus
550,dick[Gegenstand]::A,кыз,crassus
551,dünn::A,вӧснит,tenuis
552,fein::A,вӧснит,subtilis
553,fest::A,крепыт,solidus
554,fest::A,крепыт,stabilis
555,flach::A,лапкӧса,planus
556,glatt::A,волькыт,levis
557,hart::A,чӧрыт,durus
558,weich::A,небыт,mollis
559,rund::A,гӧгрӧса,rotundus
560,spitz::A,ёся,acutus
561,scharf::A,лэчыт,acer
562,stumpf::A,ныж,hebes
563,schwer::A,сьӧкыт,gravis
564,schön::A,басӧк,pulcher
565,schön::A,басӧк,formosus
566,heiß::A,жар,fervidus
567,warm::A,шоныт,calidus
568,kalt::A,кӧдзыт,frigidus
569,kühl::A,сайкыт,frigidus
570,frisch::A,виль,recens
571,feucht::A,вакодь,umidus
572,nass::A,ва,madidus
573,trocken::A,кӧс,aridus
574,voll::A,тыра,plenus
575,leer::A,тыртӧм,vacuus
576,offen::A,оссьӧм,apertus
577,geschlossen::A,игана,clausus
578,geschlossen::A,пӧдана,clausus
579,sauber::A,сӧдз,lautus
580,sauber::A,сӧстӧм,lautus
581,schmutzig::A,нятьӧсь,sordidus
582,roh::A,путӧм,crudus
583,reif::A,кисьмалӧм,maturus
584,lecker::A,кӧра ,delicatus
585,süß::A,чӧскыт,dulcis
586,bitter::A,курыт,amarus
587,bitter::A,курыт,acerbus
588,sauer::A,шӧма ,acidus
589,hell::A,югыт,clarus
590,dunkel::A,пемыт,obscurus
591,schwarz::A,сьӧд,niger
592,weiß::A,чочком,albus
593,rot::A,гӧрд,ruber
594,gelb::A,веж,flavus
595,blau::A,лӧз,caeruleus
596,grün::A,веж,viridis
597,grau::A,руд,canus
598,grau::A,бусӧй,canus
599,bunt::A,быдрӧма,varius
600,billig::A,донтӧм,vilis
601,teuer::A,дона,carus
602,wertvoll::A,дона,pretiosus
603,blind::A,синтӧм,caecus
604,taub::A,пельтӧм,surdus
605,kräftig::A,вына,robustus
606,stark::A,вына,firmus
607,stark::A,вына,validus
608,schwach::A,некодя,debilis
609,schwach::A,некодя,infirmus
610,fett::A,госа,crassus
611,schlank::A,статя,procerus
612,hübsch::A,басӧк,pulcher
613,böse::A,лёк,improbus
614,dumm::A,бӧбӧв,stultus
615,dumm::A,бӧбӧв,stupidus
616,dumm::A,вежӧртӧм,stultus
617,dumm::A,вежӧртӧм,stupidus
618,faul::A,дыш,piger
619,fleißig::A,уджалicь,sedulus
620,geizig::A,жикмӧра,avarus
621,geizig::A,горшаліcь,avarus
622,klug::A,авья,prudens
623,klug::A,вежӧра,prudens
624,geschickt::A,кипода,sollers
625,lieb::A,муса,carus
626,lieb::A,дзулиньӧй,carus
627,lustig::A,гажа,iocosus
628,sanft::A,лебезнӧй,clemens
629,hungrig::A,тшыг,impastus
630,krank::A,шогалiсь,aeger
631,nackt::A,куш,nudus
632,traurig::A,жугыль,maestus
633,lebendig::A,ловья,vivus
634,gut::A,бур,bonus
635,schlecht::A,умӧль,malus
636,schlimm::A,нештӧм,malus
637,alt::A,важ,antiquus
638,neu::A,виль,novus
639,ehemalig::A,вӧвлӧм,pristinus
640,alt[Lebewesen]::A,года,vetus
641,alt[Lebewesen]::A,годдэза,vetus
642,jung::A,том,iuvenis
643,arm::A,гов,pauper
644,arm::A,беднӧй,pauper
645,reich::A,эма,dives
646,bekannt::A,тӧдса,notus
647,fremd::A,чужӧй,peregrinus
648,verschieden::A,быдкодь,varius
649,nah::A,матiсь,propinquus
650,fern::A,ылicь,longinquus
651,linker::A,шульга,sinister
652,rechter::A,веськытланись,dexter
653,anderer::A,мукӧд,alius
654,erster::A,медодзза,primus
655,zweiter::A,кыкӧт,secundus
656,dritter::A,куимӧт,tertius
657,dritter::A,куимӧдз,tertius
658,letzter::A,бӧрья,ultimus
659,letzter::A,мёдбӧрья,ultimus
660,auf einmal::ADV,тшӧтш,simul
661,zusammen::ADV,ӧтлаын,una
662,lange::ADV,дыр,diu
663,plötzlich::ADV,друг,subito
664,plötzlich::ADV,друг,repente
665,sofort::ADV,тшӧтш,statim
666,später::ADV,медбӧрын,postea
667,jetzt::ADV,ӧні,nunc
668,heute::ADV,талун,hodie
669,morgen::ADV,ашын,cras
670,bald::ADV,чожа,mox
671,dann::ADV,сыбӧрын,deinde
672,gestern::ADV,тӧн,heri
673,einst::ADV,ӧтпыр,olim
674,damals::ADV,сэк,tum
675,damals::ADV,сэки,tum
676,danach::ADV,сэсся,postea
677,vorher::ADV,одзжык,antea
678,zuerst::ADV,наперво,primo
679,einmal::ADV,ӧтпыр,semel
680,manchmal::ADV,мукӧдпыр,interdum
681,oft::ADV,-лы-,saepe
682,immer::ADV,быдпыр,semper
683,immer::ADV,быдпырся,semper
684,niemals::ADV,некӧр,numquam
685,hier::ADV,татӧн,hic
686,hierhin::ADV,татчӧ,huc
687,von hier::ADV,тасянь,hinc
688,dort::ADV,сэтӧн,ibi
689,dorthin::ADV,сэтчин,eo
690,geradeaus::ADV,веськыта,recte
691,vorwärts::ADV,одзӧ,porro
692,rückwärts::ADV,бӧр,retro
693,zurück::ADV,бӧр,retro
694,unten::ADV,увтын,infra
695,hinab::ADV,увтас,pessum
696,oben::ADV,вевдӧрас,supra
697,hinauf::ADV,вывлань,sursum
698,hinauf::ADV,вывланьӧ,sursum
699,überall::ADV,быдлан,ubique
700,nicht::ADV,ог,non
701,ein wenig::ADV,-ышт,paulum
702,ein wenig::ADV,невна,paulum
703,kaum::ADV,ӧдва,vix
704,kaum::ADV,ӧдва,aegre
705,sehr::ADV,вывтi,valde
706,sehr::ADV,вывтi,magnopere
707,so::ADV,сiдз,ita
708,noch::ADV,эшӧ,etiam
709,nur::ADV,только,solum
710,nur::ADV,только,tantum
711,schon::ADV,ни,iam
712,wieder::ADV,бӧра,rursus
713,vergebens::ADV,весись,frustra
714,vor::PRP,одзас,ante
715,hinter::PRP,бӧрӧ,post
716,unter::PRP,увтын,sub
717,durch::PRP,пыр,per
718,neben::PRP,бокам,iuxta
719,neben::PRP,боксиным,iuxta
720,zwischen::PRP,коласас,inter
721,wegen::PRP,понда,propter
722,dies::PRN,эта,hoc
723,das::PRN,сiя,id
724,alles::PRN,быдӧс,omnia
725,ich::PRN,ме,ego
726,du::PRN,тэ,tu
727,er::PRN,сiя,is
728,er::PRN,сiя,ille
729,wir::PRN,мийӧ,nos
730,ihr::PRN,ті,vos
731,sie::PRN,нія,ii
732,sie::PRN,нія,illi
733,was::FPRN,мый,quid
734,wer::FPRN,кин,quis
735,wo::FADV,кытӧн,ubi
736,wohin::FADV,кытчӧ,quo
737,wie::FADV,дзик,quomodo
738,warum::FADV,мыля,cur
739,warum::FADV,мыйсянь,cur
740,wieviel::FNUM,мымда,quantum
741,eins::NUM,ӧт,unus
742,zwei::NUM,кык,duo
743,drei::NUM,куим,tres
744,vier::NUM,нёль,quattuor
745,fünf::NUM,вит,quinque
746,sechs::NUM,квать,sex
747,sieben::NUM,сизим,septem
748,acht::NUM,кыкьямыс,octo
749,neun::NUM,ӧкмыс,novem
750,zehn::NUM,дас,decem
751,elf::NUM,дасотік,undecim
752,zwölf::NUM,даскык,duodecim
753,zwanzig::NUM,кыкдас,viginti
754,dreißig::NUM,куимдас,triginta
755,vierzig::NUM,нёльдас,quadraginta
756,fünfzig::NUM,витдас,quinquaginta
757,sechzig::NUM,кватьдас,sexaginta
758,siebzig::NUM,сизимдас,septuaginta
759,achtzig::NUM,кыкьямысдас,octoginta
760,neunzig::NUM,ӧкмысдас,nonaginta
761,hundert::NUM,сто,centum
762,tausend::NUM,тысяча,mille
763,und::CNJ,и,et
764,und::CNJ,и,-que
765,und::CNJ,да,et
766,und::CNJ,да,-que
767,oder::CNJ,или,vel
768,stehen::V,сулавны,stare
769,sitzen::V,пукавны,sedere
770,liegen::V,куйлыны,iacere
771,hängen::V,ӧшавны,pendere
772,werden::V,лоны,fieri
773,passieren::V,аркмыны,accidere
774,beginnen::V,петны,incipere
775,enden::V,-сь,finem habere
776,enden::V,бырны,finem habere
777,wechseln::V,вежсьыны,mutari
778,aufgehen[Sonne]::V,петавны,oriri
779,untergehen[Sonne]::V,пуксьыны,occidere
780,scheinen[Sonne]::V,югьявны,lucere
781,donnern::V,гымавны,tonare
782,wehen::V,пӧлявны,flare
783,strömen::V,киссьыны,fluere
784,fließen::V,визывтны,manare
785,sich drehen::V,бергавны,torqueri
786,schwanken::V,кӧвьясьны,vacillare
787,schwingen::V,дюттясьны,vibrare
788,fallen::V,усьны,cadere
789,brennen::V,сотчыны,ardere
790,rauchen::V,тшынасьны,fumare
791,regnen::V,зэрны,pluere
792,gefrieren::V,гегдыны,congelari
793,tauen::V,сывны,rorare
794,schmelzen::V,сывны,liquescere
795,trocknen::V,косьмыны,arescere
796,sieden::V,пизьны,fervere
797,faulen::V,нёльзьыны,putescere
798,verfaulen::V,тӧрмыны,putescere
799,verfaulen::V,сiсьмыны,putescere
800,reißen::V,косясьны,scindi
801,versinken::V,вӧйны,mergi
802,vergehen::V,мунны,praeterire
803,erscheinen::V,мыччисьны,apparere
804,verschwinden::V,ӧшны,discedere
805,sinken::V,ямны,labi
806,abnehmen::V,ямны,deminui
