,Concept_ID,ca,ka
169,Herde::N,ramat,ფარა
170,Kuh::N,vaca,ფური
171,Kuh::N,vaca,ძროხა
172,Bulle::N,toro,ხარი
173,Pferd::N,cavāll,რაში
174,Pferd::N,cavāll,ცხენი
175,Schaf::N,be,ცხვარი
176,Schaf::N,ovella,ცხვარი
177,Schwein::N,bacó,ღორი
178,Hund::N,ca,ძაღლი
179,Hund::N,gos,ძაღლი
180,Katze::N,gat,კატა
181,Bär::N,ós,დათვი
182,Eichhörnchen::N,esquirol,ციყვი
183,Elch::N,ant,ცხენ-ირემი
184,Fuchs::N,guilla,მელა
185,Hase::N,llebre,კურდღელი
186,Maus::N,ratolí,თაგვი
187,Wolf::N,llop,მგელი
188,Vogel::N,au,ჩიტი
189,Vogel::N,au,ფრინველი
190,Vogel::N,ocēll,ჩიტი
191,Vogel::N,ocēll,ფრინველი
192,Schwarm::N,bandada,გუნდი
193,Huhn::N,gallina,დედალი
194,Hahn::N,gall,მამალი
195,Gans::N,oca,ბატი
196,Adler::N,àguila,არწივი
197,Ente::N,ànec,იხვი
198,Eule::N,òliba,ბუ
199,Eule::N,mussol,ბუ
200,Kranich::N,grua,წერო
201,Krähe::N,cornella,ყვავი
202,Kuckuck::N,cucut,გუგული
203,Schwan::N,cigne,გედი
204,Fisch::N,peix,თევზი
205,Barsch::N,perca,ქორჭილა
206,Hecht::N,lluç,ქარიყლაპია
207,Schlange[Tier]::N,serp,გველი
208,Wurm::N,cuc,ჭია
209,Spinne::N,aranya,ობობა
210,Ameise::N,formiga,ჭიანჭველა
211,Laus::N,poll,ტილი
212,Laus::N,poll,მკბენარი
213,Mücke::N,mosquit,კოღო
214,Fliege::N,mosca,ბუზი
215,Schmetterling::N,papallona,პეპელა
216,Beere::N,baia,კენკრა
217,Apfel::N,poma,ვაშლი
218,Pilz::N,bolet,სოკო
219,Zwiebel::N,ceba,ხახვი
220,Saat::N,sembra,თესლი
221,Korn::N,gra,მარცვალი
222,Heu::N,fenc,თივა
223,Schale::N,closca,ჩენჩო
224,Grube::N,sot,ორმო
225,Grube::N,clot,ორმო
226,Falle::N,trampa,ხაფანგი
227,Schlinge::N,baga,მახე
228,Spur::N,traça,კვალი
229,Asche::N,cendra,ფერფლი
230,Dreck::N,llot,ტალახი
231,Dreck::N,llot,სიბინძურე
232,Eisen::N,ferro,რკინა
233,Gold::N,or,ოქრო
234,Silber::N,plata,ვერცხლი
235,Kohle::N,carbó,ნახშირი
236,Glas::N,vidre,მინა
237,Lehm::N,fang,თიხა
238,Lehm::N,argila,თიხა
239,Sand::N,arena,ქვიშა
240,Mensch::N,humà,ადამიანი
241,Mensch::N,persona,ადამიანი
242,Mann::N,home,კაცი
243,Frau::N,dona,ქალი
244,Kind::N,nen,ბავშვი
245,Junge::N,noi,ვაჟი
246,Mädchen::N,noia,გოგო
247,Familie::N,família,ოჯახი
248,Großvater::N,avi,პაპა
249,Großvater::N,avi,ბაბუა
250,Großmutter::N,àvia,ბებია
251,Großmutter::N,àvia,დიდედა
252,Eltern::N,pares,მშობლები
253,Vater::N,pare,მამა
254,Mutter::N,mare,დედა
255,Sohn::N,fill,ვაჟიშვილი
256,Tochter::N,filla,ქალიშვილი
257,Bruder::N,germà,ძმა
258,Schwester::N,germana,და
259,Onkel::N,oncle,ბიძა
260,Tante::N,tia,დეიდა
261,Tante::N,tia,მამიდა
262,Ehemann::N,espòs,ქმარი
263,Ehefrau::N,muller,ცოლი
264,Freude::N,goig,სიხარული
265,Freude::N,alegria,სიხარული
266,Gelächter::N,riallada,სიცილი
267,Glück::N,felicitat,ბედნიერება
268,Kummer::N,pena,მწუხარება
269,Wunsch::N,desig,წადილი
270,Wunsch::N,desig,სურვილი
271,Lust::N,ganes,წადილი
272,Geist::N,ment,სული
273,Geist::N,esperit,სული
274,Gedanke::N,pensament,ფიქრი
275,Gedächtnis::N,memòria,მეხსიერება
276,Verstand::N,raó,ჭკუა
277,Verstand::N,raó,გონება
278,Verstand::N,seny,ჭკუა
279,Verstand::N,seny,გონება
280,Sinn::N,solta,მნიშვნელობა
281,Sinn::N,sentit,მნიშვნელობა
282,Grund::N,raó,მიზეზი
283,Grund::N,causa,მიზეზი
284,Wahrheit::N,veritāt,სიმართლე
285,Wahrheit::N,veritāt,ჭეშმარიტება
286,Gespräch::N,conversa,ბაასი
287,Gespräch::N,conversa,საუბარი
288,Märchen::N,conte,არაკი
289,Märchen::N,conte,ზღაპარი
290,Erzählung::N,narració,თქმულება
291,Nachricht::N,missatge,ცნობა
292,Nachricht::N,missatge,ამბავი
293,Neuigkeit::N,novetat,სიახლე
294,Name::N,nom,სახელი
295,Rätsel::N,endevinalla,გამოცანა
296,Rede::N,discurs,სიტყვა
297,Sprache::N,llēngua,ენა
298,Stimme::N,veu,ხმა
299,Wort::N,mot,სიტყვა
300,Wort::N,paraula,სიტყვა
301,Zeichen::N,signe,ნიშანი
302,Zeichen::N,senyal,ნიშანი
303,Ruf::N,crida,ძახილი
304,Lärm::N,sorōll,ხმაური
305,Laut::N,so,ხმა
306,Laut::N,so,ბგერა
307,Ton::N,to,ტონი
308,Lied::N,cançó,სიმღერა
309,Ruhe::N,calma,სიწყნარე
310,Ruhe::N,silenci,სიწყნარე
311,Leute::N,gent,ადამიანები
312,Volk::N,poble,ერი
313,Volk::N,poble,ხალხი
314,Arbeit::N,labor,მუშაობა
315,Arbeit::N,treball,მუშაობა
316,Gast::N,hoste,სტუმარი
317,Geschenk::N,regal,საჩუქარი
318,Geschenk::N,obsequi,საჩუქარი
319,Spiel::N,joc,თამაში
320,Gesellschaft::N,companyia,საზოგადოება
321,Hilfe::N,ajut,შველა
322,Hilfe::N,ajut,დახმარება
323,Freund::N,amīc,მეგობარი
324,Kamerad::N,company,ამხანაგი
325,Kamerad::N,camarada,ამხანაგი
326,Angelegenheit::N,afer,საქმე
327,Angelegenheit::N,assumpte,საქმე
328,Anzahl::N,nombre,ოდენობა
329,Anzahl::N,quantitat,ოდენობა
330,Art::N,tipus,სახეობა
331,Art::N,classe,სახეობა
332,Stück::N,peça,ნატეხი
333,Teil::N,part,წილი
334,Hälfte::N,meitat,ნახევარი
335,Kreis::N,cercle,წრე
336,Kreuz::N,creu,ჯვარი
337,Linie::N,línia,ხაზი
338,Strich::N,traç,შტრიხი
339,Strich::N,ratlla,შტრიხი
340,Abstand::N,distància,მანძილი
341,Entfernung::N,distància,სიშორე
342,Gegend::N,regió,არე
343,Gegend::N,regió,მხარე
344,Gegend::N,contrada,არე
345,Gegend::N,contrada,მხარე
346,Platz::N,cabuda,ფართობი
347,Ort::N,lloc,ადგილი
348,Seite::N,banda,მხარე
349,Seite::N,costāt,მხარე
350,Mitte::N,mig,შუა
351,Mitte::N,centre,შუა
352,Gegenstand::N,objecte,საგანი
353,Sache::N,cosa,ნივთი
354,Rand::N,vora,კიდე
355,Rand::N,marge,კიდე
356,Kante::N,caire,ნაწიბული
357,Kante::N,cantell,ნაწიბული
358,Ecke::N,cantonada,კუთხე
359,Spitze::N,punta,წვეტი
360,Ende::N,cap,ბოლო
361,Loch::N,forāt,ხვრელი
362,Winkel::N,racó,კუთხე
363,Muster::N,dibuix,მოხატულობა
364,Muster::N,disseny,მოხატულობა
365,Größe::N,grandària,ზომა
366,Größe::N,grandària,სიდიდე
367,Länge::N,longitud,სიგრძე
368,Höhe::N,altura,სიმაღლე
369,Höhe::N,altitud,სიმაღლე
370,Gewicht::N,pes,წონა
371,Menge::N,quantitat,რაოდენობა
372,Haufen::N,pila,გროვა
373,Reihe::N,fila,რიგი
374,Reihe::N,fila,წყება
375,Boot::N,bot,გემი
376,Boot::N,barca,გემი
377,Ruder::N,rem,ხოფი
378,Ruder::N,rem,ნიჩაბი
379,Schlitten::N,trineu,მარხილი
380,Ski::N,esquí,თხილამური
381,Lagerfeuer::N,foc de campament,კოცონი
382,Last::N,càrrega,ტვირთი
383,Gang::N,marxa,სვლა
384,Schritt::N,pas,ბიჯი
385,Norden::N,nord,ჩრდილოეთი
386,Süden::N,sud,სამხრეთი
387,Westen::N,oest,დასავლეთი
388,Westen::N,occident,დასავლეთი
389,Osten::N,est,აღმოსავლეთი
390,Osten::N,orient,აღმოსავლეთი
391,Holz::N,fusta,ხე
392,Brett::N,taula,დაფა
393,Brett::N,taula,ფიცარი
394,Platte::N,placa,თლილი ქვა
395,Stütze::N,suport,საყრდენი
396,Stange::N,vara,ჭოკი
397,Stock::N,pal,კეტი
398,Stab::N,bastó,ლატანი
399,Rohr::N,tub,მილაკი
400,Haus::N,casa,სახლი
401,Heim::N,llar,ოჯახის კერა
402,Ofen::N,estufa,ღუმელი
403,Fußboden::N,terra,იატაკი
404,Tisch::N,taula,სუფრა
405,Tisch::N,taula,მაგიდა
406,Stuhl::N,cadira,სკამი
407,Wiege::N,bressol,აკვანი
408,Bett::N,llit,საწოლი
409,Bett::N,llit,სარეცელი
410,Regal::N,prestatgeria,თაროები
411,Kiste::N,caixa,ყუთი
412,Kiste::N,caixa,სკივრი
413,Fenster::N,finestra,ფანჯარა
414,Fenster::N,finestra,სარკმელი
415,Tür::N,porta,ბჭე
416,Tür::N,porta,კარი
417,Tor::N,portal,ჭიშკარი
418,Zaun::N,tanca,ღობე
419,Zaun::N,tanca,გალავანი
420,Dach::N,teulada,სახურავი
421,Leiter::N,escala,კიბე
422,Leiter::N,escala de mà,კიბე
423,Besen::N,escombra,ცოცხი
424,Spaten::N,pala,ნიჩაბი
425,Schaufel::N,pala,ბარი
426,Gabel::N,forquilla,ჩანგალი
427,Löffel::N,cullera,კოვზი
428,Messer::N,coltell,დანა
429,Nagel::N,clau,ლურსმანი
430,Netz::N,filat,ბადე
431,Haken::N,ganxo,კავი
432,Haken::N,ganxo,კაუჭი
433,Griff::N,puny,ტარი
434,Griff::N,mànec,ტარი
435,Schloss::N,pany,კლიტე
436,Schloss::N,pany,საკეტი
437,Bild::N,imatge,სურათი
438,Figur::N,figura,ფიგურა
439,Puppe::N,nina,თოჯინა
440,Beutel::N,bossa,პარკი
441,Bündel::N,feix,გალა
442,Bündel::N,feix,ასხმა
443,Bündel::N,paquet,გალა
444,Bündel::N,paquet,ასხმა
445,Tasche::N,bossa,ჩანთა
446,Eimer::N,galleda,ჩამჩა
447,Deckel::N,tapa,ხუფი
448,Deckel::N,tapa,სარქველი
449,Deckel::N,tapadora,ხუფი
450,Deckel::N,tapadora,სარქველი
451,Geschirr::N,vaixella,ჭურჭელი
452,Sack::N,sac,ტომარა
453,Sack::N,saca,ტომარა
454,Tasse::N,tassa,ფინჯანი
455,Topf::N,pot,ქოთანი
456,Topf::N,olla,ქოთანი
457,Kessel::N,caldera,ქვაბი
458,Essen::N,àpat,ჭამა
459,Essen::N,menjada,ჭამა
460,Nahrung::N,aliment,საზრდო
461,Nahrung::N,aliment,საკვები
462,Speise::N,plat,საჭმელი
463,Fleisch::N,carn,ხორცი
464,Getreide::N,cereals,მარცვლოვანი
465,Brei::N,puré,ფაფა
466,Brot::N,pa,პური
467,Scheibe::N,tall,ნაჭერი
468,Scheibe::N,llesca,ნაჭერი
469,Fett::N,greix,ქონი
470,Fett::N,greix,ცხიმი
471,Butter::N,mantega,კარაქი
472,Öl::N,oli,ზეთი
473,Salz::N,sal,მარილი
474,Suppe::N,sopa,სუფი
475,Honig::N,mel,თაფლი
476,Milch::N,llet,რძე
477,Tee::N,te,ჩაი
478,Leder::N,cuir,ტყავი
479,Wolle::N,llana,მატყლი
480,Stoff::N,tela,ქსოვილი
481,Nadel::N,agulla,ნემსი
482,Faden::N,fil,ძაფი
483,Faden::N,fil,მკედი
484,Knopf::N,botó,ღილი
485,Knoten::N,nus,ნასკვი
486,Farbe::N,pintura,საღებავი
487,Kleidung::N,roba,ტანსაცმელი
488,Kleidung::N,vestits,ტანსაცმელი
489,Hemd::N,camisa,ხალათი
490,Hemd::N,camisa,პერანგი
491,Kragen::N,coll,საყელო
492,Ärmel::N,màniga,სახელო
493,Hose::N,pantalōns,შარვალი
494,Gürtel::N,cinturó,ქამარი
495,Mütze::N,gorra,ქუდი
496,Schuh::N,sabata,ფეხსაცმელი
497,Stiefel::N,bota,ჩექმა
498,Ring::N,anell,ბეჭედი
499,Band::N,veta,ბაფთი
500,Band::N,cinta,ბაფთი
501,Kamm::N,pinta,სავარცხელი
502,Spiegel::N,mirāll,სარკე
503,Riemen::N,corretja,ღვედი
504,Schnur::N,corda,ლარი
505,Leine::N,corretja,ჯაჭვი
506,Decke::N,manta,საბანი
507,Decke::N,flassada,საბანი
508,Kissen::N,coixí,ბალიში
509,Tuch::N,mocador,მაუდი
510,Tuch::N,mocador,თავშალი
511,Handtuch::N,tovallola,ხელსახოცი
512,Kraft::N,força,ძალა
513,Stärke::N,vigor,ღონე
514,Gesundheit::N,salut,ჯანმრთელობა
515,Krankheit::N,malaltia,სენი
516,Krankheit::N,malaltia,ავადმყოფობა
517,Schmerz::N,dolor,ტკივილი
518,Wunde::N,ferida,იარი
519,Wunde::N,ferida,ჭრილობა
520,Fieber::N,febre,ციება
521,Arznei::N,medicament,წამალი
522,Brücke::N,pont,ხიდი
523,Brunnen::N,pou,ჭა
524,Weide::N,pastura,საძოვარი
525,Pfad::N,senda,ბილიკი
526,Pfad::N,sender,ბილიკი
527,Weg::N,camí,გზა
528,Straße::N,carretera,შარაგზა
529,Dorf::N,poble,დაბა
530,Dorf::N,poble,სოფელი
531,Stadt::N,ciutāt,ქალაქი
532,Brief::N,carta,წერილი
533,Buch::N,llibre,წიგნი
534,Buchstabe::N,lletra,ასო
535,Zeitung::N,diāri,გაზეთი
536,Leben::N,vida,სიცოცხლე
537,Tod::N,mort,სიკვდილი
538,Grab::N,tomba,სამარე
539,Grab::N,tomba,საფლავი
540,Kirche::N,església,ეკლესია
541,Sünde::N,pecat,ცოდვა
542,Gott::N,déu,ღმერთი
543,Arbeiter::N,obrer,მუშა
544,Chef::N,cap,გამგე
545,Meister::N,mestre,ოსტატი
546,Arzt::N,metge,ექიმი
547,Arzt::N,metge,მკურნალი
548,Lehrer::N,mestre,მასწავლებელი
549,Geld::N,dinērs,ფული
550,Geschäft::N,negoci,საქმე
551,Geschäft::N,negoci,ბიზნესი
552,Laden::N,tenda,დუქანი
553,Laden::N,tenda,მაღაზია
554,Laden::N,botiga,დუქანი
555,Laden::N,botiga,მაღაზია
556,Preis::N,preu,ფასი
557,Ware::N,mercaderia,საქონელი
558,Nutzen::N,profit,ხეირი
559,Reichtum::N,riquesa,სიმდიდრე
560,Welt::N,món,მსოფლიო
561,Land::N,país,მხარე
562,Land::N,país,ქვეყანა
563,Staat::N,estat,სახელმწიფო
564,König::N,rei,მეფე
565,Macht::N,poder,ძლიერება
566,Macht::N,potència,ძლიერება
567,Grenze::N,frontera,ზღვარი
568,Krieg::N,guerra,ომი
569,Feind::N,enemic,მტერი
570,Gewalt::N,violència,სისასტიკე
571,Kampf::N,lluita,ბრძოლა
572,Bogen[Waffe]::N,arc,მშვილდი
573,Pfeil::N,fletxa,ისარი
574,Pfeil::N,fletxa,მახვილი
575,Gewehr::N,fusell,თოფი
576,Gewehr::N,fusell,შაშხანა
577,Gewehr::N,escopeta,თოფი
578,Gewehr::N,escopeta,შაშხანა
579,Fehler::N,falta,შეცდომა
580,Lüge::N,mentida,სიცრუე
581,Schaden::N,dany,ვნება
582,Unglück::N,desgràcia,ხიფათი
583,Unglück::N,desgràcia,უბედურება
584,Schuld::N,culpa,ბრალი
585,Alter::N,edat,ასაკი
586,Schluss::N,fi,ბოლო
587,Schluss::N,fi,დასასრული
588,Schluss::N,final,ბოლო
589,Schluss::N,final,დასასრული
590,Zeit::N,temps,დრო
591,Tag::N,dia,დღე
592,Morgen::N,matí,დილა
593,Mittag::N,migdia,შუადღე
594,Abend::N,vespre,საღამო
595,Nacht::N,nit,ღამე
596,Woche::N,setmana,კვირა
597,Monat::N,mes,თვე
598,Jahr::N,any,წელი
599,Frühling::N,primavera,გაზაფხული
600,Sommer::N,estīu,ზაფხული
601,Herbst::N,tardor,შემოდგომა
602,Winter::N,hivērn,ზამთარი
603,Januar::N,gener,იანვარი
604,Februar::N,febrer,თებერვალი
605,März::N,març,მარტი
606,April::N,abril,აპრილი
607,Mai::N,maig,მაისი
608,Juni::N,juny,ივნისი
609,Juli::N,juliol,ივლისი
610,August::N,agost,აგვისტო
611,September::N,setembre,სექტემბერი
612,Oktober::N,octubre,ოქტომბერი
613,November::N,novembre,ნოემბერი
614,Dezember::N,desembre,დეკემბერი
615,Montag::N,dilluns,ორშაბათი
616,Dienstag::N,dimarts,სამშაბათი
617,Mittwoch::N,dimecres,ოთხშაბათი
618,Donnerstag::N,dijous,ხუთშაბათი
619,Freitag::N,divendres,პარასკევი
620,Samstag::N,dissabte,შაბათი
621,Sonntag::N,diumenge,კვირა
622,groß::A,gros,დიდი
623,klein::A,petīt,მცირე
624,klein::A,petīt,პატარა
625,lang::A,llarg,გრძელი
626,kurz::A,curt,მოკლე
627,breit::A,ample,ფართო
628,breit::A,ample,განიერი
629,schmal::A,estret,ვიწრო
630,schmal::A,estret,წვრილი
631,dicht::A,dens,მჭიდრო
632,dick[Gegenstand]::A,gruixūt,სქელი
633,dünn::A,prim,წვრილი
634,fein::A,fi,თხელი
635,fest::A,ferm,მყარი
636,fest::A,sòlid,მყარი
637,flach::A,pla,ბრტყელი
638,glatt::A,llis,გლუ
639,hart::A,dur,მაგარი
640,weich::A,tou,რბილი
641,rund::A,rodó,მრგვალი
642,spitz::A,punxegut,წვეტიანი
643,scharf::A,agut,მჭრელი
644,stumpf::A,rom,ბლაგვი
645,stumpf::A,esmussat,ბლაგვი
646,schwer::A,pesāt,მძიმე
647,schön::A,bonīc,ლამაზი
648,heiß::A,calēnt,ცხელი
649,warm::A,càlid,თბილი
650,kalt::A,fred,ცივი
651,kühl::A,fresc,გრილი
652,frisch::A,fresc,სუფთა
653,feucht::A,humit,ნოტიო
654,nass::A,mullat,სველი
655,trocken::A,sec,მშრალი
656,voll::A,ple,სავსე
657,leer::A,buit,ცარიელი
658,offen::A,obert,ღია
659,offen::A,obert,გაშლილი
660,geschlossen::A,tancat,დახურული
661,sauber::A,net,სუფთა
662,sauber::A,net,წმინდა
663,schmutzig::A,brut,ტალახიანი
664,roh::A,cru,უმი
665,reif::A,madur,მწიფე
666,lecker::A,deliciós,გემრიელი
667,süß::A,dolç,ტკბილი
668,bitter::A,amarg,მწარე
669,sauer::A,agre,მჟავე
670,hell::A,clar,ნათელი
671,dunkel::A,fosc,ბნელი
672,schwarz::A,negre,შავი
673,weiß::A,blanc,თეთრი
674,rot::A,vermēll,წითელი
675,gelb::A,groc,ყვითელი
676,blau::A,blau,ლურჯი
677,blau::A,blau,ცისფერი
678,grün::A,verd,მწვანე
679,grau::A,gris,რუხი
680,grau::A,gris,ნაცრისფერი
681,bunt::A,multicolor,ჭრელი
682,bunt::A,multicolor,ფერადი
683,billig::A,barat,იაფი
684,teuer::A,car,ძვირი
685,wertvoll::A,preciós,ღირსიანი
686,blind::A,cec,ბრმა
687,taub::A,sord,ყრუ
688,kräftig::A,fort,ძალავანი
689,kräftig::A,vigorós,ძალავანი
690,stark::A,fort,ძლიერი
691,stark::A,fort,ღონიერი
692,schwach::A,feble,სუსტი
693,fett::A,gras,სქელი
694,schlank::A,esvelt,გამხდარი
695,hübsch::A,maco,ეშხიანი
696,hübsch::A,maco,მშვენიერი
697,böse::A,dolent,ავი
698,böse::A,dolent,ბოროტი
699,dumm::A,ximple,ბოთე
700,dumm::A,ximple,სულელი
701,dumm::A,estúpid,ბოთე
702,dumm::A,estúpid,სულელი
703,faul::A,gandūl,ზანტი
704,faul::A,gandūl,ზარმაცი
705,faul::A,mandrós,ზანტი
706,faul::A,mandrós,ზარმაცი
707,fleißig::A,diligēnt,ბეჯითი
708,fleißig::A,diligēnt,მუყაითი
709,geizig::A,avar,ძუნწი
710,klug::A,intel·ligent,ჭკვიანი
711,geschickt::A,hàbil,მარჯვე
712,geschickt::A,hàbil,გაწაფული
713,lieb::A,amat,სატრფიალო
714,lieb::A,estimat,სატრფიალო
715,lustig::A,alegre,მხიარული
716,sanft::A,suau,ალერსიანი
717,sanft::A,suau,გრძნობიერი
718,hungrig::A,afamat,მშიერი
719,krank::A,malālt,სნეული
720,krank::A,malālt,ავადმყოფი
721,nackt::A,nu,ტიტველი
722,traurig::A,trist,მწუხარე
723,traurig::A,trist,სევდიანი
724,lebendig::A,viu,ცოცხალი
725,gut::A,bo,კარგი
726,schlecht::A,dolēnt,უხეირო
727,richtig::A,just,ნამდვილი
728,richtig::A,correcte,ნამდვილი
729,schlimm::A,greu,ცუდი
730,wahr::A,vertader,სწორი
731,wahr::A,vertader,ჭეშმარიტი
732,wahr::A,veritable,სწორი
733,wahr::A,veritable,ჭეშმარიტი
734,alt::A,vell,ძველი
735,neu::A,nou,ახალი
736,ehemalig::A,antic,ყოფილი
737,alt[Lebewesen]::A,vell,ბებერი
738,jung::A,jove,ნორჩი
739,jung::A,jove,ახალგაზრდა
740,arm::A,pobre,ღარიბი
741,reich::A,ric,მდიდარი
742,bekannt::A,conegut,ცნობილი
743,berühmt::A,famós,გამოჩენილი
744,fremd::A,estrany,უცხო
745,fremd::A,estrany,გარეშე
746,verschieden::A,diferent,სხვაგვარი
747,nah::A,pròxim,ახლო
748,fern::A,llunyà,შორი
749,fern::A,llunyà,შორეული
750,fern::A,distant,შორი
751,fern::A,distant,შორეული
752,linker::A,esquerre,მარცხენა
753,rechter::A,dret,მარჯვენა
754,anderer::A,altre,სხვა
