,Concept_ID,cs,kl
329,Lärm::N,hluk,perpaluk
330,Laut::N,zvuk,torsukattak
331,Ton::N,tón,erinaq
332,Lied::N,píseň,taalliaq
333,Lied::N,píseň,erinarsuut
334,Ruhe::N,klid,qatsunganeq
335,Ruhe::N,pokoj,qatsunganeq
336,Leute::N,lidé,inuiak
337,Leute::N,lidé,inuiaqatigiit
338,Volk::N,národ,inuiaat
339,Arbeit::N,práce,suliaq
340,Gast::N,host,qaaqqusaq
341,Geschenk::N,dar,pajugut
342,Spiel::N,hra,
343,Gesellschaft::N,společnost,
344,Hilfe::N,pomoc,annertoqqut
345,Freund::N,přítel,tiliaq
346,Freund::N,přítel,ikinngut
347,Kamerad::N,kamarád,tiliaq
348,Kamerad::N,kamarád,ikinngut
349,Angelegenheit::N,záležitost,
350,Anzahl::N,počet,
351,Art::N,druh,ileqquuseq
352,Stück::N,kus,nakkaalaniku
353,Stück::N,kousek,nakkaalaniku
354,Teil::N,díl,tassiaasat
355,Teil::N,část,tassiaasat
356,Hälfte::N,půl,affaq
357,Kreis::N,kruh,kaajaluinneq or kaajaluitsoq
358,Kreuz::N,kříž,sanningasulik
359,Linie::N,linka,tittaq
360,Linie::N,linka,titarneq
361,Strich::N,čára,
362,Strich::N,čárka,
363,Abstand::N,vzdálenost,aku
364,Abstand::N,vzdálenost,ikiaq
365,Entfernung::N,vzdálenost,asi
366,Gegend::N,krajina,nuna
367,Platz::N,prostor,ini
368,Platz::N,prostor,inissaq
369,Ort::N,místo,sumiiffik
370,Seite::N,strana,saneraq
371,Mitte::N,střed,qiteq
372,Mitte::N,prostředek,qiteq
373,Gegenstand::N,předmět,
374,Sache::N,věc,pigisaq
375,Rand::N,kraj,sini
376,Rand::N,kraj,akerfineq
377,Rand::N,okraj,sini
378,Rand::N,okraj,akerfineq
379,Kante::N,hrana,akerfineq
380,Ecke::N,roh,teqeqqoq
381,Ecke::N,roh,tikeqqoq
382,Spitze::N,hrot,inngik
383,Spitze::N,špička,inngik
384,Ende::N,konec,isu
385,Loch::N,díra,putu
386,Winkel::N,kout,teqeqqorissaat
387,Muster::N,vzor,ilisserut
388,Größe::N,velikost,angissuseq
389,Länge::N,délka,takissuseq
390,Höhe::N,výška,
391,Gewicht::N,váha,oqimaalutaq
392,Menge::N,množství,amerlassuseq
393,Haufen::N,kupa,eqimattat
394,Haufen::N,hromada,eqimattat
395,Reihe::N,řada,allunaasaq
396,Reihe::N,řádek,allunaasaq
397,Boot::N,člun,qajaq
398,Boot::N,člun,angallat
399,Boot::N,člun,umiatsiaq
400,Ruder::N,veslo,iput
401,Schlitten::N,sáně,qamutit
402,Schlitten::N,sáně,qimusseq
403,Ski::N,lyže,ataarut
404,Lagerfeuer::N,táborák,
405,Last::N,náklad,nammagaq
406,Last::N,břemeno,nammagaq
407,Gang::N,chůze,
408,Gang::N,chodba,
409,Schritt::N,krok,allorneq
410,Norden::N,sever,avannaq
411,Süden::N,jih,qava
412,Süden::N,jih,kujat
413,Süden::N,jih,kujataa
414,Westen::N,západ,kitaa
415,Osten::N,východ,kangi
416,Holz::N,dřevo,qisuk
417,Brett::N,prkno,salliligaq
418,Platte::N,deska,qaateq
419,Stütze::N,opěra,ajagutaq
420,Stütze::N,opěra,ajaagutaq
421,Stange::N,tyč,kaaviffik
422,Stange::N,tyčka,kaaviffik
423,Stock::N,hůlka,ajaappissat
424,Stab::N,hůl,ajaappissat
425,Rohr::N,trubka,sullulik
426,Haus::N,dům,illu
427,Heim::N,domov,
428,Ofen::N,kamna,kissarsuut
429,Fußboden::N,podlaha,nateq
430,Tisch::N,stůl,allattarfik
431,Stuhl::N,židle,issiavik
432,Stuhl::N,židle,issiaffik
433,Wiege::N,kolébka,uaasoq
434,Bett::N,postel,nallavik
435,Regal::N,regál,ilisivik
436,Regal::N,police,ilisivik
437,Kiste::N,bedna,sakissat
438,Kiste::N,bedna,illerfiusaq
439,Fenster::N,okno,aki
440,Fenster::N,okno,igalaaq
441,Tür::N,dveře,matu
442,Tor::N,vrata,isaaffik
443,Zaun::N,plot,saputit
444,Dach::N,střecha,qaliaq
445,Leiter::N,žebřík,tummeqqat
446,Leiter::N,žebřík,majuartarfiit
447,Besen::N,koště,saligutit
448,Besen::N,smeták,saligutit
449,Spaten::N,rýč,nivaataq
450,Schaufel::N,lopata,nivaataq
451,Gabel::N,vidlička,qilluaq
452,Gabel::N,vidlička,ajassaatit
453,Löffel::N,lžíce,alussaat
454,Messer::N,nůž,savik
455,Nagel::N,hřebík,kukik
456,Netz::N,síť,anguffaseq
457,Haken::N,hák,nissik
458,Haken::N,hák,qarsorsaq
459,Haken::N,hák,qarsorsartoq
460,Griff::N,držadlo,ipi
461,Schloss::N,zámek,illussaarsuaq
462,Bild::N,obraz,assiliaq
463,Figur::N,figura,kisitsit
464,Puppe::N,panenka,inuusaq
465,Beutel::N,pytlík,
466,Bündel::N,svazek,qilertaq
467,Tasche::N,taška,pooqattaq
468,Tasche::N,brašna,pooqattaq
469,Eimer::N,kýbl,
470,Eimer::N,vědro,
471,Deckel::N,víko,matu
472,Deckel::N,příklop,matu
473,Geschirr::N,nádobí,anut
474,Sack::N,pytel,
475,Tasse::N,šálek,tiitorfik
476,Tasse::N,šálek,tiitorfiup ilorlia
477,Topf::N,hrnec,qoqqoq
478,Kessel::N,kotel,uunnaavik
479,Essen::N,jídlo,igaaq
480,Nahrung::N,strava,neqissaq
481,Nahrung::N,potrava,neqissaq
482,Speise::N,jídlo,nerisassat
483,Fleisch::N,maso,neqi
484,Getreide::N,obilí,maannineq
485,Brei::N,kaše,
486,Brot::N,chléb,iffit
487,Brot::N,chléb,iffiaq
488,Scheibe::N,krajíc,igalaassiaq
489,Fett::N,tuk,tarnutissaq
490,Fett::N,tuk,tarnutissiaq
491,Fett::N,omastek,tarnutissaq
492,Fett::N,omastek,tarnutissiaq
493,Butter::N,máslo,punneq
494,Öl::N,olej,uulia
495,Salz::N,sůl,taratsut
496,Suppe::N,polévka,qajoq
497,Honig::N,med,tungusunnitsuut
498,Milch::N,mléko,immuk
499,Tee::N,čaj,tii
500,Tee::N,čaj,teeq
501,Leder::N,kůže,
502,Wolle::N,vlna,nuersagassiaq
503,Stoff::N,látka,milliaq
504,Stoff::N,látka,qarlissiaq
505,Nadel::N,jehla,meqqut
506,Faden::N,nit,ujalussiaq
507,Knopf::N,knoflík,attat
508,Knoten::N,uzel,akeroq
509,Knoten::N,uzel,qilerneq
510,Farbe::N,barva,qalipaat
511,Kleidung::N,šaty,atisat
512,Kleidung::N,šaty,annoraaq
513,Kleidung::N,šatstvo,atisat
514,Kleidung::N,šatstvo,annoraaq
515,Hemd::N,košile,ilupaaq
516,Kragen::N,límec,qungasiinnaq
517,Ärmel::N,rukáv,aaq
518,Hose::N,kalhoty,qarliit
519,Gürtel::N,pás,qiterut
520,Gürtel::N,pás,unngersaq
521,Gürtel::N,opasek,qiterut
522,Gürtel::N,opasek,unngersaq
523,Mütze::N,čepice,nasaq
524,Schuh::N,bota,skuu
525,Schuh::N,bota,ikernuk
526,Schuh::N,bota,ateraasaq
527,Stiefel::N,holínka,kamik
528,Ring::N,prsten,assammiu
529,Band::N,pásek,qilerutissiaq
530,Kamm::N,hřeben,illaagutit
531,Kamm::N,hřeben,illaajaatit pl.
532,Spiegel::N,zrcadlo,tarrarsuut
533,Riemen::N,řemen,allunaaq
534,Schnur::N,šňůra,kujaaq
535,Schnur::N,šňůra,allunaasaq
536,Leine::N,vodítko,aleq
537,Decke::N,pokrývka,qipik
538,Decke::N,přikrývka,qipik
539,Kissen::N,polštář,akit
540,Tuch::N,šátek,qarlissiaq
541,Handtuch::N,ručník,allarut
542,Handtuch::N,ručník,allarterut
543,Kraft::N,síla,pissak
544,Stärke::N,síla,qerattarsaat
545,Gesundheit::N,zdraví,peqqisusseq
546,Krankheit::N,nemoc,nappaat
547,Krankheit::N,choroba,nappaat
548,Schmerz::N,bolest,anniaat
549,Wunde::N,rána,iki
550,Fieber::N,horečka,nappaat qanimanartoq
551,Arznei::N,lék,imigassaq
552,Brücke::N,most,ikaartarfik
553,Brunnen::N,studna,tissaluttuliaq
554,Weide::N,pastva,masarsuk
555,Weide::N,pastvina,masarsuk
556,Pfad::N,pěšina,aqqut
557,Weg::N,cesta,aggerfik
558,Straße::N,silnice,aqqusineq
559,Dorf::N,vesnice,nunaqarfik
560,Stadt::N,město,illorpaat
561,Stadt::N,město,illorpalik
562,Brief::N,dopis,allagarsiaq
563,Buch::N,kniha,atuakkat
564,Buch::N,kniha,mappersagaq
565,Buchstabe::N,písmeno,naqinneq
566,Zeitung::N,noviny,aviisi
567,Leben::N,život,inuussuseq
568,Tod::N,smrt,toqu
569,Tod::N,smrt,toquneq
570,Grab::N,hrob,iliveq
571,Grab::N,hrob,illissat
572,Kirche::N,kostel,oqaluffik
573,Sünde::N,hřích,ajorti
574,Gott::N,bůh,
575,Arbeiter::N,dělník,sulisoq
576,Arbeiter::N,pracovník,sulisoq
577,Chef::N,šéf,ittoqut
578,Chef::N,vedoucí,ittoqut
579,Meister::N,mistr,naalagaq
580,Arzt::N,lékař,katsorsaasoq
581,Lehrer::N,učitel,ilinniartitsisoq
582,Geld::N,peníze,aningaasat
583,Geschäft::N,obchod,niuertarfik
584,Laden::N,krám,niuertarfik
585,Preis::N,cena,aki
586,Ware::N,zboží,qaliata pii
587,Ware::N,zboží,nioqqutissaq
588,Nutzen::N,užitek,iluaqut
589,Reichtum::N,bohatství,
590,Welt::N,svět,nunarsuaq
591,Land::N,země,nuna
592,Staat::N,stát,
593,König::N,král,kunngi
594,Macht::N,moc,pissaassuseq
595,Macht::N,mocnost,pissaassuseq
596,Grenze::N,hranice,killik
597,Krieg::N,válka,sorsunneq
598,Feind::N,nepřítel,akeraq
599,Feind::N,nepřítel,akerartorti
600,Feind::N,nepřítel,qinngarsuisoq
601,Gewalt::N,násilí,
602,Kampf::N,boj,sorsunneq
603,Bogen[Waffe]::N,luk,
604,Pfeil::N,šíp,qalugiusaq
605,Gewehr::N,puška,aallaat
606,Gewehr::N,ručnice,aallaat
607,Fehler::N,chyba,kukkuneq
608,Fehler::N,chyba,paarlaappaa
609,Lüge::N,lež,
610,Schaden::N,škoda,
611,Unglück::N,neštěstí,perluut
612,Schuld::N,vina,akiitsugaq
613,Schuld::N,vina,akiligassaq
614,Alter::N,věk,utoqqaq
615,Schluss::N,konec,isu
616,Zeit::N,čas,ulloq
617,Zeit::N,čas,akuttoqatigiinneq
618,Tag::N,den,ulloq
619,Morgen::N,ráno,ullaaq
620,Morgen::N,jitro,ullaaq
621,Mittag::N,poledne,ulloqeqqa
622,Abend::N,večer,unnuk
623,Nacht::N,noc,unnuaq
624,Woche::N,týden,sapaatip akunnera
625,Monat::N,měsíc,qaammat
626,Jahr::N,rok,ukioq
627,Frühling::N,jaro,upernaaq
628,Sommer::N,léto,aasaq
629,Herbst::N,podzim,ukiaq
630,Winter::N,zima,ukioq
631,Januar::N,leden,siulleeq
632,Januar::N,leden,qaammaliaq
633,Februar::N,únor,aarlaat
634,März::N,březen,marsi
635,März::N,březen,martsi
636,April::N,duben,
637,Mai::N,květen,maaji
638,Juni::N,červen,juuni
639,Juli::N,červenec,juuli
640,August::N,srpen,aggusti
641,September::N,září,septembari
642,Oktober::N,říjen,oktobari
643,November::N,listopad,novembari
644,Dezember::N,prosinec,detsembari
645,Montag::N,pondělí,ataasinngortoq
646,Montag::N,pondělek,ataasinngortoq
647,Dienstag::N,úterý,marlunngorneq
648,Mittwoch::N,středa,pingasunngorneq
649,Donnerstag::N,čtvrtek,sisamanngorneq
650,Freitag::N,pátek,tallimanngorneq
651,Samstag::N,sobota,arfininngorneq
652,Sonntag::N,neděle,sapaat
653,Sonntag::N,neděle,sapaati
654,groß::A,velký,angivoq
655,klein::A,malý,mikivoq
656,lang::A,dlouhý,takisooq
657,kurz::A,krátký,naatsoq
658,breit::A,široký,silippoq
659,schmal::A,úzký,amitsoq
660,dicht::A,hustý,torsusooq
661,dick[Gegenstand]::A,tlustý,issuvoq
662,dick[Gegenstand]::A,tlustý,issusooq
663,dünn::A,tenký,amitsoq
664,fein::A,jemný,mamarpoq
665,fest::A,pevný,tangeqarpoq
666,flach::A,plochý,nalimmappoq
667,flach::A,placatý,nalimmappoq
668,glatt::A,hladký,quasak
669,hart::A,tvrdý,mattusooq
670,hart::A,tvrdý,manngerpoq
671,hart::A,tvrdý,titeqquluppoq
672,weich::A,měkký,nerumaarpoq
673,rund::A,kulatý,ammallorippoq
674,rund::A,okrouhlý,ammallorippoq
675,spitz::A,špičatý,qummukujooq
676,scharf::A,ostrý,ipippoq
677,stumpf::A,tupý,anngerpoq
678,schwer::A,těžký,oqimaappoq
679,schön::A,pěkný,kusanarpoq
680,schön::A,krásný,kusanarpoq
681,heiß::A,horký,kiappoq
682,warm::A,teplý,oqorpoq
683,kalt::A,studený,issippoq
684,kühl::A,chladný,pueqqortippoq
685,frisch::A,svěží,
686,feucht::A,vlhký,isugutavoq
687,feucht::A,vlhký,qaasernarpoq
688,nass::A,mokrý,imerorpoq
689,trocken::A,suchý,panerpoq
690,voll::A,plný,ulikkaarpoq
691,leer::A,prázdný,imaattuarpoq
692,offen::A,otevřený,ammavoq
693,geschlossen::A,zavřený,matuvoq
694,sauber::A,čistý,eqqippoq
695,sauber::A,čistý,sukuluippoq
696,sauber::A,čistý,ipeqanngilaq
697,schmutzig::A,špinavý,tapappoq
698,schmutzig::A,špinavý,minguppoq
699,roh::A,syrový,aapavoq
700,reif::A,zralý,qaarulerpoq
701,lecker::A,chutný,
702,süß::A,sladký,tungusunnippoq
703,bitter::A,hořký,qasilippoq
704,sauer::A,kyselý,
705,hell::A,světlý,qaamavoq
706,dunkel::A,temný,qernerpoq
707,schwarz::A,černý,qernerpoq
708,weiß::A,bílý,qaqorpoq
709,rot::A,rudý,aappaluppoq
710,rot::A,červený,aappaluppoq
711,gelb::A,žlutý,sungaarpoq
712,blau::A,modrý,tungujorpoq
713,grün::A,zelený,qorsooqqippoq
714,grau::A,šedý,qaserpoq
715,grau::A,šedivý,qaserpoq
716,bunt::A,pestrý,
717,billig::A,levný,akikippoq
718,billig::A,laciný,akikippoq
719,teuer::A,drahý,
720,wertvoll::A,cenný,erlinnarpoq
721,blind::A,slepý,tappiippoq
722,blind::A,slepý,isigisaqanngilaq
723,taub::A,hluchý,tusilarpoq
724,kräftig::A,silný,pissaq
725,kräftig::A,silný,pissarsuaq
726,stark::A,silný,sanngivoq
727,schwach::A,slabý,nakuippoq
728,fett::A,tučný,pualavoq
729,fett::A,tlustý,pualavoq
730,schlank::A,štíhlý,tuappoq
731,hübsch::A,hezký,aatsialaq
732,böse::A,zlý,ajorpoq
733,dumm::A,hloupý,taqajak
734,dumm::A,hloupý,sikkilluppoq
735,dumm::A,hloupý,qaatusimasaqanngilaq
736,faul::A,líný,eqiasuppoq
737,faul::A,líný,eqiattortuvoq
738,fleißig::A,pilný,eqiasuippoq
739,geizig::A,lakomý,iasilaarpoq
740,geizig::A,lakomý,tukkuippoq
741,klug::A,chytrý,mallak
742,klug::A,chytrý,ittanneq
743,klug::A,chytrý,kutaappoq
744,klug::A,chytrý,kuttaappoq
745,klug::A,chytrý,qarasagippoq
746,geschickt::A,šikovný,
747,lieb::A,milý,akisooq
748,lustig::A,veselý,piikulavoq
749,sanft::A,mírný,isumagippoq
750,hungrig::A,hladový,kaappoq
751,hungrig::A,hladový,perlilerpoq
752,krank::A,nemocný,napparsimavoq
753,nackt::A,nahý,
754,traurig::A,smutný,aliasuppoq
755,traurig::A,truchlivý,aliasuppoq
756,lebendig::A,živý,uumavoq
757,gut::A,dobrý,ajunngilaq
758,schlecht::A,špatný,sualuppoq
759,richtig::A,pravý,iluarpoq
760,richtig::A,správný,iluarpoq
761,schlimm::A,zlý,amiilaarnarpoq
762,wahr::A,pravdivý,ilumoorpoq
