,Concept_ID,ca,kk
216,Pilz::N,bolet,қозықұйрық
217,Pilz::N,bolet,саңыраукулақ
218,Zwiebel::N,ceba,жуа
219,Saat::N,sembra,тұқым
220,Korn::N,gra,дән
221,Heu::N,fenc,шөп
222,Schale::N,closca,қабық
223,Schale::N,closca,қабығы
224,Grube::N,sot,ор
225,Grube::N,clot,ор
226,Falle::N,trampa,дұзақ
227,Falle::N,trampa,қақпан
228,Schlinge::N,baga,ілмек
229,Spur::N,traça,із
230,Asche::N,cendra,күл
231,Dreck::N,llot,былғаныш
232,Eisen::N,ferro,темір
233,Gold::N,or,алтын
234,Silber::N,plata,күміс
235,Kohle::N,carbó,көмір
236,Glas::N,vidre,шыны
237,Lehm::N,fang,балшық
238,Lehm::N,argila,балшық
239,Sand::N,arena,құм
240,Mensch::N,humà,адам
241,Mensch::N,persona,адам
242,Mann::N,home,еркек
243,Mann::N,home,ер адам
244,Frau::N,dona,бике
245,Frau::N,dona,қатын
246,Kind::N,nen,бала
247,Kind::N,nen,перзент
248,Junge::N,noi,бала
249,Junge::N,noi,ер бала
250,Mädchen::N,noia,қыз
251,Familie::N,família,жанұя
252,Großvater::N,avi,ата
253,Großmutter::N,àvia,әже
254,Großmutter::N,àvia,әжей
255,Eltern::N,pares,ата-аналар
256,Vater::N,pare,әке
257,Mutter::N,mare,ана
258,Sohn::N,fill,ұл
259,Tochter::N,filla,қызым
260,Bruder::N,germà,бауырым
261,Schwester::N,germana,әпке
262,Onkel::N,oncle,көке
263,Tante::N,tia,тәте
264,Ehemann::N,espòs,ер
265,Ehefrau::N,muller,зайып
266,Freude::N,goig,қуаныш
267,Freude::N,goig,сүйініш
268,Freude::N,goig,шат-думан
269,Freude::N,goig,қуаныштылық
270,Freude::N,alegria,қуаныш
271,Freude::N,alegria,сүйініш
272,Freude::N,alegria,шат-думан
273,Freude::N,alegria,қуаныштылық
274,Gelächter::N,riallada,күлу
275,Glück::N,felicitat,бақыт
276,Glück::N,felicitat,бақыттылық
277,Kummer::N,pena,аза
278,Kummer::N,pena,қайғы
279,Kummer::N,pena,қасырет
280,Wunsch::N,desig,мүдде
281,Lust::N,ganes,тәбет
282,Lust::N,ganes,ынтызар
283,Lust::N,ganes,құштарлық
284,Geist::N,ment,рух
285,Geist::N,esperit,рух
286,Gedanke::N,pensament,ой
287,Gedächtnis::N,memòria,ес
288,Gedächtnis::N,memòria,жады
289,Gedächtnis::N,memòria,ақыл-ес
290,Verstand::N,raó,ақыл
291,Verstand::N,raó,парасат
292,Verstand::N,seny,ақыл
293,Verstand::N,seny,парасат
294,Sinn::N,solta,мән
295,Sinn::N,solta,маныз
296,Sinn::N,solta,мағына
297,Sinn::N,solta,мән-мағына
298,Sinn::N,sentit,мән
299,Sinn::N,sentit,маныз
300,Sinn::N,sentit,мағына
301,Sinn::N,sentit,мән-мағына
302,Grund::N,raó,себеп
303,Grund::N,causa,себеп
304,Wahrheit::N,veritāt,рас
305,Gespräch::N,conversa,әңгіме
306,Märchen::N,conte,ертеп
307,Märchen::N,conte,ертек
308,Erzählung::N,narració,әңгіме
309,Nachricht::N,missatge,хабар
310,Neuigkeit::N,novetat,жаңалық
311,Name::N,nom,ат
312,Name::N,nom,атау
313,Rätsel::N,endevinalla,жұмбақ
314,Rede::N,discurs,сөз
315,Sprache::N,llēngua,тіл
316,Stimme::N,veu,үн
317,Stimme::N,veu,әуен
318,Stimme::N,veu,дауыс
319,Wort::N,mot,сөз
320,Wort::N,paraula,сөз
321,Zeichen::N,signe,ишара
322,Zeichen::N,senyal,ишара
323,Ruf::N,crida,айғай
324,Lärm::N,sorōll,айғай-шу
325,Lärm::N,sorōll,айғай-ұйғай
326,Laut::N,so,дыбыс
327,Laut::N,so,дауыс
328,Ton::N,to,әуен
329,Lied::N,cançó,ән
330,Lied::N,cançó,жыр
331,Lied::N,cançó,ән-жыр
332,Ruhe::N,calma,тыныштық
333,Ruhe::N,silenci,тыныштық
334,Leute::N,gent,кісілер
335,Volk::N,poble,халық
336,Arbeit::N,labor,еңбек
337,Arbeit::N,treball,еңбек
338,Gast::N,hoste,қонақ
339,Gast::N,hoste,мейман
340,Geschenk::N,regal,қадия
341,Geschenk::N,obsequi,қадия
342,Spiel::N,joc,ойын
343,Gesellschaft::N,companyia,қауым
344,Gesellschaft::N,companyia,жұртшылық
345,Hilfe::N,ajut,жэрдем
346,Freund::N,amīc,дос
347,Kamerad::N,company,дос-жар
348,Kamerad::N,camarada,дос-жар
349,Angelegenheit::N,afer,жұмыс
350,Angelegenheit::N,assumpte,жұмыс
351,Anzahl::N,nombre,сан
352,Anzahl::N,nombre,саны
353,Anzahl::N,quantitat,сан
354,Anzahl::N,quantitat,саны
355,Art::N,tipus,түр
356,Art::N,classe,түр
357,Stück::N,peça,тілім
358,Teil::N,part,үлес
359,Teil::N,part,бөлшек
360,Hälfte::N,meitat,жарты
361,Kreis::N,cercle,шеңбер
362,Kreuz::N,creu,крест
363,Linie::N,línia,сызық
364,Strich::N,traç,сызық
365,Strich::N,ratlla,сызық
366,Abstand::N,distància,ара
367,Abstand::N,distància,аралық
368,Entfernung::N,distància,аралық
369,Gegend::N,regió,өңір
370,Gegend::N,contrada,өңір
371,Platz::N,cabuda,орны
372,Ort::N,lloc,орын
373,Seite::N,banda,жақ
374,Seite::N,banda,бүйір
375,Seite::N,costāt,жақ
376,Seite::N,costāt,бүйір
377,Mitte::N,mig,ортасы
378,Mitte::N,centre,ортасы
379,Gegenstand::N,objecte,зат
380,Gegenstand::N,objecte,нәрсе
381,Sache::N,cosa,бұйым
382,Rand::N,vora,шет
383,Rand::N,vora,шеті
384,Rand::N,marge,шет
385,Rand::N,marge,шеті
386,Kante::N,caire,қыр
387,Kante::N,caire,қыры
388,Kante::N,cantell,қыр
389,Kante::N,cantell,қыры
390,Ecke::N,cantonada,қыры
391,Ecke::N,cantonada,бұрыш
392,Spitze::N,punta,ұшы
393,Ende::N,cap,аяқ
394,Ende::N,cap,соңы
395,Loch::N,forāt,тесік
396,Winkel::N,racó,мүйіс
397,Muster::N,dibuix,мәнер
398,Muster::N,disseny,мәнер
399,Größe::N,grandària,ауқым
400,Größe::N,grandària,көлемдік
401,Länge::N,longitud,бой
402,Länge::N,longitud,ұзындық
403,Höhe::N,altura,жоғарылық
404,Höhe::N,altura,биіктік
405,Höhe::N,altitud,жоғарылық
406,Höhe::N,altitud,биіктік
407,Gewicht::N,pes,салмақ
408,Menge::N,quantitat,мөлшер
409,Haufen::N,pila,үйме
410,Haufen::N,pila,үйінді
411,Reihe::N,fila,сап
412,Boot::N,bot,қайық
413,Boot::N,barca,қайық
414,Ruder::N,rem,ескек
415,Schlitten::N,trineu,шана
416,Ski::N,esquí,шаңғы
417,Lagerfeuer::N,foc de campament,алау
418,Last::N,càrrega,ауырлық
419,Last::N,càrrega,ауыр зат
420,Gang::N,marxa,жүріс
421,Schritt::N,pas,адым
422,Norden::N,nord,солтүстік
423,Norden::N,nord,терістік
424,Süden::N,sud,оңтүстік
425,Westen::N,oest,батыс
426,Westen::N,occident,батыс
427,Osten::N,est,күншығыс
428,Osten::N,orient,күншығыс
429,Holz::N,fusta,ағаш
430,Holz::N,fusta,сүрек
431,Brett::N,taula,тақта
432,Platte::N,placa,тақта
433,Stütze::N,suport,тіреу
434,Stange::N,vara,қада
435,Stock::N,pal,сойыл
436,Stab::N,bastó,сырық
437,Rohr::N,tub,құбыр
438,Haus::N,casa,үй
439,Heim::N,llar,үйлі
440,Heim::N,llar,шаңырақ
441,Ofen::N,estufa,ошақ
442,Ofen::N,estufa,пеш
443,Fußboden::N,terra,еден
444,Tisch::N,taula,үстел
445,Stuhl::N,cadira,орындық
446,Wiege::N,bressol,бесік
447,Bett::N,llit,кереует
448,Regal::N,prestatgeria,сөре
449,Kiste::N,caixa,жәшік
450,Fenster::N,finestra,терезе
451,Tür::N,porta,есік
452,Tor::N,portal,дарбаза
453,Zaun::N,tanca,дуал
454,Dach::N,teulada,шатыр
455,Leiter::N,escala,саты
456,Leiter::N,escala,басқыш
457,Leiter::N,escala de mà,саты
458,Leiter::N,escala de mà,басқыш
459,Besen::N,escombra,сыпырғыш
460,Spaten::N,pala,күрек
461,Schaufel::N,pala,қалақ
462,Gabel::N,forquilla,аша
463,Gabel::N,forquilla,шанышқы
464,Löffel::N,cullera,қасық
465,Messer::N,coltell,пышақ
466,Nagel::N,clau,мық
467,Nagel::N,clau,шеге
468,Netz::N,filat,керегекөз
469,Haken::N,ganxo,ілмек
470,Griff::N,puny,сап
471,Griff::N,puny,тұтқа
472,Griff::N,mànec,сап
473,Griff::N,mànec,тұтқа
474,Schloss::N,pany,құлып
475,Schloss::N,pany,бекіткіш
476,Bild::N,imatge,сурет
477,Figur::N,figura,тұлға
478,Puppe::N,nina,қуыршақ
479,Beutel::N,bossa,қапшық
480,Bündel::N,feix,байлам
481,Bündel::N,paquet,байлам
482,Tasche::N,bossa,дорба
483,Eimer::N,galleda,шелек
484,Deckel::N,tapa,жапқыш
485,Deckel::N,tapadora,жапқыш
486,Geschirr::N,vaixella,ыдыс
487,Sack::N,sac,қап
488,Sack::N,saca,қап
489,Tasse::N,tassa,шыныаяқ
490,Topf::N,pot,кәстрөл
491,Topf::N,olla,кәстрөл
492,Kessel::N,caldera,қазан
493,Essen::N,àpat,ас
494,Essen::N,menjada,ас
495,Nahrung::N,aliment,ас
496,Nahrung::N,aliment,тамақ
497,Speise::N,plat,тағам
498,Fleisch::N,carn,ет
499,Getreide::N,cereals,дәнді
500,Brei::N,puré,ботқа
501,Brot::N,pa,күлше
502,Scheibe::N,tall,тілім
503,Scheibe::N,llesca,тілім
504,Fett::N,greix,май
505,Butter::N,mantega,май
506,Öl::N,oli,май
507,Salz::N,sal,тұз
508,Suppe::N,sopa,көже
509,Honig::N,mel,бал
510,Milch::N,llet,сүт
511,Tee::N,te,шай
512,Leder::N,cuir,көн
513,Wolle::N,llana,жүн
514,Stoff::N,tela,мата
515,Stoff::N,tela,кездеме
516,Nadel::N,agulla,ине
517,Faden::N,fil,жіп
518,Knopf::N,botó,түйме
519,Knoten::N,nus,түйін
520,Farbe::N,pintura,рең
521,Kleidung::N,roba,киім
522,Kleidung::N,vestits,киім
523,Hemd::N,camisa,жейде
524,Kragen::N,coll,жаға
525,Ärmel::N,màniga,жең
526,Hose::N,pantalōns,шалбар
527,Gürtel::N,cinturó,белбеу
528,Mütze::N,gorra,қалпақ
529,Schuh::N,sabata,кебіс
530,Stiefel::N,bota,етік
531,Ring::N,anell,жүзік
532,Band::N,veta,таспа
533,Band::N,cinta,таспа
534,Kamm::N,pinta,тарақ
535,Spiegel::N,mirāll,айна
536,Riemen::N,corretja,қайыс
537,Schnur::N,corda,жіп
538,Leine::N,corretja,тізгін
539,Decke::N,manta,көрпе
540,Decke::N,flassada,көрпе
541,Kissen::N,coixí,жастық
542,Tuch::N,mocador,орамал
543,Handtuch::N,tovallola,сүлгі
544,Kraft::N,força,қуат
545,Kraft::N,força,қарқын
546,Kraft::N,força,әл-шама
547,Kraft::N,força,әл-дәрмен
548,Stärke::N,vigor,әл
549,Stärke::N,vigor,күш
550,Gesundheit::N,salut,денсаулык
551,Krankheit::N,malaltia,ауру
552,Schmerz::N,dolor,ауру
553,Wunde::N,ferida,зақым
554,Wunde::N,ferida,жарақат
555,Fieber::N,febre,безгек
556,Fieber::N,febre,қалтырау
557,Fieber::N,febre,қызу көтерілуі
558,Arznei::N,medicament,дәрі
559,Arznei::N,medicament,дәрі-дәрмек
560,Brücke::N,pont,көпір
561,Brunnen::N,pou,құдық
562,Weide::N,pastura,өріс
563,Weide::N,pastura,жайылым
564,Pfad::N,senda,жол
565,Pfad::N,sender,жол
566,Weg::N,camí,жол
567,Straße::N,carretera,жол
568,Dorf::N,poble,ауыл
569,Stadt::N,ciutāt,қала
570,Stadt::N,ciutāt,шаһар
571,Brief::N,carta,хат
572,Brief::N,carta,жазу
573,Buch::N,llibre,кітап
574,Buchstabe::N,lletra,әріп
575,Buchstabe::N,lletra,қаріп
576,Zeitung::N,diāri,газет
577,Leben::N,vida,өмір
578,Leben::N,vida,тіршілік
579,Tod::N,mort,опат
580,Grab::N,tomba,мола
581,Grab::N,tomba,мазар
582,Kirche::N,església,шіркеу
583,Sünde::N,pecat,күнә
584,Gott::N,déu,алла
585,Gott::N,déu,құдай
586,Gott::N,déu,тәңірі
587,Gott::N,déu,пәруардігер
588,Gott::N,déu,жаратқан тәңірі
589,Arbeiter::N,obrer,жүмысшы
590,Chef::N,cap,басшы
591,Chef::N,cap,жұмыс басқарушысы
592,Meister::N,mestre,шебер
593,Meister::N,mestre,өнерпаз
594,Arzt::N,metge,дәрігер
595,Lehrer::N,mestre,мұғалім
596,Geld::N,dinērs,пұл
597,Geschäft::N,negoci,бизнес
598,Laden::N,tenda,дүкен
599,Laden::N,botiga,дүкен
600,Preis::N,preu,ақы
601,Preis::N,preu,құны
602,Preis::N,preu,нарық
603,Ware::N,mercaderia,тауар
604,Nutzen::N,profit,пайда
605,Reichtum::N,riquesa,бақ-дәулет
606,Welt::N,món,әлем
607,Welt::N,món,жиһан
608,Land::N,país,аймақ
609,Staat::N,estat,мемлекет
610,König::N,rei,патша
611,Macht::N,poder,өкімет
612,Macht::N,poder,қожалық
613,Macht::N,potència,өкімет
614,Macht::N,potència,қожалық
615,Grenze::N,frontera,шек
616,Krieg::N,guerra,соғыс
617,Feind::N,enemic,жау
618,Feind::N,enemic,дұшпан
619,Gewalt::N,violència,зорлык
620,Gewalt::N,violència,зорлық-зомбылык
621,Kampf::N,lluita,күрес
622,Kampf::N,lluita,алыспақ
623,Bogen[Waffe]::N,arc,саржа
624,Pfeil::N,fletxa,жебе
625,Gewehr::N,fusell,қару
626,Gewehr::N,escopeta,қару
627,Fehler::N,falta,әбес
628,Fehler::N,falta,қаталық
629,Lüge::N,mentida,өтірік
630,Schaden::N,dany,зиян
631,Schaden::N,dany,зарар
632,Unglück::N,desgràcia,пәле
633,Unglück::N,desgràcia,қасырет
634,Unglück::N,desgràcia,ауыртпалық
635,Schuld::N,culpa,айыптылық
636,Alter::N,edat,жас
637,Alter::N,edat,жас шамасы
638,Schluss::N,fi,ада
639,Schluss::N,fi,бітуі
640,Schluss::N,final,ада
641,Schluss::N,final,бітуі
642,Zeit::N,temps,уақыт
643,Tag::N,dia,күн
644,Morgen::N,matí,таң
645,Morgen::N,matí,таңертең
646,Mittag::N,migdia,талтүс
647,Abend::N,vespre,кеш
648,Nacht::N,nit,түн
649,Woche::N,setmana,апта
650,Monat::N,mes,ай
651,Jahr::N,any,жыл
652,Frühling::N,primavera,көктем
653,Sommer::N,estīu,жаз
654,Herbst::N,tardor,күз
655,Winter::N,hivērn,қыс
656,Januar::N,gener,каңтар
657,Februar::N,febrer,ақпан
658,März::N,març,наурыз
659,April::N,abril,сәуір
660,Mai::N,maig,мамыр
661,Juni::N,juny,маусым
662,Juli::N,juliol,шілде
663,August::N,agost,сүмбіле
664,August::N,agost,тамыз
665,September::N,setembre,қыркүйек
666,Oktober::N,octubre,ақырап
667,November::N,novembre,қараша
668,Dezember::N,desembre,желтоқсан
669,Montag::N,dilluns,дүйсенбі
670,Dienstag::N,dimarts,сейсенбі
671,Mittwoch::N,dimecres,сәрсенбі
672,Donnerstag::N,dijous,бейсенбі
673,Freitag::N,divendres,жұма
674,Samstag::N,dissabte,сенбі
675,Sonntag::N,diumenge,жексембі
676,groß::A,gros,алпамсадай
677,klein::A,petīt,кішкене
678,klein::A,petīt,қарғадай
679,lang::A,llarg,сопақ
680,lang::A,llarg,сорайған
681,kurz::A,curt,кеспелтек
682,breit::A,ample,айдынды
683,schmal::A,estret,қысық
684,dicht::A,dens,жиі
685,dick[Gegenstand]::A,gruixūt,шомбал
686,dünn::A,prim,жұқа
687,dünn::A,prim,жіңішке
688,fein::A,fi,қаңылтақ
689,fest::A,ferm,берік
690,fest::A,ferm,мызғымас
691,fest::A,sòlid,берік
692,fest::A,sòlid,мызғымас
693,flach::A,pla,жалпак
694,glatt::A,llis,типыл
695,hart::A,dur,қатты
696,weich::A,tou,жұмсақ
697,rund::A,rodó,домалақ
698,spitz::A,punxegut,үшкір
699,scharf::A,agut,сүйрік
700,stumpf::A,rom,доғал
701,stumpf::A,rom,өтпейтін
702,stumpf::A,esmussat,доғал
703,stumpf::A,esmussat,өтпейтін
704,schwer::A,pesāt,салмақты
705,schön::A,bonīc,сұлу
706,heiß::A,calēnt,ыссы
707,warm::A,càlid,жылы
708,kalt::A,fred,аязды
709,kühl::A,fresc,салқын
710,frisch::A,fresc,таза
711,frisch::A,fresc,жаңа
712,feucht::A,humit,нам
713,feucht::A,humit,дымқылды
714,nass::A,mullat,сулы
715,trocken::A,sec,құрғақ
716,voll::A,ple,толы
717,leer::A,buit,бос
718,offen::A,obert,ашып қойылған
719,geschlossen::A,tancat,жабулы
720,sauber::A,net,дақсыз
721,sauber::A,net,мұнтаздай
722,schmutzig::A,brut,айғыз
723,schmutzig::A,brut,сатпақ
724,schmutzig::A,brut,сатал-сатал
725,roh::A,cru,шикі
726,reif::A,madur,піскен
727,lecker::A,deliciós,дәмді
728,süß::A,dolç,тәтті
729,bitter::A,amarg,ащы
730,sauer::A,agre,қышқыл
731,hell::A,clar,жарық
732,hell::A,clar,жарқын
733,dunkel::A,fosc,қараңғы
734,schwarz::A,negre,қара
735,weiß::A,blanc,ақ
736,rot::A,vermēll,қызыл
737,gelb::A,groc,сары
738,blau::A,blau,көк
739,grün::A,verd,жасыл
740,grau::A,gris,бозамық
741,bunt::A,multicolor,алабажак
742,billig::A,barat,арзан
743,teuer::A,car,бағалы
744,wertvoll::A,preciós,құнды
745,wertvoll::A,preciós,қымбат
746,blind::A,cec,көзсіз
747,blind::A,cec,көр
748,blind::A,cec,көр_соқыр
749,taub::A,sord,керең
750,taub::A,sord,саңырау
751,kräftig::A,fort,қуатты
752,kräftig::A,fort,қарымды
753,kräftig::A,vigorós,қуатты
754,kräftig::A,vigorós,қарымды
755,stark::A,fort,білекті
756,schwach::A,feble,әлсіз
757,schwach::A,feble,күшсіз
758,schwach::A,feble,қайратсыз
759,fett::A,gras,семіз
760,schlank::A,esvelt,ашаң
761,hübsch::A,maco,ажарлы
762,hübsch::A,maco,шырайлы
763,böse::A,dolent,өш
764,böse::A,dolent,сұм
765,böse::A,dolent,жауыз
766,dumm::A,ximple,көкми
767,dumm::A,ximple,ақымақ
768,dumm::A,ximple,миы жоқ
769,dumm::A,estúpid,көкми
770,dumm::A,estúpid,ақымақ
771,dumm::A,estúpid,миы жоқ
772,faul::A,gandūl,жалқау
773,faul::A,gandūl,еріншек
774,faul::A,mandrós,жалқау
775,faul::A,mandrós,еріншек
776,fleißig::A,diligēnt,ұқыпты
777,geizig::A,avar,сараң
778,klug::A,intel·ligent,жетік
779,klug::A,intel·ligent,ақылды
780,geschickt::A,hàbil,шебер
781,lieb::A,amat,абзал
782,lieb::A,amat,айналайын
783,lieb::A,estimat,абзал
784,lieb::A,estimat,айналайын
785,lustig::A,alegre,көңілді
786,sanft::A,suau,жуас
787,hungrig::A,afamat,аш
788,krank::A,malālt,кеселді
789,nackt::A,nu,жалаңаш
790,traurig::A,trist,қапа
791,lebendig::A,viu,тірі
792,lebendig::A,viu,жанды
793,gut::A,bo,жақсы
794,schlecht::A,dolēnt,жаман
795,richtig::A,just,дұрыс
796,richtig::A,correcte,дұрыс
797,schlimm::A,greu,жаман
798,wahr::A,vertader,нағыз
799,wahr::A,veritable,нағыз
800,alt::A,vell,ескі
801,neu::A,nou,жаңа
802,ehemalig::A,antic,өткен
803,ehemalig::A,antic,бұрынғы
804,alt[Lebewesen]::A,vell,кексе
805,jung::A,jove,науша
806,arm::A,pobre,кедей
807,arm::A,pobre,дәулетсіз
808,reich::A,ric,малды
809,bekannt::A,conegut,таныс
810,bekannt::A,conegut,көзтаныс
811,berühmt::A,famós,атақты
812,fremd::A,estrany,бөтен
813,verschieden::A,diferent,түрлі
814,nah::A,pròxim,жуық
815,nah::A,pròxim,етене
816,fern::A,llunyà,алыс
817,fern::A,llunyà,алыстағы
818,fern::A,distant,алыс
819,fern::A,distant,алыстағы
820,linker::A,esquerre,сол
821,linker::A,esquerre,солшыл
822,rechter::A,dret,оң
823,anderer::A,altre,өзге
824,anderer::A,altre,былайғы
825,erster::A,primer,алғашқы
826,zweiter::A,segon,екінші
827,dritter::A,tercer,үшінші
