,Concept_ID,sq,es
62,Traum::N,ëndërr,ensueño
63,Himmel::N,qiell,cielo
64,Sonne::N,diell,sol
65,Mond::N,hënë,luna
66,Stern::N,yll,estrella
67,Luft::N,ajër,aire
68,Wind::N,erë,viento
69,Welle::N,valë,ola
70,Welle::N,valë,onda
71,Welle::N,dallgë,ola
72,Welle::N,dallgë,onda
73,Wasser::N,ujë,agua
74,Stein::N,gur,piedra
75,Boden::N,tokë,suelo
76,Boden::N,truall,suelo
77,Erde::N,dhe,tierra
78,Erde::N,baltë,tierra
79,Staub::N,pluhur,polvo
80,Rauch::N,tym,humo
81,Funke::N,xixë,chispa
82,Funke::N,shkëndijë,chispa
83,Feuer::N,zjarr,fuego
84,Licht::N,dritë,luz
85,Schatten::N,hije,sombra
86,Wetter::N,mot,tiempo
87,Nebel::N,mjegull,niebla
88,Wolke::N,re,nube
89,Regen::N,shi,lluvia
90,Schnee::N,borë,nieve
91,Eis::N,akull,hielo
92,Frost::N,ngricë,helada
93,Kälte::N,të ftohtë,frío
94,Hitze::N,vapë,calor
95,Hitze::N,nxehtësi,calor
96,Raureif::N,cikmë,escarcha
97,Regenbogen::N,ylber,arco iris
98,Donner::N,gjëmim,trueno
99,Donner::N,bubullimë,trueno
100,Strömung::N,rrymë,corriente
101,Tropfen::N,pikë,gota
102,Schaum::N,shkumë,espuma
103,Schmutz::N,baltë,suciedad
104,See::N,liqen,lago
105,Sumpf::N,batak,pantano
106,Moor::N,kënetë,turbera
107,Wiese::N,livadh,prado
108,Wiese::N,livadh,pradera
109,Wald::N,pyll,bosque
110,Hügel::N,kodër,colina
111,Anhöhe::N,bregore,cerro
112,Berg::N,mal,monte
113,Berg::N,mal,montaña
114,Gipfel::N,kulm,cima
115,Gipfel::N,kulm,cumbre
116,Höhle::N,shpellë,cueva
117,Höhle::N,shpellë,caverna
118,Höhle::N,zgafelle,cueva
119,Höhle::N,zgafelle,caverna
120,Abhang::N,shpat,cuesta
121,Abhang::N,shpat,declive
122,Abhang::N,tatëpjetë,cuesta
123,Abhang::N,tatëpjetë,declive
124,Quelle::N,krua,fuente
125,Quelle::N,krua,manantial
126,Quelle::N,burim,fuente
127,Quelle::N,burim,manantial
128,Bach::N,virua,arroyo
129,Fluss::N,lumë,río
130,Ufer::N,breg,orilla
131,Küste::N,anëdet,costa
132,Küste::N,bregdet,costa
133,Festland::N,kontinent,tierra firme
134,Meer::N,det,mar
135,Bucht::N,gji deti,cala
136,Bucht::N,gji deti,bahía
137,Insel::N,ishull,isla
138,Insel::N,ujdhesë,isla
139,Blume::N,lule,flor
140,Gras::N,bar,hierba
141,Wurzel::N,rrënjë,raíz
142,Baum::N,pemë,árbol
143,Stamm::N,trung,tronco
144,Rinde::N,lëvore,corteza
145,Ast::N,degë,rama
146,Zweig::N,bisk,ramo
147,Blatt::N,fletë,hoja
148,Blatt::N,gjethe,hoja
149,Birke::N,mështekën,abedul
150,Kiefer[Baum]::N,pishë,pino
151,Weide[Baum]::N,shelg,sauce
152,Tanne::N,bredh,abeto
153,Horn::N,bri,asta
154,Horn::N,bri,cuerno
155,Feder::N,pupël,pluma
156,Fell::N,lëkurë,piel
157,Flügel::N,krah,ala
158,Flügel::N,fletë,ala
159,Klaue::N,kthetër,garra
160,Kralle::N,thua,uña
161,Kralle::N,thua,garra
162,Kralle::N,kthetër,uña
163,Kralle::N,kthetër,garra
164,Schwanz::N,bisht,cola
165,Ei::N,vezë,huevo
166,Nest::N,fole,nido
167,Bau::N,strofkë,madriguera
168,Tier::N,kafshë,animal
169,Herde::N,kope,rebaño
170,Herde::N,grigjë,rebaño
171,Kuh::N,lopë,vaca
172,Bulle::N,dem,toro
173,Pferd::N,kalë,caballo
174,Schaf::N,dele,oveja
175,Schwein::N,derr,cerdo
176,Hund::N,qen,perro
177,Katze::N,mace,gato
178,Bär::N,ari,oso
179,Eichhörnchen::N,ketër,ardilla
180,Elch::N,dre brilopatë,alce
181,Fuchs::N,dhelpër,zorro
182,Hase::N,lepur,liebre
183,Maus::N,mi,ratón
184,Wolf::N,ujk,lobo
185,Vogel::N,zog,ave
186,Vogel::N,zog,pájaro
187,Vogel::N,shpend,ave
188,Vogel::N,shpend,pájaro
189,Schwarm::N,luzmë,bandada
190,Huhn::N,pulë,gallina
191,Hahn::N,gjel,gallo
192,Hahn::N,këndes,gallo
193,Gans::N,patë,oca
194,Gans::N,patë,ganso
195,Adler::N,shqiponjë,águila
196,Ente::N,rosë,pato
197,Eule::N,buf,lechuza
198,Kranich::N,lejlek,grulla
199,Kranich::N,kurrillë,grulla
200,Krähe::N,sorrë,corneja
201,Kuckuck::N,qyqe,cuco
202,Schwan::N,mjellmë,cisne
203,Fisch::N,peshk,pez
204,Barsch::N,purtekë,perca
205,Hecht::N,mlysh,lucio
206,Schlange[Tier]::N,gjarpër,serpiente
207,Wurm::N,krimb,gusano
208,Spinne::N,marimangë,araña
209,Ameise::N,thnegël,hormiga
210,Ameise::N,milingonë,hormiga
211,Laus::N,morr,piojo
212,Mücke::N,kunup,mosquito
213,Mücke::N,mushkonjë,mosquito
214,Fliege::N,mizë,mosca
215,Schmetterling::N,flutur,mariposa
216,Beere::N,frutë,baya
217,Beere::N,manaferrë,baya
218,Apfel::N,mollë,manzana
219,Pilz::N,kërpudhë,seta
220,Pilz::N,kërpudhë,hongo
221,Zwiebel::N,qepë,cebolla
222,Saat::N,farë,siembra
223,Korn::N,grurë,grano
224,Korn::N,kokërr,grano
225,Heu::N,sanë,heno
226,Schale::N,lëkurë,cáscara
227,Grube::N,gropë,foso
228,Falle::N,kurth,trampa
229,Falle::N,grackë,trampa
230,Schlinge::N,nyjë,lazo
231,Spur::N,gjurmë,huella
232,Asche::N,hi,ceniza
233,Dreck::N,baltë,suciedad
234,Eisen::N,hekur,hierro
235,Gold::N,ar,oro
236,Gold::N,flori,oro
237,Silber::N,argjend,plata
238,Kohle::N,qymyr,carbón
239,Glas::N,qelq,vidrio
240,Glas::N,qelq,cristal
241,Lehm::N,argjilë,barro
242,Sand::N,rërë,arena
243,Mensch::N,njeri,hombre
244,Mensch::N,njeri,ser humano
245,Mann::N,burrë,hombre
246,Mann::N,mashkull,hombre
247,Frau::N,grua,mujer
248,Frau::N,femër,mujer
249,Kind::N,kalama,niño
250,Junge::N,djalë,chico
251,Junge::N,djalë,muchacho
252,Mädchen::N,gocë,chica
253,Mädchen::N,gocë,muchacha
254,Mädchen::N,vajzë,chica
255,Mädchen::N,vajzë,muchacha
256,Familie::N,familje,familia
257,Großvater::N,gjysh,abuelo
258,Großmutter::N,gjyshe,abuela
259,Eltern::N,prindër,padres
260,Vater::N,atë,padre
261,Mutter::N,nënë,madre
262,Sohn::N,bir,hijo
263,Tochter::N,bijë,hija
264,Bruder::N,vëlla,hermano
265,Schwester::N,motër,hermana
266,Onkel::N,dajë,tío
267,Onkel::N,xhaxha,tío
268,Tante::N,teze,tía
269,Tante::N,hallë,tía
270,Ehemann::N,burrë,esposo
271,Ehemann::N,bashkëshort,esposo
272,Ehefrau::N,grua,esposa
273,Ehefrau::N,bashkëshorte,esposa
274,Freude::N,gaz,placer
275,Freude::N,gaz,alegría
276,Freude::N,gëzim,placer
277,Freude::N,gëzim,alegría
278,Gelächter::N,qeshje,risa
279,Gelächter::N,qeshje,carcajada
280,Glück::N,lumturi,felicidad
281,Kummer::N,brengë,pena
282,Kummer::N,pikëllim,pena
283,Wunsch::N,dëshirë,deseo
284,Lust::N,epsh,ganas
285,Lust::N,dashuri,ganas
286,Geist::N,frymë,mente
287,Geist::N,frymë,espíritu
288,Geist::N,shpirt,mente
289,Geist::N,shpirt,espíritu
290,Gedanke::N,ide,idea
291,Gedanke::N,ide,pensamiento
292,Gedanke::N,mendim,idea
293,Gedanke::N,mendim,pensamiento
294,Gedächtnis::N,kujtesë,memoria
295,Verstand::N,mend,razón
296,Verstand::N,mend,entendimiento
297,Sinn::N,kuptim,sentido
298,Sinn::N,kuptim,significado
299,Grund::N,arsye,causa
300,Wahrheit::N,vërtetë,verdad
301,Gespräch::N,bisedim,conversación
302,Märchen::N,përrallë,cuento
303,Erzählung::N,tregim,cuento
304,Erzählung::N,tregim,narración
305,Nachricht::N,lajm,mensaje
306,Neuigkeit::N,risi,noticia
307,Name::N,emër,nombre
308,Rätsel::N,gjëzë,acertijo
309,Rätsel::N,gjëzë,adivinanza
310,Rätsel::N,gjëegjëzë,acertijo
311,Rätsel::N,gjëegjëzë,adivinanza
312,Rede::N,fjalim,discurso
313,Sprache::N,gjuhë,lengua
314,Stimme::N,zë,voz
315,Wort::N,fjalë,palabra
316,Zeichen::N,shenjë,señal
317,Ruf::N,thirrmë,llamada
318,Lärm::N,zhurmë,ruido
319,Lärm::N,zhurmë,barullo
320,Laut::N,tingull,sonido
321,Ton::N,ton,tono
322,Lied::N,këngë,canción
323,Ruhe::N,qetësi,calma
324,Ruhe::N,qetësi,silencio
325,Leute::N,botë,gente
326,Leute::N,njerëz,gente
327,Volk::N,popull,pueblo
328,Arbeit::N,punë,trabajo
329,Gast::N,mik,huésped
330,Gast::N,mik,invitado
331,Gast::N,mysafir,huésped
332,Gast::N,mysafir,invitado
333,Geschenk::N,dhuratë,regalo
334,Geschenk::N,peshqesh,regalo
335,Spiel::N,lojë,juego
336,Gesellschaft::N,shoqëri,compañía
337,Hilfe::N,ndihmë,ayuda
338,Hilfe::N,ndihmë,socorro
339,Freund::N,mik,amigo
340,Kamerad::N,shok,camarada
341,Kamerad::N,shok,compañero
342,Angelegenheit::N,punë,asunto
343,Anzahl::N,sasi,cantidad
344,Art::N,lloj,tipo
345,Art::N,lloj,clase
346,Stück::N,copë,pieza
347,Teil::N,pjesë,parte
348,Hälfte::N,gjysmë,mitad
349,Kreis::N,qark,círculo
350,Kreis::N,rreth,círculo
351,Kreuz::N,kryq,cruz
352,Linie::N,vijë,línea
353,Strich::N,vizë,raya
354,Strich::N,vizë,trazo
355,Abstand::N,distancë,distancia
356,Entfernung::N,largim,distancia
357,Gegend::N,vise,región
358,Gegend::N,vise,comarca
359,Gegend::N,krahinë,región
360,Gegend::N,krahinë,comarca
361,Platz::N,shesh,espacio
362,Ort::N,vend,sitio
363,Seite::N,anë,lado
364,Seite::N,anë,costado
365,Mitte::N,mes,medio
366,Mitte::N,mes,centro
367,Gegenstand::N,send,objeto
368,Sache::N,gjë,cosa
369,Sache::N,send,cosa
370,Rand::N,qoshe,borde
371,Kante::N,teh,borde
372,Ecke::N,qoshe,esquina
373,Spitze::N,majë,punta
374,Ende::N,skaj,cabo
375,Ende::N,skaj,extremo
376,Ende::N,bisht,cabo
377,Ende::N,bisht,extremo
378,Loch::N,vrimë,agujero
379,Loch::N,vrimë,abertura
380,Winkel::N,kënd,ángulo
381,Muster::N,mostër,dibujo
382,Größe::N,madhësi,tamaño
383,Länge::N,gjatësi,longitud
384,Höhe::N,lartësi,altura
385,Höhe::N,lartësi,altitud
386,Gewicht::N,peshë,peso
387,Menge::N,sasi,cantidad
388,Haufen::N,grumbull,montón
389,Reihe::N,radhë,fila
390,Reihe::N,rresht,fila
391,Boot::N,barkë,bote
392,Boot::N,barkë,barca
393,Boot::N,lundër,bote
394,Boot::N,lundër,barca
395,Ruder::N,rrem,remo
396,Schlitten::N,sajë,trineo
397,Ski::N,ski,esquí
398,Lagerfeuer::N,flakadan,hoguera
399,Lagerfeuer::N,zjarr i madh,hoguera
400,Last::N,barrë,carga
401,Gang::N,ecje,marcha
402,Schritt::N,hap,paso
403,Norden::N,veri,norte
404,Süden::N,jug,sur
405,Westen::N,perëndim,oeste
406,Osten::N,lindje,este
407,Holz::N,dru,madera
408,Brett::N,dërrasë,tabla
409,Platte::N,pllakë,placa
410,Platte::N,pllakë,plancha
411,Stütze::N,shtyllë,sostén
412,Stütze::N,shtyllë,soporte
413,Stütze::N,mbështetesë,sostén
414,Stütze::N,mbështetesë,soporte
415,Stange::N,shufër,vara
416,Stange::N,shufër,percha
417,Stock::N,dajak,palo
418,Stock::N,dajak,bastón
419,Stab::N,shkop,vara
420,Stab::N,shkop,bastón
421,Rohr::N,tub,tubo
422,Haus::N,shtëpi,casa
423,Heim::N,konak,hogar
424,Heim::N,shtëpi,hogar
425,Ofen::N,sobë,estufa
426,Ofen::N,stufë,estufa
427,Fußboden::N,dysheme,suelo
428,Tisch::N,tryezë,mesa
429,Stuhl::N,karrige,silla
430,Wiege::N,djep,cuna
431,Bett::N,shtrat,cama
432,Regal::N,raft,estantería
433,Kiste::N,kuti,caja
434,Fenster::N,dritare,ventana
435,Tür::N,derë,puerta
436,Tor::N,portë,puerta
437,Zaun::N,gardh,valla
438,Zaun::N,gardh,cercado
439,Dach::N,çati,techo
440,Dach::N,çati,tejado
441,Leiter::N,shkallë,escalera
442,Besen::N,fshesë,escoba
443,Spaten::N,lopatë,pala
444,Schaufel::N,qyrek,pala
445,Schaufel::N,qyrek,paleta
446,Gabel::N,pirun,tenedor
447,Löffel::N,lugë,cuchara
448,Messer::N,thikë,cuchillo
449,Nagel::N,gozhdë,clavo
450,Netz::N,rrjetë,red
451,Haken::N,grep,gancho
452,Haken::N,grep,corchete
453,Haken::N,grremç,gancho
454,Haken::N,grremç,corchete
455,Griff::N,dorak,asa
456,Griff::N,dorak,mango
457,Griff::N,dorezë,asa
458,Griff::N,dorezë,mango
459,Schloss::N,bravë,cerradura
460,Bild::N,tablo,imagen
461,Bild::N,pikturë,imagen
462,Figur::N,figurë,figura
463,Puppe::N,kukull,muñeca
464,Beutel::N,qese,bolsa
465,Beutel::N,trastë,bolsa
466,Bündel::N,deng,haz
467,Tasche::N,çantë,bolso
468,Eimer::N,kovë,cubo
469,Deckel::N,kapak,tapa
470,Deckel::N,kapak,tapadera
471,Deckel::N,mbulesë,tapa
472,Deckel::N,mbulesë,tapadera
473,Geschirr::N,enë,vajilla
474,Sack::N,thes,saco
475,Sack::N,torbë,saco
476,Tasse::N,filxhan,taza
477,Topf::N,kusi,olla
478,Topf::N,kusi,marmita
479,Topf::N,tenxhere,olla
480,Topf::N,tenxhere,marmita
481,Kessel::N,kazan,caldera
482,Essen::N,ngrënie,comida
483,Nahrung::N,ushqim,alimento
484,Speise::N,gatesë,plato
485,Fleisch::N,mish,carne
486,Getreide::N,drithë,cereales
487,Brei::N,qull,puré
488,Brei::N,qull,papilla
489,Brot::N,bukë,pan
490,Scheibe::N,fetë,lonja
491,Scheibe::N,fetë,rebanada
492,Fett::N,lyrë,grasa
493,Fett::N,yndyrë,grasa
494,Butter::N,gjalpë,mantequilla
495,Öl::N,vaj,aceite
496,Salz::N,kripë,sal
497,Suppe::N,supë,sopa
498,Suppe::N,çorbë,sopa
499,Honig::N,mjaltë,miel
500,Milch::N,qumësht,leche
501,Tee::N,çaj,té
502,Leder::N,lëkurë,cuero
503,Wolle::N,lesh,lana
504,Stoff::N,pëlhurë,tela
505,Stoff::N,pëlhurë,tejido
506,Nadel::N,gjilpërë,aguja
507,Faden::N,pe,hilo
508,Faden::N,fije,hilo
509,Knopf::N,kopsë,botón
510,Knoten::N,komb,nudo
511,Farbe::N,bojë,pintura
512,Kleidung::N,veshje,ropa
513,Kleidung::N,veshje,vestidos
514,Hemd::N,këmishë,camisa
515,Kragen::N,jakë,cuello
516,Ärmel::N,mëngë,manga
517,Hose::N,brekë,pantalón
518,Gürtel::N,rrip,cinturón
519,Mütze::N,kësulë,gorro
520,Schuh::N,këpucë,zapato
521,Stiefel::N,çizme,bota
522,Ring::N,unazë,anillo
523,Band::N,shirit,cinta
524,Kamm::N,krehër,peine
525,Spiegel::N,pasqyrë,espejo
526,Riemen::N,rrip,correa
527,Schnur::N,litar,cuerda
528,Schnur::N,cikomë,cuerda
529,Leine::N,rrip,correa
530,Decke::N,batanije,manta
531,Kissen::N,jastëk,almohada
532,Tuch::N,shami,pañuelo
533,Handtuch::N,peshqir,toalla
534,Kraft::N,forcë,fuerza
535,Stärke::N,koll,fuerza
536,Gesundheit::N,shëndet,salud
537,Krankheit::N,sëmundje,enfermedad
538,Schmerz::N,dhimbje,dolor
539,Wunde::N,plagë,llaga
540,Wunde::N,plagë,herida
541,Fieber::N,ethe,fiebre
542,Arznei::N,ilaç,medicina
543,Arznei::N,ilaç,medicamento
544,Brücke::N,urë,puente
545,Brunnen::N,pus,pozo
546,Weide::N,kullotë,pasto
547,Pfad::N,ravë,sendero
548,Pfad::N,shteg,sendero
549,Weg::N,udhë,camino
550,Weg::N,shteg,camino
551,Straße::N,rrugë,vía
552,Straße::N,rrugë,carretera
553,Dorf::N,fshat,aldea
554,Dorf::N,fshat,pueblo
555,Dorf::N,katund,aldea
556,Dorf::N,katund,pueblo
557,Stadt::N,qytet,ciudad
558,Brief::N,letër,carta
559,Buch::N,libër,libro
560,Buchstabe::N,shkronjë,letra
561,Buchstabe::N,shkronjë,carácter
562,Zeitung::N,gazetë,diario
563,Zeitung::N,gazetë,periódico
564,Leben::N,jetë,vida
565,Tod::N,mortje,muerte
566,Grab::N,varr,tumba
567,Grab::N,varr,sepulcro
568,Kirche::N,kishë,iglesia
569,Sünde::N,mëkat,pecado
570,Sünde::N,gjynah,pecado
571,Gott::N,hy,dios
572,Gott::N,zot,dios
573,Arbeiter::N,punëtor,obrero
574,Arbeiter::N,punëtor,trabajador
575,Chef::N,shef,jefe
576,Chef::N,drejtues,jefe
577,Meister::N,mjeshtër,maestro
578,Arzt::N,mjek,médico
579,Arzt::N,doktor,médico
580,Lehrer::N,mësues,profesor
581,Lehrer::N,arsimtar,profesor
582,Geld::N,para,dinero
583,Geld::N,holla,dinero
584,Geschäft::N,ujdi,negocio
585,Geschäft::N,biznes,negocio
586,Laden::N,dyqan,tienda
587,Preis::N,çmim,precio
588,Ware::N,mall,mercancía
589,Nutzen::N,dobi,provecho
590,Nutzen::N,leverdi,provecho
591,Reichtum::N,kamje,riqueza
592,Reichtum::N,pasuri,riqueza
593,Welt::N,botë,mundo
594,Land::N,vend,país
595,Staat::N,shtet,Estado
596,König::N,mbret,rey
597,Macht::N,fuqi,poder
598,Macht::N,fuqi,potencia
599,Macht::N,pushtet,poder
600,Macht::N,pushtet,potencia
601,Grenze::N,kufi,frontera
602,Krieg::N,luftë,guerra
603,Feind::N,armik,enemigo
604,Gewalt::N,dhunë,violencia
605,Kampf::N,luftim,lucha
606,Kampf::N,luftim,combate
607,Bogen[Waffe]::N,hark,arco
608,Pfeil::N,shigjetë,flecha
609,Gewehr::N,pushkë,fusil
610,Gewehr::N,pushkë,escopeta
611,Fehler::N,gafë,error
612,Fehler::N,gabim,error
613,Lüge::N,gënjeshtër,mentira
614,Schaden::N,dëm,daño
615,Schaden::N,zarar,daño
616,Unglück::N,fatkeqësi,desgracia
617,Schuld::N,faj,culpa
618,Alter::N,moshë,edad
619,Schluss::N,fund,fin
620,Schluss::N,fund,final
621,Zeit::N,kohë,tiempo
622,Tag::N,ditë,día
623,Morgen::N,mëngjes,mañana
624,Mittag::N,mesditë,mediodía
625,Abend::N,mbrëmje,noche
626,Nacht::N,natë,noche
627,Woche::N,javë,semana
628,Monat::N,muaj,mes
629,Jahr::N,vit,año
630,Frühling::N,pranverë,primavera
631,Sommer::N,verë,verano
632,Herbst::N,vjeshtë,otoño
633,Winter::N,dimër,invierno
634,Januar::N,janar,enero
635,Februar::N,shkurt,febrero
636,März::N,mars,marzo
637,April::N,prill,abril
638,Mai::N,maj,mayo
639,Juni::N,qershor,junio
640,Juli::N,korrik,julio
641,August::N,gusht,agosto
642,September::N,shtator,septiembre
643,Oktober::N,tetor,octubre
644,November::N,nëntor,noviembre
645,Dezember::N,dhjetor,diciembre
646,Montag::N,hënë,lunes
647,Dienstag::N,martë,martes
648,Mittwoch::N,mërkurë,miércoles
649,Donnerstag::N,enjte,jueves
650,Freitag::N,premte,viernes
651,Samstag::N,shtunë,sábado
652,Sonntag::N,diel,domingo
653,groß::A,madh,grande
654,klein::A,vogël,pequeño
655,lang::A,gjatë,largo
656,kurz::A,shkurtër,corto
657,breit::A,gjerë,ancho
658,schmal::A,ngushtë,estrecho
659,dicht::A,dendur,denso
660,dick[Gegenstand]::A,trashë,grueso
661,dünn::A,hollë,fino
662,dünn::A,hollë,delgado
663,fein::A,imët,fino
664,fein::A,imët,delicado
665,fest::A,fortë,firme
666,fest::A,fortë,sólido
667,flach::A,sheshtë,plano
668,glatt::A,rrafshët,liso
669,hart::A,fortë,duro
670,weich::A,butë,muelle
671,rund::A,rrumbullakët,redondo
672,spitz::A,majëmprehtë,agudo
673,spitz::A,majëmprehtë,apuntado
674,scharf::A,mprehtë,agudo
675,scharf::A,mprehtë,afilado
676,stumpf::A,topitur,sin filo
677,schwer::A,rëndë,pesado
678,schön::A,bukur,bello
679,schön::A,bukur,hermoso
680,heiß::A,nxehtë,caluroso
681,warm::A,ngrohtë,cálido
682,warm::A,ngrohtë,caliente
683,kalt::A,ftohtë,frío
684,kühl::A,freskët,fresco
685,frisch::A,pastër,fresco
686,feucht::A,lagësht,húmedo
687,nass::A,lagur,mojado
688,trocken::A,thatë,seco
689,voll::A,plotë,lleno
690,leer::A,bosh,vacío
691,leer::A,zbrazët,vacío
692,offen::A,hapur,abierto
693,geschlossen::A,mbyllur,cerrado
694,sauber::A,dëlirë,limpio
695,schmutzig::A,ndyrë,sucio
696,roh::A,gjallë,crudo
697,reif::A,arrirë,maduro
698,lecker::A,shijshëm,rico
699,lecker::A,shijshëm,sabroso
700,süß::A,ëmbël,dulce
701,bitter::A,hidhur,amargo
702,sauer::A,thartë,agrio
703,hell::A,me dritë,claro
704,dunkel::A,errët,oscuro
705,schwarz::A,i zi,negro
706,weiß::A,bardhë,blanco
707,rot::A,kuq,rojo
708,gelb::A,verdhë,amarillo
709,blau::A,blu,azul
710,blau::A,kaltër,azul
711,grün::A,blertë,verde
712,grün::A,gjelbër,verde
713,grau::A,hirtë,gris
714,grau::A,bojë hiri,gris
715,bunt::A,shumëngjyrëshëm,multicolor
716,billig::A,lirë,barato
717,teuer::A,shtrenjtë,caro
718,wertvoll::A,çmuar,valioso
719,wertvoll::A,çmuar,precioso
720,wertvoll::A,vlershëm,valioso
721,wertvoll::A,vlershëm,precioso
722,blind::A,qorr,ciego
723,blind::A,verbër,ciego
724,taub::A,shurdhër,sordo
725,kräftig::A,fuqishëm,fuerte
726,stark::A,fortë,fuerte
727,stark::A,fortë,vigoroso
728,schwach::A,dobët,débil
729,fett::A,dhjamur,obeso
730,schlank::A,hollë,esbelto
731,hübsch::A,bukur,mono
732,hübsch::A,bukur,guapo
733,hübsch::A,hijshëm,mono
734,hübsch::A,hijshëm,guapo
735,böse::A,keq,malo
736,dumm::A,teveqel,tonto
737,dumm::A,teveqel,estúpido
738,faul::A,dembel,vago
739,faul::A,dembel,perezoso
740,fleißig::A,zellshëm,aplicado
741,fleißig::A,zellshëm,diligente
742,geizig::A,kurnac,avaro
743,geizig::A,dorështrënguar,avaro
744,klug::A,mençur,sensato
745,klug::A,mençur,inteligente
746,geschickt::A,aftë,hábil
747,lieb::A,dashur,querido
748,lustig::A,gëzuar,alegre
749,sanft::A,butë,suave
750,hungrig::A,uritur,hambriento
751,krank::A,sëmurë,enfermo
752,nackt::A,lakuriq,desnudo
753,nackt::A,zhveshur,desnudo
754,traurig::A,trishtuar,triste
755,lebendig::A,gjallë,vivo
756,lebendig::A,gjallë,viviente
757,gut::A,mirë,bueno
758,schlecht::A,keq,malo
759,richtig::A,drejtë,justo
760,richtig::A,drejtë,correcto
761,schlimm::A,keq,malo
762,schlimm::A,keq,grave
763,wahr::A,vërtetë,verídico
764,wahr::A,vërtetë,verdadero
765,alt::A,vjetër,viejo
766,neu::A,i ri,nuevo
767,ehemalig::A,dikurshëm,antiguo
768,alt[Lebewesen]::A,plak,viejo
769,jung::A,i ri,joven
770,arm::A,varfër,pobre
771,arm::A,vobektë,pobre
772,reich::A,pasur,rico
773,bekannt::A,njohur,conocido
774,berühmt::A,famshëm,famoso
775,berühmt::A,famshëm,célebre
776,fremd::A,huaj,extraño
777,verschieden::A,ndryshëm,diverso
778,verschieden::A,ndryshëm,distinto
779,verschieden::A,ndryshëm,diferente
780,nah::A,afërt,cercano
781,fern::A,largët,lejano
782,linker::A,majtë,izquierdo
783,rechter::A,djathtë,derecho
784,anderer::A,tjetër,otro
785,erster::A,parë,primero
786,zweiter::A,dytë,segundo
787,dritter::A,i tretë,tercero
788,letzter::A,fundit,último
789,allein::ADV,vetëm,a solo
790,auf einmal::ADV,njëkohësisht,de una vez
791,zusammen::ADV,bashkë,juntos
792,zusammen::ADV,së bashku,juntos
793,lange::ADV,për një kohë të gjatë,mucho tiempo
794,plötzlich::ADV,befas,de repente
795,sofort::ADV,menjëherë,en seguida
796,sofort::ADV,aty për aty,en seguida
797,später::ADV,më vonë,más tarde
798,jetzt::ADV,tash,ahora
799,heute::ADV,sot,hoy
800,morgen::ADV,nesër,mañana
801,bald::ADV,shpejt,pronto
802,bald::ADV,shpejt,en breve
803,bald::ADV,së shpejti,pronto
804,bald::ADV,së shpejti,en breve
805,dann::ADV,pastaj,luego
806,dann::ADV,pastaj,entonces
807,gestern::ADV,dje,ayer
808,einst::ADV,dikur,antaño
809,damals::ADV,atëherë,entonces
810,danach::ADV,mandej,después
811,vorher::ADV,më parë,antes
812,zuerst::ADV,së pari,primero
813,einmal::ADV,njëherë,una vez
814,manchmal::ADV,nganjëherë,a veces
815,oft::ADV,shpesh,a menudo
816,oft::ADV,shpesh,con frecuencia
817,immer::ADV,përherë,siempre
818,immer::ADV,gjithnjë,siempre
819,niemals::ADV,kurrë,jamás
820,niemals::ADV,asnjëherë,jamás
