,Concept_ID,lv,av
80,Fuß::N,кок,хӏетӏ
81,Fuß::N,кок,хӏетӏе
82,Fuß::N,kāja,хӏетӏ
83,Fuß::N,kāja,хӏетӏе
84,Ferse::N,кокбӧр,эгъе
85,Ferse::N,papēdis,эгъе
86,Knie::N,пидзӧс,наку
87,Knie::N,celis,наку
88,Oberschenkel::N,лядьвей,мачӏ
89,Oberschenkel::N,бек,мачӏ
90,Oberschenkel::N,ciska,мачӏ
91,Oberschenkel::N,augšstilbs,мачӏ
92,Bein::N,кок,бох
93,Bein::N,kāja,бох
94,Körper::N,туша,къаркъала
95,Körper::N,вывтыр,къаркъала
96,Körper::N,miesa,къаркъала
97,Körper::N,ķermenis,къаркъала
98,Haut::N,ку,тӏом
99,Haut::N,āda,тӏом
100,Blut::N,вир,би
101,Blut::N,asins,би
102,Ader::N,сӧн,бидурихь
103,Ader::N,asinsvads,бидурихь
104,Sehne::N,вез,
105,Sehne::N,dzīsla,
106,Knochen::N,лы,ракьа
107,Knochen::N,kauls,ракьа
108,Gehirn::N,вем,гӏадалнах
109,Gehirn::N,smadzenes,гӏадалнах
110,Herz::N,сьӧлӧм,ракӏ
111,Herz::N,sirds,ракӏ
112,Magen::N,кынӧм,кванирукъ
113,Magen::N,kuņģis,кванирукъ
114,Leber::N,мус,тӏул
115,Leber::N,aknas,тӏул
116,Atem::N,лов,хӏухь
117,Atem::N,elpa,хӏухь
118,Hunger::N,тшыг,ракъи
119,Hunger::N,bads,ракъи
120,Hunger::N,izsalkums,ракъи
121,Träne::N,синва,магӏу
122,Träne::N,asara,магӏу
123,Geschmack::N,кӧр,тату
124,Geschmack::N,чӧсмӧс,тату
125,Geschmack::N,garša,тату
126,Geruch::N,зын,махӏ
127,Geruch::N,дук,махӏ
128,Geruch::N,smaka,махӏ
129,Schlaf::N,узьӧм,макьу
130,Schlaf::N,miegs,макьу
131,Traum::N,вӧт,макьу
132,Traum::N,вӧтасьӧм,макьу
133,Traum::N,sapnis,макьу
134,Himmel::N,енэж,зоб
135,Himmel::N,debess,зоб
136,Sonne::N,шонді,бакъ
137,Sonne::N,saule,бакъ
138,Mond::N,тӧлысь,моцӏ
139,Mond::N,mēness,моцӏ
140,Stern::N,кодзув,цӏва
141,Stern::N,zvaigzne,цӏва
142,Luft::N,сынӧд,гьава
143,Luft::N,gaiss,гьава
144,Wind::N,тӧв,гьури
145,Wind::N,vējš,гьури
146,Welle::N,гы,карачел
147,Welle::N,vilnis,карачел
148,Wasser::N,ва,лъим
149,Wasser::N,ūdens,лъим
150,Stein::N,из,гьецӏо
151,Stein::N,akmens,гьецӏо
152,Boden::N,му,ракь
153,Boden::N,augsne,ракь
154,Erde::N,му,ракь
155,Erde::N,му,дуниял
156,Erde::N,му-ва,ракь
157,Erde::N,му-ва,дуниял
158,Erde::N,zeme,ракь
159,Erde::N,zeme,дуниял
160,Staub::N,бус,хӏур
161,Staub::N,putekļi,хӏур
162,Rauch::N,тшын,кӏкӏуй
163,Rauch::N,dūmi,кӏкӏуй
164,Funke::N,кинь,
165,Funke::N,би кинь,
166,Funke::N,dzirkstele,
167,Feuer::N,би,цӏа
168,Feuer::N,uguns,цӏа
169,Licht::N,югӧр,канлъи
170,Licht::N,gaisma,канлъи
171,Schatten::N,вуджӧр,рагӏад
172,Schatten::N,ēna,рагӏад
173,Wetter::N,поводдя,гьава-бакъ
174,Wetter::N,laiks,гьава-бакъ
175,Nebel::N,ру,гӏодобнакӏкӏ
176,Nebel::N,онь,гӏодобнакӏкӏ
177,Nebel::N,migla,гӏодобнакӏкӏ
178,Wolke::N,кымӧр,накӏкӏ
179,Wolke::N,mākonis,накӏкӏ
180,Regen::N,зэр,цӏад
181,Regen::N,lietus,цӏад
182,Schnee::N,лым,гӏазу
183,Schnee::N,sniegs,гӏазу
184,Eis::N,йи,цӏер
185,Eis::N,ledus,цӏер
186,Frost::N,кӧдзыд,замгьари
187,Frost::N,sals,замгьари
188,Kälte::N,кӧдзыд,квач
189,Kälte::N,saltums,квач
190,Kälte::N,aukstums,квач
191,Hitze::N,пӧсь,багӏари
192,Hitze::N,гожӧд,багӏари
193,Hitze::N,karstums,багӏари
194,Raureif::N,пуж,мартӏ
195,Raureif::N,гыӧр,мартӏ
196,Raureif::N,sarma,мартӏ
197,Regenbogen::N,ӧшкамӧшка,нур
198,Regenbogen::N,ӧшкамӧшка,чамбара
199,Regenbogen::N,varavīksne,нур
200,Regenbogen::N,varavīksne,чамбара
201,Donner::N,гым,гъугъай
202,Donner::N,гым,гъугъади
203,Donner::N,pērkons,гъугъай
204,Donner::N,pērkons,гъугъади
205,Strömung::N,ва ныр,чвахи
206,Strömung::N,визувтӧм,чвахи
207,Strömung::N,straume,чвахи
208,Strömung::N,strāvojums,чвахи
209,Tropfen::N,войт,резел
210,Tropfen::N,войт,тӏинкӏ
211,Tropfen::N,войт,къатӏра
212,Tropfen::N,войт,тӏенкӏел
213,Tropfen::N,lāse,резел
214,Tropfen::N,lāse,тӏинкӏ
215,Tropfen::N,lāse,къатӏра
216,Tropfen::N,lāse,тӏенкӏел
217,Schaum::N,быг,полоп
218,Schaum::N,быгзьӧм,полоп
219,Schaum::N,putas,полоп
220,Schmutz::N,няйт,чороклъи
221,Schmutz::N,dubļi,чороклъи
222,See::N,ты,хӏор
223,See::N,ezers,хӏор
224,Sumpf::N,гыбад,хьуцӏ
225,Sumpf::N,кад,хьуцӏ
226,Sumpf::N,dumbrājs,хьуцӏ
227,Sumpf::N,staignājs,хьуцӏ
228,Moor::N,нюр,
229,Moor::N,purvs,
230,Moor::N,muklājs,
231,Wiese::N,видз,мегъ
232,Wiese::N,видз,гӏурдаллъи
233,Wiese::N,pļava,мегъ
234,Wiese::N,pļava,гӏурдаллъи
235,Wald::N,вӧр,рохь
236,Wald::N,mežs,рохь
237,Hügel::N,дзиб,гохӏ
238,Hügel::N,мыльк,гохӏ
239,Hügel::N,нӧрыс,гохӏ
240,Hügel::N,paugurs,гохӏ
241,Anhöhe::N,мыльк,сийитма
242,Anhöhe::N,нӧрыс,сийитма
243,Anhöhe::N,paugurs,сийитма
244,Berg::N,чой,мегӏер
245,Berg::N,керӧс,мегӏер
246,Berg::N,kalns,мегӏер
247,Gipfel::N,чук,тӏогь
248,Gipfel::N,virsotne,тӏогь
249,Höhle::N,рудӧг,нохъо
250,Höhle::N,ala,нохъо
251,Abhang::N,ньывк,лабаллъи
252,Abhang::N,бокша,лабаллъи
253,Abhang::N,nogāze,лабаллъи
254,Quelle::N,ӧшмӧс,ицц
255,Quelle::N,avots,ицц
256,Bach::N,шор,лъар
257,Bach::N,urga,лъар
258,Bach::N,strauts,лъар
259,Fluss::N,ю,гӏор
260,Fluss::N,upe,гӏор
261,Ufer::N,вадор,рагӏал
262,Ufer::N,krasts,рагӏал
263,Küste::N,вадор,рагӏал
264,Küste::N,piekraste,рагӏал
265,Festland::N,му,ракь
266,Festland::N,му,ракъдаллъи
267,Festland::N,sauszeme,ракь
268,Festland::N,sauszeme,ракъдаллъи
269,Meer::N,саридз,ралъад
270,Meer::N,jūra,ралъад
271,Bucht::N,куръя,кӏветӏ
272,Bucht::N,līcis,кӏветӏ
273,Insel::N,ді,чӏинкӏиллъи
274,Insel::N,sala,чӏинкӏиллъи
275,Blume::N,дзоридз,тӏегь
276,Blume::N,puķe,тӏегь
277,Blume::N,zieds,тӏегь
278,Gras::N,турун,хер
279,Gras::N,zāle,хер
280,Wurzel::N,вуж,кьибил
281,Wurzel::N,sakne,кьибил
282,Baum::N,пу,гъветӏ
283,Baum::N,koks,гъветӏ
284,Stamm::N,пучер,рохти
285,Stamm::N,stumbrs,рохти
286,Rinde::N,кырсь,макъар
287,Rinde::N,miza,макъар
288,Ast::N,ув,ноцӏ
289,Ast::N,zars,ноцӏ
290,Zweig::N,вож,гӏаркьел
291,Zweig::N,nozare,гӏаркьел
292,Blatt::N,кор,тӏамах
293,Blatt::N,lapa,тӏамах
294,Birke::N,кыдз,мах
295,Birke::N,кыдз,махигъветӏ
296,Birke::N,bērzs,мах
297,Birke::N,bērzs,махигъветӏ
298,Kiefer[Baum]::N,пожӧм,накӏкӏигъветӏ
299,Kiefer[Baum]::N,priede,накӏкӏигъветӏ
300,Weide[Baum]::N,бадь,рицӏцӏ
301,Weide[Baum]::N,бадь,рицӏцӏигъветӏ
302,Weide[Baum]::N,kārkls,рицӏцӏ
303,Weide[Baum]::N,kārkls,рицӏцӏигъветӏ
304,Tanne::N,коз,ёлка
305,Tanne::N,egle,ёлка
306,Horn::N,сюр,лълъар
307,Horn::N,rags,лълъар
308,Feder::N,гӧн,хӏули
309,Feder::N,тывборд,хӏули
310,Feder::N,spalva,хӏули
311,Fell::N,ку,тӏом
312,Fell::N,ку,цӏоко
313,Fell::N,āda,тӏом
314,Fell::N,āda,цӏоко
315,Flügel::N,борд,кваркьи
316,Flügel::N,spārns,кваркьи
317,Klaue::N,гыж,галъ
318,Klaue::N,nags,галъ
319,Kralle::N,гыж,квачӏ
320,Kralle::N,гыж,катиквачӏ
321,Kralle::N,nags,квачӏ
322,Kralle::N,nags,катиквачӏ
323,Schwanz::N,бӧж,рачӏ
324,Schwanz::N,ļipa,рачӏ
325,Ei::N,кольк,хоно
326,Ei::N,ola,хоно
327,Nest::N,поз,бусен
328,Nest::N,ligzda,бусен
329,Bau::N,горс,каратӏ
330,Bau::N,пырмӧс,каратӏ
331,Bau::N,гу,каратӏ
332,Bau::N,ala,каратӏ
333,Tier::N,пемӧс,хӏайван
334,Tier::N,dzīvnieks,хӏайван
335,Herde::N,стада,рехъен
336,Herde::N,стада,рехъед
337,Herde::N,кельӧб,рехъен
338,Herde::N,кельӧб,рехъед
339,Herde::N,ganāmpulks,рехъен
340,Herde::N,ganāmpulks,рехъед
341,Kuh::N,мӧс,гӏака
342,Kuh::N,govs,гӏака
343,Bulle::N,ӧш,оц
344,Bulle::N,bullis,оц
345,Pferd::N,вӧв,чу
346,Pferd::N,zirgs,чу
347,Schaf::N,ыж,чахъу
348,Schaf::N,aita,чахъу
349,Schwein::N,порсь,болъон
350,Schwein::N,cūka,болъон
351,Hund::N,пон,гьой
352,Hund::N,suns,гьой
353,Katze::N,кань,кету
354,Katze::N,kaķis,кету
355,Bär::N,ош,ци
356,Bär::N,lācis,ци
357,Eichhörnchen::N,ур,гвангва
358,Eichhörnchen::N,vāvere,гвангва
359,Elch::N,йӧра,
360,Elch::N,alnis,
361,Fuchs::N,руч,цер
362,Fuchs::N,lapsa,цер
363,Hase::N,кӧч,гӏанкӏ
364,Hase::N,zaķis,гӏанкӏ
365,Maus::N,шыр,гӏункӏкӏ
366,Maus::N,pele,гӏункӏкӏ
367,Wolf::N,кӧин,бацӏ
368,Wolf::N,vilks,бацӏ
369,Vogel::N,кай,хӏинчӏ
370,Vogel::N,лэбач,хӏинчӏ
371,Vogel::N,putns,хӏинчӏ
372,Schwarm::N,чукӧр,тӏел
373,Schwarm::N,spiets,тӏел
374,Huhn::N,курӧг,гӏанкӏу
375,Huhn::N,vista,гӏанкӏу
376,Hahn::N,петук,хӏелеко
377,Hahn::N,gailis,хӏелеко
378,Gans::N,дзодзӧг,хъаз
379,Gans::N,zoss,хъаз
380,Adler::N,кутш,цӏум
381,Adler::N,ērglis,цӏум
382,Ente::N,утка,ордек
383,Ente::N,pīle,ордек
384,Eule::N,сюзь,беццаруз
385,Eule::N,pūce,беццаруз
386,Kranich::N,тури,къункъра
387,Kranich::N,dzērve,къункъра
388,Krähe::N,рака,гъеду
389,Krähe::N,vārna,гъеду
390,Kuckuck::N,кӧк,гагу
391,Kuckuck::N,dzeguze,гагу
392,Schwan::N,юсь,хӏанкъва
393,Schwan::N,gulbis,хӏанкъва
394,Fisch::N,чери,ччугӏа
395,Fisch::N,zivs,ччугӏа
396,Barsch::N,ёкыш,окунь
397,Barsch::N,asaris,окунь
398,Hecht::N,сир,щука
399,Hecht::N,līdaka,щука
400,Schlange[Tier]::N,кый,борохь
401,Schlange[Tier]::N,čūska,борохь
402,Wurm::N,номыр,хӏапара
403,Wurm::N,tārps,хӏапара
404,Spinne::N,черань,хъанхъра
405,Spinne::N,zirneklis,хъанхъра
406,Ameise::N,кодзувкот,цӏунцӏра
407,Ameise::N,skudra,цӏунцӏра
408,Laus::N,той,нацӏ
409,Laus::N,uts,нацӏ
410,Mücke::N,ном,кӏкӏара
411,Mücke::N,ods,кӏкӏара
412,Fliege::N,гут,тӏутӏ
413,Fliege::N,muša,тӏутӏ
414,Schmetterling::N,бобув,кӏалкӏучӏ
415,Schmetterling::N,tauriņš,кӏалкӏучӏ
416,Beere::N,тусь,
417,Beere::N,вотӧс,
418,Beere::N,oga,
419,Apfel::N,яблӧг,гӏеч
420,Apfel::N,ābols,гӏеч
421,Pilz::N,тшак,гӏурдахӏан
422,Pilz::N,sēne,гӏурдахӏан
423,Zwiebel::N,луккок,кӏочӏопер
424,Zwiebel::N,йӧнгыль,кӏочӏопер
425,Zwiebel::N,sīpols,кӏочӏопер
426,Saat::N,тусь,хьон
427,Saat::N,кӧйдыс,хьон
428,Saat::N,sēkla,хьон
429,Korn::N,тусь,мугь
430,Korn::N,grauds,мугь
431,Heu::N,турун,хер
432,Heu::N,siens,хер
433,Schale::N,кор,хъал
434,Schale::N,čaula,хъал
435,Schale::N,čaumala,хъал
436,Grube::N,гу,гвенд
437,Grube::N,bedre,гвенд
438,Falle::N,лэч,къор
439,Falle::N,лэч,къотен
440,Falle::N,slazds,къор
441,Falle::N,slazds,къотен
442,Falle::N,lamatas,къор
443,Falle::N,lamatas,къотен
444,Schlinge::N,лэч,кӏичӏ
445,Schlinge::N,cilpa,кӏичӏ
446,Spur::N,туй,лъалкӏ
447,Spur::N,pēda,лъалкӏ
448,Asche::N,пӧм,рахъу
449,Asche::N,pelni,рахъу
450,Dreck::N,няйт,гъиз
451,Dreck::N,няйт,хӏарщ
452,Dreck::N,dubļi,гъиз
453,Dreck::N,dubļi,хӏарщ
454,Eisen::N,кӧрт,махх
455,Eisen::N,dzelzs,махх
456,Gold::N,зарни,месед
457,Gold::N,zelts,месед
458,Silber::N,эзысь,гӏарац
459,Silber::N,sudrabs,гӏарац
460,Kohle::N,шом,тӏурччи
461,Kohle::N,ogle,тӏурччи
462,Glas::N,стеклӧ,цӏер
463,Glas::N,stikls,цӏер
464,Lehm::N,сёй,хӏатӏ
465,Lehm::N,māls,хӏатӏ
466,Sand::N,лыа,сали
467,Sand::N,smiltis,сали
468,Mensch::N,морт,чи
469,Mensch::N,cilvēks,чи
470,Mann::N,аймӧрт,бихьинчи
471,Mann::N,мужичӧй,бихьинчи
472,Mann::N,vīrietis,бихьинчи
473,Frau::N,ань,гӏадан
474,Frau::N,нывбаба,гӏадан
475,Frau::N,sieviete,гӏадан
476,Kind::N,кага,лъимер
477,Kind::N,bērns,лъимер
478,Junge::N,пи,вас
479,Junge::N,zēns,вас
480,Junge::N,puika,вас
481,Junge::N,puisis,вас
482,Mädchen::N,ныв,яс
483,Mädchen::N,meiča,яс
484,Mädchen::N,skuķis,яс
485,Mädchen::N,meitene,яс
486,Familie::N,семья,хъизан
487,Familie::N,ģimene,хъизан
488,Großvater::N,пӧль,кӏудада
489,Großvater::N,vecaistēvs,кӏудада
490,Großmutter::N,баб,кӏодо
491,Großmutter::N,vecāmāte,кӏодо
492,Eltern::N,ай-мам,эбел-эмен
493,Eltern::N,бать-мам,эбел-эмен
494,Eltern::N,vecāki,эбел-эмен
495,Vater::N,бать,эмен
496,Vater::N,ай,эмен
497,Vater::N,tēvs,эмен
498,Mutter::N,мам,эбел
499,Mutter::N,māte,эбел
500,Sohn::N,пи,вас
501,Sohn::N,dēls,вас
502,Tochter::N,ныв,яс
503,Tochter::N,meita,яс
504,Bruder::N,вок,вац
505,Bruder::N,brālis,вац
506,Schwester::N,чой,яц
507,Schwester::N,māsa,яц
508,Onkel::N,дядь,даци
509,Onkel::N,tēvocis,даци
510,Tante::N,тьӧт,ада
511,Tante::N,tante,ада
512,Ehemann::N,верӧс,рос
513,Ehemann::N,vīrs,рос
514,Ehefrau::N,гӧтыр,чӏужу
515,Ehefrau::N,sieva,чӏужу
516,Freude::N,радлун,ракӏбохи
517,Freude::N,prieks,ракӏбохи
518,Gelächter::N,серам,релъи
519,Gelächter::N,smiekli,релъи
520,Glück::N,шуд,талихӏ
521,Glück::N,шуд,талихӏ-рохел
522,Glück::N,laime,талихӏ
523,Glück::N,laime,талихӏ-рохел
524,Kummer::N,шог,хӏалкъай
525,Kummer::N,bēdas,хӏалкъай
526,Kummer::N,raizes,хӏалкъай
527,Wunsch::N,кӧсйӧм,къасд
528,Wunsch::N,vēlme,къасд
529,Wunsch::N,vēlējums,къасд
530,Lust::N,кыскӧм,гъира
531,Lust::N,радейтӧм,гъира
532,Lust::N,kāre,гъира
533,Geist::N,лов,чӏанкӏ
534,Geist::N,лов,рухӏ-жан
535,Geist::N,gars,чӏанкӏ
536,Geist::N,gars,рухӏ-жан
537,Gedanke::N,мӧвп,пикру
538,Gedanke::N,doma,пикру
539,Gedächtnis::N,паметь,
540,Gedächtnis::N,atmiņa,
541,Verstand::N,вежӧр,лумалъи
542,Verstand::N,вежӧр,цӏодорлъи
543,Verstand::N,prāts,лумалъи
544,Verstand::N,prāts,цӏодорлъи
545,Sinn::N,мог,магӏна
546,Sinn::N,вежӧртас,магӏна
547,Sinn::N,nozīme,магӏна
548,Grund::N,помка,багьана
549,Grund::N,pamats,багьана
550,Grund::N,iemesls,багьана
551,Wahrheit::N,збыль,ритӏухълъи
552,Wahrheit::N,збыльтор,ритӏухълъи
553,Wahrheit::N,taisnība,ритӏухълъи
554,Wahrheit::N,patiesība,ритӏухълъи
555,Gespräch::N,сёрни,накъит
556,Gespräch::N,saruna,накъит
557,Märchen::N,мойд,маргьа
558,Märchen::N,pasaka,маргьа
559,Erzählung::N,висьт,къиса
560,Erzählung::N,stāsts,къиса
561,Erzählung::N,nostāsts,къиса
562,Nachricht::N,юӧртӧм,хабар
563,Nachricht::N,ziņa,хабар
564,Neuigkeit::N,выльтор,хабар-гӏазаб
565,Neuigkeit::N,jaunums,хабар-гӏазаб
566,Name::N,ним,цӏар
567,Name::N,vārds,цӏар
568,Rätsel::N,нӧдкыв,бицанкӏо
569,Rätsel::N,mīkla,бицанкӏо
570,Rede::N,сёрни,речь
571,Rede::N,сёрни,калам
572,Rede::N,runa,речь
573,Rede::N,runa,калам
574,Sprache::N,кыв,мацӏ
575,Sprache::N,valoda,мацӏ
576,Stimme::N,гӧлӧс,гьаракь
577,Stimme::N,вом шы,гьаракь
578,Stimme::N,balss,гьаракь
579,Wort::N,кыв,рагӏи
580,Wort::N,vārds,рагӏи
581,Zeichen::N,пас,ишара
582,Zeichen::N,пас,гӏаламат
583,Zeichen::N,zīme,ишара
584,Zeichen::N,zīme,гӏаламат
585,Ruf::N,чукӧстчӧм,ахӏи
586,Ruf::N,корӧм,ахӏи
587,Ruf::N,sauciens,ахӏи
588,Lärm::N,шы,хъуй
589,Lärm::N,шы,хъуди
590,Lärm::N,зык,хъуй
591,Lärm::N,зык,хъуди
592,Lärm::N,зычитӧм,хъуй
593,Lärm::N,зычитӧм,хъуди
594,Lärm::N,troksnis,хъуй
595,Lärm::N,troksnis,хъуди
596,Laut::N,шы,гьаракь
597,Laut::N,шы,сас
598,Laut::N,skaņa,гьаракь
599,Laut::N,skaņa,сас
600,Ton::N,шы,
601,Ton::N,tonis,
602,Lied::N,сьылан,кечӏ
603,Lied::N,сьыланкыв,кечӏ
604,Lied::N,dziesma,кечӏ
605,Ruhe::N,чӧв,рахӏат
606,Ruhe::N,miers,рахӏат
607,Leute::N,йӧз,гӏадамал
608,Leute::N,войтыр,гӏадамал
609,Leute::N,ļaudis,гӏадамал
610,Leute::N,cilvēki,гӏадамал
611,Volk::N,йӧз,халкъ
612,Volk::N,войтыр,халкъ
613,Volk::N,tauta,халкъ
614,Arbeit::N,удж,хӏалтӏи
615,Arbeit::N,darbs,хӏалтӏи
616,Gast::N,гӧсть,гьобол
617,Gast::N,viešņa,гьобол
618,Gast::N,ciemiņš,гьобол
619,Geschenk::N,козин,сайигъат
620,Geschenk::N,dāvana,сайигъат
621,Spiel::N,ворсан,хӏай
622,Spiel::N,ворсан,расанди
623,Spiel::N,rotaļa,хӏай
624,Spiel::N,rotaļa,расанди
625,Gesellschaft::N,котыр,жамагӏат
626,Gesellschaft::N,biedrība,жамагӏат
627,Gesellschaft::N,kompānija,жамагӏат
628,Hilfe::N,отсӧг,кумек
629,Hilfe::N,palīdzība,кумек
630,Freund::N,ёрт,гьудул
631,Freund::N,draugs,гьудул
632,Kamerad::N,ёрт,гьалмагъ
633,Kamerad::N,biedrs,гьалмагъ
634,Angelegenheit::N,мог,къваригӏел
635,Angelegenheit::N,делӧ,къваригӏел
636,Angelegenheit::N,darīšana,къваригӏел
637,Anzahl::N,лыд,рикӏкӏен
638,Anzahl::N,тшӧт,рикӏкӏен
639,Anzahl::N,skaits,рикӏкӏен
640,Anzahl::N,daudzums,рикӏкӏен
641,Art::N,сикас,жинс
642,Art::N,suga,жинс
643,Art::N,šķira,жинс
644,Stück::N,тор,кесек
645,Stück::N,gabals,кесек
646,Teil::N,юкӧн,пай
647,Teil::N,daļa,пай
648,Hälfte::N,пӧв,бащдаб
649,Hälfte::N,джын,бащдаб
650,Hälfte::N,puse,бащдаб
651,Kreis::N,кытш,гор
652,Kreis::N,aplis,гор
653,Kreis::N,riņķis,гор
654,Kreuz::N,перна,хъанч
655,Kreuz::N,крест,хъанч
656,Kreuz::N,krusts,хъанч
657,Linie::N,визь,мухъ
658,Linie::N,līnija,мухъ
659,Strich::N,визь,хӏучч
660,Strich::N,svītra,хӏучч
661,Abstand::N,кост,манзил
662,Abstand::N,коласт,манзил
663,Abstand::N,atstarpe,манзил
664,Entfernung::N,ылна,манзил
665,Entfernung::N,attālums,манзил
666,Entfernung::N,atstatums,манзил
667,Gegend::N,му-ва,рахъ
668,Gegend::N,apvidus,рахъ
669,Gegend::N,apgabals,рахъ
670,Platz::N,ылдӧс,бакӏ
671,Platz::N,йир,бакӏ
672,Platz::N,гӧгӧртас,бакӏ
673,Platz::N,vieta,бакӏ
674,Ort::N,ин,бакӏ
675,Ort::N,места,бакӏ
676,Ort::N,vieta,бакӏ
677,Seite::N,бок,рахъ
678,Seite::N,ӧтарладор,рахъ
679,Seite::N,sāns,рахъ
680,Mitte::N,шӧр,бакьулъбакӏ
681,Mitte::N,vidus,бакьулъбакӏ
682,Gegenstand::N,кӧлуй,жо
683,Gegenstand::N,priekšmets,жо
684,Sache::N,добра,жо
685,Sache::N,lieta,жо
686,Rand::N,дор,мицӏир
687,Rand::N,mala,мицӏир
688,Rand::N,apmale,мицӏир
689,Kante::N,дор,рагӏал
690,Kante::N,дор,рагӏа-ракьан
691,Kante::N,šķautne,рагӏал
692,Kante::N,šķautne,рагӏа-ракьан
693,Ecke::N,пельӧс,цили
694,Ecke::N,kakts,цили
695,Ecke::N,stūris,цили
696,Spitze::N,йыв,тӏогь
697,Spitze::N,smaile,тӏогь
698,Spitze::N,galotne,тӏогь
699,Ende::N,пом,кӏал
700,Ende::N,gals,кӏал
701,Ende::N,uzgalis,кӏал
702,Loch::N,розь,каратӏ
703,Loch::N,caurums,каратӏ
704,Winkel::N,пельӧс,
705,Winkel::N,leņķis,
706,Muster::N,сер,накъиш
707,Muster::N,piemērs,накъиш
708,Größe::N,ыджда,кӏодо́лъи
709,Größe::N,lielums,кӏодо́лъи
710,Länge::N,кузьта,халалъи
711,Länge::N,garums,халалъи
712,Höhe::N,джуджда,борхалъи
713,Höhe::N,augstums,борхалъи
714,Gewicht::N,сьӧкта,бакӏлъи
715,Gewicht::N,сьӧкталун,бакӏлъи
716,Gewicht::N,svars,бакӏлъи
717,Gewicht::N,smagums,бакӏлъи
718,Menge::N,лун,
719,Menge::N,числӧ,
720,Menge::N,masa,
721,Menge::N,daudzums,
722,Haufen::N,чукӧр,гъуни
723,Haufen::N,čupa,гъуни
724,Haufen::N,grēda,гъуни
725,Haufen::N,kaudze,гъуни
726,Reihe::N,рад,ирга́
727,Reihe::N,rinda,ирга́
728,Reihe::N,virkne,ирга́
729,Boot::N,пыж,раса
730,Boot::N,laiva,раса
731,Ruder::N,пелыс,раххан
732,Ruder::N,ӧпаснӧй,раххан
733,Ruder::N,airis,раххан
734,Ruder::N,irklis,раххан
735,Schlitten::N,дадь,чанагъ
736,Schlitten::N,ragavas,чанагъ
737,Ski::N,лызь,лыжаби
738,Ski::N,slēpe,лыжаби
739,Lagerfeuer::N,бипур,цӏа
740,Lagerfeuer::N,ugunskurs,цӏа
741,Last::N,сьӧкыдтор,бакӏлъи
742,Last::N,krava,бакӏлъи
