,Concept_ID,xal,pt
116,Abhang::N,ташу,encosta
117,Quelle::N,булг,fonte
118,Bach::N,һооҗур,regato
119,Bach::N,һооҗур,ribeiro
120,Fluss::N,һол,rio
121,Ufer::N,көвә,beira
122,Küste::N,көвә,costa
123,Küste::N,теңгсин көвә,costa
124,Festland::N,хүүрә һазр,terra firme
125,Meer::N,теңгс,mar
126,Bucht::N,цекә,baía
127,Bucht::N,теңгсин цекә,baía
128,Insel::N,арл,ilha
129,Blume::N,цецг,flor
130,Gras::N,ноһан,erva
131,Wurzel::N,уңг,raiz
132,Baum::N,модн,árvore
133,Stamm::N,шилв,tronco
134,Stamm::N,һол модн,tronco
135,Rinde::N,көрсн,casca
136,Ast::N,ац,ramo
137,Zweig::N,ац,galho
138,Blatt::N,хамтхасн,folha
139,Birke::N,хусм модн,bétula
140,Kiefer[Baum]::N,шар харһа,pinheiro
141,Weide[Baum]::N,удн,salgueiro
142,Tanne::N,җөөлн цаһан модн,abeto
143,Horn::N,өвр,corno
144,Horn::N,өвр,chifre
145,Feder::N,өрвлг,pena
146,Fell::N,арсн,pele
147,Flügel::N,җивр,asa
148,Klaue::N,хумсн,pata
149,Kralle::N,тавг,unha
150,Kralle::N,тавг,garra
151,Schwanz::N,сүл,rabo
152,Schwanz::N,сүл,cauda
153,Ei::N,өндгн,ovo
154,Nest::N,үр,ninho
155,Bau::N,нүкн,toca
156,Bau::N,нүкн,covil
157,Tier::N,мал,animal
158,Herde::N,сүрг мал,rebanho
159,Kuh::N,үкр,vaca
160,Bulle::N,бух,touro
161,Pferd::N,мөрн,cavalo
162,Schaf::N,хөн,ovelha
163,Schwein::N,һаха,porco
164,Hund::N,ноха,cão
165,Katze::N,мис,gata
166,Bär::N,аю,urso
167,Eichhörnchen::N,кермн,esquilo
168,Elch::N,хандһа,alce
169,Fuchs::N,арат,raposa
170,Hase::N,туула,lebre
171,Maus::N,хулһн,rato
172,Wolf::N,чон,lobo
173,Vogel::N,шовун,ave
174,Vogel::N,шовун,pássaro
175,Schwarm::N,зел,bando
176,Schwarm::N,зел,enxame
177,Huhn::N,така,galinha
178,Hahn::N,эр така,galo
179,Gans::N,һалун,ganso
180,Adler::N,һәрд,águia
181,Ente::N,нуһсн,pata
182,Eule::N,һурвлһ,mocho
183,Eule::N,һурвлһ,coruja
184,Kranich::N,тоһрун,grou
185,Krähe::N,шаазһа,gralha
186,Kuckuck::N,эргин хуцдг,cuco
187,Schwan::N,хун,cisne
188,Fisch::N,заһсн,peixe
189,Barsch::N,шүрг,perca
190,Hecht::N,цурх,lúcio
191,Schlange[Tier]::N,моһа,serpente
192,Wurm::N,өтн,verme
193,Spinne::N,аралҗн,aranha
194,Ameise::N,шорһлҗн,formiga
195,Laus::N,бөөсн,piolho
196,Mücke::N,бөкүн,mosquito
197,Fliege::N,батхн,mosca
198,Schmetterling::N,эрвәкә,borboleta
199,Beere::N,бөөлҗрһн,bago
200,Apfel::N,альмн,maçã
201,Pilz::N,теңгрин ки,fungo
202,Pilz::N,теңгрин ки,cogumelo
203,Zwiebel::N,мәңгрснә толһа,cebola
204,Saat::N,буудян экн,sementeira
205,Korn::N,экн,grão
206,Heu::N,өвсн,feno
207,Schale::N,хальсн,casca
208,Grube::N,нүкн,cova
209,Grube::N,нүкн,fossa
210,Falle::N,урх,armadilha
211,Falle::N,хавх,armadilha
212,Schlinge::N,бүтү,laço
213,Spur::N,мөр,pista
214,Spur::N,мөр,vestígio
215,Asche::N,үмсн,cinza
216,Dreck::N,бальчг,sujidade
217,Eisen::N,төмр,ferro
218,Gold::N,алтн,ouro
219,Silber::N,мөңгн,prata
220,Silber::N,цаһан мөңгн,prata
221,Kohle::N,нүүрсн,carvão
222,Glas::N,шил,vidro
223,Lehm::N,шавр,barro
224,Lehm::N,шавр,argila
225,Sand::N,элсн,areia
226,Mensch::N,күн,homem
227,Mensch::N,күн,pessoa
228,Mensch::N,күмн,homem
229,Mensch::N,күмн,pessoa
230,Mann::N,эр,homem
231,Frau::N,күүкд күн,mulher
232,Kind::N,үрн,filho
233,Kind::N,үрн,criança
234,Junge::N,көвүн,rapaz
235,Junge::N,көвүн,menino
236,Mädchen::N,бичкн күүкн,menina
237,Mädchen::N,бичкн күүкн,rapariga
238,Familie::N,бүл,família
239,Großvater::N,өвк эцк,avô
240,Großvater::N,наһц эцк,avô
241,Großmutter::N,эмг эк,avó
242,Großmutter::N,наһц эк,avó
243,Eltern::N,эк эцк хойр,pais
244,Vater::N,эцк,pai
245,Mutter::N,эк,mãe
246,Sohn::N,көвүн,filho
247,Tochter::N,күүкн,filha
248,Bruder::N,дү көвүн,irmão
249,Schwester::N,эгч,irmã
250,Schwester::N,дү күүкн,irmã
251,Onkel::N,авһ,tio
252,Onkel::N,наһцх,tio
253,Tante::N,наһц эгч,tia
254,Ehemann::N,залу,esposo
255,Ehefrau::N,гергн,esposa
256,Freude::N,байр,prazer
257,Freude::N,байр,alegria
258,Gelächter::N,инәдн,risada
259,Gelächter::N,инәдн,gargalhada
260,Glück::N,җирһл,felicidade
261,Glück::N,сәәхн җирһл,felicidade
262,Kummer::N,зовлң,aflição
263,Kummer::N,зовлң,desgosto
264,Wunsch::N,дурн,desejo
265,Lust::N,җилвтлһн,vontade
266,Geist::N,зөрг,mente
267,Geist::N,зөрг,espírito
268,Gedanke::N,ухан,ideia
269,Gedanke::N,ухан,pensamento
270,Gedächtnis::N,чееҗин тодлвр,memória
271,Verstand::N,ухан,razão
272,Verstand::N,ухан,inteligência
273,Sinn::N,учр-утх,sentido
274,Sinn::N,учр-утх,significado
275,Grund::N,учр,causa
276,Grund::N,учр,motivo
277,Grund::N,шалтан,causa
278,Grund::N,шалтан,motivo
279,Wahrheit::N,үнн,verdade
280,Gespräch::N,күүндвүр,conversa
281,Gespräch::N,күүндвүр,conversação
282,Märchen::N,тууль,conto
283,Erzählung::N,келвр,conto
284,Erzählung::N,келвр,narrativa
285,Nachricht::N,медүллһн,mensagem
286,Neuigkeit::N,зәңг,notícia
287,Neuigkeit::N,зәңг,novidade
288,Name::N,нерн,nome
289,Rätsel::N,тәәлвртә тууль,adivinha
290,Rede::N,келлһн,oração
291,Rede::N,келлһн,discurso
292,Sprache::N,келн,língua
293,Stimme::N,дун,voz
294,Wort::N,үг,palavra
295,Zeichen::N,темдг,marca
296,Ruf::N,дуудлһн,grito
297,Ruf::N,дуудлһн,chamada
298,Lärm::N,шууган,ruído
299,Lärm::N,шууган,barulho
300,Laut::N,ә,som
301,Ton::N,дун,tom
302,Lied::N,дун,canção
303,Ruhe::N,амулң,calma
304,Ruhe::N,амулң,silêncio
305,Leute::N,әмтн,gente
306,Leute::N,әмтн,pessoas
307,Volk::N,улс,povo
308,Volk::N,улс,nação
309,Arbeit::N,көдлмш,trabalho
310,Gast::N,гиич,hóspede
311,Gast::N,гиич,convidado
312,Geschenk::N,белг,prenda
313,Geschenk::N,белг,presente
314,Spiel::N,наадн,jogo
315,Gesellschaft::N,олн,companhia
316,Hilfe::N,нөкд,ajuda
317,Hilfe::N,нөкд,socorro
318,Freund::N,иньг,amigo
319,Kamerad::N,үр,camarada
320,Angelegenheit::N,керг,assunto
321,Anzahl::N,то,número
322,Anzahl::N,то,quantidade
323,Art::N,зүүл,tipo
324,Art::N,зүүл,espécie
325,Stück::N,хусг,pedaço
326,Teil::N,хүв,peça
327,Teil::N,хүв,parte
328,Hälfte::N,өрәл,metade
329,Kreis::N,төгрг,círculo
330,Kreuz::N,кирс,cruz
331,Linie::N,зурасн,linha
332,Strich::N,татасн,traço
333,Abstand::N,зә,distância
334,Entfernung::N,һазр,distância
335,Gegend::N,һазр,área
336,Gegend::N,һазр,região
337,Platz::N,зә,lugar
338,Ort::N,бәәрн,sítio
339,Seite::N,тал,lado
340,Seite::N,хаҗу,lado
341,Seite::N,хәврһ,lado
342,Mitte::N,дунд,meio
343,Gegenstand::N,юмн,objecto
344,Sache::N,юмн,coisa
345,Rand::N,зах,bordo
346,Rand::N,зах,margem
347,Kante::N,ирмәг,borda
348,Kante::N,ирмәг,aresta
349,Ecke::N,өнцг,esquina
350,Spitze::N,үзүр,ponta
351,Ende::N,үзүр,cabo
352,Ende::N,үзүр,extremo
353,Loch::N,хаһрха,furo
354,Loch::N,хаһрха,buraco
355,Winkel::N,булң,canto
356,Winkel::N,булң,ângulo
357,Muster::N,намч,padrão
358,Muster::N,намч,desenho
359,Größe::N,кемҗән,tamanho
360,Länge::N,ут,comprimento
361,Höhe::N,өндр,altura
362,Höhe::N,өндр,altitude
363,Gewicht::N,күнд,peso
364,Gewicht::N,чиңнүр,peso
365,Menge::N,ик,quantidade
366,Haufen::N,ова,pilha
367,Reihe::N,зерг,fila
368,Reihe::N,зерглән,fila
369,Boot::N,оңһц,barco
370,Ruder::N,хәәв,remo
371,Schlitten::N,цан,trenó
372,Ski::N,лыҗ,esqui
373,Lagerfeuer::N,костёр,fogueira
374,Last::N,күнд,carga
375,Gang::N,йовлһн,curso
376,Gang::N,йовлһн,caminhada
377,Schritt::N,ишкм,passo
378,Norden::N,ар үзг,norte
379,Süden::N,өмн,sul
380,Süden::N,өмн үзг,sul
381,Westen::N,барун,oeste
382,Westen::N,барун,ocidente
383,Westen::N,барун үзг,oeste
384,Westen::N,барун үзг,ocidente
385,Osten::N,зүн,este
386,Osten::N,зүн,leste
387,Osten::N,зүн,oriente
388,Osten::N,зүн үзг,este
389,Osten::N,зүн үзг,leste
390,Osten::N,зүн үзг,oriente
391,Holz::N,модн,madeira
392,Brett::N,харһа,tábua
393,Brett::N,харһа,prancha
394,Platte::N,хавтха чолун,laje
395,Platte::N,хавтха чолун,chapa
396,Stütze::N,тулг,apoio
397,Stütze::N,тулг,suporte
398,Stange::N,уньн,vara
399,Stange::N,уньн,barra
400,Stock::N,модн,pau
401,Stock::N,модн,bengala
402,Stab::N,шуург,bastão
403,Rohr::N,турва,cano
404,Haus::N,гер,casa
405,Heim::N,гер-бул,lar
406,Heim::N,гер-бул,casa
407,Ofen::N,беш,estufa
408,Ofen::N,беш,aquecedor
409,Fußboden::N,девскр,piso
410,Tisch::N,ширә,mesa
411,Stuhl::N,стул,cadeira
412,Wiege::N,өлгә,berço
413,Wiege::N,дүүҗң,berço
414,Bett::N,орн,cama
415,Bett::N,орндг,cama
416,Regal::N,таг,estante
417,Regal::N,таг,prateleira
418,Regal::N,тәвц,estante
419,Regal::N,тәвц,prateleira
420,Kiste::N,яршг,caixa
421,Fenster::N,терз,janela
422,Tür::N,үүдн,porta
423,Tor::N,үүдн,portão
424,Tor::N,өргн үүдн,portão
425,Tor::N,хашан үүдн,portão
426,Zaun::N,хаша,cerca
427,Zaun::N,хаша,vedação
428,Dach::N,деевр,telhado
429,Leiter::N,шат,escada
430,Leiter::N,шат,escada móvel
431,Leiter::N,давшур,escada
432,Leiter::N,давшур,escada móvel
433,Besen::N,сәвүр,vassoura
434,Spaten::N,күрз,pá
435,Schaufel::N,совг,pá
436,Gabel::N,серә,garfo
437,Löffel::N,ухр,colher
438,Messer::N,утх,faca
439,Nagel::N,хадасн,cravo
440,Netz::N,гөлм,rede
441,Haken::N,дегә,gancho
442,Griff::N,иш,asa
443,Griff::N,иш,cabo
444,Griff::N,бәрүл,asa
445,Griff::N,бәрүл,cabo
446,Schloss::N,оньс,fechadura
447,Bild::N,зург,imagem
448,Figur::N,фигур,figura
449,Puppe::N,наадһа,boneca
450,Beutel::N,мишг,saco
451,Beutel::N,мишг,bolsa
452,Bündel::N,багла,fardo
453,Bündel::N,боодһа,fardo
454,Tasche::N,сумк,saco
455,Tasche::N,сумк,bolso
456,Eimer::N,суулһ,balde
457,Deckel::N,бүркәсн,tampa
458,Geschirr::N,сав,louça
459,Geschirr::N,сав-сарх,louça
460,Sack::N,мишг,saca
461,Tasse::N,ааһ,chávena
462,Topf::N,кастрюль,tacho
463,Topf::N,кастрюль,panela
464,Kessel::N,хәәсн,caldeira
465,Essen::N,зоогллһн,refeição
466,Nahrung::N,теҗәл,comida
467,Nahrung::N,теҗәл,alimento
468,Speise::N,хот,prato
469,Fleisch::N,махн,carne
470,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,cereais
471,Brei::N,хаш,puré
472,Brot::N,өдмг,pão
473,Scheibe::N,зүсм,fatia
474,Fett::N,өөкн,banha
475,Fett::N,өөкн,gordura
476,Butter::N,тосн,manteiga
477,Öl::N,тосн,azeite
478,Salz::N,давсн,sal
479,Suppe::N,шөлн,sopa
480,Suppe::N,шөлн,caldo
481,Honig::N,бал,mel
482,Milch::N,үсн,leite
483,Tee::N,цә,chá
484,Leder::N,арсн,couro
485,Wolle::N,утцн,lã
486,Wolle::N,эд,lã
487,Stoff::N,эд,pano
488,Stoff::N,эд,tecido
489,Nadel::N,зүн,agulha
490,Faden::N,утцн,fio
491,Knopf::N,товч,botão
492,Knoten::N,зәңгдә,nó
493,Farbe::N,будг,corante
494,Kleidung::N,хувцн,roupa
495,Kleidung::N,хувцн,vestuário
496,Kleidung::N,хувц-хунр,roupa
497,Kleidung::N,хувц-хунр,vestuário
498,Hemd::N,киилг,camisa
499,Kragen::N,зах,gola
500,Ärmel::N,ханцн,manga
501,Hose::N,шалвур,calça
502,Gürtel::N,бүс,cinto
503,Mütze::N,махла,boné
504,Mütze::N,махла,barrete
505,Schuh::N,башмгуд,sapato
506,Stiefel::N,һосн,bota
507,Ring::N,билцг,anel
508,Band::N,лент,fita
509,Band::N,лент,faixa
510,Kamm::N,сам,pente
511,Spiegel::N,толь,espelho
512,Riemen::N,бүс,correia
513,Schnur::N,деесн,corda
514,Schnur::N,деесн,cordel
515,Leine::N,бурнтг,trela
516,Leine::N,нохан көтлвр,trela
517,Decke::N,көнҗл,cobertor
518,Kissen::N,дер,almofada
519,Tuch::N,альчур,pano
520,Handtuch::N,полотенц,toalha
521,Handtuch::N,һар-нүүрин альчур,toalha
522,Kraft::N,күчн,força
523,Stärke::N,чидл,força
524,Gesundheit::N,эрүл-менд,saúde
525,Krankheit::N,өвчн,doença
526,Krankheit::N,өвчн,enfermidade
527,Schmerz::N,өвдлһн,dor
528,Wunde::N,шав,chaga
529,Wunde::N,шав,ferida
530,Fieber::N,безг,febre
531,Arznei::N,эм,remédio
532,Brücke::N,тагт,ponte
533,Brunnen::N,худг,poço
534,Weide::N,малын идг,pastagem
535,Pfad::N,цувг,senda
536,Pfad::N,цувг,trilho
537,Weg::N,хаалһ,caminho
538,Straße::N,зам,via
539,Straße::N,зам,estrada
540,Dorf::N,хотн,aldeia
541,Stadt::N,балһсн,cidade
542,Brief::N,бичг,carta
543,Buch::N,дегтр,livro
544,Buchstabe::N,үзг,letra
545,Zeitung::N,газет,jornal
546,Leben::N,җирһл,vida
547,Tod::N,үкл,morte
548,Tod::N,өңгрлһн,morte
549,Grab::N,оршалһна нүкн,túmulo
550,Grab::N,оршалһна нүкн,sepultura
551,Kirche::N,чонҗ,igreja
552,Sünde::N,нүл,pecado
553,Sünde::N,килнц,pecado
554,Gott::N,бурхн,deus
555,Arbeiter::N,көдлмшч,operário
556,Arbeiter::N,көдлмшч,trabalhador
557,Chef::N,толһач,chefe
558,Chef::N,толһач,patrão
559,Meister::N,урн,mestre
560,Arzt::N,эмч,médico
561,Lehrer::N,багш,professor
562,Geld::N,мөңгн,dinheiro
563,Geschäft::N,көдлмш,negócio
564,Laden::N,лавк,loja
565,Preis::N,үн,preço
566,Ware::N,эд-тавр,mercadoria
567,Nutzen::N,олз,proveito
568,Reichtum::N,зөөр,riqueza
569,Welt::N,орчлң,mundo
570,Welt::N,делкә,mundo
571,Land::N,орн-нутг,país
572,Staat::N,государств,Estado
573,König::N,хан,rei
574,Macht::N,йосн,poder
575,Macht::N,йосн,potência
576,Grenze::N,меҗә,fronteira
577,Krieg::N,дән,guerra
578,Feind::N,дәәсн,inimigo
579,Gewalt::N,күч һарһлһн,violência
580,Kampf::N,ноолдан,luta
581,Kampf::N,ноолдан,combate
582,Kampf::N,бәрлдлһн,luta
583,Kampf::N,бәрлдлһн,combate
584,Bogen[Waffe]::N,саадг,arco
585,Pfeil::N,сумн,seta
586,Pfeil::N,сумн,flecha
587,Gewehr::N,бу,espingarda
588,Fehler::N,алдг,erro
589,Fehler::N,алдг,falha
590,Lüge::N,худл,mentira
591,Schaden::N,хорлт,dano
592,Schaden::N,хорлт,estrago
593,Unglück::N,гүрм,desgraça
594,Schuld::N,гем,culpa
595,Schuld::N,буру,culpa
596,Alter::N,насн,idade
597,Schluss::N,чилгч,fim
598,Zeit::N,цаг,tempo
599,Tag::N,өдр,dia
600,Morgen::N,өрүн,manhã
601,Mittag::N,үд,meio-dia
602,Abend::N,асхн,noite
603,Abend::N,асхн,tardinha
604,Nacht::N,сө,noite
605,Woche::N,долан хонг,semana
606,Monat::N,сар,mês
607,Jahr::N,җил,ano
608,Frühling::N,хавр,primavera
609,Sommer::N,зун,verão
610,Herbst::N,намр,outono
611,Winter::N,үвл,inverno
612,Januar::N,январь,Janeiro
613,Februar::N,февраль,Fevereiro
614,März::N,март,Março
615,März::N,моһа сар,Março
616,April::N,апрель,Abril
617,Mai::N,май,Maio
618,Juni::N,июнь,Junho
619,Juni::N,мөчн сар,Junho
620,Juli::N,июль,Julho
621,August::N,август,Agosto
622,September::N,һаха сар,Setembro
623,Oktober::N,октябрь,Outubro
624,November::N,ноябрь,Novembro
625,November::N,үкр сар,Novembro
626,Dezember::N,бар сар,Dezembro
627,Montag::N,понедельник,segunda-feira
628,Dienstag::N,вторник,terça-feira
629,Mittwoch::N,среда,quarta-feira
630,Mittwoch::N,үлмҗ өдр,quarta-feira
631,Donnerstag::N,четверг,quinta-feira
632,Donnerstag::N,пүрвә өдр,quinta-feira
633,Freitag::N,пятниц,sexta-feira
634,Samstag::N,суббот,sábado
635,Sonntag::N,нарн өдр,domingo
636,Sonntag::N,воскресень,domingo
637,groß::A,ик,grande
638,klein::A,бичкн,pequeno
639,lang::A,ут,comprido
640,kurz::A,оһтр,curto
641,breit::A,өргн,largo
642,schmal::A,уутьхн,estreito
643,dicht::A,нигт,denso
644,dick[Gegenstand]::A,зузан,grosso
645,dünn::A,нимгн,delgado
646,fein::A,нәрхн,fino
647,fein::A,нәрхн,subtil
648,fest::A,бат,firme
649,fest::A,бат,sólido
650,flach::A,хавтха,plano
651,glatt::A,тегш,liso
652,glatt::A,тиньгр,liso
653,hart::A,хату,duro
654,weich::A,җөөлн,mole
655,weich::A,җөөлкн,mole
656,rund::A,төгрг,redondo
657,spitz::A,шовһр,agudo
658,scharf::A,хурц,afiado
659,stumpf::A,мука,rombo
660,schwer::A,күнд,pesado
661,schön::A,сәәхн,belo
662,schön::A,сәәхн,bonito
663,heiß::A,халун,quente
664,warm::A,дулан,quente
665,kalt::A,киитн,frio
666,kühl::A,серүн,fresco
667,frisch::A,серүн,fresco
668,feucht::A,чиигтә,húmido
669,nass::A,чиигтә,molhado
670,trocken::A,хагсу,seco
671,voll::A,дүүрң,cheio
672,leer::A,сул,vazio
673,leer::A,хоосн,vazio
674,offen::A,секәтә,aberto
675,geschlossen::A,хаалһата,fechado
676,sauber::A,цевр,limpo
677,schmutzig::A,киртә,sujo
678,roh::A,түүкә,cru
679,reif::A,болсн,maduro
680,lecker::A,әмтәхн,delicioso
681,süß::A,әмтәхн,doce
682,bitter::A,һашун,amargo
683,bitter::A,һашута,amargo
684,sauer::A,ишклң,azedo
685,hell::A,герлтә,claro
686,dunkel::A,харңһу,escuro
687,dunkel::A,харңһу,sombrio
688,schwarz::A,хар,preto
689,weiß::A,цаһан,branco
690,rot::A,улан,vermelho
691,gelb::A,шар,amarelo
692,blau::A,көк,azul
693,grün::A,көк,verde
694,grau::A,бор,cinzento
695,bunt::A,алг,colorido
696,bunt::A,эрәтә,colorido
697,billig::A,кимд,barato
698,teuer::A,үнтә,caro
699,wertvoll::A,үнтә,valioso
700,wertvoll::A,үнтә,precioso
701,wertvoll::A,эрднь,valioso
702,wertvoll::A,эрднь,precioso
703,blind::A,сохр,cego
704,taub::A,дүлә,surdo
705,kräftig::A,күчтә,forte
706,kräftig::A,күчтә,poderoso
707,stark::A,чаңһ,forte
708,stark::A,чаңһ,robusto
709,schwach::A,күчн тату,débil
710,fett::A,тарһн,gordo
711,schlank::A,эццн,esbelto
712,hübsch::A,көркхн,giro
713,hübsch::A,көркхн,bonito
714,böse::A,уурта,mau
715,dumm::A,тенг,parvo
716,dumm::A,тенг,estúpido
717,faul::A,залху,preguiçoso
718,fleißig::A,кинән,aplicado
719,fleißig::A,кинән,diligente
720,fleißig::A,кинмһә,aplicado
721,fleißig::A,кинмһә,diligente
722,geizig::A,ховдг,avarento
723,klug::A,ухата,prudente
724,klug::A,ухата,inteligente
725,geschickt::A,чадмг,hábil
726,lieb::A,эңкр,caro
727,lieb::A,эңкр,querido
728,lustig::A,сергмҗтә,alegre
729,lustig::A,җирһлтә,alegre
730,sanft::A,номһн,suave
731,sanft::A,номһн,brando
732,hungrig::A,өлн,faminto
733,hungrig::A,харһнсн,faminto
734,krank::A,өвчтә,doente
735,krank::A,өвчтә,enfermo
736,krank::A,шалтгта,doente
737,krank::A,шалтгта,enfermo
738,nackt::A,нүцкн,nu
739,nackt::A,нүцкн,despido
740,traurig::A,һундлта,triste
741,lebendig::A,әмд,vivo
742,gut::A,сән,bom
743,schlecht::A,му,mau
744,schlecht::A,му,ruim
745,richtig::A,зөвтә,justo
746,richtig::A,зөвтә,correcto
747,schlimm::A,җигшүртә,mau
748,schlimm::A,җигшүртә,grave
749,wahr::A,үнн,verdadeiro
750,wahr::A,мөн,verdadeiro
751,alt::A,хуучн,velho
752,alt::A,хуучн,antigo
753,neu::A,шин,novo
754,ehemalig::A,хуучн,antigo
755,alt[Lebewesen]::A,көгшн,velho
756,jung::A,баһ,jovem
757,arm::A,угатя,pobre
758,reich::A,байн,rico
759,bekannt::A,таньл,conhecido
760,bekannt::A,таньдг,conhecido
761,berühmt::A,туурсн,famoso
762,berühmt::A,туурсн,célebre
763,fremd::A,күүнә,alheio
764,fremd::A,күүнә,estranho
765,verschieden::A,әдл биш,diverso
766,verschieden::A,әдл биш,diferente
767,verschieden::A,йилһәтә,diverso
768,verschieden::A,йилһәтә,diferente
769,nah::A,өөрхн,próximo
770,fern::A,хол,remoto
771,fern::A,хол,distante
772,linker::A,зүн,esquerdo
773,rechter::A,барун,direito
774,anderer::A,талдан,outro
775,erster::A,негдгч,primeiro
776,zweiter::A,хойрдгч,segundo
777,dritter::A,һурвдгч,terceiro
778,letzter::A,отхн,final
779,letzter::A,отхн,último
780,allein::ADV,һанцарн,só
781,auf einmal::ADV,нег дәкҗ,de vez
782,zusammen::ADV,хамдан,juntos
783,lange::ADV,удан,muito tempo
784,plötzlich::ADV,генткн,de repente
785,sofort::ADV,дарунь,imediatamente
786,später::ADV,сүүлд,mais tarde
787,jetzt::ADV,ода,agora
788,heute::ADV,эндр,hoje
789,morgen::ADV,маңһдур,amanhã
790,bald::ADV,дарунь,logo
791,bald::ADV,дарунь,breve
792,dann::ADV,дәкәд,então
793,dann::ADV,дәкәд,depois
794,gestern::ADV,өцклдүр,ontem
795,einst::ADV,нег саамд,antigamente
796,damals::ADV,тиигхд,então
797,danach::ADV,тегәд,logo
798,danach::ADV,тегәд,depois
799,vorher::ADV,урд,antes
800,zuerst::ADV,түрүләд,primeiro
801,einmal::ADV,нег дәкҗ,uma vez
802,manchmal::ADV,зәрмдән,às vezes
803,oft::ADV,хара биш,muitas vezes
804,oft::ADV,хатяр биш,muitas vezes
805,oft::ADV,дару-дарунь,muitas vezes
806,immer::ADV,оньдинд,sempre
807,niemals::ADV,кезә чмгн биш,nunca
808,hier::ADV,энд,cá
809,hier::ADV,энд,aqui
810,hier::ADV,энүнд,cá
811,hier::ADV,энүнд,aqui
