,Concept_ID,uz,mrj
229,Schwester::N,opa,ӓкӓ
230,Schwester::N,singil,ӓкӓ
231,Onkel::N,amaki,кугуза
232,Tante::N,amma,куака
233,Tante::N,xola,куака
234,Ehemann::N,är,мары
235,Ehefrau::N,rafiqa,вӓтӹ
236,Freude::N,ayish,ӹвӹртӹмӓш
237,Gelächter::N,kulgi,ваштылмаш
238,Glück::N,saodat,пиӓл
239,Kummer::N,g'am,ясы
240,Wunsch::N,orzu,охата
241,Wunsch::N,orzu,шанымаш
242,Lust::N,rag'bat,шӓр
243,Lust::N,rag'bat,охата
244,Lust::N,rag'bat,шанымаш
245,Geist::N,ruh,тух
246,Gedanke::N,fikr,шанымаш
247,Gedächtnis::N,äs,ӓш
248,Verstand::N,aql,ыш
249,Sinn::N,ma'ni,кын
250,Grund::N,sabab,вир
251,Wahrheit::N,haq,тöр
252,Gespräch::N,gap,хытырымаш
253,Märchen::N,ärtak,ямак
254,Erzählung::N,rivoyat,шайыштмаш
255,Nachricht::N,xabar,увертӓрӹмӓш
256,Neuigkeit::N,yangilik,увер
257,Name::N,ot,лӹм
258,Rätsel::N,topishmoq,тышты
259,Rede::N,nutq,шая
260,Rede::N,nutq,шамак
261,Sprache::N,til,йӹлмӹ
262,Stimme::N,ovoz,юк
263,Wort::N,so'z,шамак
264,Zeichen::N,alomat,палӹ
265,Ruf::N,chaqiriq,сӹгӹрӹмӓш
266,Lärm::N,taraq,юкланымащ
267,Laut::N,tovush,юк
268,Ton::N,un,юк
269,Lied::N,ashula,мыры
270,Ruhe::N,tinchlik,тыр
271,Leute::N,xaloyiq,эдемвлӓ
272,Volk::N,xalq,халык
273,Arbeit::N,ish,пӓшӓ
274,Gast::N,mehmon,хына
275,Geschenk::N,hadya,подарка
276,Spiel::N,o'yin,мадыш
277,Gesellschaft::N,jamiyat,йӓл
278,Gesellschaft::N,jamiyat,йӓлвлӓ
279,Hilfe::N,yordam,палшык
280,Freund::N,do'st,тӓнг
281,Kamerad::N,yo'ldosh,тос
282,Angelegenheit::N,daxl,дела
283,Angelegenheit::N,daxl,йела
284,Angelegenheit::N,daxl,йыла
285,Angelegenheit::N,daxl,пӓшӓ
286,Anzahl::N,son,шот
287,Art::N,tur,цӹре
288,Stück::N,parcha,лаштык
289,Teil::N,bo'lak,пай
290,Teil::N,bo'lak,часть
291,Hälfte::N,yarim,пел
292,Kreis::N,aylana,тӹртӹш
293,Kreuz::N,xoch,крестӹ
294,Linie::N,liniya,
295,Strich::N,chiziq,
296,Abstand::N,oralik,ло
297,Entfernung::N,uzoqlik,ло
298,Gegend::N,yer,вӓр
299,Platz::N,oralig,вӓр
300,Ort::N,joy,вӓр
301,Seite::N,yon,öрдӹж
302,Mitte::N,o'rta,ло
303,Gegenstand::N,ashyo,хӓдӹр
304,Sache::N,buyum,хӓдӹр
305,Rand::N,chek,шöр
306,Kante::N,tig',шöр
307,Ecke::N,burchak,лык
308,Spitze::N,uch,вуй
309,Ende::N,oxir,вуй
310,Ende::N,oxir,мычаш
311,Loch::N,teshik,ыраж
312,Winkel::N,go'sha,лык
313,Muster::N,nusha,тӹрлец
314,Größe::N,kattalik,кӱкшӹц
315,Länge::N,uzunlik,кыт
316,Höhe::N,yuksaklik,кӱкшӹц
317,Gewicht::N,solmoq,нелӹц
318,Menge::N,miqdor,шот
319,Haufen::N,uyum,ара
320,Reihe::N,saf,ряд
321,Boot::N,qayiq,пыш
322,Ruder::N,äshkak,вешлӓ
323,Schlitten::N,chana,тир
324,Ski::N,chang'i,ечӹ
325,Lagerfeuer::N,gulxan,тыл
326,Last::N,yuk,нелӹц
327,Gang::N,yurish,ход
328,Schritt::N,qadam,ашкыл
329,Norden::N,shimol,йыдпелвел
330,Süden::N,janub,кечӹвӓлвел
331,Westen::N,g'arb,кечӹ шӹцмӹ
332,Osten::N,sharq,ирвел
333,Osten::N,sharq,кечӹ лӱлтмӹ
334,Holz::N,yog'och,пушӓнгӹ
335,Brett::N,taxta,ханга
336,Platte::N,tabaqa,плитӓ
337,Stütze::N,tayanchi,цӓрӓк
338,Stange::N,qo'noq,равы
339,Stange::N,qo'noq,намаш
340,Stock::N,tayoq,панды
341,Stab::N,gavron,равы
342,Rohr::N,tarnov,пыч
343,Haus::N,uy,пöрт
344,Heim::N,makon,пöрт
345,Ofen::N,pechka,камака
346,Fußboden::N,pol,седӹрӓ
347,Tisch::N,mosa,стöл
348,Stuhl::N,o'rindiq,пöкен
349,Wiege::N,beshik,шипкӓ
350,Bett::N,yotoq,койка
351,Bett::N,yotoq,кравать
352,Regal::N,tokcha,полицӓ
353,Kiste::N,sandiq,шӱ́ндӹк
354,Fenster::N,deraza,окня
355,Tür::N,äshik,амаса
356,Tor::N,darvoza,хапка
357,Zaun::N,panjara,забор
358,Dach::N,tom,левӓш
359,Leiter::N,narvon,ташкалтыш
360,Besen::N,supurgi,сало
361,Besen::N,supurgi,салко
362,Spaten::N,bel,кольмы
363,Schaufel::N,kurak,лоток
364,Gabel::N,bilka,ви́лка
365,Löffel::N,qoshiq,савала
366,Messer::N,pichoq,кӹзӹ
367,Nagel::N,mix,пыда
368,Netz::N,to'r,вӓпш
369,Haken::N,ilgak,крӱк
370,Haken::N,ilgak,кагак
371,Griff::N,sop,кычем
372,Griff::N,tutqich,кычем
373,Schloss::N,qulf,замок
374,Schloss::N,qulf,сыравач
375,Bild::N,rasm,картин
376,Figur::N,shakl,кӓн
377,Puppe::N,ko'g'irchoq,поханя
378,Beutel::N,to'rva,мешӓк
379,Bündel::N,bog'lam,топ
380,Bündel::N,bog'lam,пидӹш
381,Bündel::N,bog'lam,кӹлдӹш
382,Tasche::N,kissa,сумкы
383,Eimer::N,chelak,ведӹрӓ
384,Deckel::N,qopqoq,комдыш
385,Geschirr::N,idish,ӓтӹ
386,Sack::N,qop,мешӓк
387,Tasse::N,piyola,цӓшкӓ
388,Topf::N,tuvak,ми́ска
389,Kessel::N,qozon,пад
390,Essen::N,tomoq,качкыш
391,Essen::N,tomoq,качкыш-йӱш
392,Nahrung::N,emak,качкыш
393,Nahrung::N,emak,качкыш-йӱш
394,Speise::N,taom,няня
395,Fleisch::N,go'sht,пай
396,Getreide::N,g'alla,киндӹ
397,Brei::N,bo'tqa,шӹрӓш
398,Brot::N,non,сыкыр
399,Scheibe::N,disk,ламыт
400,Scheibe::N,disk,лаштык
401,Fett::N,moy,кая
402,Butter::N,yog',ӱ
403,Öl::N,moy,ӱ
404,Salz::N,tuz,санзал
405,Suppe::N,sho'rva,лем
406,Honig::N,asal,мӱ
407,Milch::N,sut,шӹшер
408,Tee::N,choy,чӓй
409,Leder::N,charm,шарга
410,Leder::N,charm,кавашты
411,Wolle::N,jun,миж
412,Stoff::N,mato,матер
413,Stoff::N,mato,матери
414,Nadel::N,igna,им
415,Faden::N,ip,шӹртӹ
416,Knopf::N,tugma,полдыш
417,Knoten::N,tugun,пӱкшем
418,Farbe::N,bo'yok,чиӓ
419,Farbe::N,bo'yok,крӓскӓ
420,Kleidung::N,kiyim,выргем
421,Hemd::N,ko'ylak,тыгыр
422,Kragen::N,yoqa,шӱ
423,Ärmel::N,yeng,шокш
424,Hose::N,shim,ялаш
425,Gürtel::N,tasma,ӹштӹ
426,Mütze::N,shapka,упш
427,Schuh::N,but,ту́фльы
428,Stiefel::N,botinka,кем
429,Ring::N,yuzuk,шӓргӓш
430,Band::N,rishta,лемтӓ
431,Kamm::N,taroq,шерге
432,Spiegel::N,ko'zgu,тӹгӹр
433,Riemen::N,qayish,прӓжӓ
434,Schnur::N,bog'ich,кӓндӹра
435,Leine::N,etak,керем
436,Decke::N,odyol,одеял
437,Kissen::N,yostiq,кӹпцӹк
438,Tuch::N,gazlama,савыц
439,Handtuch::N,sochiq,шӹргӹсавыц
440,Handtuch::N,sochiq,шӹргӹмсавыц
441,Kraft::N,kuch,ви
442,Stärke::N,quvvat,ви
443,Gesundheit::N,sog'lik,шу
444,Gesundheit::N,sog'lik,шулык
445,Krankheit::N,kasallik,мыж
446,Schmerz::N,og'riq,карштыш
447,Wunde::N,yara,шушыр
448,Fieber::N,bezgak,ӱштӹмыж
449,Arznei::N,dori,лекӓрцӹ
450,Brücke::N,ko'prik,кӹвер
451,Brunnen::N,buloq,вӹдсӹнзӓ
452,Weide::N,yaylov,ныр
453,Pfad::N,dorojka,ялгорны
454,Weg::N,yo'l,корны
455,Straße::N,ko'cha,корны
456,Dorf::N,ovul,сола
457,Stadt::N,shahar,города
458,Brief::N,maktub,сирмӓш
459,Buch::N,kitob,книгӓ
460,Buchstabe::N,harf,буква́
461,Zeitung::N,gazet,газет
462,Zeitung::N,gazet,кайзет
463,Leben::N,hayot,житя
464,Tod::N,o'lim,смöрт
465,Grab::N,go'r,шӹгер
466,Grab::N,go'r,мыгилӓ
467,Grab::N,go'r,шӹгерлӓ
468,Kirche::N,cherkov,церкӹ
469,Sünde::N,gunoh,сулык
470,Gott::N,olloh,йымы
471,Arbeiter::N,ishchi,пӓшӓзӹ
472,Chef::N,rais,вуй
473,Meister::N,usta,мастар
474,Arzt::N,hakim,доктор
475,Lehrer::N,muallim,тымдышы
476,Geld::N,pul,окса
477,Geschäft::N,savdo,торге́йӹмӓш
478,Laden::N,do'kon,лапка
479,Laden::N,do'kon,магазин
480,Preis::N,baho,ӓк
481,Ware::N,mol,товар
482,Nutzen::N,foyda,пайда
483,Reichtum::N,boylik,перке
484,Welt::N,olam,сӓндӓлӹк
485,Welt::N,olam,свет
486,Land::N,o'lka,сӓндӓлӹк
487,Staat::N,davlat,кугижӓншӹ
488,König::N,qirol,король
489,Macht::N,iqtidor,власть
490,Grenze::N,chegara,пӹсмӓн
491,Krieg::N,harb,вырсы
492,Feind::N,dushman,тышман
493,Gewalt::N,zo'rlik,ви
494,Kampf::N,kurash,кредӓлмӓш
495,Bogen[Waffe]::N,yoy,янгеж
496,Pfeil::N,o'q,пикш
497,Gewehr::N,vintovka,пичӓл
498,Fehler::N,xato,самынь
499,Lüge::N,yolg'on,шая
500,Schaden::N,ziyon,вре́дӓ
501,Unglück::N,balo,пёда
502,Unglück::N,balo,тымаша
503,Schuld::N,ayb,вуйнамат
504,Alter::N,yosh,иӓш
505,Alter::N,yosh,игечӹ
506,Schluss::N,tamom,пӹтӓртӹш
507,Zeit::N,vaqt,веремӓ
508,Tag::N,kun,кечӹ
509,Morgen::N,saboh,ир
510,Morgen::N,saboh,ирок
511,Mittag::N,kun tushlik,кечӹвӓл
512,Abend::N,oqshom,вады
513,Nacht::N,tun,йыд
514,Woche::N,hafta,ӓрня
515,Monat::N,oy,тӹ́лзӹ
516,Jahr::N,yil,год
517,Frühling::N,bahor,шошым
518,Sommer::N,yoz,кӓнгӹж
519,Herbst::N,kuz,шӹжӹ
520,Herbst::N,xazon,шӹжӹ
521,Winter::N,qish,тел
522,Winter::N,qish,телӹ
523,Januar::N,yanvar',январ
524,Januar::N,yanvar',январь
525,Februar::N,fevral',февраль
526,März::N,mart,март
527,April::N,aprel',апрель
528,Mai::N,may,май
529,Juni::N,iyun',июнь
530,Juli::N,iyul',июль
531,August::N,avgust,август
532,September::N,sentyabr',сентябрь
533,Oktober::N,oktyabr',октябрь
534,November::N,noyabr',ноябрь
535,Dezember::N,dekabr',декавыр
536,Montag::N,dushanba,шачмы
537,Dienstag::N,seshanba,кышкыжмы
538,Mittwoch::N,chorshanba,вӹрчегӹ
539,Donnerstag::N,payshanba,изӓрня
540,Freitag::N,juma,когарня
541,Samstag::N,shanba,кукшыгечӹ
542,Sonntag::N,yakshanba,рушӓрня
543,groß::A,buyuk,кого
544,klein::A,kichik,изи
545,lang::A,uzun,кужы
546,kurz::A,qisqa,кӹтӹк
547,breit::A,keng,кымда
548,schmal::A,änsiz,ӓнгӹсӹр
549,dicht::A,quyuq,шӹре
550,dick[Gegenstand]::A,qalin,кӹжгӹ
551,dünn::A,ingichka,вӹцкӹж
552,fein::A,mayin,пыльга
553,fest::A,qattiq,цаткыды
554,flach::A,yalpoq,тӓлякӓ
555,glatt::A,tekis,ягылгы
556,hart::A,qattiq,пингӹдӹ
557,weich::A,yumshoq,пышкыды
558,rund::A,yumaloq,тӹртӹш
559,spitz::A,uchli,кашар
560,scharf::A,keskir,кашар
561,stumpf::A,to'mtoq,нӹшкӹ
562,schwer::A,salmoqli,нелӹ
563,schön::A,go'zal,цевер
564,schön::A,go'zal,олмыдшы
565,heiß::A,qiziq,шокшы
566,warm::A,issiq,шокшы
567,kalt::A,sovuq,ӱштӹ
568,kühl::A,salqin,юалгы
569,kühl::A,salqin,йонгата
570,frisch::A,toza,йонгата
571,feucht::A,namli,ӹлӹкшӹ
572,feucht::A,namli,вӹдӹжгӹ
573,nass::A,nam,начкы
574,trocken::A,quruq,кукшы
575,voll::A,to'la,темшӹ
576,voll::A,to'la,темыман
577,leer::A,puch,йӓрӓ
578,offen::A,ochiq,виш
579,geschlossen::A,berk,чӱчмӹ
580,geschlossen::A,berk,тӹкӹлӓлтшӹ
581,sauber::A,ozoda,ире
582,schmutzig::A,kir,шоран
583,schmutzig::A,kir,лявӹрӓн
584,schmutzig::A,kir,шорангшы
585,roh::A,xom,пеле кӱшӹ
586,reif::A,pishiq,кӱшӹ
587,lecker::A,shirin,тотан
588,süß::A,shirin,мӱӓн
589,bitter::A,achchiq,качы
590,sauer::A,achchiq,шапы
591,hell::A,yorug',соты
592,hell::A,yorug',валгыды
593,dunkel::A,qorong'i,пӹц
594,dunkel::A,qorong'i,пӹцкемӹш
595,schwarz::A,qora,шим
596,weiß::A,oq,ош
597,weiß::A,oq,ошы
598,rot::A,qizil,якшаргы
599,gelb::A,sariq,сар
600,gelb::A,sariq,сары
601,blau::A,zangori,симсӹ
602,grün::A,yashil,ыжар
603,grau::A,bo'z,луды
604,bunt::A,ola,ала
605,billig::A,arzon,шулдаш
606,teuer::A,qimmat,шергӹ
607,teuer::A,qimmat,шергӓкӓн
608,wertvoll::A,qimmat,ӓкӓн
609,blind::A,ko'r,слöпöй
610,blind::A,ko'r,сльöпöй
611,taub::A,garang,тӱтӱк
612,kräftig::A,kuchli,виӓн
613,stark::A,quvvatli,виӓн
614,schwach::A,kuchsiz,шава
615,schwach::A,kuchsiz,лӹпкӓ
616,schwach::A,kuchsiz,слабка
617,fett::A,semiz,таза
618,schlank::A,ingichka,яштака
619,hübsch::A,ko'rkam,сӹлнӹ
620,hübsch::A,ko'rkam,олмыдшы
621,böse::A,yovuz,шӹдӓн
622,dumm::A,aqlsiz,окмак
623,faul::A,ärinchak,ялахай
624,fleißig::A,ishchan,пӓшам яратышы
625,geizig::A,qurumsoq,шык
626,klug::A,oqil,ышан
627,geschickt::A,äpchil,мастар
628,lieb::A,aziz,тыри
629,lustig::A,chaqchaq,мындыр
630,lustig::A,chaqchaq,сусу
631,sanft::A,asta,йӹвӹжӓ
632,hungrig::A,och,шужышы
633,krank::A,kasal,церлӹ
634,krank::A,kasal,хворой
635,nackt::A,yalang,цӓрӓ
636,traurig::A,xafa,сы́лыкан
637,traurig::A,xafa,кымы́лдымы
638,lebendig::A,hayotiy,живой
639,gut::A,soz,яжо
640,schlecht::A,yomon,уда
641,schlecht::A,yomon,худа
642,richtig::A,rost,вургамла
643,schlimm::A,yovuz,йӹрнык
644,wahr::A,haqiqiy,настоящий
645,wahr::A,haqiqiy,настояшый
646,alt::A,äski,шонгы
647,neu::A,yangi,у
648,ehemalig::A,sobiq,тошты
649,alt[Lebewesen]::A,qari,ӹлалшӹ
650,jung::A,navqiron,нöргӹ
651,jung::A,navqiron,молода
652,arm::A,abgor,укеӓн
653,reich::A,boy,паян
654,reich::A,boy,пурлыкан
655,bekannt::A,ma'lum,палӹмӹ
656,berühmt::A,mashhur,лӹмлы
657,fremd::A,yot,эдемӹн
658,verschieden::A,turli,тӹрлӹ
659,nah::A,yaqindagi,лишӹл
660,fern::A,uzoq,мӹндӹр
661,linker::A,so'l,шалахай
662,rechter::A,o'ng,вургамла
663,anderer::A,boshqa,вес
664,anderer::A,boshqa,весӹ
665,erster::A,birinchi,икшӹ
666,erster::A,birinchi,икӹмшӹ
667,zweiter::A,ikkinchi,кокшы
668,dritter::A,uchinchi,кымшы
669,letzter::A,oxirgi,остатка
670,allein::ADV,o'zicha,иктӹ
671,allein::ADV,o'zicha,иктӹт
672,auf einmal::ADV,varakay,тöрöк
673,zusammen::ADV,barobar,икараш
674,zusammen::ADV,barobar,цымырын
675,lange::ADV,uzoq,кужын
676,plötzlich::ADV,qo'qqisdan,трӱк
677,sofort::ADV,darrov,полт
678,sofort::ADV,darrov,тöрöк
679,sofort::ADV,darrov,тӹшӓкок
680,später::ADV,so'ngra,вара
681,jetzt::ADV,hozirgina,
682,heute::ADV,bugun,тагачы
683,morgen::ADV,ärta,иргод
684,morgen::ADV,ärta,иргодым
685,bald::ADV,toz,чӹнь
686,bald::ADV,toz,вӓшке
687,bald::ADV,toz,выртышты
688,dann::ADV,keyin,пакыла
689,gestern::ADV,kecha,тенгечӹ
690,einst::ADV,avvallari,икӓнӓ
691,damals::ADV,ugal,тӹнӓм
692,danach::ADV,so'ngra,пакыла
693,vorher::ADV,avval,перви
694,zuerst::ADV,avval,андак
695,einmal::ADV,bir marta,гӓнӓк
696,einmal::ADV,bir marta,гӓнӓ
697,manchmal::ADV,onda-sonda,кынамжы
698,oft::ADV,tez-tez,чӹчкӹдӹн
699,immer::ADV,har vaqt,со
700,immer::ADV,har vaqt,соок
701,niemals::ADV,hargiz,нинам
702,niemals::ADV,hargiz,нигынам
703,niemals::ADV,hargiz,нигынамат
704,hier::ADV,shu erda,тиштӹ
705,hierhin::ADV,beri,тишкӹ
706,von hier::ADV,shu erdan,тишец
707,von hier::ADV,shu erdan,тишецӹн
708,dort::ADV,ana,тӹштӹ
709,dorthin::ADV,u yerga,тӹшкӹ
710,dorthin::ADV,u yerga,тӹшкӹлӓ
711,geradeaus::ADV,to'g'ri,вик
712,geradeaus::ADV,to'g'ri,тура
713,vorwärts::ADV,ilgari,анзыкы
714,rückwärts::ADV,qoloq,мӹнгеш
715,zurück::ADV,orqada,мӹнгеш
716,unten::ADV,pastda,ӱлнӹ
717,unten::ADV,pastda,лӹвӓлнӹ
718,hinab::ADV,tubanga,ӱлӹкӹ
719,hinab::ADV,tubanga,лӹвӓкӹ
720,oben::ADV,ustida,вӹлнӹ
721,hinauf::ADV,yuqorida,кӱшкӹлӓ
722,hinauf::ADV,yuqorida,кӱш
723,überall::ADV,har erda,йӹлт
724,überall::ADV,har erda,цилӓ вӓре
725,nicht::ADV,ämas,уке
726,ein wenig::ADV,biroz,изиш
727,ein wenig::ADV,biroz,иклаштык
728,kaum::ADV,arang,цылик
729,kaum::ADV,arang,чучок-чучок
730,sehr::ADV,ancha,чоте
731,so::ADV,shunday,тенге
732,so::ADV,shunday,тенгелӓ
733,noch::ADV,hali,мол
734,noch::ADV,hali,моло
735,nur::ADV,yolg'iz,веле
736,schon::ADV,endi,уже
737,schon::ADV,endi,ӹнде
738,wieder::ADV,yana,уэш
739,vergebens::ADV,bekorga,зря
740,vergebens::ADV,bekorga,ӹзрӓ
741,vergebens::ADV,bekorga,ӹзӹрӓ
