,Concept_ID,el,kl
1321,braten::V,τηγανίζω,siappaa
1322,umrühren::V,ανακατεύω,qeerlerpaa
1323,stricken::V,πλέκω,
1324,nähen::V,ράβω,
1325,färben::V,βάφω,misuppaa
1326,färben::V,χρωματίζω,misuppaa
1327,reinigen::V,καθαρίζω,sanniarpaa
1328,waschen::V,πλένω,asappaa
1329,abwischen::V,σφουγγίζω,saligarpaa
1330,abwischen::V,σφουγγίζω,saligartorpaa
1331,spülen::V,ξεπλένω,
1332,fegen::V,σκουπίζω,sanngiarpaa
1333,kehren::V,σκουπίζω,
1334,baden::V,κάνω μπάνιο,uffarpoq
1335,sich waschen::V,πλένομαι,uffarpoq
1336,ausziehen::V,βγάζω,annoraajarpaa
1337,anziehen::V,φορώ,ativaa
1338,anziehen::V,φορώ,atitippaa
1339,sich anziehen::V,ντύνομαι,atisalersorpoq
1340,kämmen::V,χτενίζω,
1341,schmücken::V,στολίζω,
1342,sagen::V,λέω,oqarpoq
1343,sprechen::V,μιλώ,oqaluttarpoq
1344,reden::V,μιλώ,oqaluppoq
1345,reden::V,κουβεντιάζω,oqaluppoq
1346,sich unterhalten::V,συνομιλώ,
1347,sich unterhalten::V,κουβεντιάζω,
1348,fragen::V,ρωτώ,aperaa
1349,bitten::V,ζητώ,aperaa
1350,bitten::V,ζητώ,qinnuigaa
1351,bitten::V,παρακαλώ,aperaa
1352,bitten::V,παρακαλώ,qinnuigaa
1353,erzählen::V,διηγούμαι,oqaluttuaraa
1354,mitteilen::V,πληροφορώ,oqalualaarpoq
1355,nennen::V,ονομάζω,
1356,rufen::V,φωνάζω,qaaqquaa
1357,prahlen::V,καυχιέμαι,oqqartuvoq
1358,prahlen::V,καυχιέμαι,oqallortuvoq
1359,übersetzen::V,μεταφράζω,ikaarpoq
1360,übersetzen::V,μεταφράζω,nutserpaa
1361,denken::V,σκέφτομαι,isumaqarpoq
1362,glauben::V,πιστεύω,upperaa
1363,glauben::V,πιστεύω,isumaqarpoq
1364,bemerken::V,παρατηρώ,
1365,erkennen::V,αναγνωρίζω,ilisaraa
1366,begreifen::V,καταλαβαίνω,
1367,verstehen::V,ακούω,paasivaa
1368,lernen::V,μαθαίνω,ilinniarpoq
1369,wissen::V,ξέρω,nalunngilaa
1370,sich erinnern an::V,θυμάμαι,eqqaavaa
1371,vergessen::V,ξεχνώ,puiorpaa
1372,messen::V,μετρώ,ussersarpaa
1373,zählen::V,μετρώ,kisitsivoq
1374,rechnen::V,λογαριάζω,kisitsivoq
1375,lesen::V,διαβάζω,atuarpoq
1376,malen::V,ζωγραφίζω,qalipappaa
1377,zeichnen::V,σχεδιάζω,
1378,schreiben::V,γράφω,allappoq
1379,besitzen::V,κατέχω,
1380,kaufen::V,αγοράζω,pisiaraa
1381,verkaufen::V,πουλώ,akigaa
1382,bezahlen::V,πληρώνω,akilerpaa
1383,zahlen::V,πληρώνω,
1384,beherrschen::V,κυριαρχώ,inappaa
1385,ertragen::V,βαστώ,ernertaaraa
1386,ertragen::V,αντέχω,ernertaaraa
