,Concept_ID,el,kl
177,Schwanz::N,ουρά,paperuusaq
178,Ei::N,αβγό,mannik
179,Nest::N,φωλιά,ullut
180,Bau::N,φωλιά,ini
181,Tier::N,ζώο,uumasoq
182,Herde::N,κοπάδι,unguukkat
183,Kuh::N,αγελάδα,ussik
184,Bulle::N,ταύρος,angukulak
185,Bulle::N,ταύρος,anguteralak
186,Bulle::N,ταύρος,angutikulooq
187,Pferd::N,άλογο,
188,Schaf::N,πρόβατο,sava
189,Schwein::N,γουρούνι,puuluki
190,Hund::N,σκυλί,qimmeq
191,Hund::N,σκύλος,qimmeq
192,Katze::N,γάτα,puisaaq
193,Bär::N,άρκτος,allaq
194,Bär::N,αρκούδα,allaq
195,Eichhörnchen::N,βερβερίτσα,sissinnguaq
196,Elch::N,άλκη,
197,Fuchs::N,αλεπού,terianniaq
198,Hase::N,λαγός,ukaleq
199,Maus::N,ποντικός,teriannguaq
200,Wolf::N,λύκος,amaroq
201,Vogel::N,πουλί,timmiaq
202,Schwarm::N,σμήνος,
203,Huhn::N,κότα,kukkukooq
204,Huhn::N,κότα,marloraaqaaq
205,Huhn::N,όρνιθα,kukkukooq
206,Huhn::N,όρνιθα,marloraaqaaq
207,Hahn::N,πετεινός,kiasiusaq
208,Gans::N,χήνα,nerleq
209,Adler::N,αετός,nattoralik
210,Ente::N,πάπια,
211,Eule::N,κουκουβάγια,uppik
212,Kranich::N,γερανός,qorlorfik
213,Krähe::N,καρακάξα,tuluatsiaq
214,Kuckuck::N,κούκος,kukkooq
215,Schwan::N,κύκνος,qussuk
216,Fisch::N,ψάρι,aalisagaq
217,Barsch::N,πέρκα,
218,Hecht::N,λούτσος,
219,Schlange[Tier]::N,φίδι,pulateriarsuk
220,Schlange[Tier]::N,φίδι,pulateriaarsuk
221,Wurm::N,σκουλήκι,
222,Spinne::N,αράχνη,aasiaq
223,Spinne::N,αράχνη,nissavaarsuk
224,Ameise::N,μυρμήγκι,uniaaluk
225,Laus::N,ψείρα,kumak
226,Mücke::N,κουνούπι,ippernaq
227,Fliege::N,μύγα,ippernaq
228,Schmetterling::N,πεταλούδα,paluaq
229,Schmetterling::N,πεταλούδα,pakkaluaq
230,Schmetterling::N,πεταλούδα,utsuppaluaq
231,Schmetterling::N,πεταλούδα,taqaleqisaaq
232,Beere::N,ρόγα,paarmaq
233,Beere::N,ρόγα,paarngaq
234,Apfel::N,μήλο,iipili
235,Pilz::N,μανιτάρι,anngiusaq
236,Zwiebel::N,κρεμμύδι,uanitsoq
237,Saat::N,σπόρος,naatsiiassaq
238,Korn::N,σπυρί,maannineq
239,Heu::N,σανός,
240,Schale::N,τσόφλι,niutsivik
241,Schale::N,τσόφλι,ilulissaq qaartussaq
242,Grube::N,λάκκος,itersaq
243,Falle::N,παγίδα,pualavoq
244,Schlinge::N,θηλειά,orseq
245,Schlinge::N,θηλειά,norloq
246,Spur::N,ίχνος,tumaa
247,Asche::N,στάχτη,arsat
248,Dreck::N,βρωμιά,minguk
249,Eisen::N,σίδερο,savimineq
250,Eisen::N,σίδερο,saffiugassaq
251,Gold::N,μάλαμα,kuulti
252,Gold::N,χρυσάφι,kuulti
253,Silber::N,ασήμι,siilviuvoq
254,Silber::N,άργυρος,siilviuvoq
255,Kohle::N,κάρβουνο,aamarsuit aamaruutissat
256,Glas::N,γυαλί,igalaaq
257,Glas::N,γυαλί,imertarfik
258,Glas::N,γυαλί,igalaamineq
259,Lehm::N,πηλός,marraq
260,Sand::N,άμμος,sioqqat
261,Mensch::N,άνθρωπος,inuk
262,Mensch::N,άνθρωπος,silamiu
263,Mann::N,άνδρας,angut
264,Frau::N,γυναίκα,arnaq
265,Kind::N,παιδί,meeraq
266,Junge::N,αγόρι,nukappiaraq
267,Mädchen::N,κοπέλα,arnannguaq
268,Mädchen::N,κορίτσι,arnannguaq
269,Familie::N,οικογένεια,ilaqutakka
270,Familie::N,οικογένεια,ilaqutariit
271,Großvater::N,παππούς,aatak
272,Großmutter::N,γιαγιά,aanaq
273,Eltern::N,γονείς,angajoqqaat
274,Vater::N,πατέρας,ataata
275,Vater::N,πατέρας,ataataq
276,Mutter::N,μητέρα,anaana
277,Sohn::N,γιος,erneq
278,Tochter::N,κόρη,panik
279,Bruder::N,αδελφός,ani
280,Bruder::N,αδελφός,aqqaluk
281,Bruder::N,αδελφός,qatanngut
282,Schwester::N,αδελφή,naja
283,Schwester::N,αδελφή,aleqa
284,Schwester::N,αδελφή,qatanngut
285,Onkel::N,θείος,akkak
286,Tante::N,θεία,aja
287,Tante::N,θεία,ajak
288,Tante::N,θεία,atsak
289,Ehemann::N,σύζυγος,ui
290,Ehefrau::N,σύζυγος,nuliaq
291,Freude::N,χαρά,tipaatsussuseq
292,Gelächter::N,γέλια,illaq
293,Glück::N,ευτυχία,usornaat
294,Glück::N,ευτυχία,usornarsuseq
295,Kummer::N,έγνοια,
296,Wunsch::N,επιθυμία,kissaat
297,Lust::N,όρεξη,illigussuseq
298,Lust::N,όρεξη,piummaseq
299,Geist::N,πνέυμα,anerneq
300,Geist::N,πνέυμα,toornaq
301,Gedanke::N,σκέψη,isumassaq
302,Gedächtnis::N,μνήμη,eqqaamannissuseq
303,Verstand::N,νους,isuma
304,Verstand::N,νους,sianissut
305,Verstand::N,νους,misigissut
306,Verstand::N,νους,sianissuseq
307,Verstand::N,νους,silaqassuseq
308,Sinn::N,νόημα,isuma
309,Grund::N,λόγος,patsit
310,Wahrheit::N,αλήθεια,sallusuissut
311,Gespräch::N,συνομιλία,
312,Märchen::N,παραμύθι,oqalualaarut
313,Märchen::N,παραμύθι,oqaluasaaq
314,Erzählung::N,διήγημα,oqaluttuaq
315,Nachricht::N,είδηση,oqaassut
316,Nachricht::N,είδηση,oqqersuut
317,Neuigkeit::N,νέο,tusarnartaq
318,Name::N,όνομα,ateq
319,Rätsel::N,αίνιγμα,nalorsitsaarut
320,Rede::N,λόγος,oqaluuseq
321,Rede::N,ομιλία,oqaluuseq
322,Sprache::N,γλώσσα,oqaatsit
323,Stimme::N,φωνή,erinaq
324,Stimme::N,φωνή,qarluuseq
325,Wort::N,λέξη,oqaasii
326,Zeichen::N,σημείο,nalunaaqqut
327,Ruf::N,κραυγή,qaaqqussut
328,Lärm::N,θόρυβος,perpaluk
329,Laut::N,ήχος,torsukattak
330,Ton::N,ήχος,erinaq
331,Ton::N,τόνος,erinaq
332,Lied::N,τραγούδι,taalliaq
333,Lied::N,τραγούδι,erinarsuut
334,Ruhe::N,ησυχία,qatsunganeq
335,Leute::N,κόσμος,inuiak
336,Leute::N,κόσμος,inuiaqatigiit
337,Leute::N,άνθρωποι,inuiak
338,Leute::N,άνθρωποι,inuiaqatigiit
339,Volk::N,λαός,inuiaat
340,Arbeit::N,εργασία,suliaq
341,Gast::N,επισκέπτης,qaaqqusaq
342,Geschenk::N,δώρο,pajugut
343,Spiel::N,παιχνίδι,
344,Gesellschaft::N,κοινωνία,
345,Hilfe::N,βοήθεια,annertoqqut
346,Freund::N,φίλος,tiliaq
347,Freund::N,φίλος,ikinngut
348,Kamerad::N,σύντροφος,tiliaq
349,Kamerad::N,σύντροφος,ikinngut
350,Angelegenheit::N,υπόθεση,
351,Anzahl::N,αριθμός,
352,Art::N,είδος,ileqquuseq
353,Stück::N,κομμάτι,nakkaalaniku
354,Teil::N,μέρος,tassiaasat
355,Hälfte::N,μισό,affaq
356,Kreis::N,κύκλος,kaajaluinneq or kaajaluitsoq
357,Kreuz::N,σταυρός,sanningasulik
358,Linie::N,γραμμή,tittaq
359,Linie::N,γραμμή,titarneq
360,Strich::N,γραμμή,
361,Abstand::N,απόσταση,aku
362,Abstand::N,απόσταση,ikiaq
363,Entfernung::N,απόσταση,asi
364,Gegend::N,περιοχή,nuna
365,Gegend::N,τοποθεσία,nuna
366,Platz::N,χώρος,ini
367,Platz::N,χώρος,inissaq
368,Ort::N,τόπος,sumiiffik
369,Seite::N,πλευρά,saneraq
370,Mitte::N,μέση,qiteq
371,Gegenstand::N,αντικείμενο,
372,Sache::N,πράγμα,pigisaq
373,Rand::N,άκρη,sini
374,Rand::N,άκρη,akerfineq
375,Rand::N,χείλος,sini
376,Rand::N,χείλος,akerfineq
377,Kante::N,άκρη,akerfineq
378,Ecke::N,γωνιά,teqeqqoq
379,Ecke::N,γωνιά,tikeqqoq
380,Spitze::N,μύτη,inngik
381,Ende::N,άκρη,isu
382,Loch::N,τρύπα,putu
383,Winkel::N,γωνία,teqeqqorissaat
384,Muster::N,σχέδιο,ilisserut
385,Größe::N,μέγεθος,angissuseq
386,Länge::N,μήκος,takissuseq
387,Höhe::N,ύψος,
388,Gewicht::N,βάρος,oqimaalutaq
389,Menge::N,ποσότητα,amerlassuseq
390,Haufen::N,σωρός,eqimattat
391,Reihe::N,αράδα,allunaasaq
392,Boot::N,βάρκα,qajaq
393,Boot::N,βάρκα,angallat
394,Boot::N,βάρκα,umiatsiaq
395,Ruder::N,κουπί,iput
396,Schlitten::N,έλκηθρο,qamutit
397,Schlitten::N,έλκηθρο,qimusseq
398,Ski::N,σκι,ataarut
399,Lagerfeuer::N,φωτιά,
400,Last::N,φορτίο,nammagaq
401,Gang::N,δρόμος,
402,Schritt::N,βήμα,allorneq
403,Norden::N,βορράς,avannaq
404,Süden::N,νότος,qava
405,Süden::N,νότος,kujat
406,Süden::N,νότος,kujataa
407,Westen::N,δύση,kitaa
408,Osten::N,ανατολή,kangi
409,Holz::N,ξύλο,qisuk
410,Brett::N,σανίδι,salliligaq
411,Platte::N,πλάκα,qaateq
412,Stütze::N,στήριγμα,ajagutaq
413,Stütze::N,στήριγμα,ajaagutaq
414,Stange::N,ραβδί,kaaviffik
415,Stange::N,κοντός,kaaviffik
416,Stock::N,ξύλο,ajaappissat
417,Stock::N,μπαστούνι,ajaappissat
418,Stab::N,ραβδί,ajaappissat
419,Rohr::N,σωλήνας,sullulik
420,Haus::N,σπίτι,illu
421,Heim::N,σπίτι,
422,Ofen::N,σόμπα,kissarsuut
423,Ofen::N,θερμάστρα,kissarsuut
424,Fußboden::N,πάτωμα,nateq
425,Tisch::N,τραπέζι,allattarfik
426,Stuhl::N,καρέκλα,issiavik
427,Stuhl::N,καρέκλα,issiaffik
428,Wiege::N,κούνια,uaasoq
429,Bett::N,κρεβάτι,nallavik
430,Regal::N,ράφι,ilisivik
431,Kiste::N,κιβώτιο,sakissat
432,Kiste::N,κιβώτιο,illerfiusaq
433,Fenster::N,παράθυρο,aki
434,Fenster::N,παράθυρο,igalaaq
435,Tür::N,πόρτα,matu
436,Tor::N,πύλη,isaaffik
437,Zaun::N,φράχτης,saputit
438,Dach::N,στέγη,qaliaq
439,Leiter::N,σκάλα,tummeqqat
440,Leiter::N,σκάλα,majuartarfiit
441,Leiter::N,κλίμακα,tummeqqat
442,Leiter::N,κλίμακα,majuartarfiit
443,Besen::N,σκούπα,saligutit
444,Spaten::N,φτυάρι,nivaataq
445,Schaufel::N,φτυάρι,nivaataq
446,Gabel::N,πιρούνι,qilluaq
447,Gabel::N,πιρούνι,ajassaatit
448,Löffel::N,κουτάλι,alussaat
449,Messer::N,μαχαίρι,savik
450,Nagel::N,καρφί,kukik
451,Netz::N,δίχτυ,anguffaseq
452,Haken::N,γάντζος,nissik
453,Haken::N,γάντζος,qarsorsaq
454,Haken::N,γάντζος,qarsorsartoq
455,Haken::N,αγκίστρι,nissik
456,Haken::N,αγκίστρι,qarsorsaq
457,Haken::N,αγκίστρι,qarsorsartoq
458,Griff::N,λαβή,ipi
459,Schloss::N,κλειδαριά,illussaarsuaq
460,Bild::N,εικόνα,assiliaq
461,Figur::N,ανάστημα,kisitsit
462,Puppe::N,κούκλα,inuusaq
463,Beutel::N,πουγγί,
464,Bündel::N,δεμάτι,qilertaq
465,Tasche::N,τσάντα,pooqattaq
466,Eimer::N,κουβάς,
467,Deckel::N,καπάκι,matu
468,Geschirr::N,σκεύη,anut
469,Sack::N,σάκος,
470,Tasse::N,φλιτζάνι,tiitorfik
471,Tasse::N,φλιτζάνι,tiitorfiup ilorlia
472,Topf::N,χύτρα,qoqqoq
473,Kessel::N,καζάνι,uunnaavik
474,Essen::N,φαγητό,igaaq
475,Nahrung::N,τροφή,neqissaq
476,Speise::N,φαγητό,nerisassat
477,Fleisch::N,κρέας,neqi
478,Getreide::N,σιτάρι,maannineq
479,Brei::N,χυλός,
480,Brot::N,ψωμί,iffit
481,Brot::N,ψωμί,iffiaq
482,Brot::N,άρτος,iffit
483,Brot::N,άρτος,iffiaq
484,Scheibe::N,φέτα,igalaassiaq
485,Fett::N,πάχος,tarnutissaq
486,Fett::N,πάχος,tarnutissiaq
487,Butter::N,βούτυρο,punneq
488,Öl::N,λάδι,uulia
489,Salz::N,αλάτι,taratsut
490,Suppe::N,σούπα,qajoq
491,Honig::N,μέλι,tungusunnitsuut
492,Milch::N,γάλα,immuk
493,Tee::N,τσάι,tii
494,Tee::N,τσάι,teeq
495,Leder::N,πετσί,
496,Wolle::N,μαλλί,nuersagassiaq
497,Stoff::N,ύφασμα,milliaq
498,Stoff::N,ύφασμα,qarlissiaq
499,Nadel::N,βελόνα,meqqut
500,Faden::N,κλωστή,ujalussiaq
501,Knopf::N,κουμπί,attat
502,Knoten::N,κόμπος,akeroq
503,Knoten::N,κόμπος,qilerneq
504,Farbe::N,μπογιά,qalipaat
505,Kleidung::N,ρούχα,atisat
506,Kleidung::N,ρούχα,annoraaq
507,Kleidung::N,ενδυμασία,atisat
508,Kleidung::N,ενδυμασία,annoraaq
509,Hemd::N,πουκάμισο,ilupaaq
510,Kragen::N,κολάρο,qungasiinnaq
511,Ärmel::N,μανίκι,aaq
512,Hose::N,πανταλόνι,qarliit
513,Gürtel::N,ζώνη,qiterut
514,Gürtel::N,ζώνη,unngersaq
515,Mütze::N,σκούφος,nasaq
516,Schuh::N,παπούτσι,skuu
517,Schuh::N,παπούτσι,ikernuk
518,Schuh::N,παπούτσι,ateraasaq
519,Stiefel::N,μπότα,kamik
520,Ring::N,δαχτυλίδι,assammiu
521,Band::N,κορδέλα,qilerutissiaq
522,Kamm::N,χτένα,illaagutit
523,Kamm::N,χτένα,illaajaatit pl.
524,Spiegel::N,καθρέφτης,tarrarsuut
525,Riemen::N,λουρί,allunaaq
526,Schnur::N,κορδόνι,kujaaq
527,Schnur::N,κορδόνι,allunaasaq
528,Leine::N,σχοινί,aleq
529,Decke::N,κουβέρτα,qipik
530,Kissen::N,μαξιλάρι,akit
531,Tuch::N,πανί,qarlissiaq
532,Tuch::N,μαντήλι,qarlissiaq
533,Handtuch::N,πετσέτα,allarut
534,Handtuch::N,πετσέτα,allarterut
535,Kraft::N,δύναμη,pissak
536,Stärke::N,ισχύς,qerattarsaat
537,Stärke::N,δύναμη,qerattarsaat
538,Gesundheit::N,υγεία,peqqisusseq
539,Krankheit::N,αρρώστια,nappaat
540,Schmerz::N,πόνος,anniaat
541,Wunde::N,πληγή,iki
542,Fieber::N,πυρετός,nappaat qanimanartoq
543,Arznei::N,φάρμακο,imigassaq
544,Brücke::N,γέφυρα,ikaartarfik
545,Brunnen::N,πηγάδι,tissaluttuliaq
546,Weide::N,βοσκή,masarsuk
547,Pfad::N,μονοπάτι,aqqut
548,Weg::N,δρόμος,aggerfik
549,Straße::N,οδός,aqqusineq
550,Straße::N,δρόμος,aqqusineq
551,Dorf::N,χωριό,nunaqarfik
552,Stadt::N,πόλη,illorpaat
553,Stadt::N,πόλη,illorpalik
554,Brief::N,γράμμα,allagarsiaq
555,Brief::N,επιστολή,allagarsiaq
556,Buch::N,βιβλίο,atuakkat
557,Buch::N,βιβλίο,mappersagaq
558,Buchstabe::N,γράμμα,naqinneq
559,Zeitung::N,εφημερίδα,aviisi
560,Leben::N,ζωή,inuussuseq
561,Leben::N,βίος,inuussuseq
562,Tod::N,θάνατος,toqu
563,Tod::N,θάνατος,toquneq
564,Grab::N,τάφος,iliveq
565,Grab::N,τάφος,illissat
566,Kirche::N,εκκλησία,oqaluffik
567,Sünde::N,αμαρτία,ajorti
568,Gott::N,θεός,
569,Arbeiter::N,εργάτης,sulisoq
570,Chef::N,προϊστάμενος,ittoqut
571,Meister::N,μάστορας,naalagaq
572,Meister::N,αρχιτεχνίτης,naalagaq
573,Arzt::N,γιατρός,katsorsaasoq
574,Lehrer::N,δάσκαλος,ilinniartitsisoq
575,Geld::N,λεφτά,aningaasat
576,Geld::N,χρήματα,aningaasat
577,Geschäft::N,συναλλαγή,niuertarfik
578,Laden::N,μαγαζί,niuertarfik
579,Laden::N,κατάστημα,niuertarfik
580,Preis::N,τιμή,aki
581,Ware::N,εμπόρευμα,qaliata pii
582,Ware::N,εμπόρευμα,nioqqutissaq
583,Nutzen::N,όφελος,iluaqut
584,Reichtum::N,πλούτος,
585,Welt::N,κόσμος,nunarsuaq
586,Land::N,χώρα,nuna
587,Staat::N,κράτος,
588,Staat::N,πολιτεία,
589,König::N,βασιλιάς,kunngi
590,Macht::N,εξουσία,pissaassuseq
591,Grenze::N,σύνορα,killik
592,Krieg::N,πόλεμος,sorsunneq
593,Feind::N,εχθρός,akeraq
594,Feind::N,εχθρός,akerartorti
595,Feind::N,εχθρός,qinngarsuisoq
596,Gewalt::N,βία,
597,Kampf::N,αγώνας,sorsunneq
598,Bogen[Waffe]::N,τόξο,
599,Pfeil::N,σαΐτα,qalugiusaq
600,Gewehr::N,τουφέκι,aallaat
601,Fehler::N,λάθος,kukkuneq
602,Fehler::N,λάθος,paarlaappaa
603,Fehler::N,σφάλμα,kukkuneq
604,Fehler::N,σφάλμα,paarlaappaa
605,Lüge::N,ψέμα,
606,Lüge::N,ψεύδος,
607,Schaden::N,ζημία,
608,Unglück::N,δυστυχία,perluut
609,Schuld::N,ενοχή,akiitsugaq
610,Schuld::N,ενοχή,akiligassaq
611,Schuld::N,φταίξιμο,akiitsugaq
612,Schuld::N,φταίξιμο,akiligassaq
613,Alter::N,ηλικία,utoqqaq
614,Schluss::N,τέλος,isu
615,Zeit::N,χρόνος,ulloq
616,Zeit::N,χρόνος,akuttoqatigiinneq
617,Tag::N,μέρα,ulloq
618,Tag::N,ημέρα,ulloq
619,Morgen::N,πρωί,ullaaq
620,Mittag::N,μεσημέρι,ulloqeqqa
621,Abend::N,βράδυ,unnuk
622,Nacht::N,νύχτα,unnuaq
623,Woche::N,εβδομάδα,sapaatip akunnera
624,Monat::N,μήνας,qaammat
625,Jahr::N,έτος,ukioq
626,Jahr::N,χρόνος,ukioq
627,Frühling::N,άνοιξη,upernaaq
628,Sommer::N,καλοκαίρι,aasaq
629,Herbst::N,φθινόπωρο,ukiaq
630,Winter::N,χειμώνας,ukioq
631,Januar::N,Ιανουάριος,siulleeq
632,Januar::N,Ιανουάριος,qaammaliaq
633,Februar::N,Φεβρουάριος,aarlaat
634,März::N,Μάρτιος,marsi
635,März::N,Μάρτιος,martsi
636,April::N,Απρίλιος,
637,Mai::N,Μάιος,maaji
638,Juni::N,Ιούνιος,juuni
639,Juli::N,Ιούλιος,juuli
640,August::N,Αύγουστος,aggusti
641,September::N,Σεπτέμβριος,septembari
642,Oktober::N,Οκτώβριος,oktobari
643,November::N,Νοέμβριος,novembari
644,Dezember::N,Δεκέμβριος,detsembari
645,Montag::N,Δευτέρα,ataasinngortoq
646,Dienstag::N,Τρίτη,marlunngorneq
647,Mittwoch::N,Τετάρτη,pingasunngorneq
648,Donnerstag::N,Πέμπτη,sisamanngorneq
649,Freitag::N,Παρασκευή,tallimanngorneq
650,Samstag::N,Σάββατο,arfininngorneq
651,Sonntag::N,Κυριακή,sapaat
652,Sonntag::N,Κυριακή,sapaati
653,groß::A,μεγάλος,angivoq
654,klein::A,μικρός,mikivoq
655,lang::A,μακρύς,takisooq
656,kurz::A,κοντός,naatsoq
657,breit::A,φαρδύς,silippoq
658,schmal::A,στενός,amitsoq
659,dicht::A,πυκνός,torsusooq
660,dick[Gegenstand]::A,παχύς,issuvoq
661,dick[Gegenstand]::A,παχύς,issusooq
662,dick[Gegenstand]::A,χοντρός,issuvoq
663,dick[Gegenstand]::A,χοντρός,issusooq
664,dünn::A,ψιλός,amitsoq
665,dünn::A,λεπτός,amitsoq
666,fein::A,ψιλός,mamarpoq
667,fest::A,στερεός,tangeqarpoq
668,flach::A,επίπεδος,nalimmappoq
669,glatt::A,λείος,quasak
670,glatt::A,ομαλός,quasak
671,hart::A,σκληρός,mattusooq
672,hart::A,σκληρός,manngerpoq
673,hart::A,σκληρός,titeqquluppoq
674,weich::A,μαλακός,nerumaarpoq
675,rund::A,στρογγυλός,ammallorippoq
676,spitz::A,μυτερός,qummukujooq
677,scharf::A,κοφτερός,ipippoq
678,stumpf::A,αμβλύς,anngerpoq
679,schwer::A,βαρύς,oqimaappoq
680,schön::A,ωραίος,kusanarpoq
681,schön::A,όμορφος,kusanarpoq
682,heiß::A,ζεστός,kiappoq
