,Concept_ID,hr,it
1583,besitzen::V,posjedovati,possedere
1584,kaufen::V,kupiti,comprare
1585,kaufen::V,kupiti,acquistare
1586,verkaufen::V,prodati,vendere
1587,verkaufen::V,raspačati,vendere
1588,bezahlen::V,platiti,pagare
1589,zahlen::V,plaćati,pagare
1590,beherrschen::V,vladati,dominare
1591,beherrschen::V,gospodariti,dominare
1592,ertragen::V,trpjeti,sopportare
1593,ertragen::V,podnijeti,sopportare
1594,Gehirn::N,,cervello
