,Concept_ID,hr,it
159,Ast::N,grana,ramo
160,Zweig::N,grana,ramo
161,Blatt::N,list,foglia
162,Birke::N,breza,betulla
163,Kiefer[Baum]::N,bor,pino
164,Weide[Baum]::N,iva,sàlice
165,Weide[Baum]::N,vŕba,sàlice
166,Tanne::N,jela,abete
167,Horn::N,rog,corno
168,Feder::N,pero,penna
169,Fell::N,koža,manto
170,Fell::N,koža,pelame
171,Flügel::N,krilo,ala
172,Klaue::N,papak,grinfia
173,Kralle::N,pandža,unghia
174,Kralle::N,pandža,artiglio
175,Schwanz::N,rep,coda
176,Ei::N,jaje,uovo
177,Nest::N,gnijezdo,nido
178,Bau::N,jazbina,covo
179,Tier::N,životinja,bestia
180,Tier::N,životinja,animale
181,Herde::N,krdo,gregge
182,Herde::N,stado,gregge
183,Kuh::N,krava,vacca
184,Bulle::N,bik,toro
185,Pferd::N,konj,cavallo
186,Schaf::N,ovca,pècora
187,Schwein::N,svinja,porco
188,Schwein::N,svinja,maiale
189,Hund::N,pas,cane
190,Hund::N,pseto,cane
191,Katze::N,mačka,gatta
192,Bär::N,medvjed,orso
193,Eichhörnchen::N,vjeverica,scoiàttolo
194,Elch::N,los,alce
195,Fuchs::N,lisica,volpe
196,Hase::N,zec,lepre
197,Maus::N,miš,topo
198,Maus::N,miš,sorcio
199,Wolf::N,vuk,lupo
200,Wolf::N,kurjak,lupo
201,Vogel::N,ptica,uccello
202,Schwarm::N,roj,stormo
203,Schwarm::N,jato,stormo
204,Huhn::N,kokoš,gallina
205,Hahn::N,kokot,gallo
206,Hahn::N,pijevac,gallo
207,Gans::N,guska,oca
208,Adler::N,orao,àquila
209,Ente::N,patka,ànatra
210,Eule::N,sova,gufo
211,Eule::N,sova,civetta
212,Kranich::N,ždral,gru
213,Krähe::N,vrana,cornacchia
214,Kuckuck::N,kukavica,cuccù
215,Kuckuck::N,kukavica,cùculo
216,Schwan::N,labud,cigno
217,Fisch::N,riba,pesce
218,Barsch::N,grgeč,pèrsico
219,Hecht::N,štuka,luccio
220,Schlange[Tier]::N,guja,serpente
221,Schlange[Tier]::N,zmija,serpente
222,Wurm::N,crv,baco
223,Wurm::N,crv,verme
224,Spinne::N,pauk,ragno
225,Ameise::N,mrav,formica
226,Laus::N,uš,pidocchio
227,Mücke::N,komarac,zanzara
228,Fliege::N,muha,mosca
229,Schmetterling::N,leptir,farfalla
230,Beere::N,boba,bacca
231,Beere::N,bobica,bacca
232,Apfel::N,jabuka,mela
233,Pilz::N,pečurka,fungo
234,Zwiebel::N,luk,cipolla
235,Zwiebel::N,kapula,cipolla
236,Saat::N,sjemenje,semente
237,Korn::N,zrno,grano
238,Heu::N,sijeno,fieno
239,Schale::N,kora,buccia
240,Schale::N,ljuska,buccia
241,Grube::N,jama,cava
242,Grube::N,jama,fossa
243,Falle::N,zamka,tràppola
244,Falle::N,klopka,tràppola
245,Schlinge::N,uzao,laccio
246,Schlinge::N,petlja,laccio
247,Spur::N,trag,traccia
248,Spur::N,slijed,traccia
249,Asche::N,pepeo,cenere
250,Dreck::N,blato,fango
251,Eisen::N,željezo,ferro
252,Gold::N,zlato,oro
253,Silber::N,srebro,argento
254,Kohle::N,ugalj,carbone
255,Kohle::N,ugljen,carbone
256,Glas::N,staklo,vetro
257,Lehm::N,glina,argilla
258,Lehm::N,ilovača,argilla
259,Sand::N,pijesak,arena
260,Sand::N,pijesak,sabbia
261,Mensch::N,čovjek,uomo
262,Mensch::N,čovjek,èssere umano
263,Mann::N,muškarac,uomo
264,Frau::N,žena,donna
265,Kind::N,čedo,bambino
266,Kind::N,dijete,bambino
267,Junge::N,momče,ragazzo
268,Junge::N,dječak,ragazzo
269,Mädchen::N,djevojka,ragazza
270,Mädchen::N,djevojčica,ragazza
271,Familie::N,obitelj,famiglia
272,Familie::N,porodica,famiglia
273,Großvater::N,djed,nonno
274,Großmutter::N,baka,nonna
275,Eltern::N,roditelji,genitori
276,Vater::N,otac,padre
277,Mutter::N,majka,madre
278,Sohn::N,sin,figlio
279,Tochter::N,kći,figlia
280,Tochter::N,kćerka,figlia
281,Bruder::N,brat,fratello
282,Schwester::N,sestra,sorella
283,Onkel::N,čika,zio
284,Onkel::N,ujak,zio
285,Tante::N,ujna,zia
286,Tante::N,tetka,zia
287,Ehemann::N,muž,marito
288,Ehemann::N,suprug,marito
289,Ehefrau::N,žena,moglie
290,Ehefrau::N,supruga,moglie
291,Freude::N,radost,gioia
292,Freude::N,radost,piacere
293,Gelächter::N,grohot,risata
294,Glück::N,sreća,felicità
295,Kummer::N,jad,afflizione
296,Kummer::N,briga,afflizione
297,Wunsch::N,želja,desiderio
298,Lust::N,volja,voglia
299,Geist::N,duh,mente
300,Geist::N,duh,spìrito
301,Gedanke::N,misao,idea
302,Gedanke::N,misao,pensiero
303,Gedächtnis::N,pamćenje,memoria
304,Verstand::N,um,intelletto
305,Verstand::N,razum,intelletto
306,Sinn::N,smisao,senso
307,Sinn::N,smisao,significato
308,Sinn::N,značenje,senso
309,Sinn::N,značenje,significato
310,Grund::N,razlog,causa
311,Grund::N,razlog,motivo
312,Grund::N,razlog,ragione
313,Wahrheit::N,istina,verità
314,Gespräch::N,razgovor,discorso
315,Gespräch::N,razgovor,conversazione
316,Märchen::N,bajka,fiaba
317,Märchen::N,bajka,fàvola
318,Erzählung::N,priča,racconto
319,Erzählung::N,priča,narrazione
320,Erzählung::N,pripovijest,racconto
321,Erzählung::N,pripovijest,narrazione
322,Nachricht::N,vijest,messaggio
323,Neuigkeit::N,novost,notizia
324,Name::N,ime,nome
325,Rätsel::N,zagonetka,indovinello
326,Rede::N,govor,discorso
327,Rede::N,besjeda,discorso
328,Sprache::N,jezik,lingua
329,Sprache::N,jezik,linguaggio
330,Stimme::N,glas,voce
331,Wort::N,riječ,parola
332,Zeichen::N,znak,segno
333,Zeichen::N,znak,segnale
334,Ruf::N,povik,chiamata
335,Ruf::N,poklik,chiamata
336,Lärm::N,buka,chiasso
337,Lärm::N,buka,strèpito
338,Lärm::N,galama,chiasso
339,Lärm::N,galama,strèpito
340,Laut::N,zvuk,suono
341,Ton::N,ton,tono
342,Lied::N,pjesma,canto
343,Lied::N,pjesma,canzone
344,Ruhe::N,tišina,calma
345,Ruhe::N,tišina,tranquillità
346,Ruhe::N,počinak,calma
347,Ruhe::N,počinak,tranquillità
348,Leute::N,ljudi,gente
349,Volk::N,puk,pòpolo
350,Volk::N,narod,pòpolo
351,Arbeit::N,rad,lavoro
352,Arbeit::N,posao,lavoro
353,Gast::N,gost,òspite
354,Gast::N,gost,invitato
355,Geschenk::N,dar,regalo
356,Geschenk::N,poklon,regalo
357,Spiel::N,igra,gioco
358,Gesellschaft::N,društvo,compagnìa
359,Gesellschaft::N,kompanija,compagnìa
360,Hilfe::N,pomoć,aiuto
361,Hilfe::N,pomoć,soccorso
362,Freund::N,prijatelj,amico
363,Kamerad::N,drug,camerata
364,Kamerad::N,drugar,camerata
365,Angelegenheit::N,posao,affare
366,Angelegenheit::N,posao,faccenda
367,Anzahl::N,broj,nùmero
368,Anzahl::N,broj,quantità
369,Anzahl::N,brojnost,nùmero
370,Anzahl::N,brojnost,quantità
371,Art::N,vid,tipo
372,Art::N,vid,specie
373,Art::N,vrst,tipo
374,Art::N,vrst,specie
375,Stück::N,komad,pezzo
376,Teil::N,dio,parte
377,Hälfte::N,polovina,metà
378,Kreis::N,krug,cìrcolo
379,Kreuz::N,križ,croce
380,Linie::N,crta,lìnea
381,Strich::N,crta,tratto
382,Abstand::N,razmak,distanza
383,Abstand::N,odstojanje,distanza
384,Entfernung::N,udaljenost,distanza
385,Entfernung::N,udaljenost,lontananza
386,Gegend::N,kraj,regione
387,Gegend::N,predeo,regione
388,Platz::N,mjesto,posto
389,Platz::N,mjesto,spazio
390,Ort::N,mjesto,luogo
391,Ort::N,mjesto,località
392,Seite::N,bok,lato
393,Seite::N,bok,parte
394,Seite::N,strana,lato
395,Seite::N,strana,parte
396,Mitte::N,sredina,mezzo
397,Mitte::N,sredina,centro
398,Gegenstand::N,predmet,oggetto
399,Sache::N,posao,cosa
400,Rand::N,rub,orlo
401,Rand::N,rub,bordo
402,Rand::N,kraj,orlo
403,Rand::N,kraj,bordo
404,Kante::N,brid,spìgolo
405,Kante::N,ivica,spìgolo
406,Ecke::N,ugao,canto
407,Spitze::N,vrh,punta
408,Spitze::N,šiljak,punta
409,Ende::N,konac,capo
410,Ende::N,konac,estremità
411,Loch::N,rupa,buco
412,Winkel::N,kut,àngolo
413,Winkel::N,ugao,àngolo
414,Muster::N,uzor,disegno
415,Größe::N,veličina,taglia
416,Größe::N,veličina,grandezza
417,Länge::N,duljina,lunghezza
418,Höhe::N,visina,altezza
419,Gewicht::N,težina,peso
420,Menge::N,mnoštvo,quantità
421,Menge::N,količina,quantità
422,Haufen::N,hrpa,cùmulo
423,Haufen::N,hrpa,mucchio
424,Haufen::N,gomila,cùmulo
425,Haufen::N,gomila,mucchio
426,Reihe::N,red,fila
427,Boot::N,čun,barca
428,Boot::N,čun,battello
429,Boot::N,čamac,barca
430,Boot::N,čamac,battello
431,Ruder::N,veslo,remo
432,Schlitten::N,saone,slitta
433,Ski::N,ski,sci
434,Ski::N,smučka,sci
435,Lagerfeuer::N,logorska vatra,falò
436,Lagerfeuer::N,logorska vatra,fuoco di bivacco
437,Last::N,tovar,càrico
438,Gang::N,hod,andata
439,Schritt::N,korak,passo
440,Norden::N,sjever,nord
441,Norden::N,sjever,settentrione
442,Süden::N,jug,sud
443,Süden::N,jug,meridione
444,Westen::N,zapad,òvest
445,Westen::N,zapad,occidente
446,Osten::N,istok,est
447,Osten::N,istok,oriente
448,Holz::N,drvo,legno
449,Brett::N,daska,asse
450,Brett::N,daska,tàvola
451,Platte::N,ploča,lastra
452,Platte::N,ploča,piastra
453,Stütze::N,potpora,supporto
454,Stange::N,motka,sbarra
455,Stange::N,motka,pèrtica
456,Stock::N,štap,verga
457,Stock::N,štap,bastone
458,Stock::N,štap,bacchetta
459,Stock::N,palica,verga
460,Stock::N,palica,bastone
461,Stock::N,palica,bacchetta
462,Stab::N,štap,asta
463,Stab::N,šipka,asta
464,Rohr::N,cijev,tubo
465,Haus::N,kuća,casa
466,Heim::N,dom,casa
467,Ofen::N,peć,stufa
468,Fußboden::N,pod,pavimento
469,Tisch::N,stol,tàvolo
470,Tisch::N,trpeza,tàvolo
471,Stuhl::N,stolac,sedia
472,Stuhl::N,stolica,sedia
473,Wiege::N,kolijevka,culla
474,Bett::N,krevet,letto
475,Bett::N,postelja,letto
476,Regal::N,polica,scaffale
477,Kiste::N,sanduk,cassa
478,Fenster::N,prozor,finestra
479,Tür::N,vrata,porta
480,Tor::N,vrata,portone
481,Tor::N,kapija,portone
482,Zaun::N,plot,recinto
483,Zaun::N,ograda,recinto
484,Dach::N,krov,tetto
485,Leiter::N,ljestve,scala
486,Leiter::N,ljestve,scala a pioli
487,Leiter::N,ljestvice,scala
488,Leiter::N,ljestvice,scala a pioli
489,Besen::N,metla,scopa
490,Spaten::N,ašov,vanga
491,Schaufel::N,lopata,pala
492,Gabel::N,viljuška,forchetta
493,Löffel::N,žlica,cucchiaio
494,Messer::N,nož,coltello
495,Nagel::N,čavao,chiodo
496,Netz::N,mreža,rete
497,Haken::N,kuka,uncino
498,Griff::N,držak,mànico
499,Griff::N,držak,maniglia
500,Griff::N,ručica,mànico
501,Griff::N,ručica,maniglia
502,Schloss::N,brava,serratura
503,Bild::N,slika,quadro
504,Bild::N,slika,immàgine
505,Figur::N,figura,figura
506,Puppe::N,lutka,bàmbola
507,Beutel::N,kesa,borsa
508,Beutel::N,kesa,sacchetto
509,Bündel::N,snop,fascio
510,Bündel::N,snop,fagotto
511,Bündel::N,svežanj,fascio
512,Bündel::N,svežanj,fagotto
513,Tasche::N,torba,borsa
514,Tasche::N,taška,borsa
515,Eimer::N,kabao,secchio
516,Deckel::N,poklopac,coperchio
517,Geschirr::N,suđe,stoviglie
518,Geschirr::N,posuđe,stoviglie
519,Sack::N,džak,sacco
520,Sack::N,vreća,sacco
521,Tasse::N,šalica,tazza
522,Topf::N,lonac,pèntola
523,Kessel::N,kazan,paiolo
524,Kessel::N,kazan,calderone
525,Essen::N,obrok,pasto
526,Essen::N,obrok,mangiare
527,Nahrung::N,hrana,cibo
528,Nahrung::N,hrana,alimento
529,Speise::N,jelo,piatto
530,Fleisch::N,meso,carne
531,Getreide::N,žito,cereali
532,Getreide::N,žitarice,cereali
533,Brei::N,kaša,purè
534,Brei::N,kaša,pappa
535,Brot::N,kruh,pane
536,Scheibe::N,kriška,fetta
537,Scheibe::N,kriška,trancia
538,Fett::N,mast,grasso
539,Fett::N,salo,grasso
540,Butter::N,buter,burro
541,Butter::N,maslac,burro
542,Öl::N,ulje,olio
543,Salz::N,sol,sale
544,Suppe::N,supa,zuppa
545,Suppe::N,supa,minestra
546,Honig::N,med,miele
547,Milch::N,mlijeko,latte
548,Tee::N,čaj,tè
549,Leder::N,koža,pelle
550,Wolle::N,vuna,lana
551,Stoff::N,štof,panno
552,Stoff::N,štof,tessuto
553,Stoff::N,tkanina,panno
554,Stoff::N,tkanina,tessuto
555,Nadel::N,igla,ago
556,Faden::N,nit,filo
557,Faden::N,konac,filo
558,Knopf::N,dugme,bottone
559,Knoten::N,čvor,nodo
560,Knoten::N,uzao,nodo
561,Farbe::N,farba,pittura
562,Kleidung::N,odjeća,vestiti
563,Kleidung::N,odjeća,vestiario
564,Hemd::N,košulja,camicia
565,Kragen::N,ovratnik,bàvero
566,Kragen::N,ovratnik,colletto
567,Ärmel::N,rukav,mànica
568,Hose::N,hlače,calzoni
569,Gürtel::N,pas,cintura
570,Gürtel::N,pojas,cintura
571,Mütze::N,kapa,berretto
572,Schuh::N,cipela,scarpa
573,Stiefel::N,čizma,stivale
574,Ring::N,prsten,anello
575,Band::N,vrpca,nastro
576,Band::N,vrpca,fettuccia
577,Kamm::N,češalj,pèttine
578,Spiegel::N,zrcalo,specchio
579,Spiegel::N,ogledalo,specchio
580,Riemen::N,kaiš,cinghia
581,Riemen::N,remen,cinghia
582,Schnur::N,vrpca,corda
583,Leine::N,uzica,guinzaglio
584,Decke::N,ćebe,coperta
585,Decke::N,pokrivač,coperta
586,Kissen::N,jastuk,cuscino
587,Kissen::N,jastuk,guanciale
588,Tuch::N,rubac,fazzoletto
589,Tuch::N,marama,fazzoletto
590,Handtuch::N,ručnik,asciugamano
591,Kraft::N,snaga,forza
592,Stärke::N,jakost,forza
593,Stärke::N,jakost,vigore
594,Stärke::N,jakost,fortezza
595,Gesundheit::N,zdravlje,salute
596,Krankheit::N,bolest,malattìa
597,Schmerz::N,bol,dolore
598,Wunde::N,rana,piaga
599,Wunde::N,rana,ferita
600,Fieber::N,groznica,febbre
601,Arznei::N,lijek,fàrmaco
602,Arznei::N,lijek,medicina
603,Brücke::N,most,ponte
604,Brücke::N,ćuprija,ponte
605,Brunnen::N,bunar,pozzo
606,Brunnen::N,zdenac,pozzo
607,Weide::N,paša,pàscolo
608,Weide::N,pašnjak,pàscolo
609,Pfad::N,staza,sentiero
610,Weg::N,put,via
611,Weg::N,put,cammino
612,Straße::N,drum,strada
613,Straße::N,cesta,strada
614,Dorf::N,selo,paese
615,Dorf::N,selo,villaggio
616,Stadt::N,grad,città
617,Stadt::N,varoš,città
618,Brief::N,list,lèttera
619,Brief::N,pismo,lèttera
620,Buch::N,knjiga,libro
621,Buchstabe::N,slovo,lèttera
622,Zeitung::N,novine,giornale
623,Leben::N,život,vita
624,Tod::N,smrt,morte
625,Grab::N,raka,tomba
626,Grab::N,raka,sepolcro
627,Kirche::N,crkva,chiesa
628,Sünde::N,grijeh,peccato
629,Gott::N,bog,dio
630,Arbeiter::N,radnik,operaio
631,Arbeiter::N,radnik,lavoratore
632,Chef::N,šef,capo
633,Chef::N,šef,padrone
634,Meister::N,majstor,mastro
635,Meister::N,majstor,maestro
636,Arzt::N,liječnik,mèdico
637,Arzt::N,liječnik,dottore
638,Lehrer::N,učitelj,professore
639,Geld::N,novac,soldi
640,Geld::N,novac,denaro
641,Geschäft::N,posao,affare
642,Geschäft::N,posao,negozio
643,Geschäft::N,trgovina,affare
644,Geschäft::N,trgovina,negozio
645,Laden::N,dućan,negozio
646,Preis::N,cijena,prezzo
647,Ware::N,roba,merce
648,Nutzen::N,korist,ùtile
649,Nutzen::N,korist,profitto
650,Reichtum::N,bogatstvo,ricchezza
651,Welt::N,svijet,mondo
652,Land::N,zemlja,paese
653,Staat::N,država,Stato
654,König::N,kralj,re
655,Macht::N,moć,potere
656,Macht::N,vlast,potere
657,Grenze::N,granica,confine
658,Grenze::N,granica,frontiera
659,Krieg::N,rat,guerra
660,Feind::N,neprijatelj,nemico
661,Gewalt::N,sila,violenza
662,Gewalt::N,nasilje,violenza
663,Kampf::N,boj,lotta
664,Kampf::N,borba,lotta
665,Bogen[Waffe]::N,luk,arco
666,Pfeil::N,strijela,freccia
667,Gewehr::N,puška,fucile
668,Fehler::N,pogreška,errore
669,Fehler::N,pogreška,sbaglio
670,Fehler::N,griješka,errore
671,Fehler::N,griješka,sbaglio
672,Lüge::N,laž,bugìa
673,Lüge::N,laž,menzogna
674,Schaden::N,šteta,danno
675,Unglück::N,nesreća,sfortuna
676,Schuld::N,krivnja,colpa
677,Alter::N,dob,età
678,Schluss::N,kraj,fine
679,Schluss::N,konac,fine
680,Zeit::N,doba,tempo
681,Zeit::N,vrijeme,tempo
682,Tag::N,dan,giorno
683,Tag::N,dan,giornata
684,Morgen::N,jutro,mattina
685,Mittag::N,podne,mezzogiorno
686,Abend::N,veče,sera
687,Abend::N,veče,serata
688,Abend::N,večer,sera
689,Abend::N,večer,serata
690,Nacht::N,noć,notte
691,Woche::N,sedmica,settimana
692,Monat::N,mjesec,mese
693,Jahr::N,godina,anno
694,Frühling::N,proljeće,primavera
695,Sommer::N,ljeto,estate
696,Herbst::N,jesen,autunno
697,Winter::N,zima,inverno
698,Januar::N,januar,gennaio
699,Januar::N,siječanj,gennaio
700,Februar::N,veljača,febbraio
701,Februar::N,februar,febbraio
702,März::N,mart,marzo
703,März::N,ožujak,marzo
704,April::N,april,aprile
705,April::N,travanj,aprile
706,Mai::N,maj,maggio
707,Mai::N,svibanj,maggio
708,Juni::N,juni,giugno
709,Juni::N,lipanj,giugno
710,Juli::N,juli,luglio
711,Juli::N,srpanj,luglio
712,August::N,august,agosto
713,August::N,kolovoz,agosto
714,September::N,rujan,settembre
715,September::N,septembar,settembre
716,Oktober::N,oktobar,ottobre
717,Oktober::N,listopad,ottobre
718,November::N,studeni,novembre
719,November::N,novembar,novembre
720,Dezember::N,prosinac,dicembre
721,Montag::N,ponedjeljak,lunedì
722,Montag::N,ponedjeljnik,lunedì
723,Dienstag::N,utorak,martedì
724,Dienstag::N,utornik,martedì
725,Mittwoch::N,srijeda,mercoledì
726,Donnerstag::N,četvrtak,giovedì
727,Freitag::N,petak,venerdì
728,Samstag::N,subota,sàbato
729,Sonntag::N,nedjelja,domenica
730,groß::A,velik,grande
731,klein::A,mali,pìccolo
732,klein::A,malen,pìccolo
733,lang::A,dug,lungo
734,lang::A,dugačak,lungo
735,kurz::A,kratak,corto
736,breit::A,širok,largo
737,schmal::A,uski,stretto
738,schmal::A,uzak,stretto
739,dicht::A,gust,denso
740,dick[Gegenstand]::A,debeo,spesso
741,dünn::A,tanak,sottile
742,fein::A,fin,fine
743,fein::A,fin,delicato
744,fein::A,tanak,fine
745,fein::A,tanak,delicato
746,fest::A,čvrst,sodo
747,fest::A,čvrst,fisso
748,flach::A,ravan,piano
749,flach::A,ravan,piatto
750,flach::A,plosnat,piano
751,flach::A,plosnat,piatto
752,glatt::A,gladak,liscio
753,hart::A,tvrd,duro
754,weich::A,mek,molle
755,weich::A,mekan,molle
756,rund::A,okrugao,rotondo
757,spitz::A,oštar,aguzzo
758,spitz::A,oštar,appuntito
759,spitz::A,šiljast,aguzzo
760,spitz::A,šiljast,appuntito
761,scharf::A,oštar,affilato
762,scharf::A,oštar,tagliente
763,scharf::A,bridak,affilato
764,scharf::A,bridak,tagliente
765,stumpf::A,tup,smussato
766,schwer::A,težak,pesante
767,schön::A,krasan,bello
768,heiß::A,vruć,caldo
769,heiß::A,vruć,bollente
770,warm::A,topao,caldo
771,kalt::A,hladan,freddo
772,kühl::A,hladan,fresco
773,frisch::A,svjež,fresco
774,feucht::A,vlažan,ùmido
775,nass::A,mokar,bagnato
776,trocken::A,suh,secco
777,voll::A,pun,pieno
778,leer::A,prazan,vuoto
779,offen::A,otvoren,aperto
780,geschlossen::A,zatvoren,chiuso
781,sauber::A,čist,netto
782,sauber::A,čist,pulito
783,schmutzig::A,nečist,sporco
784,schmutzig::A,nečist,sùdicio
785,schmutzig::A,blatan,sporco
786,schmutzig::A,blatan,sùdicio
787,roh::A,sirov,crudo
788,reif::A,zreo,maturo
789,lecker::A,tečan,ghiotto
790,lecker::A,tečan,squisito
791,lecker::A,ukusan,ghiotto
792,lecker::A,ukusan,squisito
793,süß::A,sladak,dolce
794,bitter::A,gorak,amaro
795,sauer::A,kiseo,aspro
796,sauer::A,kiseo,acerbo
797,hell::A,vedar,chiaro
798,hell::A,svijetao,chiaro
799,dunkel::A,taman,buio
800,dunkel::A,taman,oscuro
801,schwarz::A,crn,nero
802,weiß::A,bio,bianco
803,weiß::A,bijel,bianco
804,rot::A,crven,rosso
805,gelb::A,žut,giallo
806,blau::A,plav,blu
807,blau::A,plav,azzurro
808,blau::A,modar,blu
809,blau::A,modar,azzurro
810,grün::A,zelen,verde
811,grau::A,siv,grigio
812,bunt::A,šaren,variopinto
813,billig::A,jeftin,a buon prezzo
814,billig::A,jeftin,a buon mercato
815,teuer::A,skup,caro
816,wertvoll::A,vrijedan,prezioso
817,wertvoll::A,dragocjen,prezioso
818,blind::A,slijep,cieco
819,taub::A,gluh,sordo
820,kräftig::A,snažan,forte
821,kräftig::A,snažan,robusto
822,stark::A,jak,forte
823,stark::A,jak,vigoroso
824,stark::A,snažan,forte
825,stark::A,snažan,vigoroso
826,schwach::A,slab,dèbole
827,fett::A,pretio,grasso
828,schlank::A,vitak,snello
829,schlank::A,vitak,slanciato
830,hübsch::A,zgodan,bello
831,hübsch::A,zgodan,carino
832,böse::A,zao,cattivo
833,böse::A,opak,cattivo
834,dumm::A,glup,stùpido
835,faul::A,lijen,pigro
836,fleißig::A,radin,diligente
837,fleißig::A,marljiv,diligente
