,Concept_ID,no,ro
312,Sprache::N,språk,limbaj
313,Stimme::N,stemme,glas
314,Wort::N,ord,cuvânt
315,Zeichen::N,tegn,semn
316,Zeichen::N,tegn,semnal
317,Ruf::N,rop,chemare
318,Lärm::N,bråk,zgomot
319,Lärm::N,bråk,tărăboi
320,Laut::N,lyd,sunet
321,Ton::N,tone,ton
322,Lied::N,vise,cântec
323,Ruhe::N,ro,odihnă
324,Ruhe::N,ro,liniște
325,Leute::N,folk,lume
326,Leute::N,folk,oameni
327,Volk::N,folk,popor
328,Volk::N,folk,națiune
329,Arbeit::N,arbeid,lucru
330,Gast::N,gjest,musafir
331,Geschenk::N,gave,dar
332,Geschenk::N,gave,cadou
333,Spiel::N,lek,joc
334,Spiel::N,spill,joc
335,Gesellschaft::N,selskap,societate
336,Hilfe::N,hjelp,ajutor
337,Freund::N,venn,amic
338,Freund::N,venn,prieten
339,Kamerad::N,kamerat,tovarăș
340,Angelegenheit::N,sak,afacere
341,Angelegenheit::N,anliggende,afacere
342,Anzahl::N,antall,număr
343,Anzahl::N,antall,cantitate
344,Art::N,art,fel
345,Art::N,art,specie
346,Art::N,slag,fel
347,Art::N,slag,specie
348,Stück::N,stykke,bucată
349,Teil::N,del,parte
350,Teil::N,del,porție
351,Hälfte::N,halvdel,jumătate
352,Kreis::N,ring,cerc
353,Kreis::N,sirkel,cerc
354,Kreuz::N,kors,cruce
355,Kreuz::N,kryss,cruce
356,Linie::N,linje,linie
357,Strich::N,strek,linie
358,Strich::N,strek,trăsătură
359,Abstand::N,avstand,distanță
360,Abstand::N,avstand,depărtare
361,Entfernung::N,avstand,distanță
362,Entfernung::N,avstand,depărtare
363,Gegend::N,strøk,regiune
364,Platz::N,plass,loc
365,Ort::N,sted,loc
366,Seite::N,side,latură
367,Mitte::N,midte,centru
368,Gegenstand::N,gjenstand,obiect
369,Sache::N,sak,lucru
370,Sache::N,sak,chestie
371,Rand::N,rand,bordură
372,Kante::N,kant,muchie
373,Kante::N,kant,bordură
374,Ecke::N,hjørne,colț
375,Spitze::N,spiss,vârf
376,Spitze::N,spiss,creștet
377,Ende::N,ende,capăt
378,Loch::N,hull,gaură
379,Winkel::N,vinkel,colț
380,Muster::N,mønster,desen
381,Größe::N,størrelse,mărime
382,Länge::N,lengde,lungime
383,Höhe::N,høyde,înălțime
384,Gewicht::N,vekt,greutate
385,Menge::N,mengde,cantitate
386,Haufen::N,haug,grămadă
387,Haufen::N,bunke,grămadă
388,Reihe::N,rekke,șir
389,Reihe::N,rekke,rând
390,Boot::N,båt,barcă
391,Boot::N,båt,luntre
392,Ruder::N,åre,vâslă
393,Ruder::N,åre,lopată
394,Schlitten::N,slede,sanie
395,Schlitten::N,kjelke,sanie
396,Ski::N,ski,schi
397,Lagerfeuer::N,leirbål,foc de tabără
398,Last::N,bør,povară
399,Last::N,bør,sarcină
400,Last::N,last,povară
401,Last::N,last,sarcină
402,Gang::N,gang,mers
403,Gang::N,gang,umblet
404,Schritt::N,steg,pas
405,Schritt::N,skritt,pas
406,Norden::N,nord,nord
407,Norden::N,nord,miazănoapte
408,Süden::N,sør,sud
409,Süden::N,sør,miazăzi
410,Westen::N,vest,apus
411,Osten::N,øst,est
412,Osten::N,øst,răsărit
413,Holz::N,tre,lemn
414,Brett::N,fjøl,scândură
415,Brett::N,brett,scândură
416,Platte::N,plate,placă
417,Stütze::N,støtte,proptea
418,Stange::N,stang,bară
419,Stange::N,stang,prăjină
420,Stock::N,pinne,băț
421,Stock::N,pinne,baston
422,Stab::N,stav,baston
423,Stab::N,stav,prăjină
424,Stab::N,kjepp,baston
425,Stab::N,kjepp,prăjină
426,Rohr::N,rør,tub
427,Rohr::N,rør,țeavă
428,Haus::N,hus,casă
429,Heim::N,hjem,casă
430,Heim::N,hjem,cămin
431,Ofen::N,ovn,sobă
432,Fußboden::N,gulv,podea
433,Fußboden::N,gulv,dușumea
434,Tisch::N,bord,masă
435,Stuhl::N,stol,scaun
436,Wiege::N,vogge,leagăn
437,Bett::N,seng,pat
438,Regal::N,reol,rafturi
439,Regal::N,hylle,rafturi
440,Kiste::N,kasse,ladă
441,Kiste::N,kasse,cutie
442,Fenster::N,vindu,fereastră
443,Tür::N,dør,ușă
444,Tor::N,port,poartă
445,Zaun::N,gjerde,gard
446,Dach::N,tak,acoperiș
447,Leiter::N,stige,scară
448,Besen::N,kost,mătură
449,Spaten::N,spade,cazma
450,Spaten::N,spade,hârleț
451,Schaufel::N,skuffe,lopată
452,Gabel::N,gaffel,furculiță
453,Löffel::N,skje,lingură
454,Messer::N,kniv,cuțit
455,Nagel::N,spiker,cui
456,Netz::N,nett,plasă
457,Haken::N,krok,cârlig
458,Griff::N,tak,mâner
459,Griff::N,håndtak,mâner
460,Schloss::N,lås,lacăt
461,Bild::N,bilde,tablou
462,Bild::N,bilde,imagine
463,Figur::N,figur,chip
464,Figur::N,figur,figură
465,Puppe::N,dukke,păpușă
466,Beutel::N,pose,pungă
467,Beutel::N,pose,săculeț
468,Bündel::N,bylt,mănunchi
469,Tasche::N,veske,geantă
470,Eimer::N,bøtte,găleată
471,Deckel::N,lokk,capac
472,Geschirr::N,kjøkkentøy,vase
473,Geschirr::N,kjøkkentøy,tacâmuri
474,Sack::N,sekk,sac
475,Tasse::N,kopp,ceașcă
476,Topf::N,gryte,oală
477,Kessel::N,kjele,cazan
478,Kessel::N,kjele,căldare
479,Essen::N,mål,mâncare
480,Nahrung::N,mat,hrană
481,Nahrung::N,mat,aliment
482,Nahrung::N,næring,hrană
483,Nahrung::N,næring,aliment
484,Speise::N,matrett,bucate
485,Speise::N,matrett,fel de bucate
486,Fleisch::N,kjøtt,carne
487,Getreide::N,korn,cereale
488,Brei::N,grøt,pireu
489,Brot::N,brød,pâine
490,Scheibe::N,skive,felie
491,Scheibe::N,skive,bucată
492,Fett::N,fett,untură
493,Fett::N,fett,grăsime
494,Butter::N,smør,unt
495,Öl::N,olje,ulei
496,Salz::N,salt,sare
497,Suppe::N,suppe,supă
498,Suppe::N,suppe,ciorbă
499,Honig::N,honning,miere
500,Milch::N,melk,lapte
501,Tee::N,te,ceai
502,Leder::N,lær,piele
503,Leder::N,skinn,piele
504,Wolle::N,ull,lână
505,Stoff::N,tøy,stofă
506,Stoff::N,stoff,stofă
507,Nadel::N,nål,ac
508,Faden::N,tråd,ață
509,Knopf::N,knapp,buton
510,Knoten::N,knute,nod
511,Farbe::N,farge,vopsea
512,Kleidung::N,påkledning,haine
513,Kleidung::N,påkledning,îmbrăcăminte
514,Hemd::N,skjorte,cămașă
515,Kragen::N,krage,guler
516,Ärmel::N,erme,mânecă
517,Hose::N,bukse,pantaloni
518,Gürtel::N,belte,cordon
519,Mütze::N,lue,șapcă
520,Schuh::N,sko,gheată
521,Stiefel::N,støvel,cizmă
522,Ring::N,ring,inel
523,Ring::N,ring,verigă
524,Band::N,band,panglică
525,Band::N,band,șiret
526,Kamm::N,kam,pieptene
527,Spiegel::N,speil,oglindă
528,Riemen::N,rem,curea
529,Schnur::N,snor,funie
530,Schnur::N,snor,sfoară
531,Leine::N,line,lesă
532,Leine::N,line,curea
533,Decke::N,teppe,pătură
534,Kissen::N,pute,pernă
535,Tuch::N,tøy,batic
536,Handtuch::N,håndkle,prosop
537,Handtuch::N,håndkle,ștergar
538,Kraft::N,kraft,forță
539,Kraft::N,kraft,putere
540,Stärke::N,styrke,tărie
541,Stärke::N,styrke,vigoare
542,Gesundheit::N,helse,sănătate
543,Gesundheit::N,sunnhet,sănătate
544,Krankheit::N,syke,boală
545,Krankheit::N,syke,maladie
546,Krankheit::N,sykdom,boală
547,Krankheit::N,sykdom,maladie
548,Schmerz::N,smerte,durere
549,Wunde::N,sår,rană
550,Fieber::N,feber,febră
551,Arznei::N,medisin,leac
552,Arznei::N,medisin,medicament
553,Arznei::N,legemiddel,leac
554,Arznei::N,legemiddel,medicament
555,Brücke::N,bro,pod
556,Brücke::N,bro,punte
557,Brunnen::N,brønn,puț
558,Weide::N,beite,izlaz
559,Weide::N,beite,pășune
560,Pfad::N,sti,cărare
561,Weg::N,vei,drum
562,Straße::N,gate,cale
563,Straße::N,gate,stradă
564,Dorf::N,landsby,sat
565,Stadt::N,by,oraș
566,Brief::N,brev,scrisoare
567,Buch::N,bok,carte
568,Buchstabe::N,bokstav,literă
569,Buchstabe::N,bokstav,caracter
570,Zeitung::N,avis,ziar
571,Zeitung::N,avis,gazetă
572,Leben::N,liv,viață
573,Tod::N,død,moarte
574,Grab::N,grav,groapă
575,Grab::N,grav,mormânt
576,Kirche::N,kirke,biserică
577,Sünde::N,synd,păcat
578,Gott::N,gud,zeu
579,Arbeiter::N,arbeider,muncitor
580,Chef::N,sjef,șef
581,Meister::N,mester,meșter
582,Meister::N,mester,maestru
583,Arzt::N,lege,medic
584,Arzt::N,lege,doctor
585,Lehrer::N,lærer,profesor
586,Lehrer::N,lærer,învățător
587,Geld::N,penger,bani
588,Geld::N,penger,parale
589,Geschäft::N,forretning,treabă
590,Geschäft::N,forretning,afacere
591,Laden::N,butikk,magazin
592,Laden::N,butikk,prăvălie
593,Preis::N,pris,preț
594,Ware::N,vare,marfă
595,Nutzen::N,nytte,folos
596,Nutzen::N,nytte,profit
597,Reichtum::N,rikdom,avuție
598,Reichtum::N,rikdom,bogăție
599,Welt::N,verden,lume
600,Land::N,land,țară
601,Staat::N,stat,stat
602,König::N,konge,rege
603,Macht::N,makt,putere
604,Macht::N,makt,putință
605,Grenze::N,grense,hotar
606,Grenze::N,grense,graniță
607,Grenze::N,grense,frontieră
608,Krieg::N,krig,război
609,Feind::N,fiende,dușman
610,Gewalt::N,vold,violență
611,Kampf::N,kamp,luptă
612,Bogen[Waffe]::N,bue,arc
613,Pfeil::N,pil,săgeată
614,Gewehr::N,gevær,armă
615,Gewehr::N,gevær,pușcă
616,Fehler::N,feil,eroare
617,Fehler::N,feil,greșeală
618,Lüge::N,løgn,minciună
619,Schaden::N,skade,daună
620,Schaden::N,skade,pagubă
621,Unglück::N,uhell,nenorocire
622,Schuld::N,skyld,vină
623,Alter::N,alder,etate
624,Alter::N,alder,vârstă
625,Schluss::N,slutt,sfârșit
626,Zeit::N,tid,timp
627,Zeit::N,tid,vreme
628,Tag::N,dag,zi
629,Morgen::N,morgen,dimineață
630,Mittag::N,middag,prânz
631,Mittag::N,middag,amiază
632,Abend::N,aften,seară
633,Nacht::N,natt,noapte
634,Woche::N,uke,săptămână
635,Monat::N,måned,lună
636,Jahr::N,år,an
637,Frühling::N,vår,primăvară
638,Sommer::N,sommer,vară
639,Herbst::N,høst,toamnă
640,Winter::N,vinter,iarnă
641,Januar::N,januar,ianuarie
642,Februar::N,februar,februarie
643,März::N,mars,martie
644,April::N,april,aprilie
645,Mai::N,mai,mai
646,Juni::N,juni,iunie
647,Juli::N,juli,iulie
648,August::N,august,august
649,September::N,september,septembrie
650,Oktober::N,oktober,octombrie
651,November::N,november,noiembrie
652,Dezember::N,desember,decembrie
653,Montag::N,mandag,luni
654,Dienstag::N,tirsdag,marți
655,Mittwoch::N,onsdag,miercuri
656,Donnerstag::N,torsdag,joi
657,Freitag::N,fredag,vineri
658,Samstag::N,lørdag,sâmbătă
659,Sonntag::N,søndag,duminică
660,groß::A,stor,mare
661,klein::A,liten,mic
662,lang::A,lang,lung
663,kurz::A,kort,scurt
664,breit::A,bred,lat
665,breit::A,bred,larg
666,schmal::A,smal,strâmt
667,dicht::A,tett,des
668,dick[Gegenstand]::A,tykk,gros
669,dünn::A,tynn,subțire
670,fein::A,fin,fin
671,fein::A,fin,subțire
672,fest::A,fast,tare
673,fest::A,fast,solid
674,flach::A,flat,șes
675,flach::A,flat,plan
676,glatt::A,glatt,lins
677,hart::A,hard,dur
678,weich::A,myk,moale
679,weich::A,bløt,moale
680,rund::A,rund,rotund
681,rund::A,rund,circular
682,spitz::A,spiss,ascuțit
683,scharf::A,kvass,tăios
684,scharf::A,kvass,ascuțit
685,stumpf::A,stubb,tocit
686,schwer::A,tung,greu
687,schön::A,pen,frumos
688,schön::A,vakker,frumos
689,heiß::A,het,cald
690,heiß::A,het,fierbinte
691,warm::A,varm,cald
692,warm::A,varm,fierbinte
693,kalt::A,kald,rece
694,kühl::A,kjølig,rece
695,kühl::A,kjølig,răcoros
696,frisch::A,fersk,răcoros
697,frisch::A,fersk,proaspăt
698,feucht::A,fuktig,umed
699,feucht::A,fuktig,jilav
700,nass::A,våt,ud
701,trocken::A,tørr,sec
702,trocken::A,tørr,uscat
703,voll::A,full,plin
704,leer::A,tom,gol
705,offen::A,åpen,deschis
706,geschlossen::A,lukket,închis
707,sauber::A,ren,curat
708,schmutzig::A,skitten,murdar
709,roh::A,rå,crud
710,reif::A,moden,copt
711,lecker::A,lekker,gustos
712,süß::A,søt,dulce
713,bitter::A,besk,amar
714,bitter::A,bitter,amar
715,sauer::A,sur,acru
716,hell::A,lys,clar
717,hell::A,lys,luminos
718,dunkel::A,mørk,obscur
719,dunkel::A,mørk,întunecos
720,schwarz::A,svart,negru
721,weiß::A,hvit,alb
722,rot::A,rød,roșu
723,gelb::A,gul,galben
724,blau::A,blå,albastru
725,grün::A,grønn,verde
726,grau::A,grå,gri
727,grau::A,grå,cenușiu
728,bunt::A,broket,colorat
729,billig::A,billig,ieftin
730,teuer::A,dyr,scump
731,wertvoll::A,verdifull,prețios
732,blind::A,blind,orb
733,taub::A,døv,surd
734,kräftig::A,kraftig,tare
735,kräftig::A,kraftig,forte
736,kräftig::A,kraftig,robust
737,stark::A,sterk,viguros
738,stark::A,sterk,puternic
739,schwach::A,svak,slab
740,schwach::A,svak,debil
741,fett::A,fet,gras
742,schlank::A,slank,zvelt
743,hübsch::A,pen,drăguț
744,böse::A,slem,rău
745,böse::A,slem,răutăcios
746,dumm::A,dum,nerod
747,dumm::A,dum,tâmpit
748,faul::A,lat,leneș
749,faul::A,doven,leneș
750,fleißig::A,flittig,harnic
751,fleißig::A,flittig,sârguincios
752,geizig::A,gjerrig,calic
753,geizig::A,gjerrig,zgârcit
754,klug::A,klok,isteț
755,klug::A,klok,deștept
756,geschickt::A,hendig,dibaci
757,geschickt::A,skikket,dibaci
758,lieb::A,kjær,drag
759,lieb::A,kjær,iubit
760,lieb::A,snill,drag
761,lieb::A,snill,iubit
762,lustig::A,morsom,vesel
763,sanft::A,blid,blând
764,sanft::A,blid,blajin
765,hungrig::A,sulten,flămând
766,krank::A,syk,bolnav
767,nackt::A,naken,gol
768,traurig::A,sørgmodig,trist
769,traurig::A,sørgmodig,mâhnit
770,lebendig::A,levende,viu
771,gut::A,god,bun
772,schlecht::A,dårlig,rău
773,schlecht::A,dårlig,prost
774,richtig::A,riktig,drept
775,richtig::A,riktig,corect
776,schlimm::A,slem,rău
777,wahr::A,sann,adevărat
778,alt::A,gammel,uzat
779,alt::A,gammel,vechi
780,neu::A,ny,nou
781,ehemalig::A,forhenværende,fost
782,ehemalig::A,forhenværende,anterior
783,alt[Lebewesen]::A,gammel,bătrîn
784,jung::A,ung,tânăr
785,arm::A,fattig,sărac
786,arm::A,fattig,sărman
787,reich::A,rik,avut
788,reich::A,rik,bogat
789,bekannt::A,kjent,cunoscut
790,berühmt::A,berømt,renumit
791,fremd::A,fremmed,străin
792,verschieden::A,forskjellig,diferit
793,verschieden::A,forskjellig,deosebit
794,nah::A,nær,apropiat
795,fern::A,fjern,departe
796,linker::A,venstre,stâng
797,rechter::A,høyre,drept
798,anderer::A,annen,alt
799,erster::A,første,prim
800,zweiter::A,annen,al doilea
801,dritter::A,tredje,treilea
802,letzter::A,sist,final
803,allein::ADV,alene,singur
804,auf einmal::ADV,med ett,dintrodată
805,zusammen::ADV,sammen,împreună
806,lange::ADV,lenge,îndelung
807,lange::ADV,lenge,mult timp
808,plötzlich::ADV,plutselig,deodată
809,plötzlich::ADV,plutselig,pe neașteptate
810,sofort::ADV,straks,imediat
811,sofort::ADV,straks,numaidecît
812,später::ADV,senere,mai apoi
813,später::ADV,senere,mai târziu
814,jetzt::ADV,nå,acum
815,heute::ADV,i dag,azi
816,heute::ADV,i dag,astăzi
817,morgen::ADV,i morgen,mâine
818,bald::ADV,snart,curând
819,dann::ADV,så,apoi
820,gestern::ADV,i går,ieri
821,einst::ADV,engang,odată
822,einst::ADV,engang,odinioară
823,damals::ADV,den gang,atunci
824,damals::ADV,den gang,pe atunci
825,danach::ADV,deretter,după aceasta
826,vorher::ADV,før,mai întâi
827,vorher::ADV,før,în prealabil
828,vorher::ADV,i forveien,mai întâi
829,vorher::ADV,i forveien,în prealabil
830,zuerst::ADV,først,întâi
831,zuerst::ADV,først,în primul rând
832,einmal::ADV,en gang,odată
833,manchmal::ADV,somme tider,uneori
834,manchmal::ADV,somme tider,câteodată
835,oft::ADV,ofte,des
836,oft::ADV,ofte,deseori
837,immer::ADV,alltid,mereu
838,immer::ADV,alltid,întotdeauna
839,niemals::ADV,aldri,niciodată
840,hier::ADV,her,aci
841,hier::ADV,her,aici
842,hierhin::ADV,hit,încoace
843,von hier::ADV,herfra,de aici
844,dort::ADV,der,acolo
845,dorthin::ADV,dit,dincolo
846,geradeaus::ADV,rett fram,drept înainte
847,vorwärts::ADV,fram,înainte
848,vorwärts::ADV,framover,înainte
849,rückwärts::ADV,baklengs,îndărăt
850,zurück::ADV,tilbake,înapoi
851,unten::ADV,nede,jos
852,unten::ADV,nede,dedesubt
853,hinab::ADV,ned,în jos
854,hinab::ADV,ned,de vale
855,hinab::ADV,nedover,în jos
856,hinab::ADV,nedover,de vale
857,oben::ADV,oppe,sus
