,Concept_ID,uk,he
290,Gegend::N,місцевість,נוף
291,Platz::N,площа,שטח
292,Ort::N,місце,אתר
293,Ort::N,місце,מקום
294,Seite::N,сторона,צד
295,Mitte::N,середина,אמצע
296,Gegenstand::N,предмет,אוביקט
297,Sache::N,річ,דבר
298,Rand::N,край,פרור
299,Kante::N,ребро,קצה
300,Ecke::N,ріг,פנה
301,Spitze::N,кінчик,קצה
302,Ende::N,кінець,סוף
303,Loch::N,діра,חר
304,Winkel::N,куток,פנה
305,Muster::N,узор,תבנית
306,Größe::N,розмір,גדל
307,Länge::N,довжина,ארך
308,Höhe::N,висота,קומה
309,Höhe::N,висота,גבה
310,Gewicht::N,вага,משקל
311,Menge::N,кількість,כמות
312,Haufen::N,купа,ערמה
313,Reihe::N,ряд,רצף
314,Boot::N,човен,סירה
315,Ruder::N,весло,משוט
316,Schlitten::N,сани,מזחלת
317,Ski::N,лижа,מגלשים
318,Lagerfeuer::N,вогнище,מדורה
319,Last::N,тягар,משא
320,Last::N,вантаж,משא
321,Gang::N,хід,הליכה
322,Schritt::N,крок,צעד
323,Norden::N,північ,צפון
324,Süden::N,південь,דרום
325,Westen::N,захід,מערב
326,Osten::N,схід,מזרח
327,Holz::N,дрова,עץ
328,Brett::N,дошка,קרש
329,Platte::N,плита,לוח
330,Stütze::N,підпірка,משען
331,Stange::N,жердина,מוט
332,Stock::N,палиця,מקל
333,Stab::N,палиця,מוט
334,Rohr::N,труба,צנור
335,Haus::N,дім,בית
336,Haus::N,хата,בית
337,Heim::N,житло,בית
338,Ofen::N,піч,תנור
339,Fußboden::N,підлога,רצפה
340,Tisch::N,стіл,שלחן
341,Stuhl::N,стілець,כסא
342,Wiege::N,колиска,ערש
343,Bett::N,ліжко,מטה
344,Bett::N,постіль,מטה
345,Regal::N,полиця,מדף
346,Kiste::N,ящик,תבה
347,Kiste::N,ящик,ארגז
348,Fenster::N,вікно,חלון
349,Tür::N,двері,דלת
350,Tor::N,ворота,שער
351,Zaun::N,паркан,גדר
352,Zaun::N,огорожа,גדר
353,Dach::N,дах,גג
354,Leiter::N,драбина,סלם
355,Besen::N,мітла,מטאטא
356,Spaten::N,заступ,את
357,Schaufel::N,совок,את
358,Schaufel::N,лопата,את
359,Gabel::N,виделка,מזלג
360,Löffel::N,ложка,כף
361,Messer::N,ніж,סכין
362,Nagel::N,цвях,מסמר
363,Netz::N,сіть,רשת
364,Haken::N,крюк,וו
365,Haken::N,крюк,קרס
366,Griff::N,ручка,ידית
367,Griff::N,держак,ידית
368,Schloss::N,замок,מנעול
369,Bild::N,картина,תמונה
370,Figur::N,фігура,פסל
371,Puppe::N,лялька,בבה
372,Beutel::N,мішечок,שק
373,Beutel::N,торбинка,שק
374,Bündel::N,в’язка,צרור
375,Tasche::N,сумка,שקית
376,Eimer::N,відро,דלי
377,Deckel::N,кришка,מכסה
378,Geschirr::N,посуд,כלים
379,Sack::N,мішок,שק
380,Tasse::N,чашка,ספל
381,Topf::N,горщик,סיר
382,Kessel::N,котел,קנקן
383,Essen::N,їжа,אכל
384,Essen::N,їжа,ארוחה
385,Nahrung::N,харч,הזנה
386,Nahrung::N,харч,תזונה
387,Speise::N,страва,מאכל
388,Speise::N,страва,ארוחה
389,Fleisch::N,м’ясо,בשר
390,Getreide::N,хліб,דגן
391,Getreide::N,збіжжя,דגן
392,Brei::N,каша,מחית
393,Brot::N,хліб,לחם
394,Scheibe::N,скибочка,עגול
395,Scheibe::N,скибочка,פרוסה
396,Fett::N,жир,שמן
397,Butter::N,масло,חמאה
398,Öl::N,олія,שמן
399,Salz::N,сіль,מלח
400,Suppe::N,суп,מרק
401,Honig::N,мед,דבש
402,Milch::N,молоко,חלב
403,Tee::N,чай,תה
404,Leder::N,шкіра,עור
405,Wolle::N,шерсть,צמר
406,Stoff::N,тканина,בד
407,Stoff::N,тканина,אריג
408,Nadel::N,голка,מחט
409,Faden::N,нитка,חוט
410,Knopf::N,ґудзик,כפתור
411,Knoten::N,вузол,קשר
412,Farbe::N,фарба,צבע
413,Kleidung::N,одяг,בגדים
414,Kleidung::N,убрання,בגדים
415,Hemd::N,сорочка,חלצה
416,Kragen::N,комір,צוארון
417,Ärmel::N,рукав,שרוול
418,Hose::N,брюки,מכנסים
419,Gürtel::N,пояс,חגורה
420,Mütze::N,шапка,כובע
421,Schuh::N,ботинок,נעל
422,Stiefel::N,чобіт,מגף
423,Ring::N,кільце,טבעת
424,Band::N,стрічка,סרט
425,Kamm::N,гребінець,מסרק
426,Spiegel::N,дзеркало,מראה
427,Riemen::N,ремінь,רצועה
428,Schnur::N,вірьовка,חבל
429,Leine::N,шворка,מושכות
430,Decke::N,ковдра,שמיכה
431,Kissen::N,подушка,כרית
432,Tuch::N,хустка,צעיף
433,Handtuch::N,рушник,מגבת
434,Kraft::N,сила,כוח
435,Stärke::N,сила,און
436,Gesundheit::N,здоров’я,בריאות
437,Krankheit::N,хвороба,מחלה
438,Schmerz::N,біль,כאב
439,Wunde::N,рана,פציעה
440,Fieber::N,гарячка,חם
441,Arznei::N,ліки,תרופה
442,Brücke::N,міст,גשר
443,Brunnen::N,колодязь,באר
444,Weide::N,пасовище,אחו
445,Weide::N,пасовище,מרעה
446,Pfad::N,стежка,שביל
447,Pfad::N,стежка,מדרכה
448,Weg::N,шлях,דרך
449,Weg::N,дорога,דרך
450,Straße::N,вулиця,כביש
451,Dorf::N,село,כפר
452,Stadt::N,місто,עיר
453,Brief::N,лист,מכתב
454,Buch::N,книга,ספר
455,Buch::N,книжка,ספר
456,Buchstabe::N,буква,אות
457,Buchstabe::N,літера,אות
458,Zeitung::N,газета,עתון
459,Leben::N,життя,חיים
460,Tod::N,смерть,מות
461,Grab::N,могила,קבר
462,Kirche::N,церква,כנסיה
463,Sünde::N,гріх,חטא
464,Gott::N,бог,אל
465,Arbeiter::N,робітник,פועל
466,Chef::N,хазяїн,ראש
467,Chef::N,хазяїн,מנהל
468,Meister::N,умілець,ממחה
469,Arzt::N,лікар,רופא
470,Lehrer::N,вчитель,מורה
471,Geld::N,гроші,כסף
472,Geschäft::N,заняття,עסקה
473,Laden::N,магазин,חנות
474,Laden::N,крамниця,חנות
475,Preis::N,ціна,מחיר
476,Ware::N,товар,סחורה
477,Nutzen::N,вигода,תועלת
478,Nutzen::N,користь,תועלת
479,Reichtum::N,багатство,עשר
480,Welt::N,світ,עולם
481,Land::N,країна,ארץ
482,Staat::N,держава,מדינה
483,König::N,король,מלך
484,Macht::N,влада,כוח
485,Grenze::N,кордон,גבול
486,Krieg::N,війна,מלחמה
487,Feind::N,ворог,אויב
488,Gewalt::N,насильство,אלימות
489,Kampf::N,бій,קרב
490,Kampf::N,бій,לחימה
491,Kampf::N,боротьба,קרב
492,Kampf::N,боротьба,לחימה
493,Bogen[Waffe]::N,лук,קשת
494,Pfeil::N,стріла,חץ
495,Gewehr::N,рушниця,רובה
496,Gewehr::N,гвинтівка,רובה
497,Fehler::N,помилка,טעות
498,Lüge::N,брехня,שקר
499,Schaden::N,шкода,נזק
500,Schaden::N,збиток,נזק
501,Unglück::N,нещастя,מזל רע
502,Schuld::N,провина,אשמה
503,Alter::N,вік,גיל
504,Alter::N,літа,גיל
505,Schluss::N,кінець,סיום
506,Zeit::N,час,זמן
507,Tag::N,день,יום
508,Morgen::N,ранок,בקר
509,Mittag::N,південь,צהרים
510,Abend::N,вечір,ערב
511,Nacht::N,ніч,לילה
512,Woche::N,тиждень,שבוע
513,Monat::N,місяць,חדש
514,Jahr::N,рік,שנה
515,Frühling::N,весна,אביב
516,Sommer::N,літо,קיץ
517,Herbst::N,осінь,סתו
518,Winter::N,зима,חרף
519,Januar::N,січень,ינואר
520,Februar::N,лютий,פברואר
521,März::N,березень,מרץ
522,April::N,квітень,אפריל
523,Mai::N,травень,מאי
524,Juni::N,червень,יוני
525,Juli::N,липень,יולי
526,August::N,серпень,אוגוסט
527,September::N,вересень,ספטמבר
528,Oktober::N,жовтень,אוקטובר
529,November::N,листопад,נובמבר
530,Dezember::N,грудень,דצמבר
531,Montag::N,понеділок,יום שני
532,Dienstag::N,вівторок,יום שלישי
533,Mittwoch::N,середа,יום רביעי
534,Donnerstag::N,четвер,יום חמישי
535,Freitag::N,п’ятниця,יום ששי
536,Samstag::N,субота,יום שבת
537,Sonntag::N,неділя,יום ראשון
538,groß::A,великий,גדול
539,klein::A,малий,קטן
540,klein::A,маленький,קטן
541,lang::A,довгий,ארך
542,kurz::A,короткий,קצר
543,breit::A,широкий,רחב
544,schmal::A,вузький,צר
545,dicht::A,густий,צפוף
546,dick[Gegenstand]::A,товстий,עבה
547,dünn::A,тонкий,דק
548,fein::A,дрібний,מעדן
549,fest::A,міцний,מוצק
550,flach::A,плоский,שטוח
551,glatt::A,рівний,חלק
552,glatt::A,гладенький,חלק
553,hart::A,твердий,קשיח
554,weich::A,м’який,רך
555,rund::A,круглий,עגל
556,spitz::A,гострокінцевий,חד
557,scharf::A,гострий,חד
558,stumpf::A,тупий,קהה
559,schwer::A,важкий,כבד
560,schön::A,вродливий,יפה
561,heiß::A,жаркий,חם
562,heiß::A,гарячий,חם
563,warm::A,теплий,חם
564,kalt::A,холодний,קר
565,kühl::A,прохолодний,צונן
566,frisch::A,свіжий,טרי
567,feucht::A,вогкий,לח
568,nass::A,мокрий,רטוב
569,trocken::A,сухий,יבש
570,voll::A,повний,מלא
571,leer::A,пустий,ריק
572,offen::A,відкритий,פתוח
573,geschlossen::A,закритий,סגור
574,geschlossen::A,зачинений,סגור
575,sauber::A,чистий,נקי
576,sauber::A,охайний,נקי
577,schmutzig::A,брудний,מלכלך
578,roh::A,сирий,חי
579,reif::A,зрілий,בשל
580,lecker::A,смачний,טעים
581,süß::A,солодкий,מתוק
582,bitter::A,гіркий,מר
583,sauer::A,кислий,חמוץ
584,hell::A,світлий,בהיר
585,dunkel::A,темний,עמום
586,schwarz::A,чорний,שחר
587,weiß::A,сивий,לבן
588,rot::A,червоний,אדם
589,gelb::A,жовтий,צהב
590,blau::A,синій,כחל
591,grün::A,зелений,ירק
592,grau::A,сірий,אפר
593,bunt::A,барвистий,צבעוני
594,billig::A,дешевий,זול
595,teuer::A,дорогий,יקר
596,wertvoll::A,цінний,יקר ערך
597,blind::A,сліпий,עור
598,taub::A,глухий,חרש
599,kräftig::A,могутній,חסן
600,stark::A,сильний,חזק
601,schwach::A,слабкий,חלש
602,fett::A,жирний,שמן
603,fett::A,товстий,שמן
604,schlank::A,тонкий,רזה
605,schlank::A,стрункий,רזה
606,hübsch::A,чарівний,יפה תאר
607,böse::A,злий,רשע
608,böse::A,лихий,רשע
609,dumm::A,дурний,טפש
610,faul::A,ледачий,עצלן
611,fleißig::A,старанний,חרוץ
612,geizig::A,скупий,קמצן
613,klug::A,мудрий,נבון
614,klug::A,мудрий,פקח
615,klug::A,розумний,נבון
616,klug::A,розумний,פקח
617,geschickt::A,умілий,מימן
618,lieb::A,милий,יקר
619,lieb::A,милий,אהוב
620,lustig::A,веселий,עליז
621,sanft::A,лагідний,עדין
622,hungrig::A,голодний,רעב
623,krank::A,слабий,חולה
624,nackt::A,голий,ערום
625,traurig::A,сумний,עצוב
626,lebendig::A,живий,חי
627,gut::A,добрий,טוב
628,schlecht::A,поганий,גרוע
629,schlecht::A,кепський,גרוע
630,richtig::A,правильний,נכון
631,schlimm::A,бридкий,רע
632,wahr::A,справжній,אמתי
633,alt::A,старий,ישן
634,neu::A,новий,חדש
635,ehemalig::A,колишній,לשעבר
636,alt[Lebewesen]::A,старий,זקן
637,jung::A,молодий,צעיר
638,arm::A,бідний,עני
639,reich::A,багатий,עשיר
640,bekannt::A,знайомий,ידוע
641,berühmt::A,славетний,מפרסם
642,fremd::A,чужий,זר
643,verschieden::A,різний,שונה
644,nah::A,близький,קרוב
645,fern::A,далекий,רחוק
646,linker::A,лівий,שמאלי
647,rechter::A,правий,ימין
648,anderer::A,інакший,אחר
649,erster::A,перший,ראשון
650,zweiter::A,другий,שני
651,dritter::A,третій,שלישי
652,letzter::A,останній,אחרון
653,allein::ADV,сам,לבד
654,allein::ADV,один,לבד
655,auf einmal::ADV,відразу,בו-זמנית
656,zusammen::ADV,разом,ביחד
657,zusammen::ADV,спільно,ביחד
658,lange::ADV,довго,הרבה זמן
659,plötzlich::ADV,раптом,לפתע
660,plötzlich::ADV,раптом,פתאום
661,sofort::ADV,зараз,מיד
662,später::ADV,пізніше,לאחר זמן
663,später::ADV,пізніше,יותר מאחר
664,jetzt::ADV,тепер,עכשיו
665,heute::ADV,сьогодні,היום
666,morgen::ADV,завтра,מחר
667,bald::ADV,незабаром,בקרוב
668,dann::ADV,потім,אחר-כך
669,gestern::ADV,вчора,אתמול
670,einst::ADV,колись,לפנים
671,damals::ADV,тоді,אז
672,danach::ADV,згодом,אחר-כך
673,vorher::ADV,раніше,לפני זה
674,zuerst::ADV,спершу,קדם
675,zuerst::ADV,спочатку,קדם
676,einmal::ADV,один раз,פעם
677,manchmal::ADV,іноді,לפעמים
678,manchmal::ADV,інколи,לפעמים
679,oft::ADV,часто,לעתים קרובות
680,immer::ADV,завжди,תמיד
681,niemals::ADV,ніколи,אף פעם
682,hier::ADV,тут,כאן
683,hierhin::ADV,сюди,פה
684,von hier::ADV,звідси,מפה
685,dort::ADV,там,שם
686,dorthin::ADV,туди,שם
687,geradeaus::ADV,прямо,ישר
688,vorwärts::ADV,вперед,קדימה
689,rückwärts::ADV,назад,לאחור
690,zurück::ADV,назад,בחזרה
691,zurück::ADV,назад,אחורנית
692,unten::ADV,внизу,למטה
693,hinab::ADV,вниз,למטה
694,oben::ADV,вгорі,מעל
695,oben::ADV,вгорі,למעלה
696,hinauf::ADV,вгору,למעלה
697,überall::ADV,скрізь,בכל מקום
698,nicht::ADV,не,לא
699,ein wenig::ADV,трохи,קצת
700,ein wenig::ADV,небагато,קצת
701,kaum::ADV,ледве,בקשי
702,sehr::ADV,дуже,מאוד
703,so::ADV,так,כך
704,so::ADV,так,ככה
705,noch::ADV,ще,עוד
706,noch::ADV,ще,עדין
707,nur::ADV,лише,רק
708,nur::ADV,тільки,רק
709,schon::ADV,вже,כבר
710,wieder::ADV,знову,שוב
711,vergebens::ADV,дарма,לריק
712,vergebens::ADV,дарма,לשוא
713,vor::PRP,перед,מול
714,hinter::PRP,ззаду,מאחורי
715,hinter::PRP,позаду,מאחורי
716,unter::PRP,під,מתחת
717,durch::PRP,крізь,דרך
718,neben::PRP,біля,ליד
719,neben::PRP,біля,על-יד
720,zwischen::PRP,між,בין
721,wegen::PRP,з-за,בשל
722,wegen::PRP,з-за,בגלל
723,wegen::PRP,через,בשל
724,wegen::PRP,через,בגלל
725,dies::PRN,це,זה
726,das::PRN,то,זה
727,alles::PRN,все,הכל
728,ich::PRN,я,אני
729,du::PRN,ти,את
730,du::PRN,ти,אתה
731,er::PRN,він,הוא
732,wir::PRN,ми,אנחנו
733,ihr::PRN,ви,לה
734,sie::PRN,вони,הם
735,was::FPRN,що,מה
736,wer::FPRN,хто,מי
737,wo::FADV,де,איפה
738,wohin::FADV,куди,לאן
739,wie::FADV,як,איך
740,warum::FADV,чому,למה
741,wieviel::FNUM,скільки,כמה
742,eins::NUM,один,אחד
743,zwei::NUM,два,שתים
744,drei::NUM,три,שלושה
745,vier::NUM,чотири,ארבעה
746,fünf::NUM,п’ять,חמשה
747,sechs::NUM,шість,ששה
748,sieben::NUM,сім,שבעה
749,acht::NUM,вісім,שמונה
750,neun::NUM,дев’ять,תשעה
751,zehn::NUM,десять,עשרה
752,elf::NUM,одинадцять,אחת עשרה
753,zwölf::NUM,дванадцять,שתים עשרה
754,zwanzig::NUM,двадцять,עשרים
755,dreißig::NUM,тридцять,שלושים
756,vierzig::NUM,сорок,ארבעים
757,fünfzig::NUM,п’ятдесят,חמשים
758,sechzig::NUM,шістдесят,ששים
759,siebzig::NUM,сімдесят,שבעים
760,achtzig::NUM,вісімдесят,שמונים
761,neunzig::NUM,дев’яносто,תשעים
762,hundert::NUM,сто,מאה
763,tausend::NUM,тисяча,אלף
764,und::CNJ,і,ו
765,oder::CNJ,або,או
766,stehen::V,стояти,עמד
767,sitzen::V,сидіти,ישב
768,liegen::V,лежати,שכב
769,hängen::V,висіти,היה תלוי
770,werden::V,стати,הפך ל
771,werden::V,робитися,הפך ל
772,passieren::V,трапитися,קרה
773,beginnen::V,початися,התחיל
774,enden::V,кінчитися,הסתים
775,wechseln::V,мінятися,השתנה
776,aufgehen[Sonne]::V,зійти,זרח
777,untergehen[Sonne]::V,зайти,שקע
778,scheinen[Sonne]::V,світити,בהק
779,donnern::V,гриміти,רעם
780,wehen::V,віяти,נשב
781,strömen::V,литися,זרם
782,fließen::V,текти,זרם
783,sich drehen::V,обертатися,הסתובב
784,schwanken::V,коливатися,התנודד
785,schwingen::V,хитатися,התנענע
786,schwingen::V,гойдатися,התנענע
787,fallen::V,падати,נפל
788,brennen::V,горіти,בער
789,rauchen::V,диміти,עשן
790,regnen::V,дощити,ירד גשם
791,gefrieren::V,змерзнути,קפא
792,tauen::V,танути,נמס
793,schmelzen::V,плавитися,התיך
794,trocknen::V,сохнути,התיבש
795,sieden::V,кипіти,רתח
796,faulen::V,гнити,רקב
797,verfaulen::V,згнити,רקב
798,reißen::V,рватися,נקרע
799,versinken::V,тонути,טבע
800,vergehen::V,проходити,עבר
801,erscheinen::V,з’явитися,נגלה
802,erscheinen::V,з’явитися,הופיע
803,verschwinden::V,щезнути,נעלם
804,verschwinden::V,зникнути,נעלם
805,sinken::V,спадати,ירד
806,abnehmen::V,поменшитися,הפחית
807,zunehmen::V,збільшуватися,רבה
808,steigen::V,підніматися,עלה
809,wachsen::V,рости,גדל
810,glänzen::V,блищати,נצץ
811,glänzen::V,блищати,בהק
812,funkeln::V,блискати,נצנץ
813,lärmen::V,шуміти,רעש
814,läuten::V,дзвонити,צלצל
815,klingeln::V,дзвонити,צלצל
816,klirren::V,дзвякати,קרקש
