,Concept_ID,ps,kv
110,Abhang::N,لمن,покат
111,Quelle::N,چینه,больган
112,Bach::N,واله,шор
113,Fluss::N,سیند,ю
114,Ufer::N,غاړه,берег
115,Küste::N,ساحل,берег
116,Festland::N,وچه,му
117,Meer::N,بحر,море
118,Meer::N,سمندر,море
119,Bucht::N,کارۍ,курья
120,Insel::N,ټاپو,
121,Insel::N,جزيره,
122,Blume::N,ګل,цветок
123,Gras::N,واښه,турун
124,Wurzel::N,ریښه,вуж
125,Baum::N,ونه,пу
126,Stamm::N,ډډ,мыр
127,Stamm::N,ډډ,кер
128,Rinde::N,پوستکی,кач
129,Ast::N,ښاخ,ув
130,Zweig::N,څانګه,ув
131,Blatt::N,پاڼه,лист
132,Birke::N,توس,кыдз
133,Kiefer[Baum]::N,نښتر,пожум
134,Weide[Baum]::N,وله,бадь
135,Tanne::N,ناجو,кӧз
136,Horn::N,ښکر,сюр
137,Feder::N,بڼکه,гӧн
138,Fell::N,پوستکی,кучик
139,Flügel::N,وزر,борд
140,Klaue::N,پنجه,гыж
141,Klaue::N,منګول,гыж
142,Kralle::N,پنجه,кабыр
143,Kralle::N,منګول,кабыр
144,Schwanz::N,لکۍ,бӧж
145,Ei::N,وۍ,кольть
146,Ei::N,هګۍ,кольть
147,Nest::N,جاله,поз
148,Bau::N,کاز,осьта
149,Bau::N,کاز,нора
150,Tier::N,ژوی,зверь
151,Tier::N,حیوان,зверь
152,Herde::N,رمه,гурт
153,Herde::N,غېله,гурт
154,Kuh::N,غوا,мӧс
155,Bulle::N,غوئی,ӧшка
156,Pferd::N,آس,вӧв
157,Schaf::N,پسه,баля
158,Schwein::N,سرکوزی,порсь
159,Hund::N,سپی,пон
160,Katze::N,پشه,кань
161,Bär::N,خرس,ош
162,Eichhörnchen::N,خړ لمی,ур
163,Elch::N,ګوزن,вӧр мӧс
164,Fuchs::N,سپلم,руч
165,Hase::N,سوی,кӧч
166,Maus::N,مږک,шыр
167,Wolf::N,لېوه,кӧин
168,Vogel::N,مرغه,кай
169,Schwarm::N,سېل,стая
170,Schwarm::N,سېل,чукӧр
171,Huhn::N,چرګه,курӧг
172,Hahn::N,چرګ,петух
173,Hahn::N,چرګ,ай курӧг
174,Gans::N,بته,дзодзог
175,Adler::N,عقاب,куч
176,Adler::N,عقاب,кутш
177,Ente::N,ایلۍ,утка
178,Eule::N,ګونګی,тупка
179,Kranich::N,کلنګ,тури
180,Krähe::N,کارغه,рака
181,Kuckuck::N,فاخته,кӧк
182,Schwan::N,قو,юсь
183,Fisch::N,کب,чери
184,Fisch::N,ماهی,чери
185,Schlange[Tier]::N,مار,змей
186,Wurm::N,چینجی,номыр
187,Spinne::N,غڼه,черань
188,Spinne::N,تارکښ,черань
189,Ameise::N,مېږی,кӧдзывкар
190,Laus::N,سپږه,ляпа той
191,Mücke::N,ماشی,ном
192,Fliege::N,مچ,гут
193,Schmetterling::N,پتنګ,бабыв
194,Beere::N,مېوۍ,ягӧд
195,Apfel::N,مڼه,яблоко
196,Pilz::N,خرېړی,тшак
197,Zwiebel::N,پیاز,грез
198,Saat::N,تخم,кӧдзыс
199,Korn::N,تخم,сю
200,Korn::N,دانه,сю
201,Heu::N,بوس,турун
202,Heu::N,پروړه,турун
203,Schale::N,پوستکی,кыш
204,Schale::N,پوستکی,киль
205,Grube::N,کنده,яма
206,Falle::N,دام,нальк
207,Falle::N,دام,кляпча
208,Falle::N,لومه,нальк
209,Falle::N,لومه,кляпча
210,Schlinge::N,کړۍ,лӧч
211,Spur::N,نښه,туй
212,Asche::N,آس,пӧим
213,Asche::N,ایره,пӧим
214,Dreck::N,ناپاکي,нять
215,Eisen::N,اوسپنه,кӧрт
216,Gold::N,سره زر,зарни
217,Silber::N,نقره,язісь
218,Silber::N,سپین زر,язісь
219,Kohle::N,سکور,шом
220,Kohle::N,سکور,уголь
221,Kohle::N,سکاره,шом
222,Kohle::N,سکاره,уголь
223,Glas::N,ښيښه,стекло
224,Lehm::N,خټه,сёй
225,Sand::N,شګه,лыа
226,Mensch::N,انسان,морт
227,Mann::N,سړی,мужик
228,Mann::N,نارینه,мужик
229,Frau::N,ښځه,инька
230,Kind::N,بچی,кага
231,Kind::N,ماشوم,кага
232,Junge::N,هلک,зонка
233,Mädchen::N,نجلۍ,нывкаок
234,Familie::N,کورنۍ,семья
235,Großvater::N,بابا,дед
236,Großmutter::N,انا,баб
237,Eltern::N,مور او پلار,ай-мам
238,Vater::N,پلار,ай
239,Mutter::N,مور,мам
240,Sohn::N,زوی,зон
241,Tochter::N,لور,ныв
242,Bruder::N,ورور,вон
243,Schwester::N,خور,сой
244,Onkel::N,تره,дядь
245,Onkel::N,ماما,дядь
246,Tante::N,خاله,айӧлӧн сой
247,Tante::N,خاله,ичинь
248,Ehemann::N,مېړه,жӧник
249,Ehefrau::N,مېرمن,инь
250,Freude::N,خوشحالي,гаж
251,Freude::N,خوشحالي,радъялӧм
252,Gelächter::N,خندا,сералӧм
253,Glück::N,بخت,мичлун
254,Kummer::N,غم,шог
255,Wunsch::N,هيله,мӧдӧм
256,Wunsch::N,هيله,охотитӧм
257,Wunsch::N,غوښتنه,мӧдӧм
258,Wunsch::N,غوښتنه,охотитӧм
259,Lust::N,شوق,охота
260,Lust::N,مینه,охота
261,Geist::N,روح,лов
262,Gedanke::N,فکر,дума
263,Gedächtnis::N,یاد,тӧдвыв
264,Gedächtnis::N,حافظه,тӧдвыв
265,Verstand::N,عقل,вежӧр
266,Verstand::N,شعور,вежӧр
267,Sinn::N,معنی,ылӧс
268,Grund::N,علت,мог
269,Grund::N,اساس,мог
270,Wahrheit::N,حقیقت,правда
271,Gespräch::N,مرکه,сёрни
272,Gespräch::N,خبرې اترې,сёрни
273,Märchen::N,افسانه,сказка
274,Erzählung::N,قصه,висьт
275,Erzählung::N,کیسه,висьт
276,Nachricht::N,خبر,юӧр
277,Nachricht::N,خبر,висьталӧм
278,Neuigkeit::N,نوی خبر,новость
279,Name::N,نوم,ним
280,Rätsel::N,کیسۍ,загадка
281,Rätsel::N,چیستان,загадка
282,Rede::N,وینا,сёрни
283,Sprache::N,ژبه,кыв
284,Stimme::N,غږ,голос
285,Stimme::N,اواز,голос
286,Wort::N,لغت,кыв
287,Wort::N,کلمه,кыв
288,Zeichen::N,نښه,пас
289,Zeichen::N,اشاره,пас
290,Ruf::N,ږغ,чуксӧм
291,Ruf::N,ږغ,чукӧстӧм
292,Ruf::N,بلنه,чуксӧм
293,Ruf::N,بلنه,чукӧстӧм
294,Lärm::N,غالمغال,шум
295,Laut::N,ږغ,шы
296,Ton::N,اواز,гор
297,Lied::N,غزله,сьыланкыв
298,Lied::N,سندره,сьыланкыв
299,Ruhe::N,ارامي,спокой
300,Leute::N,خلک,йӧз
301,Volk::N,ولس,йӧз
302,Volk::N,ولس,народ
303,Arbeit::N,کار,удж
304,Gast::N,مېلمه,гӧсь
305,Geschenk::N,تحفه,гӧснеч
306,Geschenk::N,تحفه,подарок
307,Geschenk::N,سوغات,гӧснеч
308,Geschenk::N,سوغات,подарок
309,Spiel::N,لوبه,орсӧм
310,Gesellschaft::N,ډله,компания
311,Hilfe::N,کومک,отсӧт
312,Hilfe::N,مرسته,отсӧт
313,Freund::N,ملګری,модз
314,Freund::N,ملګری,дружок
315,Kamerad::N,انډيوال,тӧдса
316,Angelegenheit::N,موضوع,дело
317,Anzahl::N,شمېر,лыд
318,Anzahl::N,تعداد,лыд
319,Art::N,ډول,пӧлӧс
320,Stück::N,ټوټه,тор
321,Teil::N,برخه,юкӧм
322,Hälfte::N,نیم,джын
323,Kreis::N,دایره,круг
324,Kreuz::N,صلیب,перна
325,Linie::N,خط,визь
326,Linie::N,لیکه,визь
327,Strich::N,کرښه,кырӧв
328,Abstand::N,فاصله,колас
329,Entfernung::N,واټن,ылына
330,Gegend::N,سیمه,места
331,Gegend::N,منطقه,места
332,Platz::N,ځای,места
333,Ort::N,ځای,места
334,Seite::N,مخ,ладор
335,Seite::N,اړخ,ладор
336,Mitte::N,وسط,шӧр
337,Mitte::N,مینځ,шӧр
338,Gegenstand::N,شی,тор
339,Sache::N,شی,тор
340,Sache::N,څيز,тор
341,Rand::N,څنډه,дор
342,Rand::N,کناره,дор
343,Kante::N,اړخ,ордлы
344,Ecke::N,ګوټ,пельӧс
345,Spitze::N,څوکه,йыв
346,Ende::N,څوکه,йыв
347,Loch::N,سوری,осьта
348,Winkel::N,کنج,пельӧс
349,Winkel::N,کوتی,пельӧс
350,Muster::N,نمونه,сер
351,Größe::N,قد,ыжда
352,Größe::N,لويوالی,ыжда
353,Länge::N,طول,кузя
354,Länge::N,اوږد والی,кузя
355,Höhe::N,جګوالی,сувда
356,Höhe::N,جګوالی,вылына
357,Gewicht::N,وزن,сьӧкта
358,Menge::N,اندازه,
359,Haufen::N,کوټه,куча
360,Reihe::N,صف,лёдз
361,Reihe::N,کتار,лёдз
362,Boot::N,قايق,пыж
363,Ruder::N,چپه,пелыс
364,Schlitten::N,ښویېدونی,додь
365,Ski::N,سکي,лямпа
366,Lagerfeuer::N,اور,бипур
367,Last::N,بار,тягота
368,Last::N,پېټی,тягота
369,Gang::N,تګ,мунӧм
370,Schritt::N,ګام,вожмӧв
371,Norden::N,شمال,ой
372,Süden::N,سوېل,лун
373,Westen::N,لوېدېځ,рытвыв
374,Osten::N,شرق,асыв
375,Osten::N,ختیځ,асыв
376,Holz::N,لرګی,пу
377,Brett::N,تخته,пӧв
378,Platte::N,تخته,плита
379,Stütze::N,تکیوان,пика
380,Stange::N,ډاګه,зор
381,Stange::N,ډاګه,потш
382,Stock::N,لرګی,бедь
383,Stab::N,چيخله,шест
384,Rohr::N,نل,труба
385,Haus::N,کور,керку
386,Heim::N,کور,керку
387,Ofen::N,تودنۍ,пӧжавны
388,Fußboden::N,غولی,джодж
389,Tisch::N,مېز,пызан
390,Stuhl::N,چوکۍ,стул
391,Wiege::N,زانګو,зыбка
392,Bett::N,کټ,кровать
393,Bett::N,چپرکټ,кровать
394,Regal::N,تاخچۍ,джадж
395,Kiste::N,صندوق,ящик
396,Fenster::N,کړکۍ,ӧшын
397,Tür::N,دروازه,ыбӧс
398,Tor::N,دروازه,ворота
399,Zaun::N,کټاره,забор
400,Dach::N,بام,крыша
401,Leiter::N,زينه,лиснич
402,Besen::N,جارو,рос
403,Spaten::N,یوم,зыр
404,Schaufel::N,بېلچه,зыр
405,Gabel::N,پنجه,вила
406,Löffel::N,کاشوغه,пань
407,Messer::N,چاقو,пурт
408,Nagel::N,ميخ,кӧрттув
409,Netz::N,جال,кыйӧт
410,Haken::N,څنګک,ем
411,Griff::N,لاستی,пу
412,Schloss::N,کلپ,замок
413,Bild::N,رسم,картина
414,Figur::N,قدوقامت,мыгӧр
415,Puppe::N,ګوډۍ,акань
416,Beutel::N,کڅوړه,мешӧк
417,Bündel::N,دسته,нин
418,Tasche::N,بکس,сумка
419,Tasche::N,توبره,сумка
420,Eimer::N,سطل,ведра
421,Deckel::N,سرپوښ,вевт
422,Geschirr::N,لوښی,доз
423,Geschirr::N,لوښی,бекӧрпань
424,Sack::N,جوال,мешӧк
425,Tasse::N,پیاله,бекӧр
426,Topf::N,دېګی,кастрюля
427,Kessel::N,دېګ,пӧрт
428,Essen::N,خوراک,сёйӧм
429,Nahrung::N,خوراک,вердан
430,Speise::N,خواړه,сёян
431,Fleisch::N,غوښه,яй
432,Getreide::N,غله,сю
433,Brei::N,اوګره,каша
434,Brot::N,ډوډۍ,нянь
435,Scheibe::N,مړۍ,шӧрӧм
436,Fett::N,غوړي,гос
437,Butter::N,کوچ,ви
438,Öl::N,تېل,ви
439,Salz::N,مالګه,сов
440,Suppe::N,شوربا,шыд
441,Honig::N,شات,ма
442,Milch::N,شوده,йӧв
443,Tee::N,چای,чай
444,Leder::N,څرمن,кучик
445,Wolle::N,پشم,гӧн
446,Stoff::N,ټوټه,дӧра
447,Nadel::N,ستن,ем
448,Faden::N,تار,сунис
449,Knopf::N,تڼۍ,кизь
450,Knopf::N,تکمه,кизь
451,Knoten::N,غوټه,узӧв
452,Knoten::N,غوټه,гӧрӧд
453,Farbe::N,رنګ,краска
454,Kleidung::N,کالي,паськӧм
455,Hemd::N,کميس,йӧрнӧс
456,Kragen::N,غاړه,воротник
457,Ärmel::N,لستوڼی,сос
458,Hose::N,پطلون,вешьян
459,Gürtel::N,کمربند,йи
460,Mütze::N,خولۍ,шапка
461,Schuh::N,بوټ,ботинки
462,Stiefel::N,موزه,сапог
463,Ring::N,ګوته,чунькытш
464,Band::N,فيته,ленточка
465,Kamm::N,ګمنځ,сынан
466,Spiegel::N,ایینه,зеркало
467,Spiegel::N,هنداره,зеркало
468,Riemen::N,تسمه,ремень
469,Schnur::N,مزی,гез
470,Leine::N,رسۍ,повод
471,Decke::N,بړستن,одеяло
472,Kissen::N,بالښت,подушка
473,Tuch::N,ټیکری,чышьян
474,Handtuch::N,دسمال,чышкӧт
475,Kraft::N,زور,прак
476,Kraft::N,توان,прак
477,Stärke::N,قوت,вын
478,Gesundheit::N,صحت,здоровье
479,Gesundheit::N,روغتیا,здоровье
480,Krankheit::N,مرض,шог
481,Krankheit::N,ناروغي,шог
482,Schmerz::N,درد,зубыт
483,Wunde::N,ټپ,рана
484,Wunde::N,زخم,рана
485,Fieber::N,تبه,лёк тресся
486,Fieber::N,تبه,кынтан шогӧт
487,Arznei::N,دوا,лекарство
488,Arznei::N,دارو,лекарство
489,Brücke::N,پول,пос
490,Brunnen::N,څاه,колодец 
491,Brunnen::N,کوهی,колодец 
492,Weide::N,وله,пода йирсян
493,Pfad::N,تړه,туй
494,Weg::N,لیار,туй
495,Straße::N,سړک,туй
496,Dorf::N,کلی,деревня
497,Stadt::N,ښار,город
498,Brief::N,لیک,гижӧт
499,Brief::N,مکتوب,гижӧт
500,Buch::N,کتاب,книга
501,Buchstabe::N,حرف,буква
502,Buchstabe::N,توری,буква
503,Zeitung::N,اخبار,газета
504,Leben::N,ژوند,олан
505,Tod::N,مرګ,кулӧм
506,Tod::N,مړینه,кулӧм
507,Grab::N,قبر,гу
508,Grab::N,ډورۍ,гу
509,Kirche::N,کلیسا,вичку
510,Sünde::N,ګناه,грек
511,Gott::N,خدای,ен
512,Arbeiter::N,کاریګر,уджалiсь
513,Chef::N,آمر,начальник
514,Meister::N,استاد,мастер
515,Arzt::N,طبیب,врач
516,Arzt::N,ډاکټر,врач
517,Lehrer::N,معلم,велӧтісь
518,Lehrer::N,ښوونکی,велӧтісь
519,Geld::N,پیسې,деньга
520,Geschäft::N,سوداګري,удж
521,Laden::N,دکان,магазин
522,Laden::N,مغازه,магазин
523,Preis::N,بیه,дон
524,Ware::N,مال,товар
525,Nutzen::N,ګټه,путь
526,Reichtum::N,شتمني,богатство
527,Welt::N,نړۍ,му
528,Welt::N,دنیا,му
529,Land::N,هېواد,страна
530,Staat::N,دولت,государство
531,König::N,باچا,кан
532,König::N,پادشاه,кан
533,Macht::N,قدرت,власть
534,Grenze::N,حد,граница
535,Grenze::N,سرحد,граница
536,Krieg::N,جګړه,война
537,Feind::N,دښمن,враг
538,Gewalt::N,زور,
539,Gewalt::N,تشدد,
540,Kampf::N,جنګ,нярасьӧм
541,Kampf::N,جنګ,вермасьӧм
542,Kampf::N,مبارزه,нярасьӧм
543,Kampf::N,مبارزه,вермасьӧм
544,Bogen[Waffe]::N,لیندۍ,лук
545,Pfeil::N,غشی,ньӧв
546,Gewehr::N,ټوپک,ружьё
547,Fehler::N,خطا,ошибка
548,Fehler::N,غلطي,ошибка
549,Lüge::N,دروغ,ылӧтӧм
550,Lüge::N,دروغ,пӧрьялӧм
551,Schaden::N,زیان,лёк
552,Schaden::N,تاوان,лёк
553,Unglück::N,بدبختي,пик
554,Unglück::N,بدبختي,оказзё
555,Schuld::N,ګناه,вина
556,Alter::N,منګ,
557,Schluss::N,اخر,ком
558,Zeit::N,وخت,кад
559,Tag::N,ورځ,лун
560,Morgen::N,سبا,асыв
561,Morgen::N,سهار,асыв
562,Mittag::N,غرمه,луншӧр кад
563,Abend::N,ماښام,рыт
564,Nacht::N,شپه,ой
565,Woche::N,اونۍ,неделя
566,Monat::N,مياشت,тӧлicь
567,Jahr::N,کال,год
568,Frühling::N,پسرلی,тулыс
569,Sommer::N,دوبی,гожум
570,Herbst::N,منی,ар
571,Herbst::N,خزان,ар
572,Winter::N,ژمی,тӧв
573,Januar::N,جنوري,январ
574,Februar::N,فبروري,февраль
575,März::N,مارچ,март
576,April::N,اپریل,апрель
577,Mai::N,مې,май
578,Juni::N,جون,юнь
579,Juli::N,جولای,юль
580,August::N,اګست,август
581,September::N,سپټامبر,сентяб
582,Oktober::N,اکتوبر,октяб
583,November::N,نومبر,нояб
584,Dezember::N,دسمبر,декаб
585,Montag::N,دوشنبه,вильлун
586,Dienstag::N,سه شنبه,мӧдӧдзлун
587,Mittwoch::N,چارشنبه,шӧрлун
588,Donnerstag::N,پنجشنبه,нёльӧдзлун
589,Freitag::N,جمعه,витӧдзлун
590,Samstag::N,خالي,пывсянлун
591,Sonntag::N,یکشنبه,кресення
592,groß::A,لوی,ыджыт
593,klein::A,وړوکی,учӧтик
594,lang::A,اوړد,кузь
595,kurz::A,لنډ,дженыт
596,breit::A,پراخه,ота
597,schmal::A,تنګ,векнит
598,dicht::A,ګڼ,тшӧк
599,dick[Gegenstand]::A,پنډ,кыз
600,dünn::A,نری,вӧснит
601,fein::A,نازک,вӧснит
602,fest::A,کلک,крепыт
603,fest::A,ټینګ,крепыт
604,flach::A,هوار,лапкӧса
605,glatt::A,ښوی,волькыт
606,hart::A,کلک,чӧрыт
607,weich::A,نرم,небыт
608,weich::A,پوست,небыт
609,rund::A,ګرد,гӧгрӧса
610,spitz::A,تېره,ёся
611,scharf::A,تېز,лэчыт
612,scharf::A,تېره,лэчыт
613,stumpf::A,پڅ,ныж
614,schwer::A,دروند,сьӧкыт
615,schön::A,ښکلی,басӧк
616,heiß::A,تود,жар
617,warm::A,تود,шоныт
618,kalt::A,ېخ,кӧдзыт
619,kalt::A,سوړ,кӧдзыт
620,kühl::A,ېخ,сайкыт
621,kühl::A,سوړ,сайкыт
622,frisch::A,تازه,виль
623,feucht::A,مرطوب,вакодь
624,nass::A,لوند,ва
625,trocken::A,وچ,кӧс
626,voll::A,ډک,тыра
627,leer::A,خالی,тыртӧм
628,offen::A,خلاص,оссьӧм
629,offen::A,پرانیستی,оссьӧм
630,geschlossen::A,تړلی,игана
631,geschlossen::A,تړلی,пӧдана
632,sauber::A,پاک,сӧдз
633,sauber::A,پاک,сӧстӧм
634,schmutzig::A,چټل,нятьӧсь
635,roh::A,خام,путӧм
636,reif::A,پوخ,кисьмалӧм
637,reif::A,رسېدلی,кисьмалӧм
638,lecker::A,خوندور,кӧра 
639,lecker::A,مزه دار,кӧра 
640,süß::A,خوږ,чӧскыт
641,süß::A,شیرین,чӧскыт
642,bitter::A,تریخ,курыт
643,sauer::A,ټاک,шӧма 
644,sauer::A,تريو,шӧма 
645,hell::A,روڼ,югыт
646,hell::A,روښان,югыт
647,dunkel::A,تیاره,пемыт
648,schwarz::A,تور,сьӧд
649,weiß::A,سپين,чочком
650,rot::A,سور,гӧрд
651,gelb::A,زېړ,веж
652,blau::A,شین,лӧз
653,blau::A,اسماني رنګه,лӧз
654,grün::A,زرغون,веж
655,grau::A,خړ,руд
656,grau::A,خړ,бусӧй
657,bunt::A,رنګارنګ,быдрӧма
658,billig::A,ارزان,донтӧм
659,teuer::A,ګران,дона
660,wertvoll::A,قیمتي,дона
661,blind::A,ړوند,синтӧм
662,taub::A,کوڼ,пельтӧм
663,kräftig::A,قوی,вына
664,stark::A,قوی,вына
665,stark::A,تکړه,вына
666,schwach::A,ضعیف,некодя
667,schwach::A,کمزوری,некодя
668,fett::A,چاغ,госа
669,schlank::A,خوش اندام,статя
670,hübsch::A,ښکلی,басӧк
671,hübsch::A,ښایسته,басӧк
672,böse::A,شریر,лёк
673,böse::A,قهرناک,лёк
674,dumm::A,احمق,бӧбӧв
675,dumm::A,احمق,вежӧртӧм
676,faul::A,لټ,дыш
677,faul::A,تنبل,дыш
678,fleißig::A,زحمت کښ,уджалicь
679,geizig::A,بخیل,жикмӧра
680,geizig::A,بخیل,горшаліcь
681,klug::A,عاقل,авья
682,klug::A,عاقل,вежӧра
683,klug::A,هوښیار,авья
684,klug::A,هوښیار,вежӧра
685,geschickt::A,ماهر,кипода
686,lieb::A,عزیز,муса
687,lieb::A,عزیز,дзулиньӧй
688,lieb::A,محبوب,муса
689,lieb::A,محبوب,дзулиньӧй
690,lustig::A,خوشحال,гажа
691,sanft::A,پوست,лебезнӧй
692,sanft::A,ملایم,лебезнӧй
693,hungrig::A,وږی,тшыг
694,krank::A,مريض,шогалiсь
695,krank::A,ناروغ,шогалiсь
696,nackt::A,لوڅ,куш
697,traurig::A,غمجن,жугыль
698,lebendig::A,ژوندی,ловья
699,gut::A,ښه,бур
700,schlecht::A,بد,умӧль
701,schlecht::A,خراب,умӧль
702,richtig::A,سم,
703,richtig::A,صحیح,
704,schlimm::A,بد,нештӧм
705,schlimm::A,مخوف,нештӧм
706,wahr::A,واقعي,
707,alt::A,زوړ,важ
708,neu::A,نوی,виль
709,ehemalig::A,پخوانی,вӧвлӧм
710,alt[Lebewesen]::A,زوړ,года
711,alt[Lebewesen]::A,زوړ,годдэза
712,jung::A,ځوان,том
713,arm::A,غریب,гов
714,arm::A,غریب,беднӧй
715,arm::A,بې وزله,гов
716,arm::A,بې وزله,беднӧй
717,reich::A,شتمن,эма
718,reich::A,دولتمند,эма
719,bekannt::A,اشنا,тӧдса
720,berühmt::A,مشهور,
721,fremd::A,پردی,чужӧй
722,fremd::A,بېګانه,чужӧй
723,verschieden::A,مختلف,быдкодь
724,nah::A,نژدې,матiсь
725,fern::A,لیری,ылicь
726,linker::A,چپ,шульга
727,linker::A,کیڼ,шульга
728,rechter::A,ښی,веськытланись
729,anderer::A,بل,мукӧд
730,erster::A,لومړی,медодзза
731,zweiter::A,دوهم,кыкӧт
732,dritter::A,درېم,куимӧт
733,dritter::A,درېم,куимӧдз
734,letzter::A,آخرنی,бӧрья
735,letzter::A,آخرنی,мёдбӧрья
736,letzter::A,وروستی,бӧрья
737,letzter::A,وروستی,мёдбӧрья
738,allein::ADV,یوازې,
739,auf einmal::ADV,په یوه وخت کی,тшӧтш
740,zusammen::ADV,یو ځای,ӧтлаын
741,lange::ADV,ډېر وخت,дыр
742,lange::ADV,ډېره موده,дыр
743,plötzlich::ADV,ناببره,друг
744,plötzlich::ADV,یوناڅاپه,друг
745,sofort::ADV,فوراً,тшӧтш
746,sofort::ADV,سمدلاسه,тшӧтш
747,später::ADV,وروسته,медбӧрын
748,jetzt::ADV,اوس,ӧні
749,heute::ADV,نن,талун
750,morgen::ADV,سبا,ашын
751,bald::ADV,ژر,чожа
752,dann::ADV,پس,сыбӧрын
753,dann::ADV,وروسته,сыбӧрын
754,gestern::ADV,پرون,тӧн
755,einst::ADV,پخوا,ӧтпыр
756,damals::ADV,هغه وخت,сэк
757,damals::ADV,هغه وخت,сэки
758,danach::ADV,بیا,сэсся
759,vorher::ADV,دمخه,одзжык
760,zuerst::ADV,لومړی,наперво
761,einmal::ADV,یو ځل,ӧтпыр
762,manchmal::ADV,ګاهی ګاهی,мукӧдпыр
763,oft::ADV,ډېر ځله,-лы-
764,immer::ADV,تل,быдпыр
765,immer::ADV,تل,быдпырся
766,immer::ADV,همېشه,быдпыр
767,immer::ADV,همېشه,быдпырся
768,niemals::ADV,هیڅکله نه,некӧр
769,hier::ADV,دلته,татӧн
770,hierhin::ADV,دلته,татчӧ
771,hierhin::ADV,دې ځای ته,татчӧ
772,von hier::ADV,د دې ځای نه,тасянь
