,Concept_ID,nl,xal
66,Stern::N,ster,одн
67,Luft::N,lucht,аһар
68,Wind::N,wind,салькн
69,Welle::N,golf,дольган
70,Wasser::N,water,усн
71,Stein::N,steen,чолун
72,Boden::N,grond,Һазр
73,Erde::N,aarde,Һазр
74,Staub::N,stof,тоосн
75,Rauch::N,rook,утан
76,Funke::N,vonk,очн
77,Feuer::N,vuur,һал
78,Licht::N,licht,герл
79,Schatten::N,schaduw,сүүдр
80,Wetter::N,weer,теңгр
81,Nebel::N,mist,будн
82,Nebel::N,nevel,будн
83,Wolke::N,wolk,үүлн
84,Regen::N,regen,хур
85,Schnee::N,sneeuw,цасн
86,Eis::N,ijs,мөсн
87,Frost::N,vorst,киитн
88,Kälte::N,kou,киитн
89,Kälte::N,koude,киитн
90,Hitze::N,hitte,халун
91,Raureif::N,rijp,цаң
92,Raureif::N,rijp,кирү
93,Regenbogen::N,regenboog,солңһ
94,Donner::N,donder,оһтрһун дун
95,Strömung::N,stroming,урсхл
96,Tropfen::N,druppel,дусал
97,Schaum::N,schuim,көөсн
98,Schmutz::N,vuil,кир
99,See::N,meer,нур
100,Sumpf::N,moeras,унул
101,Moor::N,veen,улм
102,Wiese::N,wei,хадлһн
103,Wiese::N,weide,хадлһн
104,Wald::N,bos,ө-модн
105,Hügel::N,heuvel,толһа
106,Anhöhe::N,hoogte,хамр
107,Berg::N,berg,уул
108,Gipfel::N,top,ора
109,Höhle::N,hol,хадин көндә
110,Abhang::N,helling,ташу
111,Quelle::N,bron,булг
112,Bach::N,beek,һооҗур
113,Fluss::N,stroom,һол
114,Ufer::N,wal,көвә
115,Ufer::N,oever,көвә
116,Küste::N,kust,көвә
117,Küste::N,kust,теңгсин көвә
118,Festland::N,vasteland,хүүрә һазр
119,Meer::N,zee,теңгс
120,Bucht::N,baai,цекә
121,Bucht::N,baai,теңгсин цекә
122,Bucht::N,inham,цекә
123,Bucht::N,inham,теңгсин цекә
124,Insel::N,eiland,арл
125,Blume::N,bloem,цецг
126,Gras::N,gras,ноһан
127,Wurzel::N,wortel,уңг
128,Baum::N,boom,модн
129,Stamm::N,stam,шилв
130,Stamm::N,stam,һол модн
131,Rinde::N,schors,көрсн
132,Ast::N,tak,ац
133,Zweig::N,twijg,ац
134,Blatt::N,blad,хамтхасн
135,Birke::N,berk,хусм модн
136,Kiefer[Baum]::N,den,шар харһа
137,Weide[Baum]::N,wilg,удн
138,Tanne::N,spar,җөөлн цаһан модн
139,Horn::N,hoorn,өвр
140,Feder::N,veer,өрвлг
141,Feder::N,pluim,өрвлг
142,Fell::N,vel,арсн
143,Flügel::N,vleugel,җивр
144,Klaue::N,klauw,хумсн
145,Kralle::N,klauw,тавг
146,Schwanz::N,staart,сүл
147,Ei::N,ei,өндгн
148,Nest::N,nest,үр
149,Bau::N,hol,нүкн
150,Tier::N,dier,мал
151,Herde::N,kudde,сүрг мал
152,Kuh::N,koe,үкр
153,Bulle::N,stier,бух
154,Pferd::N,paard,мөрн
155,Schaf::N,schaap,хөн
156,Schwein::N,varken,һаха
157,Hund::N,hond,ноха
158,Katze::N,kat,мис
159,Bär::N,beer,аю
160,Eichhörnchen::N,eekhoorntje,кермн
161,Elch::N,eland,хандһа
162,Fuchs::N,vos,арат
163,Hase::N,haas,туула
164,Maus::N,muis,хулһн
165,Wolf::N,wolf,чон
166,Vogel::N,vogel,шовун
167,Schwarm::N,zwerm,зел
168,Huhn::N,kip,така
169,Huhn::N,hoen,така
170,Hahn::N,haan,эр така
171,Gans::N,gans,һалун
172,Adler::N,arend,һәрд
173,Ente::N,eend,нуһсн
174,Eule::N,uil,һурвлһ
175,Kranich::N,kraanvogel,тоһрун
176,Krähe::N,kraai,шаазһа
177,Kuckuck::N,koekoek,эргин хуцдг
178,Schwan::N,zwaan,хун
179,Fisch::N,vis,заһсн
180,Barsch::N,baars,шүрг
181,Hecht::N,snoek,цурх
182,Schlange[Tier]::N,slang,моһа
183,Wurm::N,worm,өтн
184,Spinne::N,spin,аралҗн
185,Ameise::N,mier,шорһлҗн
186,Laus::N,luis,бөөсн
187,Mücke::N,mug,бөкүн
188,Fliege::N,vlieg,батхн
189,Schmetterling::N,vlinder,эрвәкә
190,Beere::N,bes,бөөлҗрһн
191,Apfel::N,appel,альмн
192,Pilz::N,paddestoel,теңгрин ки
193,Zwiebel::N,ui,мәңгрснә толһа
194,Saat::N,zaad,буудян экн
195,Korn::N,graan,экн
196,Korn::N,korrel,экн
197,Heu::N,hooi,өвсн
198,Schale::N,schil,хальсн
199,Grube::N,kuil,нүкн
200,Falle::N,val,урх
201,Falle::N,val,хавх
202,Schlinge::N,strop,бүтү
203,Spur::N,spoor,мөр
204,Asche::N,as,үмсн
205,Dreck::N,drek,бальчг
206,Eisen::N,ijzer,төмр
207,Gold::N,goud,алтн
208,Silber::N,zilver,мөңгн
209,Silber::N,zilver,цаһан мөңгн
210,Kohle::N,kool,нүүрсн
211,Glas::N,glas,шил
212,Lehm::N,klei,шавр
213,Sand::N,zand,элсн
214,Mensch::N,mens,күн
215,Mensch::N,mens,күмн
216,Mann::N,man,эр
217,Frau::N,vrouw,күүкд күн
218,Kind::N,kind,үрн
219,Junge::N,jongen,көвүн
220,Mädchen::N,meisje,бичкн күүкн
221,Familie::N,gezin,бүл
222,Familie::N,familie,бүл
223,Großvater::N,grootvader,өвк эцк
224,Großvater::N,grootvader,наһц эцк
225,Großmutter::N,grootmoeder,эмг эк
226,Großmutter::N,grootmoeder,наһц эк
227,Eltern::N,ouders,эк эцк хойр
228,Vater::N,vader,эцк
229,Mutter::N,moeder,эк
230,Sohn::N,zoon,көвүн
231,Tochter::N,dochter,күүкн
232,Bruder::N,broer,дү көвүн
233,Bruder::N,broeder,дү көвүн
234,Schwester::N,zus,эгч
235,Schwester::N,zus,дү күүкн
236,Schwester::N,zuster,эгч
237,Schwester::N,zuster,дү күүкн
238,Onkel::N,oom,авһ
239,Onkel::N,oom,наһцх
240,Tante::N,tante,наһц эгч
241,Ehemann::N,echtgenoot,залу
242,Ehefrau::N,echtgenote,гергн
243,Freude::N,vreugde,байр
244,Gelächter::N,gelach,инәдн
245,Glück::N,geluk,җирһл
246,Glück::N,geluk,сәәхн җирһл
247,Kummer::N,verdriet,зовлң
248,Wunsch::N,wens,дурн
249,Wunsch::N,verlangen,дурн
250,Lust::N,zin,җилвтлһн
251,Lust::N,lust,җилвтлһн
252,Geist::N,geest,зөрг
253,Gedanke::N,gedachte,ухан
254,Gedächtnis::N,geheugen,чееҗин тодлвр
255,Verstand::N,verstand,ухан
256,Sinn::N,betekenis,учр-утх
257,Grund::N,reden,учр
258,Grund::N,reden,шалтан
259,Wahrheit::N,waarheid,үнн
260,Gespräch::N,gesprek,күүндвүр
261,Märchen::N,sprookje,тууль
262,Erzählung::N,verhaal,келвр
263,Nachricht::N,tijding,медүллһн
264,Neuigkeit::N,nieuws,зәңг
265,Neuigkeit::N,nieuwtje,зәңг
266,Name::N,naam,нерн
267,Rätsel::N,raadsel,тәәлвртә тууль
268,Rede::N,rede,келлһн
269,Sprache::N,taal,келн
270,Stimme::N,stem,дун
271,Wort::N,woord,үг
272,Zeichen::N,teken,темдг
273,Ruf::N,roep,дуудлһн
274,Lärm::N,lawaai,шууган
275,Laut::N,klank,ә
276,Laut::N,geluid,ә
277,Ton::N,toon,дун
278,Ton::N,klank,дун
279,Lied::N,lied,дун
280,Ruhe::N,rust,амулң
281,Ruhe::N,stilte,амулң
282,Leute::N,lui,әмтн
283,Leute::N,mensen,әмтн
284,Volk::N,volk,улс
285,Arbeit::N,werk,көдлмш
286,Arbeit::N,arbeid,көдлмш
287,Gast::N,gast,гиич
288,Geschenk::N,cadeau,белг
289,Geschenk::N,geschenk,белг
290,Spiel::N,spel,наадн
291,Gesellschaft::N,gezelschap,олн
292,Hilfe::N,hulp,нөкд
293,Freund::N,vriend,иньг
294,Kamerad::N,maat,үр
295,Kamerad::N,metgezel,үр
296,Angelegenheit::N,zaak,керг
297,Angelegenheit::N,aangelegenheid,керг
298,Anzahl::N,tal,то
299,Anzahl::N,aantal,то
300,Art::N,slag,зүүл
301,Art::N,soort,зүүл
302,Stück::N,stuk,хусг
303,Teil::N,deel,хүв
304,Hälfte::N,helft,өрәл
305,Kreis::N,kring,төгрг
306,Kreis::N,cirkel,төгрг
307,Kreuz::N,kruis,кирс
308,Linie::N,lijn,зурасн
309,Strich::N,haal,татасн
310,Strich::N,streep,татасн
311,Abstand::N,afstand,зә
312,Entfernung::N,afstand,һазр
313,Gegend::N,streek,һазр
314,Platz::N,ruimte,зә
315,Ort::N,oord,бәәрн
316,Ort::N,plaats,бәәрн
317,Seite::N,zij,тал
318,Seite::N,zij,хаҗу
319,Seite::N,zij,хәврһ
320,Seite::N,kant,тал
321,Seite::N,kant,хаҗу
322,Seite::N,kant,хәврһ
323,Seite::N,zijde,тал
324,Seite::N,zijde,хаҗу
325,Seite::N,zijde,хәврһ
326,Mitte::N,midden,дунд
327,Gegenstand::N,voorwerp,юмн
328,Sache::N,zaak,юмн
329,Rand::N,rand,зах
330,Rand::N,boord,зах
331,Kante::N,kant,ирмәг
332,Ecke::N,hoek,өнцг
333,Spitze::N,punt,үзүр
334,Spitze::N,spits,үзүр
335,Ende::N,einde,үзүр
336,Ende::N,uiteinde,үзүр
337,Loch::N,gat,хаһрха
338,Winkel::N,hoek,булң
339,Muster::N,dessin,намч
340,Muster::N,patroon,намч
341,Größe::N,grootte,кемҗән
342,Länge::N,lengte,ут
343,Höhe::N,hoogte,өндр
344,Gewicht::N,gewicht,күнд
345,Gewicht::N,gewicht,чиңнүр
346,Menge::N,hoeveelheid,ик
347,Haufen::N,hoop,ова
348,Reihe::N,rij,зерг
349,Reihe::N,rij,зерглән
350,Reihe::N,reeks,зерг
351,Reihe::N,reeks,зерглән
352,Boot::N,boot,оңһц
353,Ruder::N,roeiriem,хәәв
354,Schlitten::N,slee,цан
355,Schlitten::N,slede,цан
356,Ski::N,ski,лыҗ
357,Lagerfeuer::N,kampvuur,костёр
358,Last::N,last,күнд
359,Last::N,vracht,күнд
360,Gang::N,wandeling,йовлһн
361,Schritt::N,stap,ишкм
362,Schritt::N,schrede,ишкм
363,Norden::N,noorden,ар үзг
364,Süden::N,zuiden,өмн
365,Süden::N,zuiden,өмн үзг
366,Westen::N,westen,барун
367,Westen::N,westen,барун үзг
368,Osten::N,oosten,зүн
369,Osten::N,oosten,зүн үзг
370,Holz::N,hout,модн
371,Brett::N,plank,харһа
372,Platte::N,plaat,хавтха чолун
373,Stütze::N,stut,тулг
374,Stütze::N,steun,тулг
375,Stange::N,stang,уньн
376,Stock::N,stok,модн
377,Stab::N,staf,шуург
378,Rohr::N,pijp,турва
379,Haus::N,huis,гер
380,Heim::N,tehuis,гер-бул
381,Ofen::N,kachel,беш
382,Fußboden::N,vloer,девскр
383,Tisch::N,tafel,ширә
384,Stuhl::N,stoel,стул
385,Wiege::N,wieg,өлгә
386,Wiege::N,wieg,дүүҗң
387,Bett::N,bed,орн
388,Bett::N,bed,орндг
389,Regal::N,rek,таг
390,Regal::N,rek,тәвц
391,Kiste::N,kist,яршг
392,Fenster::N,raam,терз
393,Fenster::N,venster,терз
394,Tür::N,deur,үүдн
395,Tor::N,poort,үүдн
396,Tor::N,poort,өргн үүдн
397,Tor::N,poort,хашан үүдн
398,Zaun::N,omheining,хаша
399,Dach::N,dak,деевр
400,Leiter::N,ladder,шат
401,Leiter::N,ladder,давшур
402,Besen::N,bezem,сәвүр
403,Spaten::N,schop,күрз
404,Schaufel::N,schep,совг
405,Gabel::N,vork,серә
406,Löffel::N,lepel,ухр
407,Messer::N,mes,утх
408,Nagel::N,spijker,хадасн
409,Netz::N,net,гөлм
410,Haken::N,haak,дегә
411,Griff::N,handvat,иш
412,Griff::N,handvat,бәрүл
413,Schloss::N,slot,оньс
414,Bild::N,beeld,зург
415,Figur::N,figuur,фигур
416,Puppe::N,pop,наадһа
417,Beutel::N,zak,мишг
418,Beutel::N,buidel,мишг
419,Bündel::N,pak,багла
420,Bündel::N,pak,боодһа
421,Bündel::N,bundel,багла
422,Bündel::N,bundel,боодһа
423,Tasche::N,tas,сумк
424,Eimer::N,emmer,суулһ
425,Deckel::N,deksel,бүркәсн
426,Geschirr::N,vaatwerk,сав
427,Geschirr::N,vaatwerk,сав-сарх
428,Sack::N,zak,мишг
429,Tasse::N,kop,ааһ
430,Topf::N,pan,кастрюль
431,Kessel::N,ketel,хәәсн
432,Essen::N,eten,зоогллһн
433,Nahrung::N,voedsel,теҗәл
434,Speise::N,spijs,хот
435,Fleisch::N,vlees,махн
436,Getreide::N,graan,хот болҗ эдлгддг цецгүдтә урһмл
437,Brei::N,pap,хаш
438,Brei::N,brij,хаш
439,Brot::N,brood,өдмг
440,Scheibe::N,plak,зүсм
441,Scheibe::N,snede,зүсм
442,Fett::N,vet,өөкн
443,Butter::N,boter,тосн
444,Öl::N,olie,тосн
445,Salz::N,zout,давсн
446,Suppe::N,soep,шөлн
447,Honig::N,honing,бал
448,Milch::N,melk,үсн
449,Tee::N,thee,цә
450,Leder::N,leer,арсн
451,Leder::N,leder,арсн
452,Wolle::N,wol,утцн
453,Wolle::N,wol,эд
454,Stoff::N,stof,эд
455,Nadel::N,naald,зүн
456,Faden::N,draad,утцн
457,Knopf::N,knoop,товч
458,Knoten::N,knoop,зәңгдә
459,Farbe::N,verf,будг
460,Kleidung::N,kledij,хувцн
461,Kleidung::N,kledij,хувц-хунр
462,Kleidung::N,kleding,хувцн
463,Kleidung::N,kleding,хувц-хунр
464,Hemd::N,hemd,киилг
465,Kragen::N,kraag,зах
466,Ärmel::N,mouw,ханцн
467,Hose::N,broek,шалвур
468,Hose::N,pantalon,шалвур
469,Gürtel::N,riem,бүс
470,Gürtel::N,gordel,бүс
471,Mütze::N,muts,махла
472,Schuh::N,schoen,башмгуд
473,Stiefel::N,laars,һосн
474,Ring::N,ring,билцг
475,Band::N,lint,лент
476,Kamm::N,kam,сам
477,Spiegel::N,spiegel,толь
478,Riemen::N,riem,бүс
479,Schnur::N,koord,деесн
480,Leine::N,lijn,бурнтг
481,Leine::N,lijn,нохан көтлвр
482,Decke::N,deken,көнҗл
483,Kissen::N,kussen,дер
484,Tuch::N,doek,альчур
485,Handtuch::N,handdoek,полотенц
486,Handtuch::N,handdoek,һар-нүүрин альчур
487,Kraft::N,kracht,күчн
488,Stärke::N,sterkte,чидл
489,Gesundheit::N,gezondheid,эрүл-менд
490,Krankheit::N,ziekte,өвчн
491,Schmerz::N,pijn,өвдлһн
492,Wunde::N,wond,шав
493,Fieber::N,koorts,безг
494,Arznei::N,medicament,эм
495,Arznei::N,geneesmiddel,эм
496,Brücke::N,brug,тагт
497,Brunnen::N,put,худг
498,Brunnen::N,bron,худг
499,Weide::N,wei,малын идг
500,Weide::N,weide,малын идг
501,Pfad::N,pad,цувг
502,Weg::N,weg,хаалһ
503,Straße::N,baan,зам
504,Straße::N,straat,зам
505,Dorf::N,dorp,хотн
506,Stadt::N,stad,балһсн
507,Brief::N,brief,бичг
508,Buch::N,boek,дегтр
509,Buchstabe::N,letter,үзг
510,Zeitung::N,krant,газет
511,Zeitung::N,dagblad,газет
512,Leben::N,leven,җирһл
513,Tod::N,dood,үкл
514,Tod::N,dood,өңгрлһн
515,Grab::N,graf,оршалһна нүкн
516,Kirche::N,kerk,чонҗ
517,Sünde::N,zonde,нүл
518,Sünde::N,zonde,килнц
519,Gott::N,god,бурхн
520,Arbeiter::N,arbeider,көдлмшч
521,Chef::N,chef,толһач
522,Meister::N,meester,урн
523,Arzt::N,arts,эмч
524,Arzt::N,dokter,эмч
525,Lehrer::N,leraar,багш
526,Lehrer::N,onderwijzer,багш
527,Geld::N,geld,мөңгн
528,Geschäft::N,zaak,көдлмш
529,Laden::N,winkel,лавк
530,Preis::N,prijs,үн
531,Ware::N,waar,эд-тавр
532,Nutzen::N,nut,олз
533,Nutzen::N,voordeel,олз
534,Reichtum::N,rijkdom,зөөр
535,Welt::N,wereld,орчлң
536,Welt::N,wereld,делкә
537,Land::N,land,орн-нутг
538,Staat::N,staat,государств
539,König::N,koning,хан
540,Macht::N,macht,йосн
541,Grenze::N,grens,меҗә
542,Krieg::N,oorlog,дән
543,Feind::N,vijand,дәәсн
544,Gewalt::N,geweld,күч һарһлһн
545,Kampf::N,strijd,ноолдан
546,Kampf::N,strijd,бәрлдлһн
547,Kampf::N,gevecht,ноолдан
548,Kampf::N,gevecht,бәрлдлһн
549,Bogen[Waffe]::N,boog,саадг
550,Pfeil::N,pijl,сумн
551,Gewehr::N,geweer,бу
552,Fehler::N,fout,алдг
553,Lüge::N,leugen,худл
554,Schaden::N,schade,хорлт
555,Unglück::N,tegenspoed,гүрм
556,Schuld::N,schuld,гем
557,Schuld::N,schuld,буру
558,Alter::N,leeftijd,насн
559,Schluss::N,slot,чилгч
560,Zeit::N,tijd,цаг
561,Tag::N,dag,өдр
562,Morgen::N,morgen,өрүн
563,Morgen::N,ochtend,өрүн
564,Mittag::N,middag,үд
565,Abend::N,avond,асхн
566,Nacht::N,nacht,сө
567,Woche::N,week,долан хонг
568,Monat::N,maand,сар
569,Jahr::N,jaar,җил
570,Frühling::N,lente,хавр
571,Frühling::N,voorjaar,хавр
572,Sommer::N,zomer,зун
573,Herbst::N,herfst,намр
574,Winter::N,winter,үвл
575,Januar::N,januari,январь
576,Februar::N,februari,февраль
577,März::N,maart,март
578,März::N,maart,моһа сар
579,April::N,april,апрель
580,Mai::N,mei,май
581,Juni::N,juni,июнь
582,Juni::N,juni,мөчн сар
583,Juli::N,juli,июль
584,August::N,augustus,август
585,September::N,september,һаха сар
586,Oktober::N,oktober,октябрь
587,November::N,november,ноябрь
588,November::N,november,үкр сар
589,Dezember::N,december,бар сар
590,Montag::N,maandag,понедельник
591,Dienstag::N,dinsdag,вторник
592,Mittwoch::N,woensdag,среда
593,Mittwoch::N,woensdag,үлмҗ өдр
594,Donnerstag::N,donderdag,четверг
595,Donnerstag::N,donderdag,пүрвә өдр
596,Freitag::N,vrijdag,пятниц
597,Samstag::N,zaterdag,суббот
598,Sonntag::N,zondag,нарн өдр
599,Sonntag::N,zondag,воскресень
600,groß::A,groot,ик
601,klein::A,klein,бичкн
602,lang::A,lang,ут
603,kurz::A,kort,оһтр
604,breit::A,breed,өргн
605,schmal::A,smal,уутьхн
606,dicht::A,dicht,нигт
607,dick[Gegenstand]::A,dik,зузан
608,dünn::A,dun,нимгн
609,fein::A,fijn,нәрхн
610,fest::A,vast,бат
611,flach::A,plat,хавтха
612,glatt::A,glad,тегш
613,glatt::A,glad,тиньгр
614,hart::A,hard,хату
615,weich::A,week,җөөлн
616,weich::A,week,җөөлкн
617,rund::A,rond,төгрг
618,spitz::A,spits,шовһр
619,spitz::A,puntig,шовһр
620,scharf::A,scherp,хурц
621,stumpf::A,stomp,мука
622,schwer::A,zwaar,күнд
623,schön::A,mooi,сәәхн
624,schön::A,fraai,сәәхн
625,heiß::A,heet,халун
626,warm::A,warm,дулан
627,kalt::A,koud,киитн
628,kühl::A,koel,серүн
629,frisch::A,fris,серүн
630,feucht::A,vochtig,чиигтә
631,nass::A,nat,чиигтә
632,trocken::A,droog,хагсу
633,voll::A,vol,дүүрң
634,leer::A,leeg,сул
635,leer::A,leeg,хоосн
636,offen::A,open,секәтә
637,geschlossen::A,gesloten,хаалһата
638,sauber::A,net,цевр
639,sauber::A,schoon,цевр
640,schmutzig::A,vuil,киртә
641,roh::A,rauw,түүкә
642,reif::A,rijp,болсн
643,lecker::A,lekker,әмтәхн
644,süß::A,zoet,әмтәхн
645,bitter::A,bitter,һашун
646,bitter::A,bitter,һашута
647,sauer::A,zuur,ишклң
648,hell::A,licht,герлтә
649,hell::A,helder,герлтә
650,dunkel::A,donker,харңһу
651,schwarz::A,zwart,хар
652,weiß::A,wit,цаһан
653,rot::A,rood,улан
654,gelb::A,geel,шар
655,blau::A,blauw,көк
656,grün::A,groen,көк
657,grau::A,grijs,бор
658,bunt::A,bont,алг
659,bunt::A,bont,эрәтә
660,billig::A,goedkoop,кимд
661,teuer::A,duur,үнтә
662,wertvoll::A,kostbaar,үнтә
663,wertvoll::A,kostbaar,эрднь
664,wertvoll::A,waardevol,үнтә
665,wertvoll::A,waardevol,эрднь
666,blind::A,blind,сохр
667,taub::A,doof,дүлә
668,kräftig::A,krachtig,күчтә
669,stark::A,sterk,чаңһ
670,schwach::A,zwak,күчн тату
671,fett::A,vet,тарһн
672,schlank::A,slank,эццн
673,hübsch::A,leuk,көркхн
674,böse::A,kwaad,уурта
675,dumm::A,dom,тенг
676,faul::A,lui,залху
677,fleißig::A,vlijtig,кинән
678,fleißig::A,vlijtig,кинмһә
679,geizig::A,gierig,ховдг
680,klug::A,slim,ухата
681,klug::A,schrander,ухата
682,klug::A,verstandig,ухата
683,geschickt::A,handig,чадмг
684,geschickt::A,vaardig,чадмг
685,lieb::A,lief,эңкр
686,lustig::A,vrolijk,сергмҗтә
687,lustig::A,vrolijk,җирһлтә
688,sanft::A,zacht,номһн
689,hungrig::A,hongerig,өлн
690,hungrig::A,hongerig,харһнсн
691,krank::A,ziek,өвчтә
692,krank::A,ziek,шалтгта
693,nackt::A,naakt,нүцкн
694,traurig::A,treurig,һундлта
695,traurig::A,bedroefd,һундлта
696,lebendig::A,levend,әмд
697,gut::A,goed,сән
698,schlecht::A,slecht,му
699,richtig::A,juist,зөвтә
700,schlimm::A,erg,җигшүртә
701,schlimm::A,kwaad,җигшүртә
702,wahr::A,waar,үнн
703,wahr::A,waar,мөн
704,alt::A,oud,хуучн
705,neu::A,nieuw,шин
706,ehemalig::A,voormalig,хуучн
707,alt[Lebewesen]::A,oud,көгшн
708,jung::A,jong,баһ
709,arm::A,arm,угатя
710,reich::A,rijk,байн
711,bekannt::A,bekend,таньл
712,bekannt::A,bekend,таньдг
713,berühmt::A,beroemd,туурсн
714,fremd::A,vreemd,күүнә
715,verschieden::A,verscheiden,әдл биш
716,verschieden::A,verscheiden,йилһәтә
717,verschieden::A,verschillend,әдл биш
718,verschieden::A,verschillend,йилһәтә
719,nah::A,nabij,өөрхн
720,nah::A,nabijgelegen,өөрхн
721,fern::A,ver,хол
722,linker::A,linker,зүн
723,rechter::A,rechter,барун
724,anderer::A,andere,талдан
725,erster::A,eerste,негдгч
726,zweiter::A,tweede,хойрдгч
727,dritter::A,derde,һурвдгч
728,letzter::A,laatste,отхн
729,allein::ADV,alleen,һанцарн
730,auf einmal::ADV,ineens,нег дәкҗ
731,auf einmal::ADV,tegelijk,нег дәкҗ
732,zusammen::ADV,samen,хамдан
733,zusammen::ADV,bijeen,хамдан
734,lange::ADV,lang,удан
735,plötzlich::ADV,eensklaps,генткн
736,plötzlich::ADV,plotsklaps,генткн
737,sofort::ADV,terstond,дарунь
738,sofort::ADV,aanstonds,дарунь
739,sofort::ADV,onmiddelijk,дарунь
740,später::ADV,later,сүүлд
741,jetzt::ADV,nu,ода
742,jetzt::ADV,nou,ода
743,jetzt::ADV,thans,ода
744,heute::ADV,heden,эндр
745,heute::ADV,vandaag,эндр
746,morgen::ADV,morgen,маңһдур
747,bald::ADV,gauw,дарунь
748,bald::ADV,weldra,дарунь
749,dann::ADV,dan,дәкәд
750,dann::ADV,toen,дәкәд
751,gestern::ADV,gisteren,өцклдүр
752,einst::ADV,eens,нег саамд
753,damals::ADV,toen,тиигхд
754,damals::ADV,destijds,тиигхд
755,danach::ADV,daarna,тегәд
756,vorher::ADV,vooraf,урд
757,vorher::ADV,van tevoren,урд
758,zuerst::ADV,eerst,түрүләд
759,zuerst::ADV,het eerst,түрүләд
760,einmal::ADV,eens,нег дәкҗ
761,einmal::ADV,eenmaal,нег дәкҗ
762,manchmal::ADV,soms,зәрмдән
763,oft::ADV,vaak,хара биш
764,oft::ADV,vaak,хатяр биш
765,oft::ADV,vaak,дару-дарунь
766,oft::ADV,dikwijls,хара биш
767,oft::ADV,dikwijls,хатяр биш
768,oft::ADV,dikwijls,дару-дарунь
769,immer::ADV,altijd,оньдинд
770,niemals::ADV,nooit,кезә чмгн биш
771,hier::ADV,hier,энд
772,hier::ADV,hier,энүнд
773,hierhin::ADV,hierheen,нааран
774,von hier::ADV,van hier,эндәс
775,von hier::ADV,hiervandaan,эндәс
776,dort::ADV,daar,тенд
777,dort::ADV,ginds,тенд
778,dorthin::ADV,daarheen,тиигән
779,geradeaus::ADV,rechtuit,шуд
780,geradeaus::ADV,rechtdoor,шуд
781,vorwärts::ADV,vooruit,уралан
782,vorwärts::ADV,voorwaarts,уралан
783,rückwärts::ADV,achteruit,гедргән
784,rückwärts::ADV,achterwaarts,гедргән
785,zurück::ADV,terug,хәрү
786,unten::ADV,beneden,дор
787,unten::ADV,onderaan,дор
788,hinab::ADV,omlaag,дор
789,hinab::ADV,omlaag,доракшан
790,hinab::ADV,naar beneden,дор
791,hinab::ADV,naar beneden,доракшан
792,oben::ADV,boven,деер
793,hinauf::ADV,omhoog,өөдән
794,hinauf::ADV,omhoog,деер
795,hinauf::ADV,naar boven,өөдән
796,hinauf::ADV,naar boven,деер
797,überall::ADV,alom,альд болв чигн
798,überall::ADV,overal,альд болв чигн
799,nicht::ADV,niet,эс
800,nicht::ADV,niet,биш
801,nicht::ADV,niet,бичә
802,ein wenig::ADV,wat,баахн
803,ein wenig::ADV,wat,баахнар
804,kaum::ADV,amper,әрә
805,kaum::ADV,nauwelijks,әрә
806,sehr::ADV,erg,йир
807,sehr::ADV,zeer,йир
