,Concept_ID,kv,ka
92,Regenbogen::N,енӧшка,ცისარტყელა
93,Donner::N,гым,ქუხილი
94,Strömung::N,визывтӧм,დინება
95,Tropfen::N,тёп,წვეთი
96,Schaum::N,быг,ქაფი
97,Schaum::N,быг,დორბლი
98,Schmutz::N,нять,ჭუჭყი
99,Schmutz::N,нять,ტალახი
100,See::N,ты,ტბა
101,Sumpf::N,арай,ჭაობი
102,Moor::N,нюр,ტორფნარი
103,Wiese::N,видз,ველი
104,Wiese::N,видз,მდელო
105,Wald::N,вӧр,ტყე
106,Hügel::N,мыльк,ბორცვი
107,Anhöhe::N,вывтас,მაღლობი
108,Anhöhe::N,вылынін,მაღლობი
109,Berg::N,керӧс,მთა
110,Gipfel::N,йыв,მწვერვალი
111,Höhle::N,нора,მღვიმე
112,Höhle::N,нора,გამოქვებული
113,Abhang::N,покат,ფერდობი
114,Quelle::N,больган,წყარო
115,Quelle::N,больган,სათავე
116,Bach::N,шор,რუ
117,Bach::N,шор,ნაკადული
118,Fluss::N,ю,მდინარე
119,Ufer::N,берег,კიდე
120,Ufer::N,берег,ნაპირი
121,Küste::N,берег,ნაპირი
122,Festland::N,му,ხმელეთი
123,Meer::N,море,ზღვა
124,Bucht::N,курья,ყურე
125,Blume::N,цветок,ყვავილი
126,Gras::N,турун,ბალახი
127,Wurzel::N,вуж,ძირი
128,Wurzel::N,вуж,ფესვი
129,Baum::N,пу,ხე
130,Stamm::N,мыр,ტანი
131,Stamm::N,кер,ტანი
132,Rinde::N,кач,ქერქი
133,Ast::N,ув,ტოტი
134,Zweig::N,ув,შტო
135,Blatt::N,лист,ფოთოლი
136,Birke::N,кыдз,არყი
137,Kiefer[Baum]::N,пожум,ფიჭვი
138,Weide[Baum]::N,бадь,ტირიფი
139,Tanne::N,кӧз,ნაძვი
140,Horn::N,сюр,რქა
141,Feder::N,гӧн,ფრთა
142,Fell::N,кучик,ტყავი
143,Flügel::N,борд,ფრთა
144,Klaue::N,гыж,კლანჭი
145,Kralle::N,кабыр,ტორი
146,Schwanz::N,бӧж,კუდი
147,Ei::N,кольть,კვერცხი
148,Nest::N,поз,ბუდე
149,Bau::N,осьта,სორო
150,Bau::N,нора,სორო
151,Tier::N,зверь,ნადირი
152,Tier::N,зверь,ცხოველი
153,Herde::N,гурт,ფარა
154,Kuh::N,мӧс,ფური
155,Kuh::N,мӧс,ძროხა
156,Bulle::N,ӧшка,ხარი
157,Pferd::N,вӧв,რაში
158,Pferd::N,вӧв,ცხენი
159,Schaf::N,баля,ცხვარი
160,Schwein::N,порсь,ღორი
161,Hund::N,пон,ძაღლი
162,Katze::N,кань,კატა
163,Bär::N,ош,დათვი
164,Eichhörnchen::N,ур,ციყვი
165,Elch::N,вӧр мӧс,ცხენ-ირემი
166,Fuchs::N,руч,მელა
167,Hase::N,кӧч,კურდღელი
168,Maus::N,шыр,თაგვი
169,Wolf::N,кӧин,მგელი
170,Vogel::N,кай,ჩიტი
171,Vogel::N,кай,ფრინველი
172,Schwarm::N,стая,გუნდი
173,Schwarm::N,чукӧр,გუნდი
174,Huhn::N,курӧг,დედალი
175,Hahn::N,петух,მამალი
176,Hahn::N,ай курӧг,მამალი
177,Gans::N,дзодзог,ბატი
178,Adler::N,куч,არწივი
179,Adler::N,кутш,არწივი
180,Ente::N,утка,იხვი
181,Eule::N,тупка,ბუ
182,Kranich::N,тури,წერო
183,Krähe::N,рака,ყვავი
184,Kuckuck::N,кӧк,გუგული
185,Schwan::N,юсь,გედი
186,Fisch::N,чери,თევზი
187,Barsch::N,ёкыш,ქორჭილა
188,Hecht::N,сирпинь,ქარიყლაპია
189,Schlange[Tier]::N,змей,გველი
190,Wurm::N,номыр,ჭია
191,Spinne::N,черань,ობობა
192,Ameise::N,кӧдзывкар,ჭიანჭველა
193,Laus::N,ляпа той,ტილი
194,Laus::N,ляпа той,მკბენარი
195,Mücke::N,ном,კოღო
196,Fliege::N,гут,ბუზი
197,Schmetterling::N,бабыв,პეპელა
198,Beere::N,ягӧд,კენკრა
199,Apfel::N,яблоко,ვაშლი
200,Pilz::N,тшак,სოკო
201,Zwiebel::N,грез,ხახვი
202,Saat::N,кӧдзыс,თესლი
203,Korn::N,сю,მარცვალი
204,Heu::N,турун,თივა
205,Schale::N,кыш,ჩენჩო
206,Schale::N,киль,ჩენჩო
207,Grube::N,яма,ორმო
208,Falle::N,нальк,ხაფანგი
209,Falle::N,кляпча,ხაფანგი
210,Schlinge::N,лӧч,მახე
211,Spur::N,туй,კვალი
212,Asche::N,пӧим,ფერფლი
213,Dreck::N,нять,ტალახი
214,Dreck::N,нять,სიბინძურე
215,Eisen::N,кӧрт,რკინა
216,Gold::N,зарни,ოქრო
217,Silber::N,язісь,ვერცხლი
218,Kohle::N,шом,ნახშირი
219,Kohle::N,уголь,ნახშირი
220,Glas::N,стекло,მინა
221,Lehm::N,сёй,თიხა
222,Sand::N,лыа,ქვიშა
223,Mensch::N,морт,ადამიანი
224,Mann::N,мужик,კაცი
225,Frau::N,инька,ქალი
226,Kind::N,кага,ბავშვი
227,Junge::N,зонка,ვაჟი
228,Mädchen::N,нывкаок,გოგო
229,Familie::N,семья,ოჯახი
230,Großvater::N,дед,პაპა
231,Großvater::N,дед,ბაბუა
232,Großmutter::N,баб,ბებია
233,Großmutter::N,баб,დიდედა
234,Eltern::N,ай-мам,მშობლები
235,Vater::N,ай,მამა
236,Mutter::N,мам,დედა
237,Sohn::N,зон,ვაჟიშვილი
238,Tochter::N,ныв,ქალიშვილი
239,Bruder::N,вон,ძმა
240,Schwester::N,сой,და
241,Onkel::N,дядь,ბიძა
242,Tante::N,айӧлӧн сой,დეიდა
243,Tante::N,айӧлӧн сой,მამიდა
244,Tante::N,ичинь,დეიდა
245,Tante::N,ичинь,მამიდა
246,Ehemann::N,жӧник,ქმარი
247,Ehefrau::N,инь,ცოლი
248,Freude::N,гаж,სიხარული
249,Freude::N,радъялӧм,სიხარული
250,Gelächter::N,сералӧм,სიცილი
251,Glück::N,мичлун,ბედნიერება
252,Kummer::N,шог,მწუხარება
253,Wunsch::N,мӧдӧм,წადილი
254,Wunsch::N,мӧдӧм,სურვილი
255,Wunsch::N,охотитӧм,წადილი
256,Wunsch::N,охотитӧм,სურვილი
257,Lust::N,охота,წადილი
258,Geist::N,лов,სული
259,Gedanke::N,дума,ფიქრი
260,Gedächtnis::N,тӧдвыв,მეხსიერება
261,Verstand::N,вежӧр,ჭკუა
262,Verstand::N,вежӧр,გონება
263,Sinn::N,ылӧс,მნიშვნელობა
264,Grund::N,мог,მიზეზი
265,Wahrheit::N,правда,სიმართლე
266,Wahrheit::N,правда,ჭეშმარიტება
267,Gespräch::N,сёрни,ბაასი
268,Gespräch::N,сёрни,საუბარი
269,Märchen::N,сказка,არაკი
270,Märchen::N,сказка,ზღაპარი
271,Erzählung::N,висьт,თქმულება
272,Nachricht::N,юӧр,ცნობა
273,Nachricht::N,юӧр,ამბავი
274,Nachricht::N,висьталӧм,ცნობა
275,Nachricht::N,висьталӧм,ამბავი
276,Neuigkeit::N,новость,სიახლე
277,Name::N,ним,სახელი
278,Rätsel::N,загадка,გამოცანა
279,Rede::N,сёрни,სიტყვა
280,Sprache::N,кыв,ენა
281,Stimme::N,голос,ხმა
282,Wort::N,кыв,სიტყვა
283,Zeichen::N,пас,ნიშანი
284,Ruf::N,чуксӧм,ძახილი
285,Ruf::N,чукӧстӧм,ძახილი
286,Lärm::N,шум,ხმაური
287,Laut::N,шы,ხმა
288,Laut::N,шы,ბგერა
289,Ton::N,гор,ტონი
290,Lied::N,сьыланкыв,სიმღერა
291,Ruhe::N,спокой,სიწყნარე
292,Leute::N,йӧз,ადამიანები
293,Volk::N,йӧз,ერი
294,Volk::N,йӧз,ხალხი
295,Volk::N,народ,ერი
296,Volk::N,народ,ხალხი
297,Arbeit::N,удж,მუშაობა
298,Gast::N,гӧсь,სტუმარი
299,Geschenk::N,гӧснеч,საჩუქარი
300,Geschenk::N,подарок,საჩუქარი
301,Spiel::N,орсӧм,თამაში
302,Gesellschaft::N,компания,საზოგადოება
303,Hilfe::N,отсӧт,შველა
304,Hilfe::N,отсӧт,დახმარება
305,Freund::N,модз,მეგობარი
306,Freund::N,дружок,მეგობარი
307,Kamerad::N,тӧдса,ამხანაგი
308,Angelegenheit::N,дело,საქმე
309,Anzahl::N,лыд,ოდენობა
310,Art::N,пӧлӧс,სახეობა
311,Stück::N,тор,ნატეხი
312,Teil::N,юкӧм,წილი
313,Hälfte::N,джын,ნახევარი
314,Kreis::N,круг,წრე
315,Kreuz::N,перна,ჯვარი
316,Linie::N,визь,ხაზი
317,Strich::N,кырӧв,შტრიხი
318,Abstand::N,колас,მანძილი
319,Entfernung::N,ылына,სიშორე
320,Gegend::N,места,არე
321,Gegend::N,места,მხარე
322,Platz::N,места,ფართობი
323,Ort::N,места,ადგილი
324,Seite::N,ладор,მხარე
325,Mitte::N,шӧр,შუა
326,Gegenstand::N,тор,საგანი
327,Sache::N,тор,ნივთი
328,Rand::N,дор,კიდე
329,Kante::N,ордлы,ნაწიბული
330,Ecke::N,пельӧс,კუთხე
331,Spitze::N,йыв,წვეტი
332,Ende::N,йыв,ბოლო
333,Loch::N,осьта,ხვრელი
334,Winkel::N,пельӧс,კუთხე
335,Muster::N,сер,მოხატულობა
336,Größe::N,ыжда,ზომა
337,Größe::N,ыжда,სიდიდე
338,Länge::N,кузя,სიგრძე
339,Höhe::N,сувда,სიმაღლე
340,Höhe::N,вылына,სიმაღლე
341,Gewicht::N,сьӧкта,წონა
342,Haufen::N,куча,გროვა
343,Reihe::N,лёдз,რიგი
344,Reihe::N,лёдз,წყება
345,Boot::N,пыж,გემი
346,Ruder::N,пелыс,ხოფი
347,Ruder::N,пелыс,ნიჩაბი
348,Schlitten::N,додь,მარხილი
349,Ski::N,лямпа,თხილამური
350,Lagerfeuer::N,бипур,კოცონი
351,Last::N,тягота,ტვირთი
352,Gang::N,мунӧм,სვლა
353,Schritt::N,вожмӧв,ბიჯი
354,Norden::N,ой,ჩრდილოეთი
355,Süden::N,лун,სამხრეთი
356,Westen::N,рытвыв,დასავლეთი
357,Osten::N,асыв,აღმოსავლეთი
358,Holz::N,пу,ხე
359,Brett::N,пӧв,დაფა
360,Brett::N,пӧв,ფიცარი
361,Platte::N,плита,თლილი ქვა
362,Stütze::N,пика,საყრდენი
363,Stange::N,зор,ჭოკი
364,Stange::N,потш,ჭოკი
365,Stock::N,бедь,კეტი
366,Stab::N,шест,ლატანი
367,Rohr::N,труба,მილაკი
368,Haus::N,керку,სახლი
369,Heim::N,керку,ოჯახის კერა
370,Ofen::N,пӧжавны,ღუმელი
371,Fußboden::N,джодж,იატაკი
372,Tisch::N,пызан,სუფრა
373,Tisch::N,пызан,მაგიდა
374,Stuhl::N,стул,სკამი
375,Wiege::N,зыбка,აკვანი
376,Bett::N,кровать,საწოლი
377,Bett::N,кровать,სარეცელი
378,Regal::N,джадж,თაროები
379,Kiste::N,ящик,ყუთი
380,Kiste::N,ящик,სკივრი
381,Fenster::N,ӧшын,ფანჯარა
382,Fenster::N,ӧшын,სარკმელი
383,Tür::N,ыбӧс,ბჭე
384,Tür::N,ыбӧс,კარი
385,Tor::N,ворота,ჭიშკარი
386,Zaun::N,забор,ღობე
387,Zaun::N,забор,გალავანი
388,Dach::N,крыша,სახურავი
389,Leiter::N,лиснич,კიბე
390,Besen::N,рос,ცოცხი
391,Spaten::N,зыр,ნიჩაბი
392,Schaufel::N,зыр,ბარი
393,Gabel::N,вила,ჩანგალი
394,Löffel::N,пань,კოვზი
395,Messer::N,пурт,დანა
396,Nagel::N,кӧрттув,ლურსმანი
397,Netz::N,кыйӧт,ბადე
398,Haken::N,ем,კავი
399,Haken::N,ем,კაუჭი
400,Griff::N,пу,ტარი
401,Schloss::N,замок,კლიტე
402,Schloss::N,замок,საკეტი
403,Bild::N,картина,სურათი
404,Figur::N,мыгӧр,ფიგურა
405,Puppe::N,акань,თოჯინა
406,Beutel::N,мешӧк,პარკი
407,Bündel::N,нин,გალა
408,Bündel::N,нин,ასხმა
409,Tasche::N,сумка,ჩანთა
410,Eimer::N,ведра,ჩამჩა
411,Deckel::N,вевт,ხუფი
412,Deckel::N,вевт,სარქველი
413,Geschirr::N,доз,ჭურჭელი
414,Geschirr::N,бекӧрпань,ჭურჭელი
415,Sack::N,мешӧк,ტომარა
416,Tasse::N,бекӧр,ფინჯანი
417,Topf::N,кастрюля,ქოთანი
418,Kessel::N,пӧрт,ქვაბი
419,Essen::N,сёйӧм,ჭამა
420,Nahrung::N,вердан,საზრდო
421,Nahrung::N,вердан,საკვები
422,Speise::N,сёян,საჭმელი
423,Fleisch::N,яй,ხორცი
424,Getreide::N,сю,მარცვლოვანი
425,Brei::N,каша,ფაფა
426,Brot::N,нянь,პური
427,Scheibe::N,шӧрӧм,ნაჭერი
428,Fett::N,гос,ქონი
429,Fett::N,гос,ცხიმი
430,Butter::N,ви,კარაქი
431,Öl::N,ви,ზეთი
432,Salz::N,сов,მარილი
433,Suppe::N,шыд,სუფი
434,Honig::N,ма,თაფლი
435,Milch::N,йӧв,რძე
436,Tee::N,чай,ჩაი
437,Leder::N,кучик,ტყავი
438,Wolle::N,гӧн,მატყლი
439,Stoff::N,дӧра,ქსოვილი
440,Nadel::N,ем,ნემსი
441,Faden::N,сунис,ძაფი
442,Faden::N,сунис,მკედი
443,Knopf::N,кизь,ღილი
444,Knoten::N,узӧв,ნასკვი
445,Knoten::N,гӧрӧд,ნასკვი
446,Farbe::N,краска,საღებავი
447,Kleidung::N,паськӧм,ტანსაცმელი
448,Hemd::N,йӧрнӧс,ხალათი
449,Hemd::N,йӧрнӧс,პერანგი
450,Kragen::N,воротник,საყელო
451,Ärmel::N,сос,სახელო
452,Hose::N,вешьян,შარვალი
453,Gürtel::N,йи,ქამარი
454,Mütze::N,шапка,ქუდი
455,Schuh::N,ботинки,ფეხსაცმელი
456,Stiefel::N,сапог,ჩექმა
457,Ring::N,чунькытш,ბეჭედი
458,Band::N,ленточка,ბაფთი
459,Kamm::N,сынан,სავარცხელი
460,Spiegel::N,зеркало,სარკე
461,Riemen::N,ремень,ღვედი
462,Schnur::N,гез,ლარი
463,Leine::N,повод,ჯაჭვი
464,Decke::N,одеяло,საბანი
465,Kissen::N,подушка,ბალიში
466,Tuch::N,чышьян,მაუდი
467,Tuch::N,чышьян,თავშალი
468,Handtuch::N,чышкӧт,ხელსახოცი
469,Kraft::N,прак,ძალა
470,Stärke::N,вын,ღონე
471,Gesundheit::N,здоровье,ჯანმრთელობა
472,Krankheit::N,шог,სენი
473,Krankheit::N,шог,ავადმყოფობა
474,Schmerz::N,зубыт,ტკივილი
475,Wunde::N,рана,იარი
476,Wunde::N,рана,ჭრილობა
477,Fieber::N,лёк тресся,ციება
478,Fieber::N,кынтан шогӧт,ციება
479,Arznei::N,лекарство,წამალი
480,Brücke::N,пос,ხიდი
481,Brunnen::N,колодец ,ჭა
482,Weide::N,пода йирсян,საძოვარი
483,Pfad::N,туй,ბილიკი
484,Weg::N,туй,გზა
485,Straße::N,туй,შარაგზა
486,Dorf::N,деревня,დაბა
487,Dorf::N,деревня,სოფელი
488,Stadt::N,город,ქალაქი
489,Brief::N,гижӧт,წერილი
490,Buch::N,книга,წიგნი
491,Buchstabe::N,буква,ასო
492,Zeitung::N,газета,გაზეთი
493,Leben::N,олан,სიცოცხლე
494,Tod::N,кулӧм,სიკვდილი
495,Grab::N,гу,სამარე
496,Grab::N,гу,საფლავი
497,Kirche::N,вичку,ეკლესია
498,Sünde::N,грек,ცოდვა
499,Gott::N,ен,ღმერთი
500,Arbeiter::N,уджалiсь,მუშა
501,Chef::N,начальник,გამგე
502,Meister::N,мастер,ოსტატი
503,Arzt::N,врач,ექიმი
504,Arzt::N,врач,მკურნალი
505,Lehrer::N,велӧтісь,მასწავლებელი
506,Geld::N,деньга,ფული
507,Geschäft::N,удж,საქმე
508,Geschäft::N,удж,ბიზნესი
509,Laden::N,магазин,დუქანი
510,Laden::N,магазин,მაღაზია
511,Preis::N,дон,ფასი
512,Ware::N,товар,საქონელი
513,Nutzen::N,путь,ხეირი
514,Reichtum::N,богатство,სიმდიდრე
515,Welt::N,му,მსოფლიო
516,Land::N,страна,მხარე
517,Land::N,страна,ქვეყანა
518,Staat::N,государство,სახელმწიფო
519,König::N,кан,მეფე
520,Macht::N,власть,ძლიერება
521,Grenze::N,граница,ზღვარი
522,Krieg::N,война,ომი
523,Feind::N,враг,მტერი
524,Kampf::N,нярасьӧм,ბრძოლა
525,Kampf::N,вермасьӧм,ბრძოლა
526,Bogen[Waffe]::N,лук,მშვილდი
527,Pfeil::N,ньӧв,ისარი
528,Pfeil::N,ньӧв,მახვილი
529,Gewehr::N,ружьё,თოფი
530,Gewehr::N,ружьё,შაშხანა
531,Fehler::N,ошибка,შეცდომა
532,Lüge::N,ылӧтӧм,სიცრუე
533,Lüge::N,пӧрьялӧм,სიცრუე
534,Schaden::N,лёк,ვნება
535,Unglück::N,пик,ხიფათი
536,Unglück::N,пик,უბედურება
537,Unglück::N,оказзё,ხიფათი
538,Unglück::N,оказзё,უბედურება
539,Schuld::N,вина,ბრალი
540,Schluss::N,ком,ბოლო
541,Schluss::N,ком,დასასრული
542,Zeit::N,кад,დრო
543,Tag::N,лун,დღე
544,Morgen::N,асыв,დილა
545,Mittag::N,луншӧр кад,შუადღე
546,Abend::N,рыт,საღამო
547,Nacht::N,ой,ღამე
548,Woche::N,неделя,კვირა
549,Monat::N,тӧлicь,თვე
550,Jahr::N,год,წელი
551,Frühling::N,тулыс,გაზაფხული
552,Sommer::N,гожум,ზაფხული
553,Herbst::N,ар,შემოდგომა
554,Winter::N,тӧв,ზამთარი
555,Januar::N,январ,იანვარი
556,Februar::N,февраль,თებერვალი
557,März::N,март,მარტი
558,April::N,апрель,აპრილი
559,Mai::N,май,მაისი
560,Juni::N,юнь,ივნისი
561,Juli::N,юль,ივლისი
562,August::N,август,აგვისტო
563,September::N,сентяб,სექტემბერი
564,Oktober::N,октяб,ოქტომბერი
565,November::N,нояб,ნოემბერი
566,Dezember::N,декаб,დეკემბერი
567,Montag::N,вильлун,ორშაბათი
568,Dienstag::N,мӧдӧдзлун,სამშაბათი
569,Mittwoch::N,шӧрлун,ოთხშაბათი
570,Donnerstag::N,нёльӧдзлун,ხუთშაბათი
571,Freitag::N,витӧдзлун,პარასკევი
572,Samstag::N,пывсянлун,შაბათი
573,Sonntag::N,кресення,კვირა
574,groß::A,ыджыт,დიდი
575,klein::A,учӧтик,მცირე
576,klein::A,учӧтик,პატარა
577,lang::A,кузь,გრძელი
578,kurz::A,дженыт,მოკლე
579,breit::A,ота,ფართო
580,breit::A,ота,განიერი
581,schmal::A,векнит,ვიწრო
582,schmal::A,векнит,წვრილი
583,dicht::A,тшӧк,მჭიდრო
584,dick[Gegenstand]::A,кыз,სქელი
585,dünn::A,вӧснит,წვრილი
586,fein::A,вӧснит,თხელი
587,fest::A,крепыт,მყარი
588,flach::A,лапкӧса,ბრტყელი
589,glatt::A,волькыт,გლუ
590,hart::A,чӧрыт,მაგარი
591,weich::A,небыт,რბილი
592,rund::A,гӧгрӧса,მრგვალი
593,spitz::A,ёся,წვეტიანი
594,scharf::A,лэчыт,მჭრელი
595,stumpf::A,ныж,ბლაგვი
596,schwer::A,сьӧкыт,მძიმე
597,schön::A,басӧк,ლამაზი
598,heiß::A,жар,ცხელი
599,warm::A,шоныт,თბილი
600,kalt::A,кӧдзыт,ცივი
601,kühl::A,сайкыт,გრილი
602,frisch::A,виль,სუფთა
603,feucht::A,вакодь,ნოტიო
604,nass::A,ва,სველი
605,trocken::A,кӧс,მშრალი
606,voll::A,тыра,სავსე
607,leer::A,тыртӧм,ცარიელი
608,offen::A,оссьӧм,ღია
609,offen::A,оссьӧм,გაშლილი
610,geschlossen::A,игана,დახურული
611,geschlossen::A,пӧдана,დახურული
612,sauber::A,сӧдз,სუფთა
613,sauber::A,сӧдз,წმინდა
614,sauber::A,сӧстӧм,სუფთა
615,sauber::A,сӧстӧм,წმინდა
616,schmutzig::A,нятьӧсь,ტალახიანი
617,roh::A,путӧм,უმი
618,reif::A,кисьмалӧм,მწიფე
619,lecker::A,кӧра ,გემრიელი
620,süß::A,чӧскыт,ტკბილი
621,bitter::A,курыт,მწარე
622,sauer::A,шӧма ,მჟავე
623,hell::A,югыт,ნათელი
624,dunkel::A,пемыт,ბნელი
625,schwarz::A,сьӧд,შავი
626,weiß::A,чочком,თეთრი
627,rot::A,гӧрд,წითელი
628,gelb::A,веж,ყვითელი
629,blau::A,лӧз,ლურჯი
630,blau::A,лӧз,ცისფერი
631,grün::A,веж,მწვანე
632,grau::A,руд,რუხი
633,grau::A,руд,ნაცრისფერი
634,grau::A,бусӧй,რუხი
635,grau::A,бусӧй,ნაცრისფერი
636,bunt::A,быдрӧма,ჭრელი
637,bunt::A,быдрӧма,ფერადი
638,billig::A,донтӧм,იაფი
639,teuer::A,дона,ძვირი
640,wertvoll::A,дона,ღირსიანი
641,blind::A,синтӧм,ბრმა
642,taub::A,пельтӧм,ყრუ
643,kräftig::A,вына,ძალავანი
644,stark::A,вына,ძლიერი
645,stark::A,вына,ღონიერი
646,schwach::A,некодя,სუსტი
647,fett::A,госа,სქელი
648,schlank::A,статя,გამხდარი
649,hübsch::A,басӧк,ეშხიანი
650,hübsch::A,басӧк,მშვენიერი
651,böse::A,лёк,ავი
652,böse::A,лёк,ბოროტი
653,dumm::A,бӧбӧв,ბოთე
654,dumm::A,бӧбӧв,სულელი
655,dumm::A,вежӧртӧм,ბოთე
656,dumm::A,вежӧртӧм,სულელი
657,faul::A,дыш,ზანტი
658,faul::A,дыш,ზარმაცი
659,fleißig::A,уджалicь,ბეჯითი
660,fleißig::A,уджалicь,მუყაითი
661,geizig::A,жикмӧра,ძუნწი
662,geizig::A,горшаліcь,ძუნწი
663,klug::A,авья,ჭკვიანი
664,klug::A,вежӧра,ჭკვიანი
665,geschickt::A,кипода,მარჯვე
666,geschickt::A,кипода,გაწაფული
667,lieb::A,муса,სატრფიალო
668,lieb::A,дзулиньӧй,სატრფიალო
669,lustig::A,гажа,მხიარული
670,sanft::A,лебезнӧй,ალერსიანი
671,sanft::A,лебезнӧй,გრძნობიერი
672,hungrig::A,тшыг,მშიერი
673,krank::A,шогалiсь,სნეული
674,krank::A,шогалiсь,ავადმყოფი
675,nackt::A,куш,ტიტველი
676,traurig::A,жугыль,მწუხარე
677,traurig::A,жугыль,სევდიანი
678,lebendig::A,ловья,ცოცხალი
679,gut::A,бур,კარგი
680,schlecht::A,умӧль,უხეირო
681,schlimm::A,нештӧм,ცუდი
682,alt::A,важ,ძველი
683,neu::A,виль,ახალი
684,ehemalig::A,вӧвлӧм,ყოფილი
685,alt[Lebewesen]::A,года,ბებერი
686,alt[Lebewesen]::A,годдэза,ბებერი
687,jung::A,том,ნორჩი
688,jung::A,том,ახალგაზრდა
689,arm::A,гов,ღარიბი
690,arm::A,беднӧй,ღარიბი
691,reich::A,эма,მდიდარი
692,bekannt::A,тӧдса,ცნობილი
693,fremd::A,чужӧй,უცხო
694,fremd::A,чужӧй,გარეშე
695,verschieden::A,быдкодь,სხვაგვარი
696,nah::A,матiсь,ახლო
697,fern::A,ылicь,შორი
698,fern::A,ылicь,შორეული
699,linker::A,шульга,მარცხენა
700,rechter::A,веськытланись,მარჯვენა
701,anderer::A,мукӧд,სხვა
702,erster::A,медодзза,პირველი
703,zweiter::A,кыкӧт,მეორე
704,dritter::A,куимӧт,მესამე
705,dritter::A,куимӧдз,მესამე
706,letzter::A,бӧрья,ბოლო
707,letzter::A,бӧрья,უკანასკნელი
708,letzter::A,мёдбӧрья,ბოლო
709,letzter::A,мёдбӧрья,უკანასკნელი
710,auf einmal::ADV,тшӧтш,ერთდროულად
711,zusammen::ADV,ӧтлаын,ერთად
712,lange::ADV,дыр,დიდხანს
713,plötzlich::ADV,друг,მოულოდნელად
714,sofort::ADV,тшӧтш,ახლავე
715,später::ADV,медбӧрын,მოგვიანებით
716,jetzt::ADV,ӧні,ახლა
717,heute::ADV,талун,დღეს
718,morgen::ADV,ашын,ხვალ
