,Concept_ID,xal,ab
196,Grube::N,нүкн,атыша
197,Falle::N,урх,арыҧҟьа
198,Falle::N,хавх,арыҧҟьа
199,Schlinge::N,бүтү,аҟəараҟəантə
200,Spur::N,мөр,ашьҭа
201,Asche::N,үмсн,ахəа
202,Dreck::N,бальчг,аҳəынҵəа
203,Dreck::N,бальчг,аҟьамсар
204,Eisen::N,төмр,аиха
205,Gold::N,алтн,ахьы
206,Silber::N,мөңгн,аразны
207,Silber::N,цаһан мөңгн,аразны
208,Kohle::N,нүүрсн,арацəа
209,Glas::N,шил,асаркьа
210,Lehm::N,шавр,анышəаҧшь
211,Sand::N,элсн,аҧслымӡ
212,Mensch::N,күн,ауаҩы
213,Mensch::N,күмн,ауаҩы
214,Mann::N,эр,ахаҵа
215,Frau::N,күүкд күн,аҧҳəыс
216,Kind::N,үрн,ахəыҷы
217,Junge::N,көвүн,аҷкəын
218,Junge::N,көвүн,ахаҵарҧыс
219,Mädchen::N,бичкн күүкн,аӡӷаб
220,Familie::N,бүл,аҭаацəа
221,Großvater::N,өвк эцк,абду
222,Großvater::N,наһц эцк,абду
223,Großmutter::N,эмг эк,анду
224,Großmutter::N,наһц эк,анду
225,Eltern::N,эк эцк хойр,ани аби
226,Vater::N,эцк,аб
227,Mutter::N,эк,ан
228,Sohn::N,көвүн,аҧа
229,Tochter::N,күүкн,аҧҳа
230,Bruder::N,дү көвүн,аиашьа
231,Schwester::N,эгч,Аҳəшьа
232,Schwester::N,дү күүкн,Аҳəшьа
233,Onkel::N,авһ,абиашьа
234,Onkel::N,авһ,аншьа
235,Onkel::N,наһцх,абиашьа
236,Onkel::N,наһцх,аншьа
237,Tante::N,наһц эгч,абиаҳəшьа
238,Ehemann::N,залу,ахаҵа
239,Ehemann::N,залу,аҧшəма
240,Ehefrau::N,гергн,аҧҳəыс
241,Freude::N,байр,агəырӷьара
242,Gelächter::N,инәдн,ачча
243,Gelächter::N,инәдн,аччара
244,Glück::N,җирһл,аразҟы
245,Glück::N,сәәхн җирһл,аразҟы
246,Kummer::N,зовлң,агəырҩа
247,Wunsch::N,дурн,агəхəтəы
248,Wunsch::N,дурн,аҭахра
249,Lust::N,җилвтлһн,агəазыҳəара
250,Geist::N,зөрг,аҧсы
251,Gedanke::N,ухан,ахəыцырҭа
252,Gedächtnis::N,чееҗин тодлвр,агəынкылара
253,Verstand::N,ухан,ахшыҩ
254,Sinn::N,учр-утх,аҵакы
255,Grund::N,учр,амзыз
256,Grund::N,шалтан,амзыз
257,Wahrheit::N,үнн,аиаша
258,Gespräch::N,күүндвүр,аиҿцәажәара
259,Märchen::N,тууль,алакə
260,Erzählung::N,келвр,ажәабжь
261,Nachricht::N,медүллһн,адырраҭара
262,Neuigkeit::N,зәңг,ажәабжь ҿыц
263,Name::N,нерн,ахьӡ
264,Rätsel::N,тәәлвртә тууль,ацуфара
265,Rede::N,келлһн,ажәа
266,Sprache::N,келн,абызшəа
267,Stimme::N,дун,абжьы
268,Wort::N,үг,ажәа
269,Zeichen::N,темдг,адырга
270,Ruf::N,дуудлһн,аҿҭы
271,Lärm::N,шууган,ашьҭыбжь
272,Laut::N,ә,ашьҭыбжь
273,Ton::N,дун,атон
274,Lied::N,дун,ашəа
275,Ruhe::N,амулң,аҭынчра
276,Leute::N,әмтн,ауаа
277,Volk::N,улс,ажəлар
278,Arbeit::N,көдлмш,аусура
279,Gast::N,гиич,асас
280,Geschenk::N,белг,аҳамҭа
281,Geschenk::N,белг,аҿанҵа
282,Spiel::N,наадн,ахəмарра
283,Gesellschaft::N,олн,агəыҧ
284,Hilfe::N,нөкд,ацхыраара
285,Freund::N,иньг,аҩыза
286,Kamerad::N,үр,Аҧхнагьла
287,Angelegenheit::N,керг,аус
288,Anzahl::N,то,ахыҧхьаӡара
289,Art::N,зүүл,ахкы
290,Stück::N,хусг,аҽыҭ
291,Teil::N,хүв,ахəҭа
292,Hälfte::N,өрәл,абжа
293,Kreis::N,төгрг,агьагьа
294,Kreuz::N,кирс,аџьар
295,Linie::N,зурасн,аицтәар
296,Strich::N,татасн,ацəаҳəа
297,Abstand::N,зә,абжьара
298,Entfernung::N,һазр,абжьара
299,Gegend::N,һазр,аҭыҧ
300,Platz::N,зә,аҭыҧ
301,Ort::N,бәәрн,аҭыҧ
302,Seite::N,тал,аган
303,Seite::N,хаҗу,аган
304,Seite::N,хәврһ,аган
305,Mitte::N,дунд,агəҭа
306,Gegenstand::N,юмн,амаҭəар
307,Sache::N,юмн,
308,Rand::N,зах,аҵкар
309,Kante::N,ирмәг,авардым
310,Ecke::N,өнцг,акəакь
311,Spitze::N,үзүр,аҧынҵа
312,Ende::N,үзүр,анаӡара
313,Loch::N,хаһрха,акылҵəара
314,Winkel::N,булң,агҿаҩра
315,Winkel::N,булң,акəындхə
316,Winkel::N,булң,акəакь
317,Muster::N,намч,аҟҟа
318,Größe::N,кемҗән,изаҟароу
319,Länge::N,ут,аура
320,Höhe::N,өндр,агылара
321,Gewicht::N,күнд,акапан
322,Gewicht::N,чиңнүр,акапан
323,Menge::N,ик,
324,Haufen::N,ова,ачаҟəа
325,Reihe::N,зерг,ацəаҳəа
326,Reihe::N,зерглән,ацəаҳəа
327,Boot::N,оңһц,анышь
328,Ruder::N,хәәв,ажəҩа
329,Schlitten::N,цан,ашəаҩауардын
330,Ski::N,лыҗ,ашəаҩа
331,Ski::N,лыҗ,ашьахаха
332,Lagerfeuer::N,костёр,еиқуу амца
333,Last::N,күнд,ахьанҭара
334,Gang::N,йовлһн,аныҟəара
335,Schritt::N,ишкм,ашьаҿа
336,Norden::N,ар үзг,аҩада
337,Süden::N,өмн,алада
338,Süden::N,өмн үзг,алада
339,Westen::N,барун,амраҭашəара
340,Westen::N,барун үзг,амраҭашəара
341,Osten::N,зүн,амрагылара
342,Osten::N,зүн үзг,амрагылара
343,Holz::N,модн,амҿымаҭəахə
344,Brett::N,харһа,аӷəы
345,Platte::N,хавтха чолун,ахаҳәцәы
346,Stütze::N,тулг,аҵаргəа
347,Stütze::N,тулг,агəышьаҟа
348,Stange::N,уньн,акьат
349,Stock::N,модн,алаба
350,Stab::N,шуург,акьат
351,Rohr::N,турва,абыкь
352,Haus::N,гер,аҩны
353,Heim::N,гер-бул,аҭаацəа
354,Ofen::N,беш,аҳақə
355,Ofen::N,беш,ауаџьаҟ
356,Ofen::N,беш,афрына
357,Fußboden::N,девскр,адашьма
358,Tisch::N,ширә,аишәа
359,Stuhl::N,стул,аҟəардə
360,Wiege::N,өлгә,агара
361,Wiege::N,дүүҗң,агара
362,Bett::N,орн,акаруаҭ
363,Bett::N,орндг,акаруаҭ
364,Regal::N,таг,акыӷəра
365,Regal::N,тәвц,акыӷəра
366,Kiste::N,яршг,аидчаҧала
367,Fenster::N,терз,аҧенџьыр
368,Tür::N,үүдн,ашə
369,Tor::N,үүдн,агəашə
370,Tor::N,өргн үүдн,агəашə
371,Tor::N,хашан үүдн,агəашə
372,Zaun::N,хаша,аанда
373,Dach::N,деевр,ахыб
374,Leiter::N,шат,амардуан
375,Leiter::N,давшур,амардуан
376,Besen::N,сәвүр,аҧссага
377,Spaten::N,күрз,ажыга
378,Schaufel::N,совг,аҭəарӷəы
379,Gabel::N,серә,ачқьыҧ
380,Löffel::N,ухр,амҳаҵə
381,Messer::N,утх,аҳəызба
382,Nagel::N,хадасн,аҵəымӷ
383,Netz::N,гөлм,акаҭа
384,Haken::N,дегә,аҵəаҳə
385,Griff::N,иш,амаа
386,Griff::N,бәрүл,амаа
387,Schloss::N,оньс,асаҧаҭ
388,Bild::N,зург,асахьа
389,Figur::N,фигур,афигура
390,Puppe::N,наадһа,акьанџьа
391,Beutel::N,мишг,асакь
392,Bündel::N,багла,аҿаҳəара
393,Bündel::N,боодһа,аҿаҳəара
394,Tasche::N,сумк,арҭмаҟ
395,Eimer::N,суулһ,аведра
396,Deckel::N,бүркәсн,ахҩа
397,Geschirr::N,сав,ачысмаҭəа
398,Geschirr::N,сав-сарх,ачысмаҭəа
399,Sack::N,мишг,асакь
400,Tasse::N,ааһ,аҵəца
401,Topf::N,кастрюль,акаструлиа
402,Kessel::N,хәәсн,ачуан
403,Essen::N,зоогллһн,
404,Nahrung::N,теҗәл,афатə
405,Speise::N,хот,афатə
406,Fleisch::N,махн,акəац
407,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,ачакуа
408,Brei::N,хаш,ақашь
409,Brot::N,өдмг,ача
410,Scheibe::N,зүсм,аҽыҭ
411,Scheibe::N,зүсм,аҿаҵа
412,Fett::N,өөкн,ашша
413,Butter::N,тосн,ахəша
414,Öl::N,тосн,азеҭ
415,Salz::N,давсн,аџьыка
416,Suppe::N,шөлн,асуҧ
417,Honig::N,бал,ацха
418,Milch::N,үсн,ахш
419,Tee::N,цә,ачаи
420,Leder::N,арсн,ацəа
421,Wolle::N,утцн,аласа
422,Wolle::N,эд,аласа
423,Stoff::N,эд,Аба
424,Nadel::N,зүн,агəыр
425,Faden::N,утцн,арахəыц
426,Knopf::N,товч,аҳəынҵəра
427,Knoten::N,зәңгдә,аиқəҳəала
428,Farbe::N,будг,ашəыга
429,Kleidung::N,хувцн,амаҭəа
430,Kleidung::N,хувц-хунр,амаҭəа
431,Hemd::N,киилг,акьаҿ
432,Kragen::N,зах,ахəда
433,Ärmel::N,ханцн,амаӷра
434,Hose::N,шалвур,аиқəа
435,Gürtel::N,бүс,амаҟа
436,Mütze::N,махла,ахылҧа
437,Schuh::N,башмгуд,аимаа
438,Stiefel::N,һосн,амагə
439,Ring::N,билцг,амацəаз
440,Band::N,лент,алента
441,Kamm::N,сам,ахҳəа
442,Spiegel::N,толь,асаркьа
443,Riemen::N,бүс,аа
444,Schnur::N,деесн,ашаха
445,Leine::N,бурнтг,аҕура
446,Leine::N,нохан көтлвр,аҕура
447,Decke::N,көнҗл,ахыза
448,Kissen::N,дер,ахчы
449,Tuch::N,альчур,акасы
450,Handtuch::N,полотенц,ампахьшьы
451,Handtuch::N,һар-нүүрин альчур,ампахьшьы
452,Kraft::N,күчн,амч
453,Stärke::N,чидл,амч
454,Gesundheit::N,эрүл-менд,агəабзиара
455,Krankheit::N,өвчн,ачымазара
456,Schmerz::N,өвдлһн,ахьаа
457,Wunde::N,шав,ахəра
458,Fieber::N,безг,ашоура
459,Arznei::N,эм,ахəшə
460,Brücke::N,тагт,ацҳа
461,Brunnen::N,худг,аҵыџь
462,Weide::N,малын идг,аҳəырҭа
463,Pfad::N,цувг,амхəасҭа
464,Weg::N,хаалһ,амҩа
465,Straße::N,зам,амҩа
466,Dorf::N,хотн,ақыҭа
467,Stadt::N,балһсн,ақалақь
468,Brief::N,бичг,ашəҟəы
469,Buch::N,дегтр,ашəҟəы
470,Buchstabe::N,үзг,анбан
471,Zeitung::N,газет,агазеҭ
472,Leben::N,җирһл,аҧсҭазаара
473,Tod::N,үкл,аҧсра
474,Tod::N,өңгрлһн,аҧсра
475,Grab::N,оршалһна нүкн,анышəынҭра
476,Kirche::N,чонҗ,ауахəама
477,Sünde::N,нүл,агəнаҳа
478,Sünde::N,килнц,агəнаҳа
479,Gott::N,бурхн,анцəа
480,Arbeiter::N,көдлмшч,аусуҩ
481,Chef::N,толһач,Аиҳабы
482,Meister::N,урн,аҟаза
483,Arzt::N,эмч,аҳақьым
484,Lehrer::N,багш,арҵаҩы
485,Geld::N,мөңгн,аҧара
486,Geschäft::N,көдлмш,
487,Laden::N,лавк,амагазин
488,Preis::N,үн,ахə
489,Ware::N,эд-тавр,атауар
490,Nutzen::N,олз,ақьар
491,Reichtum::N,зөөр,абеиара
492,Welt::N,орчлң,адунеи
493,Welt::N,делкә,адунеи
494,Land::N,орн-нутг,атəыла
495,Staat::N,государств,аҳəынҭқарра
496,König::N,хан,акрал
497,Macht::N,йосн,амчра
498,Grenze::N,меҗә,аҳəаа
499,Krieg::N,дән,аибашьра
500,Feind::N,дәәсн,Аҕа
501,Gewalt::N,күч һарһлһн,ақəымчра
502,Kampf::N,ноолдан,ақəҧара
503,Kampf::N,бәрлдлһн,ақəҧара
504,Bogen[Waffe]::N,саадг,ахыц
505,Pfeil::N,сумн,ахəымпал
506,Gewehr::N,бу,ашəақь
507,Fehler::N,алдг,агха
508,Lüge::N,худл,амц
509,Schaden::N,хорлт,аҧырхага
510,Unglück::N,гүрм,арыцҳара
511,Schuld::N,гем,ахара
512,Schuld::N,буру,ахара
513,Alter::N,насн,ақəра
514,Schluss::N,чилгч,анҵəамҭа
515,Zeit::N,цаг,аамта
516,Tag::N,өдр,амш
517,Morgen::N,өрүн,ашара
518,Morgen::N,өрүн,ашьыбжь
519,Mittag::N,үд,шьыбжьон
520,Abend::N,асхн,ахəылҧаз
521,Abend::N,асхн,ахəлбыҽха
522,Nacht::N,сө,аҵх
523,Woche::N,долан хонг,амчыбжь
524,Monat::N,сар,
525,Jahr::N,җил,
526,Frühling::N,хавр,ааҕын
527,Sommer::N,зун,аҧхын
528,Herbst::N,намр,ҭагалан
529,Herbst::N,намр,хкаарачан
530,Winter::N,үвл,аӡын
531,Januar::N,январь,ианвар
532,Februar::N,февраль,февраль
533,März::N,март,март
534,März::N,моһа сар,март
535,April::N,апрель,апрель
536,Mai::N,май,маи
537,Juni::N,июнь,иуун
538,Juni::N,мөчн сар,иуун
539,Juli::N,июль,иууль
540,August::N,август,август
541,September::N,һаха сар,сентиабр
542,Oktober::N,октябрь,октиабр
543,November::N,ноябрь,ноиабр
544,November::N,үкр сар,ноиабр
545,Dezember::N,бар сар,декабр
546,Montag::N,понедельник,ашəахьа
547,Dienstag::N,вторник,аҩаша
548,Mittwoch::N,среда,ахаша
549,Mittwoch::N,үлмҗ өдр,ахаша
550,Donnerstag::N,четверг,аҧшьаша
551,Donnerstag::N,пүрвә өдр,аҧшьаша
552,Freitag::N,пятниц,ахəаша
553,Samstag::N,суббот,асабша
554,Sonntag::N,нарн өдр,амҽыша
555,Sonntag::N,воскресень,амҽыша
556,groß::A,ик,аду
557,klein::A,бичкн,амаҷ
558,lang::A,ут,ахəхəа
559,kurz::A,оһтр,акьаҿ
560,breit::A,өргн,аиужь
561,breit::A,өргн,аиҵых
562,schmal::A,уутьхн,аҭшəа
563,dicht::A,нигт,аилач
564,dick[Gegenstand]::A,зузан,ажəпа
565,dünn::A,нимгн,
566,fein::A,нәрхн,апа
567,fein::A,нәрхн,аҵаӷа
568,fein::A,нәрхн,аӡа
569,fest::A,бат,аҟаца
570,fest::A,бат,аӷəӷəаҟаца
571,flach::A,хавтха,ақəаҟьа
572,flach::A,хавтха,аҧаҟьа
573,glatt::A,тегш,аимаҩзы
574,glatt::A,тиньгр,аимаҩзы
575,hart::A,хату,акьакьа
576,weich::A,җөөлн,атата
577,weich::A,җөөлкн,атата
578,rund::A,төгрг,акəмпыл
579,spitz::A,шовһр,аҵар
580,scharf::A,хурц,аҵар
581,stumpf::A,мука,ацагə
582,schwer::A,күнд,ахьанҭа
583,schön::A,сәәхн,аҧшӡа
584,heiß::A,халун,ашы
585,warm::A,дулан,аҧха
586,kalt::A,киитн,ахьшəашəа
587,kühl::A,серүн,ахьшəашəа
588,kühl::A,серүн,ицәыхьшәашәоу
589,frisch::A,серүн,цқьа
590,feucht::A,чиигтә,ацəаак
591,nass::A,чиигтә,абааӡа
592,trocken::A,хагсу,Аба
593,trocken::A,хагсу,аҩа
594,voll::A,дүүрң,азна
595,leer::A,сул,аҭацəы
596,leer::A,хоосн,аҭацəы
597,offen::A,секәтә,аарта
598,geschlossen::A,хаалһата,ихҩоу
599,geschlossen::A,хаалһата,иаркыу
600,sauber::A,цевр,ацқьа
601,schmutzig::A,киртә,аҟьашь
602,roh::A,түүкә,
603,reif::A,болсн,Арҭ
604,reif::A,болсн,аҟала
605,reif::A,болсн,иҟалахьоу
606,lecker::A,әмтәхн,ахаа
607,süß::A,әмтәхн,азла
608,bitter::A,һашун,аша
609,bitter::A,һашута,аша
610,sauer::A,ишклң,аҵəҵəы
611,hell::A,герлтә,алаша
612,dunkel::A,харңһу,алашьца
613,schwarz::A,хар,аиқуаҵәа
614,weiß::A,цаһан,ашкəакəа
615,rot::A,улан,аҟаҧшь
616,gelb::A,шар,аҩеижь
617,blau::A,көк,аҽҵәа
618,grün::A,көк,ашьацҧшҭəала
619,grün::A,көк,аеҵəа
620,grau::A,бор,ацəыш
621,bunt::A,алг,Аилыҕраа
622,bunt::A,алг,аҕраҷкəын
623,bunt::A,эрәтә,Аилыҕраа
624,bunt::A,эрәтә,аҕраҷкəын
625,billig::A,кимд,амариа
626,teuer::A,үнтә,амҩан
627,wertvoll::A,үнтә,кыр иаҕсоу
628,wertvoll::A,үнтә,акыр иаҕсоу
629,wertvoll::A,эрднь,кыр иаҕсоу
630,wertvoll::A,эрднь,акыр иаҕсоу
631,blind::A,сохр,алашə
632,taub::A,дүлә,адагəа
633,kräftig::A,күчтә,аӷəӷəа
634,stark::A,чаңһ,абаҟа
635,schwach::A,күчн тату,акəада
636,fett::A,тарһн,аҧсыла
637,schlank::A,эццн,акала
638,schlank::A,эццн,акьалантар
639,schlank::A,эццн,аиҿартə
640,hübsch::A,көркхн,аҧшӡа
641,böse::A,уурта,абааҧсы
642,dumm::A,тенг,агаӡа
643,faul::A,залху,аашьа
644,fleißig::A,кинән,иҟубҷоу
645,fleißig::A,кинмһә,иҟубҷоу
646,geizig::A,ховдг,акы
647,geizig::A,ховдг,акаҷбеи
648,geizig::A,ховдг,аҟəџьыр
649,klug::A,ухата,аҟəыш
650,klug::A,ухата,аҟəыӷа
651,geschickt::A,чадмг,напҟазала
652,lieb::A,эңкр,алашара
653,lustig::A,сергмҗтә,алах-ҿых
654,lustig::A,сергмҗтә,игурҕьаччо
655,lustig::A,сергмҗтә,агурҕьа
656,lustig::A,сергмҗтә,агурҿыхага
657,lustig::A,җирһлтә,алах-ҿых
658,lustig::A,җирһлтә,игурҕьаччо
659,lustig::A,җирһлтә,агурҕьа
660,lustig::A,җирһлтә,агурҿыхага
661,sanft::A,номһн,атата
662,sanft::A,номһн,аҟəымшəышə
663,sanft::A,номһн,ақьыҧш
664,hungrig::A,өлн,амлашь
665,hungrig::A,харһнсн,амлашь
666,krank::A,өвчтә,ачымазаҩ
667,krank::A,шалтгта,ачымазаҩ
668,nackt::A,нүцкн,аҟьантаз
669,traurig::A,һундлта,алахьеиқəҵага
670,lebendig::A,әмд,абза
671,gut::A,сән,абзиа
672,schlecht::A,му,-хəарҭам
673,richtig::A,зөвтә,иашоу
674,schlimm::A,җигшүртә,абааҧсы
675,wahr::A,үнн,агəҭылса
676,wahr::A,үнн,абзиаҵəҟьа
677,wahr::A,мөн,агəҭылса
678,wahr::A,мөн,абзиаҵəҟьа
679,alt::A,хуучн,Ажə
680,neu::A,шин,аҿыц
681,ehemalig::A,хуучн,анкьатәи
682,alt[Lebewesen]::A,көгшн,абырг
683,alt[Lebewesen]::A,көгшн,ақабада
684,alt[Lebewesen]::A,көгшн,Ажə
685,jung::A,баһ,аҟата
686,arm::A,угатя,ананамга
687,reich::A,байн,абеиа
688,bekannt::A,таньл,адыр
689,bekannt::A,таньдг,адыр
690,berühmt::A,туурсн,адыр
691,fremd::A,күүнә,атəым
692,verschieden::A,әдл биш,Еиуа-еиҧшым
693,verschieden::A,йилһәтә,Еиуа-еиҧшым
694,nah::A,өөрхн,ааигəа
695,fern::A,хол,ахара
696,linker::A,зүн,арма
697,rechter::A,барун,арҕьа
698,anderer::A,талдан,даҽа
699,anderer::A,талдан,даҽакы
700,erster::A,негдгч,актәи
701,zweiter::A,хойрдгч,аҩбатəи
702,dritter::A,һурвдгч,ахҕатәи
703,letzter::A,отхн,аҵыхəтəантəи
704,allein::ADV,һанцарн,мацара
705,auf einmal::ADV,нег дәкҗ,зныкала
706,auf einmal::ADV,нег дәкҗ,зныкҟьара
707,zusammen::ADV,хамдан,аиц...
708,lange::ADV,удан,акыраамҭа
709,plötzlich::ADV,генткн,иаалырҟьаны
710,sofort::ADV,дарунь,иаразнакҵәҟьа
711,später::ADV,сүүлд,уажəшьҭаншəа
