,Concept_ID,kl,xal
85,Schnee::N,aput,цасн
86,Eis::N,siku,мөсн
87,Frost::N,issi,киитн
88,Frost::N,issik,киитн
89,Kälte::N,issi,киитн
90,Hitze::N,kianneq,халун
91,Hitze::N,kiassuseq,халун
92,Raureif::N,kaneq,цаң
93,Raureif::N,kaneq,кирү
94,Regenbogen::N,neriusaaq,солңһ
95,Donner::N,kalleq,оһтрһун дун
96,Tropfen::N,kuseriarneq,дусал
97,Schaum::N,qapuk,көөсн
98,Schmutz::N,minguk,кир
99,See::N,taseq,нур
100,Sumpf::N,maqulluk,унул
101,Wiese::N,masarsuk,хадлһн
102,Hügel::N,qattuneq,толһа
103,Hügel::N,majuariaq,толһа
104,Hügel::N,majorajaaq,толһа
105,Hügel::N,qaqqannguaq,толһа
106,Berg::N,qaqqaq,уул
107,Höhle::N,qaarusuk,хадин көндә
108,Abhang::N,ippik,ташу
109,Abhang::N,sivinganeq,ташу
110,Abhang::N,sivingajaaq,ташу
111,Abhang::N,kussangajaaq,ташу
112,Bach::N,kuunnguaq,һооҗур
113,Fluss::N,kuuk,һол
114,Ufer::N,sissap sinaa,көвә
115,Küste::N,sineriak,көвә
116,Küste::N,sineriak,теңгсин көвә
117,Meer::N,imaq,теңгс
118,Bucht::N,ikeq,цекә
119,Bucht::N,ikeq,теңгсин цекә
120,Bucht::N,kangerluk,цекә
121,Bucht::N,kangerluk,теңгсин цекә
122,Bucht::N,kangerliumaneq,цекә
123,Bucht::N,kangerliumaneq,теңгсин цекә
124,Insel::N,qeqertaq,арл
125,Blume::N,naasoq,цецг
126,Gras::N,ivigaq,ноһан
127,Wurzel::N,niulutaq,уңг
128,Baum::N,orpik,модн
129,Stamm::N,kanaartaq,шилв
130,Stamm::N,kanaartaq,һол модн
131,Rinde::N,ameraq,көрсн
132,Ast::N,avalequt,ац
133,Zweig::N,avalequt,ац
134,Blatt::N,pilutaq,хамтхасн
135,Birke::N,patitsit,хусм модн
136,Weide[Baum]::N,palleq,удн
137,Tanne::N,orsuerneq,җөөлн цаһан модн
138,Horn::N,nassuk,өвр
139,Feder::N,suluk,өрвлг
140,Fell::N,ameq,арсн
141,Flügel::N,suluk,җивр
142,Flügel::N,isaroq,җивр
143,Klaue::N,kukik,хумсн
144,Kralle::N,kukik,тавг
145,Schwanz::N,pamioq,сүл
146,Schwanz::N,paperuusaq,сүл
147,Ei::N,mannik,өндгн
148,Nest::N,ullut,үр
149,Bau::N,ini,нүкн
150,Tier::N,uumasoq,мал
151,Herde::N,unguukkat,сүрг мал
152,Kuh::N,ussik,үкр
153,Bulle::N,angukulak,бух
154,Bulle::N,anguteralak,бух
155,Bulle::N,angutikulooq,бух
156,Schaf::N,sava,хөн
157,Schwein::N,puuluki,һаха
158,Hund::N,qimmeq,ноха
159,Katze::N,puisaaq,мис
160,Bär::N,allaq,аю
161,Eichhörnchen::N,sissinnguaq,кермн
162,Fuchs::N,terianniaq,арат
163,Hase::N,ukaleq,туула
164,Maus::N,teriannguaq,хулһн
165,Wolf::N,amaroq,чон
166,Vogel::N,timmiaq,шовун
167,Huhn::N,kukkukooq,така
168,Huhn::N,marloraaqaaq,така
169,Hahn::N,kiasiusaq,эр така
170,Gans::N,nerleq,һалун
171,Adler::N,nattoralik,һәрд
172,Eule::N,uppik,һурвлһ
173,Kranich::N,qorlorfik,тоһрун
174,Krähe::N,tuluatsiaq,шаазһа
175,Kuckuck::N,kukkooq,эргин хуцдг
176,Schwan::N,qussuk,хун
177,Fisch::N,aalisagaq,заһсн
178,Schlange[Tier]::N,pulateriarsuk,моһа
179,Schlange[Tier]::N,pulateriaarsuk,моһа
180,Spinne::N,aasiaq,аралҗн
181,Spinne::N,nissavaarsuk,аралҗн
182,Ameise::N,uniaaluk,шорһлҗн
183,Laus::N,kumak,бөөсн
184,Mücke::N,ippernaq,бөкүн
185,Fliege::N,ippernaq,батхн
186,Schmetterling::N,paluaq,эрвәкә
187,Schmetterling::N,pakkaluaq,эрвәкә
188,Schmetterling::N,utsuppaluaq,эрвәкә
189,Schmetterling::N,taqaleqisaaq,эрвәкә
190,Beere::N,paarmaq,бөөлҗрһн
191,Beere::N,paarngaq,бөөлҗрһн
192,Apfel::N,iipili,альмн
193,Pilz::N,anngiusaq,теңгрин ки
194,Zwiebel::N,uanitsoq,мәңгрснә толһа
195,Saat::N,naatsiiassaq,буудян экн
196,Korn::N,maannineq,экн
197,Schale::N,niutsivik,хальсн
198,Schale::N,ilulissaq qaartussaq,хальсн
199,Grube::N,itersaq,нүкн
200,Falle::N,pualavoq,урх
201,Falle::N,pualavoq,хавх
202,Schlinge::N,orseq,бүтү
203,Schlinge::N,norloq,бүтү
204,Spur::N,tumaa,мөр
205,Asche::N,arsat,үмсн
206,Dreck::N,minguk,бальчг
207,Eisen::N,savimineq,төмр
208,Eisen::N,saffiugassaq,төмр
209,Gold::N,kuulti,алтн
210,Silber::N,siilviuvoq,мөңгн
211,Silber::N,siilviuvoq,цаһан мөңгн
212,Kohle::N,aamarsuit aamaruutissat,нүүрсн
213,Glas::N,igalaaq,шил
214,Glas::N,imertarfik,шил
215,Glas::N,igalaamineq,шил
216,Lehm::N,marraq,шавр
217,Sand::N,sioqqat,элсн
218,Mensch::N,inuk,күн
219,Mensch::N,inuk,күмн
220,Mensch::N,silamiu,күн
221,Mensch::N,silamiu,күмн
222,Mann::N,angut,эр
223,Frau::N,arnaq,күүкд күн
224,Kind::N,meeraq,үрн
225,Junge::N,nukappiaraq,көвүн
226,Mädchen::N,arnannguaq,бичкн күүкн
227,Familie::N,ilaqutakka,бүл
228,Familie::N,ilaqutariit,бүл
229,Großvater::N,aatak,өвк эцк
230,Großvater::N,aatak,наһц эцк
231,Großmutter::N,aanaq,эмг эк
232,Großmutter::N,aanaq,наһц эк
233,Eltern::N,angajoqqaat,эк эцк хойр
234,Vater::N,ataata,эцк
235,Vater::N,ataataq,эцк
236,Mutter::N,anaana,эк
237,Sohn::N,erneq,көвүн
238,Tochter::N,panik,күүкн
239,Bruder::N,ani,дү көвүн
240,Bruder::N,aqqaluk,дү көвүн
241,Bruder::N,qatanngut,дү көвүн
242,Schwester::N,naja,эгч
243,Schwester::N,naja,дү күүкн
244,Schwester::N,aleqa,эгч
245,Schwester::N,aleqa,дү күүкн
246,Schwester::N,qatanngut,эгч
247,Schwester::N,qatanngut,дү күүкн
248,Onkel::N,akkak,авһ
249,Onkel::N,akkak,наһцх
250,Tante::N,aja,наһц эгч
251,Tante::N,ajak,наһц эгч
252,Tante::N,atsak,наһц эгч
253,Ehemann::N,ui,залу
254,Ehefrau::N,nuliaq,гергн
255,Freude::N,tipaatsussuseq,байр
256,Gelächter::N,illaq,инәдн
257,Glück::N,usornaat,җирһл
258,Glück::N,usornaat,сәәхн җирһл
259,Glück::N,usornarsuseq,җирһл
260,Glück::N,usornarsuseq,сәәхн җирһл
261,Wunsch::N,kissaat,дурн
262,Lust::N,illigussuseq,җилвтлһн
263,Lust::N,piummaseq,җилвтлһн
264,Geist::N,anerneq,зөрг
265,Geist::N,toornaq,зөрг
266,Gedanke::N,isumassaq,ухан
267,Gedächtnis::N,eqqaamannissuseq,чееҗин тодлвр
268,Verstand::N,isuma,ухан
269,Verstand::N,sianissut,ухан
270,Verstand::N,misigissut,ухан
271,Verstand::N,sianissuseq,ухан
272,Verstand::N,silaqassuseq,ухан
273,Sinn::N,isuma,учр-утх
274,Grund::N,patsit,учр
275,Grund::N,patsit,шалтан
276,Wahrheit::N,sallusuissut,үнн
277,Märchen::N,oqalualaarut,тууль
278,Märchen::N,oqaluasaaq,тууль
279,Erzählung::N,oqaluttuaq,келвр
280,Nachricht::N,oqaassut,медүллһн
281,Nachricht::N,oqqersuut,медүллһн
282,Neuigkeit::N,tusarnartaq,зәңг
283,Name::N,ateq,нерн
284,Rätsel::N,nalorsitsaarut,тәәлвртә тууль
285,Rede::N,oqaluuseq,келлһн
286,Sprache::N,oqaatsit,келн
287,Stimme::N,erinaq,дун
288,Stimme::N,qarluuseq,дун
289,Wort::N,oqaasii,үг
290,Zeichen::N,nalunaaqqut,темдг
291,Ruf::N,qaaqqussut,дуудлһн
292,Lärm::N,perpaluk,шууган
293,Laut::N,torsukattak,ә
294,Ton::N,erinaq,дун
295,Lied::N,taalliaq,дун
296,Lied::N,erinarsuut,дун
297,Ruhe::N,qatsunganeq,амулң
298,Leute::N,inuiak,әмтн
299,Leute::N,inuiaqatigiit,әмтн
300,Volk::N,inuiaat,улс
301,Arbeit::N,suliaq,көдлмш
302,Gast::N,qaaqqusaq,гиич
303,Geschenk::N,pajugut,белг
304,Hilfe::N,annertoqqut,нөкд
305,Freund::N,tiliaq,иньг
306,Freund::N,ikinngut,иньг
307,Kamerad::N,tiliaq,үр
308,Kamerad::N,ikinngut,үр
309,Art::N,ileqquuseq,зүүл
310,Stück::N,nakkaalaniku,хусг
311,Teil::N,tassiaasat,хүв
312,Hälfte::N,affaq,өрәл
313,Kreis::N,kaajaluinneq or kaajaluitsoq,төгрг
314,Kreuz::N,sanningasulik,кирс
315,Linie::N,tittaq,зурасн
316,Linie::N,titarneq,зурасн
317,Abstand::N,aku,зә
318,Abstand::N,ikiaq,зә
319,Entfernung::N,asi,һазр
320,Gegend::N,nuna,һазр
321,Platz::N,ini,зә
322,Platz::N,inissaq,зә
323,Ort::N,sumiiffik,бәәрн
324,Seite::N,saneraq,тал
325,Seite::N,saneraq,хаҗу
326,Seite::N,saneraq,хәврһ
327,Mitte::N,qiteq,дунд
328,Sache::N,pigisaq,юмн
329,Rand::N,sini,зах
330,Rand::N,akerfineq,зах
331,Kante::N,akerfineq,ирмәг
332,Ecke::N,teqeqqoq,өнцг
333,Ecke::N,tikeqqoq,өнцг
334,Spitze::N,inngik,үзүр
335,Ende::N,isu,үзүр
336,Loch::N,putu,хаһрха
337,Winkel::N,teqeqqorissaat,булң
338,Muster::N,ilisserut,намч
339,Größe::N,angissuseq,кемҗән
340,Länge::N,takissuseq,ут
341,Gewicht::N,oqimaalutaq,күнд
342,Gewicht::N,oqimaalutaq,чиңнүр
343,Menge::N,amerlassuseq,ик
344,Haufen::N,eqimattat,ова
345,Reihe::N,allunaasaq,зерг
346,Reihe::N,allunaasaq,зерглән
347,Boot::N,qajaq,оңһц
348,Boot::N,angallat,оңһц
349,Boot::N,umiatsiaq,оңһц
350,Ruder::N,iput,хәәв
351,Schlitten::N,qamutit,цан
352,Schlitten::N,qimusseq,цан
353,Ski::N,ataarut,лыҗ
354,Last::N,nammagaq,күнд
355,Schritt::N,allorneq,ишкм
356,Norden::N,avannaq,ар үзг
357,Süden::N,qava,өмн
358,Süden::N,qava,өмн үзг
359,Süden::N,kujat,өмн
360,Süden::N,kujat,өмн үзг
361,Süden::N,kujataa,өмн
362,Süden::N,kujataa,өмн үзг
363,Westen::N,kitaa,барун
364,Westen::N,kitaa,барун үзг
365,Osten::N,kangi,зүн
366,Osten::N,kangi,зүн үзг
367,Holz::N,qisuk,модн
368,Brett::N,salliligaq,харһа
369,Platte::N,qaateq,хавтха чолун
370,Stütze::N,ajagutaq,тулг
371,Stütze::N,ajaagutaq,тулг
372,Stange::N,kaaviffik,уньн
373,Stock::N,ajaappissat,модн
374,Stab::N,ajaappissat,шуург
375,Rohr::N,sullulik,турва
376,Haus::N,illu,гер
377,Ofen::N,kissarsuut,беш
378,Fußboden::N,nateq,девскр
379,Tisch::N,allattarfik,ширә
380,Stuhl::N,issiavik,стул
381,Stuhl::N,issiaffik,стул
382,Wiege::N,uaasoq,өлгә
383,Wiege::N,uaasoq,дүүҗң
384,Bett::N,nallavik,орн
385,Bett::N,nallavik,орндг
386,Regal::N,ilisivik,таг
387,Regal::N,ilisivik,тәвц
388,Kiste::N,sakissat,яршг
389,Kiste::N,illerfiusaq,яршг
390,Fenster::N,aki,терз
391,Fenster::N,igalaaq,терз
392,Tür::N,matu,үүдн
393,Tor::N,isaaffik,үүдн
394,Tor::N,isaaffik,өргн үүдн
395,Tor::N,isaaffik,хашан үүдн
396,Zaun::N,saputit,хаша
397,Dach::N,qaliaq,деевр
398,Leiter::N,tummeqqat,шат
399,Leiter::N,tummeqqat,давшур
400,Leiter::N,majuartarfiit,шат
401,Leiter::N,majuartarfiit,давшур
402,Besen::N,saligutit,сәвүр
403,Spaten::N,nivaataq,күрз
404,Schaufel::N,nivaataq,совг
405,Gabel::N,qilluaq,серә
406,Gabel::N,ajassaatit,серә
407,Löffel::N,alussaat,ухр
408,Messer::N,savik,утх
409,Nagel::N,kukik,хадасн
410,Netz::N,anguffaseq,гөлм
411,Haken::N,nissik,дегә
412,Haken::N,qarsorsaq,дегә
413,Haken::N,qarsorsartoq,дегә
414,Griff::N,ipi,иш
415,Griff::N,ipi,бәрүл
416,Schloss::N,illussaarsuaq,оньс
417,Bild::N,assiliaq,зург
418,Figur::N,kisitsit,фигур
419,Puppe::N,inuusaq,наадһа
420,Bündel::N,qilertaq,багла
421,Bündel::N,qilertaq,боодһа
422,Tasche::N,pooqattaq,сумк
423,Deckel::N,matu,бүркәсн
424,Geschirr::N,anut,сав
425,Geschirr::N,anut,сав-сарх
426,Tasse::N,tiitorfik,ааһ
427,Tasse::N,tiitorfiup ilorlia,ааһ
428,Topf::N,qoqqoq,кастрюль
429,Kessel::N,uunnaavik,хәәсн
430,Essen::N,igaaq,зоогллһн
431,Nahrung::N,neqissaq,теҗәл
432,Speise::N,nerisassat,хот
433,Fleisch::N,neqi,махн
434,Getreide::N,maannineq,хот болҗ эдлгддг цецгүдтә урһмл
435,Brot::N,iffit,өдмг
436,Brot::N,iffiaq,өдмг
437,Scheibe::N,igalaassiaq,зүсм
438,Fett::N,tarnutissaq,өөкн
439,Fett::N,tarnutissiaq,өөкн
440,Butter::N,punneq,тосн
441,Öl::N,uulia,тосн
442,Salz::N,taratsut,давсн
443,Suppe::N,qajoq,шөлн
444,Honig::N,tungusunnitsuut,бал
445,Milch::N,immuk,үсн
446,Tee::N,tii,цә
447,Tee::N,teeq,цә
448,Wolle::N,nuersagassiaq,утцн
449,Wolle::N,nuersagassiaq,эд
450,Stoff::N,milliaq,эд
451,Stoff::N,qarlissiaq,эд
452,Nadel::N,meqqut,зүн
453,Faden::N,ujalussiaq,утцн
454,Knopf::N,attat,товч
455,Knoten::N,akeroq,зәңгдә
456,Knoten::N,qilerneq,зәңгдә
457,Farbe::N,qalipaat,будг
458,Kleidung::N,atisat,хувцн
459,Kleidung::N,atisat,хувц-хунр
460,Kleidung::N,annoraaq,хувцн
461,Kleidung::N,annoraaq,хувц-хунр
462,Hemd::N,ilupaaq,киилг
463,Kragen::N,qungasiinnaq,зах
464,Ärmel::N,aaq,ханцн
465,Hose::N,qarliit,шалвур
466,Gürtel::N,qiterut,бүс
467,Gürtel::N,unngersaq,бүс
468,Mütze::N,nasaq,махла
469,Schuh::N,skuu,башмгуд
470,Schuh::N,ikernuk,башмгуд
471,Schuh::N,ateraasaq,башмгуд
472,Stiefel::N,kamik,һосн
473,Ring::N,assammiu,билцг
474,Band::N,qilerutissiaq,лент
475,Kamm::N,illaagutit,сам
476,Kamm::N,illaajaatit pl.,сам
477,Spiegel::N,tarrarsuut,толь
478,Riemen::N,allunaaq,бүс
479,Schnur::N,kujaaq,деесн
480,Schnur::N,allunaasaq,деесн
481,Leine::N,aleq,бурнтг
482,Leine::N,aleq,нохан көтлвр
483,Decke::N,qipik,көнҗл
484,Kissen::N,akit,дер
485,Tuch::N,qarlissiaq,альчур
486,Handtuch::N,allarut,полотенц
487,Handtuch::N,allarut,һар-нүүрин альчур
488,Handtuch::N,allarterut,полотенц
489,Handtuch::N,allarterut,һар-нүүрин альчур
490,Kraft::N,pissak,күчн
491,Stärke::N,qerattarsaat,чидл
492,Gesundheit::N,peqqisusseq,эрүл-менд
493,Krankheit::N,nappaat,өвчн
494,Schmerz::N,anniaat,өвдлһн
495,Wunde::N,iki,шав
496,Fieber::N,nappaat qanimanartoq,безг
497,Arznei::N,imigassaq,эм
498,Brücke::N,ikaartarfik,тагт
499,Brunnen::N,tissaluttuliaq,худг
500,Weide::N,masarsuk,малын идг
501,Pfad::N,aqqut,цувг
502,Weg::N,aggerfik,хаалһ
503,Straße::N,aqqusineq,зам
504,Dorf::N,nunaqarfik,хотн
505,Stadt::N,illorpaat,балһсн
506,Stadt::N,illorpalik,балһсн
507,Brief::N,allagarsiaq,бичг
508,Buch::N,atuakkat,дегтр
509,Buch::N,mappersagaq,дегтр
510,Buchstabe::N,naqinneq,үзг
511,Zeitung::N,aviisi,газет
512,Leben::N,inuussuseq,җирһл
513,Tod::N,toqu,үкл
514,Tod::N,toqu,өңгрлһн
515,Tod::N,toquneq,үкл
516,Tod::N,toquneq,өңгрлһн
517,Grab::N,iliveq,оршалһна нүкн
518,Grab::N,illissat,оршалһна нүкн
519,Kirche::N,oqaluffik,чонҗ
520,Sünde::N,ajorti,нүл
521,Sünde::N,ajorti,килнц
522,Arbeiter::N,sulisoq,көдлмшч
523,Chef::N,ittoqut,толһач
524,Meister::N,naalagaq,урн
525,Arzt::N,katsorsaasoq,эмч
526,Lehrer::N,ilinniartitsisoq,багш
527,Geld::N,aningaasat,мөңгн
528,Geschäft::N,niuertarfik,көдлмш
529,Laden::N,niuertarfik,лавк
530,Preis::N,aki,үн
531,Ware::N,qaliata pii,эд-тавр
532,Ware::N,nioqqutissaq,эд-тавр
533,Nutzen::N,iluaqut,олз
534,Welt::N,nunarsuaq,орчлң
535,Welt::N,nunarsuaq,делкә
536,Land::N,nuna,орн-нутг
537,König::N,kunngi,хан
538,Macht::N,pissaassuseq,йосн
539,Grenze::N,killik,меҗә
540,Krieg::N,sorsunneq,дән
541,Feind::N,akeraq,дәәсн
542,Feind::N,akerartorti,дәәсн
543,Feind::N,qinngarsuisoq,дәәсн
544,Kampf::N,sorsunneq,ноолдан
545,Kampf::N,sorsunneq,бәрлдлһн
546,Pfeil::N,qalugiusaq,сумн
547,Gewehr::N,aallaat,бу
548,Fehler::N,kukkuneq,алдг
549,Fehler::N,paarlaappaa,алдг
550,Unglück::N,perluut,гүрм
551,Schuld::N,akiitsugaq,гем
552,Schuld::N,akiitsugaq,буру
553,Schuld::N,akiligassaq,гем
554,Schuld::N,akiligassaq,буру
555,Alter::N,utoqqaq,насн
556,Schluss::N,isu,чилгч
557,Zeit::N,ulloq,цаг
558,Zeit::N,akuttoqatigiinneq,цаг
559,Tag::N,ulloq,өдр
560,Morgen::N,ullaaq,өрүн
561,Mittag::N,ulloqeqqa,үд
562,Abend::N,unnuk,асхн
563,Nacht::N,unnuaq,сө
564,Woche::N,sapaatip akunnera,долан хонг
565,Monat::N,qaammat,сар
566,Jahr::N,ukioq,җил
567,Frühling::N,upernaaq,хавр
568,Sommer::N,aasaq,зун
569,Herbst::N,ukiaq,намр
570,Winter::N,ukioq,үвл
571,Januar::N,siulleeq,январь
572,Januar::N,qaammaliaq,январь
573,Februar::N,aarlaat,февраль
574,März::N,marsi,март
575,März::N,marsi,моһа сар
576,März::N,martsi,март
577,März::N,martsi,моһа сар
578,Mai::N,maaji,май
579,Juni::N,juuni,июнь
580,Juni::N,juuni,мөчн сар
581,Juli::N,juuli,июль
582,August::N,aggusti,август
583,September::N,septembari,һаха сар
584,Oktober::N,oktobari,октябрь
585,November::N,novembari,ноябрь
586,November::N,novembari,үкр сар
587,Dezember::N,detsembari,бар сар
588,Montag::N,ataasinngortoq,понедельник
589,Dienstag::N,marlunngorneq,вторник
590,Mittwoch::N,pingasunngorneq,среда
591,Mittwoch::N,pingasunngorneq,үлмҗ өдр
592,Donnerstag::N,sisamanngorneq,четверг
593,Donnerstag::N,sisamanngorneq,пүрвә өдр
594,Freitag::N,tallimanngorneq,пятниц
595,Samstag::N,arfininngorneq,суббот
596,Sonntag::N,sapaat,нарн өдр
597,Sonntag::N,sapaat,воскресень
598,Sonntag::N,sapaati,нарн өдр
599,Sonntag::N,sapaati,воскресень
600,groß::A,angivoq,ик
601,klein::A,mikivoq,бичкн
602,lang::A,takisooq,ут
603,kurz::A,naatsoq,оһтр
604,breit::A,silippoq,өргн
605,schmal::A,amitsoq,уутьхн
606,dicht::A,torsusooq,нигт
607,dick[Gegenstand]::A,issuvoq,зузан
608,dick[Gegenstand]::A,issusooq,зузан
609,dünn::A,amitsoq,нимгн
610,fein::A,mamarpoq,нәрхн
611,fest::A,tangeqarpoq,бат
612,flach::A,nalimmappoq,хавтха
613,glatt::A,quasak,тегш
614,glatt::A,quasak,тиньгр
615,hart::A,mattusooq,хату
616,hart::A,manngerpoq,хату
617,hart::A,titeqquluppoq,хату
618,weich::A,nerumaarpoq,җөөлн
619,weich::A,nerumaarpoq,җөөлкн
620,rund::A,ammallorippoq,төгрг
621,spitz::A,qummukujooq,шовһр
622,scharf::A,ipippoq,хурц
623,stumpf::A,anngerpoq,мука
624,schwer::A,oqimaappoq,күнд
625,schön::A,kusanarpoq,сәәхн
626,heiß::A,kiappoq,халун
627,warm::A,oqorpoq,дулан
628,kalt::A,issippoq,киитн
629,kühl::A,pueqqortippoq,серүн
630,feucht::A,isugutavoq,чиигтә
631,feucht::A,qaasernarpoq,чиигтә
632,nass::A,imerorpoq,чиигтә
633,trocken::A,panerpoq,хагсу
634,voll::A,ulikkaarpoq,дүүрң
635,leer::A,imaattuarpoq,сул
636,leer::A,imaattuarpoq,хоосн
637,offen::A,ammavoq,секәтә
638,geschlossen::A,matuvoq,хаалһата
639,sauber::A,eqqippoq,цевр
640,sauber::A,sukuluippoq,цевр
641,sauber::A,ipeqanngilaq,цевр
642,schmutzig::A,tapappoq,киртә
643,schmutzig::A,minguppoq,киртә
644,roh::A,aapavoq,түүкә
645,reif::A,qaarulerpoq,болсн
646,süß::A,tungusunnippoq,әмтәхн
647,bitter::A,qasilippoq,һашун
648,bitter::A,qasilippoq,һашута
649,hell::A,qaamavoq,герлтә
650,dunkel::A,qernerpoq,харңһу
651,schwarz::A,qernerpoq,хар
652,weiß::A,qaqorpoq,цаһан
653,rot::A,aappaluppoq,улан
654,gelb::A,sungaarpoq,шар
655,blau::A,tungujorpoq,көк
656,grün::A,qorsooqqippoq,көк
657,grau::A,qaserpoq,бор
658,billig::A,akikippoq,кимд
659,wertvoll::A,erlinnarpoq,үнтә
660,wertvoll::A,erlinnarpoq,эрднь
661,blind::A,tappiippoq,сохр
662,blind::A,isigisaqanngilaq,сохр
663,taub::A,tusilarpoq,дүлә
664,kräftig::A,pissaq,күчтә
665,kräftig::A,pissarsuaq,күчтә
666,stark::A,sanngivoq,чаңһ
667,schwach::A,nakuippoq,күчн тату
668,fett::A,pualavoq,тарһн
669,schlank::A,tuappoq,эццн
670,hübsch::A,aatsialaq,көркхн
671,böse::A,ajorpoq,уурта
672,dumm::A,taqajak,тенг
673,dumm::A,sikkilluppoq,тенг
674,dumm::A,qaatusimasaqanngilaq,тенг
675,faul::A,eqiasuppoq,залху
676,faul::A,eqiattortuvoq,залху
677,fleißig::A,eqiasuippoq,кинән
678,fleißig::A,eqiasuippoq,кинмһә
679,geizig::A,iasilaarpoq,ховдг
680,geizig::A,tukkuippoq,ховдг
681,klug::A,mallak,ухата
682,klug::A,ittanneq,ухата
683,klug::A,kutaappoq,ухата
684,klug::A,kuttaappoq,ухата
685,klug::A,qarasagippoq,ухата
686,lieb::A,akisooq,эңкр
687,lustig::A,piikulavoq,сергмҗтә
688,lustig::A,piikulavoq,җирһлтә
689,sanft::A,isumagippoq,номһн
690,hungrig::A,kaappoq,өлн
691,hungrig::A,kaappoq,харһнсн
692,hungrig::A,perlilerpoq,өлн
693,hungrig::A,perlilerpoq,харһнсн
694,krank::A,napparsimavoq,өвчтә
695,krank::A,napparsimavoq,шалтгта
696,traurig::A,aliasuppoq,һундлта
697,lebendig::A,uumavoq,әмд
698,gut::A,ajunngilaq,сән
699,schlecht::A,sualuppoq,му
700,richtig::A,iluarpoq,зөвтә
701,schlimm::A,amiilaarnarpoq,җигшүртә
702,wahr::A,ilumoorpoq,үнн
703,wahr::A,ilumoorpoq,мөн
704,alt::A,pisoqaq,хуучн
705,neu::A,nutaavoq,шин
706,alt[Lebewesen]::A,utoqqaq,көгшн
707,jung::A,inuusuppoq,баһ
708,jung::A,kingulliarsuk,баһ
709,arm::A,piillasoq,угатя
710,arm::A,piitsuuvoq,угатя
711,reich::A,pisuuvoq,байн
712,berühmt::A,tusaamasaq,туурсн
713,fremd::A,ajasoornarpoq,күүнә
714,verschieden::A,allatut,әдл биш
715,verschieden::A,allatut,йилһәтә
716,verschieden::A,tamalaat,әдл биш
717,verschieden::A,tamalaat,йилһәтә
718,nah::A,qanippoq,өөрхн
719,fern::A,ungasippoq,хол
