,Concept_ID,ab,lbe
192,Zwiebel::N,аџьымшьы,лаччул чсмусул бакӏ
193,Zwiebel::N,аџьымшьхы,лаччул чсмусул бакӏ
194,Saat::N,ажəла,гьанна
195,Korn::N,арыц,къама
196,Heu::N,аҭəа,ххулув
197,Schale::N,ацəа,ккиртту
198,Grube::N,ажра,кӏаланг
199,Grube::N,атыша,кӏаланг
200,Falle::N,арыҧҟьа,къатӏа
201,Schlinge::N,аҟəараҟəантə,хӏатӏ
202,Spur::N,ашьҭа,ша
203,Asche::N,ахəа,лах
204,Dreck::N,аҳəынҵəа,кьяркьи
205,Dreck::N,аҳəынҵəа,венп
206,Dreck::N,аҟьамсар,кьяркьи
207,Dreck::N,аҟьамсар,венп
208,Eisen::N,аиха,мах
209,Gold::N,ахьы,муси
210,Silber::N,аразны,арцу
211,Kohle::N,арацəа,кӏалаш
212,Kohle::N,арацəа,хъуручӏ
213,Glas::N,асаркьа,пюрун
214,Lehm::N,анышəаҧшь,сина аьрщи
215,Sand::N,аҧслымӡ,къун
216,Mensch::N,ауаҩы,инсан
217,Mann::N,ахаҵа,чув
218,Mann::N,ахаҵа,адимина
219,Frau::N,аҧҳəыс,щарсса
220,Frau::N,аҧҳəыс,хъамитайпа
221,Kind::N,ахəыҷы,чӏиви оьрчӏ
222,Junge::N,аҷкəын,оьрчӏ
223,Junge::N,аҷкəын,бурхьин оьрчӏ
224,Junge::N,ахаҵарҧыс,оьрчӏ
225,Junge::N,ахаҵарҧыс,бурхьин оьрчӏ
226,Mädchen::N,аӡӷаб,душ
227,Familie::N,аҭаацəа,кулпат
228,Großvater::N,абду,ттатта
229,Großvater::N,абду,ниттил ппу
230,Großmutter::N,анду,буттал нину
231,Eltern::N,ани аби,нину-ппу
232,Vater::N,аб,ппу
233,Mutter::N,ан,нину
234,Sohn::N,аҧа,арс
235,Tochter::N,аҧҳа,душ
236,Bruder::N,аиашьа,уссу
237,Schwester::N,Аҳəшьа,ссу
238,Onkel::N,абиашьа,буттауссу
239,Onkel::N,аншьа,буттауссу
240,Tante::N,абиаҳəшьа,буттал ссу
241,Ehemann::N,ахаҵа,лас
242,Ehemann::N,аҧшəма,лас
243,Ehefrau::N,аҧҳəыс,щар
244,Ehefrau::N,аҧҳəыс,щарсса
245,Freude::N,агəырӷьара,шадшиву
246,Freude::N,агəырӷьара,ххаришиву
247,Gelächter::N,ачча,хъяхъаву
248,Gelächter::N,аччара,хъяхъаву
249,Glück::N,аразҟы,талихӏ
250,Kummer::N,агəырҩа,дард
251,Wunsch::N,агəхəтəы,мурад
252,Wunsch::N,аҭахра,мурад
253,Lust::N,агəазыҳəара,гьавас
254,Lust::N,агəазыҳəара,ччаву
255,Geist::N,аҧсы,рухӏ
256,Gedanke::N,ахəыцырҭа,пикри
257,Gedächtnis::N,агəынкылара,дакӏний личӏаву
258,Verstand::N,ахшыҩ,аькьлу
259,Sinn::N,аҵакы,мяъна
260,Grund::N,амзыз,багьана
261,Wahrheit::N,аиаша,тӏайламур
262,Wahrheit::N,аиаша,хӏакьмур
263,Gespräch::N,аиҿцәажәара,ихтилат
264,Märchen::N,алакə,магьа
265,Erzählung::N,ажәабжь,хавар
266,Nachricht::N,адырраҭара,хавар
267,Neuigkeit::N,ажәабжь ҿыц,хавар
268,Name::N,ахьӡ,цӏа
269,Rätsel::N,ацуфара,ссигьа
270,Rede::N,ажәа,гъалгъа
271,Sprache::N,абызшəа,маз
272,Stimme::N,абжьы,чӏу
273,Stimme::N,абжьы,чӏукӏа
274,Wort::N,ажәа,махъ
275,Zeichen::N,адырга,лишан
276,Ruf::N,аҿҭы,
277,Lärm::N,ашьҭыбжь,чӏу
278,Laut::N,ашьҭыбжь,чӏу
279,Ton::N,атон,чӏу
280,Lied::N,ашəа,балай
281,Ruhe::N,аҭынчра,дигьалагру
282,Leute::N,ауаа,инсантал
283,Volk::N,ажəлар,ил
284,Volk::N,ажəлар,халкь
285,Arbeit::N,аусура,заву
286,Gast::N,асас,хъамаличу
287,Geschenk::N,аҳамҭа,бухчакарши
288,Geschenk::N,аҳамҭа,лажинккакку
289,Geschenk::N,аҿанҵа,бухчакарши
290,Geschenk::N,аҿанҵа,лажинккакку
291,Spiel::N,ахəмарра,тӏуркӏу
292,Gesellschaft::N,агəыҧ,жямат
293,Gesellschaft::N,агəыҧ,ккуран
294,Hilfe::N,ацхыраара,кумаг
295,Freund::N,аҩыза,дус
296,Kamerad::N,Аҧхнагьла,хӏаласу
297,Angelegenheit::N,аус,иш
298,Anzahl::N,ахыҧхьаӡара,аьдад
299,Art::N,ахкы,жинс
300,Stück::N,аҽыҭ,касак
301,Teil::N,ахəҭа,бутӏа
302,Hälfte::N,абжа,дачӏи
303,Kreis::N,агьагьа,кюрщан
304,Kreuz::N,аџьар,ххач
305,Linie::N,аицтәар,щва
306,Strich::N,ацəаҳəа,щва
307,Abstand::N,абжьара,манзил
308,Entfernung::N,абжьара,манзил
309,Gegend::N,аҭыҧ,кӏану
310,Platz::N,аҭыҧ,
311,Ort::N,аҭыҧ,кӏану
312,Seite::N,аган,чул
313,Seite::N,аган,чулухалу
314,Mitte::N,агəҭа,дя
315,Gegenstand::N,амаҭəар,зат
316,Rand::N,аҵкар,зума
317,Kante::N,авардым,
318,Ecke::N,акəакь,мурцӏу
319,Spitze::N,аҧынҵа,мицӏ
320,Ende::N,анаӡара,зума
321,Loch::N,акылҵəара,ккутӏ
322,Winkel::N,агҿаҩра,мурцӏу
323,Winkel::N,акəындхə,мурцӏу
324,Winkel::N,акəакь,мурцӏу
325,Muster::N,аҟҟа,накьич
326,Größe::N,изаҟароу,
327,Länge::N,аура,лахъишиву
328,Höhe::N,агылара,лахъшиву
329,Gewicht::N,акапан,дуццин
330,Gewicht::N,акапан,кӏушиву
331,Haufen::N,ачаҟəа,бакӏу
332,Reihe::N,ацəаҳəа,кьюкьа
333,Boot::N,анышь,луткка
334,Ruder::N,ажəҩа,весло
335,Ruder::N,ажəҩа,чӏатӏа
336,Schlitten::N,ашəаҩауардын,чана
337,Schlitten::N,ашəаҩауардын,санкка
338,Ski::N,ашəаҩа,лижарду
339,Ski::N,ашьахаха,лижарду
340,Lagerfeuer::N,еиқуу амца,къавтӏн
341,Last::N,ахьанҭара,гьиву
342,Gang::N,аныҟəара,нанаву
343,Schritt::N,ашьаҿа,ша
344,Norden::N,аҩада,ухссав
345,Norden::N,аҩада,ухссавнил чулухалу
346,Süden::N,алада,кьилва
347,Westen::N,амраҭашəара,баргълагавал
348,Westen::N,амраҭашəара,баргълагавал чул
349,Osten::N,амрагылара,баргъбуккай чулухалу
350,Holz::N,амҿымаҭəахə,тӏама
351,Brett::N,аӷəы,тахта
352,Platte::N,ахаҳәцәы,гъуни
353,Stütze::N,аҵаргəа,гьалакӏу
354,Stütze::N,агəышьаҟа,гьалакӏу
355,Stange::N,акьат,къазихъ
356,Stock::N,алаба,ттархь
357,Stab::N,акьат,ччантӏакъу
358,Rohr::N,абыкь,бургъу
359,Haus::N,аҩны,къатта
360,Heim::N,аҭаацəа,къатта
361,Ofen::N,аҳақə,пач
362,Ofen::N,ауаџьаҟ,пач
363,Ofen::N,афрына,пач
364,Fußboden::N,адашьма,чӏанкъатта
365,Tisch::N,аишәа,усттул
366,Stuhl::N,аҟəардə,кӏану
367,Wiege::N,агара,оьрчӏал кӏану
368,Bett::N,акаруаҭ,тах
369,Regal::N,акыӷəра,чӏаму
370,Kiste::N,аидчаҧала,яшикӏ
371,Kiste::N,аидчаҧала,къурши
372,Fenster::N,аҧенџьыр,чӏавахьулу
373,Tür::N,ашə,нуз
374,Tür::N,ашə,нузкьун
375,Tor::N,агəашə,къапу
376,Tor::N,агəашə,дарваза
377,Zaun::N,аанда,дайгьузанну
378,Dach::N,ахыб,магъи
379,Dach::N,ахыб,цӏиялу
380,Leiter::N,амардуан,чуртту
381,Besen::N,аҧссага,чӏатлу
382,Spaten::N,ажыга,бил
383,Schaufel::N,аҭəарӷəы,чӏатӏа
384,Gabel::N,ачқьыҧ,гьиссилу
385,Löffel::N,амҳаҵə,къуса
386,Messer::N,аҳəызба,чӏила
387,Nagel::N,аҵəымӷ,мяр
388,Netz::N,акаҭа,къери
389,Haken::N,аҵəаҳə,къича
390,Griff::N,амаа,куяму
391,Schloss::N,асаҧаҭ,кьункьула
392,Bild::N,асахьа,сурат
393,Figur::N,афигура,
394,Puppe::N,акьанџьа,ссихьу
395,Beutel::N,асакь,чантай
396,Bündel::N,аҿаҳəара,гьи
397,Bündel::N,аҿаҳəара,къар
398,Tasche::N,арҭмаҟ,
399,Eimer::N,аведра,бадра
400,Deckel::N,ахҩа,къапаза
401,Geschirr::N,ачысмаҭəа,пюрунчӏул
402,Geschirr::N,ачысмаҭəа,тӏахӏникӏичӏу
403,Sack::N,асакь,къап
404,Sack::N,асакь,дарваг
405,Tasse::N,аҵəца,пижан
406,Tasse::N,аҵəца,пинжан
407,Tasse::N,аҵəца,инкираччатӏи
408,Tasse::N,аҵəца,цинцилттал бушкъап
409,Topf::N,акаструлиа,кӏункӏур
410,Kessel::N,ачуан,чаг
411,Kessel::N,ачуан,кӏункӏур
412,Nahrung::N,афатə,дукра
413,Speise::N,афатə,дукра
414,Fleisch::N,акəац,дикӏ
415,Getreide::N,ачакуа,къама
416,Brei::N,ақашь,ккурч
417,Brot::N,ача,ччатӏ
418,Scheibe::N,аҽыҭ,парча
419,Scheibe::N,аҿаҵа,парча
420,Fett::N,ашша,аьгъушиву
421,Butter::N,ахəша,нагь
422,Butter::N,ахəша,лагаву
423,Öl::N,азеҭ,
424,Salz::N,аџьыка,цӏву
425,Suppe::N,асуҧ,накь
426,Honig::N,ацха,ницӏ
427,Milch::N,ахш,накӏ
428,Tee::N,ачаи,чяй
429,Leder::N,ацəа,бурчу
430,Wolle::N,аласа,ппал
431,Stoff::N,Аба,янна
432,Nadel::N,агəыр,ххалаххи
433,Faden::N,арахəыц,ххал
434,Knopf::N,аҳəынҵəра,банд
435,Knoten::N,аиқəҳəала,къурхъ
436,Farbe::N,ашəыга,сир
437,Kleidung::N,амаҭəа,янна
438,Kleidung::N,амаҭəа,лаххия
439,Hemd::N,акьаҿ,гьухъа
440,Kragen::N,ахəда,дарвач
441,Ärmel::N,амаӷра,кахха
442,Hose::N,аиқəа,хӏажак
443,Gürtel::N,амаҟа,мухӏлу
444,Mütze::N,ахылҧа,кьяпа
445,Schuh::N,аимаа,
446,Stiefel::N,амагə,чакма
447,Ring::N,амацəаз,кӏисса
448,Band::N,алента,линт
449,Kamm::N,ахҳəа,ттарал
450,Spiegel::N,асаркьа,дагьани
451,Riemen::N,аа,эн
452,Schnur::N,ашаха,хьхьа
453,Leine::N,аҕура,
454,Decke::N,ахыза,виргъан
455,Kissen::N,ахчы,кӏаралу
456,Tuch::N,акасы,карщи
457,Handtuch::N,ампахьшьы,калихьу
458,Handtuch::N,ампахьшьы,лажинлихьу
459,Kraft::N,амч,эллаж
460,Stärke::N,амч,гуж
461,Gesundheit::N,агəабзиара,цӏуллу-сагъшиву
462,Krankheit::N,ачымазара,къашайшиву
463,Schmerz::N,ахьаа,къюву
464,Wunde::N,ахəра,щаву
465,Fieber::N,ашоура,кӏиришиву
466,Arznei::N,ахəшə,дару
467,Brücke::N,ацҳа,ламу
468,Brunnen::N,аҵыџь,къуй
469,Weide::N,аҳəырҭа,бизантту
470,Pfad::N,амхəасҭа,жегъир ххуллу
471,Weg::N,амҩа,ххуллу
472,Straße::N,амҩа,ххуллу
473,Dorf::N,ақыҭа,щар
474,Dorf::N,ақыҭа,шяравалу
475,Stadt::N,ақалақь,шагьру
476,Brief::N,ашəҟəы,чагъар
477,Buch::N,ашəҟəы,лу
478,Buchstabe::N,анбан,хӏарп
479,Zeitung::N,агазеҭ,кказит
480,Leben::N,аҧсҭазаара,оьрму
481,Tod::N,аҧсра,ажал
482,Tod::N,аҧсра,бивкӏу
483,Tod::N,аҧсра,ивчӏаву
484,Grab::N,анышəынҭра,гьав
485,Kirche::N,ауахəама,килиса
486,Sünde::N,агəнаҳа,бунагъ
487,Gott::N,анцəа,зал
488,Arbeiter::N,аусуҩ,зузала
489,Chef::N,Аиҳабы,ялувма
490,Meister::N,аҟаза,усттар
491,Arzt::N,аҳақьым,хӏакин
492,Lehrer::N,арҵаҩы,учитель
493,Geld::N,аҧара,арцу
494,Laden::N,амагазин,ттучан
495,Preis::N,ахə,багъа
496,Ware::N,атауар,хъус
497,Nutzen::N,ақьар,хайр
498,Nutzen::N,ақьар,мюнпат
499,Reichtum::N,абеиара,давлат
500,Reichtum::N,абеиара,аваданшиву
501,Welt::N,адунеи,дуниял
502,Land::N,атəыла,билаят
503,Staat::N,аҳəынҭқарра,паччахӏлугъ
504,König::N,акрал,
505,Macht::N,амчра,власть
506,Grenze::N,аҳəаа,дазу
507,Krieg::N,аибашьра,дяъви
508,Feind::N,Аҕа,душман
509,Gewalt::N,ақəымчра,къия
510,Kampf::N,ақəҧара,лачӏуи уккаву
511,Bogen[Waffe]::N,ахыц,ккуртта
512,Pfeil::N,ахəымпал,чӏатӏаракӏ
513,Gewehr::N,ашəақь,ттупанг
514,Fehler::N,агха,гъалатӏ
515,Lüge::N,амц,щялмахъ
516,Schaden::N,аҧырхага,зарал
517,Unglück::N,арыцҳара,бала
518,Schuld::N,ахара,тахсир
519,Alter::N,ақəра,оьрму
520,Schluss::N,анҵəамҭа,ахир
521,Zeit::N,аамта,чӏун
522,Tag::N,амш,кьини
523,Morgen::N,ашара,кӏюрх
524,Morgen::N,ашьыбжь,кӏюрх
525,Mittag::N,шьыбжьон,ахттайн
526,Mittag::N,шьыбжьон,дяахттайн
527,Mittag::N,шьыбжьон,ахттайн чӏун
528,Abend::N,ахəылҧаз,маркӏачӏан
529,Abend::N,ахəлбыҽха,маркӏачӏан
530,Nacht::N,аҵх,хьхьу
531,Woche::N,амчыбжь,нюжмар
532,Frühling::N,ааҕын,инт
533,Sommer::N,аҧхын,гъи
534,Herbst::N,ҭагалан,ссут
535,Herbst::N,хкаарачан,ссут
536,Winter::N,аӡын,кӏи
537,Januar::N,ианвар,цалчинмур барз
538,Februar::N,февраль,кӏилчинмур барз
539,März::N,март,шамилчинмур барз
540,April::N,апрель,апрель
541,April::N,апрель,мукьилчинмур барз
542,Mai::N,маи,май
543,Mai::N,маи,ххюлчинмур барз
544,Juni::N,иуун,июнь
545,Juni::N,иуун,ряххилчинмур барз
546,Juli::N,иууль,июль
547,Juli::N,иууль,Арулчинмур барз
548,August::N,август,мяйлчинмур барз
549,September::N,сентиабр,урчӏилчинмур барз
550,Oktober::N,октиабр,ацӏилчинмур барз
551,November::N,ноиабр,ацӏния цалчинмур барз
552,Dezember::N,декабр,ацӏния кӏилчинмур барз
553,Montag::N,ашəахьа,итин
554,Montag::N,ашəахьа,итин кьини
555,Dienstag::N,аҩаша,тталат
556,Dienstag::N,аҩаша,тталат кьини
557,Mittwoch::N,ахаша,арвахӏ
558,Donnerstag::N,аҧшьаша,хамис
559,Freitag::N,ахəаша,нюжмар
560,Freitag::N,ахəаша,нюжмар кьини
561,Samstag::N,асабша,ххуллун
562,Samstag::N,асабша,ххуллун кьини
563,Sonntag::N,амҽыша,алхӏат
564,Sonntag::N,амҽыша,алхӏат кьини
565,groß::A,аду,бугъарасса
566,klein::A,амаҷ,чӏивисса
567,lang::A,ахəхəа,лахъисса
568,kurz::A,акьаҿ,кутӏасса
569,breit::A,аиужь,уттасса
570,breit::A,аиҵых,уттасса
571,schmal::A,аҭшəа,уттакӏюласса
572,dicht::A,аилач,ццунсса
573,dick[Gegenstand]::A,ажəпа,ганзсса
574,fein::A,апа,
575,fein::A,аҵаӷа,
576,fein::A,аӡа,
577,fest::A,аҟаца,цӏакьсса
578,fest::A,аҟаца,кьянкьасса
579,fest::A,аӷəӷəаҟаца,цӏакьсса
580,fest::A,аӷəӷəаҟаца,кьянкьасса
581,flach::A,ақəаҟьа,баягъисса
582,flach::A,ақəаҟьа,цӏубакъасса
583,flach::A,ақəаҟьа,куртӏ дакъасса
584,flach::A,аҧаҟьа,баягъисса
585,flach::A,аҧаҟьа,цӏубакъасса
586,flach::A,аҧаҟьа,куртӏ дакъасса
587,glatt::A,аимаҩзы,дюрчӏусса
588,hart::A,акьакьа,кьянкьасса
589,weich::A,атата,кӏукӏлусса
590,rund::A,акəмпыл,ккурккисса
591,spitz::A,аҵар,ярксса
592,spitz::A,аҵар,дайлсса
593,spitz::A,аҵар,мицӏ бусса
594,scharf::A,аҵар,ярксса
595,scharf::A,аҵар,дайлсса
596,scharf::A,аҵар,мицӏ бусса
597,stumpf::A,ацагə,къуркъасса
598,schwer::A,ахьанҭа,кӏусса
599,schön::A,аҧшӡа,аьнтӏикӏасса
600,heiß::A,ашы,кӏирисса
601,warm::A,аҧха,гъелисса
602,kalt::A,ахьшəашəа,дяркъусса
603,kühl::A,ахьшəашəа,дюхлулсса
604,kühl::A,ицәыхьшәашәоу,дюхлулсса
605,frisch::A,цқьа,цӏусса
606,feucht::A,ацəаак,атилсса
607,feucht::A,ацəаак,хъавтусса
608,nass::A,абааӡа,атилсса
609,nass::A,абааӡа,хъавтусса
610,trocken::A,Аба,кьавкьсса
611,trocken::A,Аба,кьакьан бувсса
612,trocken::A,аҩа,кьавкьсса
613,trocken::A,аҩа,кьакьан бувсса
614,voll::A,азна,бувцӏусса
615,leer::A,аҭацəы,бачӏвасса
616,offen::A,аарта,тӏивтӏусса
617,geschlossen::A,ихҩоу,лавкьусса
618,geschlossen::A,иаркыу,лавкьусса
619,sauber::A,ацқьа,марцӏсса
620,schmutzig::A,аҟьашь,чапалсса
621,reif::A,Арҭ,дирсса
622,reif::A,аҟала,дирсса
623,reif::A,иҟалахьоу,дирсса
624,lecker::A,ахаа,нахӏусса
625,lecker::A,ахаа,тӏааьнсса
626,süß::A,азла,нацӏусса
627,bitter::A,аша,кьурчӏисса
628,sauer::A,аҵəҵəы,туршсса
629,hell::A,алаша,чаннасса
630,dunkel::A,алашьца,цӏансса
631,schwarz::A,аиқуаҵәа,лухӏисса
632,weiß::A,ашкəакəа,кӏяласса
633,rot::A,аҟаҧшь,ятӏулсса
634,gelb::A,аҩеижь,хъахъисса
635,blau::A,аҽҵәа,някӏсса
636,grün::A,ашьацҧшҭəала,щюлисса
637,grün::A,аеҵəа,щюлисса
638,grau::A,ацəыш,оьрусса
639,bunt::A,Аилыҕраа,оьрчӏикӏурисса
640,bunt::A,аҕраҷкəын,оьрчӏикӏурисса
641,billig::A,амариа,кьювкьусса
642,teuer::A,амҩан,ххирасса
643,wertvoll::A,кыр иаҕсоу,багьасса
644,wertvoll::A,акыр иаҕсоу,багьасса
645,blind::A,алашə,мурчӏисса
646,taub::A,адагəа,къюкӏсса
647,kräftig::A,аӷəӷəа,гужсса
648,stark::A,абаҟа,кьянкьасса
649,schwach::A,акəада,заэвсса
650,fett::A,аҧсыла,бучсса
651,schlank::A,акала,бювхъусса
652,schlank::A,акьалантар,бювхъусса
653,schlank::A,аиҿартə,бювхъусса
654,hübsch::A,аҧшӡа,янусса
655,böse::A,абааҧсы,оьсса
656,dumm::A,агаӡа,ахӏмакьсса
657,faul::A,аашьа,танмалсса
658,faul::A,аашьа,курчӏилсса
659,fleißig::A,иҟубҷоу,хӏарачат бусса
660,geizig::A,акы,янттарцӏансса
661,geizig::A,акаҷбеи,янттарцӏансса
662,geizig::A,аҟəџьыр,янттарцӏансса
663,klug::A,аҟəыш,аькьлу бусса
664,klug::A,аҟəыӷа,аькьлу бусса
665,geschickt::A,напҟазала,паргалсса
666,lieb::A,алашара,аьзизсса
667,lustig::A,алах-ҿых,тяхъасса
668,lustig::A,игурҕьаччо,тяхъасса
669,lustig::A,агурҕьа,тяхъасса
