,Concept_ID,av,sq
68,Wasser::N,лъим,ujë
69,Stein::N,гьецӏо,gur
70,Boden::N,ракь,tokë
71,Boden::N,ракь,truall
72,Erde::N,ракь,dhe
73,Erde::N,ракь,baltë
74,Erde::N,дуниял,dhe
75,Erde::N,дуниял,baltë
76,Staub::N,хӏур,pluhur
77,Rauch::N,кӏкӏуй,tym
78,Feuer::N,цӏа,zjarr
79,Licht::N,канлъи,dritë
80,Schatten::N,рагӏад,hije
81,Wetter::N,гьава-бакъ,mot
82,Nebel::N,гӏодобнакӏкӏ,mjegull
83,Wolke::N,накӏкӏ,re
84,Regen::N,цӏад,shi
85,Schnee::N,гӏазу,borë
86,Eis::N,цӏер,akull
87,Frost::N,замгьари,ngricë
88,Kälte::N,квач,të ftohtë
89,Hitze::N,багӏари,vapë
90,Hitze::N,багӏари,nxehtësi
91,Raureif::N,мартӏ,cikmë
92,Regenbogen::N,нур,ylber
93,Regenbogen::N,чамбара,ylber
94,Donner::N,гъугъай,gjëmim
95,Donner::N,гъугъай,bubullimë
96,Donner::N,гъугъади,gjëmim
97,Donner::N,гъугъади,bubullimë
98,Strömung::N,чвахи,rrymë
99,Tropfen::N,резел,pikë
100,Tropfen::N,тӏинкӏ,pikë
101,Tropfen::N,къатӏра,pikë
102,Tropfen::N,тӏенкӏел,pikë
103,Schaum::N,полоп,shkumë
104,Schmutz::N,чороклъи,baltë
105,See::N,хӏор,liqen
106,Sumpf::N,хьуцӏ,batak
107,Wiese::N,мегъ,livadh
108,Wiese::N,гӏурдаллъи,livadh
109,Wald::N,рохь,pyll
110,Hügel::N,гохӏ,kodër
111,Anhöhe::N,сийитма,bregore
112,Berg::N,мегӏер,mal
113,Gipfel::N,тӏогь,kulm
114,Höhle::N,нохъо,shpellë
115,Höhle::N,нохъо,zgafelle
116,Abhang::N,лабаллъи,shpat
117,Abhang::N,лабаллъи,tatëpjetë
118,Quelle::N,ицц,krua
119,Quelle::N,ицц,burim
120,Bach::N,лъар,virua
121,Fluss::N,гӏор,lumë
122,Ufer::N,рагӏал,breg
123,Küste::N,рагӏал,anëdet
124,Küste::N,рагӏал,bregdet
125,Festland::N,ракь,kontinent
126,Festland::N,ракъдаллъи,kontinent
127,Meer::N,ралъад,det
128,Bucht::N,кӏветӏ,gji deti
129,Insel::N,чӏинкӏиллъи,ishull
130,Insel::N,чӏинкӏиллъи,ujdhesë
131,Blume::N,тӏегь,lule
132,Gras::N,хер,bar
133,Wurzel::N,кьибил,rrënjë
134,Baum::N,гъветӏ,pemë
135,Stamm::N,рохти,trung
136,Rinde::N,макъар,lëvore
137,Ast::N,ноцӏ,degë
138,Zweig::N,гӏаркьел,bisk
139,Blatt::N,тӏамах,fletë
140,Blatt::N,тӏамах,gjethe
141,Birke::N,мах,mështekën
142,Birke::N,махигъветӏ,mështekën
143,Kiefer[Baum]::N,накӏкӏигъветӏ,pishë
144,Weide[Baum]::N,рицӏцӏ,shelg
145,Weide[Baum]::N,рицӏцӏигъветӏ,shelg
146,Tanne::N,ёлка,bredh
147,Horn::N,лълъар,bri
148,Feder::N,хӏули,pupël
149,Fell::N,тӏом,lëkurë
150,Fell::N,цӏоко,lëkurë
151,Flügel::N,кваркьи,krah
152,Flügel::N,кваркьи,fletë
153,Klaue::N,галъ,kthetër
154,Kralle::N,квачӏ,thua
155,Kralle::N,квачӏ,kthetër
156,Kralle::N,катиквачӏ,thua
157,Kralle::N,катиквачӏ,kthetër
158,Schwanz::N,рачӏ,bisht
159,Ei::N,хоно,vezë
160,Nest::N,бусен,fole
161,Bau::N,каратӏ,strofkë
162,Tier::N,хӏайван,kafshë
163,Herde::N,рехъен,kope
164,Herde::N,рехъен,grigjë
165,Herde::N,рехъед,kope
166,Herde::N,рехъед,grigjë
167,Kuh::N,гӏака,lopë
168,Bulle::N,оц,dem
169,Pferd::N,чу,kalë
170,Schaf::N,чахъу,dele
171,Schwein::N,болъон,derr
172,Hund::N,гьой,qen
173,Katze::N,кету,mace
174,Bär::N,ци,ari
175,Eichhörnchen::N,гвангва,ketër
176,Fuchs::N,цер,dhelpër
177,Hase::N,гӏанкӏ,lepur
178,Maus::N,гӏункӏкӏ,mi
179,Wolf::N,бацӏ,ujk
180,Vogel::N,хӏинчӏ,zog
181,Vogel::N,хӏинчӏ,shpend
182,Schwarm::N,тӏел,luzmë
183,Huhn::N,гӏанкӏу,pulë
184,Hahn::N,хӏелеко,gjel
185,Hahn::N,хӏелеко,këndes
186,Gans::N,хъаз,patë
187,Adler::N,цӏум,shqiponjë
188,Ente::N,ордек,rosë
189,Eule::N,беццаруз,buf
190,Kranich::N,къункъра,lejlek
191,Kranich::N,къункъра,kurrillë
192,Krähe::N,гъеду,sorrë
193,Kuckuck::N,гагу,qyqe
194,Schwan::N,хӏанкъва,mjellmë
195,Fisch::N,ччугӏа,peshk
196,Barsch::N,окунь,purtekë
197,Hecht::N,щука,mlysh
198,Schlange[Tier]::N,борохь,gjarpër
199,Wurm::N,хӏапара,krimb
200,Spinne::N,хъанхъра,marimangë
201,Ameise::N,цӏунцӏра,thnegël
202,Ameise::N,цӏунцӏра,milingonë
203,Laus::N,нацӏ,morr
204,Mücke::N,кӏкӏара,kunup
205,Mücke::N,кӏкӏара,mushkonjë
206,Fliege::N,тӏутӏ,mizë
207,Schmetterling::N,кӏалкӏучӏ,flutur
208,Apfel::N,гӏеч,mollë
209,Pilz::N,гӏурдахӏан,kërpudhë
210,Zwiebel::N,кӏочӏопер,qepë
211,Saat::N,хьон,farë
212,Korn::N,мугь,grurë
213,Korn::N,мугь,kokërr
214,Heu::N,хер,sanë
215,Schale::N,хъал,lëkurë
216,Grube::N,гвенд,gropë
217,Falle::N,къор,kurth
218,Falle::N,къор,grackë
219,Falle::N,къотен,kurth
220,Falle::N,къотен,grackë
221,Schlinge::N,кӏичӏ,nyjë
222,Spur::N,лъалкӏ,gjurmë
223,Asche::N,рахъу,hi
224,Dreck::N,гъиз,baltë
225,Dreck::N,хӏарщ,baltë
226,Eisen::N,махх,hekur
227,Gold::N,месед,ar
228,Gold::N,месед,flori
229,Silber::N,гӏарац,argjend
230,Kohle::N,тӏурччи,qymyr
231,Glas::N,цӏер,qelq
232,Lehm::N,хӏатӏ,argjilë
233,Sand::N,сали,rërë
234,Mensch::N,чи,njeri
235,Mann::N,бихьинчи,burrë
236,Mann::N,бихьинчи,mashkull
237,Frau::N,гӏадан,grua
238,Frau::N,гӏадан,femër
239,Kind::N,лъимер,kalama
240,Junge::N,вас,djalë
241,Mädchen::N,яс,gocë
242,Mädchen::N,яс,vajzë
243,Familie::N,хъизан,familje
244,Großvater::N,кӏудада,gjysh
245,Großmutter::N,кӏодо,gjyshe
246,Eltern::N,эбел-эмен,prindër
247,Vater::N,эмен,atë
248,Mutter::N,эбел,nënë
249,Sohn::N,вас,bir
250,Tochter::N,яс,bijë
251,Bruder::N,вац,vëlla
252,Schwester::N,яц,motër
253,Onkel::N,даци,dajë
254,Onkel::N,даци,xhaxha
255,Tante::N,ада,teze
256,Tante::N,ада,hallë
257,Ehemann::N,рос,burrë
258,Ehemann::N,рос,bashkëshort
259,Ehefrau::N,чӏужу,grua
260,Ehefrau::N,чӏужу,bashkëshorte
261,Freude::N,ракӏбохи,gaz
262,Freude::N,ракӏбохи,gëzim
263,Gelächter::N,релъи,qeshje
264,Glück::N,талихӏ,lumturi
265,Glück::N,талихӏ-рохел,lumturi
266,Kummer::N,хӏалкъай,brengë
267,Kummer::N,хӏалкъай,pikëllim
268,Wunsch::N,къасд,dëshirë
269,Lust::N,гъира,epsh
270,Lust::N,гъира,dashuri
271,Geist::N,чӏанкӏ,frymë
272,Geist::N,чӏанкӏ,shpirt
273,Geist::N,рухӏ-жан,frymë
274,Geist::N,рухӏ-жан,shpirt
275,Gedanke::N,пикру,ide
276,Gedanke::N,пикру,mendim
277,Verstand::N,лумалъи,mend
278,Verstand::N,цӏодорлъи,mend
279,Sinn::N,магӏна,kuptim
280,Grund::N,багьана,arsye
281,Wahrheit::N,ритӏухълъи,vërtetë
282,Gespräch::N,накъит,bisedim
283,Märchen::N,маргьа,përrallë
284,Erzählung::N,къиса,tregim
285,Nachricht::N,хабар,lajm
286,Neuigkeit::N,хабар-гӏазаб,risi
287,Name::N,цӏар,emër
288,Rätsel::N,бицанкӏо,gjëzë
289,Rätsel::N,бицанкӏо,gjëegjëzë
290,Rede::N,речь,fjalim
291,Rede::N,калам,fjalim
292,Sprache::N,мацӏ,gjuhë
293,Stimme::N,гьаракь,zë
294,Wort::N,рагӏи,fjalë
295,Zeichen::N,ишара,shenjë
296,Zeichen::N,гӏаламат,shenjë
297,Ruf::N,ахӏи,thirrmë
298,Lärm::N,хъуй,zhurmë
299,Lärm::N,хъуди,zhurmë
300,Laut::N,гьаракь,tingull
301,Laut::N,сас,tingull
302,Lied::N,кечӏ,këngë
303,Ruhe::N,рахӏат,qetësi
304,Leute::N,гӏадамал,botë
305,Leute::N,гӏадамал,njerëz
306,Volk::N,халкъ,popull
307,Arbeit::N,хӏалтӏи,punë
308,Gast::N,гьобол,mik
309,Gast::N,гьобол,mysafir
310,Geschenk::N,сайигъат,dhuratë
311,Geschenk::N,сайигъат,peshqesh
312,Spiel::N,хӏай,lojë
313,Spiel::N,расанди,lojë
314,Gesellschaft::N,жамагӏат,shoqëri
315,Hilfe::N,кумек,ndihmë
316,Freund::N,гьудул,mik
317,Kamerad::N,гьалмагъ,shok
318,Angelegenheit::N,къваригӏел,punë
319,Anzahl::N,рикӏкӏен,sasi
320,Art::N,жинс,lloj
321,Stück::N,кесек,copë
322,Teil::N,пай,pjesë
323,Hälfte::N,бащдаб,gjysmë
324,Kreis::N,гор,qark
325,Kreis::N,гор,rreth
326,Kreuz::N,хъанч,kryq
327,Linie::N,мухъ,vijë
328,Strich::N,хӏучч,vizë
329,Abstand::N,манзил,distancë
330,Entfernung::N,манзил,largim
331,Gegend::N,рахъ,vise
332,Gegend::N,рахъ,krahinë
333,Platz::N,бакӏ,shesh
334,Ort::N,бакӏ,vend
335,Seite::N,рахъ,anë
336,Mitte::N,бакьулъбакӏ,mes
337,Gegenstand::N,жо,send
338,Sache::N,жо,gjë
339,Sache::N,жо,send
340,Rand::N,мицӏир,qoshe
341,Kante::N,рагӏал,teh
342,Kante::N,рагӏа-ракьан,teh
343,Ecke::N,цили,qoshe
344,Spitze::N,тӏогь,majë
345,Ende::N,кӏал,skaj
346,Ende::N,кӏал,bisht
347,Loch::N,каратӏ,vrimë
348,Muster::N,накъиш,mostër
349,Größe::N,кӏодо́лъи,madhësi
350,Länge::N,халалъи,gjatësi
351,Höhe::N,борхалъи,lartësi
352,Gewicht::N,бакӏлъи,peshë
353,Haufen::N,гъуни,grumbull
354,Reihe::N,ирга́,radhë
355,Reihe::N,ирга́,rresht
356,Boot::N,раса,barkë
357,Boot::N,раса,lundër
358,Ruder::N,раххан,rrem
359,Schlitten::N,чанагъ,sajë
360,Ski::N,лыжаби,ski
361,Lagerfeuer::N,цӏа,flakadan
362,Lagerfeuer::N,цӏа,zjarr i madh
363,Last::N,бакӏлъи,barrë
364,Gang::N,хьвади,ecje
365,Gang::N,хьвада-чӏвади,ecje
366,Schritt::N,гали,hap
367,Norden::N,шимал,veri
368,Süden::N,юг,jug
369,Süden::N,къибла,jug
370,Westen::N,гъарб,perëndim
371,Westen::N,магъриб,perëndim
372,Osten::N,шаркъ,lindje
373,Osten::N,машрикъ,lindje
374,Holz::N,цӏул,dru
375,Brett::N,хъарщи,dërrasë
376,Platte::N,къоно,pllakë
377,Stange::N,гӏер,shufër
378,Stock::N,тӏил,dajak
379,Stab::N,гӏер,shkop
380,Rohr::N,турба,tub
381,Haus::N,ригь,shtëpi
382,Haus::N,рукъзал,shtëpi
383,Heim::N,рукъ,konak
384,Heim::N,рукъ,shtëpi
385,Ofen::N,печь,sobë
386,Ofen::N,печь,stufë
387,Fußboden::N,чӏабар,dysheme
388,Tisch::N,стол,tryezë
389,Stuhl::N,бакӏу,karrige
390,Wiege::N,кини,djep
391,Bett::N,кровать,shtrat
392,Regal::N,хъарщи,raft
393,Kiste::N,ящик,kuti
394,Kiste::N,тӏалагъуд,kuti
395,Fenster::N,гордо,dritare
396,Tür::N,нуцӏа,derë
397,Tor::N,каву,portë
398,Zaun::N,раци,gardh
399,Dach::N,тӏох,çati
400,Leiter::N,мали,shkallë
401,Besen::N,жул,fshesë
402,Spaten::N,бел,lopatë
403,Schaufel::N,раххан,qyrek
404,Gabel::N,гӏучӏ,pirun
405,Löffel::N,гъуд,lugë
406,Messer::N,нус,thikë
407,Nagel::N,магӏ,gozhdë
408,Netz::N,гьин,rrjetë
409,Haken::N,гъанцӏа,grep
410,Haken::N,гъанцӏа,grremç
411,Griff::N,гӏоркь,dorak
412,Griff::N,гӏоркь,dorezë
413,Schloss::N,кӏулал,bravë
414,Bild::N,сурат,tablo
415,Bild::N,сурат,pikturë
416,Puppe::N,нани,kukull
417,Beutel::N,таргьа,qese
418,Beutel::N,таргьа,trastë
419,Bündel::N,къай,deng
420,Tasche::N,сумка,çantë
421,Tasche::N,къвачӏа,çantë
422,Eimer::N,ведро,kovë
423,Deckel::N,тӏалъел,kapak
424,Deckel::N,тӏалъел,mbulesë
425,Deckel::N,дадитӏалъел,kapak
426,Deckel::N,дадитӏалъел,mbulesë
427,Geschirr::N,цӏарагӏ,enë
428,Sack::N,хъап,thes
429,Sack::N,хъап,torbë
430,Sack::N,къандалъо,thes
431,Sack::N,къандалъо,torbë
432,Tasse::N,чашка,filxhan
433,Topf::N,хьаг,kusi
434,Topf::N,хьаг,tenxhere
435,Kessel::N,хьаг,kazan
436,Kessel::N,гереги,kazan
437,Essen::N,тӏагӏам,ngrënie
438,Nahrung::N,квен,ushqim
439,Speise::N,квен,gatesë
440,Fleisch::N,гьан,mish
441,Getreide::N,бугӏа-ролъ,drithë
442,Getreide::N,могьолабл_культураби,drithë
443,Brei::N,карщ,qull
444,Brot::N,чед,bukë
445,Scheibe::N,мочӏу,fetë
446,Fett::N,беэнлъи,lyrë
447,Fett::N,беэнлъи,yndyrë
448,Butter::N,нах,gjalpë
449,Öl::N,нах,vaj
450,Salz::N,цӏам,kripë
451,Suppe::N,чурпа,supë
452,Suppe::N,чурпа,çorbë
453,Honig::N,гьоцӏо,mjaltë
454,Milch::N,рахь,qumësht
455,Tee::N,чай,çaj
456,Leder::N,тӏом,lëkurë
457,Wolle::N,квас,lesh
458,Stoff::N,ххам,pëlhurë
459,Nadel::N,рокӏкӏен,gjilpërë
460,Faden::N,кун,pe
461,Faden::N,кун,fije
462,Knopf::N,маргъал,kopsë
463,Knoten::N,гарацӏ,komb
464,Farbe::N,релъен,bojë
465,Kleidung::N,ретӏел,veshje
466,Hemd::N,гурде,këmishë
467,Kragen::N,габур,jakë
468,Ärmel::N,къвал,mëngë
469,Hose::N,тӏажу,brekë
470,Gürtel::N,рачел,rrip
471,Mütze::N,тӏагъур,kësulë
472,Stiefel::N,этек,çizme
473,Stiefel::N,чакма,çizme
474,Ring::N,баргъич,unazë
475,Band::N,лента,shirit
476,Kamm::N,гьоркьо,krehër
477,Spiegel::N,матӏу,pasqyrë
478,Riemen::N,рижу,rrip
479,Decke::N,одея́ло,batanije
480,Kissen::N,къандалъо,jastëk
481,Tuch::N,квархьи,shami
482,Handtuch::N,беркӏалрацӏцӏ,peshqir
483,Kraft::N,гуч,forcë
484,Kraft::N,къуват,forcë
485,Stärke::N,хӏалкӏвей,koll
486,Gesundheit::N,сахлъи́,shëndet
487,Krankheit::N,унти,sëmundje
488,Krankheit::N,щокълъи,sëmundje
489,Schmerz::N,унти,dhimbje
490,Wunde::N,ругъун,plagë
491,Fieber::N,цӏа-кан,ethe
492,Arznei::N,дару,ilaç
493,Brücke::N,кьо,urë
494,Brunnen::N,гъуй,pus
495,Weide::N,рицӏцӏ,kullotë
496,Weide::N,лъичӏирма,kullotë
497,Weide::N,гӏурдаллъи,kullotë
498,Weide::N,ри́цӏигъветӏ,kullotë
499,Weide::N,рицӏцӏигъветӏ,kullotë
500,Pfad::N,сухъмахъ,ravë
501,Pfad::N,сухъмахъ,shteg
502,Weg::N,нух,udhë
503,Weg::N,нух,shteg
504,Straße::N,нух,rrugë
505,Dorf::N,росу,fshat
506,Dorf::N,росу,katund
507,Stadt::N,шагьар,qytet
508,Brief::N,кагъат,letër
509,Brief::N,рисалат,letër
510,Buch::N,тӏехь,libër
511,Buchstabe::N,хӏарп,shkronjë
512,Zeitung::N,газет,gazetë
513,Leben::N,яшав,jetë
514,Tod::N,хвел,mortje
515,Grab::N,хоб,varr
516,Kirche::N,килиса,kishë
517,Sünde::N,хӏакъ,mëkat
518,Sünde::N,хӏакъ,gjynah
519,Sünde::N,мунагь,mëkat
520,Sünde::N,мунагь,gjynah
521,Gott::N,бичас,hy
522,Gott::N,бичас,zot
523,Gott::N,аллагь,hy
524,Gott::N,аллагь,zot
525,Arbeiter::N,хӏалтӏухъан,punëtor
526,Chef::N,хӏаким,shef
527,Chef::N,хӏаким,drejtues
528,Chef::N,начальник,shef
529,Chef::N,начальник,drejtues
530,Meister::N,устар,mjeshtër
531,Meister::N,мастер,mjeshtër
532,Meister::N,махщалилав,mjeshtër
533,Arzt::N,жайрахӏ,mjek
534,Arzt::N,жайрахӏ,doktor
535,Lehrer::N,мугӏалим,mësues
536,Lehrer::N,мугӏалим,arsimtar
537,Geld::N,гӏарац,para
538,Geld::N,гӏарац,holla
539,Laden::N,тукен,dyqan
540,Preis::N,багьа,çmim
541,Ware::N,къайи,mall
542,Nutzen::N,мунпагӏат,dobi
543,Nutzen::N,мунпагӏат,leverdi
544,Reichtum::N,бечелъи,kamje
545,Reichtum::N,бечелъи,pasuri
546,Welt::N,дуниял,botë
547,Land::N,улка,vend
548,Land::N,икълим,vend
549,Staat::N,пачалихъ,shtet
550,König::N,пача,mbret
551,König::N,малик,mbret
552,König::N,къирал,mbret
553,König::N,падишагь,mbret
554,Macht::N,кверщел,fuqi
555,Macht::N,кверщел,pushtet
556,Grenze::N,гӏорхъи,kufi
557,Krieg::N,рагъ,luftë
558,Feind::N,тушман,armik
559,Gewalt::N,зулму,dhunë
560,Kampf::N,къеркьей,luftim
561,Bogen[Waffe]::N,газаргъо,hark
562,Pfeil::N,чӏор,shigjetë
563,Gewehr::N,туманкӏ,pushkë
564,Fehler::N,гъалатӏ,gafë
565,Fehler::N,гъалатӏ,gabim
566,Lüge::N,гьереси,gënjeshtër
567,Schaden::N,зиян,dëm
568,Schaden::N,зиян,zarar
569,Schaden::N,зарал,dëm
570,Schaden::N,зарал,zarar
571,Unglück::N,балагь,fatkeqësi
572,Schuld::N,гӏайиб,faj
573,Alter::N,гӏумру,moshë
574,Schluss::N,ахир,fund
575,Zeit::N,заман,kohë
576,Tag::N,къо,ditë
577,Morgen::N,радалмех,mëngjes
578,Mittag::N,къадемех,mesditë
579,Abend::N,релъедамех,mbrëmje
580,Nacht::N,сордо,natë
581,Woche::N,анкь,javë
582,Monat::N,моцӏ,muaj
583,Jahr::N,сон,vit
584,Jahr::N,лъагӏел,vit
585,Frühling::N,их,pranverë
586,Sommer::N,рии,verë
587,Herbst::N,хасалихълъи,vjeshtë
588,Winter::N,кьин,dimër
589,Januar::N,январь,janar
590,Februar::N,февра́ль,shkurt
591,März::N,март,mars
592,April::N,апрель,prill
593,Mai::N,май,maj
594,Juni::N,июнь,qershor
595,Juli::N,июль,korrik
596,August::N,август,gusht
597,September::N,сентябрь,shtator
598,Oktober::N,октябрь,tetor
599,November::N,ноябрь,nëntor
600,Dezember::N,декабрь,dhjetor
601,Montag::N,итни,hënë
602,Dienstag::N,талат,martë
603,Mittwoch::N,арбагӏ,mërkurë
604,Donnerstag::N,хамиз,enjte
605,Freitag::N,рузман,premte
606,Samstag::N,щамат,shtunë
607,Sonntag::N,гьатӏан,diel
608,groß::A,кӏудияб,madh
609,klein::A,гьитӏинаб,vogël
610,lang::A,халатаб,gjatë
611,kurz::A,къокъаб,shkurtër
612,breit::A,гӏебаб,gjerë
613,schmal::A,къваридаб,ngushtë
614,dicht::A,ризаб,dendur
615,dick[Gegenstand]::A,бицатаб,trashë
616,dünn::A,тӏеренаб,hollë
617,fein::A,тӏеренаб,imët
618,fest::A,къвакӏараб,fortë
619,flach::A,чӏепараб,sheshtë
620,glatt::A,цӏвакараб,rrafshët
621,hart::A,кьварараб,fortë
622,weich::A,тамахаб,butë
623,rund::A,гургинаб,rrumbullakët
624,spitz::A,бегӏераб,majëmprehtë
625,scharf::A,рекӏараб,mprehtë
626,stumpf::A,тӏехӏараб,topitur
627,stumpf::A,рекӏинчӏеб,topitur
628,schwer::A,бакӏаб,rëndë
629,schön::A,берцинаб,bukur
630,heiß::A,лагьараб,nxehtë
631,warm::A,хинаб,ngrohtë
632,kalt::A,квачараб,ftohtë
633,kühl::A,квачараб,freskët
634,frisch::A,цӏияб,pastër
635,feucht::A,рагьараб,lagësht
636,nass::A,би́ччараб,lagur
637,trocken::A,бакъвараб,thatë
638,leer::A,чӏобогояб,bosh
639,leer::A,чӏобогояб,zbrazët
640,offen::A,рагьараб,hapur
641,geschlossen::A,рахараб-къараб,mbyllur
642,sauber::A,бацӏцӏадаб,dëlirë
643,schmutzig::A,гъизараб,ndyrë
644,roh::A,хамаб,gjallë
645,roh::A,гӏатӏгояб,gjallë
646,reif::A,барщараб,arrirë
647,lecker::A,тӏагӏамаб,shijshëm
648,süß::A,гьуинаб,ëmbël
649,bitter::A,кьогӏаб,hidhur
650,sauer::A,цӏекӏаб,thartë
651,hell::A,канаб,me dritë
652,dunkel::A,бецӏаб,errët
653,schwarz::A,чӏегӏераб,i zi
654,weiß::A,хъахӏаб,bardhë
655,rot::A,багӏараб,kuq
656,gelb::A,гӏобилаб,verdhë
657,gelb::A,тӏогьилаб,verdhë
658,blau::A,хъахӏилаб,blu
659,blau::A,хъахӏилаб,kaltër
660,grün::A,гӏурччинаб,blertë
661,grün::A,гӏурччинаб,gjelbër
662,grau::A,накӏкӏуяб,hirtë
663,grau::A,накӏкӏуяб,bojë hiri
664,bunt::A,къвекӏаб,shumëngjyrëshëm
665,bunt::A,чара-гъараб,shumëngjyrëshëm
666,billig::A,учузаб,lirë
667,teuer::A,хири́яб,shtrenjtë
668,wertvoll::A,къиматаб,çmuar
669,wertvoll::A,къиматаб,vlershëm
670,blind::A,беццаб,qorr
671,blind::A,беццаб,verbër
672,taub::A,гъугъаб,shurdhër
673,kräftig::A,гучаб,fuqishëm
674,stark::A,къуватаб,fortë
675,schwach::A,гӏажизаб,dobët
676,fett::A,кьарияб,dhjamur
677,schlank::A,чергесаб,hollë
678,hübsch::A,гьайбатаб,bukur
679,hübsch::A,гьайбатаб,hijshëm
680,böse::A,ракӏквешаб,keq
681,dumm::A,гьагаб,teveqel
682,dumm::A,гӏантаб,teveqel
683,faul::A,кӏохӏалаб,dembel
684,faul::A,кӏухӏа́лаб,dembel
685,fleißig::A,хӏаракатаб,zellshëm
686,geizig::A,къарумаб,kurnac
687,geizig::A,къарумаб,dorështrënguar
688,klug::A,лумияб,mençur
689,geschickt::A,махщел бугев,aftë
690,lieb::A,гӏазизаб,dashur
691,lustig::A,кепаб,gëzuar
692,sanft::A,хӏалимаб,butë
693,sanft::A,хӏере́наб,butë
694,hungrig::A,бакъараб,uritur
695,krank::A,щокъаб,sëmurë
696,krank::A,унтараб,sëmurë
697,nackt::A,гӏицӏаб,lakuriq
698,nackt::A,гӏицӏаб,zhveshur
699,nackt::A,чӏанкӏараб,lakuriq
700,nackt::A,чӏанкӏараб,zhveshur
701,traurig::A,пашманаб,trishtuar
702,lebendig::A,чӏагояб,gjallë
703,gut::A,лъикӏаб,mirë
704,schlecht::A,къадараб,keq
705,richtig::A,битӏараб,drejtë
706,schlimm::A,нажасаб,keq
707,schlimm::A,къабихӏаб,keq
708,wahr::A,хӏакъаб,vërtetë
709,wahr::A,битӏараб,vërtetë
710,alt::A,басрияб,vjetër
711,neu::A,цӏияб,i ri
712,ehemalig::A,цебе́госеб,dikurshëm
713,alt[Lebewesen]::A,хераб,plak
714,jung::A,тӏинчӏаб,i ri
715,jung::A,гӏолохъанаб,i ri
716,arm::A,пакъираб,varfër
717,arm::A,пакъираб,vobektë
718,reich::A,бечедаб,pasur
719,bekannt::A,лъалеб,njohur
720,berühmt::A,машгьураб,famshëm
721,fremd::A,чияр,huaj
722,verschieden::A,батӏи-батӏияб,ndryshëm
723,nah::A,гӏагарда бугеб,afërt
724,fern::A,рикӏкӏадаб,largët
725,linker::A,квегӏаб,majtë
726,rechter::A,кваранаб,djathtë
727,anderer::A,батӏияб,tjetër
728,erster::A,тӏоцебесеб,parë
729,zweiter::A,кӏиабилеб,dytë
730,dritter::A,лъабабилеб,i tretë
731,letzter::A,ахирисеб,fundit
732,allein::ADV,ялгъузго,vetëm
733,auf einmal::ADV,цихӏинтӏаго,njëkohësisht
734,zusammen::ADV,цойида,bashkë
735,zusammen::ADV,цойида,së bashku
736,plötzlich::ADV,цойидасанго,befas
737,sofort::ADV,гьебсагӏат,menjëherë
738,sofort::ADV,гьебсагӏат,aty për aty
739,jetzt::ADV,гьанже,tash
740,heute::ADV,жакъа,sot
741,morgen::ADV,метер,nesër
