,Concept_ID,ga,xal
158,Blatt::N,duilleog,хамтхасн
159,Birke::N,beith,хусм модн
160,Birke::N,crann beithe,хусм модн
161,Kiefer[Baum]::N,péine,шар харһа
162,Weide[Baum]::N,saileach,удн
163,Tanne::N,giúis,җөөлн цаһан модн
164,Horn::N,adharc,өвр
165,Feder::N,cleite,өрвлг
166,Fell::N,clúmh,арсн
167,Flügel::N,eite,җивр
168,Flügel::N,sciathán,җивр
169,Klaue::N,crúb,хумсн
170,Klaue::N,crobh,хумсн
171,Kralle::N,crobh,тавг
172,Schwanz::N,eireaball,сүл
173,Ei::N,ubh,өндгн
174,Nest::N,nead,үр
175,Bau::N,brocais,нүкн
176,Tier::N,ainmhí,мал
177,Tier::N,beithíoch,мал
178,Herde::N,tréad,сүрг мал
179,Kuh::N,bó,үкр
180,Bulle::N,tarbh,бух
181,Pferd::N,each,мөрн
182,Pferd::N,capall,мөрн
183,Schaf::N,caora,хөн
184,Schwein::N,muc,һаха
185,Hund::N,madra,ноха
186,Katze::N,cat,мис
187,Bär::N,béar,аю
188,Eichhörnchen::N,iora,кермн
189,Elch::N,eilc,хандһа
190,Fuchs::N,sionnach,арат
191,Fuchs::N,madra rua,арат
192,Hase::N,giorria,туула
193,Maus::N,luch,хулһн
194,Wolf::N,mac tíre,чон
195,Vogel::N,éan,шовун
196,Schwarm::N,saithe,зел
197,Huhn::N,cearc,така
198,Hahn::N,coileach,эр така
199,Gans::N,gé,һалун
200,Adler::N,iolar,һәрд
201,Ente::N,lacha,нуһсн
202,Eule::N,ulchabhán,һурвлһ
203,Kranich::N,grús,тоһрун
204,Krähe::N,caróg,шаазһа
205,Krähe::N,préachán,шаазһа
206,Kuckuck::N,cuach,эргин хуцдг
207,Schwan::N,eala,хун
208,Fisch::N,iasc,заһсн
209,Barsch::N,péirse,шүрг
210,Hecht::N,liús,цурх
211,Schlange[Tier]::N,nathair,моһа
212,Wurm::N,péist,өтн
213,Spinne::N,damhán alla,аралҗн
214,Ameise::N,seangán,шорһлҗн
215,Laus::N,míol,бөөсн
216,Mücke::N,muiscít,бөкүн
217,Mücke::N,corrmhíol,бөкүн
218,Fliege::N,cuil,батхн
219,Fliege::N,cuileog,батхн
220,Schmetterling::N,féileacán,эрвәкә
221,Beere::N,caor,бөөлҗрһн
222,Apfel::N,úll,альмн
223,Pilz::N,beacán,теңгрин ки
224,Pilz::N,muisiriún,теңгрин ки
225,Zwiebel::N,oinniún,мәңгрснә толһа
226,Saat::N,síol,буудян экн
227,Korn::N,gráinne,экн
228,Heu::N,féar,өвсн
229,Schale::N,scaimh,хальсн
230,Grube::N,poll,нүкн
231,Falle::N,gaiste,урх
232,Falle::N,gaiste,хавх
233,Schlinge::N,sealán,бүтү
234,Spur::N,rian,мөр
235,Asche::N,luaith,үмсн
236,Dreck::N,salachar,бальчг
237,Eisen::N,iarann,төмр
238,Gold::N,ór,алтн
239,Silber::N,airgead,мөңгн
240,Silber::N,airgead,цаһан мөңгн
241,Kohle::N,gual,нүүрсн
242,Glas::N,gloine,шил
243,Lehm::N,cré,шавр
244,Sand::N,gaineamh,элсн
245,Mensch::N,duine,күн
246,Mensch::N,duine,күмн
247,Mann::N,fear,эр
248,Frau::N,bean,күүкд күн
249,Kind::N,gasúr,үрн
250,Kind::N,páiste,үрн
251,Junge::N,buachaill,көвүн
252,Mädchen::N,cailín,бичкн күүкн
253,Familie::N,teaghlach,бүл
254,Familie::N,comhluadar,бүл
255,Großvater::N,seanathair,өвк эцк
256,Großvater::N,seanathair,наһц эцк
257,Großmutter::N,seanmháthair,эмг эк
258,Großmutter::N,seanmháthair,наһц эк
259,Eltern::N,tuismitheoirí,эк эцк хойр
260,Vater::N,athair,эцк
261,Mutter::N,máthair,эк
262,Sohn::N,mac,көвүн
263,Tochter::N,iníon,күүкн
264,Bruder::N,deartháir,дү көвүн
265,Schwester::N,deirfiúr,эгч
266,Schwester::N,deirfiúr,дү күүкн
267,Onkel::N,uncail,авһ
268,Onkel::N,uncail,наһцх
269,Tante::N,aintín,наһц эгч
270,Ehemann::N,fear céile,залу
271,Ehefrau::N,bean chéile,гергн
272,Freude::N,áthas,байр
273,Gelächter::N,gáire,инәдн
274,Glück::N,séan,җирһл
275,Glück::N,séan,сәәхн җирһл
276,Glück::N,sonas,җирһл
277,Glück::N,sonas,сәәхн җирһл
278,Kummer::N,brón,зовлң
279,Kummer::N,buairt,зовлң
280,Wunsch::N,guí,дурн
281,Wunsch::N,achainí,дурн
282,Lust::N,fonn,җилвтлһн
283,Geist::N,meon,зөрг
284,Geist::N,spiorad,зөрг
285,Gedanke::N,smaoineamh,ухан
286,Gedächtnis::N,cuimhne,чееҗин тодлвр
287,Verstand::N,ciall,ухан
288,Verstand::N,intinn,ухан
289,Sinn::N,brí,учр-утх
290,Sinn::N,ciall,учр-утх
291,Grund::N,fáth,учр
292,Grund::N,fáth,шалтан
293,Wahrheit::N,fírinne,үнн
294,Gespräch::N,comhrá,күүндвүр
295,Märchen::N,scéal,тууль
296,Erzählung::N,scéal,келвр
297,Nachricht::N,teachtaireacht,медүллһн
298,Neuigkeit::N,scéala,зәңг
299,Name::N,ainm,нерн
300,Rätsel::N,tomhas,тәәлвртә тууль
301,Rede::N,óráid,келлһн
302,Rede::N,aitheasc,келлһн
303,Sprache::N,teanga,келн
304,Stimme::N,guth,дун
305,Wort::N,focal,үг
306,Zeichen::N,comhartha,темдг
307,Ruf::N,glaoch,дуудлһн
308,Lärm::N,torann,шууган
309,Laut::N,fuaim,ә
310,Ton::N,ton,дун
311,Lied::N,amhrán,дун
312,Ruhe::N,suaimhneas,амулң
313,Leute::N,muintir,әмтн
314,Volk::N,pobal,улс
315,Arbeit::N,obair,көдлмш
316,Gast::N,aoi,гиич
317,Geschenk::N,féirín,белг
318,Geschenk::N,bronntanas,белг
319,Spiel::N,cluiche,наадн
320,Gesellschaft::N,comhluadar,олн
321,Hilfe::N,cúnamh,нөкд
322,Hilfe::N,cabhair,нөкд
323,Freund::N,cara,иньг
324,Kamerad::N,comrádaí,үр
325,Angelegenheit::N,ábhar,керг
326,Anzahl::N,líon,то
327,Art::N,sórt,зүүл
328,Art::N,saghas,зүүл
329,Stück::N,píosa,хусг
330,Teil::N,cuid,хүв
331,Teil::N,páirt,хүв
332,Hälfte::N,leath,өрәл
333,Kreis::N,ciorcal,төгрг
334,Kreuz::N,cros,кирс
335,Linie::N,líne,зурасн
336,Strich::N,stríoc,татасн
337,Abstand::N,achar,зә
338,Entfernung::N,fad,һазр
339,Gegend::N,ceantar,һазр
340,Platz::N,áit,зә
341,Platz::N,spás,зә
342,Ort::N,áit,бәәрн
343,Seite::N,taobh,тал
344,Seite::N,taobh,хаҗу
345,Seite::N,taobh,хәврһ
346,Mitte::N,lár,дунд
347,Gegenstand::N,ball,юмн
348,Gegenstand::N,ábhar,юмн
349,Sache::N,ní,юмн
350,Sache::N,rud,юмн
351,Rand::N,imeall,зах
352,Rand::N,ciumhais,зах
353,Kante::N,corr,ирмәг
354,Kante::N,colbha,ирмәг
355,Ecke::N,coirnéal,өнцг
356,Spitze::N,gob,үзүр
357,Spitze::N,barr,үзүр
358,Ende::N,ceann,үзүр
359,Ende::N,foirceann,үзүр
360,Loch::N,poll,хаһрха
361,Winkel::N,cúinne,булң
362,Winkel::N,uillinn,булң
363,Muster::N,patrún,намч
364,Größe::N,méid,кемҗән
365,Größe::N,toise,кемҗән
366,Länge::N,fad,ут
367,Höhe::N,airde,өндр
368,Gewicht::N,meáchan,күнд
369,Gewicht::N,meáchan,чиңнүр
370,Menge::N,méid,ик
371,Haufen::N,cnap,ова
372,Reihe::N,líne,зерг
373,Reihe::N,líne,зерглән
374,Reihe::N,sraith,зерг
375,Reihe::N,sraith,зерглән
376,Boot::N,bád,оңһц
377,Ruder::N,rámh,хәәв
378,Ruder::N,maide rámha,хәәв
379,Schlitten::N,carr sleamhnáin,цан
380,Ski::N,scí,лыҗ
381,Lagerfeuer::N,tine champa,костёр
382,Last::N,ualach,күнд
383,Gang::N,siúlóid,йовлһн
384,Schritt::N,céim,ишкм
385,Schritt::N,coiscéim,ишкм
386,Norden::N,tuaisceart,ар үзг
387,Süden::N,deisceart,өмн
388,Süden::N,deisceart,өмн үзг
389,Westen::N,iarthar,барун
390,Westen::N,iarthar,барун үзг
391,Osten::N,oirthear,зүн
392,Osten::N,oirthear,зүн үзг
393,Holz::N,adhmad,модн
394,Brett::N,clár,харһа
395,Platte::N,leac,хавтха чолун
396,Stütze::N,taca,тулг
397,Stange::N,polla,уньн
398,Stange::N,cuaille,уньн
399,Stock::N,bata,модн
400,Stock::N,maide,модн
401,Stab::N,maide,шуург
402,Stab::N,bachall,шуург
403,Rohr::N,píopa,турва
404,Haus::N,teach,гер
405,Heim::N,baile,гер-бул
406,Ofen::N,sornóg,беш
407,Fußboden::N,urlár,девскр
408,Tisch::N,bord,ширә
409,Tisch::N,tábla,ширә
410,Stuhl::N,cathaoir,стул
411,Wiege::N,cliabhán,өлгә
412,Wiege::N,cliabhán,дүүҗң
413,Bett::N,leaba,орн
414,Bett::N,leaba,орндг
415,Regal::N,seilf,таг
416,Regal::N,seilf,тәвц
417,Kiste::N,bosca,яршг
418,Fenster::N,fuinneoig,терз
419,Tür::N,doras,үүдн
420,Tor::N,geata,үүдн
421,Tor::N,geata,өргн үүдн
422,Tor::N,geata,хашан үүдн
423,Zaun::N,fál,хаша
424,Zaun::N,claí,хаша
425,Dach::N,díon,деевр
426,Leiter::N,dréimire,шат
427,Leiter::N,dréimire,давшур
428,Besen::N,scuab,сәвүр
429,Spaten::N,spád,күрз
430,Spaten::N,rámhainn,күрз
431,Schaufel::N,sluasaid,совг
432,Gabel::N,forc,серә
433,Gabel::N,gabhlóg,серә
434,Löffel::N,spúnóg,ухр
435,Messer::N,scian,утх
436,Nagel::N,tairne,хадасн
437,Netz::N,líon,гөлм
438,Netz::N,eangach,гөлм
439,Haken::N,croch,дегә
440,Griff::N,cos,иш
441,Griff::N,cos,бәрүл
442,Griff::N,hanla,иш
443,Griff::N,hanla,бәрүл
444,Schloss::N,glas,оньс
445,Bild::N,pictiúr,зург
446,Figur::N,fíor,фигур
447,Puppe::N,bábóg,наадһа
448,Beutel::N,mála,мишг
449,Beutel::N,mealbhóg,мишг
450,Bündel::N,beart,багла
451,Bündel::N,beart,боодһа
452,Tasche::N,mála,сумк
453,Eimer::N,buicéad,суулһ
454,Deckel::N,clár,бүркәсн
455,Deckel::N,claibín,бүркәсн
456,Geschirr::N,soithí,сав
457,Geschirr::N,soithí,сав-сарх
458,Geschirr::N,gréithe,сав
459,Geschirr::N,gréithe,сав-сарх
460,Sack::N,sac,мишг
461,Sack::N,mála,мишг
462,Tasse::N,cupán,ааһ
463,Topf::N,pota,кастрюль
464,Kessel::N,citeal,хәәсн
465,Essen::N,béile,зоогллһн
466,Nahrung::N,bia,теҗәл
467,Speise::N,mias,хот
468,Fleisch::N,feoil,махн
469,Getreide::N,grán,хот болҗ эдлгддг цецгүдтә урһмл
470,Getreide::N,arbhar,хот болҗ эдлгддг цецгүдтә урһмл
471,Brei::N,brúitín,хаш
472,Brot::N,arán,өдмг
473,Scheibe::N,píosa,зүсм
474,Scheibe::N,slisne,зүсм
475,Fett::N,saill,өөкн
476,Fett::N,méathras,өөкн
477,Butter::N,im,тосн
478,Öl::N,ola,тосн
479,Salz::N,salann,давсн
480,Suppe::N,sú,шөлн
481,Suppe::N,anraith,шөлн
482,Honig::N,mil,бал
483,Milch::N,bainne,үсн
484,Tee::N,tae,цә
485,Leder::N,leathar,арсн
486,Wolle::N,olann,утцн
487,Wolle::N,olann,эд
488,Stoff::N,éadach,эд
489,Nadel::N,snáthaid,зүн
490,Faden::N,snáth,утцн
491,Knopf::N,cnaipe,товч
492,Knoten::N,snaidhm,зәңгдә
493,Farbe::N,péint,будг
494,Kleidung::N,éadaí,хувцн
495,Kleidung::N,éadaí,хувц-хунр
496,Hemd::N,léine,киилг
497,Kragen::N,bóna,зах
498,Ärmel::N,muinchille,ханцн
499,Hose::N,bríste,шалвур
500,Hose::N,treabhsar,шалвур
501,Gürtel::N,crios,бүс
502,Mütze::N,caipín,махла
503,Schuh::N,bróg,башмгуд
504,Stiefel::N,buatais,һосн
505,Ring::N,fáinne,билцг
506,Band::N,ribín,лент
507,Kamm::N,cíor,сам
508,Spiegel::N,scáthán,толь
509,Riemen::N,iall,бүс
510,Riemen::N,strapa,бүс
511,Schnur::N,téad,деесн
512,Schnur::N,sreangán,деесн
513,Leine::N,iall,бурнтг
514,Leine::N,iall,нохан көтлвр
515,Decke::N,pluid,көнҗл
516,Decke::N,blaincéad,көнҗл
517,Kissen::N,piliúr,дер
518,Kissen::N,adhartán,дер
519,Tuch::N,scaif,альчур
520,Handtuch::N,tuáille,полотенц
521,Handtuch::N,tuáille,һар-нүүрин альчур
522,Kraft::N,fórsa,күчн
523,Stärke::N,neart,чидл
524,Gesundheit::N,sláinte,эрүл-менд
525,Krankheit::N,tinneas,өвчн
526,Krankheit::N,breoiteacht,өвчн
527,Schmerz::N,pian,өвдлһн
528,Wunde::N,goin,шав
529,Fieber::N,fiabhras,безг
530,Arznei::N,cógas,эм
531,Brücke::N,droichead,тагт
532,Brunnen::N,tobar,худг
533,Weide::N,féarach,малын идг
534,Pfad::N,cosán,цувг
535,Pfad::N,conair,цувг
536,Weg::N,slí,хаалһ
537,Weg::N,bealach,хаалһ
538,Straße::N,bóthar,зам
539,Dorf::N,sráidbhaile,хотн
540,Stadt::N,baile,балһсн
541,Stadt::N,cathair,балһсн
542,Brief::N,litir,бичг
543,Buch::N,cín,дегтр
544,Buch::N,leabhar,дегтр
545,Buchstabe::N,litir,үзг
546,Zeitung::N,nuachtán,газет
547,Leben::N,saol,җирһл
548,Leben::N,beatha,җирһл
549,Tod::N,bás,үкл
550,Tod::N,bás,өңгрлһн
551,Grab::N,uaigh,оршалһна нүкн
552,Kirche::N,eaglais,чонҗ
553,Sünde::N,peaca,нүл
554,Sünde::N,peaca,килнц
555,Gott::N,dia,бурхн
556,Arbeiter::N,oibrí,көдлмшч
557,Chef::N,saoiste,толһач
558,Chef::N,ceannasaí,толһач
559,Meister::N,máistir,урн
560,Arzt::N,lia,эмч
561,Arzt::N,dochtúir,эмч
562,Lehrer::N,oide,багш
563,Lehrer::N,múinteoir,багш
564,Geld::N,airgead,мөңгн
565,Geschäft::N,gnó,көдлмш
566,Laden::N,siopa,лавк
567,Preis::N,praghas,үн
568,Ware::N,earra,эд-тавр
569,Nutzen::N,tairbhe,олз
570,Reichtum::N,rachmas,зөөр
571,Reichtum::N,saibhreas,зөөр
572,Welt::N,domhan,орчлң
573,Welt::N,domhan,делкә
574,Land::N,tír,орн-нутг
575,Staat::N,stát,государств
576,König::N,rí,хан
577,Macht::N,cumhacht,йосн
578,Grenze::N,críoch,меҗә
579,Grenze::N,teorainn,меҗә
580,Krieg::N,cogadh,дән
581,Feind::N,namhaid,дәәсн
582,Gewalt::N,foréigean,күч һарһлһн
583,Kampf::N,troid,ноолдан
584,Kampf::N,troid,бәрлдлһн
585,Bogen[Waffe]::N,bogha,саадг
586,Pfeil::N,saighead,сумн
587,Gewehr::N,gunna,бу
588,Fehler::N,botún,алдг
589,Fehler::N,meancóg,алдг
590,Lüge::N,bréag,худл
591,Lüge::N,éitheach,худл
592,Schaden::N,dochar,хорлт
593,Schaden::N,damáiste,хорлт
594,Unglück::N,drochrath,гүрм
595,Schuld::N,locht,гем
596,Schuld::N,locht,буру
597,Schuld::N,milleán,гем
598,Schuld::N,milleán,буру
599,Alter::N,aois,насн
600,Schluss::N,deireadh,чилгч
601,Zeit::N,am,цаг
602,Zeit::N,aimsir,цаг
603,Tag::N,lá,өдр
604,Morgen::N,maidin,өрүн
605,Mittag::N,nóin,үд
606,Abend::N,tráthnóna,асхн
607,Nacht::N,oíche,сө
608,Woche::N,seachtain,долан хонг
609,Monat::N,mí,сар
610,Jahr::N,bliain,җил
611,Frühling::N,earrach,хавр
612,Sommer::N,samhradh,зун
613,Herbst::N,fómhar,намр
614,Winter::N,geimhreadh,үвл
615,Januar::N,Eanáir,январь
616,Februar::N,Feabhra,февраль
617,März::N,Márta,март
618,März::N,Márta,моһа сар
619,April::N,Aibreán,апрель
620,Mai::N,Bealtaine,май
621,Juni::N,Meitheamh,июнь
622,Juni::N,Meitheamh,мөчн сар
623,Juli::N,Iúil,июль
624,August::N,Lúnasa,август
625,September::N,Meán Fómhair,һаха сар
626,Oktober::N,Deireadh Fómhair,октябрь
627,November::N,Samhain,ноябрь
628,November::N,Samhain,үкр сар
629,November::N,Mí na Samhna,ноябрь
630,November::N,Mí na Samhna,үкр сар
631,Dezember::N,Mí na Nollag,бар сар
632,Montag::N,Luan,понедельник
633,Montag::N,Dé Luain,понедельник
634,Dienstag::N,Máirt,вторник
635,Dienstag::N,Dé Máirt,вторник
636,Mittwoch::N,Céadaoin,среда
637,Mittwoch::N,Céadaoin,үлмҗ өдр
638,Mittwoch::N,Dé Céadaoin,среда
639,Mittwoch::N,Dé Céadaoin,үлмҗ өдр
640,Donnerstag::N,Déardaoin,четверг
641,Donnerstag::N,Déardaoin,пүрвә өдр
642,Freitag::N,Aoine,пятниц
643,Freitag::N,Dé hAoine,пятниц
644,Samstag::N,Satharn,суббот
645,Samstag::N,Dé Sathairn,суббот
646,Sonntag::N,Domhnach,нарн өдр
647,Sonntag::N,Domhnach,воскресень
648,Sonntag::N,Dé Domhnaigh,нарн өдр
649,Sonntag::N,Dé Domhnaigh,воскресень
650,groß::A,mór,ик
651,klein::A,beag,бичкн
652,lang::A,fada,ут
653,kurz::A,gearr,оһтр
654,kurz::A,gairid,оһтр
655,breit::A,leathan,өргн
656,breit::A,fairsing,өргн
657,schmal::A,cúng,уутьхн
658,dicht::A,dlúth,нигт
659,dick[Gegenstand]::A,tiubh,зузан
660,dünn::A,caol,нимгн
661,dünn::A,tanaí,нимгн
662,fein::A,scáinte,нәрхн
663,fein::A,fíneálta,нәрхн
664,fest::A,daingean,бат
665,flach::A,cothrom,хавтха
666,glatt::A,mín,тегш
667,glatt::A,mín,тиньгр
668,glatt::A,sleamhain,тегш
669,glatt::A,sleamhain,тиньгр
670,hart::A,crua,хату
671,weich::A,bog,җөөлн
672,weich::A,bog,җөөлкн
673,rund::A,cruinn,төгрг
674,spitz::A,gobach,шовһр
675,spitz::A,biorach,шовһр
676,scharf::A,géar,хурц
677,scharf::A,faobhrach,хурц
678,stumpf::A,maol,мука
679,schwer::A,trom,күнд
680,schön::A,álainn,сәәхн
681,heiß::A,te,халун
682,warm::A,te,дулан
683,kalt::A,fuar,киитн
684,kühl::A,fionnuar,серүн
685,frisch::A,úr,серүн
686,frisch::A,friseáilte,серүн
687,feucht::A,tais,чиигтә
688,nass::A,fliuch,чиигтә
689,trocken::A,tirim,хагсу
690,voll::A,lán,дүүрң
691,leer::A,folamh,сул
692,leer::A,folamh,хоосн
693,offen::A,oscailte,секәтә
694,geschlossen::A,dúnta,хаалһата
695,geschlossen::A,druidte,хаалһата
696,sauber::A,glan,цевр
697,schmutzig::A,salach,киртә
698,roh::A,amh,түүкә
699,reif::A,aibí,болсн
700,lecker::A,blasta,әмтәхн
701,süß::A,milis,әмтәхн
702,bitter::A,searbh,һашун
703,bitter::A,searbh,һашута
704,sauer::A,géar,ишклң
705,sauer::A,searbh,ишклң
706,hell::A,geal,герлтә
707,hell::A,soilseach,герлтә
708,dunkel::A,dorcha,харңһу
709,schwarz::A,dubh,хар
710,weiß::A,bán,цаһан
711,rot::A,dearg,улан
712,gelb::A,buí,шар
713,blau::A,gorm,көк
714,grün::A,glas,көк
715,grün::A,uaine,көк
716,grau::A,liath,бор
717,bunt::A,ildathach,алг
718,bunt::A,ildathach,эрәтә
719,bunt::A,dathannach,алг
720,bunt::A,dathannach,эрәтә
721,billig::A,saor,кимд
722,teuer::A,daor,үнтә
723,teuer::A,costasach,үнтә
724,wertvoll::A,luachmhar,үнтә
725,wertvoll::A,luachmhar,эрднь
726,blind::A,dall,сохр
727,blind::A,caoch,сохр
728,taub::A,bodhar,дүлә
729,kräftig::A,cumhachtach,күчтә
730,stark::A,tréan,чаңһ
731,stark::A,láidir,чаңһ
732,schwach::A,lag,күчн тату
733,schwach::A,fann,күчн тату
734,fett::A,ramhar,тарһн
735,schlank::A,caol,эццн
736,schlank::A,seang,эццн
737,hübsch::A,álainn,көркхн
738,hübsch::A,dathúil,көркхн
739,böse::A,olc,уурта
740,dumm::A,dúr,тенг
741,dumm::A,amaideach,тенг
742,faul::A,falsa,залху
743,faul::A,leisciúil,залху
744,fleißig::A,dícheallach,кинән
745,fleißig::A,dícheallach,кинмһә
746,geizig::A,barainneach,ховдг
747,geizig::A,sprionlaithe,ховдг
748,klug::A,cliste,ухата
749,geschickt::A,oilte,чадмг
750,geschickt::A,ealaíonta,чадмг
751,lieb::A,dil,эңкр
752,lieb::A,dílis,эңкр
753,lustig::A,aerach,сергмҗтә
754,lustig::A,aerach,җирһлтә
755,lustig::A,meidhreach,сергмҗтә
756,lustig::A,meidhreach,җирһлтә
757,sanft::A,bog,номһн
758,sanft::A,séimh,номһн
759,hungrig::A,ocrach,өлн
760,hungrig::A,ocrach,харһнсн
761,krank::A,tinn,өвчтә
762,krank::A,tinn,шалтгта
763,krank::A,breoite,өвчтә
764,krank::A,breoite,шалтгта
765,nackt::A,nocht,нүцкн
766,traurig::A,brónach,һундлта
767,lebendig::A,beo,әмд
768,gut::A,maith,сән
769,schlecht::A,dona,му
770,schlecht::A,droch-,му
771,richtig::A,ceart,зөвтә
772,schlimm::A,gránna,җигшүртә
773,schlimm::A,tubaisteach,җигшүртә
774,wahr::A,fíor,үнн
775,wahr::A,fíor,мөн
776,alt::A,sean,хуучн
777,neu::A,úr,шин
778,neu::A,nua,шин
779,ehemalig::A,iar-,хуучн
780,ehemalig::A,sean-,хуучн
781,alt[Lebewesen]::A,sean,көгшн
782,alt[Lebewesen]::A,aosta,көгшн
783,jung::A,óg,баһ
784,arm::A,bocht,угатя
785,reich::A,saibhir,байн
786,reich::A,rachmasach,байн
787,bekannt::A,atá eolas air,таньл
788,bekannt::A,atá eolas air,таньдг
789,berühmt::A,cailiúil,туурсн
790,berühmt::A,clúiteach,туурсн
