,Concept_ID,fr,hy
97,Hitze::N,chaleur,շոգ
98,Raureif::N,givre,ցօղեղեամ
99,Regenbogen::N,arc-en-ciel,ծիածան
100,Donner::N,tonnerre,որոտ
101,Strömung::N,courant,հոսանք
102,Tropfen::N,goutte,կաթիլ
103,Schaum::N,écume,փրփուր
104,Schaum::N,mousse,փրփուր
105,Schmutz::N,boue,կեղտ
106,Schmutz::N,saleté,կեղտ
107,See::N,lac,լիճ
108,Sumpf::N,marais,ճահիճ
109,Sumpf::N,marécage,ճահիճ
110,Moor::N,tourbière,ճահիճ
111,Wiese::N,pré,մարգագետին
112,Wald::N,bois,անտառ
113,Wald::N,forêt,անտառ
114,Hügel::N,coteau,բլուր
115,Hügel::N,colline,բլուր
116,Anhöhe::N,éminence,բարձունք
117,Anhöhe::N,élévation,բարձունք
118,Berg::N,mont,լեռ
119,Berg::N,montagne,լեռ
120,Gipfel::N,cime,գագաթ
121,Gipfel::N,cime,կատար
122,Gipfel::N,sommet,գագաթ
123,Gipfel::N,sommet,կատար
124,Höhle::N,caverne,քարայր
125,Abhang::N,pente,լանջ
126,Abhang::N,pente,զառիվայր
127,Abhang::N,versant,լանջ
128,Abhang::N,versant,զառիվայր
129,Quelle::N,source,աղբյուր
130,Quelle::N,fontaine,աղբյուր
131,Bach::N,ruisseau,վտակ
132,Fluss::N,fleuve,գետ
133,Fluss::N,rivière,գետ
134,Ufer::N,bord,ծովափ
135,Ufer::N,rivage,ծովափ
136,Küste::N,côte,ափ
137,Küste::N,côte,ծովափ
138,Festland::N,terre ferme,ցամաք
139,Meer::N,mer,ծով
140,Bucht::N,baie,հաչիւն
141,Insel::N,île,վղզի
142,Blume::N,fleur,ծաղիկ
143,Gras::N,herbe,խոտ
144,Wurzel::N,racine,արմատ
145,Baum::N,arbre,ծառ
146,Stamm::N,tronc,իրան
147,Rinde::N,écorce,կեղեւ
148,Rinde::N,écorce,հաչոց
149,Ast::N,branche,ճյուղ
150,Zweig::N,rameau,ճյուղ
151,Blatt::N,feuille,տերեւ
152,Birke::N,bouleau,ցարասի
153,Kiefer[Baum]::N,pin,սոճի
154,Weide[Baum]::N,saule,ուռենի
155,Tanne::N,sapin,եղեւին
156,Horn::N,corne,
157,Feder::N,plume,փետուր
158,Fell::N,peau,մորթի
159,Flügel::N,aile,թեւ
160,Klaue::N,serre,չանչ
161,Kralle::N,ongle,ճանկ
162,Kralle::N,griffe,ճանկ
163,Schwanz::N,queue,պոչ
164,Ei::N,œuf,ձու
165,Nest::N,nid,բույն
166,Bau::N,terrier,որջ
167,Bau::N,terrier,բայոց
168,Tier::N,animal,կենդանի
169,Herde::N,troupeau,հոտ
170,Kuh::N,vache,կով
171,Bulle::N,taureau,ցուլ
172,Pferd::N,cheval,ձի
173,Schaf::N,mouton,ոչխար
174,Schwein::N,porc,խոզ
175,Schwein::N,cochon,խոզ
176,Hund::N,chien,շուն
177,Katze::N,chat,կատու
178,Bär::N,ours,արջ
179,Eichhörnchen::N,écureuil,սկյուռ
180,Elch::N,élan,հիւսիսային եղջերու
181,Fuchs::N,renard,աղվես
182,Hase::N,lièvre,նապաստակ
183,Maus::N,souris,մուկ
184,Wolf::N,loup,գայլ
185,Vogel::N,oiseau,թռչուն
186,Schwarm::N,nuée,երամ
187,Schwarm::N,volée,երամ
188,Huhn::N,poule,հավ
189,Hahn::N,coq,աքաղաղ
190,Gans::N,oie,սագ
191,Adler::N,aigle,արծիվ
192,Ente::N,canard,բադ
193,Eule::N,hibou,բու
194,Kranich::N,grue,կռունկ
195,Krähe::N,corneille,ագռավ
196,Kuckuck::N,coucou,կուկու
197,Schwan::N,cygne,կարապ
198,Fisch::N,poisson,ձուկ
199,Barsch::N,perche,պերկես
200,Hecht::N,brochet,գայլաձուկ
201,Schlange[Tier]::N,serpent,օձ
202,Wurm::N,ver,որդ
203,Wurm::N,ver,ճիճու
204,Spinne::N,araignée,սարդ
205,Ameise::N,fourmi,միջյուն
206,Laus::N,pou,ոջիլ
207,Mücke::N,moucheron,մժղուկ
208,Fliege::N,mouche,ճանճ
209,Schmetterling::N,papillon,թիթեռ
210,Beere::N,baie,հատապտուղ
211,Apfel::N,pomme,խնձոր
212,Pilz::N,champignon,սունկ
213,Zwiebel::N,oignon,սոխ
214,Saat::N,semence,սերմ
215,Korn::N,grain,հատիկ
216,Heu::N,foin,խոտ
217,Schale::N,pelure,կեղեւ
218,Grube::N,fosse,փոս
219,Falle::N,piège,ծուղակ
220,Schlinge::N,lacs,խեղդան
221,Spur::N,trace,հետք
222,Asche::N,cendre,մոխիր
223,Dreck::N,crotte,աղտ
224,Eisen::N,fer,երկաթ
225,Gold::N,or,ոսկի
226,Silber::N,argent,արծաթ
227,Kohle::N,charbon,քարածուխ
228,Glas::N,verre,ապակի
229,Lehm::N,glaise,կավ
230,Sand::N,sable,ավազ
231,Mensch::N,homme,մարդ
232,Mann::N,homme,մարդ
233,Mann::N,homme,տղամարդ
234,Frau::N,femme,կին
235,Kind::N,enfant,զավակ
236,Junge::N,garçon,տղա
237,Mädchen::N,fille,աղջիկ
238,Mädchen::N,jeune fille,աղջիկ
239,Familie::N,famille,ընտանիք
240,Großvater::N,grand-père,պապ
241,Großmutter::N,grand-mère,տատ
242,Eltern::N,parents,ծնողներ
243,Vater::N,père,հայր
244,Mutter::N,mère,մայր
245,Sohn::N,fils,որդի
246,Tochter::N,fille,աղջիկ
247,Tochter::N,fille,դուստր
248,Bruder::N,frère,եղբայր
249,Schwester::N,sœur,քույր
250,Onkel::N,oncle,քեռի
251,Onkel::N,oncle,հորեղբայր
252,Tante::N,tante,մորաքույր
253,Ehemann::N,mari,մարդ
254,Ehemann::N,mari,ամուսին
255,Ehemann::N,époux,մարդ
256,Ehemann::N,époux,ամուսին
257,Ehefrau::N,femme,կին ամուսին
258,Ehefrau::N,épouse,կին ամուսին
259,Freude::N,joie,ուրախություն
260,Freude::N,plaisir,ուրախություն
261,Gelächter::N,rires,ծիծաղ
262,Glück::N,bonheur,երջանկություն
263,Kummer::N,peine,վիշտ
264,Kummer::N,chagrin,վիշտ
265,Wunsch::N,désir,ցանկություն
266,Lust::N,envie,փափագ
267,Lust::N,envie,իղձ
268,Geist::N,esprit,ոգի
269,Gedanke::N,idée,միտք
270,Gedanke::N,pensée,միտք
271,Gedächtnis::N,mémoire,հիշողություն
272,Verstand::N,raison,խելք
273,Sinn::N,sens,իմաստ
274,Grund::N,cause,պատճառ
275,Grund::N,raison,պատճառ
276,Wahrheit::N,vérité,ճշմարտություն
277,Gespräch::N,conversation,զրույց
278,Märchen::N,conte,պայիկի պատմություն
279,Märchen::N,conte de fées,պայիկի պատմություն
280,Erzählung::N,conte,պատմվածք
281,Erzählung::N,conte,պատմություն
282,Erzählung::N,narration,պատմվածք
283,Erzählung::N,narration,պատմություն
284,Nachricht::N,message,հաղորդագրություն
285,Neuigkeit::N,nouvelle,լուր
286,Neuigkeit::N,nouvelle,նորություն
287,Name::N,nom,անուն
288,Rätsel::N,énigme,բարդ խնդիր
289,Rätsel::N,devinette,բարդ խնդիր
290,Rede::N,parole,ճառ
291,Rede::N,parole,ելույթ
292,Rede::N,discours,ճառ
293,Rede::N,discours,ելույթ
294,Sprache::N,langue,լեզու
295,Sprache::N,langage,լեզու
296,Stimme::N,voix,ձայն
297,Wort::N,mot,բառ
298,Zeichen::N,signe,նշան
299,Ruf::N,cri,կոչ
300,Ruf::N,cri,կանչ
301,Ruf::N,appel,կոչ
302,Ruf::N,appel,կանչ
303,Lärm::N,bruit,աղմուկ
304,Laut::N,son,հնչյուն
305,Laut::N,son,ձայն
306,Ton::N,ton,տոն
307,Lied::N,chant,երգ
308,Lied::N,chanson,երգ
309,Ruhe::N,calme,անդորրություն
310,Ruhe::N,tranquillité,անդորրություն
311,Leute::N,gens,մարդիկ
312,Volk::N,peuple,ազգ
313,Arbeit::N,travail,գործ
314,Arbeit::N,travail,աշխատանք
315,Gast::N,hôte,հյուր
316,Gast::N,invité,հյուր
317,Geschenk::N,cadeau,նվեր
318,Geschenk::N,présent,նվեր
319,Spiel::N,jeu,խաղ
320,Gesellschaft::N,compagnie,ընկերություն
321,Hilfe::N,aide,օգնությթուն
322,Hilfe::N,secours,օգնությթուն
323,Freund::N,ami,ընկեր
324,Freund::N,ami,բարեկամ
325,Kamerad::N,copain,ուղեկից
326,Kamerad::N,camarade,ուղեկից
327,Angelegenheit::N,affaire,բան
328,Angelegenheit::N,affaire,գործ
329,Anzahl::N,nombre,քանակ
330,Anzahl::N,nombre,գումար
331,Art::N,sorte,տեսակ
332,Art::N,espèce,տեսակ
333,Stück::N,morceau,կտոր
334,Teil::N,part,մաս
335,Teil::N,partie,մաս
336,Hälfte::N,moitié,կես
337,Kreis::N,cercle,շիջանակ
338,Kreuz::N,croix,խաչ
339,Linie::N,ligne,գիծ
340,Strich::N,trait,գիծ
341,Abstand::N,écart,անջրպետ
342,Entfernung::N,distance,հեռավորություն
343,Gegend::N,région,շրջան
344,Gegend::N,contrée,շրջան
345,Platz::N,place,տարածություն
346,Ort::N,lieu,տեղ
347,Ort::N,lieu,վայր
348,Ort::N,endroit,տեղ
349,Ort::N,endroit,վայր
350,Seite::N,côté,կողմ
351,Mitte::N,milieu,մեջտեղ
352,Gegenstand::N,objet,առարկա
353,Sache::N,chose,բան
354,Rand::N,bord,վերջք
355,Kante::N,arête,եզր
356,Ecke::N,coin,անկյուն
357,Ecke::N,tournant,անկյուն
358,Spitze::N,cime,ծայր
359,Spitze::N,pointe,ծայր
360,Ende::N,bout,ծայր
361,Loch::N,trou,անցք
362,Winkel::N,coin,անկյուն
363,Winkel::N,réduit,անկյուն
364,Muster::N,dessin,օրինակ
365,Größe::N,grandeur,մեծություն
366,Länge::N,longueur,երկարություն
367,Höhe::N,hauteur,բարձրություն
368,Höhe::N,altitude,բարձրություն
369,Gewicht::N,poids,կշիռ
370,Menge::N,quantité,քանակ
371,Haufen::N,tas,դեզ
372,Haufen::N,tas,կույտ
373,Reihe::N,file,շարք
374,Reihe::N,file,կարգ
375,Reihe::N,rangée,շարք
376,Reihe::N,rangée,կարգ
377,Boot::N,canot,նավակ
378,Boot::N,bateau,նավակ
379,Ruder::N,rame,թի
380,Ruder::N,rame,թիակ
381,Ruder::N,aviron,թի
382,Ruder::N,aviron,թիակ
383,Schlitten::N,traîneau,բալխիր
384,Ski::N,ski,դահուկ
385,Lagerfeuer::N,feu de camp,բացօդեայ կրակ
386,Last::N,charge,բեռ
387,Last::N,fardeau,բեռ
388,Gang::N,tour,զբոսանք
389,Gang::N,marche,զբոսանք
390,Schritt::N,pas,քայլ
391,Norden::N,nord,հյուսիս
392,Süden::N,sud,հարավ
393,Westen::N,ouest,արեւմուտք
394,Westen::N,occident,արեւմուտք
395,Osten::N,est,արեւելք
396,Osten::N,orient,արեւելք
397,Holz::N,bois,փայտ
398,Brett::N,planche,տախտակ
399,Platte::N,plaque,թիթեղ
400,Stütze::N,appui,նեցուկ
401,Stütze::N,soutien,նեցուկ
402,Stange::N,barre,ձող
403,Stange::N,perche,ձող
404,Stock::N,canne,փայտ
405,Stab::N,bâton,ցուպ
406,Stab::N,bâton,գավազան
407,Rohr::N,tube,խողովակ
408,Rohr::N,tuyau,խողովակ
409,Haus::N,maison,տուն
410,Heim::N,maison,տուն
411,Ofen::N,poêle,վառարան
412,Fußboden::N,plancher,հատակ
413,Tisch::N,table,սեղան
414,Stuhl::N,chaise,աթոռ
415,Wiege::N,berceau,օրորոց
416,Bett::N,lit,անկողին
417,Regal::N,étagère,դարակ
418,Kiste::N,caisse,տուփ
419,Fenster::N,fenêtre,պատուհան
420,Tür::N,porte,դուռ
421,Tor::N,porte,դարպաս
422,Tor::N,portail,դարպաս
423,Zaun::N,clôture,ցանկապատ
424,Dach::N,toit,տանիք
425,Dach::N,toit,կտուր
426,Leiter::N,échelle,սանդուղք
427,Besen::N,balai,ավել
428,Spaten::N,bêche,բահ
429,Schaufel::N,pelle,թի
430,Gabel::N,fourchette,պատառաքաղ
431,Löffel::N,cuiller,գդալ
432,Messer::N,couteau,դանակ
433,Nagel::N,clou,մեխ
434,Netz::N,filet,ցանց
435,Haken::N,croc,կարթ
436,Haken::N,crochet,կարթ
437,Griff::N,prise,կոթ
438,Griff::N,prise,բռնակ
439,Griff::N,manche,կոթ
440,Griff::N,manche,բռնակ
441,Schloss::N,serrure,կողպեք
442,Bild::N,image,նկար
443,Bild::N,image,պատկեր
444,Bild::N,tableau,նկար
445,Bild::N,tableau,պատկեր
446,Figur::N,figure,քանդակ
447,Figur::N,figure,պատկեր
448,Puppe::N,poupée,տիկնիկ
449,Beutel::N,sac,տոպրակ
450,Beutel::N,petit sac,տոպրակ
451,Bündel::N,paquet,կապոց
452,Bündel::N,faisceau,կապոց
453,Tasche::N,sac,պայուսակ
454,Eimer::N,seau,դույլ
455,Deckel::N,couvercle,կափարիչ
456,Geschirr::N,vaisselle,ամանեղեն
457,Sack::N,sac,պարկ
458,Sack::N,sac,տոպրակ
459,Tasse::N,tasse,թաս
460,Tasse::N,tasse,գավաթ
461,Topf::N,pot,անոթ
462,Topf::N,marmite,անոթ
463,Kessel::N,chaudron,կաթսա
464,Essen::N,repas,կերակուր
465,Essen::N,manger,կերակուր
466,Nahrung::N,nourriture,ուտելիք
467,Speise::N,plat,խորտիկ
468,Speise::N,plat,կերակուր
469,Fleisch::N,viande,միս
470,Getreide::N,blé,հացահատիկ
471,Getreide::N,céréales,հացահատիկ
472,Brei::N,purée,լանդակ
473,Brei::N,bouillie,լանդակ
474,Brot::N,pain,հաց
475,Scheibe::N,tranche,կտոր
476,Scheibe::N,tranche,պատառ
477,Fett::N,graisse,ճարպ
478,Butter::N,beurre,կարագ
479,Öl::N,huile,ձեթ
480,Salz::N,sel,աղ
481,Suppe::N,soupe,սուպ
482,Suppe::N,soupe,ապուր
483,Suppe::N,potage,սուպ
484,Suppe::N,potage,ապուր
485,Honig::N,miel,մեղր
486,Milch::N,lait,կաթ
487,Tee::N,thé,թեյ
488,Leder::N,cuir,կաշի
489,Wolle::N,laine,բուրդ
490,Stoff::N,tissu,գործվածք
491,Stoff::N,étoffe,գործվածք
492,Nadel::N,aiguille,ասեղ
493,Faden::N,fil,թել
494,Knopf::N,bouton,կոճակ
495,Knoten::N,nœud,հանգույց
496,Farbe::N,peinture,ներկ
497,Kleidung::N,vêtements,հագուստ
498,Kleidung::N,habillement,հագուստ
499,Hemd::N,chemise,վերնաշապիկ
500,Kragen::N,col,օձիք
501,Ärmel::N,manche,թեւք
502,Hose::N,pantalon,շալվար
503,Gürtel::N,ceinture,գոտի
504,Mütze::N,bonnet,կեպի
505,Mütze::N,casquette,կեպի
506,Schuh::N,soulier,կոշիկ
507,Schuh::N,chaussure,կոշիկ
508,Stiefel::N,botte,երկարաճիթ կոշիկ
509,Ring::N,bague,զնգալ
510,Band::N,ruban,ժապավեն
511,Kamm::N,peigne,սանր
512,Spiegel::N,glace,հայելի
513,Spiegel::N,miroir,հայելի
514,Riemen::N,lanière,փոկ
515,Riemen::N,courroie,փոկ
516,Schnur::N,corde,լար
517,Schnur::N,ficelle,լար
518,Leine::N,laisse,փոկ
519,Decke::N,couverture,վերմակ
520,Kissen::N,oreiller,բարձ
521,Tuch::N,drap,թաշկինակ
522,Tuch::N,fichu,թաշկինակ
523,Handtuch::N,serviette,սրբիչ
524,Handtuch::N,essuie-mains,սրբիչ
525,Kraft::N,force,ուժ
526,Stärke::N,vigueur,պնդություն
527,Stärke::N,vigueur,ամրություն
528,Gesundheit::N,santé,առողջություն
529,Krankheit::N,maladie,ախտ
530,Krankheit::N,maladie,հիվանդություն
531,Schmerz::N,douleur,ցավ
532,Schmerz::N,douleur,տանջանք
533,Wunde::N,plaie,վերք
534,Wunde::N,blessure,վերք
535,Fieber::N,fièvre,տենդ
536,Arznei::N,remède,դեղ
537,Arznei::N,médecine,դեղ
538,Brücke::N,pont,կամուրջ
539,Brunnen::N,puits,հոր
540,Brunnen::N,puits,ջրհոր
541,Weide::N,pâturage,արոտավայր
542,Pfad::N,sentier,արահետ
543,Weg::N,voie,ուղի
544,Weg::N,chemin,ուղի
545,Straße::N,route,ճանապարհ
546,Dorf::N,village,գյուղ
547,Stadt::N,cité,քաղաք
548,Stadt::N,ville,քաղաք
549,Brief::N,lettre,նամակ
550,Buch::N,livre,գիրք
551,Buchstabe::N,lettre,տառ
552,Buchstabe::N,lettre,գիր
553,Buchstabe::N,caractère,տառ
554,Buchstabe::N,caractère,գիր
555,Zeitung::N,journal,լրագիր
556,Leben::N,vie,կյանք
557,Tod::N,mort,մահ
558,Grab::N,tombe,գերեզման
559,Kirche::N,église,եկեղեցի
560,Sünde::N,péché,մեղք
561,Gott::N,dieu,աստված
562,Arbeiter::N,ouvrier,բանվոր
563,Arbeiter::N,ouvrier,աշխատող
564,Arbeiter::N,travailleur,բանվոր
565,Arbeiter::N,travailleur,աշխատող
566,Chef::N,chef,տեր
567,Chef::N,patron,տեր
568,Meister::N,maître,վարպետ
569,Arzt::N,médecin,բժիշկ
570,Lehrer::N,professeur,ուսուցիչ
571,Lehrer::N,instituteur,ուսուցիչ
572,Geld::N,argent,փող
573,Geschäft::N,affaire,գործ
574,Geschäft::N,affaire,աշխատանք
575,Geschäft::N,commerce,գործ
576,Geschäft::N,commerce,աշխատանք
577,Laden::N,magasin,կրպակ
578,Laden::N,magasin,խանութ
579,Laden::N,boutique,կրպակ
580,Laden::N,boutique,խանութ
581,Preis::N,prix,գին
582,Ware::N,marchandise,ապրանք
583,Nutzen::N,profit,օգուտ
584,Reichtum::N,richesse,հարստություն
585,Welt::N,monde,աշխարհ
586,Land::N,pays,երկիր
587,Staat::N,État,պետություն
588,König::N,roi,արքա
589,König::N,roi,թագավոր
590,Macht::N,pouvoir,իշխանություն
591,Macht::N,puissance,իշխանություն
592,Grenze::N,frontière,սահման
593,Krieg::N,guerre,պատերազմ
594,Feind::N,ennemi,թշնամի
595,Gewalt::N,violence,բռնություն
596,Gewalt::N,violence,սաստկություն
597,Kampf::N,lutte,մարտ
598,Kampf::N,combat,մարտ
599,Bogen[Waffe]::N,arc,աղեղ
600,Pfeil::N,flèche,նետ
601,Gewehr::N,fusil,հրացան
602,Fehler::N,faute,սխալ
603,Fehler::N,erreur,սխալ
604,Lüge::N,mensonge,սուտ
605,Schaden::N,dégât,վնաս
606,Schaden::N,dommage,վնաս
607,Unglück::N,malheur,դժբախտություն
608,Schuld::N,faute,պակասություն
609,Schuld::N,culpabilité,պակասություն
610,Alter::N,âge,հասակ
611,Schluss::N,fin,վերջ
612,Schluss::N,fin,վախճան
613,Zeit::N,temps,ժամանակ
614,Tag::N,jour,օր
615,Tag::N,journée,օր
616,Morgen::N,matin,առավոտ
617,Morgen::N,matinée,առավոտ
618,Mittag::N,midi,կեսօր
619,Abend::N,soir,երեկո
620,Abend::N,soirée,երեկո
621,Nacht::N,nuit,գիշեր
622,Woche::N,semaine,շաբաթ
623,Monat::N,mois,ամիս
624,Jahr::N,an,տարի
625,Jahr::N,année,տարի
626,Frühling::N,printemps,գարուն
627,Sommer::N,été,ամառ
628,Herbst::N,automne,աշուն
629,Winter::N,hiver,ձմեռ
630,Januar::N,janvier,հունվար
631,Februar::N,février,փետրվար
632,März::N,mars,մարտ
633,April::N,avril,ապրիլ
634,Mai::N,mai,մայիս
635,Juni::N,juin,հունիս
636,Juli::N,juillet,հուլիս
637,August::N,août,օգոստոս
638,September::N,septembre,սեպտեմբեր
639,Oktober::N,octobre,հոկտեմբեր
640,November::N,novembre,նոյեմբեր
641,Dezember::N,décembre,դեկտեմբեր
642,Montag::N,lundi,երկուշաբթի
643,Dienstag::N,mardi,երեքշաբթի
644,Mittwoch::N,mercredi,չորեքշաբթի
645,Donnerstag::N,jeudi,հինգշաբթի
646,Freitag::N,vendredi,ուրբաթ
647,Samstag::N,samedi,շաբաթ
648,Sonntag::N,dimanche,կիրակի
649,groß::A,grand,մեծ
650,groß::A,grand,խոշոր
651,klein::A,petit,պստիկ
652,klein::A,petit,փոքրիկ
653,lang::A,long,երկար
654,kurz::A,court,կարճ
655,breit::A,large,լայն
656,schmal::A,étroit,նեղ
657,dicht::A,dense,խիտ
658,dick[Gegenstand]::A,épais,հաստ
659,dünn::A,mince,բարակ
660,fein::A,fin,նուրբ
661,fein::A,menu,նուրբ
662,fest::A,ferme,ամուր
663,fest::A,ferme,պինդ
664,fest::A,solide,ամուր
665,fest::A,solide,պինդ
666,flach::A,plat,տափակ
667,glatt::A,poli,հարթ
668,glatt::A,lisse,հարթ
669,hart::A,dur,կարծր
670,weich::A,mou,մեղմ
671,weich::A,mou,փափուկ
672,rund::A,rond,կլոր
673,spitz::A,aigu,սրածայր
674,spitz::A,pointu,սրածայր
675,scharf::A,tranchant,սուր
676,stumpf::A,mousse,գուլ
677,stumpf::A,émoussé,գուլ
678,schwer::A,lourd,ծանր
679,schwer::A,pesant,ծանր
680,schön::A,beau,սիրուն
681,schön::A,beau,գեղեցիկ
682,heiß::A,chaud,թեժ
683,heiß::A,très chaud,թեժ
684,warm::A,chaud,տաք
685,warm::A,chaud,ջերմ
686,kalt::A,froid,ցուրտ
687,kühl::A,frais,զով
688,frisch::A,frais,թարմ
689,feucht::A,humide,ղոնավ
690,nass::A,mouillé,թաց
691,trocken::A,sec,ցամաք
692,voll::A,plein,լի
693,voll::A,plein,լիքը
694,voll::A,rempli,լի
695,voll::A,rempli,լիքը
696,leer::A,vide,դատարկ
697,offen::A,ouvert,բաց
698,geschlossen::A,clos,գոց
699,geschlossen::A,fermé,գոց
700,sauber::A,net,մաքուր
701,sauber::A,propre,մաքուր
702,schmutzig::A,sale,կեղտոտ
703,schmutzig::A,crasseux,կեղտոտ
704,roh::A,cru,հում
705,roh::A,brut,հում
706,reif::A,mûr,հասած
707,reif::A,mûr,հասուն
708,lecker::A,délicieux,համեղ
709,lecker::A,appétissant,համեղ
710,süß::A,doux,անուշ
711,bitter::A,amer,կծու
712,sauer::A,aigre,թթու
713,sauer::A,aigre,թթված
714,hell::A,clair,պայծառ
715,hell::A,clair,խելամիտ
716,dunkel::A,sombre,մութ
717,schwarz::A,noir,սեւ
718,weiß::A,blanc,սպիտակ
719,rot::A,rouge,կարմիր
720,gelb::A,jaune,դեղին
721,blau::A,bleu,կապույտ
722,grün::A,vert,կանաչ
723,grau::A,gris,գորշ
724,bunt::A,multicolore,գոյնզգոյն
725,billig::A,bon marché,էժան
726,teuer::A,cher,թանկ
727,wertvoll::A,précieux,թանկարժեք
728,blind::A,aveugle,կույր
729,taub::A,sourd,խուլ
730,kräftig::A,fort,հզոր
731,kräftig::A,vigoureux,հզոր
732,stark::A,fort,ուժեղ
733,stark::A,puissant,ուժեղ
734,schwach::A,faible,տկար
735,schwach::A,faible,թույլ
736,fett::A,gras,գեր
737,schlank::A,svelte,նիհար
738,hübsch::A,joli,գրավիչ
739,hübsch::A,joli,սիրունիկ
740,böse::A,mauvais,չար
741,dumm::A,sot,հիմար
742,dumm::A,bête,հիմար
743,faul::A,fainéant,ծույլ
744,faul::A,paresseux,ծույլ
745,fleißig::A,appliqué,ջանասեր
746,fleißig::A,appliqué,փութաջան
747,geizig::A,avare,ագահ
748,geizig::A,avare,կծծի
749,klug::A,intelligent,խելոք
750,klug::A,intelligent,ընդունակ
751,geschickt::A,habile,ճարտար
752,lieb::A,cher,սիրելի
753,lieb::A,gentil,սիրելի
754,lustig::A,gai,զվարթ
755,lustig::A,joyeux,զվարթ
756,sanft::A,doux,հեզ
757,hungrig::A,affamé,քաղցած
758,krank::A,malade,հիվանդ
759,nackt::A,nu,մերկ
760,traurig::A,triste,տխուր
761,lebendig::A,vivant,կենդանի
762,gut::A,bon,լավ
763,schlecht::A,mauvais,վատ
764,richtig::A,juste,ձիշտ
765,richtig::A,correct,ձիշտ
766,schlimm::A,grave,լղրճուկ
767,schlimm::A,mauvais,լղրճուկ
768,wahr::A,vrai,ճիշտ
769,wahr::A,vrai,իրական
770,wahr::A,véritable,ճիշտ
771,wahr::A,véritable,իրական
772,alt::A,vieux,հին
773,neu::A,neuf,նոր
774,neu::A,nouveau,նոր
775,ehemalig::A,ancien,նախկին
776,alt[Lebewesen]::A,âgé,ծեր
777,alt[Lebewesen]::A,âgé,պառավ
