,Concept_ID,zh,bn
73,Schatten::N,影子,ছায়া
74,Wetter::N,天气,আবহাওয়া
75,Nebel::N,雾,কুহেলিকা
76,Wolke::N,云,মেঘ
77,Regen::N,雨,বৃষ্টি
78,Schnee::N,雪,তুষার
79,Eis::N,冰,বরফ
80,Frost::N,霜冻,তুষার
81,Kälte::N,寒冷,শৈত্য
82,Hitze::N,炎热,তাপ
83,Raureif::N,霜,তুহিন
84,Regenbogen::N,虹,রামধনু
85,Donner::N,雷,বজ্রধ্বনি
86,Strömung::N,水流,স্রোত
87,Tropfen::N,滴,ফোঁটা
88,Schaum::N,泡沫,ফেনা
89,Schmutz::N,赃物,ধুলা
90,See::N,湖,হ্রদ
91,Sumpf::N,沼泽,জলা
92,Moor::N,沼泽,মাঠ
93,Wiese::N,草地,তৃণভূমি
94,Wald::N,森林,বন
95,Hügel::N,丘陵,পাহাড়
96,Anhöhe::N,山丘,টিলা
97,Berg::N,山,পর্বত
98,Gipfel::N,峰,শীর্ষ
99,Höhle::N,洞穴,গুহা
100,Abhang::N,斜坡,ঢাল
101,Quelle::N,泉,উৎস
102,Bach::N,溪,ক্ষুদ্র নদী
103,Fluss::N,河流,নদী
104,Ufer::N,岸,উপকূল
105,Küste::N,海岸,তীর
106,Festland::N,大陆,ভূমি
107,Meer::N,海,সমুদ্র
108,Bucht::N,海湾,উপসাগর
109,Insel::N,岛,দ্বীপ
110,Blume::N,花,ফুল
111,Gras::N,草,ঘাস
112,Wurzel::N,根,শিকড়
113,Baum::N,树,গাছ
114,Stamm::N,树干,স্কন্ধ
115,Rinde::N,树皮,বল্কল
116,Ast::N,树枝,শাখা
117,Zweig::N,树枝,ডাল
118,Blatt::N,叶子,পর্ণ
119,Birke::N,桦木,ভুর্জ
120,Kiefer[Baum]::N,松树,পাইন গাছ
121,Weide[Baum]::N,柳树,উইলো
122,Tanne::N,冷杉,দেবদারূ গাছ
123,Horn::N,角,শিং
124,Feder::N,羽毛,পালক
125,Fell::N,皮毛,রোম
126,Flügel::N,翅膀,ডানা
127,Klaue::N,爪子,নখর
128,Kralle::N,爪子,নখর
129,Schwanz::N,尾巴,লেজ
130,Ei::N,蛋,ডিম
131,Nest::N,巢,কুলায়
132,Bau::N,穴,ডেরা
133,Tier::N,动物,জন্তু
134,Herde::N,群,ঝাঁক
135,Kuh::N,母牛,গোরু
136,Bulle::N,公牛,বৃষ
137,Pferd::N,马,ঘোড়া
138,Schaf::N,羊,ভেড়া
139,Schwein::N,猪,শূকর
140,Hund::N,狗,কুকুর
141,Katze::N,猫,বেড়াল
142,Bär::N,熊,ভল্লুক
143,Eichhörnchen::N,松鼠,কাঠবিড়াল
144,Elch::N,麋鹿,হরিণবিশেষ
145,Fuchs::N,狐狸,পাঁতিশিয়াল
146,Hase::N,兔子,শশক
147,Maus::N,老鼠,নেংটি ইঁদুর
148,Wolf::N,狼,নেকড়ে
149,Vogel::N,鸟,পক্ষী
150,Schwarm::N,群,ঝাঁক
151,Huhn::N,鸡,মোরগ
152,Hahn::N,公鸡,কুক্কুট
153,Gans::N,鹅,হংসী
154,Adler::N,鹰,ইগল
155,Ente::N,鸭,হংসী
156,Eule::N,猫头鹰,পেচক
157,Kranich::N,鹤,সারস
158,Krähe::N,乌鸦,কাক
159,Kuckuck::N,布谷鸟,কোকিল
160,Schwan::N,天鹅,মরাল
161,Fisch::N,鱼,মাছ
162,Barsch::N,鲈鱼,মৎন্যবিশেষ
163,Hecht::N,狗鱼,বানমাছ
164,Schlange[Tier]::N,蛇,সর্প
165,Wurm::N,蠕虫,কীট
166,Spinne::N,蜘蛛,মাকড়সা
167,Ameise::N,蚂蚁,পিপীলিকা
168,Laus::N,虱子,উকুন
169,Mücke::N,蚊子,মশা
170,Fliege::N,苍蝇,মাছি
171,Schmetterling::N,蝴蝶,প্রজাপতি
172,Beere::N,将果,বেরি
173,Apfel::N,苹果,আপেল
174,Pilz::N,蘑菇,ছত্রক
175,Zwiebel::N,洋葱,পিয়াজ
176,Saat::N,种子,বীজ
177,Korn::N,谷粒,শস্য
178,Heu::N,干草,খড়
179,Schale::N,壳,খোসা
180,Grube::N,坑,গর্ত
181,Falle::N,圈套,ফাঁদ
182,Schlinge::N,活扣,পাশ
183,Spur::N,踪迹,চিহ্ন
184,Asche::N,灰烬,ভস্ম
185,Dreck::N,污垢,ময়লা
186,Eisen::N,铁,লোহা
187,Gold::N,金子,স্বর্ণ
188,Silber::N,银,রৌপ্য
189,Kohle::N,煤,অঙ্গার
190,Glas::N,玻璃,কাচ
191,Lehm::N,粘土,মৃত্তিকা
192,Sand::N,沙,বালি
193,Mensch::N,人,নর
194,Mensch::N,人,মানুষ
195,Mann::N,男子,মানুষ
196,Frau::N,妇女,নারী
197,Kind::N,小孩,বাচ্চা
198,Junge::N,男孩,ছেলে
199,Mädchen::N,女孩,মেয়ে
200,Familie::N,家庭,পরিবার
201,Großvater::N,祖父,মাতামহ
202,Großmutter::N,祖母,মাতামহী
203,Eltern::N,父母,মাতাপিতা
204,Vater::N,父亲,পিতা
205,Mutter::N,母亲,মাতা
206,Sohn::N,儿子,ছেলে
207,Tochter::N,女儿,মেয়ে
208,Bruder::N,兄弟,দাদা
209,Schwester::N,姐妹,বোন
210,Schwester::N,姐妹,দিদি
211,Onkel::N,伯父,মামা
212,Tante::N,阿姨,মাসী
213,Ehemann::N,丈夫,স্বামী
214,Ehefrau::N,妻子,পত্নী
215,Freude::N,愉快,উল্লাস
216,Gelächter::N,大笑,হাসি
217,Glück::N,运气,সুখ
218,Kummer::N,苦恼,দুঃখ
219,Wunsch::N,愿望,আকাঙ্ক্ষা
220,Lust::N,乐趣,বাসনা
221,Geist::N,精神,আত্না
222,Gedanke::N,思想,চিন্তা
223,Gedächtnis::N,记性,স্মরণশক্তি
224,Verstand::N,理智,মন
225,Sinn::N,感觉,পদার্থ
226,Grund::N,理由,কারণ
227,Wahrheit::N,真理,সত্য
228,Gespräch::N,谈话,কথাবার্তা
229,Märchen::N,童话,রূপকথা
230,Erzählung::N,故事,গল্প
231,Nachricht::N,消息,তথ্য
232,Neuigkeit::N,新闻,খবরাখবর
233,Name::N,名字,নাম
234,Rätsel::N,谜语,ধাঁধা
235,Rede::N,讲话,বক্তৃতা
236,Sprache::N,语言,ভাষা
237,Stimme::N,声音,স্বর
238,Wort::N,词,শব্দ
239,Zeichen::N,标记,প্রতীক
240,Ruf::N,呼喊,ডাক
241,Lärm::N,噪音,হৈচৈ
242,Laut::N,响声,ধ্বনি
243,Ton::N,声音,স্বর
244,Lied::N,歌曲,গান
245,Ruhe::N,安静,শান্তি
246,Leute::N,人们,প্রজাপুঞ্জ
247,Volk::N,人民,জাতি
248,Arbeit::N,劳动,চাকরি
249,Gast::N,客人,অতিথি
250,Geschenk::N,礼物,উপহার
251,Spiel::N,游戏,খেলা
252,Gesellschaft::N,陪同,সঙ্গিগণ
253,Hilfe::N,帮助,সাহায্য
254,Freund::N,朋友,বন্ধু
255,Kamerad::N,同志,সঙ্গী
256,Angelegenheit::N,事情,বিষয়
257,Anzahl::N,数目,পরিমাণ
258,Art::N,种类,রকম
259,Stück::N,块,টুকরো
260,Teil::N,部分,অংশ
261,Hälfte::N,一半,অর্ধেক
262,Kreis::N,圆,বৃত্ত
263,Kreuz::N,十字架,ক্রুশ
264,Linie::N,线条,রেখা
265,Strich::N,划,কষি
266,Abstand::N,距离,ফাঁক
267,Entfernung::N,距离,ব্যবধান
268,Gegend::N,地区,ক্ষেত্র
269,Platz::N,场所,জায়গা
270,Ort::N,地点,স্থান
271,Seite::N,面,পার্শ্ব
272,Mitte::N,中间,মধ্য
273,Gegenstand::N,物品,জিনিস
274,Sache::N,物,বস্তু
275,Rand::N,边,কানা
276,Kante::N,棱,ধার
277,Ecke::N,角,কোণ
278,Spitze::N,尖,ডগা
279,Ende::N,结尾,প্রান্ত
280,Loch::N,洞,গর্ত
281,Winkel::N,角度,কোণ
282,Muster::N,模型,নমুন্
283,Größe::N,大小,আয়তন
284,Länge::N,长度,দৈর্ঘ্য
285,Höhe::N,高度,উচ্চতা
286,Gewicht::N,重量,ওজন
287,Menge::N,数量,পরিমাণ
288,Haufen::N,堆,পুঞ্জ
289,Reihe::N,行,শ্রেণী
290,Boot::N,小船,নৌকা
291,Ruder::N,奖,দাঁড়
292,Schlitten::N,雪橇,স্নেজ্-গাড়ি
293,Ski::N,雪板,শী
294,Lagerfeuer::N,营火,অগ্নি
295,Last::N,负担,বোঝা
296,Gang::N,行走,হণ্টন
297,Schritt::N,步伐,পদ
298,Norden::N,北,উত্তরদিক্
299,Süden::N,南,দক্ষিণদিক
300,Westen::N,西,পশ্চিমদিক্
301,Osten::N,东,পূর্বদিক
302,Holz::N,木材,কাঠ
303,Brett::N,木板,তক্তা
304,Platte::N,平板,ফলক
305,Stütze::N,支架,নাগদণ্ড
306,Stange::N,杆,দণ্ড
307,Stock::N,棒,ছড়ি
308,Stab::N,棍,যষ্টি
309,Rohr::N,管子,নল
310,Haus::N,房屋,ঘর
311,Heim::N,家,বাসা
312,Ofen::N,炉子,স্টোভ্
313,Fußboden::N,地板,গহতল
314,Tisch::N,桌子,মেজ
315,Tisch::N,桌子,টেবিল
316,Stuhl::N,椅子,চেয়ার
317,Stuhl::N,椅子,কেদারা
318,Wiege::N,摇蓝,দোলনা
319,Bett::N,床,শয্যা
320,Regal::N,架子,তাক
321,Kiste::N,箱子,বাক্স
322,Fenster::N,窗户,জানালা
323,Tür::N,门,দ্বার
324,Tor::N,大门,দ্বার
325,Zaun::N,篱笆,বেড়া
326,Dach::N,屋顶,ছাদ
327,Leiter::N,梯子,মই
328,Besen::N,扫帚,গুল্মবিশেষ
329,Spaten::N,铁锹,কোদাল
330,Schaufel::N,铁锹,বেলচা
331,Gabel::N,叉,কাঁটা
332,Löffel::N,食匙,চামচ
333,Messer::N,刀,ছুরি
334,Nagel::N,钉子,পেরেক
335,Netz::N,网,জাল
336,Haken::N,钩子,কাচি
337,Griff::N,把柄,হাতল
338,Schloss::N,锁,তালা
339,Bild::N,图画,ছবি
340,Bild::N,图画,চিত্র
341,Figur::N,人像,আকার
342,Puppe::N,娃娃,পুতুল
343,Beutel::N,袋子,বটুয়া
344,Bündel::N,捆,আঁটি
345,Tasche::N,手提包,থলি
346,Eimer::N,桶,বাল্তি
347,Deckel::N,盖子,আবরণ
348,Geschirr::N,餐具,থালা-বাসন
349,Sack::N,袋子,বস্তা
350,Tasse::N,杯子,কাপ
351,Topf::N,锅,পাত্র
352,Kessel::N,水壶,কেটলি
353,Essen::N,进餐,আহার
354,Nahrung::N,食物,খাদ্য
355,Speise::N,菜肴,খাদ্য
356,Fleisch::N,肉,মাংস
357,Getreide::N,谷物,শস্য
358,Brei::N,粥,মণ্ড
359,Brot::N,面包,রুটি
360,Scheibe::N,片,ফালি
361,Fett::N,脂肪,মেদ
362,Butter::N,黄油,মাখন
363,Öl::N,油,তৈল
364,Salz::N,盐,নুন
365,Suppe::N,汤,শুরুয়া
366,Honig::N,蜂蜜,মধু
367,Milch::N,奶,দুধ
368,Tee::N,茶,চা
369,Leder::N,皮革,পাকা চামড়া
370,Wolle::N,毛线,পশম
371,Stoff::N,织物,বস্ত্র
372,Nadel::N,针,সুচ
373,Faden::N,线,সূত্র
374,Knopf::N,纽扣,বোতাম
375,Knoten::N,结,গিঁট
376,Farbe::N,颜色,রং
377,Kleidung::N,衣服,কাপড়
378,Hemd::N,衬衫,শার্ট
379,Kragen::N,领子,গলবন্ধ
380,Ärmel::N,袖子,আস্তিন্
381,Hose::N,裤子,ট্রাউজার
382,Gürtel::N,腰带,কটিবন্ধ
383,Mütze::N,帽子,টুপি
384,Schuh::N,鞋,জুতো
385,Stiefel::N,靴子,বুট
386,Ring::N,戒指,আংটি
387,Band::N,带子,ফিতা
388,Kamm::N,梳子,চিরুনি
389,Spiegel::N,镜子,আয়না
390,Riemen::N,皮带,চাবুক
391,Schnur::N,绳子,দড়ি
392,Leine::N,皮带,শিকল
393,Decke::N,被子,কম্বল
394,Kissen::N,软垫,উপাধান
395,Tuch::N,巾,বস্ত্র
396,Handtuch::N,手巾,তোয়ালে
397,Kraft::N,力,জোর
398,Stärke::N,力量,শক্তি
399,Gesundheit::N,健康,স্বাস্থ্য
400,Krankheit::N,病,অসুখ
401,Krankheit::N,病,ব্যামো
402,Schmerz::N,痛,যন্ত্রণা
403,Wunde::N,伤口,ক্ষত
404,Fieber::N,发烧,জ্বর
405,Arznei::N,药,ঔষধ
406,Brücke::N,桥,সেতু
407,Brunnen::N,井,কূপ
408,Weide::N,牧场,পশুচারণভূমি
409,Pfad::N,小路,পথ
410,Weg::N,路,পথ
411,Straße::N,街,রাস্তা
412,Dorf::N,村庄,গ্রাম
413,Stadt::N,城市,শহর
414,Brief::N,信,চিঠি
415,Buch::N,书,বই
416,Buchstabe::N,字母,অক্ষর
417,Zeitung::N,报纸,সংবাদপত্র
418,Leben::N,生命,জীবন
419,Tod::N,死亡,মৃত্যু
420,Grab::N,坟墓,কবর
421,Kirche::N,教堂,গির্জা
422,Sünde::N,罪,পাপ
423,Gott::N,上帝,দেবতা
424,Arbeiter::N,工人,শ্রমিক
425,Chef::N,上司,নেতা
426,Meister::N,师傅,ব্যক্তি
427,Arzt::N,医生,চিকিৎসক
428,Lehrer::N,教师,অধ্যাপক
429,Geld::N,钱,মুদ্রা
430,Geld::N,钱,টাকাপয়সা
431,Geschäft::N,交易,ব্যস্ততা
432,Laden::N,商店,দোকান
433,Preis::N,价格,মূল্য
434,Ware::N,商品,পণ্যদ্রব্য
435,Nutzen::N,好处,সুবিধা
436,Reichtum::N,财富,ধনদৌলত
437,Welt::N,世界,জগৎ
438,Land::N,国家,খেত
439,Staat::N,国家,রাষ্ট্র
440,König::N,国王,রাজা
441,Macht::N,权力,প্রভাব
442,Grenze::N,边界,সীমা
443,Krieg::N,战争,যুদ্ধ
444,Feind::N,敌人,শত্রু
445,Gewalt::N,暴力,জোর
446,Kampf::N,战斗,লড়াই
447,Bogen[Waffe]::N,弓,ধনুক
448,Pfeil::N,箭,বাণ
449,Gewehr::N,枪,বন্দুক
450,Fehler::N,错误,ভুল
451,Lüge::N,谎话,মিথ্যা
452,Schaden::N,损失,ক্ষতি
453,Unglück::N,不幸,দুর্ভাগ্য
454,Schuld::N,过错,অপরাধ
455,Alter::N,年龄,আয়ু
456,Schluss::N,结束,শেষ
457,Zeit::N,时间,সময়
458,Tag::N,天,দিন
459,Morgen::N,早晨,সকাল
460,Mittag::N,中午,মধ্যাহু
461,Abend::N,晚上,সন্ধ্যা
462,Nacht::N,夜,রাত্রি
463,Woche::N,星期,সপ্তাহ
464,Monat::N,月,মাস
465,Jahr::N,年,সৌরবর্ষ
466,Frühling::N,春天,বসন্তকাল
467,Sommer::N,夏天,গ্রীষ্মকাল
468,Herbst::N,秋天,শরংঋতু
469,Winter::N,冬天,শীতকাল
470,Januar::N,一月,জানুয়ারী
471,Februar::N,二月,ফেব্রুয়ারী
472,März::N,三月,মার্চ
473,April::N,四月,এপ্রিল
474,Mai::N,五月,মে
475,Juni::N,六月,জুন
476,Juli::N,七月,জুলাই
477,August::N,八月,অগাস্ট
478,September::N,九月,সেপ্টেম্বর
479,Oktober::N,十月,অক্টোবর
480,November::N,十一月,নভেম্বর
481,Dezember::N,十二月,ডিসেম্বর
482,Montag::N,星期一,সোমবার
483,Dienstag::N,星期二,মঙ্গলবার
484,Mittwoch::N,星期三,বুধবার
485,Donnerstag::N,星期四,বৃহম্পতিবার
486,Freitag::N,星期五,শুক্রবার
487,Samstag::N,星期六,শনিবার
488,Sonntag::N,星期日,রবিবার
489,groß::A,大,বৃহৎ
490,klein::A,小,ছোট
491,lang::A,长,দীর্ঘ
492,kurz::A,短,খর্ব
493,kurz::A,短,হ্রস্ব
494,breit::A,宽,চওড়া
495,schmal::A,细长的,সরু
496,dicht::A,密,ঘন
497,dick[Gegenstand]::A,厚,পুরু
498,dünn::A,薄,কৃশ
499,fein::A,细小,সূক্ষ্ম
500,fest::A,固体,দৃঢ়
501,flach::A,平坦,সমতল
502,glatt::A,光滑,মসৃণ
503,hart::A,硬,শক্ত
504,weich::A,软,নরম
505,rund::A,圆,গোলাকার
506,spitz::A,尖,তীক্ষ্ন
507,scharf::A,锋利,শাণিত
508,stumpf::A,钝,ভোঁতা
509,schwer::A,重,ভারী
510,schön::A,美丽,সুন্দর
511,heiß::A,烫,গরম
512,warm::A,暖和,ঈষদুষ্ণ
513,kalt::A,冷,ঠাণ্ডা
514,kühl::A,凉,শীতল
515,frisch::A,新鲜,তাজা
516,feucht::A,潮湿,ভিজা
517,nass::A,湿,ভিজা
518,trocken::A,干,শুষ্ক
519,voll::A,满,পূর্ণ
520,leer::A,空,খালি
521,offen::A,敞开,খোলা
522,geschlossen::A,关闭,বন্ধ
523,sauber::A,干净,নির্মল
524,schmutzig::A,肮脏,নোংরা
525,roh::A,生,কাঁচা
526,reif::A,成熟,পাকা
527,lecker::A,好吃,সুস্বাদ
528,süß::A,甜,মিষ্ট
529,bitter::A,苦,তিক্ত
530,sauer::A,酸,টক
531,hell::A,亮,উজ্জ্বল
532,dunkel::A,阴暗,অন্ধকারময়
533,schwarz::A,黑,কালো
534,weiß::A,白,সাদা
535,rot::A,红,লাল
536,gelb::A,黄,হলদে
537,blau::A,蓝,নীল
538,grün::A,绿,সবুজ
539,grau::A,灰色,ছাই-রঙা
540,bunt::A,五彩,রঙিন
541,billig::A,便宜,সস্তা
542,teuer::A,贵,আক্রা
543,wertvoll::A,贵重,মহার্ঘ
544,blind::A,瞎,কানা
545,taub::A,聋,বধির
546,kräftig::A,强壮,বিশাল
547,stark::A,强壮,শক্তিশালী
548,schwach::A,弱,দুর্বল
549,fett::A,胖,মোটা
550,schlank::A,苗条,কৃশ
551,hübsch::A,漂亮,সুন্দর
552,böse::A,邪恶,খারাপ
553,dumm::A,笨,মূর্খ
554,faul::A,懒惰,শ্রমবিমুখ
555,fleißig::A,勤奋,পরিশ্রমী
556,geizig::A,吝啬,ব্যয়কুণ্ঠ
557,klug::A,聪明,দক্ষ
558,geschickt::A,灵巧,পটু
559,lieb::A,可爱,প্রেয়
560,lustig::A,快乐,প্রফুল্ল
561,sanft::A,柔和,নম্র
562,hungrig::A,饥饿,ক্ষুধার্ত
563,krank::A,患病,অসুস্থ
564,nackt::A,裸体,উলঙ্গ
565,traurig::A,悲哀,দুঃখিত
566,lebendig::A,活,জীবিত
567,gut::A,好,ভালো
568,schlecht::A,坏,মন্দ
569,richtig::A,正确,ঠিক
570,schlimm::A,糟糕,কদর্য
571,wahr::A,真,বাস্তব
572,alt::A,旧,পুরাতন
573,neu::A,新,নব
574,neu::A,新,নূতন
575,ehemalig::A,以前,পূর্বকালীন
576,alt[Lebewesen]::A,老,বৃদ্ধ
577,jung::A,年轻,তরুণ
578,arm::A,贫穷,ক্ষুদ্র
579,reich::A,富裕,ধনবান্
580,bekannt::A,出名,সুপরিচিত
581,berühmt::A,著名,বিখ্যাত
582,fremd::A,陌生,বিদেশি
583,verschieden::A,不同,বিসদৃশ
584,nah::A,近,নিকটবতী
585,fern::A,遥远,দুরবতী
586,linker::A,左,বাম
587,rechter::A,右,ডান
588,rechter::A,右,ডাইন
589,anderer::A,别的,অন্যতর
590,erster::A,第一,প্রথম
591,zweiter::A,第二,দ্বিতীয়
592,dritter::A,第三,তৃতীয়
593,letzter::A,最后,সর্বশেষ
594,allein::ADV,单独,একক
595,auf einmal::ADV,同时,জলদি
596,zusammen::ADV,一起,একসঙ্গে
597,lange::ADV,许久,লম্বা
598,plötzlich::ADV,忽然,হঠাৎ
599,sofort::ADV,立刻,মুহ্ণর্তমধ্যে
600,später::ADV,以后,পশ্চাতে
601,jetzt::ADV,现在,এখন
602,heute::ADV,今天,আজ
603,morgen::ADV,明天,আগামিকাল
604,bald::ADV,即将,অস্পকালমধ্যে
605,dann::ADV,然后,তখন
606,gestern::ADV,昨天,গতকাল
607,einst::ADV,曾经,একবার মাত্র
608,damals::ADV,当时,তখন
609,danach::ADV,随后,পরে
610,vorher::ADV,事先,আগে
611,zuerst::ADV,首先,আগে
612,einmal::ADV,一次,একবার
613,manchmal::ADV,有时,কখনও কখনও
614,oft::ADV,时常,ঘনঘন
615,immer::ADV,总是,সর্বদা
616,niemals::ADV,从未,কখলও নহে
617,hier::ADV,这里,এখানে
618,hierhin::ADV,到这里,এখানে
619,von hier::ADV,由此,ত্রই স্তান হইতে
620,dort::ADV,那里,ওখানে
621,dorthin::ADV,到那里,ওখানে
622,geradeaus::ADV,一直往前,অগ্রগামী
623,vorwärts::ADV,向前,সন্মুখিকে
624,rückwärts::ADV,向后,খিরিয়া
625,zurück::ADV,退后,পিঠ
626,unten::ADV,下面,নীচে
627,hinab::ADV,向下,নিম্নগামী
628,oben::ADV,上面,উপরে
629,hinauf::ADV,向上,উচ্চতর অংশে
630,überall::ADV,到处,সর্বত্র
631,nicht::ADV,不,না
632,ein wenig::ADV,一点儿,অল্প
633,kaum::ADV,几乎不,কষ্টসহকাবে
634,sehr::ADV,很,খুব
635,so::ADV,如此,তত
636,noch::ADV,还,এখন পর্যস্ত
637,nur::ADV,只,শুধু
638,schon::ADV,已经,ইতঃপুর্বে
639,wieder::ADV,又,আবার
640,vor::PRP,在...面前,সম্মুখে
641,hinter::PRP,在...背后,পশ্চাতে
642,unter::PRP,在...下面,নীচে
643,durch::PRP,穿过,দ্বারা
644,neben::PRP,在...旁,কাছে
645,zwischen::PRP,在...之间,মধ্যে
646,wegen::PRP,由于,জন্য
647,dies::PRN,这,এটা
648,das::PRN,那,ওটা
649,alles::PRN,一切,সব
650,ich::PRN,我,আমি
651,du::PRN,你,তুমি
652,er::PRN,他,উনি
653,wir::PRN,我们,আমরা
654,ihr::PRN,你们,তোমরা
655,sie::PRN,她,তারা
656,was::FPRN,什么,কি
657,wer::FPRN,谁,কে
658,wo::FADV,哪里,কোথায়
659,wohin::FADV,去哪里,কোথায়
660,wie::FADV,怎么,কেমন
661,warum::FADV,为什么,কেন
662,wieviel::FNUM,多少,কত
663,eins::NUM,一,অক
664,zwei::NUM,二,দুই
665,drei::NUM,三,তিন
666,vier::NUM,四,চার
667,fünf::NUM,五,পাঁচ
668,sechs::NUM,六,ছয়
669,sieben::NUM,七,সাত
670,acht::NUM,八,আট
671,neun::NUM,九,নয়
672,zehn::NUM,十,দশ
673,elf::NUM,十一,এগারো
674,zwölf::NUM,十二,দ্বাদশ
675,zwanzig::NUM,二十,বিশ
676,dreißig::NUM,三十,ত্রিশ
677,vierzig::NUM,四十,চল্লিশ
678,fünfzig::NUM,五十,পঞ্চাশ
679,sechzig::NUM,六十,ষাট
680,siebzig::NUM,七十,সত্তর
681,achtzig::NUM,八十,আশি
682,neunzig::NUM,九十,নব্বুই
683,hundert::NUM,百,শত
684,tausend::NUM,千,হাজার
685,und::CNJ,和,আর
686,und::CNJ,和,এবং
687,oder::CNJ,或者,বা
688,stehen::V,站,দাঁড়ানো
689,sitzen::V,坐,বসা
690,liegen::V,躺着,শোয়া
691,hängen::V,挂着,ঝোলা
692,werden::V,成为,হইয়া উঠা
693,passieren::V,发生,ঘটা
694,beginnen::V,开始,আরম্ভ হওয়া
695,enden::V,终止,শেষ হওয়া
696,wechseln::V,变迁,রূপাস্তর করা
697,aufgehen[Sonne]::V,升起,উদিত হওয়া
698,untergehen[Sonne]::V,下落,অস্ত যাওয়া
699,scheinen[Sonne]::V,照射,আলো দেওয়া
700,donnern::V,打雷,বজ্রধ্বনি করা
701,wehen::V,飘扬,প্রবাহিত হওয়া
702,strömen::V,流,প্রবাহিত হওয়া
703,fließen::V,流动,ছুটা
704,sich drehen::V,转动,পাক খাওয়া
705,schwanken::V,摇摆,দোলা
706,schwingen::V,摇,দোলা
707,fallen::V,坠落,পড়া
708,brennen::V,燃烧,সেঁকা
709,rauchen::V,冒烟,ধোঁয়া ছড়ান
710,regnen::V,下雨,বর্ষণ_করা
711,gefrieren::V,结冰,হিমায়িত হওয়া
712,tauen::V,融化,গলা
713,schmelzen::V,溶化,গলা
714,trocknen::V,变干,শুষ্ক করা
715,sieden::V,煮,ফোঁড়া
716,faulen::V,腐烂,ক্ষয় হওয়া
717,verfaulen::V,腐烂,ক্ষয় হওয়া 
718,reißen::V,撕,ছিঁড়া
719,versinken::V,下沉,ডুবা
720,vergehen::V,流逝,যাওয়া
721,erscheinen::V,出现,আসা
722,verschwinden::V,消失,অদৃশ্য হওয়া
723,sinken::V,下降,হ্রাস হওয়া
724,abnehmen::V,减少,হ্রাস হওয়া
725,zunehmen::V,增加,বৃদ্ধি পাওয়া
726,steigen::V,上升,ওঠা
727,wachsen::V,生长,বড় হওয়া
728,glänzen::V,发光,জ্বলা
729,funkeln::V,闪烁,জ্বল্জ্বল করা
730,lärmen::V,吵闹,
731,läuten::V,响,রুসুঝুসু করা
732,klingeln::V,按铃,বাজা
733,brausen::V,疾驶,গর্জন করা
