,Concept_ID,sq,br
335,Menge::N,sasi,bern
336,Haufen::N,grumbull,bern
337,Reihe::N,radhë,steud
338,Reihe::N,rresht,steud
339,Boot::N,barkë,bag
340,Boot::N,lundër,bag
341,Ruder::N,rrem,roeñv
342,Schlitten::N,sajë,trainell
343,Ski::N,ski,ski
344,Lagerfeuer::N,flakadan,
345,Lagerfeuer::N,zjarr i madh,
346,Last::N,barrë,karg
347,Gang::N,ecje,kerzh
348,Schritt::N,hap,paz
349,Norden::N,veri,norzh
350,Norden::N,veri,hanternoz
351,Süden::N,jug,su
352,Süden::N,jug,kreisteiz
353,Westen::N,perëndim,kuzh-heol
354,Osten::N,lindje,reter
355,Osten::N,lindje,sav-heol
356,Holz::N,dru,koad
357,Brett::N,dërrasë,plankenn
358,Platte::N,pllakë,plakenn
359,Stütze::N,shtyllë,harp
360,Stütze::N,mbështetesë,harp
361,Stange::N,shufër,sparl
362,Stock::N,dajak,bazh
363,Stab::N,shkop,bazh
364,Rohr::N,tub,tub
365,Rohr::N,tub,korz
366,Haus::N,shtëpi,ti
367,Heim::N,konak,kêr
368,Heim::N,shtëpi,kêr
369,Ofen::N,sobë,forn
370,Ofen::N,stufë,forn
371,Fußboden::N,dysheme,plañchod
372,Tisch::N,tryezë,taol
373,Stuhl::N,karrige,kador
374,Wiege::N,djep,kavell
375,Bett::N,shtrat,gwele
376,Regal::N,raft,estajerenn
377,Kiste::N,kuti,kased
378,Fenster::N,dritare,prenestr
379,Tür::N,derë,dor
380,Tor::N,portë,portal
381,Zaun::N,gardh,sklotur
382,Dach::N,çati,toenn
383,Leiter::N,shkallë,skeul
384,Besen::N,fshesë,skubell
385,Spaten::N,lopatë,pal
386,Schaufel::N,qyrek,pal
387,Gabel::N,pirun,fourchetez
388,Löffel::N,lugë,loa
389,Messer::N,thikë,kontell
390,Nagel::N,gozhdë,tach
391,Netz::N,rrjetë,roued
392,Haken::N,grep,krog
393,Haken::N,grremç,krog
394,Griff::N,dorak,kemer
395,Griff::N,dorezë,kemer
396,Schloss::N,bravë,potenn
397,Bild::N,tablo,skeudenn
398,Bild::N,pikturë,skeudenn
399,Figur::N,figurë,skeud
400,Figur::N,figurë,figur
401,Puppe::N,kukull,merc'hodenn
402,Beutel::N,qese,sac'h
403,Beutel::N,trastë,sac'h
404,Bündel::N,deng,feskenn
405,Tasche::N,çantë,sac'h
406,Eimer::N,kovë,sailh
407,Deckel::N,kapak,pallenn
408,Deckel::N,mbulesë,pallenn
409,Geschirr::N,enë,listriaj
410,Sack::N,thes,sac'h
411,Sack::N,torbë,sac'h
412,Tasse::N,filxhan,tas
413,Topf::N,kusi,pod
414,Topf::N,tenxhere,pod
415,Kessel::N,kazan,chaodouron
416,Essen::N,ngrënie,pred
417,Nahrung::N,ushqim,boued
418,Speise::N,gatesë,meuz
419,Fleisch::N,mish,kig
420,Getreide::N,drithë,ed
421,Brei::N,qull,yod
422,Brot::N,bukë,bara
423,Scheibe::N,fetë,tailhenn
424,Fett::N,lyrë,lard
425,Fett::N,yndyrë,lard
426,Butter::N,gjalpë,amann
427,Öl::N,vaj,eoul
428,Salz::N,kripë,holen
429,Suppe::N,supë,soubenn
430,Suppe::N,çorbë,soubenn
431,Honig::N,mjaltë,mel
432,Milch::N,qumësht,laezh
433,Tee::N,çaj,te
434,Leder::N,lëkurë,lêr
435,Wolle::N,lesh,gloan
436,Stoff::N,pëlhurë,danvez
437,Nadel::N,gjilpërë,nadoz
438,Faden::N,pe,neudenn
439,Faden::N,fije,neudenn
440,Knopf::N,kopsë,bouton
441,Knoten::N,komb,skoulm
442,Farbe::N,bojë,liv
443,Kleidung::N,veshje,dilhad
444,Hemd::N,këmishë,roc'hed
445,Kragen::N,jakë,gouzoug
446,Ärmel::N,mëngë,milgin
447,Hose::N,brekë,bragoù
448,Gürtel::N,rrip,gouriz
449,Mütze::N,kësulë,boned
450,Schuh::N,këpucë,botez
451,Stiefel::N,çizme,botez
452,Ring::N,unazë,gwalenn
453,Band::N,shirit,bagad
454,Kamm::N,krehër,krib
455,Spiegel::N,pasqyrë,melezour
456,Riemen::N,rrip,lerenn
457,Schnur::N,litar,kordenn
458,Schnur::N,cikomë,kordenn
459,Leine::N,rrip,roll
460,Decke::N,batanije,golo
461,Kissen::N,jastëk,goubenner
462,Tuch::N,shami,mezher
463,Handtuch::N,peshqir,toailhon
464,Kraft::N,forcë,nerzh
465,Stärke::N,koll,nerzhder
466,Gesundheit::N,shëndet,yec'hed
467,Krankheit::N,sëmundje,klañved
468,Schmerz::N,dhimbje,poan
469,Schmerz::N,dhimbje,droug
470,Wunde::N,plagë,gloazadenn
471,Fieber::N,ethe,terzhienn
472,Arznei::N,ilaç,louzoù
473,Brücke::N,urë,pont
474,Brunnen::N,pus,puñs
475,Weide::N,kullotë,prad
476,Pfad::N,ravë,gwenodenn
477,Pfad::N,shteg,gwenodenn
478,Weg::N,udhë,hent
479,Weg::N,shteg,hent
480,Straße::N,rrugë,ru
481,Straße::N,rrugë,hent
482,Dorf::N,fshat,kêr
483,Dorf::N,fshat,kêriadenn
484,Dorf::N,katund,kêr
485,Dorf::N,katund,kêriadenn
486,Stadt::N,qytet,kêr
487,Brief::N,letër,lizher
488,Buch::N,libër,levr
489,Buchstabe::N,shkronjë,lizherenn
490,Zeitung::N,gazetë,kazetenn
491,Leben::N,jetë,buhez
492,Tod::N,mortje,marv
493,Grab::N,varr,bez
494,Kirche::N,kishë,iliz
495,Sünde::N,mëkat,pec'hed
496,Sünde::N,gjynah,pec'hed
497,Gott::N,hy,doue
498,Gott::N,zot,doue
499,Arbeiter::N,punëtor,labourer
500,Arbeiter::N,punëtor,micherour
501,Chef::N,shef,penn
502,Chef::N,drejtues,penn
503,Meister::N,mjeshtër,mestr
504,Arzt::N,mjek,mezeg
505,Arzt::N,mjek,medisin
506,Arzt::N,doktor,mezeg
507,Arzt::N,doktor,medisin
508,Lehrer::N,mësues,skolaer
509,Lehrer::N,mësues,kelenner
510,Lehrer::N,arsimtar,skolaer
511,Lehrer::N,arsimtar,kelenner
512,Geld::N,para,arc'hant
513,Geld::N,holla,arc'hant
514,Geschäft::N,ujdi,stal
515,Geschäft::N,biznes,stal
516,Laden::N,dyqan,stal
517,Preis::N,çmim,priz
518,Ware::N,mall,marc'hadourezh
519,Nutzen::N,dobi,gounidegezh
520,Nutzen::N,dobi,lañs
521,Nutzen::N,dobi,profit
522,Nutzen::N,dobi,spleit
523,Nutzen::N,leverdi,gounidegezh
524,Nutzen::N,leverdi,lañs
525,Nutzen::N,leverdi,profit
526,Nutzen::N,leverdi,spleit
527,Reichtum::N,kamje,pinvidigezh
528,Reichtum::N,pasuri,pinvidigezh
529,Welt::N,botë,douar
530,Land::N,vend,bro
531,Staat::N,shtet,stad
532,König::N,mbret,roue
533,Macht::N,fuqi,galloud
534,Macht::N,pushtet,galloud
535,Grenze::N,kufi,harzoù
536,Krieg::N,luftë,brezel
537,Feind::N,armik,eneber
538,Gewalt::N,dhunë,tâerder
539,Kampf::N,luftim,kann
540,Bogen[Waffe]::N,hark,gwareg
541,Pfeil::N,shigjetë,saezh
542,Gewehr::N,pushkë,fuzuilh
543,Fehler::N,gafë,fazi
544,Fehler::N,gabim,fazi
545,Lüge::N,gënjeshtër,gaou
546,Schaden::N,dëm,gwall
547,Schaden::N,zarar,gwall
548,Unglück::N,fatkeqësi,gwalleur
549,Schuld::N,faj,kablusted
550,Schuld::N,faj,pec'hedigezh
551,Alter::N,moshë,oad
552,Schluss::N,fund,diwezh
553,Zeit::N,kohë,amzer
554,Tag::N,ditë,deizh
555,Morgen::N,mëngjes,beure
556,Morgen::N,mëngjes,mintin
557,Mittag::N,mesditë,kreisteiz
558,Abend::N,mbrëmje,abardaez
559,Nacht::N,natë,noz
560,Woche::N,javë,sizhun
561,Monat::N,muaj,miz
562,Jahr::N,vit,bloaz
563,Frühling::N,pranverë,nevezamzer
564,Sommer::N,verë,hañv
565,Herbst::N,vjeshtë,diskaramzer
566,Winter::N,dimër,goañv
567,Januar::N,janar,Genver
568,Februar::N,shkurt,C'hwevrer
569,März::N,mars,Meurzh
570,April::N,prill,Ebrel
571,Mai::N,maj,Mae
572,Juni::N,qershor,Mezheven
573,Juli::N,korrik,Gouhere
574,August::N,gusht,Eost
575,September::N,shtator,Gwengolo
576,Oktober::N,tetor,Here
577,November::N,nëntor,Du
578,Dezember::N,dhjetor,Kerzu
579,Montag::N,hënë,Lun
580,Dienstag::N,martë,Meurzh
581,Mittwoch::N,mërkurë,Merc'her
582,Donnerstag::N,enjte,Yaou
583,Freitag::N,premte,Gwener
584,Samstag::N,shtunë,Sadorn
585,Sonntag::N,diel,Sul
586,groß::A,madh,bras
587,klein::A,vogël,bihan
588,lang::A,gjatë,hir
589,kurz::A,shkurtër,berr
590,breit::A,gjerë,ledan
591,schmal::A,ngushtë,strizh
592,dicht::A,dendur,stank
593,dick[Gegenstand]::A,trashë,tev
594,dünn::A,hollë,moan
595,fein::A,imët,munut
596,fest::A,fortë,start
597,flach::A,sheshtë,plaen
598,glatt::A,rrafshët,lintr
599,glatt::A,rrafshët,levn
600,hart::A,fortë,kalet
601,weich::A,butë,blot
602,rund::A,rrumbullakët,ront
603,spitz::A,majëmprehtë,poentet
604,scharf::A,mprehtë,dremm
605,stumpf::A,topitur,talsoc'h
606,schwer::A,rëndë,pounner
607,schön::A,bukur,kaer
608,heiß::A,nxehtë,tomm
609,warm::A,ngrohtë,tomm
610,kalt::A,ftohtë,yen
611,kühl::A,freskët,yen
612,frisch::A,pastër,fresk
613,feucht::A,lagësht,gleb
614,nass::A,lagur,gleb
615,trocken::A,thatë,sec'h
616,voll::A,plotë,leun
617,leer::A,bosh,goullo
618,leer::A,zbrazët,goullo
619,offen::A,hapur,digor
620,geschlossen::A,mbyllur,serr
621,sauber::A,dëlirë,naet
622,schmutzig::A,ndyrë,lous
623,roh::A,gjallë,kriz
624,reif::A,arrirë,darev
625,lecker::A,shijshëm,lipous
626,lecker::A,shijshëm,saourus
627,süß::A,ëmbël,dous
628,bitter::A,hidhur,c'hwerv
629,sauer::A,thartë,trenk
630,hell::A,me dritë,sklaer
631,dunkel::A,errët,teñval
632,schwarz::A,i zi,du
633,weiß::A,bardhë,gwenn
634,rot::A,kuq,ruz
635,gelb::A,verdhë,melen
636,blau::A,blu,glas
637,blau::A,kaltër,glas
638,grün::A,blertë,gwer
639,grün::A,gjelbër,gwer
640,grau::A,hirtë,louet
641,grau::A,bojë hiri,louet
642,bunt::A,shumëngjyrëshëm,liesliv
643,billig::A,lirë,marc'had-mat
644,teuer::A,shtrenjtë,ker
645,wertvoll::A,çmuar,prizius
646,wertvoll::A,vlershëm,prizius
647,blind::A,qorr,dall
648,blind::A,verbër,dall
649,taub::A,shurdhër,bouzar
650,kräftig::A,fuqishëm,start
651,stark::A,fortë,kreñv
652,schwach::A,dobët,gwan
653,fett::A,dhjamur,lard
654,schlank::A,hollë,sinkl
655,hübsch::A,bukur,koant
656,hübsch::A,hijshëm,koant
657,böse::A,keq,gwall
658,dumm::A,teveqel,glep
659,faul::A,dembel,lezirek
660,fleißig::A,zellshëm,studius
661,geizig::A,kurnac,tost
662,geizig::A,dorështrënguar,tost
663,klug::A,mençur,speredek
664,geschickt::A,aftë,dornet
665,lieb::A,dashur,koant
666,lustig::A,gëzuar,laouen
667,sanft::A,butë,flour
668,hungrig::A,uritur,marnaon
669,krank::A,sëmurë,klañv
670,nackt::A,lakuriq,noazh
671,nackt::A,zhveshur,noazh
672,traurig::A,trishtuar,trist
673,lebendig::A,gjallë,bev
674,gut::A,mirë,mad
675,schlecht::A,keq,fall
676,schlecht::A,keq,gwall
677,richtig::A,drejtë,reizh
678,schlimm::A,keq,gwall
679,wahr::A,vërtetë,gwir
680,alt::A,vjetër,kozh
681,neu::A,i ri,nevez
682,ehemalig::A,dikurshëm,kozh
683,alt[Lebewesen]::A,plak,kozh
684,jung::A,i ri,yaouank
685,arm::A,varfër,paour
686,arm::A,vobektë,paour
687,reich::A,pasur,pinvidik
688,bekannt::A,njohur,anavezet
689,berühmt::A,famshëm,brudet
690,fremd::A,huaj,dizanav
691,verschieden::A,ndryshëm,disheñel
692,nah::A,afërt,nes
693,fern::A,largët,diabell
694,linker::A,majtë,kleiz
695,rechter::A,djathtë,dehoù
696,anderer::A,tjetër,all
697,erster::A,parë,kentañ
698,zweiter::A,dytë,eil
699,dritter::A,i tretë,trede
700,letzter::A,fundit,diwezhañ
701,allein::ADV,vetëm,e-unan
702,auf einmal::ADV,njëkohësisht,ar un dro
703,zusammen::ADV,bashkë,asambles
704,zusammen::ADV,së bashku,asambles
705,lange::ADV,për një kohë të gjatë,pell
706,plötzlich::ADV,befas,en un taol
707,sofort::ADV,menjëherë,diouzhtu
708,sofort::ADV,aty për aty,diouzhtu
709,später::ADV,më vonë,diwezhatoc'h
710,jetzt::ADV,tash,bremañ
711,heute::ADV,sot,hiziv
712,morgen::ADV,nesër,arc'hoazh
713,bald::ADV,shpejt,hepdale
714,bald::ADV,së shpejti,hepdale
715,dann::ADV,pastaj,a-c'houde
716,gestern::ADV,dje,dec'h
717,einst::ADV,dikur,gwechall
718,damals::ADV,atëherë,neuze
719,danach::ADV,mandej,goude
720,vorher::ADV,më parë,diagent
721,zuerst::ADV,së pari,da gentañ
722,einmal::ADV,njëherë,ur wech
723,manchmal::ADV,nganjëherë,a-wechoù
724,oft::ADV,shpesh,alies
725,immer::ADV,përherë,atav
726,immer::ADV,përherë,bepred
727,immer::ADV,gjithnjë,atav
728,immer::ADV,gjithnjë,bepred
729,niemals::ADV,kurrë,gwech ebet
730,niemals::ADV,asnjëherë,gwech ebet
731,hier::ADV,këtu,amañ
732,hierhin::ADV,knej,dre amañ
733,von hier::ADV,që këtej,alemañ
734,von hier::ADV,prej këtej,alemañ
735,dort::ADV,aty,aze
736,dort::ADV,aty,ahont
737,dort::ADV,atje,aze
738,dort::ADV,atje,ahont
739,dorthin::ADV,anej,di
740,dorthin::ADV,anej,aze
741,dorthin::ADV,anej,ahont
742,geradeaus::ADV,drejt,war-eeun
743,vorwärts::ADV,mbroth,war-raok
744,vorwärts::ADV,përpara,war-raok
745,rückwärts::ADV,mbrapsht,war-lerc'h
746,zurück::ADV,prapa,war-dreñv
747,zurück::ADV,mbrapsht,war-dreñv
748,unten::ADV,poshtë,en traoñ
749,hinab::ADV,përposh,a-izel
750,oben::ADV,lart,en nec'h
751,oben::ADV,sipër,en nec'h
752,hinauf::ADV,lart,e-krec'h
753,hinauf::ADV,përpjetë,e-krec'h
754,überall::ADV,kudo,dre-holl
755,nicht::ADV,s',ne ... ket
756,nicht::ADV,nuk,ne ... ket
757,ein wenig::ADV,një tis,un tammig
758,kaum::ADV,mezi,a-boan
759,sehr::ADV,fort,-tre
760,sehr::ADV,fort,-kenañ
761,sehr::ADV,shumë,-tre
762,sehr::ADV,shumë,-kenañ
763,so::ADV,ashtu,evel-se
764,so::ADV,kështu,evel-se
765,noch::ADV,ende,c'hoazh
766,noch::ADV,akoma,c'hoazh
767,nur::ADV,vetëm,hepken
768,schon::ADV,tashmë,dija
769,wieder::ADV,përsëri,adarre
770,vergebens::ADV,kot,
771,vor::PRP,para,dirak
772,hinter::PRP,prapa,a-drek
773,hinter::PRP,prapa,a-dreñv
774,hinter::PRP,mbrapa,a-drek
775,hinter::PRP,mbrapa,a-dreñv
776,unter::PRP,nën,dindan
777,durch::PRP,nëpër,dre
778,neben::PRP,pranë,e-kichen
779,neben::PRP,përbri,e-kichen
780,zwischen::PRP,midis,etre
781,zwischen::PRP,ndërmjet,etre
782,wegen::PRP,për,abalamour da
783,dies::PRN,ky,hemañ
784,das::PRN,ky,se
785,das::PRN,ky,hennezh
786,alles::PRN,gjithçka,pep tra
787,ich::PRN,unë,me
788,du::PRN,ti,te
789,er::PRN,ai,eñ
790,wir::PRN,ne,ni
791,ihr::PRN,ju,c'hwi
792,sie::PRN,ata,int
793,was::FPRN,ç',petra
794,was::FPRN,çfarë,petra
795,wer::FPRN,kush,piv
796,wo::FADV,ku,pelec'h
797,wohin::FADV,për ku,da belec'h
798,wie::FADV,si,penaos
799,warum::FADV,pse,perak
800,warum::FADV,përse,perak
