,Concept_ID,cy,az
321,Strich::N,strôc,cızıq
322,Strich::N,trawiad,cızıq
323,Abstand::N,bwlch,məsafə
324,Abstand::N,pellter,məsafə
325,Entfernung::N,pellter,məsafə
326,Entfernung::N,pellter,uzaqlıq
327,Gegend::N,cylch,bölgə
328,Platz::N,lle,yer
329,Ort::N,lle,yer
330,Seite::N,ochr,yan
331,Seite::N,ochr,tərəf
332,Mitte::N,canol,orta
333,Gegenstand::N,eitem,şey
334,Sache::N,peth,şey
335,Rand::N,cwr,kənar
336,Rand::N,ymyl,kənar
337,Kante::N,min,tiyə
338,Kante::N,min,kənar
339,Kante::N,ymyl,tiyə
340,Kante::N,ymyl,kənar
341,Ecke::N,cornel,bucaq
342,Spitze::N,blaen,uc
343,Ende::N,pen,son
344,Ende::N,pen,axır
345,Loch::N,twll,deşik
346,Winkel::N,congl,guşə
347,Muster::N,patrwm,ülgü
348,Größe::N,maint,böyüklük
349,Größe::N,maintioli,böyüklük
350,Länge::N,hyd,uzunluq
351,Höhe::N,uchder,yüksəklik
352,Gewicht::N,pwysau,çəki
353,Gewicht::N,pwysau,ağırlıq
354,Menge::N,swm,miqdar
355,Menge::N,maint,miqdar
356,Haufen::N,pentwr,yığın
357,Reihe::N,rhes,səf
358,Reihe::N,rhes,sıra
359,Boot::N,cwch,qayıq
360,Ruder::N,rhwyf,kürək
361,Schlitten::N,sled,kirşə
362,Schlitten::N,car llusg,kirşə
363,Ski::N,sgi,xizək
364,Lagerfeuer::N,coelcerth,düşərgə tonqalı
365,Last::N,llwyth,yük
366,Gang::N,tro,yeriş
367,Schritt::N,cam,addım
368,Norden::N,gogledd,şimal
369,Süden::N,de,cənub
370,Westen::N,gorllewin,qərb
371,Osten::N,dwyrain,şərq
372,Holz::N,pren,ağac
373,Holz::N,pren,taxta
374,Brett::N,bwrdd,taxta
375,Brett::N,astell,taxta
376,Platte::N,llech,lövhə
377,Stütze::N,ateg,dayaq
378,Stütze::N,ateg,dəstək
379,Stütze::N,cynhalydd,dayaq
380,Stütze::N,cynhalydd,dəstək
381,Stange::N,polyn,şüvül
382,Stock::N,ffon,dəyənək
383,Stock::N,brigyn,dəyənək
384,Stab::N,ffon,əsa
385,Stab::N,ffon,şüvül
386,Rohr::N,pibell,boru
387,Rohr::N,pibell,truba
388,Haus::N,tŷ,ev
389,Heim::N,cartref,ev
390,Ofen::N,stof,peç
391,Ofen::N,stof,soba
392,Fußboden::N,llawr,döşəmə
393,Tisch::N,bwrdd,masa
394,Stuhl::N,cadair,stul
395,Wiege::N,crud,beşik
396,Bett::N,gwely,yataq
397,Regal::N,silff,rəf
398,Kiste::N,bocs,yeşik
399,Kiste::N,bocs,sandıq
400,Kiste::N,blwch,yeşik
401,Kiste::N,blwch,sandıq
402,Fenster::N,ffenestr,pəncərə
403,Tür::N,drws,qapı
404,Tor::N,porth,darvaza
405,Zaun::N,ffens,çəpər
406,Dach::N,to,dam
407,Leiter::N,ysgol,nərdivan
408,Besen::N,ysgub,süpürgə
409,Spaten::N,rhaw,kürək
410,Schaufel::N,rhaw,kürək
411,Gabel::N,fforc,çəngəl
412,Löffel::N,llwy,qaşıq
413,Messer::N,cyllell,bıçaq
414,Nagel::N,hoel,mıx
415,Netz::N,gwe,tor
416,Netz::N,rhwyd,tor
417,Haken::N,bach,çəngəl
418,Griff::N,carn,qulp
419,Griff::N,carn,tutacaq
420,Schloss::N,clo,qıfıl
421,Bild::N,llun,rəsm
422,Bild::N,pictiwr,rəsm
423,Figur::N,ffigur,şəkil
424,Figur::N,ffigur,heykəl
425,Puppe::N,dol,kukla
426,Puppe::N,dol,gəlincik
427,Beutel::N,cwd,kisə
428,Beutel::N,cwd,torba
429,Bündel::N,bwndel,bağlama
430,Bündel::N,coflaid,bağlama
431,Tasche::N,cod,çanta
432,Eimer::N,bwced,vedrə
433,Eimer::N,bwced,çəllək
434,Eimer::N,cunnog,vedrə
435,Eimer::N,cunnog,çəllək
436,Deckel::N,caead,qapaq
437,Geschirr::N,llestri,qab-qazan
438,Sack::N,sach,çuval
439,Tasse::N,cwpan,fincan
440,Topf::N,pot,qazan
441,Topf::N,crochan,qazan
442,Kessel::N,tegell,qazan
443,Essen::N,pryd o fwyd,yemək
444,Nahrung::N,bwyd,qida
445,Speise::N,saig,xörək
446,Fleisch::N,cig,ət
447,Getreide::N,ŷd,taxıl
448,Getreide::N,llafur,taxıl
449,Brei::N,uwd,aş
450,Brei::N,uwd,sıyıq
451,Brot::N,bara,çörək
452,Scheibe::N,tafell,dilim
453,Fett::N,saim,yağ
454,Fett::N,braster,yağ
455,Butter::N,ymenyn,kərə yağı
456,Öl::N,olew,yağ
457,Salz::N,halen,duz
458,Suppe::N,cawl,şorba
459,Honig::N,mêl,bal
460,Milch::N,llaeth,süd
461,Milch::N,llefrith,süd
462,Tee::N,te,çay
463,Leder::N,lledr,dəri
464,Wolle::N,gwlân,yun
465,Stoff::N,lliain,qumaş
466,Stoff::N,brethyn,qumaş
467,Nadel::N,nodwydd,iynə
468,Faden::N,edau,sap
469,Faden::N,edefyn,sap
470,Knopf::N,botwm,düymə
471,Knoten::N,cwlwm,düyün
472,Farbe::N,paent,boya
473,Kleidung::N,dillad,geyim
474,Kleidung::N,gwisgoedd,geyim
475,Hemd::N,crys,köynək
476,Kragen::N,coler,yaxa
477,Ärmel::N,llawes,qol
478,Hose::N,trowsus,şalvar
479,Gürtel::N,gwregys,kəmər
480,Mütze::N,cap,şapka
481,Schuh::N,esgid,tufli
482,Schuh::N,esgid,ayaqqabı
483,Stiefel::N,botasen,çəkmə
484,Ring::N,modrwy,üzük
485,Band::N,rhuban,lent
486,Kamm::N,crib,daraq
487,Spiegel::N,drych,güzgü
488,Riemen::N,strap,qayış
489,Schnur::N,llinyn,ip
490,Leine::N,tennyn,kəmsik
491,Decke::N,blanced,ədyal
492,Decke::N,blanced,yorğan
493,Decke::N,gwrthban,ədyal
494,Decke::N,gwrthban,yorğan
495,Kissen::N,clustog,yastıq
496,Kissen::N,gobennydd,yastıq
497,Tuch::N,sgarff,şarf
498,Tuch::N,sgarff,kaşne
499,Handtuch::N,tywel,dəsmal
500,Handtuch::N,lliain sychu,dəsmal
501,Kraft::N,grym,güc
502,Stärke::N,nerth,qüvvət
503,Stärke::N,cryfder,qüvvət
504,Gesundheit::N,iechyd,sağlamlıq
505,Krankheit::N,afiechyd,xəstəlik
506,Krankheit::N,anhwylder,xəstəlik
507,Schmerz::N,poen,ağrı
508,Schmerz::N,poen,sancı
509,Schmerz::N,gwayw,ağrı
510,Schmerz::N,gwayw,sancı
511,Wunde::N,clwyf,yara
512,Fieber::N,twymyn,isitmə
513,Fieber::N,twymyn,qızdırma
514,Arznei::N,meddyginiaeth,ilaç
515,Arznei::N,meddyginiaeth,dərman
516,Brücke::N,pont,körpü
517,Brunnen::N,ffynnon,quyu
518,Weide::N,porfa,otlaq
519,Pfad::N,llwybr,cığır
520,Weg::N,ffordd,yol
521,Straße::N,heol,küçə
522,Straße::N,ffordd,küçə
523,Dorf::N,pentref,kənd
524,Stadt::N,tref,şəhər
525,Brief::N,llythyr,məktub
526,Buch::N,llyfr,kitab
527,Buchstabe::N,llythyren,hərf
528,Zeitung::N,papur newydd,qəzet
529,Leben::N,bywyd,həyat
530,Tod::N,marwolaeth,ölüm
531,Grab::N,bedd,qəbir
532,Kirche::N,eglwys,kilsə
533,Sünde::N,pechod,günah
534,Gott::N,duw,tanrı
535,Arbeiter::N,gweithiwr,işçi
536,Chef::N,pennaeth,şef
537,Chef::N,pennaeth,rəis
538,Meister::N,meistr,usta
539,Arzt::N,meddyg,həkim
540,Arzt::N,meddyg,doktor
541,Lehrer::N,athro,müəllim
542,Geld::N,pres,pul
543,Geld::N,arian,pul
544,Geschäft::N,busnes,ticarət
545,Laden::N,siop,dükan
546,Preis::N,pris,qiymət
547,Ware::N,nwydd,mal
548,Nutzen::N,elw,fayda
549,Nutzen::N,budd,fayda
550,Reichtum::N,cyfoeth,zənginlik
551,Welt::N,byd,aləm
552,Welt::N,byd,dünya
553,Land::N,gwlad,ölkə
554,Staat::N,gwladwriaeth,dövlət
555,König::N,brenin,kral
556,König::N,brenin,məlik
557,Macht::N,grym,qüdrət
558,Macht::N,awdurdod,qüdrət
559,Grenze::N,ffin,hüdud
560,Grenze::N,ffin,sərhət
561,Grenze::N,goror,hüdud
562,Grenze::N,goror,sərhət
563,Krieg::N,rhyfel,hərb
564,Krieg::N,rhyfel,müharibə
565,Feind::N,gelyn,düşmən
566,Gewalt::N,ffyrnigrwydd,cəbr
567,Kampf::N,brwydr,savaş
568,Bogen[Waffe]::N,bwa,yay
569,Pfeil::N,saeth,ox
570,Gewehr::N,dryll,tüfəng
571,Fehler::N,gwall,xəta
572,Fehler::N,camgymeriad,xəta
573,Lüge::N,celwydd,yalan
574,Lüge::N,anwiredd,yalan
575,Schaden::N,niwed,ziyan
576,Schaden::N,difrod,ziyan
577,Unglück::N,anffawd,bəla
578,Schuld::N,bai,təqsir
579,Alter::N,oed,yaş
580,Schluss::N,diwedd,son
581,Zeit::N,amser,vaxt
582,Zeit::N,amser,zaman
583,Tag::N,dydd,gün
584,Tag::N,diwrnod,gün
585,Morgen::N,bore,sabah
586,Mittag::N,nawn,günorta
587,Abend::N,noswaith,axşam
588,Nacht::N,nos,gecə
589,Woche::N,wythnos,həftə
590,Monat::N,mis,ay
591,Jahr::N,blwyddyn,il
592,Frühling::N,gwanwyn,yaz
593,Frühling::N,gwanwyn,bahar
594,Sommer::N,haf,yay
595,Herbst::N,hydref,payız
596,Winter::N,gaeaf,qış
597,Januar::N,Ionawr,Janvar
598,Februar::N,Chwefror,Fevral
599,März::N,Mawrth,Mart
600,April::N,Ebrill,Aprel
601,Mai::N,Mai,May
602,Juni::N,Mehefin,İyun
603,Juli::N,Gorffennaf,İyul
604,August::N,Awst,Avqust
605,September::N,Medi,Sentyabr
606,Oktober::N,Hydref,Oktyabr
607,November::N,Tachwedd,Noyabr
608,Dezember::N,Rhagfyr,Dekabr
609,Montag::N,dydd Llun,bazar ertəsi
610,Dienstag::N,dydd Mawrth,çərşənbə axşamı
611,Mittwoch::N,dydd Mercher,çərşənbə
612,Donnerstag::N,dydd Iau,cüme axşamı
613,Freitag::N,dydd Gwener,cüme
614,Samstag::N,dydd Sadwrn,şənbə
615,Sonntag::N,dydd Sul,bazar
616,groß::A,mawr,böyük
617,klein::A,bach,kiçik
618,lang::A,hir,uzun
619,kurz::A,byr,qısa
620,kurz::A,cwta,qısa
621,breit::A,llydan,enli
622,breit::A,llydan,geniş
623,schmal::A,cul,dar
624,dicht::A,dwys,sıx
625,dick[Gegenstand]::A,trwchus,qalın
626,dünn::A,tenau,nazik
627,fein::A,main,incə
628,fest::A,cadarn,bərk
629,fest::A,cadarn,möhkəm
630,flach::A,gwastad,düz
631,glatt::A,llyfn,hamar
632,hart::A,caled,sərt
633,weich::A,meddal,yumşaq
634,rund::A,crwn,yuvarlaq
635,spitz::A,pigfain,uclu
636,spitz::A,pigfain,sivri
637,scharf::A,miniog,kəskin
638,stumpf::A,pŵl,küt
639,schwer::A,trwm,ağır
640,schön::A,teg,gözəl
641,schön::A,teg,gəşəng
642,schön::A,hardd,gözəl
643,schön::A,hardd,gəşəng
644,schön::A,prydferth,gözəl
645,schön::A,prydferth,gəşəng
646,heiß::A,poeth,isti
647,warm::A,twym,ilıq
648,warm::A,cynnes,ilıq
649,kalt::A,oer,soyuq
650,kühl::A,oeraidd,sərin
651,frisch::A,iach,təzə
652,feucht::A,llaith,nəm
653,nass::A,gwlyb,yaş
654,trocken::A,sych,quru
655,voll::A,llawn,dolu
656,leer::A,gwag,boş
657,offen::A,agored,açıq
658,geschlossen::A,caead,qapalı
659,geschlossen::A,caeëdig,qapalı
660,sauber::A,glân,təmiz
661,schmutzig::A,budr,kirli
662,schmutzig::A,brwnt,kirli
663,roh::A,amrwd,çiy
664,reif::A,aeddfed,yetişmiş
665,lecker::A,blasus,dadlı
666,lecker::A,blasus,ləzzətli
667,lecker::A,danteithiol,dadlı
668,lecker::A,danteithiol,ləzzətli
669,süß::A,melys,şirin
670,bitter::A,chwerw,acı
671,sauer::A,sur,turş
672,hell::A,disglair,aydın
673,dunkel::A,tywyll,qaranlıq
674,schwarz::A,du,qara
675,weiß::A,gwyn,ağ
676,rot::A,coch,qırmızı
677,gelb::A,melyn,sarı
678,blau::A,glas,göy
679,blau::A,glas,mavi
680,grün::A,gwyrdd,yaşıl
681,grau::A,llwyd,boz
682,bunt::A,lliwgar,əlvan
683,bunt::A,lliwgar,rəngli
684,billig::A,rhad,ucuz
685,teuer::A,drud,bahalı
686,wertvoll::A,gwerthfawr,qiymətli
687,blind::A,dall,kor
688,taub::A,byddar,kar
689,kräftig::A,nerthol,güclü
690,kräftig::A,grymus,güclü
691,stark::A,cryf,qüvvətli
692,stark::A,cadarn,qüvvətli
693,schwach::A,gwan,zəif
694,schwach::A,gwan,gücsüz
695,fett::A,tew,şişman
696,schlank::A,main,zərif
697,hübsch::A,tlws,göyçək
698,böse::A,drwg,fəna
699,dumm::A,twp,axmaq
700,faul::A,diog,tənbəl
701,fleißig::A,dyfal,çalışqan
702,geizig::A,crintach,xəsis
703,geizig::A,cybyddlyd,xəsis
704,klug::A,deallus,ağıllı
705,geschickt::A,medrus,bacarıqlı
706,geschickt::A,deheuig,bacarıqlı
707,lieb::A,hoff,əziz
708,lieb::A,hoff,sevimli
709,lieb::A,annwyl,əziz
710,lieb::A,annwyl,sevimli
711,lustig::A,llon,məzəli
712,lustig::A,llon,gülməli
713,sanft::A,mwyn,mülayim
714,hungrig::A,newynog,ac
715,krank::A,sâl,xəstə
716,krank::A,gwael,xəstə
717,nackt::A,noeth,çılpaq
718,traurig::A,trist,qəmgin
719,traurig::A,trist,kədərli
720,lebendig::A,yn fyw,canlı
721,gut::A,da,yaxşı
722,schlecht::A,drwg,pis
723,schlecht::A,gwael,pis
724,richtig::A,cywir,doğru
725,schlimm::A,enbyd,fəna
726,wahr::A,gwir,gərçək
727,alt::A,hen,əski
728,alt::A,hen,köhnə
729,neu::A,newydd,yeni
730,ehemalig::A,blaenorol,əvvəlki
731,alt[Lebewesen]::A,oedrannus,qoca
732,jung::A,ifanc,gənc
733,arm::A,tlawd,kasıb
734,arm::A,tlawd,yoxsul
735,reich::A,cyfoethog,zəngin
736,bekannt::A,cynefin,tanış
737,bekannt::A,cyfarwydd,tanış
738,berühmt::A,enwog,məşhur
739,fremd::A,estron,yad
740,verschieden::A,gwahanol,dürlü
741,nah::A,agos,yaxın
742,fern::A,pell,uzaq
743,linker::A,aswy,sol
744,linker::A,chwith,sol
745,rechter::A,de,sağ
746,rechter::A,deau,sağ
747,anderer::A,arall,başqa
748,erster::A,cyntaf,birinci
749,zweiter::A,ail,ikinci
750,dritter::A,trydydd,üçüncü
751,letzter::A,olaf,sonuncu
752,letzter::A,olaf,axırıncı
753,allein::ADV,unig,tək
754,allein::ADV,unig,yalqız
755,allein::ADV,ar ei ben ei hun,tək
756,allein::ADV,ar ei ben ei hun,yalqız
757,auf einmal::ADV,ar yr un pryd,birdən
758,zusammen::ADV,ynghyd,birlikdə
759,zusammen::ADV,gyda'i gilydd,birlikdə
760,lange::ADV,amser hir,uzun
761,plötzlich::ADV,yn sydyn,qəfildən
762,sofort::ADV,ar unwaith,həmən
763,sofort::ADV,ar unwaith,dərhal
764,später::ADV,yn ddiweddarach,sonra
765,jetzt::ADV,yn awr,indi
766,heute::ADV,heddiw,bugün
767,morgen::ADV,yfory,sabah
768,bald::ADV,yn fuan,yaxında
769,bald::ADV,yn fuan,tezliklə
770,bald::ADV,gyda hyn,yaxında
771,bald::ADV,gyda hyn,tezliklə
772,dann::ADV,yna,onda
773,dann::ADV,y pryd hwnnw,onda
774,gestern::ADV,ddoe,dünən
775,einst::ADV,gynt,əvvəllər
776,damals::ADV,ar y pryd,o vaxt
777,damals::ADV,bryd hynny,o vaxt
778,danach::ADV,wedyn,sonra
779,vorher::ADV,o'r blaen,qabaqcadan
780,zuerst::ADV,yn gyntaf,əvvəl
781,einmal::ADV,unwaith,bir dəfə
782,manchmal::ADV,weithiau,hərdənbir
783,manchmal::ADV,ar brydiau,hərdənbir
784,oft::ADV,yn aml,tez-tez
785,oft::ADV,yn aml,çox vaxt
786,oft::ADV,yn fynych,tez-tez
787,oft::ADV,yn fynych,çox vaxt
788,immer::ADV,bob amser,daimi
