,Concept_ID,de,ku
56,Geruch::N,Geruch,bêhn
57,Schlaf::N,Schlaf,xew
58,Traum::N,Traum,xewn
59,Himmel::N,Himmel,ezman
60,Sonne::N,Sonne,roj
61,Mond::N,Mond,heyv
62,Stern::N,Stern,stêrk
63,Luft::N,Luft,ba
64,Wind::N,Wind,ba
65,Welle::N,Welle,şewl
66,Wasser::N,Wasser,av
67,Stein::N,Stein,kevir
68,Boden::N,Boden,herd
69,Erde::N,Erde,ax
70,Staub::N,Staub,toz
71,Rauch::N,Rauch,dû
72,Funke::N,Funke,çirûşk
73,Feuer::N,Feuer,agir
74,Licht::N,Licht,ronahî
75,Schatten::N,Schatten,sî
76,Wetter::N,Wetter,hewa
77,Nebel::N,Nebel,mij
78,Wolke::N,Wolke,ewr
79,Regen::N,Regen,baran
80,Schnee::N,Schnee,berf
81,Eis::N,Eis,qeşa
82,Frost::N,Frost,xûsik
83,Kälte::N,Kälte,serma
84,Hitze::N,Hitze,germayî
85,Raureif::N,Raureif,şext
86,Regenbogen::N,Regenbogen,heftreng
87,Donner::N,Donner,gire-gir
88,Strömung::N,Strömung,şewl
89,Tropfen::N,Tropfen,dilop
90,Schaum::N,Schaum,kef
91,Schmutz::N,Schmutz,gemar
92,See::N,See,gol
93,Sumpf::N,Sumpf,hezek
94,Moor::N,Moor,mafêl
95,Wiese::N,Wiese,sûrik
96,Wald::N,Wald,çiya
97,Wald::N,Wald,daristan
98,Hügel::N,Hügel,gir
99,Anhöhe::N,Anhöhe,sere gir
100,Berg::N,Berg,kaş
101,Gipfel::N,Gipfel,sere gir
102,Höhle::N,Höhle,şikeft
103,Abhang::N,Abhang,kaş
104,Quelle::N,Quelle,kanî
105,Bach::N,Bach,çem
106,Fluss::N,Fluss,çem
107,Fluss::N,Fluss,rûbar
108,Ufer::N,Ufer,kevî
109,Küste::N,Küste,berav
110,Festland::N,Festland,bejahî
111,Meer::N,Meer,behr
112,Bucht::N,Bucht,derav
113,Insel::N,Insel,girav
114,Blume::N,Blume,kulînk
115,Gras::N,Gras,giha
116,Wurzel::N,Wurzel,reh
117,Baum::N,Baum,dar
118,Stamm::N,Stamm,bavik
119,Rinde::N,Rinde,qaqil
120,Ast::N,Ast,gulî
121,Zweig::N,Zweig,şax
122,Blatt::N,Blatt,pel
123,Birke::N,Birke,dara sipî
124,Kiefer[Baum]::N,Kiefer,dara bî
125,Weide[Baum]::N,Weide,dara belalûk
126,Tanne::N,Tanne,merx
127,Horn::N,Horn,strô
128,Feder::N,Feder,pîrtîk
129,Fell::N,Fell,heyar
130,Flügel::N,Flügel,per
131,Klaue::N,Klaue,napîk
132,Kralle::N,Kralle,dinik
133,Kralle::N,Kralle,dirnax
134,Schwanz::N,Schwanz,dûv
135,Ei::N,Ei,hêk
136,Nest::N,Nest,hêlîn
137,Bau::N,Bau,avahî
138,Tier::N,Tier,heywan
139,Herde::N,Herde,hoz
140,Kuh::N,Kuh,çêlek
141,Bulle::N,Bulle,ga
142,Pferd::N,Pferd,hesp
143,Schaf::N,Schaf,mîh
144,Schwein::N,Schwein,beraz
145,Hund::N,Hund,seh
146,Katze::N,Katze,pişîk
147,Bär::N,Bär,hirç
148,Eichhörnchen::N,Eichhörnchen,pilûr
149,Elch::N,Elch,pazkovî
150,Fuchs::N,Fuchs,rovî
151,Hase::N,Hase,kîroşk
152,Maus::N,Maus,mişk
153,Wolf::N,Wolf,gur
154,Vogel::N,Vogel,çûk
155,Schwarm::N,Schwarm,lufik
156,Huhn::N,Huhn,mirîşk
157,Hahn::N,Hahn,dîk
158,Gans::N,Gans,qaz
159,Adler::N,Adler,eylo
160,Ente::N,Ente,werdek
161,Eule::N,Eule,bûm
162,Eule::N,Eule,kund
163,Kranich::N,Kranich,quling
164,Krähe::N,Krähe,qijik
165,Kuckuck::N,Kuckuck,pepûk
166,Schwan::N,Schwan,qû
167,Fisch::N,Fisch,masî
168,Barsch::N,Barsch,okûn
169,Hecht::N,Hecht,mesîyê lûf
170,Schlange[Tier]::N,Schlange,mar
171,Wurm::N,Wurm,kurm
172,Spinne::N,Spinne,pîrê
173,Ameise::N,Ameise,mîro
174,Ameise::N,Ameise,gêrîk
175,Laus::N,Laus,spi
176,Mücke::N,Mücke,mêş
177,Fliege::N,Fliege,mêş
178,Schmetterling::N,Schmetterling,perperîk
179,Beere::N,Beere,hirç
180,Apfel::N,Apfel,sêv
181,Pilz::N,Pilz,bîrov
182,Zwiebel::N,Zwiebel,pîvaz
183,Saat::N,Saat,tov
184,Korn::N,Korn,dexl
185,Heu::N,Heu,sap
186,Schale::N,Schale,qaşik
187,Grube::N,Grube,çahl
188,Falle::N,Falle,dafik
189,Schlinge::N,Schlinge,dahf
190,Spur::N,Spur,rêç
191,Asche::N,Asche,xweli
192,Dreck::N,Dreck,gemarî
193,Eisen::N,Eisen,hesing
194,Gold::N,Gold,zêr
195,Silber::N,Silber,zîv
196,Kohle::N,Kohle,komir
197,Glas::N,Glas,qedeh
198,Lehm::N,Lehm,kelpîç
199,Sand::N,Sand,qûm
200,Mensch::N,Mensch,mirov
201,Mann::N,Mann,mêr
202,Frau::N,Frau,jin
203,Kind::N,Kind,zarok
204,Junge::N,Junge,kur
205,Mädchen::N,Mädchen,keç
206,Mädchen::N,Mädchen,keçik
207,Familie::N,Familie,malbat
208,Großvater::N,Großvater,bapîr
209,Großmutter::N,Großmutter,pîrik
210,Eltern::N,Eltern,bavudê
211,Vater::N,Vater,bav
212,Mutter::N,Mutter,dê
213,Mutter::N,Mutter,dayik
214,Sohn::N,Sohn,kur
215,Tochter::N,Tochter,keç
216,Bruder::N,Bruder,bira
217,Schwester::N,Schwester,xweh
218,Onkel::N,Onkel,am
219,Onkel::N,Onkel,xal
220,Tante::N,Tante,metik
221,Tante::N,Tante,xaltîk
222,Ehemann::N,Ehemann,mêr
223,Ehefrau::N,Ehefrau,kulfet
224,Freude::N,Freude,kêfxweşî
225,Gelächter::N,Gelächter,pîrqînî
226,Glück::N,Glück,bext
227,Kummer::N,Kummer,derd
228,Wunsch::N,Wunsch,daxwaz
229,Wunsch::N,Wunsch,xwestek
230,Lust::N,Lust,şewq
231,Geist::N,Geist,aqil
232,Gedanke::N,Gedanke,fikir
233,Gedächtnis::N,Gedächtnis,aqil
234,Verstand::N,Verstand,fêm
235,Sinn::N,Sinn,aqil
236,Grund::N,Grund,asas
237,Wahrheit::N,Wahrheit,rastî
238,Gespräch::N,Gespräch,guftûgo
239,Märchen::N,Märchen,çirok
240,Erzählung::N,Erzählung,çirok
241,Erzählung::N,Erzählung,vegotin
242,Nachricht::N,Nachricht,nûçe
243,Neuigkeit::N,Neuigkeit,hewal
244,Name::N,Name,nav
245,Name::N,Name,paşnav
246,Rätsel::N,Rätsel,tiştonek
247,Rede::N,Rede,gotar
248,Rede::N,Rede,axavtin
249,Sprache::N,Sprache,ziman
250,Stimme::N,Stimme,pejn
251,Wort::N,Wort,gotin
252,Zeichen::N,Zeichen,şanek
253,Ruf::N,Ruf,hawar
254,Lärm::N,Lärm,xarbalix
255,Laut::N,Laut,deng
256,Laut::N,Laut,hês
257,Ton::N,Ton,awaz
258,Lied::N,Lied,sitran
259,Ruhe::N,Ruhe,rihetî
260,Leute::N,Leute,xelk
261,Volk::N,Volk,xelk
262,Arbeit::N,Arbeit,xebat
263,Gast::N,Gast,mêvan
264,Geschenk::N,Geschenk,diyarî
265,Spiel::N,Spiel,lîstik
266,Gesellschaft::N,Gesellschaft,komal
267,Hilfe::N,Hilfe,alîkarî
268,Freund::N,Freund,heval
269,Kamerad::N,Kamerad,heval
270,Angelegenheit::N,Angelegenheit,pirsgirêk
271,Anzahl::N,Anzahl,çend
272,Art::N,Art,çeh
273,Stück::N,Stück,lib
274,Stück::N,Stück,parçe
275,Teil::N,Teil,parçe
276,Hälfte::N,Hälfte,nîvî
277,Kreis::N,Kreis,çemil
278,Kreuz::N,Kreuz,xaç
279,Linie::N,Linie,xezik
280,Strich::N,Strich,xezik
281,Abstand::N,Abstand,dûrahî
282,Entfernung::N,Entfernung,dûrahî
283,Gegend::N,Gegend,dever
284,Platz::N,Platz,çih
285,Ort::N,Ort,dever
286,Seite::N,Seite,rûpel
287,Mitte::N,Mitte,nav
288,Mitte::N,Mitte,nabênê
289,Gegenstand::N,Gegenstand,tişt
290,Sache::N,Sache,tişt
291,Rand::N,Rand,kevî
292,Kante::N,Kante,kevî
293,Ecke::N,Ecke,qunç
294,Spitze::N,Spitze,derzî
295,Ende::N,Ende,talî
296,Loch::N,Loch,qul
297,Winkel::N,Winkel,kurnîşk
298,Muster::N,Muster,desen
299,Größe::N,Größe,mezinî
300,Länge::N,Länge,dirêjahî
301,Höhe::N,Höhe,bilindayî
302,Gewicht::N,Gewicht,giranî
303,Menge::N,Menge,qas
304,Haufen::N,Haufen,lod
305,Reihe::N,Reihe,rêz
306,Boot::N,Boot,kelek
307,Ruder::N,Ruder,bêrik
308,Schlitten::N,Schlitten,xîjik
309,Ski::N,Ski,lakan
310,Lagerfeuer::N,Lagerfeuer,agir
311,Last::N,Last,bar
312,Gang::N,Gang,fîtêz
313,Schritt::N,Schritt,gav
314,Norden::N,Norden,bakur
315,Süden::N,Süden,başur
316,Westen::N,Westen,rojava
317,Osten::N,Osten,rojhilat
318,Holz::N,Holz,dep
319,Brett::N,Brett,dep
320,Platte::N,Platte,dep
321,Stütze::N,Stütze,destek
322,Stange::N,Stange,sing
323,Stock::N,Stock,çam
324,Stab::N,Stab,qat
325,Rohr::N,Rohr,borî
326,Haus::N,Haus,mal
327,Haus::N,Haus,xanî
328,Heim::N,Heim,mal
329,Ofen::N,Ofen,sobe
330,Fußboden::N,Fußboden,binpê
331,Tisch::N,Tisch,mase
332,Stuhl::N,Stuhl,kursî
333,Wiege::N,Wiege,derguş
334,Bett::N,Bett,qerewêle
335,Regal::N,Regal,rêbaz
336,Kiste::N,Kiste,sindoq
337,Fenster::N,Fenster,çam
338,Fenster::N,Fenster,şibeke
339,Tür::N,Tür,derî
340,Tor::N,Tor,derge
341,Zaun::N,Zaun,hejik
342,Dach::N,Dach,sere xanî
343,Leiter::N,Leiter,pêling
344,Besen::N,Besen,melkes
345,Spaten::N,Spaten,mer
346,Schaufel::N,Schaufel,bêr
347,Gabel::N,Gabel,çetel
348,Löffel::N,Löffel,kevçî
349,Messer::N,Messer,kêr
350,Nagel::N,Nagel,bizmar
351,Netz::N,Netz,tor
352,Haken::N,Haken,çenqel
353,Griff::N,Griff,destî
354,Schloss::N,Schloss,qonax
355,Bild::N,Bild,dimen
356,Figur::N,Figur,figûr
357,Puppe::N,Puppe,bûk
358,Beutel::N,Beutel,kîsik
359,Bündel::N,Bündel,pêçek
360,Tasche::N,Tasche,bêrîk
361,Eimer::N,Eimer,dewl
362,Deckel::N,Deckel,devik
363,Geschirr::N,Geschirr,ferax
364,Sack::N,Sack,tûr
365,Tasse::N,Tasse,kada
366,Topf::N,Topf,beroş
367,Kessel::N,Kessel,şîril
368,Essen::N,Essen,xwarin
369,Nahrung::N,Nahrung,xwarin
370,Speise::N,Speise,xwarin
371,Fleisch::N,Fleisch,goşt
372,Getreide::N,Getreide,zad
373,Brei::N,Brei,hewdêl
374,Brot::N,Brot,
375,Scheibe::N,Scheibe,parçe
376,Fett::N,Fett,rûn
377,Butter::N,Butter,rûn
378,Öl::N,Öl,rûn
379,Salz::N,Salz,xwe
380,Suppe::N,Suppe,şorbe
381,Honig::N,Honig,hingiv
382,Milch::N,Milch,şîr
383,Tee::N,Tee,çay
384,Leder::N,Leder,çerm
385,Wolle::N,Wolle,herî
386,Stoff::N,Stoff,paç
387,Nadel::N,Nadel,derzî
388,Faden::N,Faden,ta
389,Knopf::N,Knopf,bişkok
390,Knoten::N,Knoten,girêk
391,Farbe::N,Farbe,boyax
392,Kleidung::N,Kleidung,çil
393,Hemd::N,Hemd,qutik
394,Hemd::N,Hemd,miltan
395,Kragen::N,Kragen,stûvang
396,Ärmel::N,Ärmel,hûçik
397,Hose::N,Hose,şewel
398,Gürtel::N,Gürtel,qayiş
399,Mütze::N,Mütze,fîno
400,Schuh::N,Schuh,şêkal
401,Stiefel::N,Stiefel,gizme
402,Stiefel::N,Stiefel,çizme
403,Ring::N,Ring,xelek
404,Band::N,Band,band
405,Kamm::N,Kamm,şeh
406,Spiegel::N,Spiegel,eynik
407,Riemen::N,Riemen,qayiş
408,Schnur::N,Schnur,doxin
409,Leine::N,Leine,şirît
410,Decke::N,Decke,bataniye
411,Kissen::N,Kissen,balgî
412,Tuch::N,Tuch,şar
413,Handtuch::N,Handtuch,dezmal
414,Kraft::N,Kraft,hêz
415,Kraft::N,Kraft,qewet
416,Stärke::N,Stärke,xurtî
417,Gesundheit::N,Gesundheit,nojdarî
418,Krankheit::N,Krankheit,nexweşî
419,Schmerz::N,Schmerz,êş
420,Wunde::N,Wunde,kul
421,Fieber::N,Fieber,ta
422,Arznei::N,Arznei,derman
423,Brücke::N,Brücke,kopî
424,Brunnen::N,Brunnen,çal
425,Brunnen::N,Brunnen,kani
426,Weide::N,Weide,beyar
427,Pfad::N,Pfad,xaçirek
428,Weg::N,Weg,rê
429,Straße::N,Straße,rê
430,Dorf::N,Dorf,gund
431,Stadt::N,Stadt,baçar
432,Brief::N,Brief,name
433,Buch::N,Buch,kitêb
434,Buch::N,Buch,pirtûk
435,Buchstabe::N,Buchstabe,herf
436,Zeitung::N,Zeitung,rojname
437,Leben::N,Leben,jiyan
438,Tod::N,Tod,mirin
439,Grab::N,Grab,mezel
440,Kirche::N,Kirche,gilyas
441,Sünde::N,Sünde,guneh
442,Gott::N,Gott,xwedê
443,Arbeiter::N,Arbeiter,hîşçî
444,Chef::N,Chef,bêg
445,Meister::N,Meister,hoste
446,Arzt::N,Arzt,doktor
447,Lehrer::N,Lehrer,mamoste
448,Geld::N,Geld,pere
449,Geschäft::N,Geschäft,firoşgeh
450,Laden::N,Laden,dikan
451,Preis::N,Preis,buha
452,Ware::N,Ware,tişt
453,Nutzen::N,Nutzen,fêde
454,Reichtum::N,Reichtum,serwet
455,Welt::N,Welt,dinya
456,Land::N,Land,welat
457,Staat::N,Staat,dewlet
458,König::N,König,şah
459,König::N,König,qral
460,Macht::N,Macht,qewet
461,Macht::N,Macht,destihilat
462,Grenze::N,Grenze,kevî
463,Krieg::N,Krieg,çeng
464,Krieg::N,Krieg,sêwaş
465,Feind::N,Feind,dijmin
466,Gewalt::N,Gewalt,zor
467,Kampf::N,Kampf,şer
468,Bogen[Waffe]::N,Bogen,kêvan
469,Pfeil::N,Pfeil,çîrik
470,Gewehr::N,Gewehr,tifing
471,Fehler::N,Fehler,şaşî
472,Lüge::N,Lüge,derew
473,Schaden::N,Schaden,xisar
474,Unglück::N,Unglück,bêbextî
475,Schuld::N,Schuld,suç
476,Alter::N,Alter,temen
477,Schluss::N,Schluss,girtin
478,Zeit::N,Zeit,çax
479,Tag::N,Tag,roj
480,Morgen::N,Morgen,sibeh
481,Mittag::N,Mittag,nîro
482,Abend::N,Abend,êvar
483,Nacht::N,Nacht,şev
484,Woche::N,Woche,heftî
485,Monat::N,Monat,meh
486,Jahr::N,Jahr,sal
487,Frühling::N,Frühling,bihar
488,Sommer::N,Sommer,havîn
489,Herbst::N,Herbst,payîz
490,Winter::N,Winter,zistan
491,Januar::N,Januar,çile
492,Februar::N,Februar,sibat
493,März::N,März,adar
494,April::N,April,nîsan
495,Mai::N,Mai,gûlan
496,Juni::N,Juni,hezîran
497,Juli::N,Juli,tîmeh
498,August::N,August,tebax
499,September::N,September,îlon
500,Oktober::N,Oktober,çotmeh
501,November::N,November,mijdar
502,Dezember::N,Dezember,kanûn
503,Montag::N,Montag,duşemb
504,Dienstag::N,Dienstag,sêşem
505,Mittwoch::N,Mittwoch,çarşemb
506,Donnerstag::N,Donnerstag,pêşemb
507,Freitag::N,Freitag,în
508,Samstag::N,Samstag,şemî
509,Sonntag::N,Sonntag,yekşemb
510,groß::A,groß,mezin
511,klein::A,klein,çûçik
512,lang::A,lang,dirêj
513,kurz::A,kurz,kin
514,breit::A,breit,fireh
515,schmal::A,schmal,tenik
516,dicht::A,dicht,gir
517,dick[Gegenstand]::A,dick,şîşman
518,dünn::A,dünn,zirav
519,fein::A,fein,tenik
520,fest::A,fest,saxlem
521,flach::A,flach,pahn
522,glatt::A,glatt,dûz
523,glatt::A,glatt,şayîk
524,hart::A,hart,hişk
525,weich::A,weich,nerm
526,rund::A,rund,gilover
527,spitz::A,spitz,pîj
528,scharf::A,scharf,tûj
529,stumpf::A,stumpf,ne tûj
530,schwer::A,schwer,giran
531,schön::A,schön,xweş
532,schön::A,schön,xweşik
533,heiß::A,heiß,kelandî
534,warm::A,warm,germ
535,kalt::A,kalt,sar
536,kühl::A,kühl,jemîrî
537,frisch::A,frisch,ter
538,feucht::A,feucht,şil
539,nass::A,nass,şilek
540,trocken::A,trocken,zuwa
541,voll::A,voll,tijî
542,leer::A,leer,vala
543,offen::A,offen,vekirî
544,geschlossen::A,geschlossen,asê
545,sauber::A,sauber,pakij
546,schmutzig::A,schmutzig,lewitî
547,roh::A,roh,xav
548,reif::A,reif,gihaştî
549,lecker::A,lecker,xweş
550,süß::A,süß,şîrîn
551,bitter::A,bitter,tahl
552,sauer::A,sauer,tirş
553,hell::A,hell,ronî
554,dunkel::A,dunkel,tarî
555,schwarz::A,schwarz,reş
556,weiß::A,weiß,sipî
557,rot::A,rot,sor
558,gelb::A,gelb,zer
559,blau::A,blau,şîn
560,grün::A,grün,şîn
561,grau::A,grau,gewr
562,bunt::A,bunt,rengîn
563,billig::A,billig,erzan
564,teuer::A,teuer,biha
565,wertvoll::A,wertvoll,hêja
566,wertvoll::A,wertvoll,giranbiha
567,blind::A,blind,kor
568,taub::A,taub,kerr
569,kräftig::A,kräftig,gir
570,kräftig::A,kräftig,xurt
571,stark::A,stark,xurt
572,schwach::A,schwach,kesad
573,fett::A,fett,qelew
574,schlank::A,schlank,zirav
575,hübsch::A,hübsch,xweşik
576,böse::A,böse,xerab
577,böse::A,böse,aciz
578,dumm::A,dumm,gêj
579,faul::A,faul,têmbêl
580,fleißig::A,fleißig,jêhatî
581,geizig::A,geizig,destgirtî
582,klug::A,klug,baqil
583,geschickt::A,geschickt,zîrek
584,geschickt::A,geschickt,ziring
585,lieb::A,lieb,delal
586,lustig::A,lustig,kêfxweş
587,sanft::A,sanft,nazenîn
588,hungrig::A,hungrig,birçî
589,krank::A,krank,nexweş
590,nackt::A,nackt,rût
591,nackt::A,nackt,tazî
592,traurig::A,traurig,xemgîn
593,lebendig::A,lebendig,bisaxî
594,gut::A,gut,baş
595,schlecht::A,schlecht,xerab
596,richtig::A,richtig,rast
597,richtig::A,richtig,saxlem
598,schlimm::A,schlimm,nebaş
599,wahr::A,wahr,rast
600,alt::A,alt,pîr
601,alt::A,alt,kevn
602,neu::A,neu,nû
603,ehemalig::A,ehemalig,kevnar
604,ehemalig::A,ehemalig,peşidar
605,alt[Lebewesen]::A,alt,pîr
606,jung::A,jung,xort
607,arm::A,arm,feqîr
608,arm::A,arm,desteng
609,reich::A,reich,dewlemend
610,bekannt::A,bekannt,naskirî
611,berühmt::A,berühmt,navdar
612,fremd::A,fremd,xerîb
613,verschieden::A,verschieden,çîhê
614,nah::A,nah,nêzîk
615,fern::A,fern,dûr
616,linker::A,linker,çepê
617,rechter::A,rechter,rastê
618,anderer::A,anderer,yê din
619,erster::A,erster,yekemîn
620,zweiter::A,zweiter,duda
621,dritter::A,dritter,sisêya
622,letzter::A,letzter,paşîn
623,allein::ADV,allein,tenê
624,auf einmal::ADV,auf einmal,jar kê
625,zusammen::ADV,zusammen,tev
626,zusammen::ADV,zusammen,bi hev re
627,lange::ADV,lange,dirêj
628,plötzlich::ADV,plötzlich,ji nişkave
629,sofort::ADV,sofort,yekser
630,später::ADV,später,paşiyê
631,jetzt::ADV,jetzt,nuha
632,heute::ADV,heute,îro
633,morgen::ADV,morgen,sibeh
634,bald::ADV,bald,nêzîk
635,dann::ADV,dann,paşê
636,gestern::ADV,gestern,do
637,einst::ADV,einst,jar ke
638,damals::ADV,damals,hîngî
639,danach::ADV,danach,piştra
640,vorher::ADV,vorher,pîşî
641,zuerst::ADV,zuerst,bere
642,einmal::ADV,einmal,çarik
643,manchmal::ADV,manchmal,çarna
644,oft::ADV,oft,gelek çaran
645,immer::ADV,immer,daîm
646,niemals::ADV,niemals,tu çar
647,hier::ADV,hier,li vir
648,hierhin::ADV,hierhin,vir
649,von hier::ADV,von hier,ji vir
650,dort::ADV,dort,li wê derê
651,dorthin::ADV,dorthin,wêda
652,geradeaus::ADV,geradeaus,rastê rast
653,vorwärts::ADV,vorwärts,ber bi pêş
654,rückwärts::ADV,rückwärts,paşpê
655,zurück::ADV,zurück,paşdo
656,zurück::ADV,zurück,paşvê
657,unten::ADV,unten,jêrî
658,hinab::ADV,hinab,berjêr
659,oben::ADV,oben,banî
660,hinauf::ADV,hinauf,banî
661,überall::ADV,überall,li her derê
662,nicht::ADV,nicht,ne
663,nicht::ADV,nicht,nîn
664,nicht::ADV,nicht,tine
665,ein wenig::ADV,ein wenig,hebkî
666,kaum::ADV,kaum,tema
667,kaum::ADV,kaum,himangi
668,sehr::ADV,sehr,gelek
669,so::ADV,so,weha
670,noch::ADV,noch,hêj
671,noch::ADV,noch,dîsa
672,nur::ADV,nur,tenê
673,nur::ADV,nur,bes
674,schon::ADV,schon,hew
675,wieder::ADV,wieder,jar din
676,wieder::ADV,wieder,dîsa
677,vergebens::ADV,vergebens,deya çun
678,vergebens::ADV,vergebens,îfleh bûn
679,vor::PRP,vor,li ber
680,hinter::PRP,hinter,li pişt
681,unter::PRP,unter,li bin
682,durch::PRP,durch,kura
683,neben::PRP,neben,li ba
684,zwischen::PRP,zwischen,nabeyne
685,zwischen::PRP,zwischen,di nav...da
686,wegen::PRP,wegen,ji bo
687,wegen::PRP,wegen,ji ber
688,dies::PRN,dies,ev
689,das::PRN,das,ev
690,alles::PRN,alles,hemû
691,ich::PRN,ich,ez
692,du::PRN,du,tu
693,er::PRN,er,wî
694,wir::PRN,wir,êm
695,ihr::PRN,ihr,hûn
696,sie::PRN,sie,we
697,was::FPRN,was,çi
698,wer::FPRN,wer,ki
699,wo::FADV,wo,li ku dere
700,wohin::FADV,wohin,li ku dere
701,wie::FADV,wie,çawa
702,warum::FADV,warum,çima
703,wieviel::FNUM,wieviel,çend
704,eins::NUM,eins,yek
705,zwei::NUM,zwei,didu
706,drei::NUM,drei,sisê
707,vier::NUM,vier,çar
708,fünf::NUM,fünf,penç
709,sechs::NUM,sechs,şeş
710,sieben::NUM,sieben,heft
711,acht::NUM,acht,heşt
712,neun::NUM,neun,neh
713,zehn::NUM,zehn,deh
714,elf::NUM,elf,yazdeh
715,zwölf::NUM,zwölf,diwazdeh
716,zwanzig::NUM,zwanzig,bîst
717,dreißig::NUM,dreißig,sih
718,vierzig::NUM,vierzig,çil
719,fünfzig::NUM,fünfzig,pençi
720,sechzig::NUM,sechzig,şêst
721,siebzig::NUM,siebzig,heftê
722,achtzig::NUM,achtzig,heştê
723,neunzig::NUM,neunzig,nod
724,hundert::NUM,hundert,sêd
725,tausend::NUM,tausend,hezar
726,und::CNJ,und,û
727,oder::CNJ,oder,an
728,oder::CNJ,oder,yan
729,stehen::V,stehen,sekinîn
730,sitzen::V,sitzen,rûniştin
731,liegen::V,liegen,paldan
732,hängen::V,hängen,darve kirin
733,werden::V,werden,bûn
734,passieren::V,passieren,hatin holê
735,passieren::V,passieren,hatin serê kesî
736,beginnen::V,beginnen,li dest pêkirin
737,enden::V,enden,xalas bû
738,wechseln::V,wechseln,guherandin
739,wechseln::V,wechseln,dêgiş kirin
740,aufgehen[Sonne]::V,aufgehen,hilatin
741,untergehen[Sonne]::V,untergehen,çun ava
742,scheinen[Sonne]::V,scheinen,şewk de
743,donnern::V,donnern,gire-gir
744,wehen::V,wehen,ba le de
745,strömen::V,strömen,xwe girtin
746,fließen::V,fließen,herikîn
747,sich drehen::V,sich drehen,xwe zivirandin
748,schwanken::V,schwanken,hejandin
749,schwingen::V,schwingen,libakirin
750,fallen::V,fallen,ketin
751,brennen::V,brennen,şewitîn
752,rauchen::V,rauchen,kişandin
753,regnen::V,regnen,bahran tê
754,gefrieren::V,gefrieren,qefilandin
755,tauen::V,tauen,helandin
756,schmelzen::V,schmelzen,helandin
757,trocknen::V,trocknen,zuwabûn
758,sieden::V,sieden,kelîn
759,faulen::V,faulen,xerabûn
760,verfaulen::V,verfaulen,xerabûn
761,reißen::V,reißen,jêkirin
762,versinken::V,versinken,xerq bûn
763,vergehen::V,vergehen,derbas bûn
764,erscheinen::V,erscheinen,peyda bûn
765,verschwinden::V,verschwinden,wendabûn
766,sinken::V,sinken,noq bûn
767,abnehmen::V,abnehmen,kêm bûn
768,zunehmen::V,zunehmen,qelew bûn
769,steigen::V,steigen,hildan
770,wachsen::V,wachsen,mezin bûn
771,glänzen::V,glänzen,biriqîn
772,funkeln::V,funkeln,çikisîn
773,lärmen::V,lärmen,guşîn
774,läuten::V,läuten,lê de
775,klingeln::V,klingeln,sîl dan
776,klingeln::V,klingeln,ringerin
777,klirren::V,klirren,zingzing hat
778,brausen::V,brausen,guşîn
779,rauschen::V,rauschen,guşîn
780,klingen::V,klingen,deng pe ketin
781,bellen::V,bellen,kewtîn
782,heulen::V,heulen,ûrîn
783,blasen::V,blasen,puf kirin
784,pfeifen::V,pfeifen,fîkandin
785,schreien::V,schreien,qîrîn
786,stöhnen::V,stöhnen,nalîn
787,zittern::V,zittern,hejîn
788,leben::V,leben,jihîn
789,geboren werden::V,geboren werden,hatin dinyê
790,geboren werden::V,geboren werden,bûn
791,atmen::V,atmen,hilmijîn
792,trinken::V,trinken,vexwarin
