,Concept_ID,hu,ml
138,Kiefer[Baum]::N,fenyő,പൈൻമരം
139,Weide[Baum]::N,fűz,വില്ലോ
140,Tanne::N,fenyő,ദേവദാരു
141,Horn::N,szarv,മൃഗത്തിൻറെ കൊമ്പ്
142,Feder::N,toll,തൂവൽ
143,Fell::N,szőr,മൃദുരോമം
144,Fell::N,bunda,മൃദുരോമം
145,Flügel::N,szárny,ചിറക്
146,Klaue::N,köröm,നഖം
147,Kralle::N,karom,നഖം
148,Schwanz::N,farok,വാൽ
149,Ei::N,tojás,മുട്ട
150,Nest::N,fészek,കൂട്
151,Bau::N,odú,മാളം
152,Tier::N,állat,മൃഗം
153,Herde::N,nyáj,കൂട്ടം
154,Herde::N,csorda,കൂട്ടം
155,Kuh::N,tehén,പശു
156,Bulle::N,bika,കാള
157,Pferd::N,ló,കുതിര
158,Schaf::N,juh,ആട്
159,Schaf::N,birka,ആട്
160,Schwein::N,sertés,പന്നി
161,Hund::N,eb,നായ്
162,Hund::N,kutya,നായ്
163,Katze::N,macska,പൂച്ച
164,Bär::N,medve,കരടി
165,Eichhörnchen::N,mókus,അണ്ണാൻ
166,Elch::N,jávorszarvas,കടമാന്
167,Fuchs::N,róka,കുറുക്കൻ
168,Hase::N,nyúl,മുയൽ
169,Maus::N,egér,ചുണ്ടലി
170,Wolf::N,farkas,ചെന്നായ
171,Vogel::N,madár,പക്ഷി
172,Schwarm::N,raj,കൂട്ടം
173,Huhn::N,tyúk,കോഴി
174,Hahn::N,kakas,പൂവൻകോഴി
175,Gans::N,lúd,അരയന്നം
176,Gans::N,liba,അരയന്നം
177,Adler::N,sas,കഴുകൻ
178,Ente::N,kacsa,താറാവ്
179,Eule::N,bagoly,മൂങ്ങ
180,Kranich::N,daru,കൊക്ക്
181,Krähe::N,varjú,കാക്ക
182,Kuckuck::N,kakukk,കുയിൽ
183,Schwan::N,hattyú,അരയന്നം
184,Fisch::N,hal,മത്സ്യം
185,Barsch::N,sügér,ഒരിനം മത്സ്യം
186,Hecht::N,csuka,ഒരു മത്സ്യം
187,Schlange[Tier]::N,kígyó,പാമ്പ്
188,Wurm::N,kukac,വിര
189,Spinne::N,pók,ചിലന്തി
190,Ameise::N,hangya,ഉറുമ്പ്
191,Laus::N,tetű,പേന്
192,Mücke::N,szúnyog,മശകം
193,Fliege::N,légy,ഈച്ച
194,Schmetterling::N,lepke,ചിത്രശലഭം
195,Schmetterling::N,pillangó,ചിത്രശലഭം
196,Beere::N,bogyó,ബെറി
197,Apfel::N,alma,ആപ്പിൾ
198,Pilz::N,gomba,കൂൺ
199,Zwiebel::N,hagyma,സവാള
200,Saat::N,vetőmag,വിത്ത്
201,Korn::N,mag,ധാന്യം
202,Korn::N,szem,ധാന്യം
203,Heu::N,széna,വയ്ക്കോൽ
204,Schale::N,héj,തൊലി
205,Grube::N,verem,കുഴി
206,Falle::N,csapda,കെണി
207,Schlinge::N,tőr,കുടുക്ക്
208,Spur::N,nyom,ചുവട്
209,Asche::N,hamu,ചാരം
210,Dreck::N,sár,അഴുക്ക്
211,Dreck::N,piszok,അഴുക്ക്
212,Eisen::N,vas,ഇരുമ്പ്
213,Gold::N,arany,സ്വർണ്ണം
214,Silber::N,ezüst,വെള്ളി
215,Kohle::N,szén,കൽക്കരി
216,Glas::N,üveg,ഗ്ലാസ്
217,Lehm::N,agyag,കളിമണ്ണ്
218,Lehm::N,vályog,കളിമണ്ണ്
219,Sand::N,homok,മണൽ
220,Mensch::N,ember,മനുഷ്യർ
221,Mann::N,úr,പുരുഷൻ
222,Mann::N,férfi,പുരുഷൻ
223,Frau::N,nő,സ്ത്രീ
224,Frau::N,asszony,സ്ത്രീ
225,Kind::N,gyerek,കുഞ്ഞ്
226,Kind::N,gyermek,കുഞ്ഞ്
227,Junge::N,fiú,ആൺകുട്ടി
228,Mädchen::N,lány,പെൺകുട്ടി
229,Familie::N,család,കുടുംബം
230,Großvater::N,nagyapa,അപ്പൂപ്പൻ
231,Großmutter::N,nagyanya,അമ്മുമ്മ
232,Eltern::N,szülők,മാതാപിതാക്കള്
233,Vater::N,apa,അച്ഛൻ
234,Vater::N,atya,അച്ഛൻ
235,Mutter::N,anya,അമ്മ
236,Sohn::N,fiú,മകൻ
237,Tochter::N,lány,മകൾ
238,Bruder::N,fivér,ചേട്ടൻ
239,Bruder::N,fivér,അനിയൻ
240,Bruder::N,testvér,ചേട്ടൻ
241,Bruder::N,testvér,അനിയൻ
242,Schwester::N,nővér,ചേച്ചി
243,Schwester::N,nővér,അനിയത്തി
244,Schwester::N,lánytestvér,ചേച്ചി
245,Schwester::N,lánytestvér,അനിയത്തി
246,Onkel::N,nagybácsi,അമ്മാവൻ
247,Tante::N,nagynéni,മാമി
248,Ehemann::N,férj,ഭർത്താവ്
249,Ehefrau::N,feleség,ഭാര്യ
250,Freude::N,öröm,ആഹ്ലാദം
251,Gelächter::N,nevetés,ചിരിയുടെ ശബ്ദം
252,Gelächter::N,hahotázás,ചിരിയുടെ ശബ്ദം
253,Glück::N,boldogság,സന്തോഷം
254,Glück::N,boldogság,സന്തുഷ്ടി
255,Kummer::N,bánat,ശോകം
256,Wunsch::N,óhaj,ആഗ്രഹം
257,Lust::N,kedv,ആഗ്രഹം
258,Geist::N,elme,ചുറുചുറുക്ക്
259,Geist::N,szellem,ചുറുചുറുക്ക്
260,Gedanke::N,gondolat,ചിന്ത
261,Gedächtnis::N,emlékezet,ഓർമ്മശക്തി
262,Verstand::N,ész,മനസ്സ്
263,Verstand::N,értelem,മനസ്സ്
264,Sinn::N,értelem,അർത്ഥം
265,Grund::N,ok,കാരണം
266,Grund::N,alap,കാരണം
267,Wahrheit::N,igaz,സത്യം
268,Wahrheit::N,igazság,സത്യം
269,Gespräch::N,beszélgetés,സല്ലാപം
270,Märchen::N,mese,യക്ഷിക്കഥ
271,Erzählung::N,elbeszélés,കഥ
272,Nachricht::N,hír,സന്ദേശം
273,Nachricht::N,híradás,സന്ദേശം
274,Neuigkeit::N,újság,വാർത്ത
275,Name::N,név,പേര്
276,Rätsel::N,rejtvény,പ്രഹേളിക
277,Rede::N,beszéd,സംസാരം
278,Rede::N,szónoklat,സംസാരം
279,Sprache::N,nyelv,ഭാഷ
280,Stimme::N,hang,സ്വരം
281,Wort::N,szó,വാക്ക്
282,Zeichen::N,jel,സംജ്ഞ
283,Ruf::N,kiáltás,വിളി
284,Lärm::N,zaj,ആരവം
285,Laut::N,hang,ശബ്ദം
286,Ton::N,hang,സ്വരഭേദം
287,Lied::N,dal,പാട്ട്
288,Lied::N,ének,പാട്ട്
289,Ruhe::N,csend,നിശ്ചലത
290,Ruhe::N,nyugalom,നിശ്ചലത
291,Leute::N,emberek,ജനങ്ങൾ
292,Volk::N,nép,രാഷ്ടം
293,Arbeit::N,dolog,ജോലി
294,Gast::N,vendég,അതിലി
295,Geschenk::N,ajándék,സമ്മാനം
296,Spiel::N,játék,കളി
297,Gesellschaft::N,társaság,കൂട്ടായ്മ
298,Hilfe::N,segítség,സഹായം
299,Freund::N,barát,സുഹൃത്ത്
300,Kamerad::N,társ,കൂട്ടാളി
301,Angelegenheit::N,ügy,കാര്യം
302,Anzahl::N,szám,എണ്ണം
303,Art::N,faj,തരം
304,Art::N,fajta,തരം
305,Stück::N,darab,കഷണം
306,Teil::N,rész,ഭാഗം
307,Hälfte::N,fél,പകുതി
308,Kreis::N,kör,വൃത്തം
309,Kreuz::N,kereszt,കുരിശടയാളം
310,Linie::N,vonal,വര
311,Linie::N,vonal,രേഖ
312,Strich::N,vonás,പക്ഷാഘാതം
313,Abstand::N,köz,വിടവ്
314,Entfernung::N,távolság,അകലം
315,Gegend::N,táj,പ്രദേശം
316,Gegend::N,vidék,പ്രദേശം
317,Platz::N,hely,ഇടം
318,Ort::N,hely,സ്ഥലം
319,Seite::N,fél,വശം
320,Seite::N,oldal,വശം
321,Mitte::N,közép,മധ്യസ്ഥാനം
322,Gegenstand::N,tárgy,സാധനം
323,Sache::N,dolog,വസ്തു
324,Rand::N,szél,തൊങ്ങൽ
325,Rand::N,perem,തൊങ്ങൽ
326,Rand::N,szegély,തൊങ്ങൽ
327,Kante::N,él,അറ്റം
328,Ecke::N,sarok,മൂല
329,Ecke::N,szöglet,മൂല
330,Spitze::N,csúcs,അഗ്രം
331,Ende::N,vég,അവസാനം
332,Loch::N,lyuk,ദ്വാരം
333,Winkel::N,szög,കോൺ
334,Muster::N,minta,ക്രമം
335,Größe::N,nagyság,വലുപ്പം
336,Länge::N,hossz,നീളം
337,Länge::N,hosszúság,നീളം
338,Höhe::N,magasság,ഉയരം
339,Gewicht::N,súly,കട്ടി
340,Menge::N,sokaság,അളവ്
341,Menge::N,mennyiség,അളവ്
342,Haufen::N,halom,കൂമ്പാരം
343,Reihe::N,sor,വരി
344,Boot::N,csónak,ബോട്ട്
345,Ruder::N,evező,പങ്കായം
346,Schlitten::N,szánkó,ഉരുളില്ലാവണ്ടി
347,Ski::N,sí,ഹിമപാദുകം
348,Lagerfeuer::N,tábortűz,തീ
349,Last::N,teher,ഭാരം
350,Gang::N,járás,നടത്തം
351,Schritt::N,lépés,ചുവട്
352,Norden::N,észak,വടക്ക്
353,Süden::N,dél,തെക്ക്
354,Westen::N,nyugat,പടിഞ്ഞാറ്
355,Osten::N,kelet,കിഴക്ക്
356,Holz::N,fa,തടി
357,Brett::N,deszka,ബോർഡ്
358,Platte::N,lap,തകിട്
359,Platte::N,lemez,തകിട്
360,Stütze::N,támasz,താങ്ങ്
361,Stütze::N,támaszték,താങ്ങ്
362,Stange::N,rúd,കമ്പ്
363,Stange::N,pózna,കമ്പ്
364,Stock::N,pálca,വടി
365,Stab::N,bot,കുറുവടി
366,Rohr::N,cső,കുഴൽ
367,Haus::N,ház,വീട്
368,Heim::N,otthon,വീട്
369,Ofen::N,kályha,സ്റ്റൌ
370,Fußboden::N,padló,തറ
371,Tisch::N,asztal,മേശ
372,Stuhl::N,szék,കസേര
373,Wiege::N,bölcső,തൊട്ടിൽ
374,Bett::N,ágy,കിടക്ക
375,Regal::N,polc,ഷെൽഫ്
376,Regal::N,állvány,ഷെൽഫ്
377,Kiste::N,láda,പെട്ടി
378,Fenster::N,ablak,ജനൽ
379,Tür::N,ajtó,വാതിൽ
380,Tor::N,kapu,കവാടം
381,Zaun::N,kerítés,വേലി
382,Dach::N,tető,മേൽക്കുര
383,Leiter::N,létra,ഏണി
384,Besen::N,seprű,ചൂല്
385,Spaten::N,ásó,തൂമ്പ
386,Schaufel::N,lapát,തൂമ്പ
387,Gabel::N,villa,മുൾക്കത്തി
388,Löffel::N,kanál,സ്പൂൺ
389,Messer::N,kés,കത്തി
390,Nagel::N,szeg,ആണി
391,Netz::N,háló,വല
392,Haken::N,kampó,കൊളുത്ത്
393,Griff::N,nyél,കൈപ്പിടി
394,Griff::N,fogantyú,കൈപ്പിടി
395,Schloss::N,zár,പൂട്ട്
396,Bild::N,kép,ചിത്രം
397,Figur::N,alak,കണക്ക്
398,Puppe::N,bábu,പാവ
399,Beutel::N,zacskó,ബാഗ്
400,Bündel::N,köteg,കെട്ട്
401,Tasche::N,táska,ബാഗ്
402,Eimer::N,vödör,ബക്കറ്റ്
403,Deckel::N,fedő,ഉറ
404,Deckel::N,fedél,ഉറ
405,Geschirr::N,edény,പിഞ്ഞാണം
406,Sack::N,zsák,ചാക്ക്
407,Tasse::N,csésze,കപ്പ്
408,Topf::N,fazék,പാത്രം
409,Kessel::N,üst,കെറ്റ്ല്
410,Kessel::N,bogrács,കെറ്റ്ല്
411,Essen::N,evés,ആഹാരസമയം
412,Essen::N,étkezés,ആഹാരസമയം
413,Nahrung::N,ennivaló,ഭക്ഷണം
414,Speise::N,étel,ഡിഷ്
415,Fleisch::N,hús,മാംസം
416,Getreide::N,gabona,ചോളം
417,Brei::N,pép,കഞ്ഞി
418,Brei::N,kása,കഞ്ഞി
419,Brot::N,kenyér,റോട്ടി
420,Scheibe::N,szelet,തുണ്ട്
421,Fett::N,háj,കൊഴുപ്പ്
422,Fett::N,zsír,കൊഴുപ്പ്
423,Butter::N,vaj,വെണ്ണ
424,Öl::N,olaj,എണ്ണ
425,Salz::N,só,ഉപ്പ്
426,Suppe::N,leves,സൂപ്പ്
427,Honig::N,méz,തേൻ
428,Milch::N,tej,പാൽ
429,Tee::N,tea,ചായ
430,Leder::N,bőr,തുകൽ
431,Wolle::N,gyapjú,കമ്പിളി
432,Stoff::N,szövet,തുണി
433,Nadel::N,tű,സൂചി
434,Faden::N,fonál,നൂല്
435,Knopf::N,gomb,ബട്ടൺ
436,Knoten::N,csomó,കുരുക്ക്
437,Farbe::N,szín,പെയിൻറ്
438,Farbe::N,festék,പെയിൻറ്
439,Kleidung::N,ruha,വസ്ത്രങ്ങൾ
440,Kleidung::N,ruházat,വസ്ത്രങ്ങൾ
441,Hemd::N,ing,ഷർട്ട്
442,Kragen::N,gallér,കുപ്പായക്കഴുത്ത്
443,Ärmel::N,ujj,കുപ്പായക്കൈ
444,Hose::N,gatya,ട്രൌസർ
445,Hose::N,nadrág,ട്രൌസർ
446,Gürtel::N,öv,ബെൽറ്റ്
447,Mütze::N,sapka,തൊപ്പി
448,Schuh::N,cipő,ഷൂ
449,Stiefel::N,csizma,ബൂട്ട്
450,Ring::N,gyűrű,മോതിരം
451,Band::N,szalag,റിബൺ
452,Kamm::N,fésű,ചീപ്പ്
453,Spiegel::N,tükör,കണ്ണാടി
454,Riemen::N,szíj,സ്ട്രാപ്പ്
455,Schnur::N,zsinór,ചരട്
456,Leine::N,póráz,കെട്ടാനുള്ള തോൽവാർ
457,Decke::N,takaró,പുതപ്പ്
458,Kissen::N,párna,തലയിണ
459,Tuch::N,kendő,സ്കാർഫ്
460,Handtuch::N,törülköző,തോർത്ത്
461,Kraft::N,erő,ശക്തി
462,Stärke::N,erő,ശക്തി
463,Stärke::N,erősség,ശക്തി
464,Gesundheit::N,egészség,ആരോഗ്യം
465,Krankheit::N,kór,അസുഖം
466,Krankheit::N,betegség,അസുഖം
467,Schmerz::N,fájdalom,വേദന
468,Wunde::N,seb,മുറിവ്
469,Fieber::N,láz,പനി
470,Arznei::N,orvosság,മരുന്ന്
471,Arznei::N,gyógyszer,മരുന്ന്
472,Brücke::N,híd,പാലം
473,Brunnen::N,kút,കിണർ
474,Weide::N,legelő,മേച്ചൽ
475,Pfad::N,ösvény,വഴി
476,Weg::N,út,വഴി
477,Straße::N,út,റോഡ്
478,Dorf::N,falu,ഗ്രാമം
479,Stadt::N,város,നഗരം
480,Brief::N,levél,കത്ത്
481,Buch::N,könyv,പുസ്തകം
482,Buchstabe::N,betű,അക്ഷരം
483,Zeitung::N,újság,വർത്തമാനപത്രം
484,Zeitung::N,hírlap,വർത്തമാനപത്രം
485,Leben::N,élet,ജീവൻ
486,Tod::N,halál,മരണം
487,Grab::N,sír,ശവക്കുഴി
488,Kirche::N,templom,പള്ളി
489,Sünde::N,bűn,പാപം
490,Sünde::N,vétek,പാപം
491,Gott::N,isten,ദൈവം
492,Arbeiter::N,munkás,ജോലിക്കാരൻ
493,Chef::N,főnök,മേധാവി
494,Meister::N,mester,യജമാനൻ
495,Arzt::N,orvos,ഡോക്ടർ
496,Lehrer::N,tanár,അധ്യാപകൻ
497,Lehrer::N,tanító,അധ്യാപകൻ
498,Geld::N,pénz,പണം
499,Geschäft::N,üzlet,ബിസിനസ്
500,Laden::N,bolt,കട
501,Preis::N,ár,വില
502,Ware::N,áru,ചരക്ക്
503,Nutzen::N,haszon,ലാഭം
504,Reichtum::N,gazdagság,ധനം
505,Welt::N,világ,ലോകം
506,Land::N,ország,രാജ്യം
507,Staat::N,állam,രാജ്യം
508,König::N,király,രാജാവ്
509,Macht::N,hatalom,അധികാരം
510,Grenze::N,határ,അതിർത്തി
511,Krieg::N,háború,യുദ്ധം
512,Feind::N,ellenség,ശത്രു
513,Gewalt::N,erőszak,അക്രമം
514,Kampf::N,harc,പോരാട്ടം
515,Bogen[Waffe]::N,íj,വില്ല്
516,Pfeil::N,nyíl,അമ്പ്
517,Gewehr::N,puska,തോക്ക്
518,Gewehr::N,fegyver,തോക്ക്
519,Fehler::N,hiba,പിശക്
520,Lüge::N,hazugság,കള്ളം
521,Schaden::N,kár,കേടുപാട്
522,Unglück::N,csapás,ദൌർഭാഗ്യം
523,Unglück::N,balszerencse,ദൌർഭാഗ്യം
524,Schuld::N,bűn,തെറ്റ്
525,Alter::N,kor,വയസ്സ്
526,Schluss::N,vég,നിഗമനം
527,Schluss::N,befejezés,നിഗമനം
528,Zeit::N,idő,സമയം
529,Tag::N,nap,ദിവസം
530,Morgen::N,reggel,പ്രഭാതം
531,Mittag::N,dél,ഉച്ച
532,Abend::N,este,സായാഹ്നം
533,Nacht::N,éj,രാത്രി
534,Nacht::N,éjszaka,രാത്രി
535,Woche::N,hét,ആഴ്ച
536,Monat::N,hó,മാസം
537,Monat::N,hónap,മാസം
538,Jahr::N,év,വർഷം
539,Frühling::N,tavasz,വസന്തം
540,Sommer::N,nyár,വേനൽ
541,Herbst::N,ősz,ശരത്കാലം
542,Winter::N,tél,ശൈത്യം
543,Januar::N,január,ജനുവരി
544,Februar::N,február,ഫെബ്രുവരി
545,März::N,március,മാർച്ച്
546,April::N,április,ഏപ്രിൾ മാസം
547,Mai::N,május,മെയ് മാസം
548,Juni::N,június,ജൂൺ
549,Juli::N,július,ജൂലൈ
550,August::N,augusztus,ആഗസ്റ്റ്
551,September::N,szeptember,സെപ്തംബർ
552,Oktober::N,október,ഒക്ടോബർ
553,November::N,november,നവംബർ
554,Dezember::N,december,ഡിസംബർ
555,Montag::N,hétfő,തിങ്കളാഴ്ച
556,Dienstag::N,kedd,ചൊവ്വ
557,Mittwoch::N,szerda,ബുധനാഴ്ച
558,Donnerstag::N,csütörtök,വ്യാഴാഴ്ച
559,Freitag::N,péntek,വെള്ളിയാഴ്ച
560,Samstag::N,szombat,ശനിയാഴ്ച
561,Sonntag::N,vasárnap,ഞായറാഴ്ച
562,groß::A,nagy,വലിയ
563,klein::A,pici,ചെറിയ
564,klein::A,kicsi,ചെറിയ
565,lang::A,hosszú,നീണ്ട
566,kurz::A,rövid,ഹ്രസ്വമായ
567,breit::A,széles,വിശാലമായ
568,schmal::A,keskeny,ഇടുങ്ങിയ
569,dicht::A,sűrű,നിബിഡമായ
570,dick[Gegenstand]::A,vastag,തടിച്ച
571,dünn::A,vékony,മെലിഞ്ഞ
572,fein::A,vékony,നേർത്ത
573,fest::A,szilárd,ഉറപ്പുള്ള
574,flach::A,sík,പരന്ന
575,flach::A,lapos,പരന്ന
576,glatt::A,sima,മിനുസമുള്ള
577,hart::A,kemény,കട്ടിയുള്ള
578,weich::A,puha,മൃദുവായ
579,rund::A,kerek,വട്ടത്തിലുള്ള
580,spitz::A,hegyes,മുനയുള്ള
581,scharf::A,éles,മൂർച്ചയുള്ള
582,stumpf::A,tompa,തുറന്നടിക്കുന്ന
583,stumpf::A,életlen,തുറന്നടിക്കുന്ന
584,schwer::A,nehéz,ഭാരമുള്ള
585,schwer::A,súlyos,ഭാരമുള്ള
586,schön::A,szép,മനോഹരമായ
587,heiß::A,forró,ചൂടുള്ള
588,warm::A,meleg,ചൂടുള്ള
589,kalt::A,hideg,തണുത്ത
590,kühl::A,hűs,തണുപ്പുള്ള
591,kühl::A,hűvös,തണുപ്പുള്ള
592,frisch::A,üde,ശുദ്ധമായ
593,frisch::A,friss,ശുദ്ധമായ
594,feucht::A,nedves,ഈറനുള്ള
595,nass::A,vizes,നനഞ്ഞ
596,trocken::A,száraz,വരണ്ട
597,voll::A,telt,നിറയെ
598,leer::A,üres,ഒഴിഞ്ഞ
599,offen::A,nyílt,തുറന്ന
600,offen::A,nyitott,തുറന്ന
601,geschlossen::A,zárt,അടച്ച
602,geschlossen::A,csukott,അടച്ച
603,sauber::A,tiszta,വൃത്തിയുള്ള
604,schmutzig::A,piszkos,അഴുക്കുനിറഞ്ഞ
605,schmutzig::A,szennyes,അഴുക്കുനിറഞ്ഞ
606,roh::A,nyers,അസംസ്കൃതമായ
607,reif::A,érett,പഴുത്ത
608,lecker::A,finom,രുചികരമായ
609,süß::A,édes,മധുരമുള്ള
610,bitter::A,keserű,കടുത്ത
611,sauer::A,savanyú,പുളിപ്പുള്ള
612,hell::A,világos,ജ്വലിക്കുന്ന
613,dunkel::A,sötét,ഇരുണ്ട
614,schwarz::A,fekete,കറുത്ത
615,weiß::A,fehér,വെളുത്ത
616,rot::A,vörös,ചുവന്ന
617,gelb::A,sárga,മഞ്ഞനിറമായ
618,blau::A,kék,നീലനിറമുള്ള
619,grün::A,zöld,പച്ചനിറമുള്ള
620,grau::A,ősz,ചാരനിറത്തിലുള്ള
621,grau::A,szürke,ചാരനിറത്തിലുള്ള
622,bunt::A,tarka,വർണ്ണശബളമായ
623,bunt::A,színes,വർണ്ണശബളമായ
624,billig::A,olcsó,വിലകുറഞ്ഞ
625,teuer::A,drága,ചെലവേറിയ
626,wertvoll::A,értékes,വിലപിടിപ്പുള്ള
627,blind::A,vak,അന്ധനായ
628,taub::A,süket,കേൾവിക്കുറവുള്ള
629,kräftig::A,erős,ശക്തിയുള്ള
630,stark::A,erős,ബലമുള്ള
631,schwach::A,gyenge,ക്ഷീണിച്ച
632,schwach::A,erőtlen,ക്ഷീണിച്ച
633,fett::A,hájas,കൊഴുപ്പുള്ള
634,schlank::A,karcsú,മെലിഞ്ഞ
635,hübsch::A,csinos,മനോഹരമായ
636,böse::A,rossz,പാപിയായ
637,böse::A,gonosz,പാപിയായ
638,dumm::A,buta,വിവരംകെട്ട
639,dumm::A,ostoba,വിവരംകെട്ട
640,faul::A,lusta,അലസനായ
641,fleißig::A,szorgalmas,അദ്ധ്വാനശീലമുള്ള
642,geizig::A,fukar,പിശുക്കനായ
643,geizig::A,fösvény,പിശുക്കനായ
644,klug::A,okos,ബുദ്ധിസാമർഥ്യമുള്ള
645,klug::A,eszes,ബുദ്ധിസാമർഥ്യമുള്ള
646,geschickt::A,ügyes,പ്രതിഭാശാലി
