,Concept_ID,tr,ko
841,wieviel::FNUM,ne kadar,얼마만큰
842,eins::NUM,bir,하나
843,zwei::NUM,iki,둘
844,drei::NUM,üç,셋
845,vier::NUM,dört,넷
846,fünf::NUM,beş,다섯
847,sechs::NUM,altı,여섯
848,sieben::NUM,yedi,일곱
849,acht::NUM,sekiz,여덟
850,neun::NUM,dokuz,아홉
851,zehn::NUM,on,열
852,elf::NUM,on bir,열하나
853,zwölf::NUM,on iki,열둘
854,zwanzig::NUM,yirmi,스물
855,dreißig::NUM,otuz,서름
856,vierzig::NUM,kırk,마흔
857,fünfzig::NUM,elli,숸
858,sechzig::NUM,altmış,에순
859,siebzig::NUM,yetmiş,일흔
860,achtzig::NUM,seksen,여든
861,neunzig::NUM,doksan,아흔
862,hundert::NUM,yüz,백
863,tausend::NUM,bin,천
864,und::CNJ,ve,와
865,und::CNJ,ile,와
866,oder::CNJ,ya,아니면
867,oder::CNJ,yahut,아니면
868,stehen::V,durmak,서다
869,sitzen::V,oturmak,앉다
870,liegen::V,yatmak,눕다
871,hängen::V,asılı olmak,달다
872,werden::V,olmak,되다
873,werden::V,olunmak,되다
874,passieren::V,olmak,지장옶다
875,beginnen::V,başlamak,시작되다
876,enden::V,bitmek,큳내다
877,enden::V,sona ermek,큳내다
878,wechseln::V,değişmek,병경하다
879,aufgehen[Sonne]::V,doğmak,뜨다
880,untergehen[Sonne]::V,batmak,지다
881,scheinen[Sonne]::V,parlamak,빛나다
882,donnern::V,gök gürlemek,천둥치다
883,wehen::V,esmek,풀다
884,strömen::V,akmak,흐르다
885,fließen::V,akmak,흐르다
886,sich drehen::V,dönmek,돌다
887,schwanken::V,sallanmak,동요하다
888,schwingen::V,titremek,흔들다
889,fallen::V,düşmek,떨어지다
890,brennen::V,yanmak,타다
891,rauchen::V,tütmek,김이나다
892,regnen::V,yağmak,비가오다
893,gefrieren::V,donmak,얼다
894,tauen::V,erimek,녹다
895,schmelzen::V,erimek,녹다
896,trocknen::V,kurumak,홈치다
897,sieden::V,kaynamak,끓다
898,faulen::V,çürümek,부패하다
899,verfaulen::V,çürümek,썩다
900,reißen::V,yırtılmak,지바찢다
901,versinken::V,batmak,가라앉다
902,vergehen::V,geçmek,지나가다
903,erscheinen::V,görünmek,나타나다
904,verschwinden::V,kaybolmak,사라지다
905,sinken::V,inmek,가라앉다
906,abnehmen::V,azalmak,떼어내다
907,zunehmen::V,artmak,증가하다
908,zunehmen::V,çoğalmak,증가하다
909,steigen::V,artmak,상승하다
910,steigen::V,yükselmek,상승하다
911,wachsen::V,büyümek,생기하다
912,wachsen::V,gelişmek,생기하다
913,glänzen::V,parlamak,뛰오나다
914,funkeln::V,parıldamak,불티가잍어나다
915,lärmen::V,gürültü yapmak,떠들다
916,läuten::V,çalmak,울시다
917,klingeln::V,zil çalmak,초닌총을울리다
918,klirren::V,şakırdamak,탁탁울리다
919,klirren::V,zangırdamak,탁탁울리다
920,brausen::V,köpürmek,쏴쏴소리내다
921,brausen::V,kükremek,쏴쏴소리내다
922,rauschen::V,fışırdamak,솨솨
923,klingen::V,tınlamak,반향하다
924,bellen::V,havlamak,짖다
925,heulen::V,ulumak,포효하다
926,blasen::V,üflemek,불다
927,pfeifen::V,düdük çalmak,피리를불다
928,schreien::V,bağırmak,절규하다
929,schreien::V,haykırmak,절규하다
930,stöhnen::V,inlemek,신음하다
931,zittern::V,titremek,저뉼하다
932,leben::V,yaşamak,살다
933,leben::V,hayatta olmak,살다
934,geboren werden::V,doğmak,태어난
935,atmen::V,solunmak,숨쉬다
936,atmen::V,nefes almak,숨쉬다
937,trinken::V,içmek,마시다
938,essen::V,yemek,먹다
939,schlucken::V,yutmak,들이켜다
940,müde werden::V,yorulmak,
941,einschlafen::V,uykuya dalmak,잠들다
942,schlafen::V,uyumak,자다
943,aufwachen::V,uyanmak,눈트다
944,aufstehen::V,kalkmak,서다
945,aufstehen::V,yataktan kalkmak,서다
946,sich erholen::V,dinlenmek,회복하다
947,krank werden::V,hastalanmak,
948,krank sein::V,hasta olmak,
949,schmerzen::V,ağrımak,아프다
950,husten::V,öksürmek,잔기침하다
951,genesen::V,şifa bulmak,낫다
952,sterben::V,ölmek,죽다
953,sterben::V,vefat etmek,죽다
954,umkommen::V,ölmek,못쓰게되다
955,sich bewegen::V,hareket etmek,움직이다
956,sich rühren::V,kımıldanmak,움직이다
957,sich erheben::V,kalkmak,이러서다
958,sich erheben::V,ayağa kalkmak,이러서다
959,sich setzen::V,oturmak,앉히다
960,hinfallen::V,yere düşmek,넘어지다
961,laufen::V,yürümek,걷다
962,schreiten::V,yürümek,보행하다
963,schreiten::V,adım atmak,보행하다
964,spazierengehen::V,gezmek,산보하다
965,spazierengehen::V,dolaşmak,산보하다
966,eilen::V,seğirtmek,서둘다
967,sich beeilen::V,acele etmek,서둘게하다
968,sausen::V,hızla gitmek,서들러 떠나다
969,rennen::V,koşmak,달리다
970,springen::V,atlamak,도약하다
971,springen::V,sıçramak,도약하다
972,klettern::V,tırmanmak,갑겨오르다
973,schaukeln::V,sallanmak,흔들리게하다
974,kriechen::V,sürünmek,기다
975,schwimmen::V,yüzmek,헤엄치다
976,tauchen::V,dalmak,잠기다
977,rudern::V,kürek çekmek,물을헤치다
978,fahren::V,gitmek,가다
979,fahren::V,gitmek,나르다
980,fliegen::V,uçmak,날다
981,gehen::V,gitmek,가다
982,weggehen::V,gitmek,팔리다
983,abfahren::V,kalkmak,출발하다
984,anhalten::V,durmak,멈추다
985,hineingehen::V,içeri girmek,(그리로)가다
986,eintreten::V,girmek,들러가다
987,kommen::V,gelmek,오다
988,ankommen::V,varmak,고챀하다
989,zurückkommen::V,dönmek,보기
990,bleiben::V,kalmak,체류
991,warten::V,beklemek,기다리다
992,erwarten::V,beklemek,기대하다
993,suchen::V,aramak,찾다
994,suchen::V,aramak,구하다
995,finden::V,bulmak,찾아내다
996,versuchen::V,denemek,시험하다
997,vorbereiten::V,hazırlamak,재비하다
998,lieben::V,sevmek,사랑하다
999,mögen::V,beğenmek,줗아하다
1000,lachen::V,gülmek,웃다
1001,rühren::V,dokunmak,건드리다
1002,rühren::V,duygulandırmak,건드리다
1003,weinen::V,ağlamak,울다
1004,schimpfen::V,küfretmek,꾸짖다
1005,sich ärgern::V,kızmak,화를내게 하다
1006,sich fürchten::V,korkmak,두려원하다
1007,fürchten::V,korkmak,두려원하다
1008,fliehen::V,kaçmak,도망치다
1009,flüchten::V,kaçmak,도주하다
1010,sehen::V,görmek,보다
1011,anschauen::V,seyretmek,바라보다
1012,ansehen::V,bakmak,바라보다
1013,hören::V,duymak,듣다
1014,hören::V,işitmek,듣다
1015,zuhören::V,dinlemek,듣다
1016,probieren::V,denemek,시식하다
1017,probieren::V,tadına bakmak,시식하다
1018,riechen::V,kokusunu almak,내새를맡다
1019,fühlen::V,duymak,느끼다
1020,fühlen::V,hissetmek,느끼다
1021,scheinen::V,görünmek,...것같다
1022,zu sehen sein::V,görünmek,보이는
1023,vernehmen::V,haber almak,듣다
1024,vernehmen::V,haber almak,들어서일다
1025,frieren::V,üşümek,춥다
1026,tun::V,etmek,하다
1027,tun::V,yapmak,하다
1028,können::V,bilmek,할주릴다
1029,wollen::V,istemek,바라다
1030,anfangen::V,başlamak,시작하다
1031,beenden::V,bitirmek,다하다
1032,aufhören::V,bitmek,그만두다
1033,gelingen::V,başarmak,성국하다
1034,geraten::V,düşmek,잘되어가다
1035,öffnen::V,açmak,열다
1036,schließen::V,kapamak,추측하다
1037,stellen::V,koymak,세우다
1038,setzen::V,koymak,놓다
1039,setzen::V,oturtmak,놓다
1040,legen::V,koymak,눕히다
1041,legen::V,yatırmak,눕히다
1042,berühren::V,dokunmak,대다
1043,verbinden::V,bağlamak,옝열하다
1044,verbinden::V,birleştirmek,옝열하다
1045,bedecken::V,örtmek,덮다
1046,bedecken::V,kaplamak,덮다
1047,aufhängen::V,asmak,매달다
1048,anzünden::V,yakmak,점화하다
1049,anzünden::V,ateşlemek,점화하다
1050,aufheben::V,kaldırmak,위로올리다
1051,zurücklassen::V,geride bırakmak,튀에남기다
1052,verlieren::V,yitirmek,잃다
1053,verlieren::V,kaybetmek,잃다
1054,fallen lassen::V,düşürmek,떨어뜨리다
1055,machen::V,yapmak,하다
1056,herstellen::V,yapmak,제조하다
1057,herstellen::V,imal etmek,제조하다
1058,bauen::V,kurmak,짓다
1059,bauen::V,inşa etmek,짓다
1060,reparieren::V,onarmak,수셩자다
1061,reparieren::V,tamir etmek,수셩자다
1062,verbessern::V,düzeltmek,정정하다
1063,ändern::V,değiştirmek,바꾸다
1064,graben::V,kazmak,파다
1065,beugen::V,eğmek,구부리다
1066,biegen::V,bükmek,굽히다
1067,drehen::V,çevirmek,회전
1068,drehen::V,döndürmek,회전
1069,wenden::V,çevirmek,회전시키다
1070,umdrehen::V,çevirmek,회전시키다
1071,heben::V,kaldırmak,일으아키다
1072,hochheben::V,yukarı kaldırmak,틀어올리다
1073,ergreifen::V,tutmak,잡다
1074,ergreifen::V,yakalamak,잡다
1075,halten::V,tutmak,잡다
1076,drücken::V,sıkmak,누르다
1077,schieben::V,itmek,밀다
1078,schieben::V,sürmek,밀다
1079,kratzen::V,kaşımak,긁다
1080,lecken::V,yalamak,핥다
1081,beißen::V,ısırmak,물다
1082,abreißen::V,koparmak,
1083,abschneiden::V,keserek ayırmak,귾어내다
1084,binden::V,bağlamak,매다
1085,stecken::V,sokmak,찌르다
1086,brechen::V,kırmak,금
1087,klopfen::V,çalmak,치다
1088,hauen::V,vurmak,때리다
1089,kleben::V,yapıştırmak,들러붙다
1090,reiben::V,ovmak,문지르다
1091,reiben::V,sürtmek,문지르다
1092,streichen::V,sürmek,쓰다듬다
1093,schleifen::V,bilemek,갈다
1094,schneiden::V,kesmek,베다
1095,rütteln::V,sallamak,흔들다
1096,schütteln::V,sarsmak,흔들다
1097,schütteln::V,çalkamak,흔들다
1098,schwenken::V,sallamak,흔들다
1099,schütten::V,dökmek,따르다
1100,schütten::V,akıtmak,따르다
1101,füllen::V,doldurmak,담다
1102,einwickeln::V,sarmak,싸다
1103,tragen::V,taşımak,지우다
1104,schleppen::V,sürüklemek,끌다
1105,ziehen::V,çekmek,당기다
1106,aufbewahren::V,saklamak,간직하다
1107,werfen::V,atmak,던지다
1108,fangen::V,tutmak,밥다
1109,fangen::V,yakalamak,밥다
1110,packen::V,tutmak,쥐다
1111,packen::V,yakalamak,쥐다
1112,verstecken::V,saklamak,숨기다
1113,teilen::V,bölmek,나누다
1114,teilen::V,ayırmak,나누다
1115,schicken::V,yollamak,보내다
1116,schicken::V,göndermek,보내다
1117,bringen::V,getirmek,가겨
1118,hinzufügen::V,katmak,부가하다
1119,hinzufügen::V,eklemek,부가하다
1120,bekommen::V,almak,얻다
1121,bekommen::V,eline geçmek,얻다
1122,erhalten::V,almak,지니다
1123,nehmen::V,almak,잡다
1124,wählen::V,seçmek,선거하다
1125,auswählen::V,seçmek,선출하다
1126,auswählen::V,ayırmak,선출하다
1127,bewahren::V,korumak,저장보종
1128,behindern::V,engellemek,훼방하다
1129,verderben::V,bozmak,못쓰게 되다
1130,beschädigen::V,zedelemek,상하게하다
1131,beschädigen::V,ziyan vermek,상하게하다
1132,zerbrechen::V,kırmak,깨뜨리다
1133,zerreißen::V,yırtmak,잡아쫓다
1134,zerstören::V,yıkmak,파괴하다
1135,zerstören::V,tahrip etmek,파괴하다
1136,verbrennen::V,yakmak,소실하다
1137,geben::V,vermek,주다
1138,reichen::V,uzatmak,내일다
1139,schenken::V,hediye etmek,주다
1140,versprechen::V,vaat etmek,약속하다
1141,wünschen::V,kutlamak,바라다
1142,loben::V,övmek,칭찬하다
1143,küssen::V,öpmek,키스하다
1144,wiegen::V,sallamak,어르다
1145,zudecken::V,örtmek,뚜꺼을하다
1146,wecken::V,uyandırmak,깨우다
1147,zeigen::V,göstermek,보이다
1148,führen::V,gezdirmek,가게하다
1149,führen::V,yol göstermek,가게하다
1150,lehren::V,okutmak,가르치다
1151,lehren::V,öğretmek,가르치다
1152,unterrichten::V,öğretmek,가르지다
1153,aufziehen::V,yetiştirmek,사육하다
1154,leiten::V,yönetmek,이끌다
1155,leiten::V,idare etmek,이끌다
1156,antreiben::V,teşvik etmek,몰다
1157,lassen::V,-tırmak,내버려두다
1158,einladen::V,davet etmek,초청하다
1159,vereinigen::V,birleştirmek,하나로하다
1160,besuchen::V,uğramak,방문하다
1161,besuchen::V,ziyaret etmek,방문하다
1162,besuchen::V,görmeye gitmek,방문하다
1163,treffen::V,rastlamak,만나다
1164,treffen::V,isabet etmek,만나다
1165,sich versammeln::V,toplanmak,조립하다
1166,spielen::V,oynamak,눌다
1167,singen::V,söylemek,노래하다
1168,singen::V,şarkı söylemek,노래하다
1169,tanzen::V,oynamak,춤추하다
1170,tanzen::V,dans etmek,춤추하다
1171,sich trennen::V,ayrılmak,가르다
1172,verlassen::V,bırakmak,버림받은
1173,verlassen::V,terk etmek,버림받은
1174,retten::V,kurtarmak,구조하다
1175,bewachen::V,gözetmek,치키다
1176,schützen::V,korumak,보호하다
1177,verteidigen::V,savunmak,막다
1178,sich schlagen::V,dövüşmek,치다
1179,schießen::V,ateş etmek,쏘다
1180,siegen::V,yenmek,이기다
1181,ärgern::V,kızdırmak,성을내게하다
1182,schlagen::V,dövmek,치다
1183,treten::V,tepmek,디디다
1184,stechen::V,sokmak,찌르다
1185,stechen::V,batırmak,찌르다
1186,stoßen::V,itmek,찌르다
1187,stehlen::V,çalmak,훔치다
1188,stören::V,bozmak,움직이다
1189,stören::V,etkilemek,움직이다
1190,belästigen::V,rahatsız etmek,괴롭히다
1191,verbergen::V,saklamak,숨기다
1192,täuschen::V,aldatmak,속이다
1193,betrügen::V,aldatmak,속이다
1194,betrügen::V,dolandırmak,속이다
1195,töten::V,öldürmek,죽이다
1196,wohnen::V,oturmak,실다
1197,arbeiten::V,çalışmak,일하다
1198,sammeln::V,toplamak,모으다
1199,pflücken::V,koparmak,꿔다
1200,jagen::V,avlanmak,사냥하다
1201,fischen::V,balık tutmak,고기를잡다
1202,fassen::V,tutmak,움켜쥐다
1203,fassen::V,yakalamak,움켜쥐다
1204,hüten::V,otlatmak,망보다
1205,treiben::V,gütmek,몰아세우다
1206,anbinden::V,bağlamak,묶다
1207,füttern::V,beslemek,사료를주다
1208,melken::V,sağmak,젖을짜다
1209,hacken::V,yarmak,자르다
1210,gießen::V,sulamak,물을대다
1211,reifen::V,olgunlaşmak,성숙하다
1212,zubereiten::V,hazırlamak,조제하다
1213,kochen::V,pişirmek,요리하다
1214,kochen::V,kaynatmak,요리하다
1215,backen::V,pişirmek,쿱다
1216,backen::V,fırında pişirmek,쿱다
1217,braten::V,kızartmak,굽다
1218,umrühren::V,karıştırmak,교반하다
1219,stricken::V,örmek,뜨개질하다
1220,nähen::V,dikmek,꿰매다
1221,färben::V,boyamak,채색하다
1222,reinigen::V,temizlemek,청소하다
1223,waschen::V,yıkamak,씻다
1224,abwischen::V,silmek,닦다
1225,spülen::V,çalkamak,씻다
1226,fegen::V,süpürmek,소체하다
1227,kehren::V,süpürmek,청소하다
1228,baden::V,yıkanmak,감다
1229,baden::V,banyo yapmak,감다
1230,sich waschen::V,yıkanmak,모믈 씻다
1231,ausziehen::V,çıkarmak,벗다
1232,anziehen::V,giymek,끌어움직이다
1233,sich anziehen::V,giyinmek,
1234,kämmen::V,taramak,빗다
1235,schmücken::V,süslemek,치레하다
1236,sagen::V,demek,말하다
1237,sagen::V,söylemek,말하다
1238,sprechen::V,konuşmak,말하다
1239,reden::V,konuşmak,이야기하다
1240,sich unterhalten::V,sohbet etmek,
1241,fragen::V,sormak,질문하다
1242,bitten::V,dilemek,원하다
1243,bitten::V,rica etmek,원하다
1244,erzählen::V,bahsetmek,이야기하다
1245,erzählen::V,hikâye etmek,이야기하다
1246,mitteilen::V,bildirmek,이야기하다
1247,nennen::V,adlandırmak,부르다
1248,rufen::V,çağırmak,불러내다
1249,prahlen::V,övünmek,자랑하다
1250,übersetzen::V,çevirmek,번역하다
1251,übersetzen::V,tercüme etmek,번역하다
1252,denken::V,düşünmek,생각하다
1253,glauben::V,inanmak,믿다
1254,glauben::V,zannetmek,믿다
1255,bemerken::V,farkına varmak,인자하다
1256,erkennen::V,tanımak,인식하다
1257,begreifen::V,anlamak,파악하다
1258,begreifen::V,kavramak,파악하다
1259,verstehen::V,duymak,이해하다
1260,verstehen::V,anlamak,이해하다
1261,lernen::V,öğrenmek,배우다
1262,wissen::V,bilmek,알다
1263,sich erinnern an::V,hatırlamak,상기하다
1264,vergessen::V,unutmak,잊다
1265,messen::V,ölçmek,측정하다
1266,zählen::V,saymak,세다
1267,rechnen::V,hesap etmek,게산하다
1268,lesen::V,okumak,읽다
1269,malen::V,resmini yapmak,그리다
1270,zeichnen::V,çizmek,소묘하다
1271,schreiben::V,yazmak,쓰다
1272,besitzen::V,haiz olmak,소유하다
1273,besitzen::V,sahip olmak,소유하다
1274,kaufen::V,almak,사다
1275,verkaufen::V,satmak,팔다
1276,bezahlen::V,ödemek,지불하다
1277,zahlen::V,ödemek,치르다
1278,beherrschen::V,hâkim olmak,지배하다
1279,ertragen::V,dayanmak,참다
1280,ertragen::V,katlanmak,참다
