,Concept_ID,lbe,os
268,Gedächtnis::N,дакӏний личӏаву,мысын
269,Gedächtnis::N,дакӏний личӏаву,зæрдылдарын
270,Verstand::N,аькьлу,зонд
271,Sinn::N,мяъна,нысаниуæг
272,Grund::N,багьана,ӕфсон
273,Wahrheit::N,тӏайламур,æцæг
274,Wahrheit::N,хӏакьмур,æцæг
275,Gespräch::N,ихтилат,ныхас
276,Märchen::N,магьа,аргъау
277,Erzählung::N,хавар,радзырд
278,Nachricht::N,хавар,уац
279,Neuigkeit::N,хавар,хабар
280,Name::N,цӏа,ном
281,Rätsel::N,ссигьа,уыци-уыци
282,Rätsel::N,ссигьа,базон-базон
283,Rede::N,гъалгъа,раныхас
284,Sprache::N,маз,ӕвзаг
285,Stimme::N,чӏу,хъӕлӕс
286,Stimme::N,чӏукӏа,хъӕлӕс
287,Wort::N,махъ,дзырд
288,Zeichen::N,лишан,нысан
289,Lärm::N,чӏу,уынæр
290,Laut::N,чӏу,зӕл
291,Laut::N,чӏу,мыр
292,Ton::N,чӏу,мыр
293,Lied::N,балай,зарӕг
294,Ruhe::N,дигьалагру,æнцой
295,Leute::N,инсантал,адӕм
296,Volk::N,ил,адӕм
297,Volk::N,халкь,адӕм
298,Arbeit::N,заву,фӕллой
299,Gast::N,хъамаличу,уазӕг
300,Geschenk::N,бухчакарши,хуын
301,Geschenk::N,лажинккакку,хуын
302,Spiel::N,тӏуркӏу,хъазт
303,Gesellschaft::N,жямат,дзыллæ
304,Gesellschaft::N,жямат,æхсæнад
305,Gesellschaft::N,ккуран,дзыллæ
306,Gesellschaft::N,ккуран,æхсæнад
307,Hilfe::N,кумаг,æххуыс
308,Hilfe::N,кумаг,ахъаз
309,Freund::N,дус,лымӕн
310,Kamerad::N,хӏаласу,ӕмбал
311,Angelegenheit::N,иш,хъуыддаг
312,Anzahl::N,аьдад,бӕрц
313,Art::N,жинс,хуыз
314,Art::N,жинс,хуызад
315,Stück::N,касак,кæрдих
316,Stück::N,касак,комдзаг
317,Teil::N,бутӏа,хай
318,Hälfte::N,дачӏи,æрдæг
319,Hälfte::N,дачӏи,æмбис
320,Kreis::N,кюрщан,зиллакк
321,Kreuz::N,ххач,дзуар
322,Linie::N,щва,хахх
323,Strich::N,щва,хахх
324,Abstand::N,манзил,æхсæнуат
325,Entfernung::N,манзил,дæрддзæг
326,Entfernung::N,манзил,дардцæг
327,Gegend::N,кӏану,ран
328,Ort::N,кӏану,ран
329,Ort::N,кӏану,бынат
330,Seite::N,чул,фахс
331,Seite::N,чулухалу,фахс
332,Mitte::N,дя,астӕу
333,Gegenstand::N,зат,дзаума
334,Sache::N,зат,дзаума
335,Rand::N,зума,кӕрон
336,Ecke::N,мурцӏу,тигъ
337,Ecke::N,мурцӏу,фисын
338,Spitze::N,мицӏ,бырынкъ
339,Ende::N,зума,кӕрон
340,Loch::N,ккутӏ,хуынкъ
341,Winkel::N,мурцӏу,къуым
342,Muster::N,накьич,нывæфтыд
343,Muster::N,накьич,кæдзист
344,Länge::N,лахъишиву,дӕргъ
345,Höhe::N,лахъшиву,бæрзонд
346,Höhe::N,лахъшиву,бæрзæнд
347,Höhe::N,лахъшиву,бæрзонддзинад
348,Gewicht::N,дуццин,уӕз
349,Gewicht::N,кӏушиву,уӕз
350,Haufen::N,бакӏу,кӕри
351,Reihe::N,кьюкьа,рӕнхъ
352,Boot::N,луткка,чема
353,Ruder::N,весло,къохар
354,Ruder::N,чӏатӏа,къохар
355,Schlitten::N,чана,дзоныгъ
356,Schlitten::N,санкка,дзоныгъ
357,Ski::N,лижарду,къахдзоныгътæ
358,Ski::N,лижарду,лыжæтæ
359,Lagerfeuer::N,къавтӏн,арт
360,Last::N,гьиву,уаргъ
361,Gang::N,нанаву,цыд
362,Schritt::N,ша,санчъех
363,Schritt::N,ша,къахдзӕф
364,Norden::N,ухссав,цæгат
365,Norden::N,ухссавнил чулухалу,цæгат
366,Süden::N,кьилва,хуссар
367,Westen::N,баргълагавал,ныгуылæн
368,Westen::N,баргълагавал чул,ныгуылæн
369,Osten::N,баргъбуккай чулухалу,скæсæн
370,Holz::N,тӏама,хъӕдӕрмӕг
371,Brett::N,тахта,фæйнæг
372,Platte::N,гъуни,къӕй
373,Stütze::N,гьалакӏу,быцæу
374,Stange::N,къазихъ,хъил
375,Stock::N,ттархь,лӕдзӕг
376,Stab::N,ччантӏакъу,хъил
377,Rohr::N,бургъу,хӕтӕл
378,Haus::N,къатта,хӕдзар
379,Heim::N,къатта,къона
380,Ofen::N,пач,пец
381,Fußboden::N,чӏанкъатта,астӕрд
382,Tisch::N,усттул,стъол
383,Stuhl::N,кӏану,бандон
384,Wiege::N,оьрчӏал кӏану,авдæн
385,Bett::N,тах,сынтӕг
386,Regal::N,чӏаму,тӕрхӕг
387,Regal::N,чӏаму,уӕлвӕйнӕг
388,Kiste::N,яшикӏ,асыкк
389,Kiste::N,къурши,асыкк
390,Fenster::N,чӏавахьулу,рудзынг
391,Fenster::N,чӏавахьулу,фæрссаг
392,Tür::N,нуз,дуар
393,Tür::N,нузкьун,дуар
394,Tor::N,къапу,кулдуар
395,Tor::N,дарваза,кулдуар
396,Zaun::N,дайгьузанну,æмбонд
397,Zaun::N,дайгьузанну,быру
398,Zaun::N,дайгьузанну,гæрæн
399,Dach::N,магъи,уӕлхӕдзар
400,Dach::N,цӏиялу,уӕлхӕдзар
401,Leiter::N,чуртту,асин
402,Besen::N,чӏатлу,уисой
403,Spaten::N,бил,бел
404,Schaufel::N,чӏатӏа,æвгæнæн
405,Schaufel::N,чӏатӏа,кæфой
406,Gabel::N,гьиссилу,вилкæ
407,Löffel::N,къуса,уидыг
408,Messer::N,чӏила,кард
409,Nagel::N,мяр,зӕгӕл
410,Netz::N,къери,хыз
411,Haken::N,къича,хæдз
412,Haken::N,къича,хæбырæгъ
413,Griff::N,куяму,фистон
414,Schloss::N,кьункьула,гуыдыр
415,Bild::N,сурат,ныв
416,Puppe::N,ссихьу,чындз
417,Beutel::N,чантай,дзӕкъул
418,Bündel::N,гьи,баст
419,Bündel::N,къар,баст
420,Eimer::N,бадра,къæрта
421,Eimer::N,бадра,чъыбыла
422,Eimer::N,бадра,ведра
423,Deckel::N,къапаза,сæр
424,Deckel::N,къапаза,æмбæрзæн
425,Geschirr::N,пюрунчӏул,мигæнæн
426,Geschirr::N,пюрунчӏул,мигæнæнтæ
427,Geschirr::N,тӏахӏникӏичӏу,мигæнæн
428,Geschirr::N,тӏахӏникӏичӏу,мигæнæнтæ
429,Sack::N,къап,голлаг
430,Sack::N,дарваг,голлаг
431,Tasse::N,пижан,пиала
432,Tasse::N,пижан,къус
433,Tasse::N,пинжан,пиала
434,Tasse::N,пинжан,къус
435,Tasse::N,инкираччатӏи,пиала
436,Tasse::N,инкираччатӏи,къус
437,Tasse::N,цинцилттал бушкъап,пиала
438,Tasse::N,цинцилттал бушкъап,къус
439,Topf::N,кӏункӏур,аг
440,Topf::N,кӏункӏур,чысыл аг
441,Kessel::N,чаг,аг
442,Kessel::N,кӏункӏур,аг
443,Essen::N,дукия,хӕрд
444,Essen::N,дукин,хӕрд
445,Nahrung::N,дукра,хойраг
446,Speise::N,дукра,хӕринаг
447,Fleisch::N,дикӏ,дзидза
448,Fleisch::N,дикӏ,фыдызгъӕл
449,Getreide::N,къама,халсар
450,Brei::N,ккурч,кас
451,Brot::N,ччатӏ,дзул
452,Scheibe::N,парча,къӕбӕр
453,Fett::N,аьгъушиву,сой
454,Butter::N,нагь,нӕлхӕ
455,Butter::N,лагаву,нӕлхӕ
456,Salz::N,цӏву,цӕхх
457,Suppe::N,накь,бас
458,Honig::N,ницӏ,мыд
459,Milch::N,накӏ,ӕхсыр
460,Tee::N,чяй,цай
461,Leder::N,бурчу,мæскуы
462,Wolle::N,ппал,фӕсмын
463,Stoff::N,янна,хъуымац
464,Nadel::N,ххалаххи,судзин
465,Faden::N,ххал,ӕндах
466,Knopf::N,банд,цӕппӕр
467,Knoten::N,къурхъ,ӕлхынцъ
468,Farbe::N,сир,ахорæн
469,Kleidung::N,янна,дарӕс
470,Kleidung::N,лаххия,дарӕс
471,Hemd::N,гьухъа,хӕдон
472,Kragen::N,дарвач,æфцæггот
473,Ärmel::N,кахха,дыс
474,Hose::N,хӏажак,хæлаф
475,Hose::N,хӏажак,æддаг хæлаф
476,Hose::N,хӏажак,салбар
477,Gürtel::N,мухӏлу,рон
478,Mütze::N,кьяпа,худ
479,Stiefel::N,чакма,цырыхъхъ
480,Ring::N,кӏисса,къухдарӕн
481,Band::N,линт,лент
482,Kamm::N,ттарал,сӕрвасӕн
483,Spiegel::N,дагьани,айдæн
484,Spiegel::N,дагьани,кæсæн
485,Riemen::N,эн,гӕрз
486,Schnur::N,хьхьа,бӕндӕн
487,Decke::N,виргъан,хъӕццул
488,Kissen::N,кӏаралу,баз
489,Tuch::N,карщи,кæлмæрзæн
490,Tuch::N,карщи,кæрдæн
491,Handtuch::N,калихьу,хисæрфæн
492,Handtuch::N,лажинлихьу,хисæрфæн
493,Kraft::N,эллаж,тых
494,Kraft::N,эллаж,хъомыс
495,Stärke::N,гуж,тых
496,Stärke::N,гуж,æхсар
497,Gesundheit::N,цӏуллу-сагъшиву,æнæниздзинад
498,Krankheit::N,къашайшиву,низ
499,Krankheit::N,къашайшиву,рын
500,Schmerz::N,къюву,рис
501,Wunde::N,щаву,цӕф
502,Fieber::N,кӏиришиву,ризӕг
503,Fieber::N,кӏиришиву,тӕфсӕг
504,Arznei::N,дару,хос
505,Brücke::N,ламу,хид
506,Brunnen::N,къуй,цъай
507,Weide::N,бизантту,хизæн
508,Weide::N,бизантту,хизæнуат
509,Weide::N,бизантту,сæрвæт
510,Pfad::N,жегъир ххуллу,къахвæндаг
511,Pfad::N,жегъир ххуллу,къахвæд
512,Weg::N,ххуллу,фӕндаг
513,Straße::N,ххуллу,фӕндаг
514,Dorf::N,щар,хъӕу
515,Dorf::N,шяравалу,хъӕу
516,Stadt::N,шагьру,сахар
517,Brief::N,чагъар,фыстӕг
518,Buch::N,лу,чиныг
519,Buchstabe::N,хӏарп,дамгъӕ
520,Zeitung::N,кказит,газет
521,Leben::N,оьрму,цард
522,Leben::N,оьрму,цӕрӕнбон
523,Tod::N,ажал,мæлæт
524,Tod::N,ажал,адзал
525,Tod::N,бивкӏу,мæлæт
526,Tod::N,бивкӏу,адзал
527,Tod::N,ивчӏаву,мæлæт
528,Tod::N,ивчӏаву,адзал
529,Grab::N,гьав,ингӕн
530,Kirche::N,килиса,аргъуан
531,Sünde::N,бунагъ,тæригъæд
532,Gott::N,зал,хуыцау
533,Arbeiter::N,зузала,кусæг
534,Chef::N,ялувма,ӕмцег
535,Meister::N,усттар,мастер
536,Meister::N,усттар,дæсны
537,Arzt::N,хӏакин,хосгæнæг
538,Arzt::N,хӏакин,дохтыр
539,Lehrer::N,учитель,ахуыргæнæг
540,Geld::N,арцу,ӕхца
541,Geschäft::N,даву,бизнес
542,Geschäft::N,даву,хъуыддаг
543,Laden::N,ттучан,дукани
544,Preis::N,багъа,аргъ
545,Ware::N,хъус,базайраг
546,Nutzen::N,хайр,пайда
547,Nutzen::N,мюнпат,пайда
548,Reichtum::N,давлат,хъæздыгдзинад
549,Reichtum::N,давлат,исбон
550,Reichtum::N,давлат,мулк
551,Reichtum::N,аваданшиву,хъæздыгдзинад
552,Reichtum::N,аваданшиву,исбон
553,Reichtum::N,аваданшиву,мулк
554,Welt::N,дуниял,дуне
555,Land::N,билаят,бӕстӕ
556,Staat::N,паччахӏлугъ,паддзахад
557,Macht::N,власть,хицаудзинад
558,Grenze::N,дазу,арӕн
559,Krieg::N,дяъви,хӕст
560,Feind::N,душман,знаг
561,Feind::N,душман,фыдгул
562,Feind::N,душман,фыдзæрдæ
563,Feind::N,душман,сон
564,Gewalt::N,къия,тыхми
565,Gewalt::N,къия,тыхдзинад
566,Kampf::N,лачӏуи уккаву,хæст
567,Kampf::N,лачӏуи уккаву,хъæбысæйхæст
568,Kampf::N,лачӏуи уккаву,тох
569,Bogen[Waffe]::N,ккуртта,ӕрдын
570,Pfeil::N,чӏатӏаракӏ,фат
571,Gewehr::N,ттупанг,топп
572,Fehler::N,гъалатӏ,рӕдыд
573,Lüge::N,щялмахъ,мӕнг
574,Lüge::N,щялмахъ,гӕдыдзинад
575,Schaden::N,зарал,зиан
576,Unglück::N,бала,бæллæх
577,Schuld::N,тахсир,азым
578,Alter::N,оьрму,кар
579,Schluss::N,ахир,кæрон
580,Zeit::N,чӏун,рӕстӕг
581,Tag::N,кьини,бон
582,Morgen::N,кӏюрх,райсом
583,Mittag::N,ахттайн,æмбисбон
584,Mittag::N,дяахттайн,æмбисбон
585,Mittag::N,ахттайн чӏун,æмбисбон
586,Abend::N,маркӏачӏан,изӕр
587,Nacht::N,хьхьу,ӕхсӕв
588,Woche::N,нюжмар,къуыри
589,Monat::N,барз,мӕй
590,Jahr::N,шин,аз
591,Jahr::N,шин,афӕдз
592,Frühling::N,инт,уалдзæг
593,Sommer::N,гъи,сӕрд
594,Herbst::N,ссут,фæззæг
595,Winter::N,кӏи,зымӕг
596,Januar::N,цалчинмур барз,январь
597,Februar::N,кӏилчинмур барз,февраль
598,März::N,шамилчинмур барз,мартъи
599,April::N,апрель,апрель
600,April::N,мукьилчинмур барз,апрель
601,Mai::N,май,май
602,Mai::N,ххюлчинмур барз,май
603,Juni::N,июнь,июнь
604,Juni::N,ряххилчинмур барз,июнь
605,Juli::N,июль,июль
606,Juli::N,Арулчинмур барз,июль
607,August::N,мяйлчинмур барз,август
608,September::N,урчӏилчинмур барз,сентябрь
609,Oktober::N,ацӏилчинмур барз,октябрь
610,November::N,ацӏния цалчинмур барз,ноябрь
611,Dezember::N,ацӏния кӏилчинмур барз,декабрь
612,Montag::N,итин,къуырисæр
613,Montag::N,итин кьини,къуырисæр
614,Dienstag::N,тталат,дыццæг
615,Dienstag::N,тталат кьини,дыццæг
616,Mittwoch::N,арвахӏ,æртыццæг
617,Donnerstag::N,хамис,цыппæрæм
618,Freitag::N,нюжмар,майрæмбон
619,Freitag::N,нюжмар кьини,майрæмбон
620,Samstag::N,ххуллун,сабат
621,Samstag::N,ххуллун кьини,сабат
622,Sonntag::N,алхӏат,хуыцаубон
623,Sonntag::N,алхӏат кьини,хуыцаубон
624,groß::A,бугъарасса,дынджыр
625,klein::A,чӏивисса,гыццыл
626,lang::A,лахъисса,даргъ
627,kurz::A,кутӏасса,цыбыр
628,breit::A,уттасса,фӕтӕн
629,schmal::A,уттакӏюласса,нарӕг
630,schmal::A,уттакӏюласса,уынгӕг
631,dicht::A,ццунсса,бæзджын
632,dicht::A,ццунсса,тар
633,dick[Gegenstand]::A,ганзсса,сӕвджын
634,dünn::A,кӏюласса,тæнæг
635,fest::A,цӏакьсса,фидар
636,fest::A,цӏакьсса,хъӕддых
637,fest::A,кьянкьасса,фидар
638,fest::A,кьянкьасса,хъӕддых
639,flach::A,баягъисса,тъӕпӕн
640,flach::A,цӏубакъасса,тъӕпӕн
641,flach::A,куртӏ дакъасса,тъӕпӕн
642,glatt::A,дюрчӏусса,лӕгъз
643,hart::A,кьянкьасса,хъӕбӕр
644,weich::A,кӏукӏлусса,фӕлмӕн
645,rund::A,ккурккисса,тымбыл
646,spitz::A,ярксса,цыргъбырынкъ
647,spitz::A,ярксса,цыргъфындз
648,spitz::A,дайлсса,цыргъбырынкъ
649,spitz::A,дайлсса,цыргъфындз
650,spitz::A,мицӏ бусса,цыргъбырынкъ
651,spitz::A,мицӏ бусса,цыргъфындз
652,scharf::A,ярксса,цыргъ
653,scharf::A,дайлсса,цыргъ
654,scharf::A,мицӏ бусса,цыргъ
655,stumpf::A,къуркъасса,къуымых
656,schwer::A,кӏусса,уӕззау
657,schön::A,аьнтӏикӏасса,аив
658,schön::A,аьнтӏикӏасса,рӕсугъд
659,heiß::A,кӏирисса,тӕвд
660,warm::A,гъелисса,хъарм
661,kalt::A,дяркъусса,уазал
662,kühl::A,дюхлулсса,сатæг
663,kühl::A,дюхлулсса,уазалгомау
664,frisch::A,цӏусса,сатæг
665,feucht::A,атилсса,уымӕл
666,feucht::A,хъавтусса,уымӕл
667,nass::A,атилсса,хуылыдз
668,nass::A,хъавтусса,хуылыдз
669,trocken::A,кьавкьсса,хус
670,trocken::A,кьакьан бувсса,хус
671,voll::A,бувцӏусса,дзаг
672,voll::A,бувцӏусса,йедзаг 
673,leer::A,бачӏвасса,афтид
674,offen::A,тӏивтӏусса,гом
675,geschlossen::A,лавкьусса,æхгæд
676,sauber::A,марцӏсса,сыгъдæг
677,schmutzig::A,чапалсса,чъиллон
678,roh::A,шакъавхьсса,хом
679,reif::A,дирсса,рӕгъӕд
680,lecker::A,нахӏусса,хӕрзад
681,lecker::A,тӏааьнсса,хӕрзад
682,süß::A,нацӏусса,адджын
683,bitter::A,кьурчӏисса,судзаг
684,sauer::A,туршсса,туаг
685,hell::A,чаннасса,рухс
686,dunkel::A,цӏансса,талынг
687,schwarz::A,лухӏисса,сау
