,Concept_ID,kv,sk
156,Bär::N,ош,medveď
157,Eichhörnchen::N,ур,veverička
158,Elch::N,вӧр мӧс,los
159,Fuchs::N,руч,líška
160,Hase::N,кӧч,zajac
161,Maus::N,шыр,myš
162,Wolf::N,кӧин,vlk
163,Vogel::N,кай,vták
164,Schwarm::N,стая,roj
165,Schwarm::N,чукӧр,roj
166,Huhn::N,курӧг,kurča
167,Huhn::N,курӧг,sliepka
168,Hahn::N,петух,kohút
169,Hahn::N,ай курӧг,kohút
170,Gans::N,дзодзог,hus
171,Adler::N,куч,orol
172,Adler::N,кутш,orol
173,Ente::N,утка,kačka
174,Ente::N,утка,kačica
175,Eule::N,тупка,sova
176,Kranich::N,тури,žeriav
177,Krähe::N,рака,vrana
178,Kuckuck::N,кӧк,kukučka
179,Schwan::N,юсь,labuť
180,Fisch::N,чери,ryba
181,Barsch::N,ёкыш,ostriež
182,Hecht::N,сирпинь,šťuka
183,Schlange[Tier]::N,змей,had
184,Wurm::N,номыр,červ
185,Spinne::N,черань,pavúk
186,Ameise::N,кӧдзывкар,mravec
187,Laus::N,ляпа той,voš
188,Mücke::N,ном,komár
189,Fliege::N,гут,mucha
190,Schmetterling::N,бабыв,motýľ
191,Beere::N,ягӧд,bobuľa
192,Apfel::N,яблоко,jablko
193,Pilz::N,тшак,hríb
194,Zwiebel::N,грез,cibuľa
195,Saat::N,кӧдзыс,osivo
196,Korn::N,сю,zrno
197,Heu::N,турун,seno
198,Schale::N,кыш,šupa
199,Schale::N,кыш,škrupina
200,Schale::N,киль,šupa
201,Schale::N,киль,škrupina
202,Grube::N,яма,jama
203,Falle::N,нальк,pasca
204,Falle::N,нальк,klepec
205,Falle::N,кляпча,pasca
206,Falle::N,кляпча,klepec
207,Schlinge::N,лӧч,slučka
208,Spur::N,туй,stopa
209,Asche::N,пӧим,popol
210,Dreck::N,нять,kal
211,Dreck::N,нять,blato
212,Eisen::N,кӧрт,železo
213,Gold::N,зарни,zlato
214,Silber::N,язісь,striebro
215,Kohle::N,шом,uhlie
216,Kohle::N,уголь,uhlie
217,Glas::N,стекло,sklo
218,Lehm::N,сёй,íl
219,Lehm::N,сёй,hlina
220,Sand::N,лыа,piesok
221,Mensch::N,морт,človek
222,Mann::N,мужик,muž
223,Mann::N,мужик,chlap
224,Frau::N,инька,žena
225,Kind::N,кага,dieťa
226,Junge::N,зонка,chlapec
227,Mädchen::N,нывкаок,dievka
228,Familie::N,семья,rodina
229,Großvater::N,дед,dedo
230,Großvater::N,дед,starý otec
231,Großmutter::N,баб,babička
232,Großmutter::N,баб,stará mať
233,Eltern::N,ай-мам,rodičia
234,Vater::N,ай,otec
235,Mutter::N,мам,mať
236,Mutter::N,мам,matka
237,Sohn::N,зон,syn
238,Tochter::N,ныв,dcéra
239,Bruder::N,вон,brat
240,Schwester::N,сой,sestra
241,Onkel::N,дядь,ujo
242,Onkel::N,дядь,strýko
243,Tante::N,айӧлӧн сой,teta
244,Tante::N,айӧлӧн сой,tetka
245,Tante::N,ичинь,teta
246,Tante::N,ичинь,tetka
247,Ehemann::N,жӧник,muž
248,Ehemann::N,жӧник,manžel
249,Ehefrau::N,инь,žena
250,Ehefrau::N,инь,manželka
251,Freude::N,гаж,radosť
252,Freude::N,радъялӧм,radosť
253,Gelächter::N,сералӧм,smiech
254,Glück::N,мичлун,šťastie
255,Kummer::N,шог,žiaľ
256,Kummer::N,шог,zármutok
257,Wunsch::N,мӧдӧм,prianie
258,Wunsch::N,охотитӧм,prianie
259,Lust::N,охота,chuť
260,Geist::N,лов,duch
261,Gedanke::N,дума,myšlienka
262,Gedächtnis::N,тӧдвыв,pamäť
263,Verstand::N,вежӧр,rozum
264,Sinn::N,ылӧс,zmysel
265,Grund::N,мог,dôvod
266,Grund::N,мог,príčina
267,Wahrheit::N,правда,pravda
268,Gespräch::N,сёрни,reč
269,Gespräch::N,сёрни,rozhovor
270,Märchen::N,сказка,rozprávka
271,Erzählung::N,висьт,poviedka
272,Nachricht::N,юӧр,správa
273,Nachricht::N,висьталӧм,správa
274,Neuigkeit::N,новость,novinka
275,Name::N,ним,meno
276,Rätsel::N,загадка,záhada
277,Rätsel::N,загадка,hádanka
278,Rede::N,сёрни,reč
279,Sprache::N,кыв,reč
280,Sprache::N,кыв,jazyk
281,Stimme::N,голос,hlas
282,Wort::N,кыв,slovo
283,Zeichen::N,пас,znak
284,Ruf::N,чуксӧм,volanie
285,Ruf::N,чуксӧм,zavolanie
286,Ruf::N,чукӧстӧм,volanie
287,Ruf::N,чукӧстӧм,zavolanie
288,Lärm::N,шум,hluk
289,Lärm::N,шум,hurhaj
290,Laut::N,шы,zvuk
291,Ton::N,гор,tón
292,Ton::N,гор,zvuk
293,Lied::N,сьыланкыв,pieseň
294,Ruhe::N,спокой,pokoj
295,Leute::N,йӧз,ľudia
296,Volk::N,йӧз,ľud
297,Volk::N,йӧз,národ
298,Volk::N,народ,ľud
299,Volk::N,народ,národ
300,Arbeit::N,удж,práca
301,Arbeit::N,удж,robota
302,Gast::N,гӧсь,hosť
303,Geschenk::N,гӧснеч,dar
304,Geschenk::N,подарок,dar
305,Spiel::N,орсӧм,hra
306,Gesellschaft::N,компания,spoločnosť
307,Hilfe::N,отсӧт,pomoc
308,Freund::N,модз,priateľ
309,Freund::N,дружок,priateľ
310,Kamerad::N,тӧдса,kamarát
311,Angelegenheit::N,дело,vec
312,Angelegenheit::N,дело,záležitosť
313,Anzahl::N,лыд,počet
314,Anzahl::N,лыд,množstvo
315,Art::N,пӧлӧс,druh
316,Stück::N,тор,kus
317,Stück::N,тор,kúsok
318,Teil::N,юкӧм,časť
319,Hälfte::N,джын,polka
320,Hälfte::N,джын,polovica
321,Kreis::N,круг,kruh
322,Kreuz::N,перна,kríž
323,Linie::N,визь,línia
324,Strich::N,кырӧв,čiara
325,Abstand::N,колас,vzdialenosť
326,Entfernung::N,ылына,vzdialenosť
327,Gegend::N,места,kraj
328,Gegend::N,места,krajina
329,Platz::N,места,miesto
330,Ort::N,места,miesto
331,Seite::N,ладор,bok
332,Seite::N,ладор,strana
333,Mitte::N,шӧр,stred
334,Gegenstand::N,тор,predmet
335,Sache::N,тор,vec
336,Rand::N,дор,kraj
337,Rand::N,дор,okraj
338,Kante::N,ордлы,hrana
339,Ecke::N,пельӧс,roh
340,Spitze::N,йыв,hrot
341,Spitze::N,йыв,špička
342,Ende::N,йыв,koniec
343,Loch::N,осьта,diera
344,Winkel::N,пельӧс,kút
345,Muster::N,сер,vzor
346,Muster::N,сер,vzorka
347,Größe::N,ыжда,veľkosť
348,Länge::N,кузя,dĺžka
349,Höhe::N,сувда,výška
350,Höhe::N,вылына,výška
351,Gewicht::N,сьӧкта,váha
352,Haufen::N,куча,hŕba
353,Reihe::N,лёдз,rad
354,Boot::N,пыж,čln
355,Ruder::N,пелыс,veslo
356,Schlitten::N,додь,sane
357,Ski::N,лямпа,lyža
358,Lagerfeuer::N,бипур,táborák
359,Last::N,тягота,ťarcha
360,Last::N,тягота,bremeno
361,Gang::N,мунӧм,chôdza
362,Schritt::N,вожмӧв,krok
363,Norden::N,ой,sever
364,Süden::N,лун,juh
365,Westen::N,рытвыв,západ
366,Osten::N,асыв,východ
367,Holz::N,пу,drevo
368,Brett::N,пӧв,doska
369,Platte::N,плита,doska
370,Platte::N,плита,platňa
371,Stütze::N,пика,opora
372,Stange::N,зор,tyč
373,Stange::N,потш,tyč
374,Stock::N,бедь,palica
375,Stab::N,шест,palica
376,Rohr::N,труба,rúra
377,Haus::N,керку,dom
378,Heim::N,керку,domov
379,Ofen::N,пӧжавны,pec
380,Ofen::N,пӧжавны,kachle
381,Fußboden::N,джодж,dlážka
382,Fußboden::N,джодж,podlaha
383,Tisch::N,пызан,stôl
384,Stuhl::N,стул,stolička
385,Wiege::N,зыбка,kolíska
386,Bett::N,кровать,lôžko
387,Bett::N,кровать,posteľ
388,Regal::N,джадж,regál
389,Regal::N,джадж,polica
390,Kiste::N,ящик,debna
391,Fenster::N,ӧшын,okno
392,Fenster::N,ӧшын,oblok
393,Tür::N,ыбӧс,dvere
394,Tor::N,ворота,vráta
395,Zaun::N,забор,plot
396,Zaun::N,забор,ohrada
397,Dach::N,крыша,krov
398,Dach::N,крыша,strecha
399,Leiter::N,лиснич,rebrík
400,Leiter::N,лиснич,rebrina
401,Besen::N,рос,metla
402,Spaten::N,зыр,rýľ
403,Schaufel::N,зыр,lopata
404,Gabel::N,вила,vidlička
405,Löffel::N,пань,lyžica
406,Messer::N,пурт,nôž
407,Nagel::N,кӧрттув,klinec
408,Netz::N,кыйӧт,sieť
409,Haken::N,ем,hák
410,Haken::N,ем,háčik
411,Griff::N,пу,rukoväť
412,Schloss::N,замок,zámka
413,Bild::N,картина,obraz
414,Figur::N,мыгӧр,figúra
415,Puppe::N,акань,bábka
416,Puppe::N,акань,bábika
417,Beutel::N,мешӧк,vrece
418,Beutel::N,мешӧк,vrecko
419,Bündel::N,нин,uzlík
420,Bündel::N,нин,zväzok
421,Tasche::N,сумка,taška
422,Tasche::N,сумка,kabelka
423,Eimer::N,ведра,vedro
424,Deckel::N,вевт,vrchnák
425,Deckel::N,вевт,pokrývka
426,Geschirr::N,доз,nádoba
427,Geschirr::N,бекӧрпань,nádoba
428,Sack::N,мешӧк,mech
429,Sack::N,мешӧк,vrece
430,Tasse::N,бекӧр,šálka
431,Topf::N,кастрюля,hrniec
432,Kessel::N,пӧрт,kotol
433,Essen::N,сёйӧм,jedlo
434,Nahrung::N,вердан,strava
435,Nahrung::N,вердан,potrava
436,Speise::N,сёян,jedlo
437,Fleisch::N,яй,mäso
438,Getreide::N,сю,obilie
439,Brei::N,каша,kaša
440,Brot::N,нянь,chlieb
441,Scheibe::N,шӧрӧм,kotúč
442,Scheibe::N,шӧрӧм,krajec
443,Fett::N,гос,tuk
444,Fett::N,гос,masť
445,Butter::N,ви,maslo
446,Öl::N,ви,olej
447,Salz::N,сов,soľ
448,Suppe::N,шыд,polievka
449,Honig::N,ма,med
450,Milch::N,йӧв,mlieko
451,Tee::N,чай,čaj
452,Leder::N,кучик,koža
453,Wolle::N,гӧн,vlna
454,Stoff::N,дӧра,súkno
455,Nadel::N,ем,ihla
456,Faden::N,сунис,niť
457,Faden::N,сунис,vlákno
458,Knopf::N,кизь,gombík
459,Knoten::N,узӧв,uzol
460,Knoten::N,гӧрӧд,uzol
461,Farbe::N,краска,farba
462,Kleidung::N,паськӧм,šaty
463,Kleidung::N,паськӧм,šatstvo
464,Hemd::N,йӧрнӧс,košeľa
465,Kragen::N,воротник,golier
466,Ärmel::N,сос,rukáv
467,Hose::N,вешьян,nohavice
468,Gürtel::N,йи,pás
469,Gürtel::N,йи,opasok
470,Mütze::N,шапка,čiapka
471,Schuh::N,ботинки,obuv
472,Schuh::N,ботинки,topánka
473,Stiefel::N,сапог,čižma
474,Ring::N,чунькытш,prsteň
475,Band::N,ленточка,stuha
476,Kamm::N,сынан,hrebeň
477,Spiegel::N,зеркало,zrkadlo
478,Riemen::N,ремень,remeň
479,Schnur::N,гез,šnúra
480,Leine::N,повод,vodidlo
481,Decke::N,одеяло,deka
482,Decke::N,одеяло,prikrývka
483,Kissen::N,подушка,poduška
484,Tuch::N,чышьян,šatka
485,Handtuch::N,чышкӧт,uterák
486,Kraft::N,прак,moc
487,Stärke::N,вын,sila
488,Gesundheit::N,здоровье,zdravie
489,Krankheit::N,шог,nemoc
490,Krankheit::N,шог,choroba
491,Schmerz::N,зубыт,bolesť
492,Wunde::N,рана,rana
493,Fieber::N,лёк тресся,horúčka
494,Fieber::N,кынтан шогӧт,horúčka
495,Arznei::N,лекарство,liek
496,Brücke::N,пос,most
497,Brunnen::N,колодец ,studňa
498,Weide::N,пода йирсян,pastva
499,Pfad::N,туй,chodník
500,Weg::N,туй,cesta
501,Straße::N,туй,hradská
502,Dorf::N,деревня,dedina
503,Stadt::N,город,mesto
504,Brief::N,гижӧт,list
505,Buch::N,книга,kniha
506,Buchstabe::N,буква,litera
507,Buchstabe::N,буква,písmeno
508,Zeitung::N,газета,noviny
509,Leben::N,олан,život
510,Tod::N,кулӧм,smrť
511,Grab::N,гу,hrob
512,Kirche::N,вичку,kostol
513,Sünde::N,грек,hriech
514,Gott::N,ен,boh
515,Arbeiter::N,уджалiсь,robotník
516,Arbeiter::N,уджалiсь,pracnovík
517,Chef::N,начальник,šéf
518,Chef::N,начальник,riaditeľ
519,Meister::N,мастер,majster
520,Arzt::N,врач,lekár
521,Lehrer::N,велӧтісь,učiteľ
522,Geld::N,деньга,peniaze
523,Geschäft::N,удж,obchod
524,Laden::N,магазин,obchod
525,Preis::N,дон,cena
526,Ware::N,товар,tovar
527,Nutzen::N,путь,osoh
528,Nutzen::N,путь,úžitok
529,Reichtum::N,богатство,bohatstvo
530,Welt::N,му,svet
531,Land::N,страна,územie
532,Land::N,страна,krajina
533,Staat::N,государство,štát
534,König::N,кан,kráľ
535,Macht::N,власть,moc
536,Macht::N,власть,mocnosť
537,Grenze::N,граница,hranica
538,Krieg::N,война,vojna
539,Feind::N,враг,nepriateľ
540,Kampf::N,нярасьӧм,boj
541,Kampf::N,вермасьӧм,boj
542,Bogen[Waffe]::N,лук,luk
543,Pfeil::N,ньӧв,šíp
544,Pfeil::N,ньӧв,strela
545,Gewehr::N,ружьё,puška
546,Fehler::N,ошибка,omyl
547,Fehler::N,ошибка,chyba
548,Lüge::N,ылӧтӧм,lož
549,Lüge::N,пӧрьялӧм,lož
550,Schaden::N,лёк,ujma
551,Schaden::N,лёк,škoda
552,Unglück::N,пик,nešťastie
553,Unglück::N,оказзё,nešťastie
554,Schuld::N,вина,vina
555,Schuld::N,вина,previnenie
556,Schluss::N,ком,záver
557,Schluss::N,ком,koniec
558,Zeit::N,кад,čas
559,Tag::N,лун,deň
560,Morgen::N,асыв,ráno
561,Mittag::N,луншӧр кад,poludnie
562,Abend::N,рыт,večer
563,Nacht::N,ой,noc
564,Woche::N,неделя,týždeň
565,Monat::N,тӧлicь,mesiac
566,Jahr::N,год,rok
567,Frühling::N,тулыс,jar
568,Sommer::N,гожум,leto
569,Herbst::N,ар,jeseň
570,Winter::N,тӧв,zima
571,Januar::N,январ,január
572,Februar::N,февраль,február
573,März::N,март,marec
574,April::N,апрель,apríl
575,Mai::N,май,máj
576,Juni::N,юнь,jún
577,Juli::N,юль,júl
578,August::N,август,august
579,September::N,сентяб,september
580,Oktober::N,октяб,október
581,November::N,нояб,november
582,Dezember::N,декаб,december
583,Montag::N,вильлун,pondelok
584,Dienstag::N,мӧдӧдзлун,utorok
585,Mittwoch::N,шӧрлун,streda
586,Donnerstag::N,нёльӧдзлун,štvrtok
587,Freitag::N,витӧдзлун,piatok
588,Samstag::N,пывсянлун,sobota
589,Sonntag::N,кресення,nedeľa
590,groß::A,ыджыт,veľký
591,klein::A,учӧтик,malý
592,lang::A,кузь,dlhý
593,kurz::A,дженыт,krátky
594,breit::A,ота,široký
595,schmal::A,векнит,úzky
596,dicht::A,тшӧк,hustý
597,dick[Gegenstand]::A,кыз,tlstý
598,dünn::A,вӧснит,tenký
599,fein::A,вӧснит,jemný
600,fest::A,крепыт,pevný
601,flach::A,лапкӧса,rovný
602,flach::A,лапкӧса,plochý
603,glatt::A,волькыт,hladký
604,hart::A,чӧрыт,tvrdý
605,weich::A,небыт,mäkký
606,rund::A,гӧгрӧса,guľatý
607,rund::A,гӧгрӧса,okrúhly
608,spitz::A,ёся,končitý
609,scharf::A,лэчыт,ostrý
610,stumpf::A,ныж,tupý
611,schwer::A,сьӧкыт,ťažký
612,schön::A,басӧк,pekný
613,schön::A,басӧк,krásny
614,heiß::A,жар,horúci
615,warm::A,шоныт,teplý
616,kalt::A,кӧдзыт,studený
617,kühl::A,сайкыт,chladný
618,frisch::A,виль,svieži
619,feucht::A,вакодь,vlhký
620,feucht::A,вакодь,zvlhnutý
621,nass::A,ва,mokrý
622,trocken::A,кӧс,suchý
623,voll::A,тыра,plný
624,leer::A,тыртӧм,prázdny
625,offen::A,оссьӧм,otvorený
626,geschlossen::A,игана,zavretý
627,geschlossen::A,пӧдана,zavretý
628,sauber::A,сӧдз,čistý
629,sauber::A,сӧстӧм,čistý
630,schmutzig::A,нятьӧсь,špinavý
631,roh::A,путӧм,surový
632,reif::A,кисьмалӧм,zrelý
633,lecker::A,кӧра ,chutný
634,süß::A,чӧскыт,sladký
635,bitter::A,курыт,horký
636,sauer::A,шӧма ,kyslý
637,hell::A,югыт,jasný
638,hell::A,югыт,svetlý
639,dunkel::A,пемыт,temný
640,schwarz::A,сьӧд,čierny
641,weiß::A,чочком,biely
642,rot::A,гӧрд,červený
643,gelb::A,веж,žltý
644,blau::A,лӧз,modrý
645,blau::A,лӧз,belasý
646,grün::A,веж,zelený
647,grau::A,руд,šedý
648,grau::A,бусӧй,šedý
649,bunt::A,быдрӧма,pestrý
650,billig::A,донтӧм,lacný
651,teuer::A,дона,drahý
652,wertvoll::A,дона,cenný
653,blind::A,синтӧм,slepý
654,taub::A,пельтӧм,hluchý
655,kräftig::A,вына,silný
656,stark::A,вына,silný
657,schwach::A,некодя,slabý
658,schwach::A,некодя,bezvládny
659,fett::A,госа,tučný
660,schlank::A,статя,štíhly
661,hübsch::A,басӧк,šumný
662,hübsch::A,басӧк,švárny
663,böse::A,лёк,zlý
664,dumm::A,бӧбӧв,hlúpy
665,dumm::A,вежӧртӧм,hlúpy
666,faul::A,дыш,lenivý
667,fleißig::A,уджалicь,snaživý
668,fleißig::A,уджалicь,usilovný
669,geizig::A,жикмӧра,skupý
670,geizig::A,жикмӧра,lakomý
671,geizig::A,горшаліcь,skupý
672,geizig::A,горшаліcь,lakomý
673,klug::A,авья,múdry
674,klug::A,авья,bystrý
675,klug::A,вежӧра,múdry
676,klug::A,вежӧра,bystrý
677,geschickt::A,кипода,zručný
678,geschickt::A,кипода,šikovný
679,lieb::A,муса,milý
680,lieb::A,дзулиньӧй,milý
681,lustig::A,гажа,veselý
682,sanft::A,лебезнӧй,nežný
683,hungrig::A,тшыг,lačný
684,hungrig::A,тшыг,hladný
685,krank::A,шогалiсь,chorý
686,krank::A,шогалiсь,nemocný
687,nackt::A,куш,nahý
688,traurig::A,жугыль,smutný
689,lebendig::A,ловья,živý
690,gut::A,бур,dobrý
691,schlecht::A,умӧль,zlý
692,schlimm::A,нештӧм,zlý
693,schlimm::A,нештӧм,nepríjemný
694,alt::A,важ,starý
695,neu::A,виль,nový
696,ehemalig::A,вӧвлӧм,bývalý
697,alt[Lebewesen]::A,года,starý
698,alt[Lebewesen]::A,годдэза,starý
699,jung::A,том,mladý
700,arm::A,гов,chudobný
701,arm::A,беднӧй,chudobný
702,reich::A,эма,bohatý
703,bekannt::A,тӧдса,známy
704,fremd::A,чужӧй,cudzí
705,verschieden::A,быдкодь,rôzny
706,verschieden::A,быдкодь,rozličný
707,nah::A,матiсь,blízky
708,fern::A,ылicь,ďaleký
709,linker::A,шульга,ľavý
710,rechter::A,веськытланись,pravý
711,anderer::A,мукӧд,iný
712,anderer::A,мукӧд,druhý
713,erster::A,медодзза,prvý
714,zweiter::A,кыкӧт,druhý
715,dritter::A,куимӧт,tretí
716,dritter::A,куимӧдз,tretí
717,letzter::A,бӧрья,ostatný
718,letzter::A,бӧрья,posledný
719,letzter::A,мёдбӧрья,ostatný
720,letzter::A,мёдбӧрья,posledný
721,auf einmal::ADV,тшӧтш,zároveň
722,zusammen::ADV,ӧтлаын,spolu
723,zusammen::ADV,ӧтлаын,spoločne
724,lange::ADV,дыр,dlho
725,plötzlich::ADV,друг,náhle
726,sofort::ADV,тшӧтш,hneď
727,sofort::ADV,тшӧтш,ihneď
728,später::ADV,медбӧрын,neskoršie
729,jetzt::ADV,ӧні,teraz
730,heute::ADV,талун,dnes
731,morgen::ADV,ашын,zajtra
732,bald::ADV,чожа,skoro
733,dann::ADV,сыбӧрын,nato
734,dann::ADV,сыбӧрын,potom
735,gestern::ADV,тӧн,včera
736,einst::ADV,ӧтпыр,kedysi
737,einst::ADV,ӧтпыр,niekedy
738,damals::ADV,сэк,vtedy
739,damals::ADV,сэки,vtedy
740,danach::ADV,сэсся,potom
741,danach::ADV,сэсся,podľa toho
742,vorher::ADV,одзжык,napred
743,vorher::ADV,одзжык,predtým
744,zuerst::ADV,наперво,najprv
745,einmal::ADV,ӧтпыр,raz
746,einmal::ADV,ӧтпыр,jedenkrát
747,manchmal::ADV,мукӧдпыр,občas
748,manchmal::ADV,мукӧдпыр,niekedy
749,oft::ADV,-лы-,často
750,immer::ADV,быдпыр,vždy
751,immer::ADV,быдпыр,ustavične
752,immer::ADV,быдпырся,vždy
753,immer::ADV,быдпырся,ustavične
754,niemals::ADV,некӧр,nikdy
755,hier::ADV,татӧн,tu
756,hierhin::ADV,татчӧ,sem
757,hierhin::ADV,татчӧ,tade
758,von hier::ADV,тасянь,odtiaľto
759,dort::ADV,сэтӧн,tam
760,dorthin::ADV,сэтчин,ta
761,dorthin::ADV,сэтчин,tam
762,geradeaus::ADV,веськыта,rovno
763,geradeaus::ADV,веськыта,priamo
764,vorwärts::ADV,одзӧ,napred
765,rückwärts::ADV,бӧр,nazad
766,zurück::ADV,бӧр,späť
767,zurück::ADV,бӧр,naspäť
768,unten::ADV,увтын,dolu
769,unten::ADV,увтын,naspodku
770,hinab::ADV,увтас,dolu
771,oben::ADV,вевдӧрас,hore
772,oben::ADV,вевдӧрас,navrchu
773,hinauf::ADV,вывлань,hore
774,hinauf::ADV,вывлань,navrch
775,hinauf::ADV,вывланьӧ,hore
776,hinauf::ADV,вывланьӧ,navrch
777,überall::ADV,быдлан,všade
778,nicht::ADV,ог,nie
779,ein wenig::ADV,-ышт,trocha
780,ein wenig::ADV,невна,trocha
781,kaum::ADV,ӧдва,ledva
782,sehr::ADV,вывтi,veľmi
783,so::ADV,сiдз,tak
784,so::ADV,сiдз,takto
785,noch::ADV,эшӧ,ešte
786,nur::ADV,только,len
787,schon::ADV,ни,už
788,wieder::ADV,бӧра,zasa
789,vergebens::ADV,весись,márne
790,vergebens::ADV,весись,nadarmo
791,vor::PRP,одзас,pred
792,hinter::PRP,бӧрӧ,za
793,unter::PRP,увтын,pod
794,durch::PRP,пыр,cez
795,neben::PRP,бокам,pri
796,neben::PRP,бокам,vedľa
797,neben::PRP,боксиным,pri
798,neben::PRP,боксиным,vedľa
799,zwischen::PRP,коласас,medzi
800,wegen::PRP,понда,pre
