,Concept_ID,cv,sk
1430,besitzen::V,тыт,vlastniť
1431,kaufen::V,ил,kúpiť
1432,kaufen::V,туян,kúpiť
1433,verkaufen::V,сут,predať
1434,bezahlen::V,тӳле,zaplatiť
1435,zahlen::V,тӳле,platiť
1436,beherrschen::V,тыт,ovládať
1437,ertragen::V,тӳс,znášať
1438,ertragen::V,тӳс,vydržať
1439,Bauch::N,,brucho
