,Concept_ID,cv,sk
68,Stein::N,чул,kameň
69,Boden::N,тӑпра,zem
70,Boden::N,тӑпра,pôda
71,Erde::N,ҫӗр,zem
72,Staub::N,тусан,prach
73,Rauch::N,тӗтӗм,dym
74,Funke::N,хӗм,iskra
75,Feuer::N,вут,oheň
76,Feuer::N,ҫулӑм,oheň
77,Licht::N,ҫутӑ,svetlo
78,Schatten::N,сулхӑн,tieň
79,Wetter::N,ҫанталӑк,počasie
80,Nebel::N,тӗтре,hmla
81,Wolke::N,пӗлӗт,oblak
82,Wolke::N,пӗлӗт,mračno
83,Regen::N,ҫумӑр,dážď
84,Schnee::N,юр,sneh
85,Eis::N,пӑр,ľad
86,Frost::N,сивӗ,mráz
87,Kälte::N,сивӗ,zima
88,Kälte::N,сивӗ,chlad
89,Hitze::N,вӗри,horúčava
90,Hitze::N,шӑрӑх,horúčava
91,Raureif::N,пас,srieň
92,Raureif::N,пас,inovať
93,Regenbogen::N,асамат кӗперӗ,dúha
94,Donner::N,аслати,hrom
95,Strömung::N,юхӑ,prúdenie
96,Tropfen::N,тумлам,kvapka
97,Schaum::N,кӑпӑк,pena
98,Schmutz::N,пылчӑк,špina
99,Schmutz::N,пылчӑк,nečistota
100,See::N,кӳлӗ,jazero
101,Sumpf::N,шур,bahno
102,Sumpf::N,шурлӑх,bahno
103,Moor::N,торфлӑ шурлӑх,močiar
104,Wiese::N,улӑх,lúka
105,Wiese::N,ҫаран,lúka
106,Wald::N,вӑрман,les
107,Wald::N,вӑрман,hora
108,Hügel::N,сӑрт,vŕšok
109,Hügel::N,тӗмеске,vŕšok
110,Anhöhe::N,сӑрт,výšina
111,Anhöhe::N,сӑрт,vyvýšenina
112,Berg::N,ту,hora
113,Gipfel::N,тӳпе,vrchol
114,Höhle::N,ҫӗр хӑвӑлӗ,jaskyňa
115,Abhang::N,тӑвайкки,úbočie
116,Quelle::N,ҫӑл куҫ,prameň
117,Bach::N,пӗчӗк шыв,potok
118,Fluss::N,юхан шыв,rieka
119,Ufer::N,ҫыран,breh
120,Küste::N,тинӗс ҫыранӗ,pobrežie
121,Festland::N,тип ҫӗр,pevnina
122,Meer::N,тинӗс,more
123,Bucht::N,тинӗс кукӑрӗ,záliv
124,Bucht::N,тинӗс кукӑрӗ,zátoka
125,Insel::N,утрав,ostrov
126,Blume::N,чечек,kvet
127,Blume::N,чечек,kvetina
128,Gras::N,курӑк,tráva
129,Wurzel::N,тымар,koreň
130,Baum::N,йывӑҫ,strom
131,Stamm::N,вулӑ,kmeň
132,Rinde::N,хуйӑр,kôra
133,Ast::N,турат,konár
134,Zweig::N,турат,vetva
135,Blatt::N,ҫулҫӑ,list
136,Birke::N,хурӑн,breza
137,Kiefer[Baum]::N,хыр,sosna
138,Kiefer[Baum]::N,хыр,borovica
139,Weide[Baum]::N,хӑва,vŕba
140,Tanne::N,чӑрӑш,jedľa
141,Horn::N,мӑйрака,roh
142,Feder::N,тӗк,pero
143,Fell::N,ҫӑм,koža
144,Fell::N,ҫӑм,kožušina
145,Flügel::N,ҫунат,krídlo
146,Klaue::N,чӗрне,paznecht
147,Kralle::N,ура,pazúr
148,Schwanz::N,хӳре,chvost
149,Ei::N,ҫӑмарта,vajce
150,Ei::N,ҫӑмарта,vajíčko
151,Nest::N,йӑва,hniezdo
152,Bau::N,йӗнӗ,nora
153,Tier::N,выльӑх,zviera
154,Herde::N,кӗтӳ,stádo
155,Kuh::N,ӗне,krava
156,Bulle::N,вӑкӑр,býk
157,Pferd::N,лаша,kôň
158,Schaf::N,сурӑх,ovca
159,Schwein::N,сысна,sviňa
160,Hund::N,йытӑ,pes
161,Katze::N,кушак,mačka
162,Bär::N,упа,medveď
163,Eichhörnchen::N,пакша,veverička
164,Elch::N,пӑши,los
165,Fuchs::N,тилӗ,líška
166,Hase::N,куян,zajac
167,Hase::N,мулкач,zajac
168,Maus::N,шӑши,myš
169,Wolf::N,кашкӑр,vlk
170,Vogel::N,кайӑк,vták
171,Vogel::N,вӗҫен кайӑк,vták
172,Schwarm::N,ушкӑн,roj
173,Huhn::N,чӑх,kurča
174,Huhn::N,чӑх,sliepka
175,Huhn::N,чӑхӑ,kurča
176,Huhn::N,чӑхӑ,sliepka
177,Hahn::N,автан,kohút
178,Gans::N,хур,hus
179,Adler::N,ӑмӑрт кайӑк,orol
180,Ente::N,кӑвакал,kačka
181,Ente::N,кӑвакал,kačica
182,Eule::N,тӑмана,sova
183,Kranich::N,тӑрна,žeriav
184,Krähe::N,ула курак,vrana
185,Kuckuck::N,куккук,kukučka
186,Schwan::N,акӑш,labuť
187,Fisch::N,пулӑ,ryba
188,Barsch::N,уланкӑ,ostriež
189,Hecht::N,ҫӑрттан,šťuka
190,Schlange[Tier]::N,ҫӗлен,had
191,Wurm::N,ӑман,červ
192,Spinne::N,эрешмен,pavúk
193,Ameise::N,кӑткӑ,mravec
194,Laus::N,пыйтӑ,voš
195,Mücke::N,вӑрӑм туна,komár
196,Fliege::N,шӑна,mucha
197,Schmetterling::N,лӗпӗш,motýľ
198,Beere::N,ҫырла,bobuľa
199,Apfel::N,улма,jablko
200,Apfel::N,пан улми,jablko
201,Pilz::N,кӑмпа,hríb
202,Zwiebel::N,сухан,cibuľa
203,Saat::N,вӑрӑ,osivo
204,Korn::N,тӗшӗ,zrno
205,Korn::N,пӗрчӗ,zrno
206,Heu::N,утӑ,seno
207,Schale::N,хупӑ,šupa
208,Schale::N,хупӑ,škrupina
209,Grube::N,шӑтӑк,jama
210,Falle::N,тапӑ,pasca
211,Falle::N,тапӑ,klepec
212,Falle::N,капкӑн,pasca
213,Falle::N,капкӑн,klepec
214,Schlinge::N,йӑлӑ,slučka
215,Spur::N,йӗр,stopa
216,Asche::N,кӗл,popol
217,Dreck::N,пылчӑк,kal
218,Dreck::N,пылчӑк,blato
219,Eisen::N,тимӗр,železo
220,Gold::N,ылтӑн,zlato
221,Silber::N,кӗмӗл,striebro
222,Kohle::N,кӑмрӑк,uhlie
223,Glas::N,кӗленче,sklo
224,Lehm::N,тӑм,íl
225,Lehm::N,тӑм,hlina
226,Sand::N,хӑйӑр,piesok
227,Mensch::N,ҫын,človek
228,Mensch::N,этем,človek
229,Mann::N,ар,muž
230,Mann::N,ар,chlap
231,Frau::N,хӗрарӑм,žena
232,Kind::N,ача,dieťa
233,Junge::N,ача,chlapec
234,Junge::N,ар ҫын ача,chlapec
235,Mädchen::N,хӗр ача,dievka
236,Familie::N,ҫемье,rodina
237,Familie::N,кил-йыш,rodina
238,Großvater::N,кукаҫи,dedo
239,Großvater::N,кукаҫи,starý otec
240,Großmutter::N,кукамай,babička
241,Großmutter::N,кукамай,stará mať
242,Eltern::N,аҫа-ама,rodičia
243,Vater::N,атте,otec
244,Mutter::N,анне,mať
245,Mutter::N,анне,matka
246,Sohn::N,ывӑл,syn
247,Tochter::N,хӗр,dcéra
248,Bruder::N,ар тӑван,brat
249,Schwester::N,аппа,sestra
250,Schwester::N,йӑмӑк,sestra
251,Onkel::N,мучи,ujo
252,Onkel::N,мучи,strýko
253,Onkel::N,пичче,ujo
254,Onkel::N,пичче,strýko
255,Tante::N,аппа,teta
256,Tante::N,аппа,tetka
257,Ehemann::N,упӑшка,muž
258,Ehemann::N,упӑшка,manžel
259,Ehefrau::N,арӑм,žena
260,Ehefrau::N,арӑм,manželka
261,Freude::N,савӑнӑҫ,radosť
262,Freude::N,хаваслӑх,radosť
263,Gelächter::N,кулӑ,smiech
264,Glück::N,телей,šťastie
265,Glück::N,ӑраскал,šťastie
266,Kummer::N,хурлӑх,žiaľ
267,Kummer::N,хурлӑх,zármutok
268,Wunsch::N,ӗмӗт,prianie
269,Wunsch::N,кӑмӑл,prianie
270,Lust::N,кӑмӑл,chuť
271,Geist::N,чун-чӗм,duch
272,Geist::N,ыр-усал,duch
273,Geist::N,чун хавалӗ,duch
274,Gedanke::N,шухӑш,myšlienka
275,Gedächtnis::N,ас,pamäť
276,Verstand::N,ӑс,rozum
277,Verstand::N,ӑс-тӑн,rozum
278,Verstand::N,ӑс-хакӑл,rozum
279,Sinn::N,тупсӑм,zmysel
280,Sinn::N,пӗлтерӗш,zmysel
281,Grund::N,сӑлтав,dôvod
282,Grund::N,сӑлтав,príčina
283,Wahrheit::N,чӑнлӑх,pravda
284,Gespräch::N,калаҫу,reč
285,Gespräch::N,калаҫу,rozhovor
286,Märchen::N,юмах,rozprávka
287,Erzählung::N,акалав,poviedka
288,Erzählung::N,каласа пани,poviedka
289,Nachricht::N,хыпар,správa
290,Neuigkeit::N,ҫӗнӗ хыпар,novinka
291,Name::N,ят,meno
292,Rätsel::N,сутмалли юмах,záhada
293,Rätsel::N,сутмалли юмах,hádanka
294,Rede::N,сӑмах,reč
295,Sprache::N,чӗлхе,reč
296,Sprache::N,чӗлхе,jazyk
297,Stimme::N,сасӑ,hlas
298,Wort::N,сӑмах,slovo
299,Zeichen::N,паллӑ,znak
300,Ruf::N,йыхрав,volanie
301,Ruf::N,йыхрав,zavolanie
302,Ruf::N,чӗнӳ,volanie
303,Ruf::N,чӗнӳ,zavolanie
304,Lärm::N,шав,hluk
305,Lärm::N,шав,hurhaj
306,Laut::N,сасӑ,zvuk
307,Ton::N,сасӑ,tón
308,Ton::N,сасӑ,zvuk
309,Lied::N,юрӑ,pieseň
310,Ruhe::N,канӑҫлӑх,pokoj
311,Ruhe::N,лӑпкӑлӑх,pokoj
312,Leute::N,ҫамрӑксем,ľudia
313,Leute::N,ҫамрӑк ҫынсем,ľudia
314,Volk::N,халӑх,ľud
315,Volk::N,халӑх,národ
316,Arbeit::N,ӗҫхӗл,práca
317,Arbeit::N,ӗҫхӗл,robota
318,Arbeit::N,ӗҫлев,práca
319,Arbeit::N,ӗҫлев,robota
320,Gast::N,хӑна,hosť
321,Geschenk::N,парне,dar
322,Geschenk::N,кучченеҫ,dar
323,Spiel::N,вӑйӑ,hra
324,Gesellschaft::N,общество,spoločnosť
325,Hilfe::N,пулӑшу,pomoc
326,Freund::N,тус,priateľ
327,Kamerad::N,юлташ,kamarát
328,Kamerad::N,тус,kamarát
329,Angelegenheit::N,ӗҫ,vec
330,Angelegenheit::N,ӗҫ,záležitosť
331,Anzahl::N,йыш,počet
332,Anzahl::N,йыш,množstvo
333,Anzahl::N,хисеп,počet
334,Anzahl::N,хисеп,množstvo
335,Art::N,тӗс,druh
336,Stück::N,татӑк,kus
337,Stück::N,татӑк,kúsok
338,Teil::N,пай,časť
339,Hälfte::N,ҫурӑ,polka
340,Hälfte::N,ҫурӑ,polovica
341,Kreis::N,ункӑ,kruh
342,Kreis::N,ҫавракӑш,kruh
343,Kreuz::N,хӗрес,kríž
344,Linie::N,йӗр,línia
345,Strich::N,йӗр,čiara
346,Abstand::N,хушӑ,vzdialenosť
347,Entfernung::N,хушӑ,vzdialenosť
348,Gegend::N,вырӑн,kraj
349,Gegend::N,вырӑн,krajina
350,Platz::N,хутлӑх,miesto
351,Ort::N,вырӑн,miesto
352,Seite::N,ен,bok
353,Seite::N,ен,strana
354,Seite::N,аяк,bok
355,Seite::N,аяк,strana
356,Seite::N,айӑк,bok
357,Seite::N,айӑк,strana
358,Mitte::N,варӑ,stred
359,Gegenstand::N,япала,predmet
360,Sache::N,япала,vec
361,Rand::N,вӗҫ,kraj
362,Rand::N,вӗҫ,okraj
363,Rand::N,хӗрӗ,kraj
364,Rand::N,хӗрӗ,okraj
365,Rand::N,хӗрри,kraj
366,Rand::N,хӗрри,okraj
367,Kante::N,хайкача,hrana
368,Kante::N,хысак,hrana
369,Ecke::N,кӗтес,roh
370,Spitze::N,вӗҫ,hrot
371,Spitze::N,вӗҫ,špička
372,Ende::N,вӗҫ,koniec
373,Loch::N,шӑтӑк,diera
374,Winkel::N,кӗтес,kút
375,Muster::N,эреш,vzor
376,Muster::N,эреш,vzorka
377,Größe::N,пысӑкӑш,veľkosť
378,Länge::N,вӑрӑмӑш,dĺžka
379,Höhe::N,ҫӳллӗш,výška
380,Gewicht::N,виҫе,váha
381,Gewicht::N,йывӑрӑш,váha
382,Menge::N,йыш,množstvo
383,Haufen::N,купа,hŕba
384,Reihe::N,рет,rad
385,Boot::N,кимӗ,čln
386,Ruder::N,кӗсмен,veslo
387,Schlitten::N,ҫуна,sane
388,Ski::N,йӗлтӗр,lyža
389,Lagerfeuer::N,вут,táborák
390,Lagerfeuer::N,кӑвайт,táborák
391,Last::N,сулмаклӑх,ťarcha
392,Last::N,сулмаклӑх,bremeno
393,Last::N,йывӑр япала,ťarcha
394,Last::N,йывӑр япала,bremeno
395,Gang::N,куҫӑм,chôdza
396,Schritt::N,утӑм,krok
397,Schritt::N,пусӑм,krok
398,Norden::N,ҫурҫӗр,sever
399,Süden::N,кӑнтӑр,juh
400,Westen::N,анӑҫ,západ
401,Westen::N,хӗвел анӑҫ,západ
402,Osten::N,хӗвел тухӑҫ,východ
403,Holz::N,йывӑҫ,drevo
404,Brett::N,хӑма,doska
405,Platte::N,плита,doska
406,Platte::N,плита,platňa
407,Stütze::N,ура,opora
408,Stange::N,шерте,tyč
409,Stock::N,патак,palica
410,Stab::N,шӑчӑ,palica
411,Rohr::N,пӑрӑх,rúra
412,Haus::N,ҫурт,dom
413,Heim::N,кил,domov
414,Ofen::N,кӑмака,pec
415,Ofen::N,кӑмака,kachle
416,Fußboden::N,урай,dlážka
417,Fußboden::N,урай,podlaha
418,Tisch::N,сӗтел,stôl
419,Stuhl::N,пукан,stolička
420,Wiege::N,сӑпка,kolíska
421,Bett::N,кравать,lôžko
422,Bett::N,кравать,posteľ
423,Regal::N,ҫӳлӗк,regál
424,Regal::N,ҫӳлӗк,polica
425,Regal::N,сентре,regál
426,Regal::N,сентре,polica
427,Kiste::N,ещӗк,debna
428,Kiste::N,сунтӑх,debna
429,Fenster::N,чӳрече,okno
430,Fenster::N,чӳрече,oblok
431,Tür::N,алӑк,dvere
432,Tor::N,хапха,vráta
433,Zaun::N,хӳме,plot
434,Zaun::N,хӳме,ohrada
435,Dach::N,тӑрӑ,krov
436,Dach::N,тӑрӑ,strecha
437,Leiter::N,пусма,rebrík
438,Leiter::N,пусма,rebrina
439,Besen::N,шӑпӑр,metla
440,Spaten::N,кӗреҫе,rýľ
441,Schaufel::N,кӗреҫе,lopata
442,Gabel::N,вилка,vidlička
443,Löffel::N,кашӑк,lyžica
444,Messer::N,ҫӗҫӗ,nôž
445,Nagel::N,пӑта,klinec
446,Netz::N,тетел,sieť
447,Haken::N,йӑрхах,hák
448,Haken::N,йӑрхах,háčik
449,Haken::N,ҫекӗл,hák
450,Haken::N,ҫекӗл,háčik
451,Griff::N,хӑлӑп,rukoväť
452,Schloss::N,ҫӑра,zámka
453,Bild::N,сӑн,obraz
454,Bild::N,сӑнлӑх,obraz
455,Bild::N,картина,obraz
456,Figur::N,кӗлетке,figúra
457,Puppe::N,пукане,bábka
458,Puppe::N,пукане,bábika
459,Beutel::N,михӗ,vrece
460,Beutel::N,михӗ,vrecko
461,Bündel::N,ҫыхӑ,uzlík
462,Bündel::N,ҫыхӑ,zväzok
463,Bündel::N,тӗрке,uzlík
464,Bündel::N,тӗрке,zväzok
465,Tasche::N,сумка,taška
466,Tasche::N,сумка,kabelka
467,Eimer::N,витре,vedro
468,Deckel::N,хупӑ,vrchnák
469,Deckel::N,хупӑ,pokrývka
470,Geschirr::N,савӑт-сапа,nádoba
471,Sack::N,михӗ,mech
472,Sack::N,михӗ,vrece
473,Tasse::N,курка,šálka
474,Topf::N,кастрюль,hrniec
475,Kessel::N,хуран,kotol
476,Essen::N,апат,jedlo
477,Nahrung::N,апат-ҫимӗс,strava
478,Nahrung::N,апат-ҫимӗс,potrava
479,Speise::N,апат,jedlo
480,Speise::N,ҫимӗҫ,jedlo
481,Fleisch::N,аш,mäso
482,Fleisch::N,какай,mäso
483,Getreide::N,тырӑ,obilie
484,Brei::N,пӑтӑ,kaša
485,Brot::N,ҫӑкӑр,chlieb
486,Scheibe::N,чӗлӗ,kotúč
487,Scheibe::N,чӗлӗ,krajec
488,Scheibe::N,касӑк,kotúč
489,Scheibe::N,касӑк,krajec
490,Fett::N,ҫу,tuk
491,Fett::N,ҫу,masť
492,Butter::N,ҫу,maslo
493,Öl::N,ҫу,olej
494,Salz::N,тӑвар,soľ
495,Suppe::N,яшка,polievka
496,Honig::N,пыл,med
497,Milch::N,сӗт,mlieko
498,Tee::N,чей,čaj
499,Leder::N,сӑран,koža
500,Wolle::N,ҫӑм,vlna
501,Stoff::N,тӗртӗм,súkno
502,Nadel::N,йӗп,ihla
503,Faden::N,ҫип,niť
504,Faden::N,ҫип,vlákno
505,Knopf::N,тӳме,gombík
506,Knoten::N,йӑлӑ,uzol
507,Farbe::N,сӑрӑ,farba
508,Kleidung::N,тум,šaty
509,Kleidung::N,тум,šatstvo
510,Kleidung::N,ҫипуҫ,šaty
511,Kleidung::N,ҫипуҫ,šatstvo
512,Kleidung::N,тум-тир,šaty
513,Kleidung::N,тум-тир,šatstvo
514,Hemd::N,кӗпе,košeľa
515,Kragen::N,ҫуха,golier
516,Ärmel::N,ҫанӑ,rukáv
517,Hose::N,шӑлавар,nohavice
518,Gürtel::N,пиҫиххи,pás
519,Gürtel::N,пиҫиххи,opasok
520,Mütze::N,ҫӗлӗк,čiapka
521,Schuh::N,пушмак,obuv
522,Schuh::N,пушмак,topánka
523,Schuh::N,ботинок,obuv
524,Schuh::N,ботинок,topánka
525,Stiefel::N,атӑ,čižma
526,Ring::N,ҫӗрӗ,prsteň
527,Band::N,хаю,stuha
528,Band::N,йӗсме,stuha
529,Kamm::N,тура,hrebeň
530,Spiegel::N,тӗкӗр,zrkadlo
531,Spiegel::N,куҫ кӗски,zrkadlo
532,Riemen::N,чӗн,remeň
533,Schnur::N,кантра,šnúra
534,Leine::N,касмӑк,vodidlo
535,Decke::N,утиял,deka
536,Decke::N,утиял,prikrývka
537,Kissen::N,ҫытар,poduška
538,Kissen::N,минтер,poduška
539,Tuch::N,тутӑр,šatka
540,Handtuch::N,ал шӑлли,uterák
541,Kraft::N,вӑй,moc
542,Kraft::N,хӑват,moc
543,Stärke::N,хал,sila
544,Stärke::N,хӑват,sila
545,Gesundheit::N,хал,zdravie
546,Gesundheit::N,сывлӑх,zdravie
547,Krankheit::N,чир,nemoc
548,Krankheit::N,чир,choroba
549,Schmerz::N,ырату,bolesť
550,Wunde::N,суран,rana
551,Fieber::N,сив чир,horúčka
552,Arznei::N,эмел,liek
553,Brücke::N,кӗпер,most
554,Brunnen::N,ҫӑл,studňa
555,Brunnen::N,пусӑ,studňa
556,Weide::N,ҫаран,pastva
557,Pfad::N,йӗр,chodník
558,Pfad::N,сукмак,chodník
559,Weg::N,ҫул,cesta
560,Weg::N,ҫул-йӗр,cesta
561,Straße::N,ҫӳрев,hradská
562,Straße::N,ҫул ҫӳрени,hradská
563,Dorf::N,ял,dedina
564,Stadt::N,хула,mesto
565,Brief::N,ҫыру,list
566,Buch::N,кӗнеке,kniha
567,Buchstabe::N,сас палли,litera
568,Buchstabe::N,сас палли,písmeno
569,Zeitung::N,хаҫат,noviny
570,Leben::N,пурнӑҫ,život
571,Tod::N,вилӗм,smrť
572,Grab::N,масар шӑтӑкӗ,hrob
573,Kirche::N,чиркӳ,kostol
574,Sünde::N,ҫылӑх,hriech
575,Gott::N,турӑ,boh
576,Arbeiter::N,рабочи,robotník
577,Arbeiter::N,рабочи,pracnovík
578,Chef::N,пуҫлӑх,šéf
579,Chef::N,пуҫлӑх,riaditeľ
580,Meister::N,ӑста,majster
581,Meister::N,мастер,majster
582,Arzt::N,врач,lekár
583,Arzt::N,тухтӑр,lekár
584,Lehrer::N,учитель,učiteľ
585,Lehrer::N,вӗрентекен,učiteľ
586,Geld::N,укҫа,peniaze
587,Geschäft::N,бизнес,obchod
588,Laden::N,магазин,obchod
589,Preis::N,хак,cena
590,Ware::N,тавар,tovar
591,Nutzen::N,пайта,osoh
592,Nutzen::N,пайта,úžitok
593,Reichtum::N,мул,bohatstvo
594,Welt::N,тӗнче,svet
595,Land::N,ҫӗр-шыв,územie
596,Land::N,ҫӗр-шыв,krajina
597,Staat::N,патшàлӑх,štát
598,König::N,король,kráľ
599,Macht::N,власть,moc
600,Macht::N,власть,mocnosť
601,Grenze::N,чикӗ,hranica
602,Krieg::N,вӑрҫӑ,vojna
603,Feind::N,тӑшман,nepriateľ
604,Gewalt::N,ирӗксӗрлӳ,násilie
605,Kampf::N,кӗрешӳ,boj
606,Bogen[Waffe]::N,ухӑ,luk
607,Pfeil::N,ҫӗмрен,šíp
608,Pfeil::N,ҫӗмрен,strela
609,Pfeil::N,ухӑ йӗппи,šíp
610,Pfeil::N,ухӑ йӗппи,strela
611,Gewehr::N,пӑшал,puška
612,Fehler::N,йӑнӑш,omyl
613,Fehler::N,йӑнӑш,chyba
614,Lüge::N,суя,lož
615,Lüge::N,ултав,lož
616,Schaden::N,сиен,ujma
617,Schaden::N,сиен,škoda
618,Unglück::N,шар,nešťastie
619,Unglück::N,инкек,nešťastie
620,Schuld::N,айӑп,vina
621,Schuld::N,айӑп,previnenie
622,Alter::N,ҫул шучӗ,vek
623,Schluss::N,пӗтни,záver
624,Schluss::N,пӗтни,koniec
625,Schluss::N,пӗтмӗш,záver
626,Schluss::N,пӗтмӗш,koniec
627,Zeit::N,вӑхӑт,čas
628,Tag::N,кун,deň
629,Morgen::N,ир,ráno
630,Mittag::N,кӑнтӑрла,poludnie
631,Abend::N,каҫ,večer
632,Nacht::N,каҫ,noc
633,Woche::N,эрне,týždeň
634,Monat::N,уйӑх,mesiac
635,Jahr::N,ҫулталӑк,rok
636,Frühling::N,ҫур,jar
637,Frühling::N,ҫуркунне,jar
638,Sommer::N,ҫу,leto
639,Sommer::N,ҫулла,leto
640,Herbst::N,кӗр,jeseň
641,Herbst::N,кӗркунне,jeseň
642,Winter::N,хӗл,zima
643,Winter::N,хӗлле,zima
644,Januar::N,январь,január
645,Februar::N,февраль,február
646,Februar::N,кӗҫӗн кӑрлач,február
647,März::N,март,marec
648,März::N,пуш уйӑхӗ,marec
649,April::N,апрель,apríl
650,Mai::N,май,máj
651,Juni::N,июнь,jún
652,Juli::N,июль,júl
653,August::N,август,august
654,September::N,сентябрь,september
655,September::N,авӑн уйӑхӗ,september
656,Oktober::N,октябрь,október
657,November::N,ноябрь,november
658,Dezember::N,раштав,december
659,Dezember::N,декабрь,december
660,Montag::N,тунти кун,pondelok
661,Dienstag::N,ытлари кун,utorok
662,Mittwoch::N,юн кун,streda
663,Donnerstag::N,кӗҫнерни кун,štvrtok
664,Freitag::N,эрне кун,piatok
665,Samstag::N,шӑмат кун,sobota
666,Sonntag::N,вырсарни кун,nedeľa
667,groß::A,пысӑк,veľký
668,klein::A,пӗчӗк,malý
669,lang::A,вӑрӑм,dlhý
670,kurz::A,кӗске,krátky
671,breit::A,сарлака,široký
672,schmal::A,ансӑр,úzky
673,dicht::A,йӑвӑ,hustý
674,dick[Gegenstand]::A,хулӑн,tlstý
675,dünn::A,ҫинҫе,tenký
676,dünn::A,ҫӳхе,tenký
677,fein::A,тарай,jemný
678,fein::A,вӗлтӗрти,jemný
679,fest::A,тӗреклӗ,pevný
680,flach::A,лаптак,rovný
681,flach::A,лаптак,plochý
682,glatt::A,такӑр,hladký
683,hart::A,хытӑ,tvrdý
684,weich::A,ҫемҫе,mäkký
685,rund::A,ҫавра,guľatý
686,rund::A,ҫавра,okrúhly
687,spitz::A,шӗвӗр,končitý
688,scharf::A,ҫивӗч,ostrý
689,stumpf::A,мӑка,tupý
690,stumpf::A,пуклак,tupý
691,stumpf::A,тӗрӗнчӗк,tupý
692,stumpf::A,ӑнкарусӑр,tupý
693,schwer::A,йывӑр,ťažký
694,schön::A,илемлӗ,pekný
695,schön::A,илемлӗ,krásny
696,heiß::A,вӗри,horúci
697,warm::A,ӑшӑ,teplý
698,kalt::A,сивӗ,studený
699,kühl::A,уҫӑ,chladný
700,frisch::A,уҫӑ,svieži
701,feucht::A,йӗпе,vlhký
702,feucht::A,йӗпе,zvlhnutý
703,nass::A,нӳрӗ,mokrý
704,trocken::A,типӗ,suchý
705,voll::A,тулли,plný
706,leer::A,пушӑ,prázdny
707,offen::A,уҫӑ,otvorený
708,geschlossen::A,хупӑ,zavretý
709,sauber::A,таса,čistý
710,schmutzig::A,пылчӑклӑ,špinavý
711,schmutzig::A,вараланчӑк,špinavý
712,roh::A,чӗрӗ,surový
713,reif::A,пулнӑ,zrelý
714,reif::A,пиҫӗхнӗ,zrelý
715,reif::A,аталаннӑ,zrelý
716,reif::A,пиҫсе ҫитнӗ,zrelý
717,lecker::A,тутлӑ,chutný
718,lecker::A,техӗмлӗ,chutný
719,süß::A,пылак,sladký
720,bitter::A,йӳҫӗ,horký
721,sauer::A,йӳҫӗ,kyslý
722,sauer::A,йӳҫек,kyslý
723,sauer::A,кӑвасак,kyslý
724,hell::A,ҫутӑ,jasný
725,hell::A,ҫутӑ,svetlý
726,dunkel::A,тӗттӗм,temný
727,schwarz::A,хура,čierny
728,weiß::A,шурӑ,biely
729,rot::A,хӗрлӗ,červený
730,gelb::A,сарӑ,žltý
731,blau::A,кӑвак,modrý
