,Concept_ID,lt,lez
110,Anhöhe::N,kauburys,тепе
111,Anhöhe::N,kauburys,гьуьндуьрвал
112,Berg::N,kalnas,дагъ
113,Gipfel::N,viršūnė,кӏукӏ
114,Höhle::N,ola,кьветӏ
115,Abhang::N,šlaitas,гуьне
116,Abhang::N,nuokalnė,гуьне
117,Quelle::N,versmė,чешме
118,Quelle::N,šaltinis,чешме
119,Bach::N,upelis,булах
120,Fluss::N,upė,вацӏ
121,Ufer::N,krantas,къерех
122,Küste::N,pajūris,къерех
123,Festland::N,sausuma,кьурамат
124,Meer::N,jūra,гьуьл
125,Bucht::N,įlanka,бухта
126,Bucht::N,užutekis,бухта
127,Insel::N,sala,остров
128,Blume::N,gėlė,цуьк
129,Gras::N,žolė,хъач
130,Wurzel::N,šaknis,дувул
131,Baum::N,medis,ттар
132,Stamm::N,kamienas,тан
133,Rinde::N,žievė,чкал
134,Ast::N,šaka,тӏур
135,Zweig::N,šakelė,хел
136,Blatt::N,lapas,пеш
137,Birke::N,beržas,верх
138,Kiefer[Baum]::N,pušis,шамагъаж
139,Weide[Baum]::N,karklas,цӏвелин ттар
140,Tanne::N,eglė,ель
141,Tanne::N,kėnis,ель
142,Horn::N,ragas,карч
143,Feder::N,plunksna,цӏакул
144,Fell::N,kailis,хам
145,Flügel::N,sparnas,лув
146,Klaue::N,kanopa,къармах
147,Kralle::N,nagas,пац
148,Kralle::N,nagas,тапас
149,Schwanz::N,uodega,ттум
150,Ei::N,kiaušinis,кака
151,Nest::N,gūžta,муг
152,Nest::N,lizdas,муг
153,Bau::N,ola,тӏеквен
154,Tier::N,gyvūnas,гьайван
155,Herde::N,banda,суьруь
156,Herde::N,kaimenė,суьруь
157,Kuh::N,karvė,ккал
158,Bulle::N,bulius,яц
159,Bulle::N,bulius,бугъа
160,Pferd::N,arklys,балкӏан
161,Schaf::N,avis,хеб
162,Schwein::N,kiaulė,вак
163,Hund::N,šuo,кицӏ
164,Katze::N,katė,кац
165,Bär::N,lokys,сев
166,Eichhörnchen::N,voveraitė,белка
167,Elch::N,briedis,лось
168,Fuchs::N,lapė,сикӏ
169,Hase::N,kiškas,къуьр
170,Maus::N,pelė,кьиф
171,Wolf::N,vilkas,жанавур
172,Vogel::N,paukštis,луван ничхир
173,Schwarm::N,spiečius,луж
174,Huhn::N,višta,верч
175,Hahn::N,gaidys,кӏек
176,Gans::N,žąsis,къаз
177,Adler::N,erelis,лекь
178,Ente::N,antis,пӏатӏ
179,Eule::N,pelėda,тӏиб
180,Kranich::N,gervė,дурна
181,Krähe::N,varna,къаргъа
182,Kuckuck::N,gegužė,кукупӏ
183,Schwan::N,gulbė,къугь
184,Fisch::N,žuvis,гъед
185,Barsch::N,ešerys,окунь
186,Hecht::N,lydeka,щука
187,Schlange[Tier]::N,gyvatė,илан
188,Schlange[Tier]::N,gyvatė,гъуьлягъ
189,Wurm::N,kirmėlė,квак
190,Spinne::N,voras,хуьшрекан
191,Ameise::N,skruzdė,цегв
192,Laus::N,utėlė,нет
193,Mücke::N,uodas,ветӏ
194,Fliege::N,musė,тӏветӏ
195,Schmetterling::N,drugys,чепелукь
196,Schmetterling::N,peteliškė,чепелукь
197,Beere::N,uoga,куьлуь емиш
198,Apfel::N,obuolys,ич
199,Pilz::N,grybas,къарникъуз
200,Zwiebel::N,svogūnas,чичӏек
201,Saat::N,sėkla,тумар
202,Korn::N,grūdai,твар
203,Heu::N,šienas,векь
204,Heu::N,šienas,векьер
205,Schale::N,žievelė,пириш
206,Schale::N,žievelė,хъуьруьш
207,Grube::N,duobė,фур
208,Falle::N,pinklės,ракьар
209,Falle::N,žabangai,ракьар
210,Schlinge::N,kilpa,гьалкъа
211,Spur::N,vėžė,гел
212,Spur::N,pėdos,гел
213,Spur::N,pėdsakas,гел
214,Asche::N,pelenai,руьхъ
215,Dreck::N,purvas,чирк
216,Dreck::N,purvas,кьуруш
217,Eisen::N,geležis,ракь
218,Gold::N,auksas,алтун
219,Silber::N,sidabras,гимиш
220,Kohle::N,anglis,цӏивин
221,Glas::N,stiklas,шуьше
222,Lehm::N,molis,ччеб
223,Sand::N,smėlis,къум
224,Mensch::N,žmogus,инсан
225,Mann::N,vyras,итим
226,Mann::N,vyriškis,итим
227,Frau::N,moteris,паб
228,Frau::N,moteris,дишегьли
229,Kind::N,vaikas,аял
230,Junge::N,vaikinas,гада
231,Junge::N,berniukas,гада
232,Mädchen::N,mergytė,руш
233,Mädchen::N,mergaitė,руш
234,Familie::N,šeima,хзан
235,Familie::N,šeima,килфет
236,Großvater::N,senelis,чӏехи буба
237,Großmutter::N,senelė,чӏехи диде
238,Eltern::N,tėvai,диде-буба
239,Vater::N,tėvas,буба
240,Mutter::N,motina,диде
241,Sohn::N,sūnus,хва
242,Tochter::N,duktė,руш
243,Bruder::N,brolis,стха
244,Schwester::N,sesuo,вах
245,Onkel::N,dėdė,ими
246,Onkel::N,dėdė,халу
247,Tante::N,teta,эме
248,Tante::N,teta,хала
249,Ehemann::N,vyras,гъуьл
250,Ehefrau::N,žmona,паб
251,Freude::N,džiaugsmas,шадвал
252,Gelächter::N,juokas,хъвер
253,Glück::N,laimė,бахт
254,Kummer::N,vargas,дерт
255,Kummer::N,vargas,хажалат
256,Kummer::N,rūpestis,дерт
257,Kummer::N,rūpestis,хажалат
258,Wunsch::N,troškimas,мурад
259,Wunsch::N,pageidavimas,мурад
260,Lust::N,noras,гьевес
261,Lust::N,geidulys,гьевес
262,Geist::N,dvasia,руьгь
263,Gedanke::N,mintis,фикир
264,Gedächtnis::N,atmintis,
265,Verstand::N,protas,акьул
266,Sinn::N,prasmė,мана
267,Grund::N,priežastis,себеб
268,Wahrheit::N,tiesa,керчек
269,Wahrheit::N,tiesa,гьакъикъат
270,Wahrheit::N,teisybė,керчек
271,Wahrheit::N,teisybė,гьакъикъат
272,Gespräch::N,pokalbis,ихтилат
273,Märchen::N,pasaka,мах
274,Erzählung::N,apsakymas,кьиса
275,Erzählung::N,pasakojimas,кьиса
276,Nachricht::N,žinia,хабар
277,Neuigkeit::N,naujiena,цӏийи хабар
278,Name::N,vardas,тӏвар
279,Rätsel::N,mįslė,мискӏал
280,Rede::N,kalba,рахун
281,Sprache::N,kalba,чӏал
282,Stimme::N,balsas,ван
283,Wort::N,žodis,гаф
284,Zeichen::N,žymė,ишара
285,Zeichen::N,ženklas,ишара
286,Ruf::N,šauksmas,эвер
287,Lärm::N,triukšmas,ван-сес
288,Laut::N,garsas,ван
289,Laut::N,garsas,сес
290,Ton::N,tonas,ван-сес
291,Ton::N,garsas,ван-сес
292,Lied::N,daina,мани
293,Lied::N,giesmė,мани
294,Ruhe::N,ramybė,ласвал
295,Ruhe::N,ramybė,фаракъат
296,Ruhe::N,ramybė,асайиш
297,Ruhe::N,ramumas,ласвал
298,Ruhe::N,ramumas,фаракъат
299,Ruhe::N,ramumas,асайиш
300,Leute::N,žmonės,инсанар
301,Volk::N,tauta,халкь
302,Arbeit::N,darbas,кӏвалах
303,Arbeit::N,triūsas,кӏвалах
304,Gast::N,svečias,мугьман
305,Geschenk::N,dovana,савкьат
306,Spiel::N,žaismas,къугъун
307,Spiel::N,žaidimas,къугъун
308,Gesellschaft::N,draugija,жемят
309,Gesellschaft::N,draugija,общество
310,Gesellschaft::N,kompanija,жемят
311,Gesellschaft::N,kompanija,общество
312,Hilfe::N,pagalba,куьмек
313,Freund::N,draugas,дуст
314,Freund::N,bičiulis,дуст
315,Kamerad::N,draugas,яр-дуст
316,Angelegenheit::N,dalykas,кар
317,Angelegenheit::N,reikalas,кар
318,Anzahl::N,kiekis,сан
319,Anzahl::N,kiekis,кьадар
320,Anzahl::N,skaičius,сан
321,Anzahl::N,skaičius,кьадар
322,Art::N,rūšis,жуьре
323,Stück::N,gabalas,кӏус
324,Teil::N,dalis,пай
325,Hälfte::N,pusė,зур
326,Hälfte::N,pusė,зур пай
327,Kreis::N,ratas,круг
328,Kreis::N,ratas,чкаяр
329,Kreis::N,ratas,элкъвей цӏар
330,Kreis::N,apskritis,круг
331,Kreis::N,apskritis,чкаяр
332,Kreis::N,apskritis,элкъвей цӏар
333,Kreis::N,apskritimas,круг
334,Kreis::N,apskritimas,чкаяр
335,Kreis::N,apskritimas,элкъвей цӏар
336,Kreuz::N,kryžius,хаш
337,Linie::N,linija,цӏар
338,Strich::N,brėžis,цӏар
339,Strich::N,brūkšnys,цӏар
340,Abstand::N,atstumas,ара
341,Entfernung::N,atstumas,мензил
342,Gegend::N,vietovė,чка
343,Platz::N,vieta,ара
344,Ort::N,vieta,чка
345,Ort::N,vietovė,чка
346,Seite::N,pusė,пад
347,Seite::N,šonas,пад
348,Mitte::N,vidurys,юкь
349,Gegenstand::N,dalykas,затӏ
350,Sache::N,daiktas,шей
351,Sache::N,daiktas,затӏ
352,Rand::N,kraštas,къерех
353,Rand::N,pakraštys,къерех
354,Kante::N,kraštas,син
355,Ecke::N,kertė,пӏипӏ
356,Ecke::N,kampas,пӏипӏ
357,Spitze::N,priekis,кӏвенкӏв
358,Spitze::N,priešakys,кӏвенкӏв
359,Ende::N,galas,кьил
360,Loch::N,skylė,тӏеквен
361,Winkel::N,kampas,пӏипӏ
362,Winkel::N,kampelis,пӏипӏ
363,Muster::N,raštas,гишир
364,Größe::N,dydis,кьадар
365,Größe::N,didumas,кьадар
366,Länge::N,ilgis,яргъивал
367,Länge::N,ilgumas,яргъивал
368,Höhe::N,aukštis,кьакьанвал
369,Höhe::N,aukštuma,кьакьанвал
370,Gewicht::N,svoris,заланвал
371,Gewicht::N,svarstis,заланвал
372,Menge::N,kiekis,кьадар
373,Menge::N,daugybė,кьадар
374,Haufen::N,krūva,хара
375,Haufen::N,šūsnis,хара
376,Reihe::N,greta,жерге
377,Boot::N,valtis,луьткве
378,Boot::N,laivelis,луьткве
379,Ruder::N,irklas,кьусу
380,Schlitten::N,rogės,гъелерар
381,Schlitten::N,rogutės,гъелерар
382,Ski::N,slidė,
383,Lagerfeuer::N,laužas,цӏай
384,Last::N,našta,заланвал
385,Last::N,nešulys,заланвал
386,Gang::N,eisena,ериш
387,Schritt::N,žingsnis,къадам
388,Norden::N,šiaurė,кефер
389,Norden::N,šiaurė,кефер пад
390,Norden::N,žiemiai,кефер
391,Norden::N,žiemiai,кефер пад
392,Süden::N,pietūs,кьибле
393,Westen::N,vakarai,рагъакӏидай пад
394,Osten::N,rytai,рагъэкъечӏдай пад
395,Holz::N,mediena,кӏарас
396,Brett::N,lenta,кьул
397,Brett::N,lenta,тахта
398,Platte::N,plokštė,
399,Stütze::N,atrama,даях
400,Stütze::N,atspara,даях
401,Stange::N,lazda,юрк
402,Stange::N,kartis,юрк
403,Stock::N,lazda,лаш
404,Stab::N,kartis,юрк
405,Rohr::N,vamzdis,турба
406,Haus::N,namas,ужагъ
407,Heim::N,namai,кӏвал
408,Ofen::N,krosnis,пич
409,Fußboden::N,grindys,кӏвалин ччил
410,Tisch::N,stalas,стол
411,Stuhl::N,kėdė,стул
412,Wiege::N,lopšys,кьеб
413,Bett::N,lova,тахт
414,Bett::N,patalai,тахт
415,Regal::N,lentyna,кьацӏ
416,Kiste::N,dėžė,ящик
417,Fenster::N,langas,дакӏар
418,Tür::N,durys,рак
419,Tor::N,vartai,варар
420,Zaun::N,tvora,пару
421,Dach::N,stogas,къав
422,Leiter::N,kopėčios,гурар
423,Besen::N,šluota,таран кул
424,Spaten::N,lopeta,ппер
425,Spaten::N,kastuvas,ппер
426,Schaufel::N,semtuvas,хекендаз
427,Gabel::N,šakutė,шиш
428,Löffel::N,šaukštas,тӏур
429,Messer::N,peilis,чукӏул
430,Nagel::N,vinis,мих
431,Netz::N,tinklas,чил
432,Haken::N,vagis,къармах
433,Haken::N,kablys,къармах
434,Griff::N,kotas,ттум
435,Griff::N,rankena,ттум
436,Schloss::N,spyna,куьлег
437,Schloss::N,užraktas,куьлег
438,Bild::N,paveikslas,шикил
439,Bild::N,paveikslas,суьрет
440,Figur::N,figūra,фигура
441,Puppe::N,lėlė,нини
442,Beutel::N,krepšys,тагъар
443,Beutel::N,maišelis,тагъар
444,Bündel::N,ryšulys,галгам
445,Tasche::N,krepšelis,чанта
446,Eimer::N,kibiras,ведре
447,Deckel::N,dangtis,кьил
448,Deckel::N,dangtis,къалпагъ
449,Geschirr::N,indai,къаб-къажах
450,Sack::N,maišas,чувал
451,Tasse::N,puodukas,сукӏра
452,Topf::N,puodas,къажгъан
453,Kessel::N,katilas,къажгъан
454,Essen::N,valgis,тӏуьн
455,Nahrung::N,penas,тӏуьн
456,Nahrung::N,maistas,тӏуьн
457,Speise::N,patiekalas,хуьрек
458,Fleisch::N,mėsa,як
459,Getreide::N,javai,техил
460,Brei::N,košė,хапӏа
461,Brei::N,košė,хешил
462,Brot::N,duona,фу
463,Scheibe::N,riekė,чӏук
464,Fett::N,taukai,ягълу
465,Fett::N,riebalai,ягълу
466,Butter::N,sviestas,гъери
467,Öl::N,aliejus,ягълу
468,Salz::N,druska,кьел
469,Suppe::N,sriuba,суп
470,Suppe::N,sriuba,шурпа
471,Honig::N,medus,вирт
472,Milch::N,pienas,нек
473,Tee::N,arbata,чай
474,Leder::N,oda,тумаж
475,Wolle::N,vilna,йис
476,Stoff::N,audeklas,парча
477,Nadel::N,adata,раб
478,Faden::N,gija,гъал
479,Faden::N,siūlas,гъал
480,Knopf::N,saga,дуьгме
481,Knoten::N,mazgas,тӏвал
482,Farbe::N,dažai,ранг
483,Kleidung::N,rūbai,партал
484,Kleidung::N,drabužiai,партал
485,Hemd::N,marškiniai,перем
486,Kragen::N,apykaklė,хев
487,Ärmel::N,rankovė,хел
488,Hose::N,kelnės,шалвар
489,Gürtel::N,juosta,чӏул
490,Gürtel::N,diržas,чӏул
491,Mütze::N,kepurė,бармак
492,Mütze::N,kepurė,бапӏах
493,Schuh::N,batas,ботинка
494,Stiefel::N,auliniai batai,чекме
495,Ring::N,žiedas,тупӏал
496,Band::N,kaspinas,тасма
497,Kamm::N,šukos,регъ
498,Spiegel::N,veidrodis,гуьзгуь
499,Riemen::N,diržas,къайиш
500,Schnur::N,virvė,еб
501,Leine::N,pavadėlis,
502,Decke::N,antklodė,яргъан
503,Kissen::N,pagalvė,хъуьцуьган
504,Kissen::N,priegalvis,хъуьцуьган
505,Tuch::N,skarelė,шал
506,Handtuch::N,rankšluostis,дасмал
507,Kraft::N,jėga,гуж
508,Stärke::N,stiprumas,къуват
509,Gesundheit::N,sveikata,сагъвал
510,Krankheit::N,liga,тӏал
511,Schmerz::N,skausmas,тӏал
512,Schmerz::N,skausmas,тӏарвал
513,Wunde::N,žaizda,хер
514,Fieber::N,karštis,ифин
515,Arznei::N,vaistas,дарман
516,Brücke::N,tiltas,муьгъ
517,Brunnen::N,šulinys,къуй
518,Weide::N,ganykla,уьруьш
519,Weide::N,gluosnis,уьруьш
520,Pfad::N,takas,рехъ
521,Weg::N,kelias,рехъ
522,Straße::N,gatvė,рехъ
523,Dorf::N,kaimas,хуьр
524,Dorf::N,sodžius,хуьр
525,Stadt::N,miestas,шегьер
526,Brief::N,laiškas,кагъаз
527,Buch::N,knyga,улуб
528,Buchstabe::N,raidė,гьарф
529,Zeitung::N,laikraštis,газета
530,Leben::N,gyvybė,уьмуьр
531,Leben::N,gyvenimas,уьмуьр
532,Tod::N,mirtis,кьиникь
533,Grab::N,kapas,сур
534,Kirche::N,bažnyčia,килиса
535,Sünde::N,nuodėmė,гунагь
536,Sünde::N,nusidėjimas,гунагь
537,Gott::N,dievas,аллагь
538,Arbeiter::N,darbininkas,фяле
539,Chef::N,šefas,гьаким
540,Chef::N,vadovas,гьаким
541,Chef::N,viršininkas,гьаким
542,Meister::N,meistras,устӏар
543,Arzt::N,gydytojas,доктор
544,Lehrer::N,mokytojas,муаллим
545,Geld::N,pinigai,пул
546,Geschäft::N,biznis,
547,Laden::N,krautuvė,магазин
548,Laden::N,parduotuvė,магазин
549,Preis::N,kaina,къимет
550,Ware::N,prekė,мал
551,Ware::N,prekė,товар
552,Nutzen::N,nauda,хийир
553,Nutzen::N,nauda,менфят
554,Nutzen::N,pelnas,хийир
555,Nutzen::N,pelnas,менфят
556,Reichtum::N,turtas,девлет
557,Welt::N,pasaulis,дуьнья
558,Land::N,žemė,уьлкве
559,Land::N,šalis,уьлкве
560,Staat::N,valstija,пачагьлугъ
561,Staat::N,valstija,государство
562,König::N,karalius,пачагь
563,Macht::N,galia,власть
564,Macht::N,valdžia,власть
565,Grenze::N,riba,сергьят
566,Grenze::N,siena,сергьят
567,Krieg::N,karas,дяве
568,Feind::N,priešas,душман
569,Gewalt::N,jėga,гуж
570,Gewalt::N,smurtas,гуж
571,Gewalt::N,prievarta,гуж
572,Kampf::N,kova,женг
573,Bogen[Waffe]::N,lankas,чӏемерук
574,Pfeil::N,strėlė,хьел
575,Gewehr::N,šautuvas,тфенг
576,Fehler::N,klaida,гъалатӏ
577,Lüge::N,melas,ттаб
578,Schaden::N,nuostolis,зиян
579,Schaden::N,nuostolis,зарар
580,Schaden::N,apgadinimas,зиян
581,Schaden::N,apgadinimas,зарар
582,Unglück::N,nelaimė,бала
583,Unglück::N,nelaimė,бедбахтвал
584,Schuld::N,kaltė,тахсир
585,Alter::N,amžius,яш
586,Schluss::N,pabaiga,эхир
587,Zeit::N,laikas,вяде
588,Tag::N,diena,югъ
589,Morgen::N,rytas,пакама
590,Mittag::N,vidurdienis,нисин
591,Abend::N,vakaras,няни
592,Nacht::N,naktis,йиф
593,Woche::N,savaitė,гьафте
594,Monat::N,mėnuo,варз
595,Jahr::N,metai,йис
596,Frühling::N,pavasaris,гатфар
597,Sommer::N,vasara,гад
598,Herbst::N,ruduo,зул
599,Winter::N,žiema,кьуьд
600,Januar::N,sausis,январь
601,Februar::N,vasaris,февраль
602,März::N,kovas,март
603,April::N,balandis,апрель
604,Mai::N,gegužė,май
605,Juni::N,birželis,июнь
606,Juli::N,liepa,июль
607,August::N,rugpjūtis,август
608,September::N,rugsėjis,сентябрь
609,Oktober::N,spalis,октябрь
610,November::N,lapkritis,ноябрь
611,Dezember::N,gruodis,декабрь
612,Montag::N,pirmadienis,ислен
613,Dienstag::N,antradienis,саласа
614,Mittwoch::N,trečiadienis,арбе
615,Donnerstag::N,ketvirtadienis,хемис югъ
616,Freitag::N,penktadienis,жуьмя
617,Freitag::N,penktadienis,жуьмя югъ
618,Samstag::N,šeštadienis,киш
619,Sonntag::N,sekmadienis,гьяд
620,groß::A,didis,еке
621,groß::A,didis,чӏехи
622,groß::A,didelis,еке
623,groß::A,didelis,чӏехи
624,klein::A,mažas,гъвечӏи
625,lang::A,ilgas,яргъи
626,kurz::A,trumpas,куьруь
627,breit::A,platus,гьяркьуь
628,schmal::A,smulkus,гуьтӏуь
629,dicht::A,tankus,къалин
630,dick[Gegenstand]::A,storas,
631,dünn::A,plonas,кьелечӏ
632,fein::A,smulkus,шуькӏуь
633,fest::A,kietas,кӏеви
634,fest::A,tvirtas,кӏеви
635,flach::A,lėkštas,кьулу
636,flach::A,plokščias,кьулу
637,glatt::A,slidus,цӏалцӏам
638,hart::A,kietas,кӏеви
639,weich::A,minkštas,хъуьтуьл
640,rund::A,apvalus,элкъвей
641,rund::A,apskritas,элкъвей
642,spitz::A,aštrus,хци
643,spitz::A,smailus,хци
644,scharf::A,aštrus,хци
645,stumpf::A,bukas,къуьруь
646,stumpf::A,atšipęs,къуьруь
647,schwer::A,sunkus,залан
648,schön::A,gražus,иер
649,heiß::A,karštas,кудай
650,warm::A,šiltas,чими
651,kalt::A,šaltas,мекьи
652,kühl::A,vėsus,къайи
653,kühl::A,bejausmis,къайи
654,frisch::A,šviežias,таза
655,frisch::A,šviežias,михьи
656,feucht::A,drėgnas,ламу
657,nass::A,šlapias,кьежей
658,trocken::A,sausas,кьуру
659,voll::A,pilnas,ацӏай
660,leer::A,tuščias,буш
661,leer::A,tuščias,ичӏи
662,offen::A,atviras,ахъа
663,geschlossen::A,uždaras,кӏеви
664,geschlossen::A,uždarytas,кӏеви
665,sauber::A,švarus,михьи
666,schmutzig::A,nešvarus,чиркин
667,schmutzig::A,nešvarus,кьацӏай
668,schmutzig::A,purvinas,чиркин
669,schmutzig::A,purvinas,кьацӏай
670,roh::A,žalias,чиг
671,roh::A,žalias,ицӏи
672,reif::A,prinokęs,дигмиш хьайи
673,reif::A,pribrendęs,дигмиш хьайи
674,lecker::A,gardus,дадлу
675,süß::A,saldus,ширин
676,bitter::A,kartus,туькьуьл
677,sauer::A,gižus,цуру
678,sauer::A,rūgštus,цуру
679,hell::A,šviesus,экуь
680,hell::A,skaistus,экуь
681,dunkel::A,tamsus,мичӏи
682,schwarz::A,juodas,чӏулав
683,weiß::A,baltas,лацу
684,rot::A,raudonas,яру
685,gelb::A,geltonas,хъипи
686,blau::A,mėlynas,вили
687,grün::A,žalias,къацу
688,grau::A,pilkas,рехи
689,bunt::A,margas,цӏару
690,bunt::A,margas,яру-цӏару
691,bunt::A,spalvotas,цӏару
692,bunt::A,spalvotas,яру-цӏару
693,billig::A,pigus,ужуз
694,teuer::A,brangus,багьа
695,wertvoll::A,vertingas,масан
696,blind::A,aklas,буьркьуь
697,taub::A,kurčias,биши
698,kräftig::A,stiprus,гужлу
699,stark::A,stiprus,къуватлу
700,schwach::A,silpnas,такьатсуз
701,fett::A,riebus,куьк
702,schlank::A,laibas,шумал
703,schlank::A,lieknas,шумал
704,hübsch::A,gražus,гуьрчег
705,böse::A,blogas,пис
706,dumm::A,paikas,ахмакь
707,dumm::A,kvailas,ахмакь
708,faul::A,tingus,тенпел
709,fleißig::A,stropus,сяй ийидай
710,fleißig::A,stropus,сяйи ийидай
711,fleißig::A,kruopštus,сяй ийидай
712,fleißig::A,kruopštus,сяйи ийидай
713,geizig::A,šykštus,мискьи
714,klug::A,sumanus,акьуллу
715,klug::A,protingas,акьуллу
716,geschickt::A,apsukrus,магьир
717,lieb::A,mielas,играми
718,lustig::A,smagus,шад
719,lustig::A,linksmas,шад
720,sanft::A,švelnus,назик
721,sanft::A,švelnus,милайим
722,sanft::A,minkštas,назик
723,sanft::A,minkštas,милайим
724,hungrig::A,alkanas,гишин
725,krank::A,ligotas,кефсуз
726,krank::A,sergantis,кефсуз
727,nackt::A,nuogas,кьецӏил
728,traurig::A,liūdnas,пашман
729,lebendig::A,gyvas,ччан алай
730,gut::A,geras,хъсан
731,gut::A,geras,вижевай
732,schlecht::A,blogas,пис
733,schlecht::A,prastas,пис
734,richtig::A,tikras,дуьз
735,richtig::A,teisingas,дуьз
736,schlimm::A,blogas,нифретлу
737,schlimm::A,prastas,нифретлу
738,wahr::A,tikras,гьакъикъи
739,alt::A,senas,эски
740,alt::A,senas,куьгьне
741,neu::A,naujas,цӏийи
742,ehemalig::A,buvęs,виликан
743,alt[Lebewesen]::A,pagyvenęs,кьуьзуь
744,jung::A,jaunas,жегьил
745,arm::A,neturtingas,кесиб
746,reich::A,turtingas,девлетлу
747,bekannt::A,žinomas,чидай
748,bekannt::A,pažįstamas,чидай
749,berühmt::A,žymus,машгьур
750,berühmt::A,garsus,машгьур
751,fremd::A,svetimas,ччара
752,verschieden::A,įvairus,жуьреба-жуьре
753,nah::A,artimas,мукьвал
754,fern::A,tolimas,яргъал
755,linker::A,kairys,чапла
756,rechter::A,dešinys,эрчӏи
757,anderer::A,kitas,маса
758,anderer::A,kitas,муькуь
759,erster::A,pirmas,сад лагьай
760,zweiter::A,antras,кьвед лагьай
761,dritter::A,trečias,пуд лагьай
762,letzter::A,paskutinis,эхиримжи
763,allein::ADV,vienas,кьилди
764,auf einmal::ADV,iš karto,
765,zusammen::ADV,kartu,санал
766,zusammen::ADV,drauge,санал
767,lange::ADV,ilgai,яргъалди
768,plötzlich::ADV,staiga,садлагьана
769,sofort::ADV,tuojau,гьасятда
770,später::ADV,vėliau,гуьгъуьнлай
