,Concept_ID,lt,lez
1455,kaufen::V,pirkti,маса къачун
1456,verkaufen::V,parduoti,гун
1457,verkaufen::V,parduoti,маса гун
1458,bezahlen::V,apmokėti,къимет гун
1459,bezahlen::V,apmokėti,эвезда авун
1460,bezahlen::V,apmokėti,гьакъи агакьрун
1461,zahlen::V,mokėti,къимет гун
1462,zahlen::V,mokėti,эвезда авун
1463,zahlen::V,mokėti,гьакъи агакьрун
1464,beherrschen::V,valdyti,иеси хьун
1465,ertragen::V,kę̃sti,таб гун
1466,ertragen::V,pakelti,таб гун
1467,ertragen::V,iškę̃sti,таб гун
