,Concept_ID,hr,kv
130,Insel::N,ada,
131,Insel::N,otok,
132,Blume::N,cvijet,цветок
133,Gras::N,trava,турун
134,Wurzel::N,korijen,вуж
135,Baum::N,drvo,пу
136,Baum::N,stablo,пу
137,Stamm::N,deblo,мыр
138,Stamm::N,deblo,кер
139,Stamm::N,stablo,мыр
140,Stamm::N,stablo,кер
141,Rinde::N,kora,кач
142,Ast::N,grana,ув
143,Zweig::N,grana,ув
144,Blatt::N,list,лист
145,Birke::N,breza,кыдз
146,Kiefer[Baum]::N,bor,пожум
147,Weide[Baum]::N,iva,бадь
148,Weide[Baum]::N,vŕba,бадь
149,Tanne::N,jela,кӧз
150,Horn::N,rog,сюр
151,Feder::N,pero,гӧн
152,Fell::N,koža,кучик
153,Flügel::N,krilo,борд
154,Klaue::N,papak,гыж
155,Kralle::N,pandža,кабыр
156,Schwanz::N,rep,бӧж
157,Ei::N,jaje,кольть
158,Nest::N,gnijezdo,поз
159,Bau::N,jazbina,осьта
160,Bau::N,jazbina,нора
161,Tier::N,životinja,зверь
162,Herde::N,krdo,гурт
163,Herde::N,stado,гурт
164,Kuh::N,krava,мӧс
165,Bulle::N,bik,ӧшка
166,Pferd::N,konj,вӧв
167,Schaf::N,ovca,баля
168,Schwein::N,svinja,порсь
169,Hund::N,pas,пон
170,Hund::N,pseto,пон
171,Katze::N,mačka,кань
172,Bär::N,medvjed,ош
173,Eichhörnchen::N,vjeverica,ур
174,Elch::N,los,вӧр мӧс
175,Fuchs::N,lisica,руч
176,Hase::N,zec,кӧч
177,Maus::N,miš,шыр
178,Wolf::N,vuk,кӧин
179,Wolf::N,kurjak,кӧин
180,Vogel::N,ptica,кай
181,Schwarm::N,roj,стая
182,Schwarm::N,roj,чукӧр
183,Schwarm::N,jato,стая
184,Schwarm::N,jato,чукӧр
185,Huhn::N,kokoš,курӧг
186,Hahn::N,kokot,петух
187,Hahn::N,kokot,ай курӧг
188,Hahn::N,pijevac,петух
189,Hahn::N,pijevac,ай курӧг
190,Gans::N,guska,дзодзог
191,Adler::N,orao,куч
192,Adler::N,orao,кутш
193,Ente::N,patka,утка
194,Eule::N,sova,тупка
195,Kranich::N,ždral,тури
196,Krähe::N,vrana,рака
197,Kuckuck::N,kukavica,кӧк
198,Schwan::N,labud,юсь
199,Fisch::N,riba,чери
200,Barsch::N,grgeč,ёкыш
201,Hecht::N,štuka,сирпинь
202,Schlange[Tier]::N,guja,змей
203,Schlange[Tier]::N,zmija,змей
204,Wurm::N,crv,номыр
205,Spinne::N,pauk,черань
206,Ameise::N,mrav,кӧдзывкар
207,Laus::N,uš,ляпа той
208,Mücke::N,komarac,ном
209,Fliege::N,muha,гут
210,Schmetterling::N,leptir,бабыв
211,Beere::N,boba,ягӧд
212,Beere::N,bobica,ягӧд
213,Apfel::N,jabuka,яблоко
214,Pilz::N,pečurka,тшак
215,Zwiebel::N,luk,грез
216,Zwiebel::N,kapula,грез
217,Saat::N,sjemenje,кӧдзыс
218,Korn::N,zrno,сю
219,Heu::N,sijeno,турун
220,Schale::N,kora,кыш
221,Schale::N,kora,киль
222,Schale::N,ljuska,кыш
223,Schale::N,ljuska,киль
224,Grube::N,jama,яма
225,Falle::N,zamka,нальк
226,Falle::N,zamka,кляпча
227,Falle::N,klopka,нальк
228,Falle::N,klopka,кляпча
229,Schlinge::N,uzao,лӧч
230,Schlinge::N,petlja,лӧч
231,Spur::N,trag,туй
232,Spur::N,slijed,туй
233,Asche::N,pepeo,пӧим
234,Dreck::N,blato,нять
235,Eisen::N,željezo,кӧрт
236,Gold::N,zlato,зарни
237,Silber::N,srebro,язісь
238,Kohle::N,ugalj,шом
239,Kohle::N,ugalj,уголь
240,Kohle::N,ugljen,шом
241,Kohle::N,ugljen,уголь
242,Glas::N,staklo,стекло
243,Lehm::N,glina,сёй
244,Lehm::N,ilovača,сёй
245,Sand::N,pijesak,лыа
246,Mensch::N,čovjek,морт
247,Mann::N,muškarac,мужик
248,Frau::N,žena,инька
249,Kind::N,čedo,кага
250,Kind::N,dijete,кага
251,Junge::N,momče,зонка
252,Junge::N,dječak,зонка
253,Mädchen::N,djevojka,нывкаок
254,Mädchen::N,djevojčica,нывкаок
255,Familie::N,obitelj,семья
256,Familie::N,porodica,семья
257,Großvater::N,djed,дед
258,Großmutter::N,baka,баб
259,Eltern::N,roditelji,ай-мам
260,Vater::N,otac,ай
261,Mutter::N,majka,мам
262,Sohn::N,sin,зон
263,Tochter::N,kći,ныв
264,Tochter::N,kćerka,ныв
265,Bruder::N,brat,вон
266,Schwester::N,sestra,сой
267,Onkel::N,čika,дядь
268,Onkel::N,ujak,дядь
269,Tante::N,ujna,айӧлӧн сой
270,Tante::N,ujna,ичинь
271,Tante::N,tetka,айӧлӧн сой
272,Tante::N,tetka,ичинь
273,Ehemann::N,muž,жӧник
274,Ehemann::N,suprug,жӧник
275,Ehefrau::N,žena,инь
276,Ehefrau::N,supruga,инь
277,Freude::N,radost,гаж
278,Freude::N,radost,радъялӧм
279,Gelächter::N,grohot,сералӧм
280,Glück::N,sreća,мичлун
281,Kummer::N,jad,шог
282,Kummer::N,briga,шог
283,Wunsch::N,želja,мӧдӧм
284,Wunsch::N,želja,охотитӧм
285,Lust::N,volja,охота
286,Geist::N,duh,лов
287,Gedanke::N,misao,дума
288,Gedächtnis::N,pamćenje,тӧдвыв
289,Verstand::N,um,вежӧр
290,Verstand::N,razum,вежӧр
291,Sinn::N,smisao,ылӧс
292,Sinn::N,značenje,ылӧс
293,Grund::N,razlog,мог
294,Wahrheit::N,istina,правда
295,Gespräch::N,razgovor,сёрни
296,Märchen::N,bajka,сказка
297,Erzählung::N,priča,висьт
298,Erzählung::N,pripovijest,висьт
299,Nachricht::N,vijest,юӧр
300,Nachricht::N,vijest,висьталӧм
301,Neuigkeit::N,novost,новость
302,Name::N,ime,ним
303,Rätsel::N,zagonetka,загадка
304,Rede::N,govor,сёрни
305,Rede::N,besjeda,сёрни
306,Sprache::N,jezik,кыв
307,Stimme::N,glas,голос
308,Wort::N,riječ,кыв
309,Zeichen::N,znak,пас
310,Ruf::N,povik,чуксӧм
311,Ruf::N,povik,чукӧстӧм
312,Ruf::N,poklik,чуксӧм
313,Ruf::N,poklik,чукӧстӧм
314,Lärm::N,buka,шум
315,Lärm::N,galama,шум
316,Laut::N,zvuk,шы
317,Ton::N,ton,гор
318,Lied::N,pjesma,сьыланкыв
319,Ruhe::N,tišina,спокой
320,Ruhe::N,počinak,спокой
321,Leute::N,ljudi,йӧз
322,Volk::N,puk,йӧз
323,Volk::N,puk,народ
324,Volk::N,narod,йӧз
325,Volk::N,narod,народ
326,Arbeit::N,rad,удж
327,Arbeit::N,posao,удж
328,Gast::N,gost,гӧсь
329,Geschenk::N,dar,гӧснеч
330,Geschenk::N,dar,подарок
331,Geschenk::N,poklon,гӧснеч
332,Geschenk::N,poklon,подарок
333,Spiel::N,igra,орсӧм
334,Gesellschaft::N,društvo,компания
335,Gesellschaft::N,kompanija,компания
336,Hilfe::N,pomoć,отсӧт
337,Freund::N,prijatelj,модз
338,Freund::N,prijatelj,дружок
339,Kamerad::N,drug,тӧдса
340,Kamerad::N,drugar,тӧдса
341,Angelegenheit::N,posao,дело
342,Anzahl::N,broj,лыд
343,Anzahl::N,brojnost,лыд
344,Art::N,vid,пӧлӧс
345,Art::N,vrst,пӧлӧс
346,Stück::N,komad,тор
347,Teil::N,dio,юкӧм
348,Hälfte::N,polovina,джын
349,Kreis::N,krug,круг
350,Kreuz::N,križ,перна
351,Linie::N,crta,визь
352,Strich::N,crta,кырӧв
353,Abstand::N,razmak,колас
354,Abstand::N,odstojanje,колас
355,Entfernung::N,udaljenost,ылына
356,Gegend::N,kraj,места
357,Gegend::N,predeo,места
358,Platz::N,mjesto,места
359,Ort::N,mjesto,места
360,Seite::N,bok,ладор
361,Seite::N,strana,ладор
362,Mitte::N,sredina,шӧр
363,Gegenstand::N,predmet,тор
364,Sache::N,posao,тор
365,Rand::N,rub,дор
366,Rand::N,kraj,дор
367,Kante::N,brid,ордлы
368,Kante::N,ivica,ордлы
369,Ecke::N,ugao,пельӧс
370,Spitze::N,vrh,йыв
371,Spitze::N,šiljak,йыв
372,Ende::N,konac,йыв
373,Loch::N,rupa,осьта
374,Winkel::N,kut,пельӧс
375,Winkel::N,ugao,пельӧс
376,Muster::N,uzor,сер
377,Größe::N,veličina,ыжда
378,Länge::N,duljina,кузя
379,Höhe::N,visina,сувда
380,Höhe::N,visina,вылына
381,Gewicht::N,težina,сьӧкта
382,Menge::N,mnoštvo,
383,Menge::N,količina,
384,Haufen::N,hrpa,куча
385,Haufen::N,gomila,куча
386,Reihe::N,red,лёдз
387,Boot::N,čun,пыж
388,Boot::N,čamac,пыж
389,Ruder::N,veslo,пелыс
390,Schlitten::N,saone,додь
391,Ski::N,ski,лямпа
392,Ski::N,smučka,лямпа
393,Lagerfeuer::N,logorska vatra,бипур
394,Last::N,tovar,тягота
395,Gang::N,hod,мунӧм
396,Schritt::N,korak,вожмӧв
397,Norden::N,sjever,ой
398,Süden::N,jug,лун
399,Westen::N,zapad,рытвыв
400,Osten::N,istok,асыв
401,Holz::N,drvo,пу
402,Brett::N,daska,пӧв
403,Platte::N,ploča,плита
404,Stütze::N,potpora,пика
405,Stange::N,motka,зор
406,Stange::N,motka,потш
407,Stock::N,štap,бедь
408,Stock::N,palica,бедь
409,Stab::N,štap,шест
410,Stab::N,šipka,шест
411,Rohr::N,cijev,труба
412,Haus::N,kuća,керку
413,Heim::N,dom,керку
414,Ofen::N,peć,пӧжавны
415,Fußboden::N,pod,джодж
416,Tisch::N,stol,пызан
417,Tisch::N,trpeza,пызан
418,Stuhl::N,stolac,стул
419,Stuhl::N,stolica,стул
420,Wiege::N,kolijevka,зыбка
421,Bett::N,krevet,кровать
422,Bett::N,postelja,кровать
423,Regal::N,polica,джадж
424,Kiste::N,sanduk,ящик
425,Fenster::N,prozor,ӧшын
426,Tür::N,vrata,ыбӧс
427,Tor::N,vrata,ворота
428,Tor::N,kapija,ворота
429,Zaun::N,plot,забор
430,Zaun::N,ograda,забор
431,Dach::N,krov,крыша
432,Leiter::N,ljestve,лиснич
433,Leiter::N,ljestvice,лиснич
434,Besen::N,metla,рос
435,Spaten::N,ašov,зыр
436,Schaufel::N,lopata,зыр
437,Gabel::N,viljuška,вила
438,Löffel::N,žlica,пань
439,Messer::N,nož,пурт
440,Nagel::N,čavao,кӧрттув
441,Netz::N,mreža,кыйӧт
442,Haken::N,kuka,ем
443,Griff::N,držak,пу
444,Griff::N,ručica,пу
445,Schloss::N,brava,замок
446,Bild::N,slika,картина
447,Figur::N,figura,мыгӧр
448,Puppe::N,lutka,акань
449,Beutel::N,kesa,мешӧк
450,Bündel::N,snop,нин
451,Bündel::N,svežanj,нин
452,Tasche::N,torba,сумка
453,Tasche::N,taška,сумка
454,Eimer::N,kabao,ведра
455,Deckel::N,poklopac,вевт
456,Geschirr::N,suđe,доз
457,Geschirr::N,suđe,бекӧрпань
458,Geschirr::N,posuđe,доз
459,Geschirr::N,posuđe,бекӧрпань
460,Sack::N,džak,мешӧк
461,Sack::N,vreća,мешӧк
462,Tasse::N,šalica,бекӧр
463,Topf::N,lonac,кастрюля
464,Kessel::N,kazan,пӧрт
465,Essen::N,obrok,сёйӧм
466,Nahrung::N,hrana,вердан
467,Speise::N,jelo,сёян
468,Fleisch::N,meso,яй
469,Getreide::N,žito,сю
470,Getreide::N,žitarice,сю
471,Brei::N,kaša,каша
472,Brot::N,kruh,нянь
473,Scheibe::N,kriška,шӧрӧм
474,Fett::N,mast,гос
475,Fett::N,salo,гос
476,Butter::N,buter,ви
477,Butter::N,maslac,ви
478,Öl::N,ulje,ви
479,Salz::N,sol,сов
480,Suppe::N,supa,шыд
481,Honig::N,med,ма
482,Milch::N,mlijeko,йӧв
483,Tee::N,čaj,чай
484,Leder::N,koža,кучик
485,Wolle::N,vuna,гӧн
486,Stoff::N,štof,дӧра
487,Stoff::N,tkanina,дӧра
488,Nadel::N,igla,ем
489,Faden::N,nit,сунис
490,Faden::N,konac,сунис
491,Knopf::N,dugme,кизь
492,Knoten::N,čvor,узӧв
493,Knoten::N,čvor,гӧрӧд
494,Knoten::N,uzao,узӧв
495,Knoten::N,uzao,гӧрӧд
496,Farbe::N,farba,краска
497,Kleidung::N,odjeća,паськӧм
498,Hemd::N,košulja,йӧрнӧс
499,Kragen::N,ovratnik,воротник
500,Ärmel::N,rukav,сос
501,Hose::N,hlače,вешьян
502,Gürtel::N,pas,йи
503,Gürtel::N,pojas,йи
504,Mütze::N,kapa,шапка
505,Schuh::N,cipela,ботинки
506,Stiefel::N,čizma,сапог
507,Ring::N,prsten,чунькытш
508,Band::N,vrpca,ленточка
509,Kamm::N,češalj,сынан
510,Spiegel::N,zrcalo,зеркало
511,Spiegel::N,ogledalo,зеркало
512,Riemen::N,kaiš,ремень
513,Riemen::N,remen,ремень
514,Schnur::N,vrpca,гез
515,Leine::N,uzica,повод
516,Decke::N,ćebe,одеяло
517,Decke::N,pokrivač,одеяло
518,Kissen::N,jastuk,подушка
519,Tuch::N,rubac,чышьян
520,Tuch::N,marama,чышьян
521,Handtuch::N,ručnik,чышкӧт
522,Kraft::N,snaga,прак
523,Stärke::N,jakost,вын
524,Gesundheit::N,zdravlje,здоровье
525,Krankheit::N,bolest,шог
526,Schmerz::N,bol,зубыт
527,Wunde::N,rana,рана
528,Fieber::N,groznica,лёк тресся
529,Fieber::N,groznica,кынтан шогӧт
530,Arznei::N,lijek,лекарство
531,Brücke::N,most,пос
532,Brücke::N,ćuprija,пос
533,Brunnen::N,bunar,колодец 
534,Brunnen::N,zdenac,колодец 
535,Weide::N,paša,пода йирсян
536,Weide::N,pašnjak,пода йирсян
537,Pfad::N,staza,туй
538,Weg::N,put,туй
539,Straße::N,drum,туй
540,Straße::N,cesta,туй
541,Dorf::N,selo,деревня
542,Stadt::N,grad,город
543,Stadt::N,varoš,город
544,Brief::N,list,гижӧт
545,Brief::N,pismo,гижӧт
546,Buch::N,knjiga,книга
547,Buchstabe::N,slovo,буква
548,Zeitung::N,novine,газета
549,Leben::N,život,олан
550,Tod::N,smrt,кулӧм
551,Grab::N,raka,гу
552,Kirche::N,crkva,вичку
553,Sünde::N,grijeh,грек
554,Gott::N,bog,ен
555,Arbeiter::N,radnik,уджалiсь
556,Chef::N,šef,начальник
557,Meister::N,majstor,мастер
558,Arzt::N,liječnik,врач
559,Lehrer::N,učitelj,велӧтісь
560,Geld::N,novac,деньга
561,Geschäft::N,posao,удж
562,Geschäft::N,trgovina,удж
563,Laden::N,dućan,магазин
564,Preis::N,cijena,дон
565,Ware::N,roba,товар
566,Nutzen::N,korist,путь
567,Reichtum::N,bogatstvo,богатство
568,Welt::N,svijet,му
569,Land::N,zemlja,страна
570,Staat::N,država,государство
571,König::N,kralj,кан
572,Macht::N,moć,власть
573,Macht::N,vlast,власть
574,Grenze::N,granica,граница
575,Krieg::N,rat,война
576,Feind::N,neprijatelj,враг
577,Gewalt::N,sila,
578,Gewalt::N,nasilje,
579,Kampf::N,boj,нярасьӧм
580,Kampf::N,boj,вермасьӧм
581,Kampf::N,borba,нярасьӧм
582,Kampf::N,borba,вермасьӧм
583,Bogen[Waffe]::N,luk,лук
584,Pfeil::N,strijela,ньӧв
585,Gewehr::N,puška,ружьё
586,Fehler::N,pogreška,ошибка
587,Fehler::N,griješka,ошибка
588,Lüge::N,laž,ылӧтӧм
589,Lüge::N,laž,пӧрьялӧм
590,Schaden::N,šteta,лёк
591,Unglück::N,nesreća,пик
592,Unglück::N,nesreća,оказзё
593,Schuld::N,krivnja,вина
594,Alter::N,dob,
595,Schluss::N,kraj,ком
596,Schluss::N,konac,ком
597,Zeit::N,doba,кад
598,Zeit::N,vrijeme,кад
599,Tag::N,dan,лун
600,Morgen::N,jutro,асыв
601,Mittag::N,podne,луншӧр кад
602,Abend::N,veče,рыт
603,Abend::N,večer,рыт
604,Nacht::N,noć,ой
605,Woche::N,sedmica,неделя
606,Monat::N,mjesec,тӧлicь
607,Jahr::N,godina,год
608,Frühling::N,proljeće,тулыс
609,Sommer::N,ljeto,гожум
610,Herbst::N,jesen,ар
611,Winter::N,zima,тӧв
612,Januar::N,januar,январ
613,Januar::N,siječanj,январ
614,Februar::N,veljača,февраль
615,Februar::N,februar,февраль
616,März::N,mart,март
617,März::N,ožujak,март
618,April::N,april,апрель
619,April::N,travanj,апрель
620,Mai::N,maj,май
621,Mai::N,svibanj,май
622,Juni::N,juni,юнь
623,Juni::N,lipanj,юнь
624,Juli::N,juli,юль
625,Juli::N,srpanj,юль
626,August::N,august,август
627,August::N,kolovoz,август
628,September::N,rujan,сентяб
629,September::N,septembar,сентяб
630,Oktober::N,oktobar,октяб
631,Oktober::N,listopad,октяб
632,November::N,studeni,нояб
633,November::N,novembar,нояб
634,Dezember::N,prosinac,декаб
635,Montag::N,ponedjeljak,вильлун
636,Montag::N,ponedjeljnik,вильлун
637,Dienstag::N,utorak,мӧдӧдзлун
638,Dienstag::N,utornik,мӧдӧдзлун
639,Mittwoch::N,srijeda,шӧрлун
640,Donnerstag::N,četvrtak,нёльӧдзлун
641,Freitag::N,petak,витӧдзлун
642,Samstag::N,subota,пывсянлун
643,Sonntag::N,nedjelja,кресення
644,groß::A,velik,ыджыт
645,klein::A,mali,учӧтик
646,klein::A,malen,учӧтик
647,lang::A,dug,кузь
648,lang::A,dugačak,кузь
649,kurz::A,kratak,дженыт
650,breit::A,širok,ота
651,schmal::A,uski,векнит
652,schmal::A,uzak,векнит
653,dicht::A,gust,тшӧк
654,dick[Gegenstand]::A,debeo,кыз
655,dünn::A,tanak,вӧснит
656,fein::A,fin,вӧснит
657,fein::A,tanak,вӧснит
658,fest::A,čvrst,крепыт
659,flach::A,ravan,лапкӧса
660,flach::A,plosnat,лапкӧса
661,glatt::A,gladak,волькыт
662,hart::A,tvrd,чӧрыт
663,weich::A,mek,небыт
664,weich::A,mekan,небыт
665,rund::A,okrugao,гӧгрӧса
666,spitz::A,oštar,ёся
667,spitz::A,šiljast,ёся
668,scharf::A,oštar,лэчыт
669,scharf::A,bridak,лэчыт
670,stumpf::A,tup,ныж
671,schwer::A,težak,сьӧкыт
672,schön::A,krasan,басӧк
673,heiß::A,vruć,жар
674,warm::A,topao,шоныт
675,kalt::A,hladan,кӧдзыт
676,kühl::A,hladan,сайкыт
677,frisch::A,svjež,виль
678,feucht::A,vlažan,вакодь
679,nass::A,mokar,ва
680,trocken::A,suh,кӧс
681,voll::A,pun,тыра
682,leer::A,prazan,тыртӧм
683,offen::A,otvoren,оссьӧм
684,geschlossen::A,zatvoren,игана
685,geschlossen::A,zatvoren,пӧдана
686,sauber::A,čist,сӧдз
687,sauber::A,čist,сӧстӧм
688,schmutzig::A,nečist,нятьӧсь
689,schmutzig::A,blatan,нятьӧсь
690,roh::A,sirov,путӧм
691,reif::A,zreo,кисьмалӧм
692,lecker::A,tečan,кӧра 
693,lecker::A,ukusan,кӧра 
694,süß::A,sladak,чӧскыт
695,bitter::A,gorak,курыт
696,sauer::A,kiseo,шӧма 
697,hell::A,vedar,югыт
698,hell::A,svijetao,югыт
699,dunkel::A,taman,пемыт
700,schwarz::A,crn,сьӧд
701,weiß::A,bio,чочком
702,weiß::A,bijel,чочком
703,rot::A,crven,гӧрд
704,gelb::A,žut,веж
705,blau::A,plav,лӧз
706,blau::A,modar,лӧз
707,grün::A,zelen,веж
708,grau::A,siv,руд
709,grau::A,siv,бусӧй
710,bunt::A,šaren,быдрӧма
711,billig::A,jeftin,донтӧм
712,teuer::A,skup,дона
713,wertvoll::A,vrijedan,дона
714,wertvoll::A,dragocjen,дона
715,blind::A,slijep,синтӧм
716,taub::A,gluh,пельтӧм
717,kräftig::A,snažan,вына
718,stark::A,jak,вына
719,stark::A,snažan,вына
720,schwach::A,slab,некодя
721,fett::A,pretio,госа
722,schlank::A,vitak,статя
723,hübsch::A,zgodan,басӧк
724,böse::A,zao,лёк
725,böse::A,opak,лёк
726,dumm::A,glup,бӧбӧв
727,dumm::A,glup,вежӧртӧм
728,faul::A,lijen,дыш
729,fleißig::A,radin,уджалicь
730,fleißig::A,marljiv,уджалicь
731,geizig::A,škrt,жикмӧра
732,geizig::A,škrt,горшаліcь
733,klug::A,razborit,авья
734,klug::A,razborit,вежӧра
735,geschickt::A,vješt,кипода
736,lieb::A,drag,муса
737,lieb::A,drag,дзулиньӧй
738,lustig::A,veseo,гажа
739,sanft::A,blag,лебезнӧй
740,hungrig::A,gladan,тшыг
741,krank::A,bolestan,шогалiсь
742,nackt::A,nag,куш
743,traurig::A,tužan,жугыль
744,traurig::A,žalostan,жугыль
745,lebendig::A,živ,ловья
746,gut::A,dobar,бур
747,schlecht::A,loš,умӧль
748,schlecht::A,rđav,умӧль
749,richtig::A,tačan,
750,richtig::A,ispravan,
751,schlimm::A,zao,нештӧм
752,schlimm::A,zločest,нештӧм
753,wahr::A,istinit,
754,alt::A,star,важ
755,neu::A,nov,виль
756,ehemalig::A,bivši,вӧвлӧм
757,alt[Lebewesen]::A,star,года
758,alt[Lebewesen]::A,star,годдэза
759,jung::A,mlad,том
760,arm::A,ubog,гов
761,arm::A,ubog,беднӧй
762,arm::A,siromašan,гов
763,arm::A,siromašan,беднӧй
764,reich::A,bogat,эма
765,bekannt::A,poznat,тӧдса
766,berühmt::A,čuven,
767,berühmt::A,slavan,
768,fremd::A,tuđ,чужӧй
769,fremd::A,stran,чужӧй
770,verschieden::A,razan,быдкодь
771,verschieden::A,različan,быдкодь
772,nah::A,blizak,матiсь
773,fern::A,dalek,ылicь
774,fern::A,daljnji,ылicь
775,linker::A,lijevi,шульга
776,rechter::A,desni,веськытланись
777,anderer::A,drugi,мукӧд
778,anderer::A,drugačiji,мукӧд
779,erster::A,prvi,медодзза
780,zweiter::A,drugi,кыкӧт
781,dritter::A,treći,куимӧт
782,dritter::A,treći,куимӧдз
783,letzter::A,zadnji,бӧрья
784,letzter::A,zadnji,мёдбӧрья
785,allein::ADV,sam,
786,auf einmal::ADV,istodobno,тшӧтш
787,zusammen::ADV,skupa,ӧтлаын
788,zusammen::ADV,zajedno,ӧтлаын
789,lange::ADV,dugo,дыр
790,plötzlich::ADV,naglo,друг
791,plötzlich::ADV,iznenada,друг
792,sofort::ADV,odmah,тшӧтш
793,später::ADV,kasnije,медбӧрын
794,jetzt::ADV,sad,ӧні
795,jetzt::ADV,sada,ӧні
796,heute::ADV,danas,талун
797,morgen::ADV,sutra,ашын
798,bald::ADV,skoro,чожа
799,bald::ADV,doskora,чожа
800,dann::ADV,zatim,сыбӧрын
801,gestern::ADV,juče,тӧн
802,gestern::ADV,jučer,тӧн
803,einst::ADV,negda,ӧтпыр
804,einst::ADV,nekada,ӧтпыр
805,damals::ADV,tada,сэк
806,damals::ADV,tada,сэки
807,damals::ADV,onda,сэк
808,damals::ADV,onda,сэки
809,danach::ADV,poslije,сэсся
810,danach::ADV,nakon toga,сэсся
811,vorher::ADV,prije,одзжык
812,vorher::ADV,prije toga,одзжык
813,zuerst::ADV,prvo,наперво
814,zuerst::ADV,najprije,наперво
815,einmal::ADV,jednom,ӧтпыр
816,einmal::ADV,jedanput,ӧтпыр
817,manchmal::ADV,katkad,мукӧдпыр
