,Concept_ID,lt,bg
80,Stein::N,akmuo,камък
81,Boden::N,žemė,земя
82,Boden::N,žemė,почва
83,Boden::N,dugnas,земя
84,Boden::N,dugnas,почва
85,Erde::N,žemė,земя
86,Erde::N,žemė,почва
87,Staub::N,dulkės,прах
88,Rauch::N,dūmai,дим
89,Rauch::N,dūmai,пушек
90,Funke::N,kibirkštis,искра
91,Feuer::N,ugnis,огън
92,Licht::N,šviesa,светлина
93,Schatten::N,paūksmė,сянка
94,Wetter::N,oras,време
95,Nebel::N,migla,мъгла
96,Nebel::N,rūkas,мъгла
97,Wolke::N,debesis,облак
98,Regen::N,lietus,дъжд
99,Schnee::N,sniegas,сняг
100,Eis::N,ledas,лед
101,Frost::N,šalna,мраз
102,Kälte::N,šaltis,студ
103,Hitze::N,karštis,жега
104,Hitze::N,karštis,горещина
105,Raureif::N,šerkšnas,скреж
106,Raureif::N,šerkšnas,слана
107,Regenbogen::N,vaivorykštė,дъга
108,Donner::N,perkūnas,гръм
109,Donner::N,griaustinis,гръм
110,Strömung::N,tėkmė,течение
111,Tropfen::N,lašas,капка
112,Schaum::N,putos,пяна
113,Schmutz::N,purvas,кал
114,Schmutz::N,purvas,мръсотия
115,See::N,ežeras,езеро
116,Sumpf::N,klampynė,блато
117,Sumpf::N,liūnas,блато
118,Moor::N,pelkė,мочурище
119,Wiese::N,pieva,ливада
120,Wald::N,miškas,гора
121,Hügel::N,kalva,рид
122,Hügel::N,kalva,хълм
123,Anhöhe::N,kauburys,могила
124,Anhöhe::N,kauburys,възвишение
125,Berg::N,kalnas,планина
126,Gipfel::N,viršūnė,връх
127,Höhle::N,ola,пещера
128,Abhang::N,šlaitas,склон
129,Abhang::N,šlaitas,стръмнина
130,Abhang::N,nuokalnė,склон
131,Abhang::N,nuokalnė,стръмнина
132,Quelle::N,versmė,извор
133,Quelle::N,šaltinis,извор
134,Bach::N,upelis,поток
135,Fluss::N,upė,река
136,Ufer::N,krantas,бряг
137,Küste::N,pajūris,бряг
138,Küste::N,pajūris,крайбрежие
139,Festland::N,sausuma,суша
140,Meer::N,jūra,море
141,Bucht::N,įlanka,залив
142,Bucht::N,užutekis,залив
143,Insel::N,sala,остров
144,Blume::N,gėlė,цвете
145,Gras::N,žolė,трева
146,Wurzel::N,šaknis,корен
147,Baum::N,medis,дърво
148,Stamm::N,kamienas,стъбло
149,Rinde::N,žievė,кора
150,Ast::N,šaka,клон
151,Zweig::N,šakelė,клон
152,Blatt::N,lapas,лист
153,Birke::N,beržas,бреза
154,Kiefer[Baum]::N,pušis,бор
155,Weide[Baum]::N,karklas,върба
156,Tanne::N,eglė,ела
157,Tanne::N,kėnis,ела
158,Horn::N,ragas,рог
159,Feder::N,plunksna,перо
160,Fell::N,kailis,кожа
161,Flügel::N,sparnas,крило
162,Klaue::N,kanopa,нокът
163,Kralle::N,nagas,нокът
164,Schwanz::N,uodega,опашка
165,Ei::N,kiaušinis,яйце
166,Nest::N,gūžta,гнездо
167,Nest::N,lizdas,гнездо
168,Bau::N,ola,дупка
169,Tier::N,gyvūnas,животно
170,Herde::N,banda,стадо
171,Herde::N,kaimenė,стадо
172,Kuh::N,karvė,крава
173,Bulle::N,bulius,бик
174,Pferd::N,arklys,кон
175,Schaf::N,avis,овца
176,Schwein::N,kiaulė,свиня
177,Hund::N,šuo,куче
178,Katze::N,katė,котка
179,Bär::N,lokys,мечка
180,Eichhörnchen::N,voveraitė,катерица
181,Elch::N,briedis,лос
182,Fuchs::N,lapė,лисица
183,Hase::N,kiškas,заек
184,Maus::N,pelė,мишка
185,Wolf::N,vilkas,вълк
186,Vogel::N,paukštis,птица
187,Schwarm::N,spiečius,рой
188,Schwarm::N,spiečius,рояк
189,Huhn::N,višta,кокошка
190,Hahn::N,gaidys,петел
191,Gans::N,žąsis,гъска
192,Adler::N,erelis,орел
193,Ente::N,antis,патица
194,Eule::N,pelėda,сова
195,Kranich::N,gervė,жерав
196,Krähe::N,varna,врана
197,Kuckuck::N,gegužė,кукувица
198,Schwan::N,gulbė,лебед
199,Fisch::N,žuvis,риба
200,Barsch::N,ešerys,костур
201,Hecht::N,lydeka,щука
202,Schlange[Tier]::N,gyvatė,змия
203,Wurm::N,kirmėlė,червей
204,Spinne::N,voras,паяк
205,Ameise::N,skruzdė,мравка
206,Laus::N,utėlė,въшка
207,Mücke::N,uodas,комар
208,Fliege::N,musė,муха
209,Schmetterling::N,drugys,пеперуда
210,Schmetterling::N,peteliškė,пеперуда
211,Beere::N,uoga,плод
212,Apfel::N,obuolys,ябълка
213,Pilz::N,grybas,гъба
214,Zwiebel::N,svogūnas,лук
215,Zwiebel::N,svogūnas,кромид
216,Saat::N,sėkla,семе
217,Korn::N,grūdai,зърно
218,Heu::N,šienas,сено
219,Schale::N,žievelė,кора
220,Grube::N,duobė,яма
221,Grube::N,duobė,дупка
222,Falle::N,pinklės,примка
223,Falle::N,žabangai,примка
224,Schlinge::N,kilpa,клуп
225,Spur::N,vėžė,диря
226,Spur::N,vėžė,следа
227,Spur::N,pėdos,диря
228,Spur::N,pėdos,следа
229,Spur::N,pėdsakas,диря
230,Spur::N,pėdsakas,следа
231,Asche::N,pelenai,пепел
232,Dreck::N,purvas,кал
233,Eisen::N,geležis,желязо
234,Gold::N,auksas,злато
235,Silber::N,sidabras,сребро
236,Kohle::N,anglis,въглища
237,Glas::N,stiklas,стъкло
238,Lehm::N,molis,глина
239,Sand::N,smėlis,пясък
240,Mensch::N,žmogus,човек
241,Mann::N,vyras,мъж
242,Mann::N,vyriškis,мъж
243,Frau::N,moteris,жена
244,Kind::N,vaikas,дете
245,Junge::N,vaikinas,момче
246,Junge::N,berniukas,момче
247,Mädchen::N,mergytė,момиче
248,Mädchen::N,mergaitė,момиче
249,Familie::N,šeima,фамилия
250,Familie::N,šeima,семейство
251,Großvater::N,senelis,дядо
252,Großmutter::N,senelė,баба
253,Eltern::N,tėvai,родители
254,Vater::N,tėvas,баща
255,Mutter::N,motina,майка
256,Sohn::N,sūnus,син
257,Tochter::N,duktė,дъщеря
258,Bruder::N,brolis,брат
259,Schwester::N,sesuo,сестра
260,Onkel::N,dėdė,чичо
261,Onkel::N,dėdė,вуйчо
262,Tante::N,teta,леля
263,Ehemann::N,vyras,съпруг
264,Ehefrau::N,žmona,съпруга
265,Freude::N,džiaugsmas,радост
266,Gelächter::N,juokas,смях
267,Glück::N,laimė,щастие
268,Kummer::N,vargas,тъга
269,Kummer::N,rūpestis,тъга
270,Wunsch::N,troškimas,желание
271,Wunsch::N,pageidavimas,желание
272,Lust::N,noras,желание
273,Lust::N,geidulys,желание
274,Geist::N,dvasia,дух
275,Gedanke::N,mintis,мисъл
276,Gedächtnis::N,atmintis,памет
277,Verstand::N,protas,ум
278,Verstand::N,protas,разум
279,Sinn::N,prasmė,смисъл
280,Grund::N,priežastis,причина
281,Wahrheit::N,tiesa,правда
282,Wahrheit::N,teisybė,правда
283,Gespräch::N,pokalbis,разговор
284,Märchen::N,pasaka,приказка
285,Erzählung::N,apsakymas,разказ
286,Erzählung::N,pasakojimas,разказ
287,Nachricht::N,žinia,вест
288,Nachricht::N,žinia,известие
289,Neuigkeit::N,naujiena,новина
290,Name::N,vardas,име
291,Rätsel::N,mįslė,гатанка
292,Rede::N,kalba,реч
293,Rede::N,kalba,слово
294,Sprache::N,kalba,език
295,Stimme::N,balsas,глас
296,Wort::N,žodis,дума
297,Zeichen::N,žymė,знак
298,Zeichen::N,ženklas,знак
299,Ruf::N,šauksmas,зов
300,Lärm::N,triukšmas,шум
301,Lärm::N,triukšmas,глъчка
302,Laut::N,garsas,звук
303,Ton::N,tonas,тон
304,Ton::N,garsas,тон
305,Lied::N,daina,песен
306,Lied::N,giesmė,песен
307,Ruhe::N,ramybė,тишина
308,Ruhe::N,ramybė,спокойствие
309,Ruhe::N,ramumas,тишина
310,Ruhe::N,ramumas,спокойствие
311,Leute::N,žmonės,хора
312,Volk::N,tauta,народ
313,Arbeit::N,darbas,труд
314,Arbeit::N,darbas,работа
315,Arbeit::N,triūsas,труд
316,Arbeit::N,triūsas,работа
317,Gast::N,svečias,гост
318,Geschenk::N,dovana,дар
319,Geschenk::N,dovana,подарък
320,Spiel::N,žaismas,игра
321,Spiel::N,žaidimas,игра
322,Gesellschaft::N,draugija,общество
323,Gesellschaft::N,kompanija,общество
324,Hilfe::N,pagalba,помощ
325,Freund::N,draugas,приятел
326,Freund::N,bičiulis,приятел
327,Kamerad::N,draugas,другар
328,Angelegenheit::N,dalykas,работа
329,Angelegenheit::N,reikalas,работа
330,Anzahl::N,kiekis,брой
331,Anzahl::N,kiekis,количество
332,Anzahl::N,skaičius,брой
333,Anzahl::N,skaičius,количество
334,Art::N,rūšis,вид
335,Stück::N,gabalas,къс
336,Stück::N,gabalas,парче
337,Teil::N,dalis,дял
338,Teil::N,dalis,част
339,Hälfte::N,pusė,половина
340,Kreis::N,ratas,кръг
341,Kreis::N,apskritis,кръг
342,Kreis::N,apskritimas,кръг
343,Kreuz::N,kryžius,кръст
344,Linie::N,linija,черта
345,Strich::N,brėžis,щрих
346,Strich::N,brėžis,черта
347,Strich::N,brūkšnys,щрих
348,Strich::N,brūkšnys,черта
349,Abstand::N,atstumas,дистанция
350,Abstand::N,atstumas,разстояние
351,Entfernung::N,atstumas,разстояние
352,Gegend::N,vietovė,местност
353,Platz::N,vieta,място
354,Ort::N,vieta,място
355,Ort::N,vietovė,място
356,Seite::N,pusė,страна
357,Seite::N,šonas,страна
358,Mitte::N,vidurys,среда
359,Gegenstand::N,dalykas,предмет
360,Sache::N,daiktas,вещ
361,Rand::N,kraštas,ръб
362,Rand::N,pakraštys,ръб
363,Kante::N,kraštas,ръб
364,Kante::N,kraštas,кант
365,Ecke::N,kertė,ъгъл
366,Ecke::N,kampas,ъгъл
367,Spitze::N,priekis,връх
368,Spitze::N,priekis,острие
369,Spitze::N,priešakys,връх
370,Spitze::N,priešakys,острие
371,Ende::N,galas,край
372,Loch::N,skylė,дупка
373,Winkel::N,kampas,кът
374,Winkel::N,kampas,ъгъл
375,Winkel::N,kampelis,кът
376,Winkel::N,kampelis,ъгъл
377,Muster::N,raštas,десен
378,Muster::N,raštas,образец
379,Größe::N,dydis,големина
380,Größe::N,didumas,големина
381,Länge::N,ilgis,дължина
382,Länge::N,ilgumas,дължина
383,Höhe::N,aukštis,висота
384,Höhe::N,aukštis,височина
385,Höhe::N,aukštuma,висота
386,Höhe::N,aukštuma,височина
387,Gewicht::N,svoris,тегло
388,Gewicht::N,svoris,тежест
389,Gewicht::N,svarstis,тегло
390,Gewicht::N,svarstis,тежест
391,Menge::N,kiekis,количество
392,Menge::N,daugybė,количество
393,Haufen::N,krūva,куп
394,Haufen::N,krūva,грамада
395,Haufen::N,šūsnis,куп
396,Haufen::N,šūsnis,грамада
397,Reihe::N,greta,ред
398,Reihe::N,greta,редица
399,Boot::N,valtis,лодка
400,Boot::N,laivelis,лодка
401,Ruder::N,irklas,весло
402,Ruder::N,irklas,гребло
403,Schlitten::N,rogės,шейна
404,Schlitten::N,rogutės,шейна
405,Ski::N,slidė,ски
406,Lagerfeuer::N,laužas,огнище
407,Last::N,našta,товар
408,Last::N,nešulys,товар
409,Gang::N,eisena,ход
410,Gang::N,eisena,вървеж
411,Schritt::N,žingsnis,стъпка
412,Norden::N,šiaurė,север
413,Norden::N,žiemiai,север
414,Süden::N,pietūs,юг
415,Westen::N,vakarai,запад
416,Osten::N,rytai,изток
417,Holz::N,mediena,дърво
418,Brett::N,lenta,дъска
419,Platte::N,plokštė,
420,Stütze::N,atrama,
421,Stütze::N,atspara,
422,Stange::N,lazda,прът
423,Stange::N,lazda,върлина
424,Stange::N,kartis,прът
425,Stange::N,kartis,върлина
426,Stock::N,lazda,прът
427,Stock::N,lazda,тояга
428,Stab::N,kartis,прът
429,Rohr::N,vamzdis,цев
430,Rohr::N,vamzdis,тръба
431,Haus::N,namas,къща
432,Heim::N,namai,дом
433,Ofen::N,krosnis,печка
434,Fußboden::N,grindys,под
435,Tisch::N,stalas,маса
436,Stuhl::N,kėdė,стол
437,Wiege::N,lopšys,люлка
438,Bett::N,lova,легло
439,Bett::N,lova,креват
440,Bett::N,patalai,легло
441,Bett::N,patalai,креват
442,Regal::N,lentyna,рафт
443,Regal::N,lentyna,етажерка
444,Kiste::N,dėžė,кутия
445,Kiste::N,dėžė,сандък
446,Fenster::N,langas,прозорец
447,Tür::N,durys,врата
448,Tor::N,vartai,врата
449,Zaun::N,tvora,ограда
450,Dach::N,stogas,покрив
451,Leiter::N,kopėčios,стълба
452,Besen::N,šluota,метла
453,Spaten::N,lopeta,лопата
454,Spaten::N,kastuvas,лопата
455,Schaufel::N,semtuvas,лопата
456,Gabel::N,šakutė,вилица
457,Löffel::N,šaukštas,лъжица
458,Messer::N,peilis,нож
459,Nagel::N,vinis,гвоздей
460,Netz::N,tinklas,мрежа
461,Haken::N,vagis,кука
462,Haken::N,vagis,закачалка
463,Haken::N,kablys,кука
464,Haken::N,kablys,закачалка
465,Griff::N,kotas,ръчка
466,Griff::N,kotas,дръжка
467,Griff::N,rankena,ръчка
468,Griff::N,rankena,дръжка
469,Schloss::N,spyna,брава
470,Schloss::N,spyna,ключалка
471,Schloss::N,užraktas,брава
472,Schloss::N,užraktas,ключалка
473,Bild::N,paveikslas,картина
474,Figur::N,figūra,фигура
475,Puppe::N,lėlė,кукла
476,Beutel::N,krepšys,кесия
477,Beutel::N,maišelis,кесия
478,Bündel::N,ryšulys,връзка
479,Tasche::N,krepšelis,чанта
480,Eimer::N,kibiras,кофа
481,Deckel::N,dangtis,капак
482,Deckel::N,dangtis,похлупак
483,Geschirr::N,indai,съдове
484,Sack::N,maišas,чувал
485,Tasse::N,puodukas,чаша
486,Topf::N,puodas,гърне
487,Topf::N,puodas,тенджера
488,Kessel::N,katilas,котел
489,Essen::N,valgis,ядене
490,Nahrung::N,penas,храна
491,Nahrung::N,maistas,храна
492,Speise::N,patiekalas,ястие
493,Fleisch::N,mėsa,месо
494,Getreide::N,javai,зърнено храни
495,Brei::N,košė,каша
496,Brot::N,duona,хляб
497,Scheibe::N,riekė,резен
498,Fett::N,taukai,мазнина
499,Fett::N,riebalai,мазнина
500,Butter::N,sviestas,масло
501,Öl::N,aliejus,олио
502,Öl::N,aliejus,оливия
503,Salz::N,druska,сол
504,Suppe::N,sriuba,супа
505,Honig::N,medus,мед
506,Milch::N,pienas,мляко
507,Tee::N,arbata,чай
508,Leder::N,oda,кожа
509,Wolle::N,vilna,вълна
510,Stoff::N,audeklas,плат
511,Stoff::N,audeklas,материал
512,Nadel::N,adata,игла
513,Faden::N,gija,конец
514,Faden::N,siūlas,конец
515,Knopf::N,saga,копче
516,Knoten::N,mazgas,възел
517,Farbe::N,dažai,боя
518,Kleidung::N,rūbai,дрехи
519,Kleidung::N,rūbai,облекло
520,Kleidung::N,drabužiai,дрехи
521,Kleidung::N,drabužiai,облекло
522,Hemd::N,marškiniai,риза
523,Kragen::N,apykaklė,яка
524,Ärmel::N,rankovė,ръкав
525,Hose::N,kelnės,панталони
526,Gürtel::N,juosta,пояс
527,Gürtel::N,juosta,колан
528,Gürtel::N,diržas,пояс
529,Gürtel::N,diržas,колан
530,Mütze::N,kepurė,каскет
531,Mütze::N,kepurė,фуражка
532,Schuh::N,batas,обувка
533,Stiefel::N,auliniai batai,ботуш
534,Ring::N,žiedas,пръстен
535,Band::N,kaspinas,лента
536,Band::N,kaspinas,връзка
537,Kamm::N,šukos,гребен
538,Spiegel::N,veidrodis,огледало
539,Riemen::N,diržas,каиш
540,Riemen::N,diržas,ремък
541,Schnur::N,virvė,връв
542,Leine::N,pavadėlis,връв
543,Leine::N,pavadėlis,въже
544,Decke::N,antklodė,покривка
545,Kissen::N,pagalvė,възглавница
546,Kissen::N,priegalvis,възглавница
547,Tuch::N,skarelė,сукно
548,Handtuch::N,rankšluostis,пешкир
549,Handtuch::N,rankšluostis,кърпа за лице
550,Kraft::N,jėga,мощ
551,Kraft::N,jėga,сила
552,Stärke::N,stiprumas,сила
553,Gesundheit::N,sveikata,здраве
554,Krankheit::N,liga,болест
555,Schmerz::N,skausmas,болка
556,Wunde::N,žaizda,рана
557,Fieber::N,karštis,треска
558,Fieber::N,karštis,температура
559,Arznei::N,vaistas,лек
560,Arznei::N,vaistas,лекарство
561,Brücke::N,tiltas,мост
562,Brunnen::N,šulinys,чешма
563,Brunnen::N,šulinys,кладенец
564,Weide::N,ganykla,паша
565,Weide::N,ganykla,пасище
566,Weide::N,gluosnis,паша
567,Weide::N,gluosnis,пасище
568,Pfad::N,takas,пътека
569,Weg::N,kelias,път
570,Straße::N,gatvė,шосе
571,Dorf::N,kaimas,село
572,Dorf::N,sodžius,село
573,Stadt::N,miestas,град
574,Brief::N,laiškas,писмо
575,Buch::N,knyga,книга
576,Buchstabe::N,raidė,буква
577,Zeitung::N,laikraštis,вестник
578,Leben::N,gyvybė,живот
579,Leben::N,gyvenimas,живот
580,Tod::N,mirtis,смърт
581,Grab::N,kapas,гроб
582,Kirche::N,bažnyčia,църква
583,Sünde::N,nuodėmė,грях
584,Sünde::N,nusidėjimas,грях
585,Gott::N,dievas,бог
586,Arbeiter::N,darbininkas,работник
587,Chef::N,šefas,шеф
588,Chef::N,šefas,началник
589,Chef::N,vadovas,шеф
590,Chef::N,vadovas,началник
591,Chef::N,viršininkas,шеф
592,Chef::N,viršininkas,началник
593,Meister::N,meistras,майстор
594,Arzt::N,gydytojas,лекар
595,Lehrer::N,mokytojas,учител
596,Geld::N,pinigai,пари
597,Geschäft::N,biznis,сделка
598,Laden::N,krautuvė,дюкян
599,Laden::N,krautuvė,магазин
600,Laden::N,parduotuvė,дюкян
601,Laden::N,parduotuvė,магазин
602,Preis::N,kaina,цена
603,Ware::N,prekė,стока
604,Nutzen::N,nauda,полза
605,Nutzen::N,nauda,облага
606,Nutzen::N,pelnas,полза
607,Nutzen::N,pelnas,облага
608,Reichtum::N,turtas,богатство
609,Welt::N,pasaulis,свят
610,Land::N,žemė,страна
611,Land::N,šalis,страна
612,Staat::N,valstija,щат
613,Staat::N,valstija,държава
614,König::N,karalius,крал
615,Macht::N,galia,мощ
616,Macht::N,galia,власт
617,Macht::N,valdžia,мощ
618,Macht::N,valdžia,власт
619,Grenze::N,riba,граница
620,Grenze::N,siena,граница
621,Krieg::N,karas,война
622,Feind::N,priešas,враг
623,Feind::N,priešas,неприятел
624,Gewalt::N,jėga,сила
625,Gewalt::N,jėga,насилие
626,Gewalt::N,smurtas,сила
627,Gewalt::N,smurtas,насилие
628,Gewalt::N,prievarta,сила
629,Gewalt::N,prievarta,насилие
630,Kampf::N,kova,борба
631,Kampf::N,kova,сражение
632,Bogen[Waffe]::N,lankas,лък
633,Pfeil::N,strėlė,стрела
634,Gewehr::N,šautuvas,пушка
635,Fehler::N,klaida,грешка
636,Lüge::N,melas,лъжа
637,Schaden::N,nuostolis,повреда
638,Schaden::N,apgadinimas,повреда
639,Unglück::N,nelaimė,нещастие
640,Schuld::N,kaltė,вина
641,Alter::N,amžius,възраст
642,Schluss::N,pabaiga,край
643,Zeit::N,laikas,време
644,Tag::N,diena,ден
645,Morgen::N,rytas,утро
646,Morgen::N,rytas,сутрин
647,Mittag::N,vidurdienis,обед
648,Mittag::N,vidurdienis,пладне
649,Abend::N,vakaras,вечер
650,Nacht::N,naktis,нощ
651,Woche::N,savaitė,седмица
652,Monat::N,mėnuo,месец
653,Jahr::N,metai,година
654,Frühling::N,pavasaris,пролет
655,Sommer::N,vasara,лято
656,Herbst::N,ruduo,есен
657,Winter::N,žiema,зима
658,Januar::N,sausis,януари
659,Februar::N,vasaris,февруари
660,März::N,kovas,март
661,April::N,balandis,април
662,Mai::N,gegužė,май
663,Juni::N,birželis,юни
664,Juli::N,liepa,юли
665,August::N,rugpjūtis,август
666,September::N,rugsėjis,септември
667,Oktober::N,spalis,октомври
668,November::N,lapkritis,ноември
669,Dezember::N,gruodis,декември
670,Montag::N,pirmadienis,понеделник
671,Dienstag::N,antradienis,вторник
672,Mittwoch::N,trečiadienis,сряда
673,Donnerstag::N,ketvirtadienis,четвъртък
674,Freitag::N,penktadienis,петък
675,Samstag::N,šeštadienis,събота
676,Sonntag::N,sekmadienis,неделя
677,groß::A,didis,едър
678,groß::A,didis,голям
679,groß::A,didelis,едър
680,groß::A,didelis,голям
681,klein::A,mažas,малък
682,klein::A,mažas,дребен
683,lang::A,ilgas,дълъг
684,kurz::A,trumpas,къс
685,breit::A,platus,широк
686,schmal::A,smulkus,тесен
687,dicht::A,tankus,гъст
688,dick[Gegenstand]::A,storas,дебел
689,dünn::A,plonas,тънък
690,fein::A,smulkus,фин
691,fein::A,smulkus,тънък
692,fest::A,kietas,твърд
693,fest::A,kietas,плътен
694,fest::A,tvirtas,твърд
695,fest::A,tvirtas,плътен
696,flach::A,lėkštas,равен
697,flach::A,lėkštas,плосък
698,flach::A,plokščias,равен
699,flach::A,plokščias,плосък
700,glatt::A,slidus,гладък
701,hart::A,kietas,твърд
702,hart::A,kietas,корав
703,weich::A,minkštas,мек
704,rund::A,apvalus,кръгъл
705,rund::A,apskritas,кръгъл
706,spitz::A,aštrus,островръх
707,spitz::A,smailus,островръх
708,scharf::A,aštrus,остър
709,stumpf::A,bukas,тъп
710,stumpf::A,atšipęs,тъп
711,schwer::A,sunkus,тежък
712,schön::A,gražus,хубав
713,schön::A,gražus,красив
714,heiß::A,karštas,жарък
715,warm::A,šiltas,топъл
716,kalt::A,šaltas,студен
717,kühl::A,vėsus,хладен
718,kühl::A,bejausmis,хладен
719,frisch::A,šviežias,свеж
720,feucht::A,drėgnas,влажен
721,nass::A,šlapias,мокър
722,trocken::A,sausas,сух
723,voll::A,pilnas,пълен
724,leer::A,tuščias,празен
725,offen::A,atviras,откровен
726,geschlossen::A,uždaras,закрит
727,geschlossen::A,uždaras,затворен
728,geschlossen::A,uždarytas,закрит
729,geschlossen::A,uždarytas,затворен
730,sauber::A,švarus,чист
731,schmutzig::A,nešvarus,мръсен
732,schmutzig::A,purvinas,мръсен
733,roh::A,žalias,суров
734,reif::A,prinokęs,зрял
735,reif::A,pribrendęs,зрял
736,lecker::A,gardus,вкусен
737,süß::A,saldus,сладък
738,bitter::A,kartus,горчив
739,sauer::A,gižus,кисел
740,sauer::A,rūgštus,кисел
741,hell::A,šviesus,ясен
742,hell::A,šviesus,светъл
743,hell::A,skaistus,ясен
744,hell::A,skaistus,светъл
745,dunkel::A,tamsus,тъмен
746,schwarz::A,juodas,черен
747,weiß::A,baltas,бял
748,rot::A,raudonas,червен
749,gelb::A,geltonas,жълт
750,blau::A,mėlynas,син
751,grün::A,žalias,зелен
752,grau::A,pilkas,сив
753,bunt::A,margas,шарен
754,bunt::A,margas,пъстър
755,bunt::A,spalvotas,шарен
756,bunt::A,spalvotas,пъстър
757,billig::A,pigus,евтин
758,teuer::A,brangus,скъп
759,wertvoll::A,vertingas,ценен
760,blind::A,aklas,сляп
761,taub::A,kurčias,глух
762,kräftig::A,stiprus,силен
763,stark::A,stiprus,здрав
764,stark::A,stiprus,силен
765,schwach::A,silpnas,слаб
766,fett::A,riebus,тлъст
767,schlank::A,laibas,тънък
768,schlank::A,laibas,строен
769,schlank::A,lieknas,тънък
770,schlank::A,lieknas,строен
771,hübsch::A,gražus,хубав
772,böse::A,blogas,зъл
773,dumm::A,paikas,глупав
774,dumm::A,kvailas,глупав
775,faul::A,tingus,ленив
776,faul::A,tingus,мързелив
777,fleißig::A,stropus,прилежен
778,fleißig::A,kruopštus,прилежен
779,geizig::A,šykštus,скъпернически
780,klug::A,sumanus,умен
781,klug::A,sumanus,разумен
782,klug::A,protingas,умен
783,klug::A,protingas,разумен
784,geschickt::A,apsukrus,умел
785,geschickt::A,apsukrus,сръчен
786,lieb::A,mielas,мил
787,lieb::A,mielas,драг
788,lustig::A,smagus,весел
789,lustig::A,linksmas,весел
790,sanft::A,švelnus,нежен
791,sanft::A,švelnus,кротък
792,sanft::A,minkštas,нежен
793,sanft::A,minkštas,кротък
794,hungrig::A,alkanas,гладен
795,krank::A,ligotas,болен
796,krank::A,sergantis,болен
797,nackt::A,nuogas,гол
798,traurig::A,liūdnas,тъжен
799,traurig::A,liūdnas,печален
800,lebendig::A,gyvas,жив
801,gut::A,geras,добър
802,schlecht::A,blogas,лош
803,schlecht::A,prastas,лош
804,richtig::A,tikras,правилен
805,richtig::A,teisingas,правилен
806,schlimm::A,blogas,лош
807,schlimm::A,prastas,лош
808,wahr::A,tikras,верен
809,wahr::A,tikras,истински
810,alt::A,senas,стар
811,alt::A,senas,древен
812,neu::A,naujas,нов
813,ehemalig::A,buvęs,бивш
814,alt[Lebewesen]::A,pagyvenęs,стар
815,jung::A,jaunas,млад
816,arm::A,neturtingas,беден
817,reich::A,turtingas,богат
818,bekannt::A,žinomas,познат
819,bekannt::A,žinomas,известен
820,bekannt::A,pažįstamas,познат
821,bekannt::A,pažįstamas,известен
822,berühmt::A,žymus,почут
