,Concept_ID,sk,cs
199,Spinne::N,pavúk,pavouk
200,Ameise::N,mravec,mravenec
201,Laus::N,voš,veš
202,Mücke::N,komár,komár
203,Fliege::N,mucha,moucha
204,Schmetterling::N,motýľ,motýl
205,Beere::N,bobuľa,bobule
206,Apfel::N,jablko,jablko
207,Pilz::N,hríb,houba
208,Zwiebel::N,cibuľa,cibule
209,Saat::N,osivo,osivo
210,Korn::N,zrno,zrno
211,Heu::N,seno,seno
212,Schale::N,šupa,slupka
213,Schale::N,šupa,skořápka
214,Schale::N,škrupina,slupka
215,Schale::N,škrupina,skořápka
216,Grube::N,jama,jáma
217,Falle::N,pasca,past
218,Falle::N,pasca,léčka
219,Falle::N,klepec,past
220,Falle::N,klepec,léčka
221,Schlinge::N,slučka,smyčka
222,Spur::N,stopa,stopa
223,Asche::N,popol,popel
224,Dreck::N,kal,špína
225,Dreck::N,blato,špína
226,Eisen::N,železo,železo
227,Gold::N,zlato,zlato
228,Silber::N,striebro,stříbro
229,Kohle::N,uhlie,uhlí
230,Glas::N,sklo,sklo
231,Lehm::N,íl,jíl
232,Lehm::N,íl,hlína
233,Lehm::N,hlina,jíl
234,Lehm::N,hlina,hlína
235,Sand::N,piesok,písek
236,Mensch::N,človek,člověk
237,Mann::N,muž,muž
238,Mann::N,chlap,muž
239,Frau::N,žena,žena
240,Kind::N,dieťa,dítě
241,Junge::N,chlapec,hoch
242,Junge::N,chlapec,chlapec
243,Mädchen::N,dievka,děvče
244,Familie::N,rodina,rodina
245,Großvater::N,dedo,děd
246,Großvater::N,dedo,dědeček
247,Großvater::N,starý otec,děd
248,Großvater::N,starý otec,dědeček
249,Großmutter::N,babička,babička
250,Großmutter::N,stará mať,babička
251,Eltern::N,rodičia,rodiče
252,Vater::N,otec,otec
253,Mutter::N,mať,matka
254,Mutter::N,matka,matka
255,Sohn::N,syn,syn
256,Tochter::N,dcéra,dcera
257,Bruder::N,brat,bratr
258,Schwester::N,sestra,sestra
259,Onkel::N,ujo,strýc
260,Onkel::N,strýko,strýc
261,Tante::N,teta,teta
262,Tante::N,tetka,teta
263,Ehemann::N,muž,choť
264,Ehemann::N,muž,manžel
265,Ehemann::N,manžel,choť
266,Ehemann::N,manžel,manžel
267,Ehefrau::N,žena,choť
268,Ehefrau::N,žena,manželka
269,Ehefrau::N,manželka,choť
270,Ehefrau::N,manželka,manželka
271,Freude::N,radosť,radost
272,Gelächter::N,smiech,smích
273,Glück::N,šťastie,štěstí
274,Kummer::N,žiaľ,žal
275,Kummer::N,žiaľ,trápení
276,Kummer::N,zármutok,žal
277,Kummer::N,zármutok,trápení
278,Wunsch::N,prianie,přání
279,Lust::N,chuť,chuť
280,Geist::N,duch,duch
281,Gedanke::N,myšlienka,myšlenka
282,Gedächtnis::N,pamäť,paměť
283,Verstand::N,rozum,rozum
284,Sinn::N,zmysel,smysl
285,Grund::N,dôvod,důvod
286,Grund::N,príčina,důvod
287,Wahrheit::N,pravda,pravda
288,Gespräch::N,reč,rozhovor
289,Gespräch::N,rozhovor,rozhovor
290,Märchen::N,rozprávka,pohádka
291,Erzählung::N,poviedka,povídka
292,Nachricht::N,správa,zpráva
293,Neuigkeit::N,novinka,novina
294,Neuigkeit::N,novinka,novinka
295,Name::N,meno,jméno
296,Rätsel::N,záhada,hádanka
297,Rätsel::N,hádanka,hádanka
298,Rede::N,reč,řeč
299,Rede::N,reč,proslov
300,Sprache::N,reč,řeč
301,Sprache::N,reč,jazyk
302,Sprache::N,jazyk,řeč
303,Sprache::N,jazyk,jazyk
304,Stimme::N,hlas,hlas
305,Wort::N,slovo,slovo
306,Zeichen::N,znak,znamení
307,Ruf::N,volanie,zavolání
308,Ruf::N,zavolanie,zavolání
309,Lärm::N,hluk,hluk
310,Lärm::N,hurhaj,hluk
311,Laut::N,zvuk,zvuk
312,Ton::N,tón,tón
313,Ton::N,zvuk,tón
314,Lied::N,pieseň,píseň
315,Ruhe::N,pokoj,klid
316,Ruhe::N,pokoj,pokoj
317,Leute::N,ľudia,lidé
318,Volk::N,ľud,národ
319,Volk::N,národ,národ
320,Arbeit::N,práca,práce
321,Arbeit::N,robota,práce
322,Gast::N,hosť,host
323,Geschenk::N,dar,dar
324,Spiel::N,hra,hra
325,Gesellschaft::N,spoločnosť,společnost
326,Hilfe::N,pomoc,pomoc
327,Freund::N,priateľ,přítel
328,Kamerad::N,kamarát,kamarád
329,Angelegenheit::N,vec,záležitost
330,Angelegenheit::N,záležitosť,záležitost
331,Anzahl::N,počet,počet
332,Anzahl::N,množstvo,počet
333,Art::N,druh,druh
334,Stück::N,kus,kus
335,Stück::N,kus,kousek
336,Stück::N,kúsok,kus
337,Stück::N,kúsok,kousek
338,Teil::N,časť,díl
339,Teil::N,časť,část
340,Hälfte::N,polka,půl
341,Hälfte::N,polovica,půl
342,Kreis::N,kruh,kruh
343,Kreuz::N,kríž,kříž
344,Linie::N,línia,linka
345,Strich::N,čiara,čára
346,Strich::N,čiara,čárka
347,Abstand::N,vzdialenosť,vzdálenost
348,Entfernung::N,vzdialenosť,vzdálenost
349,Gegend::N,kraj,krajina
350,Gegend::N,krajina,krajina
351,Platz::N,miesto,prostor
352,Ort::N,miesto,místo
353,Seite::N,bok,strana
354,Seite::N,strana,strana
355,Mitte::N,stred,střed
356,Mitte::N,stred,prostředek
357,Gegenstand::N,predmet,předmět
358,Sache::N,vec,věc
359,Rand::N,kraj,kraj
360,Rand::N,kraj,okraj
361,Rand::N,okraj,kraj
362,Rand::N,okraj,okraj
363,Kante::N,hrana,hrana
364,Ecke::N,roh,roh
365,Spitze::N,hrot,hrot
366,Spitze::N,hrot,špička
367,Spitze::N,špička,hrot
368,Spitze::N,špička,špička
369,Ende::N,koniec,konec
370,Loch::N,diera,díra
371,Winkel::N,kút,kout
372,Muster::N,vzor,vzor
373,Muster::N,vzorka,vzor
374,Größe::N,veľkosť,velikost
375,Länge::N,dĺžka,délka
376,Höhe::N,výška,výška
377,Gewicht::N,váha,váha
378,Menge::N,množstvo,množství
379,Haufen::N,hŕba,kupa
380,Haufen::N,hŕba,hromada
381,Reihe::N,rad,řada
382,Reihe::N,rad,řádek
383,Boot::N,čln,člun
384,Ruder::N,veslo,veslo
385,Schlitten::N,sane,sáně
386,Ski::N,lyža,lyže
387,Lagerfeuer::N,táborák,táborák
388,Last::N,ťarcha,náklad
389,Last::N,ťarcha,břemeno
390,Last::N,bremeno,náklad
391,Last::N,bremeno,břemeno
392,Gang::N,chôdza,chůze
393,Gang::N,chôdza,chodba
394,Schritt::N,krok,krok
395,Norden::N,sever,sever
396,Süden::N,juh,jih
397,Westen::N,západ,západ
398,Osten::N,východ,východ
399,Holz::N,drevo,dřevo
400,Brett::N,doska,prkno
401,Platte::N,doska,deska
402,Platte::N,platňa,deska
403,Stütze::N,opora,opěra
404,Stange::N,tyč,tyč
405,Stange::N,tyč,tyčka
406,Stock::N,palica,hůlka
407,Stab::N,palica,hůl
408,Rohr::N,rúra,trubka
409,Haus::N,dom,dům
410,Heim::N,domov,domov
411,Ofen::N,pec,kamna
412,Ofen::N,kachle,kamna
413,Fußboden::N,dlážka,podlaha
414,Fußboden::N,podlaha,podlaha
415,Tisch::N,stôl,stůl
416,Stuhl::N,stolička,židle
417,Wiege::N,kolíska,kolébka
418,Bett::N,lôžko,postel
419,Bett::N,posteľ,postel
420,Regal::N,regál,regál
421,Regal::N,regál,police
422,Regal::N,polica,regál
423,Regal::N,polica,police
424,Kiste::N,debna,bedna
425,Fenster::N,okno,okno
426,Fenster::N,oblok,okno
427,Tür::N,dvere,dveře
428,Tor::N,vráta,vrata
429,Zaun::N,plot,plot
430,Zaun::N,ohrada,plot
431,Dach::N,krov,střecha
432,Dach::N,strecha,střecha
433,Leiter::N,rebrík,žebřík
434,Leiter::N,rebrina,žebřík
435,Besen::N,metla,koště
436,Besen::N,metla,smeták
437,Spaten::N,rýľ,rýč
438,Schaufel::N,lopata,lopata
439,Gabel::N,vidlička,vidlička
440,Löffel::N,lyžica,lžíce
441,Messer::N,nôž,nůž
442,Nagel::N,klinec,hřebík
443,Netz::N,sieť,síť
444,Haken::N,hák,hák
445,Haken::N,háčik,hák
446,Griff::N,rukoväť,držadlo
447,Schloss::N,zámka,zámek
448,Bild::N,obraz,obraz
449,Figur::N,figúra,figura
450,Puppe::N,bábka,panenka
451,Puppe::N,bábika,panenka
452,Beutel::N,vrece,pytlík
453,Beutel::N,vrecko,pytlík
454,Bündel::N,uzlík,svazek
455,Bündel::N,zväzok,svazek
456,Tasche::N,taška,taška
457,Tasche::N,taška,brašna
458,Tasche::N,kabelka,taška
459,Tasche::N,kabelka,brašna
460,Eimer::N,vedro,kýbl
461,Eimer::N,vedro,vědro
462,Deckel::N,vrchnák,víko
463,Deckel::N,vrchnák,příklop
464,Deckel::N,pokrývka,víko
465,Deckel::N,pokrývka,příklop
466,Geschirr::N,nádoba,nádobí
467,Sack::N,mech,pytel
468,Sack::N,vrece,pytel
469,Tasse::N,šálka,šálek
470,Topf::N,hrniec,hrnec
471,Kessel::N,kotol,kotel
472,Essen::N,jedlo,jídlo
473,Nahrung::N,strava,strava
474,Nahrung::N,strava,potrava
475,Nahrung::N,potrava,strava
476,Nahrung::N,potrava,potrava
477,Speise::N,jedlo,jídlo
478,Fleisch::N,mäso,maso
479,Getreide::N,obilie,obilí
480,Brei::N,kaša,kaše
481,Brot::N,chlieb,chléb
482,Scheibe::N,kotúč,krajíc
483,Scheibe::N,krajec,krajíc
484,Fett::N,tuk,tuk
485,Fett::N,tuk,omastek
486,Fett::N,masť,tuk
487,Fett::N,masť,omastek
488,Butter::N,maslo,máslo
489,Öl::N,olej,olej
490,Salz::N,soľ,sůl
491,Suppe::N,polievka,polévka
492,Honig::N,med,med
493,Milch::N,mlieko,mléko
494,Tee::N,čaj,čaj
495,Leder::N,koža,kůže
496,Wolle::N,vlna,vlna
497,Stoff::N,súkno,látka
498,Nadel::N,ihla,jehla
499,Faden::N,niť,nit
500,Faden::N,vlákno,nit
501,Knopf::N,gombík,knoflík
502,Knoten::N,uzol,uzel
503,Farbe::N,farba,barva
504,Kleidung::N,šaty,šaty
505,Kleidung::N,šaty,šatstvo
506,Kleidung::N,šatstvo,šaty
507,Kleidung::N,šatstvo,šatstvo
508,Hemd::N,košeľa,košile
509,Kragen::N,golier,límec
510,Ärmel::N,rukáv,rukáv
511,Hose::N,nohavice,kalhoty
512,Gürtel::N,pás,pás
513,Gürtel::N,pás,opasek
514,Gürtel::N,opasok,pás
515,Gürtel::N,opasok,opasek
516,Mütze::N,čiapka,čepice
517,Schuh::N,obuv,bota
518,Schuh::N,topánka,bota
519,Stiefel::N,čižma,holínka
520,Ring::N,prsteň,prsten
521,Band::N,stuha,pásek
522,Kamm::N,hrebeň,hřeben
523,Spiegel::N,zrkadlo,zrcadlo
524,Riemen::N,remeň,řemen
525,Schnur::N,šnúra,šňůra
526,Leine::N,vodidlo,vodítko
527,Decke::N,deka,pokrývka
528,Decke::N,deka,přikrývka
529,Decke::N,prikrývka,pokrývka
530,Decke::N,prikrývka,přikrývka
531,Kissen::N,poduška,polštář
532,Tuch::N,šatka,šátek
533,Handtuch::N,uterák,ručník
534,Kraft::N,moc,síla
535,Stärke::N,sila,síla
536,Gesundheit::N,zdravie,zdraví
537,Krankheit::N,nemoc,nemoc
538,Krankheit::N,nemoc,choroba
539,Krankheit::N,choroba,nemoc
540,Krankheit::N,choroba,choroba
541,Schmerz::N,bolesť,bolest
542,Wunde::N,rana,rána
543,Fieber::N,horúčka,horečka
544,Arznei::N,liek,lék
545,Brücke::N,most,most
546,Brunnen::N,studňa,studna
547,Weide::N,pastva,pastva
548,Weide::N,pastva,pastvina
549,Pfad::N,chodník,pěšina
550,Weg::N,cesta,cesta
551,Straße::N,hradská,silnice
552,Dorf::N,dedina,vesnice
553,Stadt::N,mesto,město
554,Brief::N,list,dopis
555,Buch::N,kniha,kniha
556,Buchstabe::N,litera,písmeno
557,Buchstabe::N,písmeno,písmeno
558,Zeitung::N,noviny,noviny
559,Leben::N,život,život
560,Tod::N,smrť,smrt
561,Grab::N,hrob,hrob
562,Kirche::N,kostol,kostel
563,Sünde::N,hriech,hřích
564,Gott::N,boh,bůh
565,Arbeiter::N,robotník,dělník
566,Arbeiter::N,robotník,pracovník
567,Arbeiter::N,pracnovík,dělník
568,Arbeiter::N,pracnovík,pracovník
569,Chef::N,šéf,šéf
570,Chef::N,šéf,vedoucí
571,Chef::N,riaditeľ,šéf
572,Chef::N,riaditeľ,vedoucí
573,Meister::N,majster,mistr
574,Arzt::N,lekár,lékař
575,Lehrer::N,učiteľ,učitel
576,Geld::N,peniaze,peníze
577,Geschäft::N,obchod,obchod
578,Laden::N,obchod,krám
579,Preis::N,cena,cena
580,Ware::N,tovar,zboží
581,Nutzen::N,osoh,užitek
582,Nutzen::N,úžitok,užitek
583,Reichtum::N,bohatstvo,bohatství
584,Welt::N,svet,svět
585,Land::N,územie,země
586,Land::N,krajina,země
587,Staat::N,štát,stát
588,König::N,kráľ,král
589,Macht::N,moc,moc
590,Macht::N,moc,mocnost
591,Macht::N,mocnosť,moc
592,Macht::N,mocnosť,mocnost
593,Grenze::N,hranica,hranice
594,Krieg::N,vojna,válka
595,Feind::N,nepriateľ,nepřítel
596,Gewalt::N,násilie,násilí
597,Kampf::N,boj,boj
598,Bogen[Waffe]::N,luk,luk
599,Pfeil::N,šíp,šíp
600,Pfeil::N,strela,šíp
601,Gewehr::N,puška,puška
602,Gewehr::N,puška,ručnice
603,Fehler::N,omyl,chyba
604,Fehler::N,chyba,chyba
605,Lüge::N,lož,lež
606,Schaden::N,ujma,škoda
607,Schaden::N,škoda,škoda
608,Unglück::N,nešťastie,neštěstí
609,Schuld::N,vina,vina
610,Schuld::N,previnenie,vina
611,Alter::N,vek,věk
612,Schluss::N,záver,konec
613,Schluss::N,koniec,konec
614,Zeit::N,čas,čas
615,Tag::N,deň,den
616,Morgen::N,ráno,ráno
617,Morgen::N,ráno,jitro
618,Mittag::N,poludnie,poledne
619,Abend::N,večer,večer
620,Nacht::N,noc,noc
621,Woche::N,týždeň,týden
622,Monat::N,mesiac,měsíc
623,Jahr::N,rok,rok
624,Frühling::N,jar,jaro
625,Sommer::N,leto,léto
626,Herbst::N,jeseň,podzim
627,Winter::N,zima,zima
628,Januar::N,január,leden
629,Februar::N,február,únor
630,März::N,marec,březen
631,April::N,apríl,duben
632,Mai::N,máj,květen
633,Juni::N,jún,červen
634,Juli::N,júl,červenec
635,August::N,august,srpen
636,September::N,september,září
637,Oktober::N,október,říjen
638,November::N,november,listopad
639,Dezember::N,december,prosinec
640,Montag::N,pondelok,pondělí
641,Montag::N,pondelok,pondělek
642,Dienstag::N,utorok,úterý
643,Mittwoch::N,streda,středa
644,Donnerstag::N,štvrtok,čtvrtek
645,Freitag::N,piatok,pátek
646,Samstag::N,sobota,sobota
647,Sonntag::N,nedeľa,neděle
648,groß::A,veľký,velký
649,klein::A,malý,malý
650,lang::A,dlhý,dlouhý
651,kurz::A,krátky,krátký
652,breit::A,široký,široký
653,schmal::A,úzky,úzký
654,dicht::A,hustý,hustý
655,dick[Gegenstand]::A,tlstý,tlustý
656,dünn::A,tenký,tenký
657,fein::A,jemný,jemný
658,fest::A,pevný,pevný
659,flach::A,rovný,plochý
660,flach::A,rovný,placatý
661,flach::A,plochý,plochý
662,flach::A,plochý,placatý
663,glatt::A,hladký,hladký
664,hart::A,tvrdý,tvrdý
665,weich::A,mäkký,měkký
666,rund::A,guľatý,kulatý
667,rund::A,guľatý,okrouhlý
668,rund::A,okrúhly,kulatý
669,rund::A,okrúhly,okrouhlý
670,spitz::A,končitý,špičatý
671,scharf::A,ostrý,ostrý
672,stumpf::A,tupý,tupý
673,schwer::A,ťažký,těžký
674,schön::A,pekný,pěkný
675,schön::A,pekný,krásný
676,schön::A,krásny,pěkný
677,schön::A,krásny,krásný
678,heiß::A,horúci,horký
679,warm::A,teplý,teplý
680,kalt::A,studený,studený
681,kühl::A,chladný,chladný
682,frisch::A,svieži,svěží
683,feucht::A,vlhký,vlhký
684,feucht::A,zvlhnutý,vlhký
685,nass::A,mokrý,mokrý
686,trocken::A,suchý,suchý
687,voll::A,plný,plný
688,leer::A,prázdny,prázdný
689,offen::A,otvorený,otevřený
690,geschlossen::A,zavretý,zavřený
691,sauber::A,čistý,čistý
692,schmutzig::A,špinavý,špinavý
693,roh::A,surový,syrový
694,reif::A,zrelý,zralý
695,lecker::A,chutný,chutný
696,süß::A,sladký,sladký
697,bitter::A,horký,hořký
698,sauer::A,kyslý,kyselý
699,hell::A,jasný,světlý
700,hell::A,svetlý,světlý
701,dunkel::A,temný,temný
702,schwarz::A,čierny,černý
703,weiß::A,biely,bílý
704,rot::A,červený,rudý
705,rot::A,červený,červený
706,gelb::A,žltý,žlutý
707,blau::A,modrý,modrý
708,blau::A,belasý,modrý
709,grün::A,zelený,zelený
710,grau::A,šedý,šedý
711,grau::A,šedý,šedivý
712,bunt::A,pestrý,pestrý
713,billig::A,lacný,levný
714,billig::A,lacný,laciný
715,teuer::A,drahý,drahý
716,wertvoll::A,cenný,cenný
717,blind::A,slepý,slepý
718,taub::A,hluchý,hluchý
719,kräftig::A,silný,silný
720,stark::A,silný,silný
721,schwach::A,slabý,slabý
722,schwach::A,bezvládny,slabý
723,fett::A,tučný,tučný
724,fett::A,tučný,tlustý
725,schlank::A,štíhly,štíhlý
726,hübsch::A,šumný,hezký
727,hübsch::A,švárny,hezký
728,böse::A,zlý,zlý
729,dumm::A,hlúpy,hloupý
730,faul::A,lenivý,líný
731,fleißig::A,snaživý,pilný
732,fleißig::A,usilovný,pilný
733,geizig::A,skupý,lakomý
734,geizig::A,lakomý,lakomý
735,klug::A,múdry,chytrý
736,klug::A,bystrý,chytrý
737,geschickt::A,zručný,šikovný
738,geschickt::A,šikovný,šikovný
739,lieb::A,milý,milý
740,lustig::A,veselý,veselý
741,sanft::A,nežný,mírný
742,hungrig::A,lačný,hladový
743,hungrig::A,hladný,hladový
744,krank::A,chorý,nemocný
745,krank::A,nemocný,nemocný
746,nackt::A,nahý,nahý
747,traurig::A,smutný,smutný
748,traurig::A,smutný,truchlivý
749,lebendig::A,živý,živý
750,gut::A,dobrý,dobrý
751,schlecht::A,zlý,špatný
752,richtig::A,správny,pravý
753,richtig::A,správny,správný
754,schlimm::A,zlý,zlý
755,schlimm::A,nepríjemný,zlý
756,wahr::A,pravý,pravdivý
757,wahr::A,pravdivý,pravdivý
758,alt::A,starý,starý
759,neu::A,nový,nový
760,ehemalig::A,bývalý,bývalý
761,alt[Lebewesen]::A,starý,starý
762,jung::A,mladý,mladý
763,arm::A,chudobný,chudý
764,reich::A,bohatý,bohatý
765,bekannt::A,známy,známý
766,berühmt::A,slávny,slavný
767,berühmt::A,povestný,slavný
768,fremd::A,cudzí,cizí
769,verschieden::A,rôzny,různý
770,verschieden::A,rôzny,rozličný
771,verschieden::A,rozličný,různý
772,verschieden::A,rozličný,rozličný
773,nah::A,blízky,blízký
774,fern::A,ďaleký,daleký
775,linker::A,ľavý,levý
776,rechter::A,pravý,pravý
777,anderer::A,iný,jiný
778,anderer::A,druhý,jiný
779,erster::A,prvý,první
780,zweiter::A,druhý,druhý
781,dritter::A,tretí,třetí
782,letzter::A,ostatný,poslední
783,letzter::A,posledný,poslední
784,allein::ADV,sám,sám
785,auf einmal::ADV,zároveň,najednou
786,zusammen::ADV,spolu,spolu
787,zusammen::ADV,spolu,dohromady
788,zusammen::ADV,spoločne,spolu
789,zusammen::ADV,spoločne,dohromady
790,lange::ADV,dlho,dlouho
791,plötzlich::ADV,náhle,vtom
792,plötzlich::ADV,náhle,náhle
793,sofort::ADV,hneď,hned
794,sofort::ADV,hneď,ihned
795,sofort::ADV,ihneď,hned
796,sofort::ADV,ihneď,ihned
797,später::ADV,neskoršie,později
798,jetzt::ADV,teraz,teď
799,jetzt::ADV,teraz,nyní
800,heute::ADV,dnes,dnes
801,heute::ADV,dnes,dneska
802,morgen::ADV,zajtra,zítra
803,bald::ADV,skoro,brzo
804,dann::ADV,nato,pak
805,dann::ADV,nato,potom
806,dann::ADV,potom,pak
807,dann::ADV,potom,potom
808,gestern::ADV,včera,včera
809,einst::ADV,kedysi,kdysi
810,einst::ADV,niekedy,kdysi
811,damals::ADV,vtedy,tehdy
812,damals::ADV,vtedy,tenkrát
813,danach::ADV,potom,podle toho
814,danach::ADV,podľa toho,podle toho
815,vorher::ADV,napred,dříve
816,vorher::ADV,napred,napřed
817,vorher::ADV,predtým,dříve
818,vorher::ADV,predtým,napřed
819,zuerst::ADV,najprv,nejprve
820,zuerst::ADV,najprv,nejdříve
821,einmal::ADV,raz,jednou
822,einmal::ADV,jedenkrát,jednou
823,manchmal::ADV,občas,někdy
824,manchmal::ADV,niekedy,někdy
825,oft::ADV,často,často
826,immer::ADV,vždy,vždy
827,immer::ADV,vždy,stále
828,immer::ADV,ustavične,vždy
829,immer::ADV,ustavične,stále
830,niemals::ADV,nikdy,nikdy
831,hier::ADV,tu,zde
