,Concept_ID,zh,cy
89,Tropfen::N,滴,dafn
90,Tropfen::N,滴,diferyn
91,Schaum::N,泡沫,ewyn
92,Schmutz::N,赃物,baw
93,Schmutz::N,赃物,budreddi
94,See::N,湖,llyn
95,Sumpf::N,沼泽,cors
96,Moor::N,沼泽,rhos
97,Wiese::N,草地,dôl
98,Wald::N,森林,coedwig
99,Hügel::N,丘陵,bryn
100,Anhöhe::N,山丘,bryn
101,Berg::N,山,mynydd
102,Gipfel::N,峰,copa
103,Höhle::N,洞穴,ogof
104,Abhang::N,斜坡,llethr
105,Quelle::N,泉,tarddiad
106,Quelle::N,泉,ffynhonnell
107,Bach::N,溪,nant
108,Bach::N,溪,afonig
109,Bach::N,溪,cornant
110,Fluss::N,河流,afon
111,Ufer::N,岸,glan
112,Küste::N,海岸,traeth
113,Küste::N,海岸,arfordir
114,Festland::N,大陆,tir
115,Meer::N,海,môr
116,Bucht::N,海湾,bae
117,Insel::N,岛,ynys
118,Blume::N,花,blodyn
119,Gras::N,草,glaswellt
120,Wurzel::N,根,gwreiddyn
121,Baum::N,树,coeden
122,Stamm::N,树干,colfen
123,Stamm::N,树干,boncyff
124,Rinde::N,树皮,rhisgl
125,Ast::N,树枝,cangen
126,Zweig::N,树枝,cainc
127,Zweig::N,树枝,cangen
128,Blatt::N,叶子,deilen
129,Birke::N,桦木,bedwen
130,Kiefer[Baum]::N,松树,pinwydden
131,Weide[Baum]::N,柳树,helygen
132,Tanne::N,冷杉,ffynidwydden
133,Horn::N,角,corn
134,Feder::N,羽毛,plufyn
135,Fell::N,皮毛,ffwr
136,Flügel::N,翅膀,adain
137,Klaue::N,爪子,crafanc
138,Kralle::N,爪子,ewin
139,Schwanz::N,尾巴,cwt
140,Schwanz::N,尾巴,cynffon
141,Ei::N,蛋,wy
142,Nest::N,巢,nyth
143,Bau::N,穴,ffau
144,Tier::N,动物,anifail
145,Herde::N,群,praidd
146,Herde::N,群,diadell
147,Kuh::N,母牛,buwch
148,Bulle::N,公牛,tarw
149,Pferd::N,马,ceffyl
150,Schaf::N,羊,dafad
151,Schwein::N,猪,mochyn
152,Hund::N,狗,ci
153,Katze::N,猫,cath
154,Bär::N,熊,arth
155,Eichhörnchen::N,松鼠,gwiwer
156,Elch::N,麋鹿,elc
157,Fuchs::N,狐狸,cadno
158,Hase::N,兔子,ysgyfarnog
159,Maus::N,老鼠,llygoden
160,Wolf::N,狼,blaidd
161,Vogel::N,鸟,aderyn
162,Schwarm::N,群,haid
163,Huhn::N,鸡,cyw
164,Hahn::N,公鸡,ceiliog
165,Gans::N,鹅,gŵydd
166,Adler::N,鹰,eryr
167,Ente::N,鸭,hwyad
168,Eule::N,猫头鹰,tylluan
169,Kranich::N,鹤,garan
170,Kranich::N,鹤,crychydd
171,Krähe::N,乌鸦,brân
172,Kuckuck::N,布谷鸟,cog
173,Kuckuck::N,布谷鸟,cwcw
174,Schwan::N,天鹅,alarch
175,Fisch::N,鱼,pysgod
176,Barsch::N,鲈鱼,draenog
177,Hecht::N,狗鱼,penhwyad
178,Schlange[Tier]::N,蛇,neidr
179,Wurm::N,蠕虫,abwydyn
180,Wurm::N,蠕虫,pryf genwair
181,Spinne::N,蜘蛛,cor
182,Spinne::N,蜘蛛,pryf copyn
183,Ameise::N,蚂蚁,morgrugyn
184,Laus::N,虱子,lleuen
185,Mücke::N,蚊子,gwybedyn
186,Fliege::N,苍蝇,cleren
187,Schmetterling::N,蝴蝶,glöyn byw
188,Schmetterling::N,蝴蝶,iâr fach yr haf
189,Beere::N,将果,aeronen
190,Apfel::N,苹果,afal
191,Pilz::N,蘑菇,madarch
192,Zwiebel::N,洋葱,nionyn
193,Zwiebel::N,洋葱,winwnsyn
194,Saat::N,种子,had
195,Korn::N,谷粒,grawn
196,Heu::N,干草,gwair
197,Schale::N,壳,croen
198,Schale::N,壳,plisgyn
199,Grube::N,坑,pwll
200,Grube::N,坑,pydew
201,Falle::N,圈套,magl
202,Schlinge::N,活扣,cwlwm rhedeg
203,Spur::N,踪迹,ôl
204,Asche::N,灰烬,lludw
205,Dreck::N,污垢,baw
206,Dreck::N,污垢,budreddi
207,Eisen::N,铁,haearn
208,Gold::N,金子,aur
209,Silber::N,银,arian
210,Kohle::N,煤,glo
211,Glas::N,玻璃,gwydr
212,Lehm::N,粘土,clai
213,Sand::N,沙,tywod
214,Mensch::N,人,dyn
215,Mann::N,男子,dyn
216,Frau::N,妇女,merch
217,Frau::N,妇女,gwraig
218,Kind::N,小孩,plentyn
219,Junge::N,男孩,hogyn
220,Junge::N,男孩,bachgen
221,Mädchen::N,女孩,merch
222,Mädchen::N,女孩,geneth
223,Familie::N,家庭,teulu
224,Familie::N,家庭,tylwyth
225,Großvater::N,祖父,taid
226,Großvater::N,祖父,tad-cu
227,Großmutter::N,祖母,nain
228,Großmutter::N,祖母,mam-gu
229,Eltern::N,父母,rhieni
230,Vater::N,父亲,tad
231,Mutter::N,母亲,mam
232,Sohn::N,儿子,mab
233,Tochter::N,女儿,merch
234,Bruder::N,兄弟,brawd
235,Schwester::N,姐妹,chwaer
236,Onkel::N,伯父,ewythr
237,Tante::N,阿姨,modryb
238,Ehemann::N,丈夫,gŵr
239,Ehefrau::N,妻子,gwraig
240,Freude::N,愉快,gorfoledd
241,Gelächter::N,大笑,chwerthin
242,Glück::N,运气,hapusrwydd
243,Kummer::N,苦恼,galar
244,Wunsch::N,愿望,dymuniad
245,Lust::N,乐趣,chwant
246,Geist::N,精神,ysbryd
247,Gedanke::N,思想,meddwl
248,Gedächtnis::N,记性,cof
249,Verstand::N,理智,meddwl
250,Sinn::N,感觉,ystyr
251,Grund::N,理由,achos
252,Grund::N,理由,rheswm
253,Wahrheit::N,真理,gwir
254,Wahrheit::N,真理,gwirionedd
255,Gespräch::N,谈话,sgwrs
256,Märchen::N,童话,chwedl werin
257,Erzählung::N,故事,stori
258,Nachricht::N,消息,neges
259,Neuigkeit::N,新闻,newydd
260,Name::N,名字,enw
261,Rätsel::N,谜语,pos
262,Rede::N,讲话,araith
263,Sprache::N,语言,iaith
264,Stimme::N,声音,llais
265,Wort::N,词,gair
266,Zeichen::N,标记,arwydd
267,Ruf::N,呼喊,galwad
268,Lärm::N,噪音,trwst
269,Laut::N,响声,sain
270,Ton::N,声音,tôn
271,Lied::N,歌曲,cân
272,Ruhe::N,安静,tawelwch
273,Leute::N,人们,pobl
274,Volk::N,人民,pobl
275,Arbeit::N,劳动,gwaith
276,Gast::N,客人,gwestai
277,Geschenk::N,礼物,rhodd
278,Geschenk::N,礼物,anrheg
279,Spiel::N,游戏,chwarae
280,Gesellschaft::N,陪同,cwmni
281,Hilfe::N,帮助,cymorth
282,Freund::N,朋友,cyfaill
283,Kamerad::N,同志,cydymaith
284,Angelegenheit::N,事情,pwnc
285,Anzahl::N,数目,cyfrif
286,Art::N,种类,bath
287,Stück::N,块,darn
288,Teil::N,部分,rhan
289,Hälfte::N,一半,hanner
290,Kreis::N,圆,cylch
291,Kreuz::N,十字架,croes
292,Linie::N,线条,llinell
293,Strich::N,划,strôc
294,Strich::N,划,trawiad
295,Abstand::N,距离,bwlch
296,Abstand::N,距离,pellter
297,Entfernung::N,距离,pellter
298,Gegend::N,地区,cylch
299,Platz::N,场所,lle
300,Ort::N,地点,lle
301,Seite::N,面,ochr
302,Mitte::N,中间,canol
303,Gegenstand::N,物品,eitem
304,Sache::N,物,peth
305,Rand::N,边,cwr
306,Rand::N,边,ymyl
307,Kante::N,棱,min
308,Kante::N,棱,ymyl
309,Ecke::N,角,cornel
310,Spitze::N,尖,blaen
311,Ende::N,结尾,pen
312,Loch::N,洞,twll
313,Winkel::N,角度,congl
314,Muster::N,模型,patrwm
315,Größe::N,大小,maint
316,Größe::N,大小,maintioli
317,Länge::N,长度,hyd
318,Höhe::N,高度,uchder
319,Gewicht::N,重量,pwysau
320,Menge::N,数量,swm
321,Menge::N,数量,maint
322,Haufen::N,堆,pentwr
323,Reihe::N,行,rhes
324,Boot::N,小船,cwch
325,Ruder::N,奖,rhwyf
326,Schlitten::N,雪橇,sled
327,Schlitten::N,雪橇,car llusg
328,Ski::N,雪板,sgi
329,Lagerfeuer::N,营火,coelcerth
330,Last::N,负担,llwyth
331,Gang::N,行走,tro
332,Schritt::N,步伐,cam
333,Norden::N,北,gogledd
334,Süden::N,南,de
335,Westen::N,西,gorllewin
336,Osten::N,东,dwyrain
337,Holz::N,木材,pren
338,Brett::N,木板,bwrdd
339,Brett::N,木板,astell
340,Platte::N,平板,llech
341,Stütze::N,支架,ateg
342,Stütze::N,支架,cynhalydd
343,Stange::N,杆,polyn
344,Stock::N,棒,ffon
345,Stock::N,棒,brigyn
346,Stab::N,棍,ffon
347,Rohr::N,管子,pibell
348,Haus::N,房屋,tŷ
349,Heim::N,家,cartref
350,Ofen::N,炉子,stof
351,Fußboden::N,地板,llawr
352,Tisch::N,桌子,bwrdd
353,Stuhl::N,椅子,cadair
354,Wiege::N,摇蓝,crud
355,Bett::N,床,gwely
356,Regal::N,架子,silff
357,Kiste::N,箱子,bocs
358,Kiste::N,箱子,blwch
359,Fenster::N,窗户,ffenestr
360,Tür::N,门,drws
361,Tor::N,大门,porth
362,Zaun::N,篱笆,ffens
363,Dach::N,屋顶,to
364,Leiter::N,梯子,ysgol
365,Besen::N,扫帚,ysgub
366,Spaten::N,铁锹,rhaw
367,Schaufel::N,铁锹,rhaw
368,Gabel::N,叉,fforc
369,Löffel::N,食匙,llwy
370,Messer::N,刀,cyllell
371,Nagel::N,钉子,hoel
372,Netz::N,网,gwe
373,Netz::N,网,rhwyd
374,Haken::N,钩子,bach
375,Griff::N,把柄,carn
376,Schloss::N,锁,clo
377,Bild::N,图画,llun
378,Bild::N,图画,pictiwr
379,Figur::N,人像,ffigur
380,Puppe::N,娃娃,dol
381,Beutel::N,袋子,cwd
382,Bündel::N,捆,bwndel
383,Bündel::N,捆,coflaid
384,Tasche::N,手提包,cod
385,Eimer::N,桶,bwced
386,Eimer::N,桶,cunnog
387,Deckel::N,盖子,caead
388,Geschirr::N,餐具,llestri
389,Sack::N,袋子,sach
390,Tasse::N,杯子,cwpan
391,Topf::N,锅,pot
392,Topf::N,锅,crochan
393,Kessel::N,水壶,tegell
394,Essen::N,进餐,pryd o fwyd
395,Nahrung::N,食物,bwyd
396,Speise::N,菜肴,saig
397,Fleisch::N,肉,cig
398,Getreide::N,谷物,ŷd
399,Getreide::N,谷物,llafur
400,Brei::N,粥,uwd
401,Brot::N,面包,bara
402,Scheibe::N,片,tafell
403,Fett::N,脂肪,saim
404,Fett::N,脂肪,braster
405,Butter::N,黄油,ymenyn
406,Öl::N,油,olew
407,Salz::N,盐,halen
408,Suppe::N,汤,cawl
409,Honig::N,蜂蜜,mêl
410,Milch::N,奶,llaeth
411,Milch::N,奶,llefrith
412,Tee::N,茶,te
413,Leder::N,皮革,lledr
414,Wolle::N,毛线,gwlân
415,Stoff::N,织物,lliain
416,Stoff::N,织物,brethyn
417,Nadel::N,针,nodwydd
418,Faden::N,线,edau
419,Faden::N,线,edefyn
420,Knopf::N,纽扣,botwm
421,Knoten::N,结,cwlwm
422,Farbe::N,颜色,paent
423,Kleidung::N,衣服,dillad
424,Kleidung::N,衣服,gwisgoedd
425,Hemd::N,衬衫,crys
426,Kragen::N,领子,coler
427,Ärmel::N,袖子,llawes
428,Hose::N,裤子,trowsus
429,Gürtel::N,腰带,gwregys
430,Mütze::N,帽子,cap
431,Schuh::N,鞋,esgid
432,Stiefel::N,靴子,botasen
433,Ring::N,戒指,modrwy
434,Band::N,带子,rhuban
435,Kamm::N,梳子,crib
436,Spiegel::N,镜子,drych
437,Riemen::N,皮带,strap
438,Schnur::N,绳子,llinyn
439,Leine::N,皮带,tennyn
440,Decke::N,被子,blanced
441,Decke::N,被子,gwrthban
442,Kissen::N,软垫,clustog
443,Kissen::N,软垫,gobennydd
444,Tuch::N,巾,sgarff
445,Handtuch::N,手巾,tywel
446,Handtuch::N,手巾,lliain sychu
447,Kraft::N,力,grym
448,Stärke::N,力量,nerth
449,Stärke::N,力量,cryfder
450,Gesundheit::N,健康,iechyd
451,Krankheit::N,病,afiechyd
452,Krankheit::N,病,anhwylder
453,Schmerz::N,痛,poen
454,Schmerz::N,痛,gwayw
455,Wunde::N,伤口,clwyf
456,Fieber::N,发烧,twymyn
457,Arznei::N,药,meddyginiaeth
458,Brücke::N,桥,pont
459,Brunnen::N,井,ffynnon
460,Weide::N,牧场,porfa
461,Pfad::N,小路,llwybr
462,Weg::N,路,ffordd
463,Straße::N,街,heol
464,Straße::N,街,ffordd
465,Dorf::N,村庄,pentref
466,Stadt::N,城市,tref
467,Brief::N,信,llythyr
468,Buch::N,书,llyfr
469,Buchstabe::N,字母,llythyren
470,Zeitung::N,报纸,papur newydd
471,Leben::N,生命,bywyd
472,Tod::N,死亡,marwolaeth
473,Grab::N,坟墓,bedd
474,Kirche::N,教堂,eglwys
475,Sünde::N,罪,pechod
476,Gott::N,上帝,duw
477,Arbeiter::N,工人,gweithiwr
478,Chef::N,上司,pennaeth
479,Meister::N,师傅,meistr
480,Arzt::N,医生,meddyg
481,Lehrer::N,教师,athro
482,Geld::N,钱,pres
483,Geld::N,钱,arian
484,Geschäft::N,交易,busnes
485,Laden::N,商店,siop
486,Preis::N,价格,pris
487,Ware::N,商品,nwydd
488,Nutzen::N,好处,elw
489,Nutzen::N,好处,budd
490,Reichtum::N,财富,cyfoeth
491,Welt::N,世界,byd
492,Land::N,国家,gwlad
493,Staat::N,国家,gwladwriaeth
494,König::N,国王,brenin
495,Macht::N,权力,grym
496,Macht::N,权力,awdurdod
497,Grenze::N,边界,ffin
498,Grenze::N,边界,goror
499,Krieg::N,战争,rhyfel
500,Feind::N,敌人,gelyn
501,Gewalt::N,暴力,ffyrnigrwydd
502,Kampf::N,战斗,brwydr
503,Bogen[Waffe]::N,弓,bwa
504,Pfeil::N,箭,saeth
505,Gewehr::N,枪,dryll
506,Fehler::N,错误,gwall
507,Fehler::N,错误,camgymeriad
508,Lüge::N,谎话,celwydd
509,Lüge::N,谎话,anwiredd
510,Schaden::N,损失,niwed
511,Schaden::N,损失,difrod
512,Unglück::N,不幸,anffawd
513,Schuld::N,过错,bai
514,Alter::N,年龄,oed
515,Schluss::N,结束,diwedd
516,Zeit::N,时间,amser
517,Tag::N,天,dydd
518,Tag::N,天,diwrnod
519,Morgen::N,早晨,bore
520,Mittag::N,中午,nawn
521,Abend::N,晚上,noswaith
522,Nacht::N,夜,nos
523,Woche::N,星期,wythnos
524,Monat::N,月,mis
525,Jahr::N,年,blwyddyn
526,Frühling::N,春天,gwanwyn
527,Sommer::N,夏天,haf
528,Herbst::N,秋天,hydref
529,Winter::N,冬天,gaeaf
530,Januar::N,一月,Ionawr
531,Februar::N,二月,Chwefror
532,März::N,三月,Mawrth
533,April::N,四月,Ebrill
534,Mai::N,五月,Mai
535,Juni::N,六月,Mehefin
536,Juli::N,七月,Gorffennaf
537,August::N,八月,Awst
538,September::N,九月,Medi
539,Oktober::N,十月,Hydref
540,November::N,十一月,Tachwedd
541,Dezember::N,十二月,Rhagfyr
542,Montag::N,星期一,dydd Llun
543,Dienstag::N,星期二,dydd Mawrth
544,Mittwoch::N,星期三,dydd Mercher
545,Donnerstag::N,星期四,dydd Iau
546,Freitag::N,星期五,dydd Gwener
547,Samstag::N,星期六,dydd Sadwrn
548,Sonntag::N,星期日,dydd Sul
549,groß::A,大,mawr
550,klein::A,小,bach
551,lang::A,长,hir
552,kurz::A,短,byr
553,kurz::A,短,cwta
554,breit::A,宽,llydan
555,schmal::A,细长的,cul
556,dicht::A,密,dwys
557,dick[Gegenstand]::A,厚,trwchus
558,dünn::A,薄,tenau
559,fein::A,细小,main
560,fest::A,固体,cadarn
561,flach::A,平坦,gwastad
562,glatt::A,光滑,llyfn
563,hart::A,硬,caled
564,weich::A,软,meddal
565,rund::A,圆,crwn
566,spitz::A,尖,pigfain
567,scharf::A,锋利,miniog
568,stumpf::A,钝,pŵl
569,schwer::A,重,trwm
570,schön::A,美丽,teg
571,schön::A,美丽,hardd
572,schön::A,美丽,prydferth
573,heiß::A,烫,poeth
574,warm::A,暖和,twym
575,warm::A,暖和,cynnes
576,kalt::A,冷,oer
577,kühl::A,凉,oeraidd
578,frisch::A,新鲜,iach
579,feucht::A,潮湿,llaith
580,nass::A,湿,gwlyb
581,trocken::A,干,sych
582,voll::A,满,llawn
583,leer::A,空,gwag
584,offen::A,敞开,agored
585,geschlossen::A,关闭,caead
586,geschlossen::A,关闭,caeëdig
587,sauber::A,干净,glân
588,schmutzig::A,肮脏,budr
589,schmutzig::A,肮脏,brwnt
590,roh::A,生,amrwd
591,reif::A,成熟,aeddfed
592,lecker::A,好吃,blasus
593,lecker::A,好吃,danteithiol
594,süß::A,甜,melys
595,bitter::A,苦,chwerw
596,sauer::A,酸,sur
597,hell::A,亮,disglair
598,dunkel::A,阴暗,tywyll
599,schwarz::A,黑,du
600,weiß::A,白,gwyn
601,rot::A,红,coch
602,gelb::A,黄,melyn
603,blau::A,蓝,glas
604,grün::A,绿,gwyrdd
605,grau::A,灰色,llwyd
606,bunt::A,五彩,lliwgar
607,billig::A,便宜,rhad
608,teuer::A,贵,drud
609,wertvoll::A,贵重,gwerthfawr
610,blind::A,瞎,dall
611,taub::A,聋,byddar
612,kräftig::A,强壮,nerthol
613,kräftig::A,强壮,grymus
614,stark::A,强壮,cryf
615,stark::A,强壮,cadarn
616,schwach::A,弱,gwan
617,fett::A,胖,tew
618,schlank::A,苗条,main
619,hübsch::A,漂亮,tlws
620,böse::A,邪恶,drwg
621,dumm::A,笨,twp
622,faul::A,懒惰,diog
623,fleißig::A,勤奋,dyfal
624,geizig::A,吝啬,crintach
625,geizig::A,吝啬,cybyddlyd
626,klug::A,聪明,deallus
627,geschickt::A,灵巧,medrus
628,geschickt::A,灵巧,deheuig
629,lieb::A,可爱,hoff
630,lieb::A,可爱,annwyl
631,lustig::A,快乐,llon
632,sanft::A,柔和,mwyn
633,hungrig::A,饥饿,newynog
634,krank::A,患病,sâl
635,krank::A,患病,gwael
636,nackt::A,裸体,noeth
637,traurig::A,悲哀,trist
638,lebendig::A,活,yn fyw
639,gut::A,好,da
640,schlecht::A,坏,drwg
641,schlecht::A,坏,gwael
642,richtig::A,正确,cywir
643,schlimm::A,糟糕,enbyd
644,wahr::A,真,gwir
645,alt::A,旧,hen
646,neu::A,新,newydd
647,ehemalig::A,以前,blaenorol
648,alt[Lebewesen]::A,老,oedrannus
649,jung::A,年轻,ifanc
650,arm::A,贫穷,tlawd
651,reich::A,富裕,cyfoethog
652,bekannt::A,出名,cynefin
653,bekannt::A,出名,cyfarwydd
654,berühmt::A,著名,enwog
655,fremd::A,陌生,estron
656,verschieden::A,不同,gwahanol
657,nah::A,近,agos
658,fern::A,遥远,pell
659,linker::A,左,aswy
660,linker::A,左,chwith
661,rechter::A,右,de
662,rechter::A,右,deau
663,anderer::A,别的,arall
664,erster::A,第一,cyntaf
665,zweiter::A,第二,ail
666,dritter::A,第三,trydydd
667,letzter::A,最后,olaf
668,allein::ADV,单独,unig
669,allein::ADV,单独,ar ei ben ei hun
670,auf einmal::ADV,同时,ar yr un pryd
671,zusammen::ADV,一起,ynghyd
672,zusammen::ADV,一起,gyda'i gilydd
673,lange::ADV,许久,amser hir
674,plötzlich::ADV,忽然,yn sydyn
675,sofort::ADV,立刻,ar unwaith
676,später::ADV,以后,yn ddiweddarach
677,jetzt::ADV,现在,yn awr
678,heute::ADV,今天,heddiw
679,morgen::ADV,明天,yfory
680,bald::ADV,即将,yn fuan
681,bald::ADV,即将,gyda hyn
682,dann::ADV,然后,yna
683,dann::ADV,然后,y pryd hwnnw
684,gestern::ADV,昨天,ddoe
685,einst::ADV,曾经,gynt
686,damals::ADV,当时,ar y pryd
687,damals::ADV,当时,bryd hynny
688,danach::ADV,随后,wedyn
689,vorher::ADV,事先,o'r blaen
690,zuerst::ADV,首先,yn gyntaf
691,einmal::ADV,一次,unwaith
692,manchmal::ADV,有时,weithiau
693,manchmal::ADV,有时,ar brydiau
694,oft::ADV,时常,yn aml
695,oft::ADV,时常,yn fynych
696,immer::ADV,总是,bob amser
697,niemals::ADV,从未,ni ... byth
698,niemals::ADV,从未,ni ... erioed
699,hier::ADV,这里,yma
700,hierhin::ADV,到这里,hyd yma
701,von hier::ADV,由此,oddi yma
702,dort::ADV,那里,acw
703,dorthin::ADV,到那里,tuag yno
704,geradeaus::ADV,一直往前,syth ymlaen
705,vorwärts::ADV,向前,ymlaen
706,rückwärts::ADV,向后,yn ôl
707,zurück::ADV,退后,yn ôl
708,unten::ADV,下面,isod
709,unten::ADV,下面,oddi tanodd
710,hinab::ADV,向下,i lawr
711,hinab::ADV,向下,i waered
712,oben::ADV,上面,fry
713,hinauf::ADV,向上,i fyny
714,hinauf::ADV,向上,i'r lan
715,überall::ADV,到处,ym mhobman
716,nicht::ADV,不,ni
717,nicht::ADV,不,nid
718,ein wenig::ADV,一点儿,tipyn
719,ein wenig::ADV,一点儿,ychydig
720,kaum::ADV,几乎不,prin
721,sehr::ADV,很,iawn
722,so::ADV,如此,fel
723,so::ADV,如此,felly
724,noch::ADV,还,eto
725,nur::ADV,只,yn unig
726,schon::ADV,已经,eisoes
727,schon::ADV,已经,yn barod
728,wieder::ADV,又,drachefn
729,vor::PRP,在...面前,o flaen
730,hinter::PRP,在...背后,ar ôl
731,unter::PRP,在...下面,islaw
732,durch::PRP,穿过,trwy
733,neben::PRP,在...旁,ar bwys
734,zwischen::PRP,在...之间,rhwng
735,zwischen::PRP,在...之间,cydrhwng
736,wegen::PRP,由于,o achos
737,wegen::PRP,由于,oherwydd
738,dies::PRN,这,hyn
739,das::PRN,那,hynny
740,alles::PRN,一切,popeth
741,ich::PRN,我,fi
742,du::PRN,你,ti
743,er::PRN,他,fe
744,wir::PRN,我们,ni
745,ihr::PRN,你们,chi
746,sie::PRN,她,hwy
747,was::FPRN,什么,pa beth
748,wer::FPRN,谁,pwy
749,wo::FADV,哪里,ble
750,wo::FADV,哪里,ym mha le
751,wohin::FADV,去哪里,i ble
752,wohin::FADV,去哪里,i ba le
753,wie::FADV,怎么,sut
754,warum::FADV,为什么,pam
755,wieviel::FNUM,多少,faint
756,eins::NUM,一,un
757,zwei::NUM,二,dau
758,drei::NUM,三,tri
759,vier::NUM,四,pedwar
760,fünf::NUM,五,pump
761,sechs::NUM,六,chwech
762,sieben::NUM,七,saith
763,acht::NUM,八,wyth
764,neun::NUM,九,naw
765,zehn::NUM,十,deg
766,elf::NUM,十一,un ar ddeg
767,zwölf::NUM,十二,deuddeg
768,zwölf::NUM,十二,un deg dau
769,zwanzig::NUM,二十,ugain
770,dreißig::NUM,三十,tri deg
771,dreißig::NUM,三十,deg ar hugain
772,vierzig::NUM,四十,deugain
773,fünfzig::NUM,五十,hanner cant
774,sechzig::NUM,六十,chwe deg
775,siebzig::NUM,七十,saith deg
776,siebzig::NUM,七十,deg a thrigain
777,achtzig::NUM,八十,wyth deg
778,achtzig::NUM,八十,pedar ugain
779,neunzig::NUM,九十,naw deg
780,neunzig::NUM,九十,deg a phedwar ugain
781,hundert::NUM,百,cant
782,tausend::NUM,千,mil
783,und::CNJ,和,a
784,oder::CNJ,或者,neu
785,stehen::V,站,sefyll
786,sitzen::V,坐,eistedd
787,liegen::V,躺着,gorwedd
788,hängen::V,挂着,hongian
789,werden::V,成为,dod yn
790,werden::V,成为,mynd yn
791,passieren::V,发生,digwydd
792,beginnen::V,开始,cychwyn
793,enden::V,终止,gorffen
794,wechseln::V,变迁,newid
795,aufgehen[Sonne]::V,升起,codi
796,untergehen[Sonne]::V,下落,machlud
797,scheinen[Sonne]::V,照射,tywynnu
798,donnern::V,打雷,taranu
799,wehen::V,飘扬,chwythu
800,strömen::V,流,ffrydio
801,fließen::V,流动,llifo
802,sich drehen::V,转动,troi
803,sich drehen::V,转动,cylchdroi
804,schwanken::V,摇摆,siglo
805,schwingen::V,摇,siglo
806,fallen::V,坠落,cwympo
807,brennen::V,燃烧,llosgi
808,rauchen::V,冒烟,mygu
809,regnen::V,下雨,glawio
810,gefrieren::V,结冰,rhewi
811,tauen::V,融化,toddi
812,tauen::V,融化,meirioli
813,schmelzen::V,溶化,toddi
814,trocknen::V,变干,sychu
815,sieden::V,煮,berwi
816,faulen::V,腐烂,pydru
817,faulen::V,腐烂,braenu
818,verfaulen::V,腐烂,pydru
819,verfaulen::V,腐烂,dadfeilio
820,reißen::V,撕,clecian
821,reißen::V,撕,torri'n glats
822,versinken::V,下沉,suddo
823,vergehen::V,流逝,myned heibio
824,vergehen::V,流逝,pasio
825,erscheinen::V,出现,ymddangos
826,verschwinden::V,消失,diflannu
827,sinken::V,下降,syrthio
828,abnehmen::V,减少,lleihau
