,Concept_ID,ko,ko
845,ankommen::V,고챀하다,고챀하다
846,zurückkommen::V,보기,보기
847,bleiben::V,체류,체류
848,warten::V,기다리다,기다리다
849,erwarten::V,기대하다,기대하다
850,suchen::V,찾다,찾다
851,suchen::V,찾다,구하다
852,suchen::V,구하다,찾다
853,suchen::V,구하다,구하다
854,finden::V,찾아내다,찾아내다
855,versuchen::V,시험하다,시험하다
856,vorbereiten::V,재비하다,재비하다
857,lieben::V,사랑하다,사랑하다
858,mögen::V,줗아하다,줗아하다
859,lachen::V,웃다,웃다
860,rühren::V,건드리다,건드리다
861,weinen::V,울다,울다
862,schimpfen::V,꾸짖다,꾸짖다
863,sich ärgern::V,화를내게 하다,화를내게 하다
864,sich fürchten::V,두려원하다,두려원하다
865,fürchten::V,두려원하다,두려원하다
866,fliehen::V,도망치다,도망치다
867,flüchten::V,도주하다,도주하다
868,sehen::V,보다,보다
869,anschauen::V,바라보다,바라보다
870,ansehen::V,바라보다,바라보다
871,hören::V,듣다,듣다
872,zuhören::V,듣다,듣다
873,probieren::V,시식하다,시식하다
874,riechen::V,내새를맡다,내새를맡다
875,fühlen::V,느끼다,느끼다
876,scheinen::V,...것같다,...것같다
877,zu sehen sein::V,보이는,보이는
878,vernehmen::V,듣다,듣다
879,vernehmen::V,듣다,들어서일다
880,vernehmen::V,들어서일다,듣다
881,vernehmen::V,들어서일다,들어서일다
882,frieren::V,춥다,춥다
883,tun::V,하다,하다
884,können::V,할주릴다,할주릴다
885,wollen::V,바라다,바라다
886,anfangen::V,시작하다,시작하다
887,beenden::V,다하다,다하다
888,aufhören::V,그만두다,그만두다
889,gelingen::V,성국하다,성국하다
890,geraten::V,잘되어가다,잘되어가다
891,öffnen::V,열다,열다
892,schließen::V,추측하다,추측하다
893,stellen::V,세우다,세우다
894,setzen::V,놓다,놓다
895,legen::V,눕히다,눕히다
896,berühren::V,대다,대다
897,verbinden::V,옝열하다,옝열하다
898,bedecken::V,덮다,덮다
899,aufhängen::V,매달다,매달다
900,anzünden::V,점화하다,점화하다
901,aufheben::V,위로올리다,위로올리다
902,zurücklassen::V,튀에남기다,튀에남기다
903,verlieren::V,잃다,잃다
904,fallen lassen::V,떨어뜨리다,떨어뜨리다
905,machen::V,하다,하다
906,herstellen::V,제조하다,제조하다
907,bauen::V,짓다,짓다
908,reparieren::V,수셩자다,수셩자다
909,verbessern::V,정정하다,정정하다
910,ändern::V,바꾸다,바꾸다
911,graben::V,파다,파다
912,beugen::V,구부리다,구부리다
913,biegen::V,굽히다,굽히다
914,drehen::V,회전,회전
915,wenden::V,회전시키다,회전시키다
916,umdrehen::V,회전시키다,회전시키다
917,heben::V,일으아키다,일으아키다
918,hochheben::V,틀어올리다,틀어올리다
919,ergreifen::V,잡다,잡다
920,halten::V,잡다,잡다
921,drücken::V,누르다,누르다
922,schieben::V,밀다,밀다
923,kratzen::V,긁다,긁다
924,lecken::V,핥다,핥다
925,beißen::V,물다,물다
926,abschneiden::V,귾어내다,귾어내다
927,binden::V,매다,매다
928,stecken::V,찌르다,찌르다
929,brechen::V,금,금
930,klopfen::V,치다,치다
931,hauen::V,때리다,때리다
932,kleben::V,들러붙다,들러붙다
933,reiben::V,문지르다,문지르다
934,streichen::V,쓰다듬다,쓰다듬다
935,schleifen::V,갈다,갈다
936,schneiden::V,베다,베다
937,rütteln::V,흔들다,흔들다
938,schütteln::V,흔들다,흔들다
939,schwenken::V,흔들다,흔들다
940,schütten::V,따르다,따르다
941,füllen::V,담다,담다
942,einwickeln::V,싸다,싸다
943,tragen::V,지우다,지우다
944,schleppen::V,끌다,끌다
945,ziehen::V,당기다,당기다
946,aufbewahren::V,간직하다,간직하다
947,werfen::V,던지다,던지다
948,fangen::V,밥다,밥다
949,packen::V,쥐다,쥐다
950,verstecken::V,숨기다,숨기다
951,teilen::V,나누다,나누다
952,schicken::V,보내다,보내다
953,bringen::V,가겨,가겨
954,hinzufügen::V,부가하다,부가하다
955,bekommen::V,얻다,얻다
956,erhalten::V,지니다,지니다
957,nehmen::V,잡다,잡다
958,wählen::V,선거하다,선거하다
959,auswählen::V,선출하다,선출하다
960,bewahren::V,저장보종,저장보종
961,behindern::V,훼방하다,훼방하다
962,verderben::V,못쓰게 되다,못쓰게 되다
963,beschädigen::V,상하게하다,상하게하다
964,zerbrechen::V,깨뜨리다,깨뜨리다
965,zerreißen::V,잡아쫓다,잡아쫓다
966,zerstören::V,파괴하다,파괴하다
967,verbrennen::V,소실하다,소실하다
968,geben::V,주다,주다
969,reichen::V,내일다,내일다
970,schenken::V,주다,주다
971,versprechen::V,약속하다,약속하다
972,wünschen::V,바라다,바라다
973,loben::V,칭찬하다,칭찬하다
974,küssen::V,키스하다,키스하다
975,wiegen::V,어르다,어르다
976,zudecken::V,뚜꺼을하다,뚜꺼을하다
977,wecken::V,깨우다,깨우다
978,zeigen::V,보이다,보이다
979,führen::V,가게하다,가게하다
980,lehren::V,가르치다,가르치다
981,unterrichten::V,가르지다,가르지다
982,aufziehen::V,사육하다,사육하다
983,leiten::V,이끌다,이끌다
984,antreiben::V,몰다,몰다
985,lassen::V,내버려두다,내버려두다
986,einladen::V,초청하다,초청하다
987,vereinigen::V,하나로하다,하나로하다
988,besuchen::V,방문하다,방문하다
989,treffen::V,만나다,만나다
990,sich versammeln::V,조립하다,조립하다
991,spielen::V,눌다,눌다
992,singen::V,노래하다,노래하다
993,tanzen::V,춤추하다,춤추하다
994,sich trennen::V,가르다,가르다
995,verlassen::V,버림받은,버림받은
996,retten::V,구조하다,구조하다
997,bewachen::V,치키다,치키다
998,schützen::V,보호하다,보호하다
999,verteidigen::V,막다,막다
1000,sich schlagen::V,치다,치다
1001,schießen::V,쏘다,쏘다
1002,siegen::V,이기다,이기다
1003,ärgern::V,성을내게하다,성을내게하다
1004,schlagen::V,치다,치다
1005,treten::V,디디다,디디다
1006,stechen::V,찌르다,찌르다
1007,stoßen::V,찌르다,찌르다
1008,stehlen::V,훔치다,훔치다
1009,stören::V,움직이다,움직이다
1010,belästigen::V,괴롭히다,괴롭히다
1011,verbergen::V,숨기다,숨기다
1012,täuschen::V,속이다,속이다
1013,betrügen::V,속이다,속이다
1014,töten::V,죽이다,죽이다
1015,wohnen::V,실다,실다
1016,arbeiten::V,일하다,일하다
1017,sammeln::V,모으다,모으다
1018,pflücken::V,꿔다,꿔다
1019,jagen::V,사냥하다,사냥하다
1020,fischen::V,고기를잡다,고기를잡다
1021,fassen::V,움켜쥐다,움켜쥐다
1022,hüten::V,망보다,망보다
1023,treiben::V,몰아세우다,몰아세우다
1024,anbinden::V,묶다,묶다
1025,füttern::V,사료를주다,사료를주다
1026,melken::V,젖을짜다,젖을짜다
1027,hacken::V,자르다,자르다
1028,gießen::V,물을대다,물을대다
1029,reifen::V,성숙하다,성숙하다
1030,zubereiten::V,조제하다,조제하다
1031,kochen::V,요리하다,요리하다
1032,backen::V,쿱다,쿱다
1033,braten::V,굽다,굽다
1034,umrühren::V,교반하다,교반하다
1035,stricken::V,뜨개질하다,뜨개질하다
1036,nähen::V,꿰매다,꿰매다
1037,färben::V,채색하다,채색하다
1038,reinigen::V,청소하다,청소하다
1039,waschen::V,씻다,씻다
1040,abwischen::V,닦다,닦다
1041,spülen::V,씻다,씻다
1042,fegen::V,소체하다,소체하다
1043,kehren::V,청소하다,청소하다
1044,baden::V,감다,감다
1045,sich waschen::V,모믈 씻다,모믈 씻다
1046,ausziehen::V,벗다,벗다
1047,anziehen::V,끌어움직이다,끌어움직이다
1048,kämmen::V,빗다,빗다
1049,schmücken::V,치레하다,치레하다
1050,sagen::V,말하다,말하다
1051,sprechen::V,말하다,말하다
1052,reden::V,이야기하다,이야기하다
1053,fragen::V,질문하다,질문하다
1054,bitten::V,원하다,원하다
1055,erzählen::V,이야기하다,이야기하다
1056,mitteilen::V,이야기하다,이야기하다
1057,nennen::V,부르다,부르다
1058,rufen::V,불러내다,불러내다
1059,prahlen::V,자랑하다,자랑하다
1060,übersetzen::V,번역하다,번역하다
1061,denken::V,생각하다,생각하다
1062,glauben::V,믿다,믿다
1063,bemerken::V,인자하다,인자하다
1064,erkennen::V,인식하다,인식하다
1065,begreifen::V,파악하다,파악하다
1066,verstehen::V,이해하다,이해하다
1067,lernen::V,배우다,배우다
1068,wissen::V,알다,알다
1069,sich erinnern an::V,상기하다,상기하다
1070,vergessen::V,잊다,잊다
1071,messen::V,측정하다,측정하다
1072,zählen::V,세다,세다
1073,rechnen::V,게산하다,게산하다
1074,lesen::V,읽다,읽다
1075,malen::V,그리다,그리다
1076,zeichnen::V,소묘하다,소묘하다
1077,schreiben::V,쓰다,쓰다
1078,besitzen::V,소유하다,소유하다
1079,kaufen::V,사다,사다
1080,verkaufen::V,팔다,팔다
1081,bezahlen::V,지불하다,지불하다
1082,zahlen::V,치르다,치르다
1083,beherrschen::V,지배하다,지배하다
1084,ertragen::V,참다,참다
