,Concept_ID,udm,no
827,neun::NUM,укмыс,ni
828,zehn::NUM,дас,ti
829,elf::NUM,дас одӥг,elleve
830,zwölf::NUM,дас кык,tolv
831,zwanzig::NUM,кызь,tjue
832,dreißig::NUM,куамын,tretti
833,vierzig::NUM,ньыльдон,førti
834,fünfzig::NUM,витьтон,femti
835,sechzig::NUM,куатьтон,seksti
836,siebzig::NUM,сизьымдон,sytti
837,achtzig::NUM,тямыстон,åtti
838,neunzig::NUM,укмыстон,nitti
839,hundert::NUM,сю,hundre
840,tausend::NUM,сюрс,tusen
841,und::CNJ,и,og
842,und::CNJ,но,og
843,oder::CNJ,яке,eller
844,stehen::V,сылыны,stå
845,sitzen::V,пукыны,sitte
846,liegen::V,кылльыны,ligge
847,hängen::V,ошкыса улыны,henge
848,werden::V,луыны,bli
849,passieren::V,луыны,skje
850,passieren::V,луыны,hende
851,beginnen::V,кутскыны,begynne
852,enden::V,бырыны,ende
853,enden::V,бырыны,slutte
854,wechseln::V,воштӥськыны,veksle
855,aufgehen[Sonne]::V,ӝужаны,stå opp
856,untergehen[Sonne]::V,пуксьыны,gå ned
857,scheinen[Sonne]::V,пиштыны,skinne
858,scheinen[Sonne]::V,чиляны,skinne
859,donnern::V,гудыръяны,tordne
860,wehen::V,пелляськыны,blåse
861,strömen::V,киськыны,strømme
862,strömen::V,исьтӥськыны,strømme
863,fließen::V,бызьыны,flyte
864,sich drehen::V,берганы,dreie seg
865,schwanken::V,вошъяськыны,svaie
866,schwingen::V,шонаськыны,svinge
867,fallen::V,усьыны,falle
868,brennen::V,ӝуаны,brenne
869,rauchen::V,ӵындыны,ryke
870,regnen::V,зорыны,regne
871,gefrieren::V,кынмыны,fryse
872,tauen::V,шунаны,tine
873,schmelzen::V,шунаны,smelte
874,trocknen::V,куасьмыны,tørre
875,sieden::V,пӧзьыны,koke
876,faulen::V,сисьмыны,råtne
877,verfaulen::V,сисьмыны,råtne
878,reißen::V,кеськыны,briste
879,versinken::V,выйыны,synke
880,versinken::V,выйыны,synke ned
881,vergehen::V,ортчыны,forløpe
882,erscheinen::V,адскыны,synes
883,verschwinden::V,бырыны,forsvinne
884,sinken::V,усьыны,synke
885,abnehmen::V,синыны,avta
886,abnehmen::V,синыны,minske
887,zunehmen::V,йылыны,tilta
888,steigen::V,лӧпкыны,stige
889,wachsen::V,будыны,gro
890,wachsen::V,будыны,vokse
891,glänzen::V,чиляны,skinne
892,glänzen::V,пиштыны,skinne
893,funkeln::V,чилекъяны,tindre
894,lärmen::V,уретыны,bråke
895,lärmen::V,ӵашетыны,bråke
896,läuten::V,жингыртыны,ringe
897,klingeln::V,жингыртыны,ringe
898,klirren::V,жильккетыны,klirre
899,brausen::V,лекъяськыны,bruse
900,rauschen::V,ӵашетыны,suse
901,klingen::V,кылӥськыны,lyde
902,klingen::V,кылӥськыны,klinge
903,bellen::V,утыны,gjø
904,bellen::V,утыны,bjeffe
905,heulen::V,вузыны,ule
906,blasen::V,пельтыны,blåse
907,pfeifen::V,шуланы,plystre
908,schreien::V,черекъяны,skrike
909,schreien::V,кесяськыны,skrike
910,stöhnen::V,ӝуштыны,stønne
911,zittern::V,дырекъяны,dirre
912,zittern::V,дырекъяны,skjelve
913,zittern::V,куалекъяны,dirre
914,zittern::V,куалекъяны,skjelve
915,leben::V,улыны,leve
916,geboren werden::V,вордӥськыны,fødes
917,atmen::V,шоканы,ånde
918,atmen::V,шоканы,puste
919,trinken::V,юыны,drikke
920,essen::V,сиыны,spise
921,schlucken::V,ньылыны,svelge
922,müde werden::V,жадьыны,bli trett
923,einschlafen::V,умме усьыны,sovne
924,schlafen::V,кӧлыны,sove
925,aufwachen::V,сайканы,våkne
926,aufstehen::V,султыны,stå opp
927,sich erholen::V,шутэтскыны,bli bra
928,sich erholen::V,шутэтскыны,komme seg
929,krank werden::V,висьыны,bli syk
930,krank sein::V,висьыны,være syk
931,schmerzen::V,висьыны,gjøre vondt
932,husten::V,кызыны,hoste
933,genesen::V,юнматскыны,komme seg
934,genesen::V,бурмытскылыны,komme seg
935,sterben::V,кулыны,dø
936,umkommen::V,бырыны,omkomme
937,sich bewegen::V,вырыны,bevege seg
938,sich rühren::V,вырӟыны,røre på seg
939,sich rühren::V,вырӟылыны,røre på seg
940,sich erheben::V,султыны,reise seg
941,sich setzen::V,пуксьыны,sette sig
942,hinfallen::V,усьыны,falle over ende
943,laufen::V,мыныны,løpe
944,schreiten::V,вамышъяны,skride
945,spazierengehen::V,мыныны,spasere
946,spazierengehen::V,мыныны,gå en tur
947,spazierengehen::V,ветлыны,spasere
948,spazierengehen::V,ветлыны,gå en tur
949,eilen::V,дыртыны,ile
950,sich beeilen::V,дыртыны,skynde seg
951,sausen::V,туж ӝог мыныны,suse
952,rennen::V,бызьылыны,løpe
953,springen::V,тэтчаны,hoppe
954,springen::V,тэтчаны,springe
955,klettern::V,тубаны,klatre
956,schaukeln::V,лэйканы,huske
957,schaukeln::V,шонаськыны,huske
958,kriechen::V,нюж ветлыны,krype
959,schwimmen::V,уяны,svømme
960,tauchen::V,зумылыны,dykke
961,rudern::V,полсаны,ro
962,fahren::V,ветлыны,kjøre
963,fliegen::V,лобаны,fly
964,gehen::V,мыныны,gå
965,weggehen::V,кошкыны,gå bort
966,abfahren::V,кошкыны,reise
967,anhalten::V,дугдыны,stanse
968,hineingehen::V,пырыны,gå inn
969,eintreten::V,пырыны,tre inn
970,kommen::V,вуыны,komme
971,kommen::V,лыктыны,komme
972,ankommen::V,вуыны,ankomme
973,ankommen::V,вуыны,komme til
974,zurückkommen::V,берытскыны,komme tilbake
975,bleiben::V,кыльыны,bli
976,bleiben::V,кыльыны,forbli
977,warten::V,витьыны,vente
978,erwarten::V,витьыны,vente
979,erwarten::V,возьманы,vente
980,suchen::V,утчаны,søke
981,finden::V,шедьтыны,finne
982,versuchen::V,турттыны,prøve
983,versuchen::V,турттыны,forsøke
984,vorbereiten::V,дасяны,forberede
985,lieben::V,гажаны,elske
986,mögen::V,яратыны,like
987,lachen::V,серекъяны,le
988,rühren::V,сюлме йӧтыны,røre
989,weinen::V,бӧрдыны,gråte
990,schimpfen::V,даллашыны,skjelle
991,sich ärgern::V,лекъяськыны,ergre seg
992,sich fürchten::V,кышканы,være redd
993,sich fürchten::V,курданы,være redd
994,fürchten::V,курданы,være redd for
995,fürchten::V,кышканы,være redd for
996,fliehen::V,пегӟыны,rømme
997,fliehen::V,пегӟыны,flykte
998,flüchten::V,пегӟыны,flykte
999,sehen::V,адӟыны,se
1000,anschauen::V,учкыны,se på
1001,anschauen::V,учкыны,betrakte
1002,ansehen::V,учкыны,anse
1003,hören::V,кылыны,høre
1004,zuhören::V,кылзыны,tilhøre
1005,probieren::V,веръяны,smake
1006,probieren::V,веръяны,smake på
1007,riechen::V,зынъяны,lukte
1008,fühlen::V,шӧдыны,føle
1009,scheinen::V,адскыны,se ut
1010,zu sehen sein::V,адӟиськыны,synes
1011,vernehmen::V,кылыны,få vite
1012,frieren::V,кынмыны,fryse
1013,tun::V,карыны,gjøre
1014,können::V,быгатыны,kunne
1015,wollen::V,потыны,ville
1016,anfangen::V,кутскыны,begynne
1017,beenden::V,быдтыны,avslutte
1018,beenden::V,быдэстыны,avslutte
1019,aufhören::V,дугдыны,slutte
1020,aufhören::V,дугдыны,holde opp
1021,gelingen::V,быгатыны,lykkes
1022,gelingen::V,луыны,lykkes
1023,geraten::V,лэсяны,bli
1024,öffnen::V,усьтыны,åpne
1025,schließen::V,пытсаны,lukke
1026,schließen::V,пытсаны,stenge
1027,stellen::V,пуктыны,stille
1028,setzen::V,пуктыны,sette
1029,legen::V,поныны,legge
1030,berühren::V,исаны,berøre
1031,verbinden::V,герӟаны,forbinde
1032,bedecken::V,пытсаны,dekke
1033,aufhängen::V,ошыны,henge
1034,aufhängen::V,ошыны,henge opp
1035,anzünden::V,ӝуатыны,tenne
1036,anzünden::V,ӝуатыны,antenne
1037,anzünden::V,ӝуатыны,tenne på
1038,aufheben::V,ӝутыны,løfte
1039,aufheben::V,ӝутыны,ta opp
1040,zurücklassen::V,кельтыны,slippe tilbake
1041,verlieren::V,ыштыны,miste
1042,fallen lassen::V,уськытыны,droppe
1043,fallen lassen::V,уськытыны,la falle
1044,machen::V,лэсьтыны,lage
1045,machen::V,лэсьтыны,gjøre
1046,herstellen::V,лэсьтыны,fremstille
1047,bauen::V,пуктыны,bygge
1048,reparieren::V,тупатыны,reparere
1049,verbessern::V,умоятыны,rette
1050,verbessern::V,умоятыны,forbedre
1051,ändern::V,воштыны,forandre
1052,graben::V,копаны,grave
1053,beugen::V,губыртыны,bøye
1054,biegen::V,куасаны,bøye
1055,drehen::V,бергатыны,dreie
1056,wenden::V,берыктыны,vende
1057,umdrehen::V,берыктыны,snu
1058,heben::V,ӝутыны,heve
1059,hochheben::V,ӝутъяны,løfte
1060,ergreifen::V,кутыны,gripe
1061,ergreifen::V,кутыны,få tak i
1062,ergreifen::V,кырмыны,gripe
1063,ergreifen::V,кырмыны,få tak i
1064,halten::V,возьыны,holde
1065,drücken::V,зӥбыны,trykke
1066,drücken::V,пачкатыны,trykke
1067,schieben::V,донганы,skyve
1068,kratzen::V,вуштыны,klø
1069,kratzen::V,вуштыны,klore
1070,lecken::V,нюлыны,slikke
1071,beißen::V,куртчыны,bite
1072,abreißen::V,ишкалтыны,rive av
1073,abschneiden::V,шорыны,skjære av
1074,abschneiden::V,вандыны,skjære av
1075,binden::V,керттыны,binde
1076,stecken::V,мертчытыны,stikke
1077,brechen::V,тӥяны,bryte
1078,brechen::V,тӥяны,briste
1079,klopfen::V,йыганы,banke
1080,klopfen::V,шарккетыны,banke
1081,hauen::V,жугыны,hogge
1082,hauen::V,тышканы,hogge
1083,kleben::V,лякыны,klistre
1084,reiben::V,зыраны,gni
1085,reiben::V,вуштыны,gni
1086,streichen::V,зыраны,stryke
1087,schleifen::V,шерыны,slipe
1088,schneiden::V,вандыны,klippe
1089,rütteln::V,зуркатыны,ruske
1090,schütteln::V,куалекъятыны,riste
1091,schwenken::V,шонаны,svinge
1092,schütten::V,лэзьыны,helle
1093,füllen::V,тырмытыны,fylle
1094,einwickeln::V,биньыны,vikle inn
1095,tragen::V,нуыны,bære
1096,schleppen::V,кыскыны,slepe
1097,ziehen::V,кыскыны,dra
1098,ziehen::V,кыскыны,trekke
1099,aufbewahren::V,возьыны,oppbevare
1100,aufbewahren::V,возьыны,ta vare på
1101,werfen::V,куяны,kaste
1102,werfen::V,лэзяны,kaste
1103,fangen::V,кутыны,fange
1104,packen::V,кутыны,gripe
1105,packen::V,кутыны,gripe tak i
1106,packen::V,кырмыны,gripe
1107,packen::V,кырмыны,gripe tak i
1108,verstecken::V,ватыны,gjemme
1109,teilen::V,люкыны,dele
1110,schicken::V,ыстыны,sende
1111,bringen::V,вайыны,bringe
1112,hinzufügen::V,ватсаны,tilføye
1113,bekommen::V,басьтыны,få
1114,erhalten::V,басьтыны,få
1115,nehmen::V,кутыны,ta
1116,nehmen::V,басьтыны,ta
1117,wählen::V,бырйыны,velge
1118,auswählen::V,бырйыны,velge ut
1119,bewahren::V,возьыны,bevare
1120,behindern::V,могӟытыны,hindre
1121,behindern::V,могӟытыны,forhindre
1122,verderben::V,сӧрыны,ødelegge
1123,beschädigen::V,урод лэсьтыны,skade
1124,zerbrechen::V,сӧрыны,brekke i stykker
1125,zerreißen::V,кесяны,rive i stykker
1126,zerstören::V,куашкатыны,ødelegge
1127,verbrennen::V,сутыны,brenne
1128,verbrennen::V,сутыны,brenne opp
1129,geben::V,сётыны,gi
1130,reichen::V,сётыны,rekke
1131,schenken::V,кузьманы,forære
1132,schenken::V,кузьманы,skjenke
1133,versprechen::V,кыл сётыны,love
1134,wünschen::V,сӥзьыны,ønske
1135,loben::V,ушъяны,rose
1136,küssen::V,чупаны,kysse
1137,wiegen::V,веттаны,vogge
1138,wiegen::V,лэйкатыны,vogge
1139,zudecken::V,шобыртыны,dekke til
1140,wecken::V,сайкатыны,vekke
1141,zeigen::V,возьматыны,vise
1142,führen::V,нуыны,føre
1143,lehren::V,дышетыны,lære
1144,unterrichten::V,дышетыны,undervise
1145,aufziehen::V,будэтыны,oppdra
1146,leiten::V,кивалтыны,lede
1147,antreiben::V,дыртытыны,drive på
1148,lassen::V,-ытыны,få til å
1149,einladen::V,ӧтьыны,be
1150,einladen::V,ӧтьыны,invitere
1151,vereinigen::V,огазеяны,forene
1152,besuchen::V,адӟыськыны,besøke
1153,treffen::V,пумитаны,møte
1154,treffen::V,пумитаны,treffe
1155,sich versammeln::V,люкаськыны,forsamles
1156,spielen::V,шудыны,leke
1157,spielen::V,шудыны,spille
1158,singen::V,кырӟаны,synge
1159,tanzen::V,эктыны,danse
1160,sich trennen::V,люкиськыны,skilles
1161,verlassen::V,куштыны,forlate
1162,retten::V,утьыны,redde
1163,bewachen::V,возьманы,bevokte
1164,schützen::V,утялтыны,verne
1165,schützen::V,утялтыны,beskytte
1166,verteidigen::V,возьманы,forsvare
1167,sich schlagen::V,жугиськыны,slåss
1168,schießen::V,ыбылӥськны,skyte
1169,siegen::V,вормыны,seire
1170,ärgern::V,вожпоттыны,ergre
1171,schlagen::V,жуккыны,
1172,treten::V,лёганы,sparke
1173,stechen::V,бышкалтыны,stikke
1174,stoßen::V,донгыны,støte
1175,stehlen::V,вораны,stjele
1176,stehlen::V,лушканы,stjele
1177,stören::V,люкетыны,forstyrre
1178,belästigen::V,акыльтыны,plage
1179,belästigen::V,акыльтыны,sjenere
1180,belästigen::V,вукылмыны,plage
1181,belästigen::V,вукылмыны,sjenere
1182,verbergen::V,ватыны,gjemme
1183,täuschen::V,алданы,villede
1184,betrügen::V,пӧяны,bedra
1185,töten::V,виыны,drepe
1186,wohnen::V,улыны,bo
1187,arbeiten::V,ужаны,arbeide
1188,sammeln::V,бичаны,samle
1189,pflücken::V,ишкыны,plukke
1190,jagen::V,пӧйшураны,jage
1191,fischen::V,чорыганы,fiske
1192,fassen::V,кутыны,fange
1193,hüten::V,возьманы,vokte
1194,treiben::V,улляны,drive
1195,anbinden::V,думыны,feste
1196,füttern::V,сюдыны,fore
1197,melken::V,кыскыны,melke
1198,hacken::V,кораны,hakke
1199,gießen::V,киськаны,helle
1200,reifen::V,вуыны,modne
1201,reifen::V,кисьманы,modne
1202,zubereiten::V,лесьтыны,lage
1203,zubereiten::V,лесьтыны,tilberede
1204,kochen::V,пӧзьтыны,koke
1205,backen::V,пыжыны,bake
1206,braten::V,пыжыны,steke
1207,umrühren::V,сураны,røre om
1208,stricken::V,керттыны,strikke
1209,nähen::V,вурыны,sy
1210,färben::V,буяны,farge
1211,reinigen::V,сузяны,rense
1212,reinigen::V,сузяны,gjøre ren
1213,waschen::V,мисьтаськыны,vaske
1214,abwischen::V,ӵушылыны,tørke av
1215,spülen::V,гылъяны,spyle
1216,spülen::V,гылъяны,skylle
1217,fegen::V,ӵужыны,feie
1218,kehren::V,ӵужыны,koste
1219,baden::V,пыласькыны,bade
1220,sich waschen::V,пыласькыны,vaske seg
1221,ausziehen::V,кыльыны,ta av
1222,anziehen::V,дӥсяны,ta på
1223,sich anziehen::V,дӥсьяськыны,kle på seg
1224,kämmen::V,сынаны,gre
1225,kämmen::V,сынаны,kjemme
1226,schmücken::V,чеберъяны,pynte
1227,schmücken::V,чеберъяны,smykke
1228,sagen::V,шуыны,si
1229,sagen::V,вераны,si
1230,sprechen::V,вераськыны,snakke
1231,reden::V,вераськыны,tale
1232,reden::V,вераськыны,snakke
1233,sich unterhalten::V,вераськыны,samtale
1234,fragen::V,юаны,spørre
1235,bitten::V,курыны,be
1236,erzählen::V,вераны,fortelle
1237,erzählen::V,мадьыны,fortelle
1238,mitteilen::V,ивортыны,meddele
1239,nennen::V,шуыны,kalle
1240,rufen::V,ӧтьыны,rope
1241,prahlen::V,ушъяськыны,skryte
1242,übersetzen::V,берыктыны,oversette
1243,denken::V,малпаны,tenke
1244,glauben::V,оскыны,tro
1245,bemerken::V,адӟыны,bemerke
1246,bemerken::V,адӟыны,legge merke til
1247,erkennen::V,тодыны,gjenkjenne
1248,begreifen::V,валаны,begripe
1249,verstehen::V,валаны,forstå
1250,verstehen::V,валаны,skjønne
1251,lernen::V,дышетскыны,lære
1252,wissen::V,тодыны,vite
1253,sich erinnern an::V,тодэ вайыны,huske på
1254,vergessen::V,вунэтыны,glemme
1255,messen::V,мертаны,måle
1256,zählen::V,лыдъяны,telle
1257,rechnen::V,лыдъяны,regne
1258,lesen::V,лыдӟыны,lese
1259,malen::V,суреданы,male
1260,zeichnen::V,суреданы,tegne
1261,schreiben::V,гожъяны,skrive
1262,besitzen::V,луыны,eie
1263,besitzen::V,луыны,inneha
1264,kaufen::V,басьтыны,kjøpe
1265,verkaufen::V,вузаны,selge
1266,bezahlen::V,тырыны,betale
1267,zahlen::V,тырыны,betale
1268,beherrschen::V,кузёяськыны,beherske
1269,ertragen::V,чиданы,orke
