,Concept_ID,uz,lt
373,Heim::N,makon,namai
374,Ofen::N,pechka,krosnis
375,Fußboden::N,pol,grindys
376,Tisch::N,mosa,stalas
377,Stuhl::N,o'rindiq,kėdė
378,Wiege::N,beshik,lopšys
379,Bett::N,yotoq,lova
380,Bett::N,yotoq,patalai
381,Regal::N,tokcha,lentyna
382,Kiste::N,sandiq,dėžė
383,Fenster::N,deraza,langas
384,Tür::N,äshik,durys
385,Tor::N,darvoza,vartai
386,Zaun::N,panjara,tvora
387,Dach::N,tom,stogas
388,Leiter::N,narvon,kopėčios
389,Besen::N,supurgi,šluota
390,Spaten::N,bel,lopeta
391,Spaten::N,bel,kastuvas
392,Schaufel::N,kurak,semtuvas
393,Gabel::N,bilka,šakutė
394,Löffel::N,qoshiq,šaukštas
395,Messer::N,pichoq,peilis
396,Nagel::N,mix,vinis
397,Netz::N,to'r,tinklas
398,Haken::N,ilgak,vagis
399,Haken::N,ilgak,kablys
400,Griff::N,sop,kotas
401,Griff::N,sop,rankena
402,Griff::N,tutqich,kotas
403,Griff::N,tutqich,rankena
404,Schloss::N,qulf,spyna
405,Schloss::N,qulf,užraktas
406,Bild::N,rasm,paveikslas
407,Figur::N,shakl,figūra
408,Puppe::N,ko'g'irchoq,lėlė
409,Beutel::N,to'rva,krepšys
410,Beutel::N,to'rva,maišelis
411,Bündel::N,bog'lam,ryšulys
412,Tasche::N,kissa,krepšelis
413,Eimer::N,chelak,kibiras
414,Deckel::N,qopqoq,dangtis
415,Geschirr::N,idish,indai
416,Sack::N,qop,maišas
417,Tasse::N,piyola,puodukas
418,Topf::N,tuvak,puodas
419,Kessel::N,qozon,katilas
420,Essen::N,tomoq,valgis
421,Nahrung::N,emak,penas
422,Nahrung::N,emak,maistas
423,Speise::N,taom,patiekalas
424,Fleisch::N,go'sht,mėsa
425,Getreide::N,g'alla,javai
426,Brei::N,bo'tqa,košė
427,Brot::N,non,duona
428,Scheibe::N,disk,riekė
429,Fett::N,moy,taukai
430,Fett::N,moy,riebalai
431,Butter::N,yog',sviestas
432,Öl::N,moy,aliejus
433,Salz::N,tuz,druska
434,Suppe::N,sho'rva,sriuba
435,Honig::N,asal,medus
436,Milch::N,sut,pienas
437,Tee::N,choy,arbata
438,Leder::N,charm,oda
439,Wolle::N,jun,vilna
440,Stoff::N,mato,audeklas
441,Nadel::N,igna,adata
442,Faden::N,ip,gija
443,Faden::N,ip,siūlas
444,Knopf::N,tugma,saga
445,Knoten::N,tugun,mazgas
446,Farbe::N,bo'yok,dažai
447,Kleidung::N,kiyim,rūbai
448,Kleidung::N,kiyim,drabužiai
449,Hemd::N,ko'ylak,marškiniai
450,Kragen::N,yoqa,apykaklė
451,Ärmel::N,yeng,rankovė
452,Hose::N,shim,kelnės
453,Gürtel::N,tasma,juosta
454,Gürtel::N,tasma,diržas
455,Mütze::N,shapka,kepurė
456,Schuh::N,but,batas
457,Stiefel::N,botinka,auliniai batai
458,Ring::N,yuzuk,žiedas
459,Band::N,rishta,kaspinas
460,Kamm::N,taroq,šukos
461,Spiegel::N,ko'zgu,veidrodis
462,Riemen::N,qayish,diržas
463,Schnur::N,bog'ich,virvė
464,Leine::N,etak,pavadėlis
465,Decke::N,odyol,antklodė
466,Kissen::N,yostiq,pagalvė
467,Kissen::N,yostiq,priegalvis
468,Tuch::N,gazlama,skarelė
469,Handtuch::N,sochiq,rankšluostis
470,Kraft::N,kuch,jėga
471,Stärke::N,quvvat,stiprumas
472,Gesundheit::N,sog'lik,sveikata
473,Krankheit::N,kasallik,liga
474,Schmerz::N,og'riq,skausmas
475,Wunde::N,yara,žaizda
476,Fieber::N,bezgak,karštis
477,Arznei::N,dori,vaistas
478,Brücke::N,ko'prik,tiltas
479,Brunnen::N,buloq,šulinys
480,Weide::N,yaylov,ganykla
481,Weide::N,yaylov,gluosnis
482,Pfad::N,dorojka,takas
483,Weg::N,yo'l,kelias
484,Straße::N,ko'cha,gatvė
485,Dorf::N,ovul,kaimas
486,Dorf::N,ovul,sodžius
487,Stadt::N,shahar,miestas
488,Brief::N,maktub,laiškas
489,Buch::N,kitob,knyga
490,Buchstabe::N,harf,raidė
491,Zeitung::N,gazet,laikraštis
492,Leben::N,hayot,gyvybė
493,Leben::N,hayot,gyvenimas
494,Tod::N,o'lim,mirtis
495,Grab::N,go'r,kapas
496,Kirche::N,cherkov,bažnyčia
497,Sünde::N,gunoh,nuodėmė
498,Sünde::N,gunoh,nusidėjimas
499,Gott::N,olloh,dievas
500,Arbeiter::N,ishchi,darbininkas
501,Chef::N,rais,šefas
502,Chef::N,rais,vadovas
503,Chef::N,rais,viršininkas
504,Meister::N,usta,meistras
505,Arzt::N,hakim,gydytojas
506,Lehrer::N,muallim,mokytojas
507,Geld::N,pul,pinigai
508,Geschäft::N,savdo,biznis
509,Laden::N,do'kon,krautuvė
510,Laden::N,do'kon,parduotuvė
511,Preis::N,baho,kaina
512,Ware::N,mol,prekė
513,Nutzen::N,foyda,nauda
514,Nutzen::N,foyda,pelnas
515,Reichtum::N,boylik,turtas
516,Welt::N,olam,pasaulis
517,Land::N,o'lka,žemė
518,Land::N,o'lka,šalis
519,Staat::N,davlat,valstija
520,König::N,qirol,karalius
521,Macht::N,iqtidor,galia
522,Macht::N,iqtidor,valdžia
523,Grenze::N,chegara,riba
524,Grenze::N,chegara,siena
525,Krieg::N,harb,karas
526,Feind::N,dushman,priešas
527,Gewalt::N,zo'rlik,jėga
528,Gewalt::N,zo'rlik,smurtas
529,Gewalt::N,zo'rlik,prievarta
530,Kampf::N,kurash,kova
531,Bogen[Waffe]::N,yoy,lankas
532,Pfeil::N,o'q,strėlė
533,Gewehr::N,vintovka,šautuvas
534,Fehler::N,xato,klaida
535,Lüge::N,yolg'on,melas
536,Schaden::N,ziyon,nuostolis
537,Schaden::N,ziyon,apgadinimas
538,Unglück::N,balo,nelaimė
539,Schuld::N,ayb,kaltė
540,Alter::N,yosh,amžius
541,Schluss::N,tamom,pabaiga
542,Zeit::N,vaqt,laikas
543,Tag::N,kun,diena
544,Morgen::N,saboh,rytas
545,Mittag::N,kun tushlik,vidurdienis
546,Abend::N,oqshom,vakaras
547,Nacht::N,tun,naktis
548,Woche::N,hafta,savaitė
549,Monat::N,oy,mėnuo
550,Jahr::N,yil,metai
551,Frühling::N,bahor,pavasaris
552,Sommer::N,yoz,vasara
553,Herbst::N,kuz,ruduo
554,Herbst::N,xazon,ruduo
555,Winter::N,qish,žiema
556,Januar::N,yanvar',sausis
557,Februar::N,fevral',vasaris
558,März::N,mart,kovas
559,April::N,aprel',balandis
560,Mai::N,may,gegužė
561,Juni::N,iyun',birželis
562,Juli::N,iyul',liepa
563,August::N,avgust,rugpjūtis
564,September::N,sentyabr',rugsėjis
565,Oktober::N,oktyabr',spalis
566,November::N,noyabr',lapkritis
567,Dezember::N,dekabr',gruodis
568,Montag::N,dushanba,pirmadienis
569,Dienstag::N,seshanba,antradienis
570,Mittwoch::N,chorshanba,trečiadienis
571,Donnerstag::N,payshanba,ketvirtadienis
572,Freitag::N,juma,penktadienis
573,Samstag::N,shanba,šeštadienis
574,Sonntag::N,yakshanba,sekmadienis
575,groß::A,buyuk,didis
576,groß::A,buyuk,didelis
577,klein::A,kichik,mažas
578,lang::A,uzun,ilgas
579,kurz::A,qisqa,trumpas
580,breit::A,keng,platus
581,schmal::A,änsiz,smulkus
582,dicht::A,quyuq,tankus
583,dick[Gegenstand]::A,qalin,storas
584,dünn::A,ingichka,plonas
585,fein::A,mayin,smulkus
586,fest::A,qattiq,kietas
587,fest::A,qattiq,tvirtas
588,flach::A,yalpoq,lėkštas
589,flach::A,yalpoq,plokščias
590,glatt::A,tekis,slidus
591,hart::A,qattiq,kietas
592,weich::A,yumshoq,minkštas
593,rund::A,yumaloq,apvalus
594,rund::A,yumaloq,apskritas
595,spitz::A,uchli,aštrus
596,spitz::A,uchli,smailus
597,scharf::A,keskir,aštrus
598,stumpf::A,to'mtoq,bukas
599,stumpf::A,to'mtoq,atšipęs
600,schwer::A,salmoqli,sunkus
601,schön::A,go'zal,gražus
602,heiß::A,qiziq,karštas
603,warm::A,issiq,šiltas
604,kalt::A,sovuq,šaltas
605,kühl::A,salqin,vėsus
606,kühl::A,salqin,bejausmis
607,frisch::A,toza,šviežias
608,feucht::A,namli,drėgnas
609,nass::A,nam,šlapias
610,trocken::A,quruq,sausas
611,voll::A,to'la,pilnas
612,leer::A,puch,tuščias
613,offen::A,ochiq,atviras
614,geschlossen::A,berk,uždaras
615,geschlossen::A,berk,uždarytas
616,sauber::A,ozoda,švarus
617,schmutzig::A,kir,nešvarus
618,schmutzig::A,kir,purvinas
619,roh::A,xom,žalias
620,reif::A,pishiq,prinokęs
621,reif::A,pishiq,pribrendęs
622,lecker::A,shirin,gardus
623,süß::A,shirin,saldus
624,bitter::A,achchiq,kartus
625,sauer::A,achchiq,gižus
626,sauer::A,achchiq,rūgštus
627,hell::A,yorug',šviesus
628,hell::A,yorug',skaistus
629,dunkel::A,qorong'i,tamsus
630,schwarz::A,qora,juodas
631,weiß::A,oq,baltas
632,rot::A,qizil,raudonas
633,gelb::A,sariq,geltonas
634,blau::A,zangori,mėlynas
635,grün::A,yashil,žalias
636,grau::A,bo'z,pilkas
637,bunt::A,ola,margas
638,bunt::A,ola,spalvotas
639,billig::A,arzon,pigus
640,teuer::A,qimmat,brangus
641,wertvoll::A,qimmat,vertingas
642,blind::A,ko'r,aklas
643,taub::A,garang,kurčias
644,kräftig::A,kuchli,stiprus
645,stark::A,quvvatli,stiprus
646,schwach::A,kuchsiz,silpnas
647,fett::A,semiz,riebus
648,schlank::A,ingichka,laibas
649,schlank::A,ingichka,lieknas
650,hübsch::A,ko'rkam,gražus
651,böse::A,yovuz,blogas
652,dumm::A,aqlsiz,paikas
653,dumm::A,aqlsiz,kvailas
654,faul::A,ärinchak,tingus
655,fleißig::A,ishchan,stropus
656,fleißig::A,ishchan,kruopštus
657,geizig::A,qurumsoq,šykštus
658,klug::A,oqil,sumanus
659,klug::A,oqil,protingas
660,geschickt::A,äpchil,apsukrus
661,lieb::A,aziz,mielas
662,lustig::A,chaqchaq,smagus
663,lustig::A,chaqchaq,linksmas
664,sanft::A,asta,švelnus
665,sanft::A,asta,minkštas
666,hungrig::A,och,alkanas
667,krank::A,kasal,ligotas
668,krank::A,kasal,sergantis
669,nackt::A,yalang,nuogas
670,traurig::A,xafa,liūdnas
671,lebendig::A,hayotiy,gyvas
672,gut::A,soz,geras
673,schlecht::A,yomon,blogas
674,schlecht::A,yomon,prastas
675,richtig::A,rost,tikras
676,richtig::A,rost,teisingas
677,schlimm::A,yovuz,blogas
678,schlimm::A,yovuz,prastas
679,wahr::A,haqiqiy,tikras
680,alt::A,äski,senas
681,neu::A,yangi,naujas
682,ehemalig::A,sobiq,buvęs
683,alt[Lebewesen]::A,qari,pagyvenęs
684,jung::A,navqiron,jaunas
685,arm::A,abgor,neturtingas
686,reich::A,boy,turtingas
687,bekannt::A,ma'lum,žinomas
688,bekannt::A,ma'lum,pažįstamas
689,berühmt::A,mashhur,žymus
690,berühmt::A,mashhur,garsus
691,fremd::A,yot,svetimas
692,verschieden::A,turli,įvairus
693,nah::A,yaqindagi,artimas
694,fern::A,uzoq,tolimas
695,linker::A,so'l,kairys
696,rechter::A,o'ng,dešinys
697,anderer::A,boshqa,kitas
698,erster::A,birinchi,pirmas
699,zweiter::A,ikkinchi,antras
700,dritter::A,uchinchi,trečias
701,letzter::A,oxirgi,paskutinis
702,allein::ADV,o'zicha,vienas
703,auf einmal::ADV,varakay,iš karto
704,zusammen::ADV,barobar,kartu
705,zusammen::ADV,barobar,drauge
706,lange::ADV,uzoq,ilgai
707,plötzlich::ADV,qo'qqisdan,staiga
708,sofort::ADV,darrov,tuojau
709,später::ADV,so'ngra,vėliau
710,später::ADV,so'ngra,paskiau
711,jetzt::ADV,hozirgina,dabãr
712,heute::ADV,bugun,šiandien
713,morgen::ADV,ärta,rytoj
714,bald::ADV,toz,greitai
715,bald::ADV,toz,netrukus
716,dann::ADV,keyin,po to
717,gestern::ADV,kecha,vakar
718,einst::ADV,avvallari,kadaise
719,einst::ADV,avvallari,kitą kartą
720,damals::ADV,ugal,anuomet
721,damals::ADV,ugal,anuokart
722,danach::ADV,so'ngra,po to
723,danach::ADV,so'ngra,paskui
724,vorher::ADV,avval,anksčiau
725,zuerst::ADV,avval,pirma
726,zuerst::ADV,avval,iš pradžių̃
727,einmal::ADV,bir marta,kartą
728,einmal::ADV,bir marta,vieną kartą
729,manchmal::ADV,onda-sonda,kai kada
730,oft::ADV,tez-tez,dažnai
731,immer::ADV,har vaqt,visada
732,immer::ADV,har vaqt,visuomet
733,niemals::ADV,hargiz,niekada
734,niemals::ADV,hargiz,niekuomet
735,hier::ADV,shu erda,čia
736,hierhin::ADV,beri,šen
737,hierhin::ADV,beri,čionai
738,von hier::ADV,shu erdan,iš čia
739,dort::ADV,ana,ten
740,dort::ADV,ana,tenai
741,dorthin::ADV,u yerga,ten
742,dorthin::ADV,u yerga,ten link
743,geradeaus::ADV,to'g'ri,tiesiai
744,vorwärts::ADV,ilgari,pirmyn
745,rückwärts::ADV,qoloq,atbulai
746,zurück::ADV,orqada,atgal
747,unten::ADV,pastda,žemai
748,unten::ADV,pastda,apačioje
749,hinab::ADV,tubanga,žemyn
750,oben::ADV,ustida,viršuj
751,hinauf::ADV,yuqorida,aukštyn
752,hinauf::ADV,yuqorida,į viršų
753,überall::ADV,har erda,visur
754,nicht::ADV,ämas,ne
755,ein wenig::ADV,biroz,truputį
756,kaum::ADV,arang,vos
757,sehr::ADV,ancha,labai
758,sehr::ADV,ancha,baisiai
759,so::ADV,shunday,taip
760,noch::ADV,hali,dar
761,nur::ADV,yolg'iz,tik
762,nur::ADV,yolg'iz,vien
763,schon::ADV,endi,jau
764,wieder::ADV,yana,vėl
765,wieder::ADV,yana,iš naujo
766,vergebens::ADV,bekorga,veltui
767,vergebens::ADV,bekorga,bergždžiai
768,vor::PRP,burun,prieš
769,hinter::PRP,ketida,už
770,unter::PRP,ostida,po
771,durch::PRP,bo'ylab,pro
772,durch::PRP,bo'ylab,per
773,neben::PRP,yonida,prie
774,neben::PRP,yonida,šalia
775,zwischen::PRP,orada,tarp
776,wegen::PRP,sababli,dėl
777,wegen::PRP,sababli,dėlei
778,dies::PRN,o'sha,šis
779,dies::PRN,o'sha,šitas
780,das::PRN,narigi,tat
781,alles::PRN,har nima,visas
