,Concept_ID,no,ady
102,Moor::N,myr,орыжъ
103,Moor::N,myrhei,орыжъ
104,Wiese::N,eng,хъупӏэ́
105,Wiese::N,eng,мэкъупӏ
106,Wald::N,skog,мэзы́
107,Hügel::N,haug,ӏуашъхь
108,Hügel::N,bakke,ӏуашъхь
109,Anhöhe::N,haug,чӏыӏэтыгъ
110,Anhöhe::N,bakke,чӏыӏэтыгъ
111,Berg::N,berg,къушъхьэ́
112,Berg::N,fjell,къушъхьэ́
113,Gipfel::N,topp,шыгу
114,Höhle::N,hule,гъочӏэгъ
115,Abhang::N,li,чапэ
116,Abhang::N,skråning,чапэ
117,Quelle::N,kilde,псынэчэ́чъ
118,Bach::N,bekk,псышкуашку
119,Fluss::N,elv,псыхъо́
120,Ufer::N,bredd,нэпкъы
121,Küste::N,kyst,ӏушъо
122,Festland::N,fastland,чӏл́ыгу
123,Meer::N,hav,хы
124,Bucht::N,bukt,хыблыгу
125,Insel::N,øy,хыгъэхъу́н
126,Blume::N,blomst,къэгъа́гь
127,Gras::N,gress,уцы́
128,Wurzel::N,rot,лъапсэ́
129,Baum::N,tre,чъыгы́
130,Stamm::N,stamme,пкъы
131,Rinde::N,bark,пхъашъо́
132,Ast::N,gren,куамэ
133,Zweig::N,kvist,къутамэ́
134,Blatt::N,blad,тхьап
135,Birke::N,bjørk,пчэн
136,Kiefer[Baum]::N,furu,сэснэй
137,Weide[Baum]::N,selje,пце́л
138,Weide[Baum]::N,piletre,пце́л
139,Tanne::N,gran,ель
140,Horn::N,horn,бжъэ
141,Feder::N,fjær,къамӏы́й
142,Fell::N,skinn,шъо
143,Flügel::N,vinge,тамэ́
144,Klaue::N,klauv,лъэбжъа́н
145,Kralle::N,klo,лъакъо
146,Schwanz::N,hale,кӏэ
147,Ei::N,egg,кӏэнкӏэ́
148,Nest::N,rede,набгъо́
149,Bau::N,hi,гъу
150,Bau::N,hi,бы
151,Tier::N,dyr,псэу́шъхь
152,Herde::N,flokk,ӏэхъогъу
153,Kuh::N,ku,чэмы́
154,Bulle::N,tyr,цу
155,Pferd::N,hest,шы
156,Schaf::N,får,мэлы́
157,Schwein::N,gris,къо
158,Hund::N,hund,бьэ
159,Katze::N,katt,чэты́у
160,Bär::N,bjørn,мышъэ́
161,Eichhörnchen::N,ekorn,цызэ́
162,Elch::N,elg,лось
163,Fuchs::N,rev,баджэ́
164,Hase::N,hare,тхьакӏумкӏы́хь
165,Maus::N,mus,цыгъо́
166,Wolf::N,ulv,тыгъу́жъ
167,Wolf::N,varg,тыгъу́жъ
168,Vogel::N,fugl,бзы́у
169,Schwarm::N,sverm,отэр
170,Huhn::N,høne,чэты́
171,Hahn::N,hane,атакъэ́
172,Gans::N,gås,къа́з
173,Adler::N,ørn,
174,Ente::N,and,псычэ́т
175,Eule::N,ugle,тыгъурыгъу
176,Kranich::N,trane,къэрэ́у
177,Krähe::N,kråke,къолэ́жъ
178,Kuckuck::N,gjøk,куку́у
179,Schwan::N,svane,
180,Fisch::N,fisk,пцэжъы́й
181,Barsch::N,abbor,тхыкъэц
182,Hecht::N,gjedde,лэнд
183,Schlange[Tier]::N,orm,блэ́
184,Schlange[Tier]::N,slange,блэ́
185,Wurm::N,orm,хьамлыу
186,Wurm::N,mark,хьамлыу
187,Spinne::N,edderkopp,бэдж
188,Ameise::N,maur,къамзэ́гу
189,Laus::N,lus,цӏэ
190,Mücke::N,mygg,аргъо́й
191,Fliege::N,flue,бадзэ́
192,Schmetterling::N,sommerfugl,хьампӏыра́шъу
193,Beere::N,bær,маткӏо
194,Apfel::N,eple,мыӏэры́с
195,Pilz::N,sopp,хьаӏу
196,Zwiebel::N,løk,бжьыны́
197,Saat::N,sæd,чылапхъ
198,Korn::N,korn,цэ
199,Heu::N,høy,мэкъу
200,Schale::N,skall,кӏы́шъу
201,Grube::N,grop,машэ́
202,Falle::N,felle,зэраубытырэ́ ӏэмэпсы́м
203,Schlinge::N,snare,бзыуубыт
204,Spur::N,spor,ужы
205,Spur::N,spor,лъэуж
206,Asche::N,aske,яжьэ́
207,Dreck::N,møkk,псынжъы
208,Dreck::N,skitt,псынжъы
209,Eisen::N,jern,гыучӏы́
210,Eisen::N,jern,къэнджа́л
211,Gold::N,gull,дышъэ́
212,Silber::N,sølv,тыжьы́н
213,Kohle::N,kol,шӏомыкӏ
214,Kohle::N,kull,шӏомыкӏ
215,Glas::N,glass,апч
216,Lehm::N,leire,етӏагъо́
217,Sand::N,sand,пшахъо
218,Mensch::N,menneske,цӏыфы́
219,Mann::N,mann,хъулъфы́гъ
220,Frau::N,kvinne,бӏылъфыгъэ́
221,Kind::N,barn,кӏэлэцӏы́кӏу
222,Junge::N,gutt,кӏэлэцӏы́кӏу
223,Mädchen::N,pike,пшъэшъэжъый
224,Mädchen::N,jente,пшъэшъэжъый
225,Familie::N,familie,быны́
226,Familie::N,familie,уна́гъу
227,Großvater::N,bestefar,тэтэ́жъ
228,Großmutter::N,bestemor,нэнэ́жъ
229,Eltern::N,foreldre,ны-тыхэ́р
230,Vater::N,far,ты
231,Mutter::N,mor,ны
232,Sohn::N,sønn,къо
233,Tochter::N,datter,пхъу
234,Bruder::N,bror,шы
235,Schwester::N,søster,шы́пхъу
236,Onkel::N,onkel,янэ́ш
237,Tante::N,tante,атэшыпхъу
238,Ehemann::N,ektemann,лӏы
239,Ehefrau::N,hustru,шъу́з
240,Freude::N,glede,гушӏуа́гъу
241,Gelächter::N,latter,щхыныр
242,Glück::N,lykke,насы́п
243,Kummer::N,sorg,тхьамыкӏагъу
244,Wunsch::N,ønske,шӏонгъоны́гъ
245,Lust::N,lyst,шӏонгъоны́гъ
246,Geist::N,ånd,гу
247,Gedanke::N,tanke,гупшыс
248,Gedächtnis::N,minne,память
249,Gedächtnis::N,hukommelse,память
250,Verstand::N,forstand,акъы́л
251,Sinn::N,mening,мэхьанэ
252,Sinn::N,betydning,мэхьанэ
253,Grund::N,grunn,ушъхьагъу
254,Wahrheit::N,sannhet,шъыпкъэ́
255,Gespräch::N,samtale,гущыӏ
256,Märchen::N,eventyr,пшысэ
257,Erzählung::N,fortelling,къэба́р
258,Nachricht::N,melding,къэба́р
259,Neuigkeit::N,nyhet,къэбарыкӏ
260,Name::N,navn,цӏэ
261,Rätsel::N,gåte,коджэхь-къоджэшх
262,Rede::N,tale,гущыӏ
263,Sprache::N,språk,бзэ
264,Stimme::N,stemme,макъэ́
265,Wort::N,ord,гущыӏ
266,Zeichen::N,tegn,тамы́гъ
267,Ruf::N,rop,джэ макъ
268,Lärm::N,bråk,макъэ
269,Laut::N,lyd,макъэ
270,Ton::N,tone,
271,Lied::N,vise,орэ́д
272,Ruhe::N,ro,самбырыныгъ
273,Leute::N,folk,цӏыфхэ́р
274,Volk::N,folk,цӏыф лъэпкъ
275,Arbeit::N,arbeid,ӏофшӏакӏэ́н
276,Gast::N,gjest,хьакӏэ́
277,Geschenk::N,gave,шӏухьафтын
278,Spiel::N,lek,еоны́р
279,Spiel::N,lek,джэгуны́р
280,Spiel::N,lek,къегъэӏоны́р
281,Spiel::N,spill,еоны́р
282,Spiel::N,spill,джэгуны́р
283,Spiel::N,spill,къегъэӏоны́р
284,Gesellschaft::N,selskap,обществ
285,Hilfe::N,hjelp,ӏэпыӏэгъу
286,Freund::N,venn,ныбджэгъу
287,Kamerad::N,kamerat,ныбджэгъу
288,Angelegenheit::N,sak,ӏофы́
289,Angelegenheit::N,anliggende,ӏофы́
290,Anzahl::N,antall,пчъагъэ́
291,Art::N,art,изэрэщы́т
292,Art::N,art,лъэпкъ
293,Art::N,slag,изэрэщы́т
294,Art::N,slag,лъэпкъ
295,Stück::N,stykke,такъы́р
296,Teil::N,del,щыщ
297,Teil::N,del,ӏахь
298,Hälfte::N,halvdel,ныкъо́
299,Kreis::N,ring,хъура́й
300,Kreis::N,sirkel,хъура́й
301,Kreuz::N,kors,къащ
302,Kreuz::N,kryss,къащ
303,Linie::N,linje,хъахъ
304,Linie::N,linje,итхъа́гъ
305,Strich::N,strek,хъахъ
306,Strich::N,strek,итхъагъ
307,Abstand::N,avstand,азыфагу
308,Entfernung::N,avstand,чӏыгууанэ
309,Gegend::N,strøk,чӏыпӏэ́
310,Platz::N,plass,азыфагу
311,Ort::N,sted,чӏыпӏэ́
312,Seite::N,side,лъэны́къу
313,Mitte::N,midte,гузэ́гу
314,Gegenstand::N,gjenstand,пкъыгъо
315,Sache::N,sak,
316,Rand::N,rand,цакӏэ́
317,Kante::N,kant,цэгэналъ
318,Ecke::N,hjørne,къогъу
319,Spitze::N,spiss,пакӏэ
320,Ende::N,ende,кӏэ
321,Loch::N,hull,гъуа́н
322,Winkel::N,vinkel,къогъу
323,Muster::N,mønster,тхыпхъэ
324,Größe::N,størrelse,иина́гъ
325,Länge::N,lengde,икӏыхьа́гъ
326,Höhe::N,høyde,лъэгагъ
327,Gewicht::N,vekt,онтэгъугъэ́
328,Menge::N,mengde,пчъагъэ́
329,Haufen::N,haug,ӏат
330,Haufen::N,bunke,ӏат
331,Reihe::N,rekke,саты́р
332,Boot::N,båt,къуашъо́
333,Ruder::N,åre,къошъобэ́щ
334,Schlitten::N,slede,
335,Schlitten::N,kjelke,
336,Ski::N,ski,лыжэхэр
337,Lagerfeuer::N,leirbål,пхъэмашӏу
338,Last::N,bør,
339,Last::N,last,
340,Gang::N,gang,кӏоныр
341,Schritt::N,steg,лъэубэ́къу
342,Schritt::N,skritt,лъэубэ́къу
343,Norden::N,nord,темы́р
344,Süden::N,sør,къыблэ́
345,Westen::N,vest,тыгъэкъохьа́пӏ
346,Osten::N,øst,тыгьэкъокӏы́пӏ
347,Holz::N,tre,чъыгы́
348,Brett::N,fjøl,пхъэ́мбгъу
349,Brett::N,brett,пхъэ́мбгъу
350,Platte::N,plate,упсыхьагъ
351,Stütze::N,støtte,кӏэгъэкъон
352,Stange::N,stang,къорэ́гъ
353,Stock::N,pinne,бэщ
354,Stab::N,stav,бэщ кӏы́хь
355,Stab::N,kjepp,бэщ кӏы́хь
356,Rohr::N,rør,онджэкъ
357,Haus::N,hus,унэ́
358,Heim::N,hjem,унэ́
359,Ofen::N,ovn,гъэжъэн
360,Fußboden::N,gulv,джэхашъу
361,Tisch::N,bord,стол
362,Stuhl::N,stol,пхъэнтӏэ́кӏу
363,Wiege::N,vogge,кушъэ́
364,Bett::N,seng,пӏэкӏо́р
365,Regal::N,reol,мэкӏай
366,Regal::N,hylle,мэкӏай
367,Kiste::N,kasse,ящык
368,Fenster::N,vindu,шъхьаныгъу́пчъ
369,Tür::N,dør,пчъэ
370,Tor::N,port,къэла́пчъ
371,Zaun::N,gjerde,шӏыхьагъэ́
372,Dach::N,tak,шъхьэ́
373,Leiter::N,stige,лъэо́й
374,Leiter::N,stige,дэкӏояпӏэ́
375,Besen::N,kost,пхъэнкӏы́пхъ
376,Spaten::N,spade,къазгъы́р
377,Schaufel::N,skuffe,хэӏалъ
378,Gabel::N,gaffel,цацэ
379,Löffel::N,skje,джэмы́шх
380,Messer::N,kniv,шъэжъы́й
381,Nagel::N,spiker,гъучӏыӏу́н
382,Netz::N,nett,хъытыу
383,Haken::N,krok,хьажтӏаркъу
384,Griff::N,tak,къопс
385,Griff::N,håndtak,къопс
386,Schloss::N,lås,ӏункӏы́бз
387,Bild::N,bilde,сурэ́т
388,Figur::N,figur,
389,Puppe::N,dukke,нысхъа́п
390,Beutel::N,pose,дзыо́
391,Bündel::N,bylt,
392,Tasche::N,veske,ӏэлъмэ́къ
393,Eimer::N,bøtte,щалъ
394,Deckel::N,lokk,шъхьэ
395,Geschirr::N,kjøkkentøy,хьакъу-шыкъу
396,Sack::N,sekk,дзыо́
397,Tasse::N,kopp,чашк
398,Topf::N,gryte,кастрюль
399,Kessel::N,kjele,шыуа́н
400,Essen::N,mål,шхэн
401,Nahrung::N,mat,шхэн
402,Nahrung::N,næring,шхэн
403,Speise::N,matrett,шхыныгъу
404,Fleisch::N,kjøtt,лы
405,Getreide::N,korn,лэжьыгъацэ́
406,Brei::N,grøt,пӏастэ́
407,Brot::N,brød,хьалыгъу
408,Scheibe::N,skive,такъы́р
409,Fett::N,fett,дагъэ́
410,Butter::N,smør,тхъу
411,Öl::N,olje,тхъу
412,Salz::N,salt,щыгъу
413,Suppe::N,suppe,хьантхъупс
414,Honig::N,honning,шъоу́
415,Milch::N,melk,щэ
416,Tee::N,te,щай
417,Leder::N,lær,кӏы́шъу
418,Leder::N,skinn,кӏы́шъу
419,Wolle::N,ull,цы
420,Stoff::N,tøy,шэкӏы
421,Stoff::N,stoff,шэкӏы
422,Nadel::N,nål,бгъэ́хаӏу
423,Faden::N,tråd,ӏуда́н
424,Knopf::N,knapp,занкӏэу
425,Knoten::N,knute,зэкъодзапӏэ
426,Farbe::N,farge,краск
427,Kleidung::N,påkledning,щыгъы́ны
428,Hemd::N,skjorte,джан
429,Kragen::N,krage,пшъапӏ
430,Ärmel::N,erme,гъуап
431,Hose::N,bukse,гъончэ́дж
432,Gürtel::N,belte,бгыры́пх
433,Mütze::N,lue,паӏо́
434,Schuh::N,sko,
435,Stiefel::N,støvel,щазым
436,Ring::N,ring,ӏэлъы́н
437,Band::N,band,лент
438,Kamm::N,kam,мажь
439,Spiegel::N,speil,гъундж
440,Riemen::N,rem,бгыры́пх
441,Schnur::N,snor,кӏапсэ́
442,Leine::N,line,шъокӏапс
443,Decke::N,teppe,чыхӏэн
444,Kissen::N,pute,шъхьант
445,Tuch::N,tøy,шъхьэтехъу
446,Handtuch::N,håndkle,ӏаплъэкӏ
447,Kraft::N,kraft,къары́у
448,Kraft::N,kraft,кӏуачӏэ́
449,Stärke::N,styrke,кӏуачӏэ́
450,Gesundheit::N,helse,псауныгъ
451,Gesundheit::N,sunnhet,псауныгъ
452,Krankheit::N,syke,узы
453,Krankheit::N,sykdom,узы
454,Schmerz::N,smerte,узы
455,Wunde::N,sår,уӏагъэ́
456,Fieber::N,feber,техьа́гъу
457,Fieber::N,feber,жъоку
458,Arznei::N,medisin,ӏэзэ́гъу
459,Arznei::N,legemiddel,ӏэзэ́гъу
460,Brücke::N,bro,лъэмы́д ж
461,Brunnen::N,brønn,псынэ́
462,Weide::N,beite,хъупӏэ́
463,Pfad::N,sti,лъагъу
464,Weg::N,vei,гъо́гу
465,Straße::N,gate,гъо́гу
466,Dorf::N,landsby,къуа́дж
467,Stadt::N,by,къалэ́
468,Brief::N,brev,тхэн
469,Brief::N,brev,письмэ
470,Buch::N,bok,тхы́лъ
471,Buchstabe::N,bokstav,хьары́ф
472,Zeitung::N,avis,газет
473,Leben::N,liv,гъашӏэ́
474,Tod::N,død,аджал
475,Grab::N,grav,бэны́
476,Kirche::N,kirke,чылы́с
477,Sünde::N,synd,гунахь
478,Gott::N,gud,тхьэ
479,Arbeiter::N,arbeider,рабоч
480,Chef::N,sjef,гъэр
481,Meister::N,mester,ӏэпыӏа́с
482,Arzt::N,lege,
483,Lehrer::N,lærer,кӏэлэегъа́дж
484,Geld::N,penger,ахъщ
485,Geschäft::N,forretning,ӏофшӏэн
486,Laden::N,butikk,туча́н
487,Preis::N,pris,уасэ́
488,Ware::N,vare,хьап-щып
489,Nutzen::N,nytte,чар
490,Nutzen::N,nytte,федэ́
491,Reichtum::N,rikdom,байныгъ
492,Welt::N,verden,дуна́й
493,Land::N,land,хэгъэ́́гу
494,Staat::N,stat,къэралыгъу
495,König::N,konge,пачъы́хь
496,Macht::N,makt,шынэгъакзэ́
497,Grenze::N,grense,гъуна́пкъ
498,Krieg::N,krig,зао́
499,Feind::N,fiende,пы́и
500,Gewalt::N,vold,егъэзыгъэныгъ
501,Kampf::N,kamp,бэнэныгъ
502,Bogen[Waffe]::N,bue,щабз
503,Pfeil::N,pil,щэбза́щ
504,Gewehr::N,gevær,шхонч
505,Fehler::N,feil,хэукъоныгъ
506,Lüge::N,løgn,пцӏы
507,Schaden::N,skade,зэра́р
508,Unglück::N,uhell,тхьамыкӏагъу
509,Schuld::N,skyld,мысагъэ́
510,Alter::N,alder,ныбжь
511,Schluss::N,slutt,кӏэ
512,Zeit::N,tid,уахътэ́
513,Tag::N,dag,мафэ́
514,Morgen::N,morgen,пчэды́жь
515,Mittag::N,middag,щэджагьу́
516,Abend::N,aften,пчыхьэ́
517,Nacht::N,natt,чэщы́
518,Woche::N,uke,тхьамафэ́
519,Monat::N,måned,мазэ́
520,Jahr::N,år,илъэ́с
521,Frühling::N,vår,гъатхэ́
522,Sommer::N,sommer,гъэмафэ́
523,Herbst::N,høst,бжыхьэ́
524,Winter::N,vinter,кӏыма́ф
525,Januar::N,januar,январь
526,Februar::N,februar,февраль
527,März::N,mars,март
528,April::N,april,апрель
529,Mai::N,mai,май
530,Juni::N,juni,июнь
531,Juli::N,juli,июль
532,August::N,august,август
533,September::N,september,сентябрь
534,Oktober::N,oktober,октябрь
535,November::N,november,ноябрь
536,Dezember::N,desember,декабрь
537,Montag::N,mandag,блыпэ́
538,Dienstag::N,tirsdag,гъубдж
539,Mittwoch::N,onsdag,бэрэскэжъый
540,Donnerstag::N,torsdag,мэфэ́ку
541,Freitag::N,fredag,бэрэскэшху
542,Samstag::N,lørdag,шэмбэ́т
543,Sonntag::N,søndag,тхьаума́ф
544,groß::A,stor,ины́
545,klein::A,liten,цӏы́кӏу
546,lang::A,lang,кӏыхьэ́
547,kurz::A,kort,кӏэкӏы́
548,breit::A,bred,шъуамбгъо́
549,schmal::A,smal,бгъузэ́
550,dicht::A,tett,ӏужъу́
551,dick[Gegenstand]::A,tykk,ӏужъу́
552,dünn::A,tynn,пӏуакӏэ́
553,fein::A,fin,пӏуакӏэ́
554,fest::A,fast,пытэ́
555,flach::A,flat,тешъо́
556,glatt::A,glatt,зэны́бжь
557,hart::A,hard,пытэ́
558,weich::A,myk,шъабэ́
559,weich::A,bløt,шъабэ́
560,rund::A,rund,хъура́й
561,spitz::A,spiss,папцӏэ́
562,scharf::A,kvass,чан
563,stumpf::A,stubb,цако́
564,schwer::A,tung,онтэ́гъу
565,schön::A,pen,дахэ́
566,schön::A,vakker,дахэ́
567,heiß::A,het,жъо́ркъ
568,warm::A,varm,фабэ́у
569,kalt::A,kald,чъыӏэ́
570,kühl::A,kjølig,чъыӏэтагъ
571,frisch::A,fersk,чъыӏэтагъ
572,feucht::A,fuktig,шынагъэ зиӏэ
573,feucht::A,fuktig,шынэгъакӏэ зиӏэ
574,nass::A,våt,цӏынэ́
575,trocken::A,tørr,гъушъ
576,trocken::A,tørr,чъэпхъыгъ
577,voll::A,full,из
578,voll::A,full,изыбз
579,leer::A,tom,нэкӏы́
580,offen::A,åpen,зэдэхыгъэ
581,geschlossen::A,lukket,зэфэшӏыгъ
582,sauber::A,ren,къабзэ́
583,schmutzig::A,skitten,шӏо́и
584,roh::A,rå,мыжъо́
585,reif::A,moden,чъэпхъыгъ
586,lecker::A,lekker,го́хьы
587,süß::A,søt,ӏэшӏу
588,bitter::A,besk,дыджы́
589,bitter::A,bitter,дыджы́
590,sauer::A,sur,хафэ́
591,hell::A,lys,нэфын
592,dunkel::A,mørk,мэзэхэ
593,schwarz::A,svart,шӏуцӏэ
594,weiß::A,hvit,фыжьы́
595,rot::A,rød,плъыжьы́
596,gelb::A,gul,гъожьы́
597,blau::A,blå,шхъуантӏэ
598,grün::A,grønn,шхъуантӏэ
599,grau::A,grå,шхъо
600,bunt::A,broket,къолэны
601,billig::A,billig,пыут
602,teuer::A,dyr,сикӏа́с
603,teuer::A,dyr,силъа́пӏ
604,wertvoll::A,verdifull,пкӏэ зиӏ
605,wertvoll::A,verdifull,уасэ́ зыфа́шӏ
606,blind::A,blind,нэшъу́
607,taub::A,døv,дэгу
608,kräftig::A,kraftig,лъэ́ш
609,stark::A,sterk,лъэ́ш
610,schwach::A,svak,хъыбэй
611,fett::A,fet,пщэры́
612,schlank::A,slank,ищыгъэ
613,hübsch::A,pen,дахэ́
614,böse::A,slem,ябгэ
615,dumm::A,dum,делэ
616,faul::A,lat,шъхьахы́нэ
617,faul::A,doven,шъхьахы́нэ
618,fleißig::A,flittig,егугъурэ
619,geizig::A,gjerrig,тхьацэ
620,klug::A,klok,акъылышӏу́
621,geschickt::A,hendig,ӏэпэӏэсэ́
622,geschickt::A,hendig,шо́у шӏыгъэ́
623,geschickt::A,skikket,ӏэпэӏэсэ́
624,geschickt::A,skikket,шо́у шӏыгъэ́
625,lieb::A,kjær,псэм фэд
626,lieb::A,snill,псэм фэд
627,lustig::A,morsom,чэф
628,sanft::A,blid,ӏушъа́б
629,hungrig::A,sulten,гъаблэ́
630,krank::A,syk,сыма́дж
631,nackt::A,naken,пцӏанэ́
632,traurig::A,sørgmodig,нэшхъэй
633,lebendig::A,levende,
634,gut::A,god,дэгъу́
635,schlecht::A,dårlig,дэи
636,richtig::A,riktig,тэрэз
637,schlimm::A,slem,щынэгъо
638,wahr::A,sann,шъыпкъэ́
639,alt::A,gammel,жъы
640,neu::A,ny,кӏэ
641,ehemalig::A,forhenværende,-щтыгъэ
642,ehemalig::A,forhenværende,-гъэ
643,alt[Lebewesen]::A,gammel,жъы
644,jung::A,ung,ныбжьыкӏэ́
645,arm::A,fattig,тхьамы́кӏ
646,reich::A,rik,бай
647,bekannt::A,kjent,нэӏуа́с
648,berühmt::A,berømt,цӏэры́ӏу
649,fremd::A,fremmed,хымэ
650,verschieden::A,forskjellig,зэфэшъхьафы
651,nah::A,nær,благъэ́
652,fern::A,fjern,чыжьэ
653,linker::A,venstre,сэмэ́гу
654,rechter::A,høyre,джабгъу
655,anderer::A,annen,нэмы́кӏ
656,erster::A,første,апэр
657,zweiter::A,annen,я́тӏонэр
658,dritter::A,tredje,ящэнэр
659,letzter::A,sist,аужыр
660,allein::ADV,alene,зы
661,auf einmal::ADV,med ett,ардэдэм
662,auf einmal::ADV,med ett,асыхьатым
663,zusammen::ADV,sammen,зэгъусэхэ́у
664,lange::ADV,lenge,бэрэ́
665,plötzlich::ADV,plutselig,зэкӏэм
666,sofort::ADV,straks,ардэдэм
667,sofort::ADV,straks,асыхьатым
668,später::ADV,senere,нэужым
669,jetzt::ADV,nå,джы
670,heute::ADV,i dag,непэ́
671,morgen::ADV,i morgen,неу́щы
672,bald::ADV,snart,псынкӏэу
673,dann::ADV,så,нэужым
674,gestern::ADV,i går,тыгъуа́с
675,einst::ADV,engang,зэгорэ́м
676,damals::ADV,den gang,армэ
677,damals::ADV,den gang,ащыгъум
678,danach::ADV,deretter,нэужым
679,vorher::ADV,før,нахьыпэм
680,vorher::ADV,i forveien,нахьыпэм
681,zuerst::ADV,først,
682,einmal::ADV,en gang,зэ
683,manchmal::ADV,somme tider,
684,oft::ADV,ofte,бэрэ
685,immer::ADV,alltid,ренэ́у
686,niemals::ADV,aldri,
687,hier::ADV,her,
688,hierhin::ADV,hit,
689,von hier::ADV,herfra,
690,dort::ADV,der,модэ
691,dorthin::ADV,dit,модэ́
692,geradeaus::ADV,rett fram,занкӏэу
693,vorwärts::ADV,fram,ыпэкӏэ
694,vorwärts::ADV,framover,ыпэкӏэ
695,rückwärts::ADV,baklengs,ыужыкӏэ́
696,zurück::ADV,tilbake,ыужыкӏэ́
697,unten::ADV,nede,ычӏэкӏэ́
698,hinab::ADV,ned,ычӏэгъы́
699,hinab::ADV,ned,ычӏэкӏэ́
700,hinab::ADV,nedover,ычӏэгъы́
701,hinab::ADV,nedover,ычӏэкӏэ́
702,oben::ADV,oppe,ышъхьагъы
703,oben::ADV,ovenpå,ышъхьагъы
704,hinauf::ADV,opp,ышъхьагъыкӏэ
705,hinauf::ADV,oppover,ышъхьагъыкӏэ
706,überall::ADV,overalt,тыди́
707,überall::ADV,overalt,тыдэкӏи́
708,nicht::ADV,ikke,-п
709,nicht::ADV,ikke,мы-
710,ein wenig::ADV,litt,тӏэкӏу
