,Concept_ID,he,pt
388,Stütze::N,משען,apoio
389,Stütze::N,משען,suporte
390,Stange::N,מוט,vara
391,Stange::N,מוט,barra
392,Stock::N,מקל,pau
393,Stock::N,מקל,bengala
394,Stab::N,מוט,bastão
395,Rohr::N,צנור,cano
396,Haus::N,בית,casa
397,Heim::N,בית,lar
398,Heim::N,בית,casa
399,Ofen::N,תנור,estufa
400,Ofen::N,תנור,aquecedor
401,Fußboden::N,רצפה,piso
402,Tisch::N,שלחן,mesa
403,Stuhl::N,כסא,cadeira
404,Wiege::N,ערש,berço
405,Bett::N,מטה,cama
406,Regal::N,מדף,estante
407,Regal::N,מדף,prateleira
408,Kiste::N,תבה,caixa
409,Kiste::N,ארגז,caixa
410,Fenster::N,חלון,janela
411,Tür::N,דלת,porta
412,Tor::N,שער,portão
413,Zaun::N,גדר,cerca
414,Zaun::N,גדר,vedação
415,Dach::N,גג,telhado
416,Leiter::N,סלם,escada
417,Leiter::N,סלם,escada móvel
418,Besen::N,מטאטא,vassoura
419,Spaten::N,את,pá
420,Schaufel::N,את,pá
421,Gabel::N,מזלג,garfo
422,Löffel::N,כף,colher
423,Messer::N,סכין,faca
424,Nagel::N,מסמר,cravo
425,Netz::N,רשת,rede
426,Haken::N,וו,gancho
427,Haken::N,קרס,gancho
428,Griff::N,ידית,asa
429,Griff::N,ידית,cabo
430,Schloss::N,מנעול,fechadura
431,Bild::N,תמונה,imagem
432,Figur::N,פסל,figura
433,Puppe::N,בבה,boneca
434,Beutel::N,שק,saco
435,Beutel::N,שק,bolsa
436,Bündel::N,צרור,fardo
437,Tasche::N,שקית,saco
438,Tasche::N,שקית,bolso
439,Eimer::N,דלי,balde
440,Deckel::N,מכסה,tampa
441,Geschirr::N,כלים,louça
442,Sack::N,שק,saca
443,Tasse::N,ספל,chávena
444,Topf::N,סיר,tacho
445,Topf::N,סיר,panela
446,Kessel::N,קנקן,caldeira
447,Essen::N,אכל,refeição
448,Essen::N,ארוחה,refeição
449,Nahrung::N,הזנה,comida
450,Nahrung::N,הזנה,alimento
451,Nahrung::N,תזונה,comida
452,Nahrung::N,תזונה,alimento
453,Speise::N,מאכל,prato
454,Speise::N,ארוחה,prato
455,Fleisch::N,בשר,carne
456,Getreide::N,דגן,cereais
457,Brei::N,מחית,puré
458,Brot::N,לחם,pão
459,Scheibe::N,עגול,fatia
460,Scheibe::N,פרוסה,fatia
461,Fett::N,שמן,banha
462,Fett::N,שמן,gordura
463,Butter::N,חמאה,manteiga
464,Öl::N,שמן,azeite
465,Salz::N,מלח,sal
466,Suppe::N,מרק,sopa
467,Suppe::N,מרק,caldo
468,Honig::N,דבש,mel
469,Milch::N,חלב,leite
470,Tee::N,תה,chá
471,Leder::N,עור,couro
472,Wolle::N,צמר,lã
473,Stoff::N,בד,pano
474,Stoff::N,בד,tecido
475,Stoff::N,אריג,pano
476,Stoff::N,אריג,tecido
477,Nadel::N,מחט,agulha
478,Faden::N,חוט,fio
479,Knopf::N,כפתור,botão
480,Knoten::N,קשר,nó
481,Farbe::N,צבע,corante
482,Kleidung::N,בגדים,roupa
483,Kleidung::N,בגדים,vestuário
484,Hemd::N,חלצה,camisa
485,Kragen::N,צוארון,gola
486,Ärmel::N,שרוול,manga
487,Hose::N,מכנסים,calça
488,Gürtel::N,חגורה,cinto
489,Mütze::N,כובע,boné
490,Mütze::N,כובע,barrete
491,Schuh::N,נעל,sapato
492,Stiefel::N,מגף,bota
493,Ring::N,טבעת,anel
494,Band::N,סרט,fita
495,Band::N,סרט,faixa
496,Kamm::N,מסרק,pente
497,Spiegel::N,מראה,espelho
498,Riemen::N,רצועה,correia
499,Schnur::N,חבל,corda
500,Schnur::N,חבל,cordel
501,Leine::N,מושכות,trela
502,Decke::N,שמיכה,cobertor
503,Kissen::N,כרית,almofada
504,Tuch::N,צעיף,pano
505,Handtuch::N,מגבת,toalha
506,Kraft::N,כוח,força
507,Stärke::N,און,força
508,Gesundheit::N,בריאות,saúde
509,Krankheit::N,מחלה,doença
510,Krankheit::N,מחלה,enfermidade
511,Schmerz::N,כאב,dor
512,Wunde::N,פציעה,chaga
513,Wunde::N,פציעה,ferida
514,Fieber::N,חם,febre
515,Arznei::N,תרופה,remédio
516,Brücke::N,גשר,ponte
517,Brunnen::N,באר,poço
518,Weide::N,אחו,pastagem
519,Weide::N,מרעה,pastagem
520,Pfad::N,שביל,senda
521,Pfad::N,שביל,trilho
522,Pfad::N,מדרכה,senda
523,Pfad::N,מדרכה,trilho
524,Weg::N,דרך,caminho
525,Straße::N,כביש,via
526,Straße::N,כביש,estrada
527,Dorf::N,כפר,aldeia
528,Stadt::N,עיר,cidade
529,Brief::N,מכתב,carta
530,Buch::N,ספר,livro
531,Buchstabe::N,אות,letra
532,Zeitung::N,עתון,jornal
533,Leben::N,חיים,vida
534,Tod::N,מות,morte
535,Grab::N,קבר,túmulo
536,Grab::N,קבר,sepultura
537,Kirche::N,כנסיה,igreja
538,Sünde::N,חטא,pecado
539,Gott::N,אל,deus
540,Arbeiter::N,פועל,operário
541,Arbeiter::N,פועל,trabalhador
542,Chef::N,ראש,chefe
543,Chef::N,ראש,patrão
544,Chef::N,מנהל,chefe
545,Chef::N,מנהל,patrão
546,Meister::N,ממחה,mestre
547,Arzt::N,רופא,médico
548,Lehrer::N,מורה,professor
549,Geld::N,כסף,dinheiro
550,Geschäft::N,עסקה,negócio
551,Laden::N,חנות,loja
552,Preis::N,מחיר,preço
553,Ware::N,סחורה,mercadoria
554,Nutzen::N,תועלת,proveito
555,Reichtum::N,עשר,riqueza
556,Welt::N,עולם,mundo
557,Land::N,ארץ,país
558,Staat::N,מדינה,Estado
559,König::N,מלך,rei
560,Macht::N,כוח,poder
561,Macht::N,כוח,potência
562,Grenze::N,גבול,fronteira
563,Krieg::N,מלחמה,guerra
564,Feind::N,אויב,inimigo
565,Gewalt::N,אלימות,violência
566,Kampf::N,קרב,luta
567,Kampf::N,קרב,combate
568,Kampf::N,לחימה,luta
569,Kampf::N,לחימה,combate
570,Bogen[Waffe]::N,קשת,arco
571,Pfeil::N,חץ,seta
572,Pfeil::N,חץ,flecha
573,Gewehr::N,רובה,espingarda
574,Fehler::N,טעות,erro
575,Fehler::N,טעות,falha
576,Lüge::N,שקר,mentira
577,Schaden::N,נזק,dano
578,Schaden::N,נזק,estrago
579,Unglück::N,מזל רע,desgraça
580,Schuld::N,אשמה,culpa
581,Alter::N,גיל,idade
582,Schluss::N,סיום,fim
583,Zeit::N,זמן,tempo
584,Tag::N,יום,dia
585,Morgen::N,בקר,manhã
586,Mittag::N,צהרים,meio-dia
587,Abend::N,ערב,noite
588,Abend::N,ערב,tardinha
589,Nacht::N,לילה,noite
590,Woche::N,שבוע,semana
591,Monat::N,חדש,mês
592,Jahr::N,שנה,ano
593,Frühling::N,אביב,primavera
594,Sommer::N,קיץ,verão
595,Herbst::N,סתו,outono
596,Winter::N,חרף,inverno
597,Januar::N,ינואר,Janeiro
598,Februar::N,פברואר,Fevereiro
599,März::N,מרץ,Março
600,April::N,אפריל,Abril
601,Mai::N,מאי,Maio
602,Juni::N,יוני,Junho
603,Juli::N,יולי,Julho
604,August::N,אוגוסט,Agosto
605,September::N,ספטמבר,Setembro
606,Oktober::N,אוקטובר,Outubro
607,November::N,נובמבר,Novembro
608,Dezember::N,דצמבר,Dezembro
609,Montag::N,יום שני,segunda-feira
610,Dienstag::N,יום שלישי,terça-feira
611,Mittwoch::N,יום רביעי,quarta-feira
612,Donnerstag::N,יום חמישי,quinta-feira
613,Freitag::N,יום ששי,sexta-feira
614,Samstag::N,יום שבת,sábado
615,Sonntag::N,יום ראשון,domingo
616,groß::A,גדול,grande
617,klein::A,קטן,pequeno
618,lang::A,ארך,comprido
619,kurz::A,קצר,curto
620,breit::A,רחב,largo
621,schmal::A,צר,estreito
622,dicht::A,צפוף,denso
623,dick[Gegenstand]::A,עבה,grosso
624,dünn::A,דק,delgado
625,fein::A,מעדן,fino
626,fein::A,מעדן,subtil
627,fest::A,מוצק,firme
628,fest::A,מוצק,sólido
629,flach::A,שטוח,plano
630,glatt::A,חלק,liso
631,hart::A,קשיח,duro
632,weich::A,רך,mole
633,rund::A,עגל,redondo
634,spitz::A,חד,agudo
635,scharf::A,חד,afiado
636,stumpf::A,קהה,rombo
637,schwer::A,כבד,pesado
638,schön::A,יפה,belo
639,schön::A,יפה,bonito
640,heiß::A,חם,quente
641,warm::A,חם,quente
642,kalt::A,קר,frio
643,kühl::A,צונן,fresco
644,frisch::A,טרי,fresco
645,feucht::A,לח,húmido
646,nass::A,רטוב,molhado
647,trocken::A,יבש,seco
648,voll::A,מלא,cheio
649,leer::A,ריק,vazio
650,offen::A,פתוח,aberto
651,geschlossen::A,סגור,fechado
652,sauber::A,נקי,limpo
653,schmutzig::A,מלכלך,sujo
654,roh::A,חי,cru
655,reif::A,בשל,maduro
656,lecker::A,טעים,delicioso
657,süß::A,מתוק,doce
658,bitter::A,מר,amargo
659,sauer::A,חמוץ,azedo
660,hell::A,בהיר,claro
661,dunkel::A,עמום,escuro
662,dunkel::A,עמום,sombrio
663,schwarz::A,שחר,preto
664,weiß::A,לבן,branco
665,rot::A,אדם,vermelho
666,gelb::A,צהב,amarelo
667,blau::A,כחל,azul
668,grün::A,ירק,verde
669,grau::A,אפר,cinzento
670,bunt::A,צבעוני,colorido
671,billig::A,זול,barato
672,teuer::A,יקר,caro
673,wertvoll::A,יקר ערך,valioso
674,wertvoll::A,יקר ערך,precioso
675,blind::A,עור,cego
676,taub::A,חרש,surdo
677,kräftig::A,חסן,forte
678,kräftig::A,חסן,poderoso
679,stark::A,חזק,forte
680,stark::A,חזק,robusto
681,schwach::A,חלש,débil
682,fett::A,שמן,gordo
683,schlank::A,רזה,esbelto
684,hübsch::A,יפה תאר,giro
685,hübsch::A,יפה תאר,bonito
686,böse::A,רשע,mau
687,dumm::A,טפש,parvo
688,dumm::A,טפש,estúpido
689,faul::A,עצלן,preguiçoso
690,fleißig::A,חרוץ,aplicado
691,fleißig::A,חרוץ,diligente
692,geizig::A,קמצן,avarento
693,klug::A,נבון,prudente
694,klug::A,נבון,inteligente
695,klug::A,פקח,prudente
696,klug::A,פקח,inteligente
697,geschickt::A,מימן,hábil
698,lieb::A,יקר,caro
699,lieb::A,יקר,querido
700,lieb::A,אהוב,caro
701,lieb::A,אהוב,querido
702,lustig::A,עליז,alegre
703,sanft::A,עדין,suave
704,sanft::A,עדין,brando
705,hungrig::A,רעב,faminto
706,krank::A,חולה,doente
707,krank::A,חולה,enfermo
708,nackt::A,ערום,nu
709,nackt::A,ערום,despido
710,traurig::A,עצוב,triste
711,lebendig::A,חי,vivo
712,gut::A,טוב,bom
713,schlecht::A,גרוע,mau
714,schlecht::A,גרוע,ruim
715,richtig::A,נכון,justo
716,richtig::A,נכון,correcto
717,schlimm::A,רע,mau
718,schlimm::A,רע,grave
719,wahr::A,אמתי,verdadeiro
720,alt::A,ישן,velho
721,alt::A,ישן,antigo
722,neu::A,חדש,novo
723,ehemalig::A,לשעבר,antigo
724,alt[Lebewesen]::A,זקן,velho
725,jung::A,צעיר,jovem
726,arm::A,עני,pobre
727,reich::A,עשיר,rico
728,bekannt::A,ידוע,conhecido
729,berühmt::A,מפרסם,famoso
730,berühmt::A,מפרסם,célebre
731,fremd::A,זר,alheio
732,fremd::A,זר,estranho
733,verschieden::A,שונה,diverso
734,verschieden::A,שונה,diferente
735,nah::A,קרוב,próximo
736,fern::A,רחוק,remoto
737,fern::A,רחוק,distante
738,linker::A,שמאלי,esquerdo
739,rechter::A,ימין,direito
740,anderer::A,אחר,outro
741,erster::A,ראשון,primeiro
742,zweiter::A,שני,segundo
743,dritter::A,שלישי,terceiro
744,letzter::A,אחרון,final
745,letzter::A,אחרון,último
746,allein::ADV,לבד,só
747,auf einmal::ADV,בו-זמנית,de vez
748,zusammen::ADV,ביחד,juntos
749,lange::ADV,הרבה זמן,muito tempo
750,plötzlich::ADV,לפתע,de repente
751,plötzlich::ADV,פתאום,de repente
752,sofort::ADV,מיד,imediatamente
753,später::ADV,לאחר זמן,mais tarde
754,später::ADV,יותר מאחר,mais tarde
755,jetzt::ADV,עכשיו,agora
756,heute::ADV,היום,hoje
757,morgen::ADV,מחר,amanhã
758,bald::ADV,בקרוב,logo
759,bald::ADV,בקרוב,breve
760,dann::ADV,אחר-כך,então
761,dann::ADV,אחר-כך,depois
762,gestern::ADV,אתמול,ontem
763,einst::ADV,לפנים,antigamente
764,damals::ADV,אז,então
765,danach::ADV,אחר-כך,logo
766,danach::ADV,אחר-כך,depois
767,vorher::ADV,לפני זה,antes
768,zuerst::ADV,קדם,primeiro
769,einmal::ADV,פעם,uma vez
770,manchmal::ADV,לפעמים,às vezes
771,oft::ADV,לעתים קרובות,muitas vezes
772,immer::ADV,תמיד,sempre
773,niemals::ADV,אף פעם,nunca
774,hier::ADV,כאן,cá
775,hier::ADV,כאן,aqui
776,hierhin::ADV,פה,para cá
777,von hier::ADV,מפה,daqui
778,dort::ADV,שם,lá
779,dort::ADV,שם,ali
780,dorthin::ADV,שם,lá
781,dorthin::ADV,שם,para lá
782,geradeaus::ADV,ישר,em frente
783,vorwärts::ADV,קדימה,avante
784,rückwärts::ADV,לאחור,para trás
785,zurück::ADV,בחזרה,atrás
786,zurück::ADV,אחורנית,atrás
787,unten::ADV,למטה,debaixo
788,unten::ADV,למטה,em baixo
789,hinab::ADV,למטה,para baixo
790,oben::ADV,מעל,em cima
791,oben::ADV,למעלה,em cima
792,hinauf::ADV,למעלה,para cima
793,überall::ADV,בכל מקום,em toda parte
794,nicht::ADV,לא,não
795,ein wenig::ADV,קצת,um pouco
796,ein wenig::ADV,קצת,um bocado
797,kaum::ADV,בקשי,apenas
798,sehr::ADV,מאוד,muito
799,so::ADV,כך,tão
800,so::ADV,כך,assim
801,so::ADV,ככה,tão
802,so::ADV,ככה,assim
803,noch::ADV,עוד,ainda
804,noch::ADV,עדין,ainda
805,nur::ADV,רק,só
806,nur::ADV,רק,apenas
807,nur::ADV,רק,somente
808,schon::ADV,כבר,já
809,wieder::ADV,שוב,outra vez
810,vergebens::ADV,לריק,em vão
811,vergebens::ADV,לשוא,em vão
812,vor::PRP,מול,diante de
813,hinter::PRP,מאחורי,atrás de
814,unter::PRP,מתחת,sob
815,unter::PRP,מתחת,debaixo de
816,durch::PRP,דרך,por
817,durch::PRP,דרך,através de
818,neben::PRP,ליד,junto de
819,neben::PRP,ליד,ao lado de
820,neben::PRP,על-יד,junto de
821,neben::PRP,על-יד,ao lado de
822,zwischen::PRP,בין,entre
823,wegen::PRP,בשל,por
824,wegen::PRP,בשל,por causa de
825,wegen::PRP,בגלל,por
