,Concept_ID,myv,nl
831,neben::PRP,вакссо,naast
832,zwischen::PRP,ютксо,tussen
833,wegen::PRP,кис,wegens
834,wegen::PRP,кис,vanwege
835,wegen::PRP,коряс,wegens
836,wegen::PRP,коряс,vanwege
837,wegen::PRP,кувалт,wegens
838,wegen::PRP,кувалт,vanwege
839,dies::PRN,те,dit
840,das::PRN,те,dat
841,das::PRN,тона,dat
842,alles::PRN,весе,alles
843,alles::PRN,весемесь,alles
844,ich::PRN,мон,ik
845,du::PRN,тон,je
846,du::PRN,тон,jij
847,er::PRN,сон,hij
848,wir::PRN,минь,we
849,wir::PRN,минь,wij
850,ihr::PRN,тынь,jullie
851,sie::PRN,сынь,ze
852,sie::PRN,сынь,zij
853,was::FPRN,мезе,wat
854,wer::FPRN,ки,wie
855,wo::FADV,косо,waar
856,wohin::FADV,ков,waarheen
857,wohin::FADV,козо,waarheen
858,wie::FADV,кода,hoe
859,warum::FADV,мекс,waarom
860,wieviel::FNUM,зяро,hoeveel
861,eins::NUM,вейке,één
862,zwei::NUM,кавто,twee
863,drei::NUM,колмо,drie
864,vier::NUM,ниле,vier
865,fünf::NUM,вете,vijf
866,sechs::NUM,кото,zes
867,sieben::NUM,сисем,zeven
868,acht::NUM,кавксо,acht
869,neun::NUM,вейксэ,negen
870,zehn::NUM,кемень,tien
871,elf::NUM,кевейкее,elf
872,zwölf::NUM,кемгавтово,twaalf
873,zwanzig::NUM,комсь,twintig
874,dreißig::NUM,колоньгемень,dertig
875,vierzig::NUM,ниленьгемень,veertig
876,fünfzig::NUM,ведьгемень,vijftig
877,sechzig::NUM,кодгемень,zestig
878,siebzig::NUM,сизьгемень,zeventig
879,achtzig::NUM,кавксоньгемень,tachtig
880,neunzig::NUM,вейксэньгемень,negentig
881,hundert::NUM,сядо,honderd
882,tausend::NUM,тыща,duizend
883,und::CNJ,ды,en
884,oder::CNJ,или,of
885,stehen::V,аштемс стядо,staan
886,sitzen::V,аштемс озадо,zitten
887,liegen::V,мадезь аштемс,liggen
888,hängen::V,нурьгемс,hangen
889,werden::V,арамс,worden
890,passieren::V,лисэмс,gebeuren
891,beginnen::V,ушодомс,beginnen
892,enden::V,лоткамс,eindigen
893,wechseln::V,полавтнемс,wijzigen
894,wechseln::V,полавтнемс,veranderen
895,aufgehen[Sonne]::V,лисемс,opgaan
896,aufgehen[Sonne]::V,стямс,opgaan
897,untergehen[Sonne]::V,валгомс,ondergaan
898,scheinen[Sonne]::V,валдомтомс,schijnen
899,donnern::V,цярномс,donderen
900,donnern::V,галдордомс,donderen
901,wehen::V,пувамс,waaien
902,strömen::V,чудемс,stromen
903,fließen::V,чудемс,vloeien
904,sich drehen::V,велямс,draaien
905,sich drehen::V,велямс,zich draaien
906,schwanken::V,лыкамс,wankelen
907,schwanken::V,якамс,wankelen
908,schwingen::V,нурсемс,zwieren
909,schwingen::V,лыкамс,zwieren
910,fallen::V,прамс,vallen
911,fallen::V,сяворемс,vallen
912,brennen::V,паломс,branden
913,rauchen::V,качадомс,roken
914,regnen::V,пиземс,regenen
915,gefrieren::V,кельмемс,bevriezen
916,tauen::V,соламс,dooien
917,schmelzen::V,соламс,smelten
918,trocknen::V,коськемс,drogen
919,sieden::V,лакамс,koken
920,sieden::V,лакамс,zieden
921,sieden::V,пиксемс,koken
922,sieden::V,пиксемс,zieden
923,faulen::V,наксадомс,rotten
924,verfaulen::V,наксадомс,verrotten
925,reißen::V,сезневемс,scheuren
926,versinken::V,ваямс,verzinken
927,vergehen::V,ютамс,vergaan
928,erscheinen::V,лисемс,opdagen
929,erscheinen::V,лисемс,verschijnen
930,verschwinden::V,ёмамс,verdwijnen
931,sinken::V,явамс,zinken
932,abnehmen::V,киремемс,afnemen
933,abnehmen::V,киремемс,verminderen
934,zunehmen::V,ламолгадомс,toenemen
935,zunehmen::V,раштамс,toenemen
936,steigen::V,куземс,stijgen
937,steigen::V,куземс,omhooggaan
938,steigen::V,кепсевемс,stijgen
939,steigen::V,кепсевемс,omhooggaan
940,wachsen::V,касомс,groeien
941,glänzen::V,цитнемс,glanzen
942,glänzen::V,цитнемс,schitteren
943,funkeln::V,пиндолдомс,fonkelen
944,funkeln::V,цивтёрдомс,fonkelen
945,lärmen::V,шалномс,lawaai maken
946,läuten::V,гайгезевемс,luiden
947,klingeln::V,чавомс баягас,bellen
948,klirren::V,калдордомс,rinkelen
949,klirren::V,кальцяемс,rinkelen
950,brausen::V,лакамс,bruisen
951,rauschen::V,лажномс,ruisen
952,klingen::V,гайгемс,klinken
953,bellen::V,онгомс,blaffen
954,heulen::V,урномс,huilen
955,blasen::V,пувамс,blazen
956,pfeifen::V,вешкемс,fluiten
957,schreien::V,пижнемс,gillen
958,schreien::V,пижнемс,schreeuwen
959,stöhnen::V,кувсемс,steunen
960,zittern::V,тарномс,beven
961,zittern::V,тарномс,sidderen
962,leben::V,эрямс,leven
963,geboren werden::V,чачомс,geboren worden
964,atmen::V,лексемс,ademen
965,trinken::V,симемс,drinken
966,essen::V,ярсамс,eten
967,schlucken::V,нилемс,slikken
968,schlucken::V,порнемс,slikken
969,müde werden::V,сиземс,moe worden
970,einschlafen::V,матедевемс,inslapen
971,schlafen::V,удомс,slapen
972,aufwachen::V,сыргоземс,ontwaken
973,aufwachen::V,сыргоземс,wakker worden
974,aufstehen::V,стямс,opstaan
975,sich erholen::V,оймсемс,zich ontspannen
976,krank werden::V,сэредезевемс,ziek worden
977,krank sein::V,сэредемс,ziek zijn
978,schmerzen::V,сэредемс,pijn doen
979,husten::V,козомс,hoesten
980,genesen::V,пичкамс,genezen
981,sterben::V,куломс,sterven
982,sterben::V,куломс,overlijden
983,umkommen::V,чавовомс,omkomen
984,umkommen::V,ёмамс,omkomen
985,sich bewegen::V,шаштомс,zich bewegen
986,sich rühren::V,сыргамс,zich verroeren
987,sich erheben::V,куземс,oprijzen
988,sich erheben::V,куземс,verrijzen
989,sich setzen::V,озамс,gaan zitten
990,hinfallen::V,прамс,vallen
991,hinfallen::V,прамс,neervallen
992,hinfallen::V,сяворемс,vallen
993,hinfallen::V,сяворемс,neervallen
994,laufen::V,якамс,lopen
995,schreiten::V,эскелямс,stappen
996,schreiten::V,эскелямс,schrijden
997,schreiten::V,молемс,stappen
998,schreiten::V,молемс,schrijden
999,spazierengehen::V,якамс,gaan wandelen
1000,eilen::V,эрзкалемс,ijlen
1001,eilen::V,эрзкалемс,haasten
1002,eilen::V,капшамс,ijlen
1003,eilen::V,капшамс,haasten
1004,sich beeilen::V,капшамс,zich haasten
1005,sausen::V,ливтямс,stuiven
1006,rennen::V,чийнемс,rennen
1007,rennen::V,ардтнемс,rennen
1008,springen::V,кирнявтнемс,springen
1009,klettern::V,куземс,klimmen
1010,klettern::V,куземс,klauteren
1011,schaukeln::V,нурямс,schommelen
1012,kriechen::V,ёзмолдомс,kruipen
1013,schwimmen::V,уемс,zwemmen
1014,tauchen::V,чопавтомс,duiken
1015,tauchen::V,чопавтнемс,duiken
1016,rudern::V,миледемс,roeien
1017,fahren::V,ардомс,rijden
1018,fliegen::V,ливтямс,vliegen
1019,gehen::V,туемс,gaan
1020,gehen::V,молемс,gaan
1021,weggehen::V,туемс,weggaan
1022,abfahren::V,туемс,vertrekken
1023,anhalten::V,лоткамс,stoppen
1024,anhalten::V,лоткамс,stilhouden
1025,hineingehen::V,совамс,ingaan
1026,hineingehen::V,совамс,binnengaan
1027,eintreten::V,совамс,binnenkomen
1028,eintreten::V,эскельдямс,binnenkomen
1029,kommen::V,самс,komen
1030,ankommen::V,самс,aankomen
1031,ankommen::V,пачкодемс,aankomen
1032,zurückkommen::V,велявтомс,terugkomen
1033,bleiben::V,кадовомс,blijven
1034,warten::V,учомс,wachten
1035,erwarten::V,учомс,verwachten
1036,suchen::V,вешнемс,zoeken
1037,finden::V,муемс,vinden
1038,versuchen::V,варштамс,proberen
1039,versuchen::V,варштамс,beproeven
1040,vorbereiten::V,анокстамс,voorbereiden
1041,lieben::V,вечкемс,houden van
1042,mögen::V,вечкемс,lusten
1043,mögen::V,вечкемс,houden van
1044,lachen::V,пейдемс,lachen
1045,rühren::V,токамс седейс,roeren
1046,weinen::V,авардемс,huilen
1047,weinen::V,авардемс,schreien
1048,schimpfen::V,сёвномс,kijven
1049,schimpfen::V,сёвномс,schelden
1050,sich ärgern::V,кежиявтнемс,zich ergeren
1051,sich fürchten::V,пелемс,bang zijn
1052,fürchten::V,пелемс,vrezen
1053,fliehen::V,оргодемс,vluchten
1054,flüchten::V,ворьгодемс,ontsnappen
1055,flüchten::V,ворьгодемс,ontkomen
1056,flüchten::V,чадомс,ontsnappen
1057,flüchten::V,чадомс,ontkomen
1058,sehen::V,неемс,zien
1059,anschauen::V,ваномс,aankijken
1060,ansehen::V,ваномс,aanzien
1061,ansehen::V,ваномс,bekijken
1062,hören::V,марямс,horen
1063,zuhören::V,кунсоломс,luisteren
1064,probieren::V,варшамс,proeven
1065,riechen::V,никсемс,ruiken
1066,fühlen::V,марямс,voelen
1067,scheinen::V,марявомс,lijken
1068,zu sehen sein::V,неявомс,te zien zijn
1069,vernehmen::V,марямс,vernemen
1070,frieren::V,кельмемс,het koud hebben
1071,tun::V,теемс,doen
1072,können::V,маштомс,kunnen
1073,wollen::V,бажамс,willen
1074,anfangen::V,кармамс,beginnen
1075,anfangen::V,кармамс,aanvangen
1076,beenden::V,прядомс,beëindigen
1077,aufhören::V,лоткамс,ophouden
1078,gelingen::V,удаламс,lukken
1079,gelingen::V,удаламс,gelukken
1080,geraten::V,лисемс,uitvallen
1081,öffnen::V,панжомс,openen
1082,öffnen::V,панжомс,opendoen
1083,schließen::V,пекстамс,sluiten
1084,schließen::V,пекстамс,dichtdoen
1085,schließen::V,сёлгомс,sluiten
1086,schließen::V,сёлгомс,dichtdoen
1087,schließen::V,конямс,sluiten
1088,schließen::V,конямс,dichtdoen
1089,stellen::V,аравтомс,stellen
1090,stellen::V,аравтомс,plaatsen
1091,setzen::V,ойсевтемс,zetten
1092,setzen::V,ойсевтемс,plaatsen
1093,setzen::V,озавтнемс,zetten
1094,setzen::V,озавтнемс,plaatsen
1095,legen::V,путомс,leggen
1096,berühren::V,токамс,aanraken
1097,verbinden::V,содомс,verbinden
1098,bedecken::V,вельтямс,bedekken
1099,aufhängen::V,понгавтомс,ophangen
1100,anzünden::V,кирвастемс,aansteken
1101,aufheben::V,кепедемс,oprapen
1102,zurücklassen::V,кадомс,achterlaten
1103,verlieren::V,ёмавтомс,verliezen
1104,fallen lassen::V,правтомс,laten vallen
1105,machen::V,теемс,maken
1106,herstellen::V,анокстамс,produceren
1107,herstellen::V,анокстамс,voortbrengen
1108,bauen::V,путомс,bouwen
1109,reparieren::V,витемс,repareren
1110,reparieren::V,витемс,herstellen
1111,verbessern::V,паролгавтомс,verbeteren
1112,verbessern::V,вадрялгавтомс,verbeteren
1113,ändern::V,полавтомс,wijzigen
1114,ändern::V,полавтомс,veranderen
1115,graben::V,чувомс,graven
1116,graben::V,таргамс,graven
1117,beugen::V,мендемс,buigen
1118,biegen::V,комавтомс,buigen
1119,drehen::V,чаравтомс,draaien
1120,drehen::V,велявтнемс,draaien
1121,wenden::V,велявтомс,keren
1122,wenden::V,велявтомс,wenden
1123,umdrehen::V,велявтомс,omdraaien
1124,heben::V,кепедемс,heffen
1125,heben::V,кепедемс,optillen
1126,hochheben::V,кепедемс,tillen
1127,ergreifen::V,кундамс,pakken
1128,ergreifen::V,кундамс,grijpen
1129,halten::V,кирдемс,houden
1130,drücken::V,нуемс,drukken
1131,schieben::V,шаштомс,duwen
1132,schieben::V,шаштомс,schuiven
1133,kratzen::V,ангордамс,krassen
1134,lecken::V,нолсемс,likken
1135,beißen::V,сускомс,bijten
1136,abreißen::V,сеземс,afrukken
1137,abreißen::V,сеземс,afscheuren
1138,abschneiden::V,печкемс,afsnijden
1139,binden::V,кодамс,binden
1140,binden::V,сюлмамс,binden
1141,stecken::V,сялгомс,steken
1142,brechen::V,синдемс,breken
1143,brechen::V,калавтомс,breken
1144,klopfen::V,калтаямс,kloppen
1145,hauen::V,чавомс,houwen
1146,kleben::V,педявтнемс,plakken
1147,reiben::V,ёзамс,wrijven
1148,streichen::V,вадемс,smeren
1149,schleifen::V,човамс,slijpen
1150,schneiden::V,керямс,snijden
1151,rütteln::V,чукамс,schudden
1152,rütteln::V,лыкавтомс,schudden
1153,schütteln::V,чукамс,schudden
1154,schwenken::V,яхолемс,wuiven
1155,schwenken::V,яхолемс,zwaaien
1156,schütten::V,каямс,gieten
1157,schütten::V,каямс,storten
1158,füllen::V,пештямс,vullen
1159,einwickeln::V,тапарямс,inwikkelen
1160,tragen::V,кандомс,dragen
1161,schleppen::V,ускомс,slepen
1162,ziehen::V,ускомс,trekken
1163,aufbewahren::V,ванстомс,bewaren
1164,werfen::V,ёртомс,gooien
1165,fangen::V,кундамс,vangen
1166,packen::V,кундамс,pakken
1167,packen::V,кундамс,vastpakken
1168,verstecken::V,кекшемс,verstoppen
1169,teilen::V,явомс,delen
1170,schicken::V,кучомс,sturen
1171,bringen::V,кандомс,brengen
1172,hinzufügen::V,путомс,toevoegen
1173,hinzufügen::V,максомс,toevoegen
1174,bekommen::V,саемс,verkrijgen
1175,erhalten::V,саемс,krijgen
1176,nehmen::V,саемс,nemen
1177,wählen::V,кочкамс,kiezen
1178,wählen::V,кочкамс,verkiezen
1179,auswählen::V,кочкамс,uitkiezen
1180,bewahren::V,ванстомс,bewaren
1181,behindern::V,кирдемс,hinderen
1182,verderben::V,коламс,bederven
1183,beschädigen::V,теемс зыян,beschadigen
1184,zerbrechen::V,коламс,breken
1185,zerbrechen::V,коламс,stukbreken
1186,zerreißen::V,сеземс,scheuren
1187,zerreißen::V,сеземс,verscheuren
1188,zerstören::V,калавтомс,vernielen
1189,verbrennen::V,пултамс,branden
1190,verbrennen::V,пултамс,verbranden
1191,geben::V,максомс,geven
1192,reichen::V,максомс,reiken
1193,reichen::V,максомс,aanreiken
1194,schenken::V,каземс,schenken
1195,versprechen::V,алтамс,beloven
1196,wünschen::V,арсемс,wensen
1197,loben::V,шнамс,loven
1198,loben::V,шнамс,prijzen
1199,küssen::V,палсемс,kussen
1200,wiegen::V,нурсемс,wiegen
1201,zudecken::V,тавадомс,toedekken
1202,zudecken::V,вельтямс,toedekken
1203,wecken::V,стявтомс,wekken
1204,zeigen::V,невтемс,tonen
1205,zeigen::V,невтемс,wijzen
1206,führen::V,ветямс,voeren
1207,lehren::V,тонавтомс,leren
1208,unterrichten::V,тонавтомс,onderwijzen
1209,aufziehen::V,трямс,grootbrengen
1210,aufziehen::V,кастомс,grootbrengen
1211,leiten::V,ветямс,leiden
1212,leiten::V,азоркстамс,leiden
1213,antreiben::V,ветямс,aandrijven
1214,lassen::V,кармавтомс,laten
1215,einladen::V,тердемс,uitnodigen
1216,vereinigen::V,вейсэндямс,verenigen
1217,vereinigen::V,вейс путомс,verenigen
1218,vereinigen::V,вейс пурнамс,verenigen
1219,besuchen::V,варштамс,bezoeken
1220,treffen::V,вастомс,treffen
1221,treffen::V,вастомс,ontmoeten
1222,sich versammeln::V,промокшномс,zich verzamelen
1223,spielen::V,налксемс,spelen
1224,singen::V,морамс,zingen
1225,tanzen::V,киштемс,dansen
1226,sich trennen::V,явомс,van elkaar gaan
1227,verlassen::V,кадомс,verlaten
1228,retten::V,идемс,redden
1229,bewachen::V,ванстомс,bewaken
1230,schützen::V,аштемс,beschermen
1231,verteidigen::V,ваномс,verdedigen
1232,sich schlagen::V,тюремс,knokken
1233,schießen::V,ледемс,schieten
1234,siegen::V,изнямс,overwinnen
1235,ärgern::V,кежейгавтомс,ergeren
1236,schlagen::V,токамс,slaan
1237,treten::V,тапамс,trappen
1238,treten::V,тапамс,schoppen
1239,stechen::V,пупамс,steken
1240,stechen::V,пупамс,prikken
1241,stoßen::V,тулкадемс,stoten
1242,stehlen::V,саламс,stelen
1243,stören::V,пирямс ки,storen
1244,stören::V,пирямс ки,verstoren
1245,belästigen::V,а максомс,lastig vallen
1246,belästigen::V,а кадомс оймамо,lastig vallen
1247,verbergen::V,сёпомс,verbergen
1248,verbergen::V,кекшемс,verbergen
1249,täuschen::V,манямс,misleiden
1250,betrügen::V,манчемс,bedriegen
1251,töten::V,чавномс,doden
1252,töten::V,маштнемс,doden
1253,wohnen::V,эрямс,wonen
1254,arbeiten::V,важодемс,werken
1255,sammeln::V,пурнамс,inzamelen
1256,sammeln::V,пурнамс,verzamelen
1257,pflücken::V,ноцковтнемс,plukken
1258,jagen::V,кундамс,jagen
1259,fischen::V,калонь кундамс,vissen
1260,fassen::V,кундамс,vangen
1261,hüten::V,ваномс,hoeden
1262,treiben::V,панемс,drijven
1263,anbinden::V,сюлмамс,vastbinden
1264,füttern::V,андомс,voeren
1265,melken::V,потявтомс,melken
1266,hacken::V,лазномс,hakken
1267,gießen::V,валомс,gieten
1268,reifen::V,кенеремс,rijpen
1269,zubereiten::V,анокстамс,klaarmaken
1270,zubereiten::V,анокстамс,toebereiden
1271,kochen::V,пидемс,koken
1272,backen::V,пидемс,bakken
1273,braten::V,пуштамс,braden
1274,umrühren::V,човорямс,omroeren
1275,stricken::V,кодамс,breien
1276,nähen::V,стамс,naaien
1277,färben::V,артомс,verven
1278,färben::V,артомс,kleuren
1279,reinigen::V,урядамс,reinigen
1280,waschen::V,муськемс,wassen
1281,abwischen::V,нардамс,afvegen
1282,spülen::V,ёрвалдомс,spoelen
1283,spülen::V,ёрвалдомс,afwassen
1284,fegen::V,тенсемс,vegen
1285,kehren::V,тенсемс,vegen
1286,baden::V,экшелямс,baden
1287,sich waschen::V,шлямс,zich wassen
1288,ausziehen::V,кайсевтемс,uittrekken
1289,anziehen::V,оршамс,aantrekken
1290,sich anziehen::V,оршамс,zich aankleden
1291,kämmen::V,судрямс,kammen
1292,schmücken::V,мазылгавтомс,tooien
1293,schmücken::V,наряжамс,tooien
1294,sagen::V,меремс,zeggen
1295,sprechen::V,кортамс,spreken
1296,reden::V,кортамс,praten
1297,sich unterhalten::V,кортнемс,zich onderhouden
1298,fragen::V,кевкстемс,vragen
1299,bitten::V,вешемс,vragen
1300,bitten::V,вешемс,verzoeken
1301,erzählen::V,ёвтнемс,vertellen
1302,mitteilen::V,ёвтамс,meedelen
1303,nennen::V,лемдемс,noemen
1304,nennen::V,путомс лем,noemen
1305,rufen::V,тердемс,roepen
1306,rufen::V,серьгедемс,roepen
1307,prahlen::V,шнамс пря,pralen
1308,übersetzen::V,ютавтомс,vertalen
1309,denken::V,арсемс,denken
1310,glauben::V,кемемс,geloven
1311,bemerken::V,неемс,bemerken
1312,erkennen::V,содамс,herkennen
1313,begreifen::V,пачкодемс,begrijpen
1314,verstehen::V,чарькодемс,verstaan
1315,lernen::V,тонавтнемс,leren
1316,wissen::V,содамс,weten
1317,sich erinnern an::V,ледстямс,zich herinneren aan
1318,vergessen::V,стувтомс,vergeten
1319,messen::V,онкстнемс,meten
1320,zählen::V,ловомс,tellen
1321,rechnen::V,ловомс,rekenen
1322,lesen::V,ловномс,lezen
1323,malen::V,рисовамс,schilderen
1324,zeichnen::V,рисовамс,tekenen
1325,schreiben::V,сёрмадомс,schrijven
1326,besitzen::V,улемс,bezitten
1327,besitzen::V,улемс азорокс,bezitten
1328,kaufen::V,рамамс,kopen
1329,verkaufen::V,миемс,verkopen
1330,bezahlen::V,пандомс,betalen
1331,zahlen::V,пандомс,betalen
1332,beherrschen::V,азоркстамс,beheersen
1333,ertragen::V,кирдемс,verdragen
