,Concept_ID,he,de
788,genesen::V,הבריא,genesen
789,sterben::V,מת,sterben
790,umkommen::V,נספה,umkommen
791,sich bewegen::V,נע,sich bewegen
792,sich rühren::V,זז,sich rühren
793,sich erheben::V,קם,sich erheben
794,sich setzen::V,התישב,sich setzen
795,hinfallen::V,נפל,hinfallen
796,laufen::V,הלך ברגל,laufen
797,schreiten::V,פסע,schreiten
798,spazierengehen::V,טיל,spazierengehen
799,eilen::V,אץ,eilen
800,eilen::V,מהר,eilen
801,sich beeilen::V,מהר,sich beeilen
802,sausen::V,אץ,sausen
803,rennen::V,רץ,rennen
804,springen::V,קפץ,springen
805,klettern::V,טפס,klettern
806,schaukeln::V,התנדנד,schaukeln
807,kriechen::V,זחל,kriechen
808,schwimmen::V,שחה,schwimmen
809,tauchen::V,צלל,tauchen
810,rudern::V,חתר,rudern
811,fahren::V,נסע,fahren
812,fliegen::V,עף,fliegen
813,gehen::V,הלך,gehen
814,weggehen::V,עזב,weggehen
815,abfahren::V,יצא,abfahren
816,anhalten::V,עצר,anhalten
817,hineingehen::V,נכנס,hineingehen
818,eintreten::V,נכנס,eintreten
819,kommen::V,בא,kommen
820,ankommen::V,הגיע,ankommen
821,zurückkommen::V,שב,zurückkommen
822,zurückkommen::V,חזר,zurückkommen
823,bleiben::V,נשאר,bleiben
824,warten::V,חכה,warten
825,warten::V,המתין,warten
826,erwarten::V,צפה,erwarten
827,suchen::V,חפש,suchen
828,finden::V,מצא,finden
829,versuchen::V,נסה,versuchen
830,vorbereiten::V,הכין,vorbereiten
831,lieben::V,אהב,lieben
832,mögen::V,אהב,mögen
833,lachen::V,צחק,lachen
834,rühren::V,נגע ללב,rühren
835,weinen::V,בכה,weinen
836,schimpfen::V,גער,schimpfen
837,sich ärgern::V,זעם,sich ärgern
838,sich ärgern::V,כעס,sich ärgern
839,sich fürchten::V,פחד,sich fürchten
840,sich fürchten::V,חשש,sich fürchten
841,fürchten::V,פחד מ,fürchten
842,fürchten::V,חשש מ,fürchten
843,fliehen::V,ברח,fliehen
844,flüchten::V,נמלט,flüchten
845,sehen::V,ראה,sehen
846,anschauen::V,הביט,anschauen
847,ansehen::V,התבונן,ansehen
848,hören::V,שמע,hören
849,zuhören::V,הקשיב,zuhören
850,probieren::V,נסה,probieren
851,riechen::V,הריח,riechen
852,fühlen::V,חש,fühlen
853,scheinen::V,נדמה,scheinen
854,zu sehen sein::V,נראה,zu sehen sein
855,vernehmen::V,נודע ל,vernehmen
856,frieren::V,קר ל,frieren
857,tun::V,פעל,tun
858,können::V,יכל,können
859,wollen::V,רצה,wollen
860,anfangen::V,התחיל,anfangen
861,beenden::V,גמר,beenden
862,aufhören::V,סים,aufhören
863,gelingen::V,הצליח,gelingen
864,geraten::V,עלה,geraten
865,öffnen::V,פתח,öffnen
866,schließen::V,סגר,schließen
867,stellen::V,העמיד,stellen
868,setzen::V,הושיב,setzen
869,legen::V,שם,legen
870,berühren::V,נגע,berühren
871,verbinden::V,קשר,verbinden
872,bedecken::V,כסה,bedecken
873,aufhängen::V,תלה,aufhängen
874,anzünden::V,הצית,anzünden
875,aufheben::V,אסף,aufheben
876,zurücklassen::V,השאיר,zurücklassen
877,verlieren::V,אבד,verlieren
878,fallen lassen::V,שמט,fallen lassen
879,fallen lassen::V,הפיל,fallen lassen
880,machen::V,עשה,machen
881,herstellen::V,יצר,herstellen
882,bauen::V,בנה,bauen
883,reparieren::V,תקן,reparieren
884,verbessern::V,שפר,verbessern
885,ändern::V,שנה,ändern
886,graben::V,חפר,graben
887,beugen::V,כפף,beugen
888,biegen::V,כופף,biegen
889,drehen::V,סובב,drehen
890,wenden::V,הפך,wenden
891,umdrehen::V,סובב,umdrehen
892,heben::V,הרים,heben
893,hochheben::V,הרים,hochheben
894,ergreifen::V,אחז,ergreifen
895,halten::V,החזיק,halten
896,drücken::V,לחץ,drücken
897,schieben::V,הזיז,schieben
898,kratzen::V,שרט,kratzen
899,kratzen::V,שפשף,kratzen
900,lecken::V,לקק,lecken
901,beißen::V,נשך,beißen
902,abreißen::V,קרע,abreißen
903,abschneiden::V,חתך,abschneiden
904,binden::V,קשר,binden
905,stecken::V,תקע,stecken
906,brechen::V,שבר,brechen
907,klopfen::V,נקש,klopfen
908,hauen::V,הכה,hauen
909,kleben::V,הדביק,kleben
910,reiben::V,שפשף,reiben
911,streichen::V,מרח,streichen
912,schleifen::V,השחיז,schleifen
913,schneiden::V,גזר,schneiden
914,rütteln::V,נענע,rütteln
915,schütteln::V,נער,schütteln
916,schwenken::V,נופף,schwenken
917,schwenken::V,טלטל,schwenken
918,schütten::V,שפך,schütten
919,füllen::V,מלא,füllen
920,einwickeln::V,עטף,einwickeln
921,tragen::V,נשא,tragen
922,schleppen::V,סחב,schleppen
923,ziehen::V,משך,ziehen
924,aufbewahren::V,שמר,aufbewahren
925,werfen::V,זרק,werfen
926,fangen::V,תפס,fangen
927,packen::V,אחז,packen
928,verstecken::V,החביא,verstecken
929,teilen::V,חלק,teilen
930,schicken::V,שלח,schicken
931,bringen::V,הביא,bringen
932,hinzufügen::V,הוסיף,hinzufügen
933,bekommen::V,תפס,bekommen
934,erhalten::V,קבל,erhalten
935,nehmen::V,אחז,nehmen
936,wählen::V,בחר,wählen
937,auswählen::V,בחר ב,auswählen
938,bewahren::V,קים,bewahren
939,behindern::V,מנע,behindern
940,verderben::V,מנע,verderben
941,beschädigen::V,הזיק,beschädigen
942,zerbrechen::V,נשבר,zerbrechen
943,zerreißen::V,קרע,zerreißen
944,zerstören::V,הרס,zerstören
945,zerstören::V,השמיד,zerstören
946,verbrennen::V,שרף,verbrennen
947,geben::V,נתן,geben
948,reichen::V,העביר,reichen
949,schenken::V,נתן במתנה,schenken
950,versprechen::V,הבטיח,versprechen
951,wünschen::V,אחל,wünschen
952,loben::V,שבח,loben
953,küssen::V,נשק,küssen
954,wiegen::V,נדנד,wiegen
955,zudecken::V,כסה,zudecken
956,wecken::V,עורר,wecken
957,zeigen::V,הראה,zeigen
958,führen::V,הביא,führen
959,führen::V,הוביל,führen
960,lehren::V,למד,lehren
961,unterrichten::V,למד,unterrichten
962,aufziehen::V,רומם,aufziehen
963,leiten::V,נהל,leiten
964,antreiben::V,המרץ,antreiben
965,lassen::V,נתן,lassen
966,einladen::V,הזמין,einladen
967,vereinigen::V,אחד,vereinigen
968,vereinigen::V,לכד,vereinigen
969,besuchen::V,בקר,besuchen
970,treffen::V,פגש,treffen
971,sich versammeln::V,התאסף,sich versammeln
972,spielen::V,שחק,spielen
973,singen::V,שר,singen
974,tanzen::V,רקד,tanzen
975,sich trennen::V,נפרד,sich trennen
976,verlassen::V,עזב,verlassen
977,retten::V,הציל,retten
978,bewachen::V,שמר,bewachen
979,schützen::V,אבטח,schützen
980,verteidigen::V,הגן,verteidigen
981,sich schlagen::V,התכתש,sich schlagen
982,schießen::V,ירה,schießen
983,siegen::V,גבר,siegen
984,siegen::V,נצח,siegen
985,ärgern::V,עצבן,ärgern
986,schlagen::V,הכה,schlagen
987,schlagen::V,הלקה,schlagen
988,treten::V,בעט,treten
989,stechen::V,דקר,stechen
990,stoßen::V,דחק,stoßen
991,stehlen::V,גנב,stehlen
992,stören::V,קטע,stören
993,stören::V,הפריע,stören
994,belästigen::V,הציק,belästigen
995,belästigen::V,הטריד,belästigen
996,verbergen::V,הצניע,verbergen
997,täuschen::V,שגע,täuschen
998,betrügen::V,הונה,betrügen
999,töten::V,הרג,töten
1000,wohnen::V,גר,wohnen
1001,arbeiten::V,עבד,arbeiten
1002,sammeln::V,אסף,sammeln
1003,pflücken::V,קטף,pflücken
1004,jagen::V,צד,jagen
1005,fischen::V,דג,fischen
1006,fassen::V,תפס,fassen
1007,hüten::V,רעה,hüten
1008,treiben::V,הוציא,treiben
1009,anbinden::V,קשר,anbinden
1010,füttern::V,הלעיט,füttern
1011,melken::V,חלב,melken
1012,hacken::V,קצץ,hacken
1013,gießen::V,השקה,gießen
1014,reifen::V,בשל,reifen
1015,zubereiten::V,הכין,zubereiten
1016,kochen::V,בשל,kochen
1017,backen::V,אפה,backen
1018,braten::V,צלה,braten
1019,braten::V,טגן,braten
1020,umrühren::V,ערבב,umrühren
1021,stricken::V,סרג,stricken
1022,nähen::V,תפר,nähen
1023,färben::V,צבע,färben
1024,reinigen::V,נקה,reinigen
1025,waschen::V,רחץ,waschen
1026,waschen::V,כבס,waschen
1027,abwischen::V,נגב,abwischen
1028,spülen::V,שטף,spülen
1029,fegen::V,טאטא,fegen
1030,kehren::V,טאטא,kehren
1031,baden::V,טבל,baden
1032,baden::V,שחה,baden
1033,sich waschen::V,התרחץ,sich waschen
1034,ausziehen::V,הוריד,ausziehen
1035,anziehen::V,לבש,anziehen
1036,sich anziehen::V,התלבש,sich anziehen
1037,kämmen::V,סרק,kämmen
1038,schmücken::V,קשט,schmücken
1039,sagen::V,אמר,sagen
1040,sprechen::V,דבר,sprechen
1041,reden::V,דבר,reden
1042,sich unterhalten::V,שוחח,sich unterhalten
1043,fragen::V,שאל,fragen
1044,bitten::V,בקש,bitten
1045,erzählen::V,ספר,erzählen
1046,mitteilen::V,מסר,mitteilen
1047,mitteilen::V,הודיע,mitteilen
1048,nennen::V,קרא בשם,nennen
1049,rufen::V,גיס,rufen
1050,rufen::V,הזמין לבוא,rufen
1051,prahlen::V,התרברב,prahlen
1052,übersetzen::V,תרגם,übersetzen
1053,denken::V,חשב,denken
1054,glauben::V,האמין,glauben
1055,bemerken::V,הבחין,bemerken
1056,erkennen::V,זהה,erkennen
1057,begreifen::V,קלט,begreifen
1058,begreifen::V,הבין,begreifen
1059,verstehen::V,הבין,verstehen
1060,lernen::V,למד,lernen
1061,wissen::V,ידע,wissen
1062,sich erinnern an::V,זכר,sich erinnern an
1063,vergessen::V,שכח,vergessen
1064,messen::V,מדד,messen
1065,zählen::V,ספר,zählen
1066,rechnen::V,חשב,rechnen
1067,lesen::V,קרא,lesen
1068,malen::V,ציר,malen
1069,zeichnen::V,שרטט,zeichnen
1070,schreiben::V,כתב,schreiben
1071,besitzen::V,היה בעל של,besitzen
1072,kaufen::V,קנה,kaufen
1073,kaufen::V,רכש,kaufen
1074,verkaufen::V,מכר,verkaufen
1075,bezahlen::V,שלם,bezahlen
1076,zahlen::V,שלם,zahlen
1077,beherrschen::V,שלט,beherrschen
1078,ertragen::V,סבל,ertragen
