,Concept_ID,myv,mhr
95,Kälte::N,якшамо,йӱ́штӧ
96,Hitze::N,пси,шо́кшо
97,Raureif::N,лекш,пӧрш
98,Raureif::N,лекш,по́кшым
99,Regenbogen::N,пурьгинечирьке,шонанпы́л
100,Regenbogen::N,пурьгинеёнкс,шонанпы́л
101,Donner::N,пурьгине,кӱ́дырчӧ
102,Strömung::N,чудема,йо́гын
103,Strömung::N,чудевкс,йо́гын
104,Tropfen::N,петнявкс,чӱча́лтыш
105,Schaum::N,чов,шоҥ
106,Schmutz::N,рудаз,лавыра́
107,See::N,эрьке,ер
108,Sumpf::N,чей,лӱ́кӧ
109,Moor::N,чей,куп
110,Wiese::N,луга,о́лык
111,Wald::N,вирь,чодыра́
112,Hügel::N,губорь,арка́
113,Hügel::N,пандыне,арка́
114,Anhöhe::N,губорь,тӧва́
115,Anhöhe::N,губорь,кӱкшака́
116,Anhöhe::N,пандыне,тӧва́
117,Anhöhe::N,пандыне,кӱкшака́
118,Berg::N,пандо,ку́рык
119,Gipfel::N,пря,чаҥга́
120,Gipfel::N,пря,курыкву́й
121,Höhle::N,пещера,пеще́р
122,Höhle::N,пещера,курыкпо́мыш
123,Abhang::N,пандочама,та́йыл
124,Quelle::N,ушодкс,важ
125,Quelle::N,ушодкс,вӱдшинча́
126,Bach::N,чудикерькс,изэҥе́р
127,Fluss::N,лей,эҥе́р
128,Ufer::N,чире,сер
129,Küste::N,лейчире,вӱдтӱ́р
130,Festland::N,мода,мла́нде
131,Meer::N,моря,те́ҥыз
132,Bucht::N,усия,икса́
133,Insel::N,усия,отро́
134,Blume::N,цеця,пеле́дыш
135,Gras::N,тикше,шу́до
136,Wurzel::N,юр,вож
137,Wurzel::N,ундокс,вож
138,Baum::N,чувто,пуше́ҥге
139,Stamm::N,рунго,йы́тыр
140,Rinde::N,суд,шӱм
141,Rinde::N,керь,шӱм
142,Ast::N,морго,укш
143,Zweig::N,тарад,торма́к
144,Blatt::N,лопа,лышта́ш
145,Birke::N,килей,куэ́
146,Kiefer[Baum]::N,пиче,пӱ́нчӧ
147,Weide[Baum]::N,каль,уа́
148,Tanne::N,куз,кож
149,Horn::N,сюро,шур
150,Feder::N,толга,пы́стыл
151,Fell::N,пона,кова́ште
152,Flügel::N,сёлмо,шу́лдыр
153,Klaue::N,кенже,кӱч
154,Kralle::N,кенже,ла́па
155,Kralle::N,кенже,копа́
156,Schwanz::N,пуло,поч
157,Ei::N,ал,му́но
158,Nest::N,пизэ,пыжа́ш
159,Bau::N,варя,пыжа́ш
160,Bau::N,пизе,пыжа́ш
161,Tier::N,ракша,я́нлык
162,Tier::N,ракша,живо́тный
163,Herde::N,стада,кӱ́тӱ
164,Herde::N,стада,тӱшка́
165,Kuh::N,скал,ушка́л
166,Bulle::N,бука,ӱ́шкыж
167,Pferd::N,лишме,и́мне
168,Schaf::N,реве,шо́рык
169,Schwein::N,туво,сӧсна́
170,Hund::N,пине,пий
171,Hund::N,киска,пий
172,Katze::N,псака,пы́рыс
173,Bär::N,овто,маска́
174,Eichhörnchen::N,ур,ур
175,Elch::N,сярдо,шо́рдо
176,Fuchs::N,ривезь,ры́выж
177,Hase::N,нумоло,мера́ҥ
178,Maus::N,чеерь,коля́
179,Wolf::N,верьгиз,пи́ре
180,Vogel::N,нармунь,ка́йык
181,Schwarm::N,полк,каша́к
182,Schwarm::N,стада,каша́к
183,Huhn::N,сараз,чы́ве
184,Hahn::N,атякш,агыта́н
185,Gans::N,гала,ко́мбо
186,Gans::N,мацей,ко́мбо
187,Adler::N,куцькан,карагу́ш
188,Adler::N,тумоатякш,карагу́ш
189,Ente::N,яксярго,лу́до
190,Eule::N,корж,тумна́
191,Kranich::N,карго,турня́
192,Krähe::N,варака,кора́к
193,Kuckuck::N,куко,куку́
194,Schwan::N,локсей,йӱ́ксӧ
195,Fisch::N,кал,кол
196,Barsch::N,окунь,ола́ҥге
197,Hecht::N,щука,нуж
198,Hecht::N,щука,чорта́н
199,Schlange[Tier]::N,гуй,ки́шке
200,Wurm::N,сукс,шукш
201,Spinne::N,шанжав,эҥыре́мыш
202,Ameise::N,коткудав,ку́тко
203,Laus::N,сий,тий
204,Mücke::N,сеське,шыҥа́
205,Fliege::N,карво,ка́рме
206,Schmetterling::N,нимиляв,лы́ве
207,Beere::N,умарь,мӧр
208,Apfel::N,умарь,олма́
209,Pilz::N,панго,по́ҥго
210,Zwiebel::N,чурька,шога́н
211,Saat::N,видьметь,нӧ́шмӧ
212,Saat::N,видьметь,туш
213,Korn::N,сюро,шу́рно
214,Heu::N,тикше,шу́до
215,Schale::N,кедь,шӱм
216,Schale::N,ваткавкс,шӱм
217,Grube::N,латко,выне́м
218,Falle::N,тувор,лӧ́дӧ
219,Falle::N,кундамка,лӧ́дӧ
220,Schlinge::N,килькш,о́птыш
221,Schlinge::N,килькш,шӧрга́лтыш
222,Spur::N,челькс,кыша́
223,Spur::N,пильгеки,кыша́
224,Asche::N,кулов,ло́мыж
225,Dreck::N,рудаз,лавыра́
226,Eisen::N,кшни,кӱ́ртньӧ
227,Gold::N,сырне,шӧ́ртньӧ
228,Silber::N,сия,ший
229,Kohle::N,сэдь,мландышӱ́й
230,Kohle::N,уголия,мландышӱ́й
231,Glas::N,сулика,янда́
232,Lehm::N,сёвонь,шун
233,Sand::N,човар,ошма́
234,Mensch::N,ломань,еҥ
235,Mensch::N,ломань,айде́ме
236,Mann::N,аля,пӧръе́ҥ
237,Mann::N,цёраломань,пӧръе́ҥ
238,Frau::N,ава,ӱдырама́ш
239,Kind::N,эйкакш,аза́
240,Junge::N,цёрыне,рве́зе
241,Mädchen::N,тейтерне,ӱдыра́ш
242,Familie::N,семия,еш
243,Großvater::N,покштя,коча́
244,Großmutter::N,баба,кова́
245,Eltern::N,тетят-ават,ача́-ава́
246,Vater::N,тетя,ача́
247,Mutter::N,ава,ава́
248,Sohn::N,цёра,э́рге
249,Tochter::N,тейтерь,ӱ́дыр
250,Bruder::N,леля,иза́
251,Bruder::N,леля,шо́льо
252,Bruder::N,ялакс,иза́
253,Bruder::N,ялакс,шо́льо
254,Schwester::N,сазор,ака́
255,Onkel::N,леля,иза́
256,Tante::N,патя,кока́
257,Ehemann::N,мирде,мари́й
258,Ehefrau::N,ни,ва́те
259,Freude::N,кеняркс,куа́н
260,Freude::N,кеняркс,куаныма́ш
261,Gelächter::N,ракамо,во́штылтыш
262,Gelächter::N,пейдема,во́штылтыш
263,Glück::N,уцяска,пиа́л
264,Kummer::N,рискс,о́йго
265,Kummer::N,мелявкс,о́йго
266,Wunsch::N,мель,ку́мыл
267,Wunsch::N,бажамо,ку́мыл
268,Lust::N,бажамо,ку́мыл
269,Geist::N,ойме,ӧрт
270,Geist::N,ойме,чон
271,Gedanke::N,мель,ой
272,Gedanke::N,мель,шоныма́ш
273,Gedächtnis::N,мель,шарныма́ш
274,Verstand::N,прев,уш
275,Sinn::N,толк,смысл
276,Sinn::N,смысла,смысл
277,Grund::N,тувтал,ама́л
278,Wahrheit::N,видечи,чын
279,Gespräch::N,кортнема,мутланыма́ш
280,Märchen::N,ёвкс,йома́к
281,Erzählung::N,ёвтнема,ойлыма́ш
282,Nachricht::N,куля,увертарыма́ш
283,Neuigkeit::N,куля,уве́р
284,Name::N,лем,лӱм
285,Rätsel::N,содамоёвкс,ту́што
286,Rede::N,кортамо,ойлыма́ш
287,Sprache::N,кель,йы́лме
288,Stimme::N,ваигель,йӱк
289,Wort::N,вал,ой
290,Wort::N,вал,мут
291,Zeichen::N,теште,ти́ште
292,Zeichen::N,теште,знак
293,Ruf::N,тердема,ӱжма́ш
294,Lärm::N,шалнома,лӱшкыма́ш
295,Lärm::N,шалнома,йӱк-йӱа́н
296,Laut::N,вайгель,йӱк
297,Ton::N,гайнема,йӱксе́м
298,Lied::N,моро,му́ро
299,Ruhe::N,оймамо,ты́мык
300,Leute::N,ломанть,еҥ-влак
301,Volk::N,народ,ка́лык
302,Arbeit::N,тев,паша́
303,Gast::N,инже,уна́
304,Geschenk::N,казне,пӧле́к
305,Spiel::N,налксема,мо́дыш
306,Spiel::N,налксема,модма́ш
307,Gesellschaft::N,община,тӱшка́
308,Hilfe::N,лездамо,по́лыш
309,Freund::N,оя,таҥ
310,Freund::N,оя,йолта́ш
311,Freund::N,ялга,таҥ
312,Freund::N,ялга,йолта́ш
313,Kamerad::N,оя,таҥ
314,Kamerad::N,ялга,таҥ
315,Angelegenheit::N,тев,паша́
316,Anzahl::N,ламоксчи,чот
317,Art::N,вид,вид
318,Stück::N,пакш,ка́тыш
319,Stück::N,пакш,ла́стык
320,Stück::N,пелькс,ка́тыш
321,Stück::N,пелькс,ла́стык
322,Teil::N,часть,ужа́ш
323,Teil::N,пелькс,ужа́ш
324,Hälfte::N,пель,пел
325,Hälfte::N,пель,пе́ле
326,Hälfte::N,пелькс,пел
327,Hälfte::N,пелькс,пе́ле
328,Kreis::N,кирькс,ты́ртыш
329,Kreuz::N,крёст,ыре́с
330,Linie::N,кикс,ли́ний
331,Strich::N,межа,коре́ш
332,Abstand::N,ютко,кокла́
333,Entfernung::N,ютко,тора́
334,Entfernung::N,ютко,ку́жыт
335,Gegend::N,тарка,кунде́м
336,Gegend::N,пертьпелькс,кунде́м
337,Platz::N,васолкс,ку́мдык
338,Ort::N,тарка,вер
339,Ort::N,тарка,о́лмо
340,Seite::N,ён,ӧ́рдыж
341,Seite::N,чире,ӧ́рдыж
342,Mitte::N,куншка,покше́л
343,Gegenstand::N,предмет,наста́
344,Sache::N,тев,наста́
345,Sache::N,веща,наста́
346,Rand::N,пе,тӱр
347,Rand::N,чире,тӱр
348,Kante::N,ирдез,тӱр
349,Ecke::N,ужо,лук
350,Spitze::N,пряне,вуй
351,Spitze::N,пе,вуй
352,Ende::N,пе,муча́ш
353,Loch::N,варя,рож
354,Winkel::N,ужо,лук
355,Muster::N,сёрма,пеза́к
356,Muster::N,сёрма,узо́р
357,Muster::N,сёрма,ӱ́лгӧ
358,Größe::N,сэрь,кӱ́кшыт
359,Größe::N,покшолма,кӱ́кшыт
360,Länge::N,кувалмо,ку́тыш
361,Höhe::N,сэрь,кӱ́кшыт
362,Höhe::N,пандо,кӱ́кшыт
363,Gewicht::N,сталмо,не́лыт
364,Menge::N,лововкс,чот
365,Haufen::N,мар,кы́шыл
366,Haufen::N,валявкс,кы́шыл
367,Reihe::N,ряд,рада́м
368,Boot::N,венч,пуш
369,Ruder::N,милё,эшка́к
370,Schlitten::N,нурдт,тер
371,Schlitten::N,нурдт,изде́р
372,Ski::N,сокс,е́че
373,Lagerfeuer::N,толбандя,туло́то
374,Last::N,сталмо,нӧ́лтыш
375,Last::N,кандома,нӧ́лтыш
376,Gang::N,молема,ошкылма́ш
377,Gang::N,якамо,ошкылма́ш
378,Schritt::N,эскелькс,о́шкыл
379,Norden::N,якшамо ёнкс,йӱдйыма́л
380,Süden::N,лембе ёнкс,кечывалве́л
381,Westen::N,чивалгома,касве́л
382,Osten::N,чилисема,эрве́л
383,Holz::N,чувто,пу
384,Brett::N,лаз,оҥа́
385,Platte::N,плита,аста́р
386,Stütze::N,неже,чара́к
387,Stange::N,олга,лома́ш
388,Stock::N,мандо,тоя́
389,Stab::N,олога,вара́
390,Stab::N,олога,кашта́
391,Rohr::N,турба,пуч
392,Haus::N,кудо,пӧрт
393,Heim::N,кудо,мӧ́ҥгӧ
394,Ofen::N,каштомо,комака́
395,Fußboden::N,киякс,кӱва́р
396,Tisch::N,столь,ӱсте́л
397,Stuhl::N,стул,пӱке́н
398,Wiege::N,лавсь,шепка́
399,Wiege::N,нурямот,шепка́
400,Bett::N,ацамо,ва́кшыш
401,Regal::N,лався,шӧ́рлык
402,Regal::N,лавсяланго,шӧ́рлык
403,Kiste::N,горобия,шо́ндык
404,Kiste::N,горобия,я́шлык
405,Kiste::N,сундук,шо́ндык
406,Kiste::N,сундук,я́шлык
407,Fenster::N,вальма,окна́
408,Tür::N,кенкш,омса́
409,Tor::N,ортат,капка́
410,Zaun::N,пирявт,сава́р
411,Zaun::N,пирвякс,сава́р
412,Dach::N,кудопря,леве́дыш
413,Leiter::N,кузтема,тошка́лтыш
414,Besen::N,тенсть,ӱштерво́штыр
415,Spaten::N,койме,ко́льмо
416,Schaufel::N,кече,сово́к
417,Schaufel::N,кече,су́ско
418,Schaufel::N,келей койме,сово́к
419,Schaufel::N,келей койме,су́ско
420,Gabel::N,сянгине,ви́лке
421,Löffel::N,пенч,па́не
422,Löffel::N,пенч,совла́
423,Messer::N,пеель,кӱ́зӧ
424,Nagel::N,эске,пуда́
425,Netz::N,алтыма,вапш
426,Haken::N,кечказ,са́гыле
427,Griff::N,кедне,кыл
428,Schloss::N,замок,кӧгӧ́н
429,Schloss::N,панжома,кӧгӧ́н
430,Bild::N,картина,сӱре́т
431,Figur::N,рунго,фигу́р
432,Puppe::N,няка,курча́к
433,Beutel::N,кескав,меша́к
434,Bündel::N,керькс,арша́ш
435,Tasche::N,юдма,сумка́
436,Eimer::N,ведра,ведра́
437,Deckel::N,велькс,ко́мдыш
438,Geschirr::N,кедьге,а́те
439,Sack::N,кескав,куль
440,Sack::N,кескав,меша́к
441,Tasse::N,чакш,чу́кыр
442,Tasse::N,чакш,чашка́
443,Topf::N,кастрюля,ми́ске
444,Kessel::N,котёл,под
445,Essen::N,ярсамо,ко́чкыш
446,Nahrung::N,ярсамопель,ку́рго
447,Speise::N,ярсамопель,ко́чкыш
448,Fleisch::N,сывель,шыл
449,Getreide::N,сюро,шу́рно
450,Brei::N,каша,пу́чымыш
451,Brot::N,кши,ки́нде
452,Scheibe::N,кочом,ка́тыш
453,Scheibe::N,сускомо,ка́тыш
454,Fett::N,куя,коя́
455,Butter::N,ой,ӱй
456,Öl::N,ой,ӱй
457,Salz::N,сал,шинча́л
458,Suppe::N,ям,шӱр
459,Honig::N,медь,мӱй
460,Milch::N,ловсо,шӧр
461,Tee::N,чай,чай
462,Leder::N,киське,сура́н
463,Leder::N,киське,шӱ́штӧ
464,Wolle::N,пона,пун
465,Stoff::N,коцт,куэ́м
466,Stoff::N,коцт,посто́
467,Nadel::N,салмукс,и́ме
468,Faden::N,суре,шӱ́ртӧ
469,Knopf::N,пов,по́лдыш
470,Knoten::N,сюлмо,пышке́м
471,Farbe::N,артомапель,чия́
472,Kleidung::N,оршамот,чие́м
473,Kleidung::N,оршамот,вурге́м
474,Hemd::N,панар,ту́выр
475,Kragen::N,сиве,сога́
476,Ärmel::N,ожа,шокш
477,Hose::N,понкст,йола́ш
478,Gürtel::N,каркс,ӱ́штӧ
479,Mütze::N,чапка,упш
480,Schuh::N,туфля,боти́нке
481,Stiefel::N,кем,кем
482,Ring::N,суркс,шерга́ш
483,Band::N,лента,тасма́
484,Band::N,лента,ле́нте
485,Kamm::N,сурсеме,шерге́
486,Spiegel::N,чавачамо,вошто́нчыш
487,Riemen::N,кшнань каркс,кӱзанӱ́штӧ
488,Schnur::N,пикс,кере́м
489,Schnur::N,пикс,кандыра́
490,Leine::N,ведьме,вӱра́ҥ
491,Decke::N,вельтямо,леве́дыш
492,Decke::N,вельтямо,одея́л
493,Kissen::N,тодов,кӱ́пчык
494,Tuch::N,паця,шо́выч
495,Handtuch::N,нардамо,со́лык
496,Kraft::N,вий,вий
497,Kraft::N,вий,куа́т
498,Stärke::N,виевчи,куа́т
499,Stärke::N,виевчи,карма́н
500,Gesundheit::N,шумбрачи,таза́лык
501,Krankheit::N,орма,чер
502,Krankheit::N,сэредема,чер
503,Schmerz::N,сэредькс,ко́рштыш
504,Wunde::N,керявкс,су́сыр
505,Fieber::N,маштыкс,йӱштыму́ж
506,Fieber::N,маштыкс,лихора́дке
507,Arznei::N,ормаменькс,эм
508,Brücke::N,сэдь,кӱва́р
509,Brücke::N,мадамо,кӱва́р
510,Brunnen::N,лисьма,вӱдвыне́м
511,Weide::N,ракшань ванома тарка,нурше́р
512,Pfad::N,ян,йолго́рно
513,Pfad::N,ян,сокма́к
514,Weg::N,ки,ко́рно
515,Straße::N,ки,ко́рно
516,Dorf::N,веле,ял
517,Stadt::N,ош,ола́
518,Brief::N,сёрма,се́рыш
519,Buch::N,книга,книга́
520,Buchstabe::N,буква,буква́
521,Zeitung::N,газета,газе́т
522,Leben::N,эрямо,и́лыш
523,Tod::N,кулома,колыма́ш
524,Grab::N,калмо,шӱга́р
525,Kirche::N,церькова,че́рке
526,Sünde::N,чумочи,су́лык
527,Gott::N,паз,ю́мо
528,Arbeiter::N,робочей,паша́зе
529,Chef::N,прявт,тӧра́
530,Meister::N,кол тевень тенця,маста́р
531,Arzt::N,врач,врач
532,Lehrer::N,учитель,ту́ныктышо
533,Lehrer::N,тонавтыця,ту́ныктышо
534,Geld::N,ярмак,окса́
535,Geschäft::N,ладязь тев,сатулыма́ш
536,Laden::N,лавка,ке́выт
537,Preis::N,питне,ак
538,Ware::N,миевкс,сату́
539,Ware::N,рамавкс,сату́
540,Nutzen::N,паро,пайда́
541,Nutzen::N,лезэ,пайда́
542,Reichtum::N,сюпавчи,поя́нлык
543,Welt::N,мир,тӱня́
544,Welt::N,мастор ланго,тӱня́
545,Land::N,мастор,эл
546,Staat::N,государства,кугыжа́ныш
547,König::N,король,кугыжа́
548,Macht::N,азорксчи,власть
549,Grenze::N,буен тешкс,грани́ца
550,Krieg::N,война,сар
551,Feind::N,душман,тушма́н
552,Gewalt::N,нарьгамо,виешлыма́ш
553,Kampf::N,тюрема,кредалма́ш
554,Bogen[Waffe]::N,нал,юҥе́ж
555,Pfeil::N,нал,пикш
556,Gewehr::N,ружия,пыча́л
557,Gewehr::N,винтовка,пыча́л
558,Fehler::N,ильведькс,йо́ҥылыш
559,Fehler::N,ильведевкс,йо́ҥылыш
560,Lüge::N,манчема,шоя́к
561,Lüge::N,кенгелема,шоя́к
562,Schaden::N,зыян,зия́н
563,Unglück::N,зыян,эҥге́к
564,Schuld::N,чумочи,тита́к
565,Schuld::N,чумочи,йола́
566,Alter::N,шка,ийго́т
567,Schluss::N,пе,муча́ш
568,Zeit::N,шка,жап
569,Zeit::N,шка,па́гыт
570,Zeit::N,пинге,жап
571,Zeit::N,пинге,па́гыт
572,Tag::N,чи,ке́че
573,Morgen::N,валске,эр
574,Mittag::N,чикуншка,кечыва́л
575,Abend::N,чокшнэ,кас
576,Nacht::N,ве,йӱд
577,Woche::N,недля,арня́
578,Monat::N,ков,ты́лзе
579,Jahr::N,ие,ий
580,Frühling::N,тундо,шо́шо
581,Sommer::N,кизэ,кеҥе́ж
582,Herbst::N,сёксь,шы́же
583,Winter::N,теле,те́ле
584,Januar::N,якшамков,шоркыйол
585,Januar::N,якшамков,идалыкву́й
586,Januar::N,якшамков,янва́рь
587,Februar::N,февраль,пургыж
588,Februar::N,февраль,февра́ль
589,März::N,март,ӱярня
590,März::N,март,март
591,April::N,апрель,апре́ль
592,Mai::N,май,ага
593,Mai::N,май,май
594,Juni::N,июнь,пеледыш
595,Juni::N,июнь,ию́нь
596,Juli::N,июль,сӱрем
597,Juli::N,июль,ию́ль
598,August::N,август,сорла
599,August::N,август,агарма́н
600,August::N,август,а́вгуст
601,September::N,сентября,идым
602,September::N,сентября,сентя́брь
603,Oktober::N,октября,шыжа
604,Oktober::N,октября,октя́брь
605,November::N,ноября,кылме тылзе
606,November::N,ноября,ноя́брь
607,Dezember::N,декабря,дека́брь
608,Montag::N,пондельник,шо́чмо
609,Dienstag::N,овторник,ку́шкыжмо
610,Mittwoch::N,серёда,вӱрге́че
611,Donnerstag::N,цетьверьг,изарня́
612,Freitag::N,пеця,кугарня́
613,Samstag::N,субута,шуматке́че
614,Samstag::N,шлямочи,шуматке́че
615,Sonntag::N,недлячи,рушарня́
616,groß::A,ине,кугу́
617,groß::A,покш,кугу́
618,klein::A,вишка,изи́
619,lang::A,кувака,кужу́
620,kurz::A,нурькине,кӱ́чык
621,breit::A,келей,кумда́
622,schmal::A,теине,а́ҥысыр
623,dicht::A,тусто,ну́гыдо
624,dick[Gegenstand]::A,эчке,кӱ́жгӧ
625,dünn::A,човине,ви́чкыж
626,fein::A,човине,ты́гыде
627,fest::A,кеме,чо́ткыдо
628,flach::A,лапужа,лапка́
629,glatt::A,валаня,яклака́
630,hart::A,калгодо,пе́ҥгыде
631,weich::A,чевте,пу́шкыдо
632,rund::A,кеверь,йырге́шке
633,spitz::A,пшти,коша́р
634,scharf::A,пшти,пӱ́сӧ
635,stumpf::A,ношка,токма́к
636,schwer::A,стака,не́ле
637,schön::A,мазый,сы́лне
638,heiß::A,пси,шо́кшо
639,warm::A,лембе,ле́ве
640,kalt::A,якшамо,йӱ́штӧ
641,kühl::A,экше,юа́лге
642,kühl::A,экше,южгата́
643,frisch::A,свежа,свежа́
644,feucht::A,летьке,вӱ́дыжгӧ
645,nass::A,начко,нӧ́рӧ
646,trocken::A,коське,ку́кшо
647,voll::A,пешксе,тич
648,leer::A,чаво,яра́
649,offen::A,панжадо,виш
650,offen::A,виде,виш
651,geschlossen::A,пекстазь,пе́тырыме
652,geschlossen::A,пекстазь,тӱ́чмӧ
653,geschlossen::A,сёлгозь,пе́тырыме
654,geschlossen::A,сёлгозь,тӱ́чмӧ
655,sauber::A,ванькс,ару́
656,sauber::A,ванькс,янда́р
657,schmutzig::A,ливезев,лавыра́н
658,schmutzig::A,ливезев,ла́выргыше
659,roh::A,верек,кӱ́чымӧ
660,reif::A,кенерезь,лӧза́
661,lecker::A,тантей,ту́тло
662,süß::A,ламбамо,ше́ре
663,bitter::A,сэпей,ко́чо
664,sauer::A,чапамо,шо́по
665,hell::A,валдо,во́лгыдо
666,dunkel::A,чопода,пычке́мыш
667,schwarz::A,раужо,шола́
668,weiß::A,ашо,ош
669,rot::A,якстере,йошка́р
670,gelb::A,ожо,сар
671,blau::A,сэнь,ка́нде
672,grün::A,пиже,ужа́р
673,grau::A,шержев,сур
674,bunt::A,сёрмав,олача́
675,billig::A,аволь питней,шу́лдо
676,teuer::A,питней,ше́рге
677,wertvoll::A,питней,шергака́н
678,blind::A,сокор,со́кыр
679,taub::A,амариця,соҥгыра́
680,kräftig::A,пек виев,куа́тле
681,stark::A,виев,вия́н
682,schwach::A,лавшо,а́лдыме
683,fett::A,куя,коя́
684,schlank::A,виде ронга,йоштката́
685,schlank::A,виде ронга,яжу́
686,hübsch::A,мазый,чеве́р
687,böse::A,кежей,шы́де
688,dumm::A,чавола,аҥыра́
689,dumm::A,превтеме,аҥыра́
690,faul::A,нузякс,його
691,fleißig::A,мелень путыця,ты́ршыше
692,geizig::A,скупой,чаҥга́
693,klug::A,превей,уша́н
694,geschickt::A,маштозь теезь,уста́
695,lieb::A,вадря,ала́л
696,lustig::A,весёла,весела́
697,sanft::A,сэтьме,ны́жылге
698,hungrig::A,вачо,шу́жышо
699,krank::A,сэредиця,че́рле
700,nackt::A,штапо,чарама́т
701,traurig::A,нусманя,ойга́н
702,lebendig::A,эриця,и́лыше
703,gut::A,паро,сай
704,schlecht::A,берянь,уда́
705,schlecht::A,берянь,шӱ́кшӧ
706,richtig::A,виде,чы́нле
707,schlimm::A,берянь,аля́к
708,schlimm::A,берянь,тыра́н
709,wahr::A,алкуксонь,чы́нле
710,wahr::A,алкуксонь,настоя́щий
711,alt::A,ташто,то́што
712,neu::A,од,у
713,ehemalig::A,икелень,о́нчычсо
714,ehemalig::A,икелень,онда́кысе
715,alt[Lebewesen]::A,сыре,шо́нто
716,jung::A,од,са́мырык
717,arm::A,кажов,нужна́
718,reich::A,сюпав,поя́н
719,bekannt::A,содавикс,па́лыме
720,berühmt::A,содавикс,лӱ́млӧ
721,fremd::A,лия,йот
722,fremd::A,асодавикс,йот
723,verschieden::A,эрьва,тӱ́рлӧ
724,nah::A,а васолонь,ли́шыл
725,fern::A,умонь,тора́
726,fern::A,умонь,мӱ́ндыр
727,fern::A,кезэрень,тора́
728,fern::A,кезэрень,мӱ́ндыр
729,linker::A,керш,шола́
730,rechter::A,вить,пурла́
731,anderer::A,лия,вес
732,anderer::A,лия,мо́ло
733,erster::A,васень,и́кымше
734,erster::A,васенце,и́кымше
735,zweiter::A,омбоце,ко́кымшо
