,Concept_ID,myv,el
524,Meister::N,кол тевень тенця,μάστορας
525,Meister::N,кол тевень тенця,αρχιτεχνίτης
526,Arzt::N,врач,γιατρός
527,Lehrer::N,учитель,δάσκαλος
528,Lehrer::N,тонавтыця,δάσκαλος
529,Geld::N,ярмак,λεφτά
530,Geld::N,ярмак,χρήματα
531,Geschäft::N,ладязь тев,συναλλαγή
532,Laden::N,лавка,μαγαζί
533,Laden::N,лавка,κατάστημα
534,Preis::N,питне,τιμή
535,Ware::N,миевкс,εμπόρευμα
536,Ware::N,рамавкс,εμπόρευμα
537,Nutzen::N,паро,όφελος
538,Nutzen::N,лезэ,όφελος
539,Reichtum::N,сюпавчи,πλούτος
540,Welt::N,мир,κόσμος
541,Welt::N,мастор ланго,κόσμος
542,Land::N,мастор,χώρα
543,Staat::N,государства,κράτος
544,Staat::N,государства,πολιτεία
545,König::N,король,βασιλιάς
546,Macht::N,азорксчи,εξουσία
547,Grenze::N,буен тешкс,σύνορα
548,Krieg::N,война,πόλεμος
549,Feind::N,душман,εχθρός
550,Gewalt::N,нарьгамо,βία
551,Kampf::N,тюрема,αγώνας
552,Bogen[Waffe]::N,нал,τόξο
553,Pfeil::N,нал,σαΐτα
554,Gewehr::N,ружия,τουφέκι
555,Gewehr::N,винтовка,τουφέκι
556,Fehler::N,ильведькс,λάθος
557,Fehler::N,ильведькс,σφάλμα
558,Fehler::N,ильведевкс,λάθος
559,Fehler::N,ильведевкс,σφάλμα
560,Lüge::N,манчема,ψέμα
561,Lüge::N,манчема,ψεύδος
562,Lüge::N,кенгелема,ψέμα
563,Lüge::N,кенгелема,ψεύδος
564,Schaden::N,зыян,ζημία
565,Unglück::N,зыян,δυστυχία
566,Schuld::N,чумочи,ενοχή
567,Schuld::N,чумочи,φταίξιμο
568,Alter::N,шка,ηλικία
569,Schluss::N,пе,τέλος
570,Zeit::N,шка,χρόνος
571,Zeit::N,пинге,χρόνος
572,Tag::N,чи,μέρα
573,Tag::N,чи,ημέρα
574,Morgen::N,валске,πρωί
575,Mittag::N,чикуншка,μεσημέρι
576,Abend::N,чокшнэ,βράδυ
577,Nacht::N,ве,νύχτα
578,Woche::N,недля,εβδομάδα
579,Monat::N,ков,μήνας
580,Jahr::N,ие,έτος
581,Jahr::N,ие,χρόνος
582,Frühling::N,тундо,άνοιξη
583,Sommer::N,кизэ,καλοκαίρι
584,Herbst::N,сёксь,φθινόπωρο
585,Winter::N,теле,χειμώνας
586,Januar::N,якшамков,Ιανουάριος
587,Februar::N,февраль,Φεβρουάριος
588,März::N,март,Μάρτιος
589,April::N,апрель,Απρίλιος
590,Mai::N,май,Μάιος
591,Juni::N,июнь,Ιούνιος
592,Juli::N,июль,Ιούλιος
593,August::N,август,Αύγουστος
594,September::N,сентября,Σεπτέμβριος
595,Oktober::N,октября,Οκτώβριος
596,November::N,ноября,Νοέμβριος
597,Dezember::N,декабря,Δεκέμβριος
598,Montag::N,пондельник,Δευτέρα
599,Dienstag::N,овторник,Τρίτη
600,Mittwoch::N,серёда,Τετάρτη
601,Donnerstag::N,цетьверьг,Πέμπτη
602,Freitag::N,пеця,Παρασκευή
603,Samstag::N,субута,Σάββατο
604,Samstag::N,шлямочи,Σάββατο
605,Sonntag::N,недлячи,Κυριακή
606,groß::A,ине,μεγάλος
607,groß::A,покш,μεγάλος
608,klein::A,вишка,μικρός
609,lang::A,кувака,μακρύς
610,kurz::A,нурькине,κοντός
611,breit::A,келей,φαρδύς
612,schmal::A,теине,στενός
613,dicht::A,тусто,πυκνός
614,dick[Gegenstand]::A,эчке,παχύς
615,dick[Gegenstand]::A,эчке,χοντρός
616,dünn::A,човине,ψιλός
617,dünn::A,човине,λεπτός
618,fein::A,човине,ψιλός
619,fest::A,кеме,στερεός
620,flach::A,лапужа,επίπεδος
621,glatt::A,валаня,λείος
622,glatt::A,валаня,ομαλός
623,hart::A,калгодо,σκληρός
624,weich::A,чевте,μαλακός
625,rund::A,кеверь,στρογγυλός
626,spitz::A,пшти,μυτερός
627,scharf::A,пшти,κοφτερός
628,stumpf::A,ношка,αμβλύς
629,schwer::A,стака,βαρύς
630,schön::A,мазый,ωραίος
631,schön::A,мазый,όμορφος
632,heiß::A,пси,ζεστός
633,warm::A,лембе,θερμός
634,kalt::A,якшамо,κρύος
635,kalt::A,якшамо,ψυχρός
636,kühl::A,экше,δροσερός
637,frisch::A,свежа,νωπός
638,frisch::A,свежа,φρέσκος
639,feucht::A,летьке,υγρός
640,nass::A,начко,βρεγμένος
641,trocken::A,коське,ξηρός
642,trocken::A,коське,στεγνός
643,voll::A,пешксе,γεμάτος
644,leer::A,чаво,άδειος
645,offen::A,панжадо,ανοιχτός
646,offen::A,виде,ανοιχτός
647,geschlossen::A,пекстазь,κλειστός
648,geschlossen::A,сёлгозь,κλειστός
649,sauber::A,ванькс,καθαρός
650,schmutzig::A,ливезев,βρώμικος
651,schmutzig::A,ливезев,λερωμένος
652,roh::A,верек,ωμός
653,reif::A,кенерезь,ώριμος
654,lecker::A,тантей,νόστιμος
655,süß::A,ламбамо,γλυκός
656,bitter::A,сэпей,πικρός
657,sauer::A,чапамо,ξινός
658,hell::A,валдо,φωτεινός
659,dunkel::A,чопода,σκοτεινός
660,schwarz::A,раужо,μαύρος
661,schwarz::A,раужо,μελανός
662,weiß::A,ашо,άσπρος
663,rot::A,якстере,κόκκινος
664,gelb::A,ожо,κίτρινος
665,blau::A,сэнь,μπλε
666,blau::A,сэнь,γαλανός
667,grün::A,пиже,πράσινος
668,grau::A,шержев,γκρίζος
669,bunt::A,сёрмав,ποικιλόχρωπος
670,billig::A,аволь питней,φτηνός
671,teuer::A,питней,ακριβός
672,wertvoll::A,питней,πολύτιμος
673,blind::A,сокор,τυφλός
674,taub::A,амариця,κουφός
675,kräftig::A,пек виев,δυνατός
676,stark::A,виев,γερός
677,schwach::A,лавшо,αδύνατος
678,fett::A,куя,παχύς
679,schlank::A,виде ронга,λεπτός
680,schlank::A,виде ронга,λυγερός
681,hübsch::A,мазый,όμορφος
682,hübsch::A,мазый,χαριτωμένος
683,böse::A,кежей,κακός
684,dumm::A,чавола,κουτός
685,dumm::A,чавола,ανόητος
686,dumm::A,превтеме,κουτός
687,dumm::A,превтеме,ανόητος
688,faul::A,нузякс,τεμπέλης
689,fleißig::A,мелень путыця,εργατικός
690,geizig::A,скупой,τσιγγούνης
691,klug::A,превей,έξυπνος
692,geschickt::A,маштозь теезь,επιδέξιος
693,lieb::A,вадря,φίλος
694,lieb::A,вадря,αγαπητός
695,lustig::A,весёла,εύθυμος
696,lustig::A,весёла,χαρούμενος
697,sanft::A,сэтьме,ήπιος
698,hungrig::A,вачо,πεινασμένος
699,krank::A,сэредиця,άρρωστος
700,nackt::A,штапо,γυμνός
701,traurig::A,нусманя,λυπημένος
702,lebendig::A,эриця,ζωντανός
703,gut::A,паро,καλός
704,schlecht::A,берянь,κακός
705,richtig::A,виде,σωστός
706,schlimm::A,берянь,άσχημος
707,wahr::A,алкуксонь,αληθής
708,wahr::A,алкуксонь,αληθινός
709,alt::A,ташто,παλιός
710,neu::A,од,νέος
711,neu::A,од,καινούργιος
712,ehemalig::A,икелень,παλιός
713,alt[Lebewesen]::A,сыре,γέρος
714,jung::A,од,νέος
715,arm::A,кажов,φτωχός
716,reich::A,сюпав,πλούσιος
717,bekannt::A,содавикс,γνωστός
718,berühmt::A,содавикс,περίφημος
719,berühmt::A,содавикс,ξακουσμένος
720,fremd::A,лия,ξένος
721,fremd::A,асодавикс,ξένος
722,verschieden::A,эрьва,διαφορετικός
723,nah::A,а васолонь,κοντινός
724,fern::A,умонь,μακριά
725,fern::A,кезэрень,μακριά
726,linker::A,керш,αριστερός
727,rechter::A,вить,δεξιός
728,anderer::A,лия,άλλος
729,erster::A,васень,πρώτος
730,erster::A,васенце,πρώτος
731,zweiter::A,омбоце,δεύτερος
732,dritter::A,колмоце,τρίτος
