,Concept_ID,zh,kv
76,Schnee::N,雪,лым
77,Eis::N,冰,йы
78,Frost::N,霜冻,мороз
79,Kälte::N,寒冷,кӧдзыт
80,Hitze::N,炎热,ӧд
81,Raureif::N,霜,кижа
82,Regenbogen::N,虹,енӧшка
83,Donner::N,雷,гым
84,Strömung::N,水流,визывтӧм
85,Tropfen::N,滴,тёп
86,Schaum::N,泡沫,быг
87,Schmutz::N,赃物,нять
88,See::N,湖,ты
89,Sumpf::N,沼泽,арай
90,Moor::N,沼泽,нюр
91,Wiese::N,草地,видз
92,Wald::N,森林,вӧр
93,Hügel::N,丘陵,мыльк
94,Anhöhe::N,山丘,вывтас
95,Anhöhe::N,山丘,вылынін
96,Berg::N,山,керӧс
97,Gipfel::N,峰,йыв
98,Höhle::N,洞穴,нора
99,Abhang::N,斜坡,покат
100,Quelle::N,泉,больган
101,Bach::N,溪,шор
102,Fluss::N,河流,ю
103,Ufer::N,岸,берег
104,Küste::N,海岸,берег
105,Festland::N,大陆,му
106,Meer::N,海,море
107,Bucht::N,海湾,курья
108,Insel::N,岛,
109,Blume::N,花,цветок
110,Gras::N,草,турун
111,Wurzel::N,根,вуж
112,Baum::N,树,пу
113,Stamm::N,树干,мыр
114,Stamm::N,树干,кер
115,Rinde::N,树皮,кач
116,Ast::N,树枝,ув
117,Zweig::N,树枝,ув
118,Blatt::N,叶子,лист
119,Birke::N,桦木,кыдз
120,Kiefer[Baum]::N,松树,пожум
121,Weide[Baum]::N,柳树,бадь
122,Tanne::N,冷杉,кӧз
123,Horn::N,角,сюр
124,Feder::N,羽毛,гӧн
125,Fell::N,皮毛,кучик
126,Flügel::N,翅膀,борд
127,Klaue::N,爪子,гыж
128,Kralle::N,爪子,кабыр
129,Schwanz::N,尾巴,бӧж
130,Ei::N,蛋,кольть
131,Nest::N,巢,поз
132,Bau::N,穴,осьта
133,Bau::N,穴,нора
134,Tier::N,动物,зверь
135,Herde::N,群,гурт
136,Kuh::N,母牛,мӧс
137,Bulle::N,公牛,ӧшка
138,Pferd::N,马,вӧв
139,Schaf::N,羊,баля
140,Schwein::N,猪,порсь
141,Hund::N,狗,пон
142,Katze::N,猫,кань
143,Bär::N,熊,ош
144,Eichhörnchen::N,松鼠,ур
145,Elch::N,麋鹿,вӧр мӧс
146,Fuchs::N,狐狸,руч
147,Hase::N,兔子,кӧч
148,Maus::N,老鼠,шыр
149,Wolf::N,狼,кӧин
150,Vogel::N,鸟,кай
151,Schwarm::N,群,стая
152,Schwarm::N,群,чукӧр
153,Huhn::N,鸡,курӧг
154,Hahn::N,公鸡,петух
155,Hahn::N,公鸡,ай курӧг
156,Gans::N,鹅,дзодзог
157,Adler::N,鹰,куч
158,Adler::N,鹰,кутш
159,Ente::N,鸭,утка
160,Eule::N,猫头鹰,тупка
161,Kranich::N,鹤,тури
162,Krähe::N,乌鸦,рака
163,Kuckuck::N,布谷鸟,кӧк
164,Schwan::N,天鹅,юсь
165,Fisch::N,鱼,чери
166,Barsch::N,鲈鱼,ёкыш
167,Hecht::N,狗鱼,сирпинь
168,Schlange[Tier]::N,蛇,змей
169,Wurm::N,蠕虫,номыр
170,Spinne::N,蜘蛛,черань
171,Ameise::N,蚂蚁,кӧдзывкар
172,Laus::N,虱子,ляпа той
173,Mücke::N,蚊子,ном
174,Fliege::N,苍蝇,гут
175,Schmetterling::N,蝴蝶,бабыв
176,Beere::N,将果,ягӧд
177,Apfel::N,苹果,яблоко
178,Pilz::N,蘑菇,тшак
179,Zwiebel::N,洋葱,грез
180,Saat::N,种子,кӧдзыс
181,Korn::N,谷粒,сю
182,Heu::N,干草,турун
183,Schale::N,壳,кыш
184,Schale::N,壳,киль
185,Grube::N,坑,яма
186,Falle::N,圈套,нальк
187,Falle::N,圈套,кляпча
188,Schlinge::N,活扣,лӧч
189,Spur::N,踪迹,туй
190,Asche::N,灰烬,пӧим
191,Dreck::N,污垢,нять
192,Eisen::N,铁,кӧрт
193,Gold::N,金子,зарни
194,Silber::N,银,язісь
195,Kohle::N,煤,шом
196,Kohle::N,煤,уголь
197,Glas::N,玻璃,стекло
198,Lehm::N,粘土,сёй
199,Sand::N,沙,лыа
200,Mensch::N,人,морт
201,Mann::N,男子,мужик
202,Frau::N,妇女,инька
203,Kind::N,小孩,кага
204,Junge::N,男孩,зонка
205,Mädchen::N,女孩,нывкаок
206,Familie::N,家庭,семья
207,Großvater::N,祖父,дед
208,Großmutter::N,祖母,баб
209,Eltern::N,父母,ай-мам
210,Vater::N,父亲,ай
211,Mutter::N,母亲,мам
212,Sohn::N,儿子,зон
213,Tochter::N,女儿,ныв
214,Bruder::N,兄弟,вон
215,Schwester::N,姐妹,сой
216,Onkel::N,伯父,дядь
217,Tante::N,阿姨,айӧлӧн сой
218,Tante::N,阿姨,ичинь
219,Ehemann::N,丈夫,жӧник
220,Ehefrau::N,妻子,инь
221,Freude::N,愉快,гаж
222,Freude::N,愉快,радъялӧм
223,Gelächter::N,大笑,сералӧм
224,Glück::N,运气,мичлун
225,Kummer::N,苦恼,шог
226,Wunsch::N,愿望,мӧдӧм
227,Wunsch::N,愿望,охотитӧм
228,Lust::N,乐趣,охота
229,Geist::N,精神,лов
230,Gedanke::N,思想,дума
231,Gedächtnis::N,记性,тӧдвыв
232,Verstand::N,理智,вежӧр
233,Sinn::N,感觉,ылӧс
234,Grund::N,理由,мог
235,Wahrheit::N,真理,правда
236,Gespräch::N,谈话,сёрни
237,Märchen::N,童话,сказка
238,Erzählung::N,故事,висьт
239,Nachricht::N,消息,юӧр
240,Nachricht::N,消息,висьталӧм
241,Neuigkeit::N,新闻,новость
242,Name::N,名字,ним
243,Rätsel::N,谜语,загадка
244,Rede::N,讲话,сёрни
245,Sprache::N,语言,кыв
246,Stimme::N,声音,голос
247,Wort::N,词,кыв
248,Zeichen::N,标记,пас
249,Ruf::N,呼喊,чуксӧм
250,Ruf::N,呼喊,чукӧстӧм
251,Lärm::N,噪音,шум
252,Laut::N,响声,шы
253,Ton::N,声音,гор
254,Lied::N,歌曲,сьыланкыв
255,Ruhe::N,安静,спокой
256,Leute::N,人们,йӧз
257,Volk::N,人民,йӧз
258,Volk::N,人民,народ
259,Arbeit::N,劳动,удж
260,Gast::N,客人,гӧсь
261,Geschenk::N,礼物,гӧснеч
262,Geschenk::N,礼物,подарок
263,Spiel::N,游戏,орсӧм
264,Gesellschaft::N,陪同,компания
265,Hilfe::N,帮助,отсӧт
266,Freund::N,朋友,модз
267,Freund::N,朋友,дружок
268,Kamerad::N,同志,тӧдса
269,Angelegenheit::N,事情,дело
270,Anzahl::N,数目,лыд
271,Art::N,种类,пӧлӧс
272,Stück::N,块,тор
273,Teil::N,部分,юкӧм
274,Hälfte::N,一半,джын
275,Kreis::N,圆,круг
276,Kreuz::N,十字架,перна
277,Linie::N,线条,визь
278,Strich::N,划,кырӧв
279,Abstand::N,距离,колас
280,Entfernung::N,距离,ылына
281,Gegend::N,地区,места
282,Platz::N,场所,места
283,Ort::N,地点,места
284,Seite::N,面,ладор
285,Mitte::N,中间,шӧр
286,Gegenstand::N,物品,тор
287,Sache::N,物,тор
288,Rand::N,边,дор
289,Kante::N,棱,ордлы
290,Ecke::N,角,пельӧс
291,Spitze::N,尖,йыв
292,Ende::N,结尾,йыв
293,Loch::N,洞,осьта
294,Winkel::N,角度,пельӧс
295,Muster::N,模型,сер
296,Größe::N,大小,ыжда
297,Länge::N,长度,кузя
298,Höhe::N,高度,сувда
299,Höhe::N,高度,вылына
300,Gewicht::N,重量,сьӧкта
301,Menge::N,数量,
302,Haufen::N,堆,куча
303,Reihe::N,行,лёдз
304,Boot::N,小船,пыж
305,Ruder::N,奖,пелыс
306,Schlitten::N,雪橇,додь
307,Ski::N,雪板,лямпа
308,Lagerfeuer::N,营火,бипур
309,Last::N,负担,тягота
310,Gang::N,行走,мунӧм
311,Schritt::N,步伐,вожмӧв
312,Norden::N,北,ой
313,Süden::N,南,лун
314,Westen::N,西,рытвыв
315,Osten::N,东,асыв
316,Holz::N,木材,пу
317,Brett::N,木板,пӧв
318,Platte::N,平板,плита
319,Stütze::N,支架,пика
320,Stange::N,杆,зор
321,Stange::N,杆,потш
322,Stock::N,棒,бедь
323,Stab::N,棍,шест
324,Rohr::N,管子,труба
325,Haus::N,房屋,керку
326,Heim::N,家,керку
327,Ofen::N,炉子,пӧжавны
328,Fußboden::N,地板,джодж
329,Tisch::N,桌子,пызан
330,Stuhl::N,椅子,стул
331,Wiege::N,摇蓝,зыбка
332,Bett::N,床,кровать
333,Regal::N,架子,джадж
334,Kiste::N,箱子,ящик
335,Fenster::N,窗户,ӧшын
336,Tür::N,门,ыбӧс
337,Tor::N,大门,ворота
338,Zaun::N,篱笆,забор
339,Dach::N,屋顶,крыша
340,Leiter::N,梯子,лиснич
341,Besen::N,扫帚,рос
342,Spaten::N,铁锹,зыр
343,Schaufel::N,铁锹,зыр
344,Gabel::N,叉,вила
345,Löffel::N,食匙,пань
346,Messer::N,刀,пурт
347,Nagel::N,钉子,кӧрттув
348,Netz::N,网,кыйӧт
349,Haken::N,钩子,ем
350,Griff::N,把柄,пу
351,Schloss::N,锁,замок
352,Bild::N,图画,картина
353,Figur::N,人像,мыгӧр
354,Puppe::N,娃娃,акань
355,Beutel::N,袋子,мешӧк
356,Bündel::N,捆,нин
357,Tasche::N,手提包,сумка
358,Eimer::N,桶,ведра
359,Deckel::N,盖子,вевт
360,Geschirr::N,餐具,доз
361,Geschirr::N,餐具,бекӧрпань
362,Sack::N,袋子,мешӧк
363,Tasse::N,杯子,бекӧр
364,Topf::N,锅,кастрюля
365,Kessel::N,水壶,пӧрт
366,Essen::N,进餐,сёйӧм
367,Nahrung::N,食物,вердан
368,Speise::N,菜肴,сёян
369,Fleisch::N,肉,яй
370,Getreide::N,谷物,сю
371,Brei::N,粥,каша
372,Brot::N,面包,нянь
373,Scheibe::N,片,шӧрӧм
374,Fett::N,脂肪,гос
375,Butter::N,黄油,ви
376,Öl::N,油,ви
377,Salz::N,盐,сов
378,Suppe::N,汤,шыд
379,Honig::N,蜂蜜,ма
380,Milch::N,奶,йӧв
381,Tee::N,茶,чай
382,Leder::N,皮革,кучик
383,Wolle::N,毛线,гӧн
384,Stoff::N,织物,дӧра
385,Nadel::N,针,ем
386,Faden::N,线,сунис
387,Knopf::N,纽扣,кизь
388,Knoten::N,结,узӧв
389,Knoten::N,结,гӧрӧд
390,Farbe::N,颜色,краска
391,Kleidung::N,衣服,паськӧм
392,Hemd::N,衬衫,йӧрнӧс
393,Kragen::N,领子,воротник
394,Ärmel::N,袖子,сос
395,Hose::N,裤子,вешьян
396,Gürtel::N,腰带,йи
397,Mütze::N,帽子,шапка
398,Schuh::N,鞋,ботинки
399,Stiefel::N,靴子,сапог
400,Ring::N,戒指,чунькытш
401,Band::N,带子,ленточка
402,Kamm::N,梳子,сынан
403,Spiegel::N,镜子,зеркало
404,Riemen::N,皮带,ремень
405,Schnur::N,绳子,гез
406,Leine::N,皮带,повод
407,Decke::N,被子,одеяло
408,Kissen::N,软垫,подушка
409,Tuch::N,巾,чышьян
410,Handtuch::N,手巾,чышкӧт
411,Kraft::N,力,прак
412,Stärke::N,力量,вын
413,Gesundheit::N,健康,здоровье
414,Krankheit::N,病,шог
415,Schmerz::N,痛,зубыт
416,Wunde::N,伤口,рана
417,Fieber::N,发烧,лёк тресся
418,Fieber::N,发烧,кынтан шогӧт
419,Arznei::N,药,лекарство
420,Brücke::N,桥,пос
421,Brunnen::N,井,колодец 
422,Weide::N,牧场,пода йирсян
423,Pfad::N,小路,туй
424,Weg::N,路,туй
425,Straße::N,街,туй
426,Dorf::N,村庄,деревня
427,Stadt::N,城市,город
428,Brief::N,信,гижӧт
429,Buch::N,书,книга
430,Buchstabe::N,字母,буква
431,Zeitung::N,报纸,газета
432,Leben::N,生命,олан
433,Tod::N,死亡,кулӧм
434,Grab::N,坟墓,гу
435,Kirche::N,教堂,вичку
436,Sünde::N,罪,грек
437,Gott::N,上帝,ен
438,Arbeiter::N,工人,уджалiсь
439,Chef::N,上司,начальник
440,Meister::N,师傅,мастер
441,Arzt::N,医生,врач
442,Lehrer::N,教师,велӧтісь
443,Geld::N,钱,деньга
444,Geschäft::N,交易,удж
445,Laden::N,商店,магазин
446,Preis::N,价格,дон
447,Ware::N,商品,товар
448,Nutzen::N,好处,путь
449,Reichtum::N,财富,богатство
450,Welt::N,世界,му
451,Land::N,国家,страна
452,Staat::N,国家,государство
453,König::N,国王,кан
454,Macht::N,权力,власть
455,Grenze::N,边界,граница
456,Krieg::N,战争,война
457,Feind::N,敌人,враг
458,Gewalt::N,暴力,
459,Kampf::N,战斗,нярасьӧм
460,Kampf::N,战斗,вермасьӧм
461,Bogen[Waffe]::N,弓,лук
462,Pfeil::N,箭,ньӧв
463,Gewehr::N,枪,ружьё
464,Fehler::N,错误,ошибка
465,Lüge::N,谎话,ылӧтӧм
466,Lüge::N,谎话,пӧрьялӧм
467,Schaden::N,损失,лёк
468,Unglück::N,不幸,пик
469,Unglück::N,不幸,оказзё
470,Schuld::N,过错,вина
471,Alter::N,年龄,
472,Schluss::N,结束,ком
473,Zeit::N,时间,кад
474,Tag::N,天,лун
475,Morgen::N,早晨,асыв
476,Mittag::N,中午,луншӧр кад
477,Abend::N,晚上,рыт
478,Nacht::N,夜,ой
479,Woche::N,星期,неделя
480,Monat::N,月,тӧлicь
481,Jahr::N,年,год
482,Frühling::N,春天,тулыс
483,Sommer::N,夏天,гожум
484,Herbst::N,秋天,ар
485,Winter::N,冬天,тӧв
486,Januar::N,一月,январ
487,Februar::N,二月,февраль
488,März::N,三月,март
489,April::N,四月,апрель
490,Mai::N,五月,май
491,Juni::N,六月,юнь
492,Juli::N,七月,юль
493,August::N,八月,август
494,September::N,九月,сентяб
495,Oktober::N,十月,октяб
496,November::N,十一月,нояб
497,Dezember::N,十二月,декаб
498,Montag::N,星期一,вильлун
499,Dienstag::N,星期二,мӧдӧдзлун
500,Mittwoch::N,星期三,шӧрлун
501,Donnerstag::N,星期四,нёльӧдзлун
502,Freitag::N,星期五,витӧдзлун
503,Samstag::N,星期六,пывсянлун
504,Sonntag::N,星期日,кресення
505,groß::A,大,ыджыт
506,klein::A,小,учӧтик
507,lang::A,长,кузь
508,kurz::A,短,дженыт
509,breit::A,宽,ота
510,schmal::A,细长的,векнит
511,dicht::A,密,тшӧк
512,dick[Gegenstand]::A,厚,кыз
513,dünn::A,薄,вӧснит
514,fein::A,细小,вӧснит
515,fest::A,固体,крепыт
516,flach::A,平坦,лапкӧса
517,glatt::A,光滑,волькыт
518,hart::A,硬,чӧрыт
519,weich::A,软,небыт
520,rund::A,圆,гӧгрӧса
521,spitz::A,尖,ёся
522,scharf::A,锋利,лэчыт
523,stumpf::A,钝,ныж
524,schwer::A,重,сьӧкыт
525,schön::A,美丽,басӧк
526,heiß::A,烫,жар
527,warm::A,暖和,шоныт
528,kalt::A,冷,кӧдзыт
529,kühl::A,凉,сайкыт
530,frisch::A,新鲜,виль
531,feucht::A,潮湿,вакодь
532,nass::A,湿,ва
533,trocken::A,干,кӧс
534,voll::A,满,тыра
535,leer::A,空,тыртӧм
536,offen::A,敞开,оссьӧм
537,geschlossen::A,关闭,игана
538,geschlossen::A,关闭,пӧдана
539,sauber::A,干净,сӧдз
540,sauber::A,干净,сӧстӧм
541,schmutzig::A,肮脏,нятьӧсь
542,roh::A,生,путӧм
543,reif::A,成熟,кисьмалӧм
544,lecker::A,好吃,кӧра 
545,süß::A,甜,чӧскыт
546,bitter::A,苦,курыт
547,sauer::A,酸,шӧма 
548,hell::A,亮,югыт
549,dunkel::A,阴暗,пемыт
550,schwarz::A,黑,сьӧд
551,weiß::A,白,чочком
552,rot::A,红,гӧрд
553,gelb::A,黄,веж
554,blau::A,蓝,лӧз
555,grün::A,绿,веж
556,grau::A,灰色,руд
557,grau::A,灰色,бусӧй
558,bunt::A,五彩,быдрӧма
559,billig::A,便宜,донтӧм
560,teuer::A,贵,дона
561,wertvoll::A,贵重,дона
562,blind::A,瞎,синтӧм
563,taub::A,聋,пельтӧм
564,kräftig::A,强壮,вына
565,stark::A,强壮,вына
566,schwach::A,弱,некодя
567,fett::A,胖,госа
568,schlank::A,苗条,статя
569,hübsch::A,漂亮,басӧк
570,böse::A,邪恶,лёк
571,dumm::A,笨,бӧбӧв
572,dumm::A,笨,вежӧртӧм
573,faul::A,懒惰,дыш
574,fleißig::A,勤奋,уджалicь
575,geizig::A,吝啬,жикмӧра
576,geizig::A,吝啬,горшаліcь
577,klug::A,聪明,авья
578,klug::A,聪明,вежӧра
579,geschickt::A,灵巧,кипода
580,lieb::A,可爱,муса
581,lieb::A,可爱,дзулиньӧй
582,lustig::A,快乐,гажа
583,sanft::A,柔和,лебезнӧй
584,hungrig::A,饥饿,тшыг
585,krank::A,患病,шогалiсь
586,nackt::A,裸体,куш
587,traurig::A,悲哀,жугыль
588,lebendig::A,活,ловья
589,gut::A,好,бур
590,schlecht::A,坏,умӧль
591,richtig::A,正确,
592,schlimm::A,糟糕,нештӧм
593,wahr::A,真,
594,alt::A,旧,важ
595,neu::A,新,виль
596,ehemalig::A,以前,вӧвлӧм
597,alt[Lebewesen]::A,老,года
598,alt[Lebewesen]::A,老,годдэза
599,jung::A,年轻,том
600,arm::A,贫穷,гов
601,arm::A,贫穷,беднӧй
602,reich::A,富裕,эма
603,bekannt::A,出名,тӧдса
604,berühmt::A,著名,
605,fremd::A,陌生,чужӧй
606,verschieden::A,不同,быдкодь
607,nah::A,近,матiсь
608,fern::A,遥远,ылicь
609,linker::A,左,шульга
610,rechter::A,右,веськытланись
611,anderer::A,别的,мукӧд
612,erster::A,第一,медодзза
613,zweiter::A,第二,кыкӧт
614,dritter::A,第三,куимӧт
615,dritter::A,第三,куимӧдз
616,letzter::A,最后,бӧрья
617,letzter::A,最后,мёдбӧрья
618,allein::ADV,单独,
619,auf einmal::ADV,同时,тшӧтш
620,zusammen::ADV,一起,ӧтлаын
621,lange::ADV,许久,дыр
622,plötzlich::ADV,忽然,друг
623,sofort::ADV,立刻,тшӧтш
624,später::ADV,以后,медбӧрын
625,jetzt::ADV,现在,ӧні
626,heute::ADV,今天,талун
627,morgen::ADV,明天,ашын
628,bald::ADV,即将,чожа
629,dann::ADV,然后,сыбӧрын
630,gestern::ADV,昨天,тӧн
631,einst::ADV,曾经,ӧтпыр
632,damals::ADV,当时,сэк
633,damals::ADV,当时,сэки
634,danach::ADV,随后,сэсся
635,vorher::ADV,事先,одзжык
636,zuerst::ADV,首先,наперво
637,einmal::ADV,一次,ӧтпыр
638,manchmal::ADV,有时,мукӧдпыр
639,oft::ADV,时常,-лы-
640,immer::ADV,总是,быдпыр
641,immer::ADV,总是,быдпырся
642,niemals::ADV,从未,некӧр
643,hier::ADV,这里,татӧн
644,hierhin::ADV,到这里,татчӧ
645,von hier::ADV,由此,тасянь
646,dort::ADV,那里,сэтӧн
647,dorthin::ADV,到那里,сэтчин
648,geradeaus::ADV,一直往前,веськыта
649,vorwärts::ADV,向前,одзӧ
650,rückwärts::ADV,向后,бӧр
651,zurück::ADV,退后,бӧр
652,unten::ADV,下面,увтын
653,hinab::ADV,向下,увтас
654,oben::ADV,上面,вевдӧрас
655,hinauf::ADV,向上,вывлань
656,hinauf::ADV,向上,вывланьӧ
657,überall::ADV,到处,быдлан
658,nicht::ADV,不,ог
659,ein wenig::ADV,一点儿,-ышт
660,ein wenig::ADV,一点儿,невна
661,kaum::ADV,几乎不,ӧдва
662,sehr::ADV,很,вывтi
663,so::ADV,如此,сiдз
664,noch::ADV,还,эшӧ
665,nur::ADV,只,только
666,schon::ADV,已经,ни
667,wieder::ADV,又,бӧра
668,vor::PRP,在...面前,одзас
669,hinter::PRP,在...背后,бӧрӧ
670,unter::PRP,在...下面,увтын
671,durch::PRP,穿过,пыр
672,neben::PRP,在...旁,бокам
673,neben::PRP,在...旁,боксиным
674,zwischen::PRP,在...之间,коласас
675,wegen::PRP,由于,понда
676,dies::PRN,这,эта
677,das::PRN,那,сiя
678,alles::PRN,一切,быдӧс
679,ich::PRN,我,ме
680,du::PRN,你,тэ
681,er::PRN,他,сiя
682,wir::PRN,我们,мийӧ
683,ihr::PRN,你们,ті
684,sie::PRN,她,нія
685,was::FPRN,什么,мый
686,wer::FPRN,谁,кин
687,wo::FADV,哪里,кытӧн
688,wohin::FADV,去哪里,кытчӧ
689,wie::FADV,怎么,дзик
690,warum::FADV,为什么,мыля
691,warum::FADV,为什么,мыйсянь
692,wieviel::FNUM,多少,мымда
693,eins::NUM,一,ӧт
694,zwei::NUM,二,кык
695,drei::NUM,三,куим
696,vier::NUM,四,нёль
697,fünf::NUM,五,вит
698,sechs::NUM,六,квать
699,sieben::NUM,七,сизим
700,acht::NUM,八,кыкьямыс
701,neun::NUM,九,ӧкмыс
702,zehn::NUM,十,дас
703,elf::NUM,十一,дасотік
704,zwölf::NUM,十二,даскык
705,zwanzig::NUM,二十,кыкдас
706,dreißig::NUM,三十,куимдас
707,vierzig::NUM,四十,нёльдас
708,fünfzig::NUM,五十,витдас
709,sechzig::NUM,六十,кватьдас
710,siebzig::NUM,七十,сизимдас
711,achtzig::NUM,八十,кыкьямысдас
712,neunzig::NUM,九十,ӧкмысдас
713,hundert::NUM,百,сто
714,tausend::NUM,千,тысяча
715,und::CNJ,和,и
716,und::CNJ,和,да
717,oder::CNJ,或者,или
718,stehen::V,站,сулавны
719,sitzen::V,坐,пукавны
720,liegen::V,躺着,куйлыны
721,hängen::V,挂着,ӧшавны
722,werden::V,成为,лоны
723,passieren::V,发生,аркмыны
724,beginnen::V,开始,петны
725,enden::V,终止,-сь
726,enden::V,终止,бырны
727,wechseln::V,变迁,вежсьыны
728,aufgehen[Sonne]::V,升起,петавны
729,untergehen[Sonne]::V,下落,пуксьыны
730,scheinen[Sonne]::V,照射,югьявны
731,donnern::V,打雷,гымавны
732,wehen::V,飘扬,пӧлявны
733,strömen::V,流,киссьыны
734,fließen::V,流动,визывтны
735,sich drehen::V,转动,бергавны
736,schwanken::V,摇摆,кӧвьясьны
737,schwingen::V,摇,дюттясьны
738,fallen::V,坠落,усьны
739,brennen::V,燃烧,сотчыны
740,rauchen::V,冒烟,тшынасьны
741,regnen::V,下雨,зэрны
742,gefrieren::V,结冰,гегдыны
743,tauen::V,融化,сывны
744,schmelzen::V,溶化,сывны
745,trocknen::V,变干,косьмыны
746,sieden::V,煮,пизьны
747,faulen::V,腐烂,нёльзьыны
748,verfaulen::V,腐烂,тӧрмыны
749,verfaulen::V,腐烂,сiсьмыны
750,reißen::V,撕,косясьны
751,versinken::V,下沉,вӧйны
752,vergehen::V,流逝,мунны
753,erscheinen::V,出现,мыччисьны
754,verschwinden::V,消失,ӧшны
755,sinken::V,下降,ямны
756,abnehmen::V,减少,ямны
757,zunehmen::V,增加,паськавны
758,steigen::V,上升,лэбтiсьны
759,wachsen::V,生长,быдмыны
760,glänzen::V,发光,свиттявны
761,funkeln::V,闪烁,югйовтлыны
762,funkeln::V,闪烁,югйӧв-керны
763,lärmen::V,吵闹,чавзыны
764,läuten::V,响,диньгыны
765,klingeln::V,按铃,силькӧтны
766,brausen::V,疾驶,гуасьны
767,klingen::V,听起来,горавны
768,bellen::V,吠,увтны
769,bellen::V,吠,вувтны
770,heulen::V,嗥,уннявны
771,blasen::V,吹,пӧлявны
772,pfeifen::V,吹口哨,пиксыны
773,schreien::V,叫喊,айзыны
774,stöhnen::V,呻吟,ойзыны
775,stöhnen::V,呻吟,ружтыны
776,zittern::V,颤抖,легьявны
777,leben::V,生存,овны
778,geboren werden::V,出生,шогмыны
779,atmen::V,呼吸,лолавны
780,trinken::V,喝,юны
781,essen::V,吃,сёйны
782,schlucken::V,咽,ньылавны
783,müde werden::V,疲倦,мыдзны
784,einschlafen::V,入睡,ланьтны
785,schlafen::V,睡觉,узьны
786,aufwachen::V,睡醒,саймыны
787,aufwachen::V,睡醒,пальмыны
788,aufstehen::V,起床,сувтны
789,sich erholen::V,休养,шоччисьлыны
790,krank werden::V,生病,моржитны
791,krank sein::V,生病,шогавны
792,krank sein::V,生病,визьӧтны
793,schmerzen::V,疼痛,висьны
794,husten::V,咳,кашляйтны
795,genesen::V,痊愈,бурдны
796,sterben::V,死,кувны
797,umkommen::V,丧命,вийсьыны
798,sich bewegen::V,移动,локны
799,sich bewegen::V,移动,ветлӧтны
800,sich rühren::V,动弹,вӧрзьӧтчыны
801,sich erheben::V,站起,сувтны
802,sich setzen::V,坐,пуксьыны
803,hinfallen::V,跌倒,пӧрласьны
804,laufen::V,步行,мунны
805,schreiten::V,迈步,тальччавны
806,spazierengehen::V,散步,котрасьны
807,eilen::V,急忙,тэрмасьны
808,sich beeilen::V,赶快,тэрмасьны
809,sausen::V,疾驰,вирдавны-котӧртны
810,rennen::V,奔跑,
811,springen::V,跳,чеччавны
812,klettern::V,攀缘,кышасьны
813,schaukeln::V,荡秋千,чурликасьны
814,kriechen::V,爬行,кыскасьны-мунны
815,schwimmen::V,游泳,вартчыны
816,tauchen::V,潜水,сунгисьны ваӧ
817,rudern::V,划船,сынны
818,fahren::V,行驶,мунны
819,fliegen::V,飞,лэбавны
