,Concept_ID,la,cy
62,Mond::N,luna,lleuad
63,Stern::N,sidus,seren
64,Stern::N,stella,seren
65,Luft::N,aer,awyr
66,Wind::N,ventus,gwynt
67,Welle::N,unda,ton
68,Wasser::N,aqua,dŵr
69,Stein::N,lapis,carreg
70,Boden::N,solum,llawr
71,Erde::N,terra,pridd
72,Staub::N,pulvis,llwch
73,Rauch::N,fumus,mwg
74,Funke::N,scintilla,gwreichioni
75,Feuer::N,ignis,tân
76,Licht::N,lux,golau
77,Licht::N,lumen,golau
78,Schatten::N,umbra,cysgod
79,Wetter::N,caelum,tywydd
80,Wetter::N,tempestas,tywydd
81,Nebel::N,nebula,niwl
82,Wolke::N,nubes,cwmwl
83,Regen::N,imber,glaw
84,Regen::N,pluvia,glaw
85,Schnee::N,nix,ôd
86,Schnee::N,nix,eira
87,Eis::N,glacies,iâ
88,Frost::N,gelu,rhew
89,Kälte::N,frigus,oerni
90,Kälte::N,frigus,annwyd
91,Hitze::N,calor,gwres
92,Hitze::N,aestus,gwres
93,Raureif::N,pruina,barrug
94,Regenbogen::N,arcus,enfys
95,Donner::N,tonitrus,tyrfau
96,Strömung::N,fluctus,cerrynt
97,Tropfen::N,gutta,dafn
98,Tropfen::N,gutta,diferyn
99,Schaum::N,spuma,ewyn
100,Schmutz::N,sordes,baw
101,Schmutz::N,sordes,budreddi
102,Schmutz::N,squalor,baw
103,Schmutz::N,squalor,budreddi
104,See::N,lacus,llyn
105,Sumpf::N,palus,cors
106,Moor::N,palus,rhos
107,Wiese::N,pratum,dôl
108,Wald::N,silva,coedwig
109,Hügel::N,collis,bryn
110,Anhöhe::N,specula,bryn
111,Berg::N,mons,mynydd
112,Gipfel::N,vertex,copa
113,Höhle::N,caverna,ogof
114,Höhle::N,spelunca,ogof
115,Abhang::N,declivum,llethr
116,Quelle::N,fons,tarddiad
117,Quelle::N,fons,ffynhonnell
118,Bach::N,rivus,nant
119,Bach::N,rivus,afonig
120,Bach::N,rivus,cornant
121,Fluss::N,flumen,afon
122,Ufer::N,ripa,glan
123,Küste::N,litus,traeth
124,Küste::N,litus,arfordir
125,Festland::N,continens,tir
126,Meer::N,mare,môr
127,Bucht::N,sinus,bae
128,Insel::N,insula,ynys
129,Blume::N,flos,blodyn
130,Gras::N,herba,glaswellt
131,Gras::N,gramen,glaswellt
132,Wurzel::N,radix,gwreiddyn
133,Baum::N,arbor,coeden
134,Stamm::N,truncus,colfen
135,Stamm::N,truncus,boncyff
136,Rinde::N,cortex,rhisgl
137,Ast::N,ramus,cangen
138,Zweig::N,ramus,cainc
139,Zweig::N,ramus,cangen
140,Blatt::N,folium,deilen
141,Birke::N,betulla,bedwen
142,Kiefer[Baum]::N,pinus,pinwydden
143,Weide[Baum]::N,salix,helygen
144,Tanne::N,abies,ffynidwydden
145,Horn::N,cornu,corn
146,Feder::N,penna,plufyn
147,Fell::N,pellis,ffwr
148,Flügel::N,ala,adain
149,Klaue::N,unguis,crafanc
150,Kralle::N,unguis,ewin
151,Schwanz::N,cauda,cwt
152,Schwanz::N,cauda,cynffon
153,Ei::N,ovum,wy
154,Nest::N,nidus,nyth
155,Bau::N,cavum,ffau
156,Bau::N,latibulum,ffau
157,Tier::N,bestia,anifail
158,Herde::N,grex,praidd
159,Herde::N,grex,diadell
160,Kuh::N,vacca,buwch
161,Bulle::N,taurus,tarw
162,Pferd::N,equus,ceffyl
163,Schaf::N,ovis,dafad
164,Schwein::N,sus,mochyn
165,Schwein::N,porcus,mochyn
166,Hund::N,canis,ci
167,Katze::N,felis,cath
168,Bär::N,ursus,arth
169,Eichhörnchen::N,sciurus,gwiwer
170,Elch::N,alces,elc
171,Fuchs::N,vulpes,cadno
172,Hase::N,lepus,ysgyfarnog
173,Maus::N,mus,llygoden
174,Wolf::N,lupus,blaidd
175,Vogel::N,avis,aderyn
176,Schwarm::N,examen,haid
177,Huhn::N,gallina,cyw
178,Hahn::N,gallus,ceiliog
179,Gans::N,anser,gŵydd
180,Adler::N,aquila,eryr
181,Ente::N,anas,hwyad
182,Eule::N,ulula,tylluan
183,Eule::N,noctua,tylluan
184,Kranich::N,grus,garan
185,Kranich::N,grus,crychydd
186,Krähe::N,cornix,brân
187,Kuckuck::N,cuculus,cog
188,Kuckuck::N,cuculus,cwcw
189,Schwan::N,olor,alarch
190,Schwan::N,cycnus,alarch
191,Fisch::N,piscis,pysgod
192,Barsch::N,perca,draenog
193,Hecht::N,esox,penhwyad
194,Schlange[Tier]::N,serpens,neidr
195,Wurm::N,vermis,abwydyn
196,Wurm::N,vermis,pryf genwair
197,Spinne::N,aranea,cor
198,Spinne::N,aranea,pryf copyn
199,Ameise::N,formica,morgrugyn
200,Laus::N,pediculus,lleuen
201,Mücke::N,culex,gwybedyn
202,Fliege::N,musca,cleren
203,Schmetterling::N,papilio,glöyn byw
204,Schmetterling::N,papilio,iâr fach yr haf
205,Beere::N,baca,aeronen
206,Apfel::N,malum,afal
207,Pilz::N,fungus,madarch
208,Zwiebel::N,cepa,nionyn
209,Zwiebel::N,cepa,winwnsyn
210,Saat::N,seges,had
211,Korn::N,granum,grawn
212,Heu::N,faenum,gwair
213,Schale::N,putamen,croen
214,Schale::N,putamen,plisgyn
215,Grube::N,fovea,pwll
216,Grube::N,fovea,pydew
217,Falle::N,pedica,magl
218,Schlinge::N,laqueus,cwlwm rhedeg
219,Spur::N,vestigium,ôl
220,Asche::N,cinis,lludw
221,Dreck::N,lutum,baw
222,Dreck::N,lutum,budreddi
223,Eisen::N,ferrum,haearn
224,Gold::N,aurum,aur
225,Silber::N,argentum,arian
226,Kohle::N,carbo,glo
227,Glas::N,vitrum,gwydr
228,Lehm::N,lutum,clai
229,Sand::N,arena,tywod
230,Mensch::N,homo,dyn
231,Mann::N,vir,dyn
232,Frau::N,mulier,merch
233,Frau::N,mulier,gwraig
234,Kind::N,puer,plentyn
235,Kind::N,infans,plentyn
236,Junge::N,puer,hogyn
237,Junge::N,puer,bachgen
238,Mädchen::N,puella,merch
239,Mädchen::N,puella,geneth
240,Familie::N,familia,teulu
241,Familie::N,familia,tylwyth
242,Großvater::N,avus,taid
243,Großvater::N,avus,tad-cu
244,Großmutter::N,avia,nain
245,Großmutter::N,avia,mam-gu
246,Eltern::N,parentes,rhieni
247,Vater::N,pater,tad
248,Mutter::N,mater,mam
249,Sohn::N,filius,mab
250,Tochter::N,filia,merch
251,Bruder::N,frater,brawd
252,Schwester::N,soror,chwaer
253,Onkel::N,patruus,ewythr
254,Onkel::N,avunculus,ewythr
255,Tante::N,amita,modryb
256,Ehemann::N,maritus,gŵr
257,Ehefrau::N,uxor,gwraig
258,Freude::N,gaudium,gorfoledd
259,Freude::N,laetitia,gorfoledd
260,Gelächter::N,risus,chwerthin
261,Glück::N,felicitas,hapusrwydd
262,Kummer::N,aegritudo,galar
263,Wunsch::N,voluntas,dymuniad
264,Wunsch::N,desiderium,dymuniad
265,Lust::N,libido,chwant
266,Lust::N,voluptas,chwant
267,Geist::N,mens,ysbryd
268,Geist::N,animus,ysbryd
269,Gedanke::N,sententia,meddwl
270,Gedächtnis::N,memoria,cof
271,Verstand::N,ratio,meddwl
272,Verstand::N,ingenium,meddwl
273,Sinn::N,sensus,ystyr
274,Grund::N,causa,achos
275,Grund::N,causa,rheswm
276,Wahrheit::N,veritas,gwir
277,Wahrheit::N,veritas,gwirionedd
278,Gespräch::N,sermo,sgwrs
279,Märchen::N,fabula,chwedl werin
280,Erzählung::N,fabula,stori
281,Erzählung::N,narratio,stori
282,Nachricht::N,nuntius,neges
283,Neuigkeit::N,novitas,newydd
284,Name::N,nomen,enw
285,Rätsel::N,aenigma,pos
286,Rede::N,oratio,araith
287,Sprache::N,lingua,iaith
288,Stimme::N,vox,llais
289,Wort::N,verbum,gair
290,Wort::N,vocabulum,gair
291,Zeichen::N,signum,arwydd
292,Ruf::N,clamor,galwad
293,Lärm::N,strepitus,trwst
294,Laut::N,sonus,sain
295,Ton::N,sonus,tôn
296,Lied::N,carmen,cân
297,Ruhe::N,quies,tawelwch
298,Leute::N,homines,pobl
299,Volk::N,populus,pobl
300,Arbeit::N,labor,gwaith
301,Gast::N,hospes,gwestai
302,Gast::N,conviva,gwestai
303,Geschenk::N,munus,rhodd
304,Geschenk::N,munus,anrheg
305,Spiel::N,ludus,chwarae
306,Gesellschaft::N,societas,cwmni
307,Hilfe::N,auxilium,cymorth
308,Hilfe::N,subsidium,cymorth
309,Freund::N,amicus,cyfaill
310,Kamerad::N,socius,cydymaith
311,Angelegenheit::N,res,pwnc
312,Anzahl::N,numerus,cyfrif
313,Art::N,genus,bath
314,Stück::N,frustum,darn
315,Stück::N,fragmentum,darn
316,Teil::N,pars,rhan
317,Hälfte::N,dimidium,hanner
318,Kreis::N,orbis,cylch
319,Kreis::N,circus,cylch
320,Kreuz::N,crux,croes
321,Linie::N,linea,llinell
322,Strich::N,lineamentum,strôc
323,Strich::N,lineamentum,trawiad
324,Abstand::N,intervallum,bwlch
325,Abstand::N,intervallum,pellter
326,Entfernung::N,spatium,pellter
327,Gegend::N,loca,cylch
328,Gegend::N,regio,cylch
329,Platz::N,locus,lle
330,Ort::N,locus,lle
331,Seite::N,latus,ochr
332,Mitte::N,medium,canol
333,Gegenstand::N,res,eitem
334,Sache::N,res,peth
335,Rand::N,margo,cwr
336,Rand::N,margo,ymyl
337,Kante::N,angulus,min
338,Kante::N,angulus,ymyl
339,Ecke::N,angulus,cornel
340,Spitze::N,cacumen,blaen
341,Ende::N,caput,pen
342,Loch::N,foramen,twll
343,Winkel::N,angulus,congl
344,Muster::N,exemplum,patrwm
345,Größe::N,magnitudo,maint
346,Größe::N,magnitudo,maintioli
347,Länge::N,longitudo,hyd
348,Höhe::N,altitudo,uchder
349,Gewicht::N,pondus,pwysau
350,Menge::N,copia,swm
351,Menge::N,copia,maint
352,Haufen::N,acervus,pentwr
353,Reihe::N,ordo,rhes
354,Boot::N,navicula,cwch
355,Ruder::N,remus,rhwyf
356,Schlitten::N,sclodia,sled
357,Schlitten::N,sclodia,car llusg
358,Ski::N,narta,sgi
359,Lagerfeuer::N,ignis,coelcerth
360,Last::N,onus,llwyth
361,Gang::N,cursus,tro
362,Schritt::N,gradus,cam
363,Norden::N,septentriones,gogledd
364,Süden::N,meridies,de
365,Westen::N,occidens,gorllewin
366,Osten::N,oriens,dwyrain
367,Holz::N,lignum,pren
368,Brett::N,tabula,bwrdd
369,Brett::N,tabula,astell
370,Platte::N,lamina,llech
371,Stütze::N,adminiculum,ateg
372,Stütze::N,adminiculum,cynhalydd
373,Stange::N,pertica,polyn
374,Stock::N,baculum,ffon
375,Stock::N,baculum,brigyn
376,Stab::N,scipio,ffon
377,Rohr::N,tubus,pibell
378,Haus::N,aedes,tŷ
379,Heim::N,domicilium,cartref
380,Ofen::N,fornax,stof
381,Fußboden::N,solum,llawr
382,Tisch::N,mensa,bwrdd
383,Stuhl::N,sella,cadair
384,Wiege::N,cunae,crud
385,Bett::N,lectus,gwely
386,Regal::N,foruli,silff
387,Kiste::N,cista,bocs
388,Kiste::N,cista,blwch
389,Fenster::N,fenestra,ffenestr
390,Tür::N,ianua,drws
391,Tor::N,porta,porth
392,Zaun::N,saepes,ffens
393,Dach::N,tectum,to
394,Leiter::N,scalae,ysgol
395,Besen::N,scopae,ysgub
396,Spaten::N,pala,rhaw
397,Schaufel::N,pala,rhaw
398,Gabel::N,fuscinula,fforc
399,Löffel::N,coclear,llwy
400,Messer::N,culter,cyllell
401,Nagel::N,clavus,hoel
402,Netz::N,rete,gwe
403,Netz::N,rete,rhwyd
404,Haken::N,hamus,bach
405,Griff::N,manubrium,carn
406,Schloss::N,claustra,clo
407,Bild::N,tabula,llun
408,Bild::N,tabula,pictiwr
409,Bild::N,pictura,llun
410,Bild::N,pictura,pictiwr
411,Figur::N,statunculum,ffigur
412,Puppe::N,pupa,dol
413,Beutel::N,sacculus,cwd
414,Bündel::N,fascis,bwndel
415,Bündel::N,fascis,coflaid
416,Tasche::N,sacculus,cod
417,Eimer::N,situla,bwced
418,Eimer::N,situla,cunnog
419,Deckel::N,operculum,caead
420,Geschirr::N,vasa,llestri
421,Sack::N,saccus,sach
422,Tasse::N,pocillum,cwpan
423,Topf::N,olla,pot
424,Topf::N,olla,crochan
425,Kessel::N,aenum,tegell
426,Essen::N,cena,pryd o fwyd
427,Nahrung::N,cibus,bwyd
428,Nahrung::N,alimenta,bwyd
429,Speise::N,cibus,saig
430,Fleisch::N,caro,cig
431,Getreide::N,frumentum,ŷd
432,Getreide::N,frumentum,llafur
433,Brei::N,puls,uwd
434,Brot::N,panis,bara
435,Scheibe::N,frustum,tafell
436,Fett::N,pingue,saim
437,Fett::N,pingue,braster
438,Butter::N,butȳrum,ymenyn
439,Öl::N,oleum,olew
440,Salz::N,sal,halen
441,Suppe::N,ius,cawl
442,Honig::N,mel,mêl
443,Milch::N,lac,llaeth
444,Milch::N,lac,llefrith
445,Tee::N,thea,te
446,Leder::N,corium,lledr
447,Wolle::N,lana,gwlân
448,Stoff::N,textum,lliain
449,Stoff::N,textum,brethyn
450,Nadel::N,acus,nodwydd
451,Faden::N,filum,edau
452,Faden::N,filum,edefyn
453,Knopf::N,bulla,botwm
454,Knoten::N,nodus,cwlwm
455,Farbe::N,pigmentum,paent
456,Kleidung::N,vestimenta,dillad
457,Kleidung::N,vestimenta,gwisgoedd
458,Hemd::N,tunica,crys
459,Kragen::N,collare,coler
460,Ärmel::N,manica,llawes
461,Hose::N,bracae,trowsus
462,Gürtel::N,cingulum,gwregys
463,Mütze::N,pilleus,cap
464,Schuh::N,calceus,esgid
465,Stiefel::N,pero,botasen
466,Stiefel::N,caliga,botasen
467,Ring::N,anulus,modrwy
468,Band::N,redimiculum,rhuban
469,Kamm::N,pecten,crib
470,Spiegel::N,speculum,drych
471,Riemen::N,lorum,strap
472,Schnur::N,linum,llinyn
473,Leine::N,retinaculum,tennyn
474,Decke::N,lodix,blanced
475,Decke::N,lodix,gwrthban
476,Kissen::N,pulvinus,clustog
477,Kissen::N,pulvinus,gobennydd
478,Tuch::N,velum,sgarff
479,Handtuch::N,mantele,tywel
480,Handtuch::N,mantele,lliain sychu
481,Kraft::N,vis,grym
482,Stärke::N,robur,nerth
483,Stärke::N,robur,cryfder
484,Gesundheit::N,valetudo,iechyd
485,Krankheit::N,morbus,afiechyd
486,Krankheit::N,morbus,anhwylder
487,Schmerz::N,dolor,poen
488,Schmerz::N,dolor,gwayw
489,Wunde::N,vulnus,clwyf
490,Fieber::N,febris,twymyn
491,Arznei::N,remedium,meddyginiaeth
492,Brücke::N,pons,pont
493,Brunnen::N,puteus,ffynnon
494,Weide::N,pascua,porfa
495,Pfad::N,semita,llwybr
496,Weg::N,iter,ffordd
497,Straße::N,via,heol
498,Straße::N,via,ffordd
499,Dorf::N,vicus,pentref
500,Stadt::N,urbs,tref
501,Stadt::N,oppidum,tref
502,Brief::N,epistula,llythyr
503,Buch::N,liber,llyfr
504,Buchstabe::N,littera,llythyren
505,Zeitung::N,diurnum,papur newydd
506,Leben::N,vita,bywyd
507,Tod::N,mors,marwolaeth
508,Grab::N,sepulcrum,bedd
509,Kirche::N,ecclesia,eglwys
510,Sünde::N,peccatum,pechod
511,Gott::N,deus,duw
512,Arbeiter::N,operarius,gweithiwr
513,Chef::N,praefectus,pennaeth
514,Meister::N,magister,meistr
515,Arzt::N,medicus,meddyg
516,Lehrer::N,magister,athro
517,Geld::N,aes,pres
518,Geld::N,aes,arian
519,Geld::N,pecunia,pres
520,Geld::N,pecunia,arian
521,Geschäft::N,negotium,busnes
522,Laden::N,taberna,siop
523,Preis::N,pretium,pris
524,Ware::N,merx,nwydd
525,Nutzen::N,utilitas,elw
526,Nutzen::N,utilitas,budd
527,Reichtum::N,opes,cyfoeth
528,Reichtum::N,divitiae,cyfoeth
529,Welt::N,mundus,byd
530,Land::N,terra,gwlad
531,Staat::N,res publica,gwladwriaeth
532,König::N,rex,brenin
533,Macht::N,potestas,grym
534,Macht::N,potestas,awdurdod
535,Grenze::N,limes,ffin
536,Grenze::N,limes,goror
537,Krieg::N,bellum,rhyfel
538,Feind::N,inimicus,gelyn
539,Gewalt::N,vis,ffyrnigrwydd
540,Kampf::N,pugna,brwydr
541,Bogen[Waffe]::N,arcus,bwa
542,Pfeil::N,sagitta,saeth
543,Gewehr::N,sclopetum,dryll
544,Fehler::N,error,gwall
545,Fehler::N,error,camgymeriad
546,Lüge::N,mendacium,celwydd
547,Lüge::N,mendacium,anwiredd
548,Schaden::N,damnum,niwed
549,Schaden::N,damnum,difrod
550,Schaden::N,detrimentum,niwed
551,Schaden::N,detrimentum,difrod
552,Unglück::N,miseria,anffawd
553,Unglück::N,calamitas,anffawd
554,Schuld::N,culpa,bai
555,Alter::N,aetas,oed
556,Schluss::N,finis,diwedd
557,Zeit::N,tempus,amser
558,Tag::N,dies,dydd
559,Tag::N,dies,diwrnod
560,Morgen::N,mane,bore
561,Mittag::N,meridies,nawn
562,Abend::N,vesper,noswaith
563,Nacht::N,nox,nos
564,Woche::N,septimana,wythnos
565,Monat::N,mensis,mis
566,Jahr::N,annus,blwyddyn
567,Frühling::N,ver,gwanwyn
568,Sommer::N,aestas,haf
569,Herbst::N,autumnus,hydref
570,Winter::N,hiems,gaeaf
571,Januar::N,Ianuarius,Ionawr
572,Februar::N,Februarius,Chwefror
573,März::N,Martius,Mawrth
574,April::N,Aprilis,Ebrill
575,Mai::N,Maius,Mai
576,Juni::N,Iunius,Mehefin
577,Juli::N,Iulius,Gorffennaf
578,August::N,Augustus,Awst
579,September::N,September,Medi
580,Oktober::N,Octobris,Hydref
581,November::N,Novembris,Tachwedd
582,Dezember::N,December,Rhagfyr
583,Montag::N,dies lunae,dydd Llun
584,Dienstag::N,dies Martis ,dydd Mawrth
585,Mittwoch::N,dies Mercurii,dydd Mercher
586,Donnerstag::N,dies Iovis,dydd Iau
587,Freitag::N,dies Veneris,dydd Gwener
588,Samstag::N,dies Saturni,dydd Sadwrn
589,Sonntag::N,dominicus,dydd Sul
590,Sonntag::N,dies solis,dydd Sul
591,groß::A,magnus,mawr
592,klein::A,parvus,bach
593,lang::A,longus,hir
594,kurz::A,brevis,byr
595,kurz::A,brevis,cwta
596,breit::A,latus,llydan
597,schmal::A,angustus,cul
598,dicht::A,densus,dwys
599,dick[Gegenstand]::A,crassus,trwchus
600,dünn::A,tenuis,tenau
601,fein::A,subtilis,main
602,fest::A,solidus,cadarn
603,fest::A,stabilis,cadarn
604,flach::A,planus,gwastad
605,glatt::A,levis,llyfn
606,hart::A,durus,caled
607,weich::A,mollis,meddal
608,rund::A,rotundus,crwn
609,spitz::A,acutus,pigfain
610,scharf::A,acer,miniog
611,stumpf::A,hebes,pŵl
612,schwer::A,gravis,trwm
613,schön::A,pulcher,teg
614,schön::A,pulcher,hardd
615,schön::A,pulcher,prydferth
616,schön::A,formosus,teg
617,schön::A,formosus,hardd
618,schön::A,formosus,prydferth
619,heiß::A,fervidus,poeth
620,warm::A,calidus,twym
621,warm::A,calidus,cynnes
622,kalt::A,frigidus,oer
623,kühl::A,frigidus,oeraidd
624,frisch::A,recens,iach
625,feucht::A,umidus,llaith
626,nass::A,madidus,gwlyb
627,trocken::A,aridus,sych
628,voll::A,plenus,llawn
629,leer::A,vacuus,gwag
630,offen::A,apertus,agored
631,geschlossen::A,clausus,caead
632,geschlossen::A,clausus,caeëdig
633,sauber::A,lautus,glân
634,schmutzig::A,sordidus,budr
635,schmutzig::A,sordidus,brwnt
636,roh::A,crudus,amrwd
637,reif::A,maturus,aeddfed
638,lecker::A,delicatus,blasus
639,lecker::A,delicatus,danteithiol
640,süß::A,dulcis,melys
641,bitter::A,amarus,chwerw
642,bitter::A,acerbus,chwerw
643,sauer::A,acidus,sur
644,hell::A,clarus,disglair
645,dunkel::A,obscurus,tywyll
646,schwarz::A,niger,du
647,weiß::A,albus,gwyn
648,rot::A,ruber,coch
649,gelb::A,flavus,melyn
650,blau::A,caeruleus,glas
651,grün::A,viridis,gwyrdd
652,grau::A,canus,llwyd
653,bunt::A,varius,lliwgar
654,billig::A,vilis,rhad
655,teuer::A,carus,drud
656,wertvoll::A,pretiosus,gwerthfawr
657,blind::A,caecus,dall
658,taub::A,surdus,byddar
659,kräftig::A,robustus,nerthol
660,kräftig::A,robustus,grymus
661,stark::A,firmus,cryf
662,stark::A,firmus,cadarn
663,stark::A,validus,cryf
664,stark::A,validus,cadarn
665,schwach::A,debilis,gwan
666,schwach::A,infirmus,gwan
667,fett::A,crassus,tew
668,schlank::A,procerus,main
669,hübsch::A,pulcher,tlws
670,böse::A,improbus,drwg
671,dumm::A,stultus,twp
672,dumm::A,stupidus,twp
673,faul::A,piger,diog
674,fleißig::A,sedulus,dyfal
675,geizig::A,avarus,crintach
676,geizig::A,avarus,cybyddlyd
677,klug::A,prudens,deallus
678,geschickt::A,sollers,medrus
679,geschickt::A,sollers,deheuig
680,lieb::A,carus,hoff
681,lieb::A,carus,annwyl
682,lustig::A,iocosus,llon
683,sanft::A,clemens,mwyn
684,hungrig::A,impastus,newynog
685,krank::A,aeger,sâl
686,krank::A,aeger,gwael
687,nackt::A,nudus,noeth
688,traurig::A,maestus,trist
689,lebendig::A,vivus,yn fyw
690,gut::A,bonus,da
691,schlecht::A,malus,drwg
692,schlecht::A,malus,gwael
693,richtig::A,rectus,cywir
694,schlimm::A,malus,enbyd
695,wahr::A,verus,gwir
696,alt::A,antiquus,hen
697,neu::A,novus,newydd
698,ehemalig::A,pristinus,blaenorol
699,alt[Lebewesen]::A,vetus,oedrannus
700,jung::A,iuvenis,ifanc
701,arm::A,pauper,tlawd
702,reich::A,dives,cyfoethog
703,bekannt::A,notus,cynefin
704,bekannt::A,notus,cyfarwydd
705,berühmt::A,celeber,enwog
706,berühmt::A,illustris,enwog
707,fremd::A,peregrinus,estron
708,verschieden::A,varius,gwahanol
709,nah::A,propinquus,agos
710,fern::A,longinquus,pell
711,linker::A,sinister,aswy
712,linker::A,sinister,chwith
713,rechter::A,dexter,de
714,rechter::A,dexter,deau
715,anderer::A,alius,arall
716,erster::A,primus,cyntaf
717,zweiter::A,secundus,ail
718,dritter::A,tertius,trydydd
719,letzter::A,ultimus,olaf
720,allein::ADV,solum,unig
721,allein::ADV,solum,ar ei ben ei hun
722,auf einmal::ADV,simul,ar yr un pryd
723,zusammen::ADV,una,ynghyd
724,zusammen::ADV,una,gyda'i gilydd
725,lange::ADV,diu,amser hir
726,plötzlich::ADV,subito,yn sydyn
727,plötzlich::ADV,repente,yn sydyn
728,sofort::ADV,statim,ar unwaith
729,später::ADV,postea,yn ddiweddarach
730,jetzt::ADV,nunc,yn awr
731,heute::ADV,hodie,heddiw
732,morgen::ADV,cras,yfory
733,bald::ADV,mox,yn fuan
734,bald::ADV,mox,gyda hyn
735,dann::ADV,deinde,yna
736,dann::ADV,deinde,y pryd hwnnw
737,gestern::ADV,heri,ddoe
738,einst::ADV,olim,gynt
739,damals::ADV,tum,ar y pryd
740,damals::ADV,tum,bryd hynny
741,danach::ADV,postea,wedyn
742,vorher::ADV,antea,o'r blaen
743,zuerst::ADV,primo,yn gyntaf
744,einmal::ADV,semel,unwaith
745,manchmal::ADV,interdum,weithiau
746,manchmal::ADV,interdum,ar brydiau
747,oft::ADV,saepe,yn aml
748,oft::ADV,saepe,yn fynych
749,immer::ADV,semper,bob amser
750,niemals::ADV,numquam,ni ... byth
751,niemals::ADV,numquam,ni ... erioed
752,hier::ADV,hic,yma
753,hierhin::ADV,huc,hyd yma
754,von hier::ADV,hinc,oddi yma
755,dort::ADV,ibi,acw
756,dorthin::ADV,eo,tuag yno
757,geradeaus::ADV,recte,syth ymlaen
758,vorwärts::ADV,porro,ymlaen
759,rückwärts::ADV,retro,yn ôl
760,zurück::ADV,retro,yn ôl
761,unten::ADV,infra,isod
762,unten::ADV,infra,oddi tanodd
763,hinab::ADV,pessum,i lawr
764,hinab::ADV,pessum,i waered
765,oben::ADV,supra,fry
766,hinauf::ADV,sursum,i fyny
767,hinauf::ADV,sursum,i'r lan
768,überall::ADV,ubique,ym mhobman
769,nicht::ADV,non,ni
770,nicht::ADV,non,nid
771,ein wenig::ADV,paulum,tipyn
772,ein wenig::ADV,paulum,ychydig
773,kaum::ADV,vix,prin
774,kaum::ADV,aegre,prin
775,sehr::ADV,valde,iawn
776,sehr::ADV,magnopere,iawn
777,so::ADV,ita,fel
778,so::ADV,ita,felly
779,noch::ADV,etiam,eto
780,nur::ADV,solum,yn unig
781,nur::ADV,tantum,yn unig
782,schon::ADV,iam,eisoes
783,schon::ADV,iam,yn barod
784,wieder::ADV,rursus,drachefn
785,vergebens::ADV,frustra,yn ofer
786,vor::PRP,ante,o flaen
787,hinter::PRP,post,ar ôl
788,unter::PRP,sub,islaw
789,durch::PRP,per,trwy
790,neben::PRP,iuxta,ar bwys
791,zwischen::PRP,inter,rhwng
792,zwischen::PRP,inter,cydrhwng
793,wegen::PRP,propter,o achos
794,wegen::PRP,propter,oherwydd
795,dies::PRN,hoc,hyn
796,das::PRN,id,hynny
797,alles::PRN,omnia,popeth
798,ich::PRN,ego,fi
799,du::PRN,tu,ti
800,er::PRN,is,fe
801,er::PRN,ille,fe
802,wir::PRN,nos,ni
803,ihr::PRN,vos,chi
804,sie::PRN,ii,hwy
805,sie::PRN,illi,hwy
806,was::FPRN,quid,pa beth
807,wer::FPRN,quis,pwy
808,wo::FADV,ubi,ble
809,wo::FADV,ubi,ym mha le
810,wohin::FADV,quo,i ble
811,wohin::FADV,quo,i ba le
812,wie::FADV,quomodo,sut
813,warum::FADV,cur,pam
814,wieviel::FNUM,quantum,faint
