,Concept_ID,pl,ce
264,Lärm::N,hałas,гӏовгӏа
265,Lärm::N,zgiełk,гӏовгӏа
266,Laut::N,dźwięk,аз
267,Ton::N,ton,aз
268,Ton::N,dźwięk,aз
269,Lied::N,pieśń,илли
270,Lied::N,piosenka,илли
271,Ruhe::N,spokój,тийналла
272,Leute::N,ludzie,нах
273,Volk::N,naród,халкъ
274,Arbeit::N,praca,болх
275,Arbeit::N,robota,болх
276,Gast::N,gość,хьаша
277,Geschenk::N,prezent,совгӏат
278,Geschenk::N,podarunek,совгӏат
279,Spiel::N,gra,ловзар
280,Spiel::N,zabawa,ловзар
281,Gesellschaft::N,towarzystwo,юкъаралла
282,Hilfe::N,pomoc,гӏо
283,Freund::N,przyjaciel,доттагl
284,Kamerad::N,kolega,накъост
285,Angelegenheit::N,sprawa,гӏуллакх
286,Anzahl::N,ilość,терахь
287,Art::N,rodzaj,
288,Stück::N,kawałek,юьхк
289,Teil::N,część,дакъа
290,Hälfte::N,połowa,ах
291,Kreis::N,krąg,го
292,Kreuz::N,krzyż,жӏара
293,Linie::N,linia,сиз
294,Strich::N,kreska,сиз
295,Abstand::N,odstęp,юкъ
296,Entfernung::N,odległość,
297,Gegend::N,okolica,мeттиг
298,Platz::N,miejsce,майда
299,Ort::N,miejsce,меттиг
300,Seite::N,bok,aгӏo
301,Seite::N,strona,aгӏo
302,Mitte::N,środek,юкъ
303,Gegenstand::N,przedmiot,хӏума
304,Sache::N,rzecz,хӏума
305,Rand::N,skraj,йист
306,Rand::N,krawędź,йист
307,Kante::N,kant,йист
308,Kante::N,krawędź,йист
309,Ecke::N,róg,са
310,Spitze::N,ostrze,ралла
311,Ende::N,koniec,юьхьиг
312,Loch::N,dziura,ӏуьрг
313,Winkel::N,kąt,са
314,Winkel::N,kącik,са
315,Muster::N,wzór,дагар
316,Muster::N,wzór,тӏамар
317,Größe::N,rozmiar,барам
318,Größe::N,wielkość,барам
319,Länge::N,długość,йохалла
320,Höhe::N,wysokość,локхалла
321,Gewicht::N,ciężar,йозалла
322,Menge::N,ilość,дукхалла
323,Haufen::N,kupa,сал
324,Haufen::N,kupa,оьла
325,Reihe::N,rząd,рагӏ
326,Reihe::N,rząd,могӏа
327,Reihe::N,szereg,рагӏ
328,Reihe::N,szereg,могӏа
329,Boot::N,łódź,кема
330,Boot::N,łódka,кема
331,Ruder::N,wiosło,пийсиг
332,Schlitten::N,sanki,салаз
333,Ski::N,narta,когсалаз
334,Lagerfeuer::N,ognisko,цӏе
335,Last::N,ciężar,дукъ
336,Last::N,brzemię,дукъ
337,Gang::N,chód,лелар
338,Schritt::N,krok,гӏулч
339,Norden::N,północ,къилбаседе
340,Süden::N,południe,къилбе
341,Westen::N,zachód,малхбузе
342,Osten::N,wschód,малхбале
343,Holz::N,drzewo,дечиг
344,Brett::N,deska,у
345,Platte::N,płyta,у
346,Stütze::N,podpora,гӏopтоp
347,Stange::N,drąg,гӏуркх
348,Stange::N,żerdź,гӏуркх
349,Stock::N,kij,ӏаса
350,Stock::N,laska,ӏаса
351,Stab::N,pręt,гӏаж
352,Rohr::N,rura,биргӏа
353,Haus::N,dom,цӏа
354,Heim::N,dom,кхерч
355,Ofen::N,piec,кхерч
356,Fußboden::N,podłoga,цӏенкъа
357,Tisch::N,stół,шун
358,Stuhl::N,krzesło,гӏант
359,Wiege::N,kołyska,ага
360,Bett::N,łóżko,маьнга
361,Bett::N,pościel,маьнга
362,Regal::N,regał,терхи
363,Kiste::N,skrzynia,яьшка
364,Fenster::N,okno,кор
365,Tür::N,drzwi,неӏ
366,Tor::N,brama,ков
367,Zaun::N,płot,керт
368,Zaun::N,parkan,керт
369,Dach::N,dach,тхов
370,Leiter::N,drabina,лами
371,Besen::N,miotła,нуй
372,Spaten::N,rydel,бел
373,Schaufel::N,łopata,аьшкал
374,Gabel::N,widelec,мӏара
375,Löffel::N,łyżka,ӏайг
376,Messer::N,nóż,урс
377,Nagel::N,gwóźdź,хьостам
378,Netz::N,sieć,бой
379,Haken::N,hak,мӏара
380,Griff::N,chwyt,
381,Schloss::N,zamek,чӏега
382,Bild::N,obraz,сурт
383,Figur::N,figura,
384,Puppe::N,lalka,тайниг
385,Beutel::N,torba,гали
386,Bündel::N,wiązka,кочар
387,Tasche::N,torba,тӏоьрмиг
388,Eimer::N,kubeł,чийлик
389,Eimer::N,wiadro,чийлик
390,Deckel::N,przykrywka,негӏар
391,Geschirr::N,statki,пхьегӏа
392,Geschirr::N,naczynia,пхьегӏа
393,Sack::N,worek,гали
394,Tasse::N,filiżanka,кад
395,Topf::N,garnek,яй
396,Kessel::N,kocioł,яй
397,Essen::N,jedzenie,юург
398,Nahrung::N,pokarm,кхача
399,Nahrung::N,pożywienie,кхача
400,Speise::N,potrawa,юург
401,Speise::N,jedzenie,юург
402,Fleisch::N,mięso,жижиг
403,Getreide::N,zboże,буьртиг
404,Brei::N,kasza,xудар
405,Brot::N,chleb,бепиг
406,Brot::N,chleb,кхаллар
407,Scheibe::N,kromka,цастар
408,Fett::N,tłuszcz,мохь
409,Butter::N,masło,налха
410,Öl::N,olej,даьтта
411,Salz::N,sól,туьха
412,Suppe::N,zupa,чорпа
413,Honig::N,miód,моз
414,Milch::N,mleko,шура
415,Tee::N,herbata,чай
416,Leder::N,skóra,цӏока
417,Wolle::N,wełna,тӏapгӏa
418,Stoff::N,tkanina,кӏади
419,Stoff::N,materiał,кӏади
420,Nadel::N,igła,маха
421,Faden::N,nić,тай
422,Faden::N,nitka,тай
423,Knopf::N,guzik,нуьйда
424,Knoten::N,węzeł,шад
425,Farbe::N,farba,сир
426,Farbe::N,farba,басар
427,Kleidung::N,odzież,бедар
428,Hemd::N,koszula,коч
429,Kragen::N,kołnierz,кач
430,Ärmel::N,rękaw,пхьош
431,Hose::N,spodnie,хеча
432,Gürtel::N,pasek,доьхка
433,Mütze::N,czapka,куй
434,Schuh::N,but,мача
435,Schuh::N,bucik,мача
436,Stiefel::N,but,этка
437,Stiefel::N,kozak,этка
438,Ring::N,pierścień,чӏуг
439,Band::N,wstęga,лента
440,Kamm::N,grzebień,ехк
441,Spiegel::N,lustro,куьзга
442,Riemen::N,rzemień,доьхка
443,Schnur::N,sznur,муш
444,Leine::N,smycz,кочатосу доьхка
445,Decke::N,kołdra,юргӏа
446,Kissen::N,poduszka,гIайба
447,Tuch::N,chustka,исхар
448,Handtuch::N,ręcznik,гата
449,Kraft::N,moc,гӏора
450,Kraft::N,siła,гӏора
451,Stärke::N,moc,гӏап
452,Stärke::N,siła,гӏап
453,Gesundheit::N,zdrowie,могашалла
454,Krankheit::N,choroba,цамгар
455,Schmerz::N,ból,лазар
456,Wunde::N,rana,чов
457,Fieber::N,gorączka,xорша
458,Arznei::N,lekarstwo,молха
459,Brücke::N,most,тӏай
460,Brunnen::N,studnia,гӏу
461,Weide::N,pastwisko,дак
462,Pfad::N,ścieżka,тача
463,Weg::N,droga,некъ
464,Straße::N,ulica,урам
465,Dorf::N,wieś,юрт
466,Stadt::N,miasto,гӏала
467,Brief::N,list,кехат
468,Buch::N,książka,жайна
469,Buchstabe::N,litera,элп
470,Zeitung::N,gazeta,газет
471,Zeitung::N,dziennik,газет
472,Leben::N,życie,дахар
473,Tod::N,śmierć,далар
474,Tod::N,śmierć,ӏожалла
475,Grab::N,grób,каш
476,Kirche::N,kościół,килс
477,Sünde::N,grzech,къа
478,Gott::N,bóg,дела
479,Arbeiter::N,robotnik,белхало
480,Chef::N,szef,хьаькам
481,Meister::N,mistrz,говзанча
482,Meister::N,majster,говзанча
483,Arzt::N,lekarz,лор
484,Lehrer::N,nauczyciel,хьехархо
485,Geld::N,pieniądze,aхча
486,Geschäft::N,sprawa,туька
487,Geschäft::N,interes,туька
488,Laden::N,sklep,туька
489,Preis::N,cena,мах
490,Ware::N,towar,хlума
491,Nutzen::N,pożytek,пайда
492,Reichtum::N,bogactwo,хьал
493,Welt::N,świat,дуьне
494,Land::N,kraj,мохк
495,Staat::N,państwo,пачхьалкх
496,König::N,król,паччахь
497,Macht::N,władza,ӏедал
498,Grenze::N,granica,доза
499,Krieg::N,wojna,тӏом
500,Feind::N,wróg,мостагӏ
501,Gewalt::N,władza,гӏело
502,Kampf::N,bój,къийсам
503,Kampf::N,walka,къийсам
504,Bogen[Waffe]::N,łuk,
505,Pfeil::N,strzała,пха
506,Gewehr::N,karabin,топ
507,Fehler::N,błąd,гӏалат
508,Lüge::N,kłamstwo,аьшпаш
509,Schaden::N,szkoda,зен
510,Unglück::N,nieszczęście,бала
511,Schuld::N,wina,бехк
512,Alter::N,wiek,хан
513,Schluss::N,koniec,чакхе
514,Schluss::N,zakończenie,чакхе
515,Zeit::N,czas,хан
516,Tag::N,dzień,де
517,Morgen::N,ranek,ӏуьйре
518,Morgen::N,poranek,ӏуьйре
519,Mittag::N,południe,делкъе
520,Abend::N,wieczór,суьйре
521,Nacht::N,noc,буьйса
522,Woche::N,tydzień,кӏира
523,Monat::N,miesiąc,бутт
524,Jahr::N,rok,шо
525,Frühling::N,wiosna,бӏаьсте
526,Sommer::N,lato,аьхке
527,Herbst::N,jesień,гуьйре
528,Winter::N,zima,ӏа
529,Januar::N,styczeń,январь
530,Februar::N,luty,февраль
531,März::N,marzec,март
532,April::N,kwiecień,апрель
533,Mai::N,maj,май
534,Juni::N,czerwiec,июнь
535,Juli::N,lipiec,июль
536,August::N,sierpień,август
537,September::N,wrzesień,сентябрь
538,Oktober::N,październik,октябрь
539,November::N,listopad,ноябрь
540,Dezember::N,grudzień,декабрь
541,Montag::N,poniedziałek,оршот
542,Dienstag::N,wtorek,шинара
543,Mittwoch::N,środa,кхаара
544,Donnerstag::N,czwartek,еара
545,Freitag::N,piątek,пӏераска
546,Samstag::N,sobota,шот
547,Sonntag::N,niedziela,кӏиранде
548,groß::A,duży,доккха
549,groß::A,wielki,доккха
550,klein::A,mały,кегий
551,lang::A,długi,еха
552,kurz::A,krótki,доца
553,breit::A,szeroki,шуьйра
554,schmal::A,wąski,готта
555,dicht::A,gęsty,луьста
556,dick[Gegenstand]::A,gruby,стомма
557,dünn::A,cienki,дуткъа
558,fein::A,drobny,ховха
559,fest::A,mocny,чӏогӏа
560,fest::A,twardy,чӏогӏа
561,flach::A,płaski,чӏапа
562,glatt::A,gładki,шера
563,hart::A,twardy,чӏогӏa
564,weich::A,miękki,кӏеда
565,rund::A,okrągły,горга
566,spitz::A,spiczasty,ира
567,scharf::A,ostry,ира
568,stumpf::A,tępy,аьртa
569,schwer::A,ciężki,деза
570,schön::A,ładny,хаза
571,schön::A,piękny,хаза
572,heiß::A,gorący,довха
573,warm::A,ciepły,довха
574,kalt::A,zimny,шийла
575,kühl::A,chłodny,шийла
576,frisch::A,świeży,керла
577,feucht::A,wilgotny,тӏуьна
578,nass::A,mokry,тӏеда
579,trocken::A,suchy,eкъа
580,voll::A,pełny,дуьзна
581,leer::A,pusty,яьсса
582,leer::A,próżny,яьсса
583,offen::A,otwarty,диллина
584,geschlossen::A,zamknięty,дӏакъевлина
585,geschlossen::A,zamknięty,дӏачӏагӏдина
586,sauber::A,czysty,цӏена
587,schmutzig::A,brudny,боьха
588,roh::A,surowy,буьйда
589,reif::A,dojrzały,хилла
590,lecker::A,smaczny,чоме
591,süß::A,słodki,мерза
592,bitter::A,gorzki,къаьхьа
593,sauer::A,kwaśny,муьста
594,hell::A,jasny,сирла
595,dunkel::A,ciemny,бодане
596,schwarz::A,czarny,ӏаьржа
597,weiß::A,biały,кӏайн
598,rot::A,czerwony,цӏен
599,gelb::A,żółty,можа
600,blau::A,błękitny,сийна
601,blau::A,niebieski,сийна
602,grün::A,zielony,баьццара
603,grau::A,szary,cира
604,grau::A,szary,мокха
605,bunt::A,barwny,къорза
606,billig::A,tani,дораха
607,teuer::A,drogi,деза
608,wertvoll::A,cenny,мехала
609,blind::A,ślepy,бӏаьрзе
610,taub::A,głuchy,къора
611,kräftig::A,mocny,нуьцкъала
612,stark::A,silny,зоьртала
613,stark::A,silny,нуьцкъала
614,schwach::A,słaby,гӏорасиза
615,fett::A,tłusty,дерстана
616,schlank::A,smukły,куц долу
617,hübsch::A,ładny,хаза
618,böse::A,zły,вон
619,dumm::A,głupi,сонта
620,faul::A,leniwy,мало ен
621,fleißig::A,pilny,тӏера
622,geizig::A,skąpy,пис
623,geizig::A,skąpy,сутара
624,klug::A,mądry,хьекъале
625,geschickt::A,zręczny,тӏахъаьлла
626,lieb::A,miły,хьоме
627,lustig::A,wesoły,самукъане
628,sanft::A,łagodny,кlеда
629,hungrig::A,głodny,меца
630,krank::A,chory,цомгуш долу
631,nackt::A,nagi,дерзана
632,traurig::A,smutny,самукъане воцу
633,lebendig::A,żywy,дийна
634,gut::A,dobry,дика
635,schlecht::A,zły,вон
636,richtig::A,słuszny,нийса
637,richtig::A,właściwy,нийса
638,schlimm::A,zły,вон
639,wahr::A,prawdziwy,бакъдолу
640,alt::A,stary,къена
641,neu::A,nowy,керла
642,ehemalig::A,były,хилла
643,alt[Lebewesen]::A,stary,къена
644,jung::A,młody,къона
645,arm::A,ubogi,къен
646,arm::A,biedny,къен
647,reich::A,bogaty,хьоле
648,bekannt::A,znany,девзаш долу
649,berühmt::A,słynny,цӏеяхана
650,fremd::A,obcy,нехан
651,fremd::A,cudzy,нехан
652,verschieden::A,różny,тайп-тайпанара
653,nah::A,bliski,гергара
654,fern::A,daleki,гена
655,fern::A,daleki,генара
656,linker::A,lewy,аьрру
657,rechter::A,prawy,аьтту
658,anderer::A,inny,кхин
659,erster::A,pierwszy,хьалхара
660,zweiter::A,drugi,шолгIа
661,dritter::A,trzeci,кхоалгӏа
662,letzter::A,ostatni,тӏаьххьара
663,allein::ADV,sam,цхьаъ
664,auf einmal::ADV,naraz,цу сохьтта
665,zusammen::ADV,razem,цхьана
666,lange::ADV,długo,дукха
667,plötzlich::ADV,nagle,цIеххьана
668,sofort::ADV,natychmiast,цу сохьтта
669,später::ADV,później,тӏаьхьо
670,jetzt::ADV,teraz,хӏинца
671,jetzt::ADV,obecnie,хӏинца
672,heute::ADV,dziś,тахана
673,heute::ADV,dzisiaj,тахана
674,morgen::ADV,jutro,кхана
675,bald::ADV,wkrótce,кеста
676,dann::ADV,potem,тӏаккха
677,gestern::ADV,wczoraj,селхана
678,einst::ADV,kiedyś,цкъа
679,einst::ADV,niegdyś,цкъа
680,damals::ADV,wtedy,хӏетахьь
681,damals::ADV,wówczas,хӏетахьь
682,danach::ADV,następnie,тӏаккха
683,vorher::ADV,przedtem,хьалхa
684,zuerst::ADV,naprzód,хьалха
685,zuerst::ADV,najpierw,хьалха
686,einmal::ADV,raz,цкъа
687,manchmal::ADV,czasem,цкъаццкъа
688,oft::ADV,często,кест-кеста
689,immer::ADV,zawsze,даим
690,niemals::ADV,nigdy,цкъа а
691,hier::ADV,tu,кхузахь
692,hier::ADV,tutaj,кхузахь
693,hierhin::ADV,tu,кхуза
694,von hier::ADV,stąd,кхузара
695,dort::ADV,tam,цигахь
696,dorthin::ADV,tam,цига
697,geradeaus::ADV,prosto,нийса дӏа
698,vorwärts::ADV,naprzód,хьалха
699,rückwärts::ADV,wstecz,юха
700,zurück::ADV,z powrotem,юха
701,unten::ADV,u dołu,лахахь
702,unten::ADV,na dole,лахахь
703,hinab::ADV,na_dół,охьа
704,hinab::ADV,w_dół,охьа
705,oben::ADV,w górze,лакхахь
706,oben::ADV,na górze,лакхахь
707,hinauf::ADV,w górę,хьала
708,hinauf::ADV,na górę,хьала
709,überall::ADV,wszędzie,массанхьа
710,nicht::ADV,nie,ца
711,ein wenig::ADV,trochę,кӏеззиг
712,kaum::ADV,ledwie,халла
713,kaum::ADV,prawie nie,халла
714,sehr::ADV,bardzo,вуно
715,so::ADV,tak,
716,noch::ADV,jeszcze,кхин
717,nur::ADV,tylko,бен ...ца
718,schon::ADV,już,хӏинцале
719,wieder::ADV,znów,юха а
720,wieder::ADV,znowu,юха а
721,vergebens::ADV,na próżno,эрна
722,vor::PRP,przed,хьалха
723,hinter::PRP,za,тӏехьа
724,unter::PRP,pod,кIелахь
725,durch::PRP,przez,чекх
726,neben::PRP,obok,юххе
727,zwischen::PRP,między,юккъехь
728,wegen::PRP,z powodu,дуьхьа
729,dies::PRN,to,и
730,dies::PRN,to,иза
731,das::PRN,to,и
732,das::PRN,to,иза
733,alles::PRN,wszystko,дерриг
734,ich::PRN,ja,cо
735,du::PRN,ty,хьо
736,er::PRN,on,и
737,er::PRN,on,иза
738,wir::PRN,my,тхо
739,wir::PRN,my,вай
740,ihr::PRN,wy,шу
741,sie::PRN,oni,уьш
742,was::FPRN,co,хӏун
743,wer::FPRN,kto,мила
744,wo::FADV,gdzie,мичaхь
745,wohin::FADV,dokąd,мича
746,wie::FADV,jak,муха
747,warum::FADV,dlaczego,хӏунда
748,wieviel::FNUM,ile,мел
749,wieviel::FNUM,ile,маса
750,eins::NUM,jeden,цхьаъ
751,zwei::NUM,dwa,шиъ
752,drei::NUM,trzy,кхоъ
753,vier::NUM,cztery,диъ
754,fünf::NUM,pięć,пхиъ
755,sechs::NUM,sześć,ялх
756,sieben::NUM,siedem,ворхӏ
757,acht::NUM,osiem,бархӏ
758,neun::NUM,dziewięć,исс
759,zehn::NUM,dziesięć,итт
760,elf::NUM,jedenaście,цхьайтта
761,zwölf::NUM,dwanaście,шийтта
762,zwanzig::NUM,dwadzieścia,ткъа
763,dreißig::NUM,trzydzieści,ткъе итт
764,vierzig::NUM,czterdzieści,шовзткъа
765,fünfzig::NUM,pięćdziesiąt,шовзткъе итт
766,sechzig::NUM,sześćdziesiąt,кхузткъа
767,siebzig::NUM,siedemdziesiąt,кхузткъе итт
768,achtzig::NUM,osiemdziesiąt,дезткъа
769,neunzig::NUM,dziewięćdziesiąt,дезткъе итт
770,hundert::NUM,sto,бӏе
771,tausend::NUM,tysiąc,эзар
772,und::CNJ,i,a
773,oder::CNJ,lub,я
774,oder::CNJ,albo,я
775,stehen::V,stać,латта
776,sitzen::V,siedzieć,хиъна ӏан
777,liegen::V,leżeć,ӏилла
778,hängen::V,wisieć,кхаза
779,werden::V,zostać,хила
780,werden::V,stać się,хила
781,passieren::V,dziać się,хила
782,passieren::V,zdarzyć się,хила
783,beginnen::V,zacząć się,доло
784,enden::V,kończyć się,дӏадерза
785,wechseln::V,zmienić się,хийца
786,aufgehen[Sonne]::V,wzejść,кхета
787,untergehen[Sonne]::V,zajść,чубуза
788,scheinen[Sonne]::V,świecić,серло яла
789,donnern::V,grzmieć,къекъа
