,Concept_ID,pt,ab
601,Februar::N,Fevereiro,февраль
602,März::N,Março,март
603,April::N,Abril,апрель
604,Mai::N,Maio,маи
605,Juni::N,Junho,иуун
606,Juli::N,Julho,иууль
607,August::N,Agosto,август
608,September::N,Setembro,сентиабр
609,Oktober::N,Outubro,октиабр
610,November::N,Novembro,ноиабр
611,Dezember::N,Dezembro,декабр
612,Montag::N,segunda-feira,ашəахьа
613,Dienstag::N,terça-feira,аҩаша
614,Mittwoch::N,quarta-feira,ахаша
615,Donnerstag::N,quinta-feira,аҧшьаша
616,Freitag::N,sexta-feira,ахəаша
617,Samstag::N,sábado,асабша
618,Sonntag::N,domingo,амҽыша
619,groß::A,grande,аду
620,klein::A,pequeno,амаҷ
621,lang::A,comprido,ахəхəа
622,kurz::A,curto,акьаҿ
623,breit::A,largo,аиужь
624,breit::A,largo,аиҵых
625,schmal::A,estreito,аҭшəа
626,dicht::A,denso,аилач
627,dick[Gegenstand]::A,grosso,ажəпа
628,dünn::A,delgado,
629,fein::A,fino,апа
630,fein::A,fino,аҵаӷа
631,fein::A,fino,аӡа
632,fein::A,subtil,апа
633,fein::A,subtil,аҵаӷа
634,fein::A,subtil,аӡа
635,fest::A,firme,аҟаца
636,fest::A,firme,аӷəӷəаҟаца
637,fest::A,sólido,аҟаца
638,fest::A,sólido,аӷəӷəаҟаца
639,flach::A,plano,ақəаҟьа
640,flach::A,plano,аҧаҟьа
641,glatt::A,liso,аимаҩзы
642,hart::A,duro,акьакьа
643,weich::A,mole,атата
644,rund::A,redondo,акəмпыл
645,spitz::A,agudo,аҵар
646,scharf::A,afiado,аҵар
647,stumpf::A,rombo,ацагə
648,schwer::A,pesado,ахьанҭа
649,schön::A,belo,аҧшӡа
650,schön::A,bonito,аҧшӡа
651,heiß::A,quente,ашы
652,warm::A,quente,аҧха
653,kalt::A,frio,ахьшəашəа
654,kühl::A,fresco,ахьшəашəа
655,kühl::A,fresco,ицәыхьшәашәоу
656,frisch::A,fresco,цқьа
657,feucht::A,húmido,ацəаак
658,nass::A,molhado,абааӡа
659,trocken::A,seco,Аба
660,trocken::A,seco,аҩа
661,voll::A,cheio,азна
662,leer::A,vazio,аҭацəы
663,offen::A,aberto,аарта
664,geschlossen::A,fechado,ихҩоу
665,geschlossen::A,fechado,иаркыу
666,sauber::A,limpo,ацқьа
667,schmutzig::A,sujo,аҟьашь
668,roh::A,cru,
669,reif::A,maduro,Арҭ
670,reif::A,maduro,аҟала
671,reif::A,maduro,иҟалахьоу
672,lecker::A,delicioso,ахаа
673,süß::A,doce,азла
674,bitter::A,amargo,аша
675,sauer::A,azedo,аҵəҵəы
676,hell::A,claro,алаша
677,dunkel::A,escuro,алашьца
678,dunkel::A,sombrio,алашьца
679,schwarz::A,preto,аиқуаҵәа
680,weiß::A,branco,ашкəакəа
681,rot::A,vermelho,аҟаҧшь
682,gelb::A,amarelo,аҩеижь
683,blau::A,azul,аҽҵәа
684,grün::A,verde,ашьацҧшҭəала
685,grün::A,verde,аеҵəа
686,grau::A,cinzento,ацəыш
687,bunt::A,colorido,Аилыҕраа
688,bunt::A,colorido,аҕраҷкəын
689,billig::A,barato,амариа
690,teuer::A,caro,амҩан
691,wertvoll::A,valioso,кыр иаҕсоу
692,wertvoll::A,valioso,акыр иаҕсоу
693,wertvoll::A,precioso,кыр иаҕсоу
694,wertvoll::A,precioso,акыр иаҕсоу
695,blind::A,cego,алашə
696,taub::A,surdo,адагəа
697,kräftig::A,forte,аӷəӷəа
698,kräftig::A,poderoso,аӷəӷəа
699,stark::A,forte,абаҟа
700,stark::A,robusto,абаҟа
701,schwach::A,débil,акəада
702,fett::A,gordo,аҧсыла
703,schlank::A,esbelto,акала
704,schlank::A,esbelto,акьалантар
705,schlank::A,esbelto,аиҿартə
706,hübsch::A,giro,аҧшӡа
707,hübsch::A,bonito,аҧшӡа
708,böse::A,mau,абааҧсы
709,dumm::A,parvo,агаӡа
710,dumm::A,estúpido,агаӡа
711,faul::A,preguiçoso,аашьа
712,fleißig::A,aplicado,иҟубҷоу
713,fleißig::A,diligente,иҟубҷоу
714,geizig::A,avarento,акы
715,geizig::A,avarento,акаҷбеи
716,geizig::A,avarento,аҟəџьыр
717,klug::A,prudente,аҟəыш
718,klug::A,prudente,аҟəыӷа
719,klug::A,inteligente,аҟəыш
720,klug::A,inteligente,аҟəыӷа
721,geschickt::A,hábil,напҟазала
722,lieb::A,caro,алашара
723,lieb::A,querido,алашара
724,lustig::A,alegre,алах-ҿых
725,lustig::A,alegre,игурҕьаччо
726,lustig::A,alegre,агурҕьа
727,lustig::A,alegre,агурҿыхага
728,sanft::A,suave,атата
729,sanft::A,suave,аҟəымшəышə
730,sanft::A,suave,ақьыҧш
731,sanft::A,brando,атата
732,sanft::A,brando,аҟəымшəышə
733,sanft::A,brando,ақьыҧш
734,hungrig::A,faminto,амлашь
735,krank::A,doente,ачымазаҩ
736,krank::A,enfermo,ачымазаҩ
737,nackt::A,nu,аҟьантаз
738,nackt::A,despido,аҟьантаз
739,traurig::A,triste,алахьеиқəҵага
740,lebendig::A,vivo,абза
741,gut::A,bom,абзиа
742,schlecht::A,mau,-хəарҭам
743,schlecht::A,ruim,-хəарҭам
744,richtig::A,justo,иашоу
745,richtig::A,correcto,иашоу
