,Concept_ID,sah,ja
89,Hitze::N,куйаас,暑さ
90,Raureif::N,кырыа,霧氷
91,Regenbogen::N,кустук,虹
92,Donner::N,этиҥ,雷
93,Strömung::N,сүүрүк,流れ
94,Tropfen::N,таммах,滴
95,Tropfen::N,хааппыла,滴
96,Schaum::N,күүгэн,泡
97,Schmutz::N,кир,汚れ
98,See::N,күөл,湖
99,Sumpf::N,бадараан,沼
100,Moor::N,дьэбэрэ,湿原
101,Wiese::N,ходуһа,草原
102,Wald::N,ойуур,森
103,Hügel::N,булгунньах,丘
104,Anhöhe::N,үрдэл,高み
105,Berg::N,хайа,山
106,Gipfel::N,чыпчаал,頂上
107,Höhle::N,хайа_хаспаҕа,洞窟
108,Höhle::N,көҥүс,洞窟
109,Abhang::N,эниэ,斜面
110,Quelle::N,дьүүктэ,泉
111,Bach::N,үрүйэ,小川
112,Fluss::N,өрүс,川
113,Ufer::N,биэрэк,岸
114,Küste::N,кытыл,海岸
115,Festland::N,кураанах сир,陸
116,Meer::N,муора,海
117,Bucht::N,хомо,湾
118,Bucht::N,бухта,湾
119,Insel::N,арыы,島
120,Blume::N,сибэкки,花
121,Gras::N,от,草
122,Wurzel::N,силис,根
123,Baum::N,мас,木
124,Stamm::N,умнас,幹
125,Rinde::N,хатырык,皮層
126,Ast::N,мутук,枝
127,Zweig::N,лабаа,小枝
128,Blatt::N,сэбирдэх,葉
129,Birke::N,хатыҥ,樺
130,Kiefer[Baum]::N,бэс,松
131,Weide[Baum]::N,үөт,柳
132,Weide[Baum]::N,талах,柳
133,Tanne::N,харыйа,樅
134,Horn::N,муос,角
135,Feder::N,куорсун,羽根
136,Fell::N,тирии,毛皮
137,Flügel::N,кынат,羽
138,Klaue::N,тыҥырах,鉤爪
139,Kralle::N,баппаҕай,爪
140,Schwanz::N,кутурук,尻尾
141,Ei::N,сымыыт,卵
142,Nest::N,уйа,巣
143,Bau::N,хороон,穴
144,Tier::N,кыыл,動物
145,Tier::N,харамай,動物
146,Herde::N,үөр,群れ
147,Kuh::N,ынах,牛
148,Bulle::N,оҕус,雄牛
149,Pferd::N,сылгы,馬
150,Schaf::N,овца,羊
151,Schwein::N,сибиинньэ,豚
152,Hund::N,ыт,犬
153,Katze::N,куоска,猫
154,Bär::N,эһэ,熊
155,Eichhörnchen::N,тииҥ,栗鼠
156,Elch::N,тайах,ヘラジカ
157,Fuchs::N,саһыл,狐
158,Hase::N,куобах,兎
159,Maus::N,кутуйах,鼠
160,Wolf::N,бөрө,狼
161,Vogel::N,көтөр,鳥
162,Schwarm::N,бөлөх,群れ
163,Huhn::N,куурусса,鶏
164,Hahn::N,бөтүүк,雄鶏
165,Gans::N,хаас,ガチョウ
166,Adler::N,хотой,鷲
167,Ente::N,кус,鴨
168,Eule::N,мэкчиргэ,フクロウ
169,Kranich::N,туруйа,鶴
170,Krähe::N,тураах,烏
171,Kuckuck::N,кэҕэ,郭公
172,Schwan::N,куба,白鳥
173,Fisch::N,балык,魚
174,Barsch::N,алыһар,鱸
175,Hecht::N,сордон,川魳
176,Schlange[Tier]::N,моҕой,蛇
177,Schlange[Tier]::N,эриэн үөн,蛇
178,Wurm::N,үөн,虫
179,Spinne::N,ооҕуй,蜘蛛
180,Ameise::N,кымырдаҕас,蟻
181,Laus::N,быт,虱
182,Mücke::N,кумаар,蚊
183,Fliege::N,сахсырҕа,蝿
184,Schmetterling::N,лыах,蝶
185,Schmetterling::N,үрүмэччи,蝶
186,Beere::N,отон,漿果
187,Apfel::N,яблоко,林檎
188,Pilz::N,тэллэй,茸
189,Zwiebel::N,луук,玉葱
190,Saat::N,сиэмэ,種
191,Korn::N,сиэмэ,粒
192,Heu::N,от,干し草
193,Schale::N,хах,皮
194,Grube::N,дьаама,穴
195,Falle::N,сохсо,わな
196,Schlinge::N,уктаа,輪
197,Spur::N,суол,跡
198,Asche::N,күл,灰
199,Dreck::N,бадараан,泥
200,Eisen::N,тимир,鉄
201,Gold::N,көмүс,金
202,Gold::N,кыһыл көмүс,金
203,Silber::N,көмүс,銀
204,Silber::N,үрүҥ көмүс,銀
205,Kohle::N,чох,炭
206,Glas::N,өстүөкүлэ,ガラス
207,Lehm::N,туой,ローム
208,Sand::N,кумах,砂
209,Mensch::N,киһи,人
210,Mann::N,эр,男
211,Mann::N,эр,男性
212,Frau::N,дьахтар,女
213,Frau::N,дьахтар,女性
214,Kind::N,оҕо,子
215,Kind::N,оҕо,子供
216,Junge::N,уол,男の子
217,Mädchen::N,кыыс оҕо,女の子
218,Familie::N,кэргэн,家族
219,Großvater::N,эһэ,祖父
220,Großvater::N,эһэ,おじいさん
221,Großmutter::N,эбэ,祖母
222,Großmutter::N,эбэ,おばあさん
223,Eltern::N,аҕа-ийэ,親
224,Eltern::N,аҕа-ийэ,両親
225,Vater::N,аҕа,父
226,Vater::N,аҕа,お父さん
227,Mutter::N,ийэ,母
228,Mutter::N,ийэ,お母さん
229,Sohn::N,уол,息子
230,Sohn::N,уол,息子さん
231,Tochter::N,кыыс,娘
232,Tochter::N,кыыс,お嬢さん
233,Bruder::N,убай,弟
234,Bruder::N,быраат,弟
235,Schwester::N,аҕас,妹
236,Schwester::N,балыс,妹
237,Onkel::N,таай,伯父
238,Onkel::N,таай,伯父さん
239,Onkel::N,абаҕа,伯父
240,Onkel::N,абаҕа,伯父さん
241,Tante::N,эдьиий,叔母
242,Tante::N,эдьиий,叔母さん
243,Ehemann::N,эр,夫
244,Ehemann::N,эр,主人
245,Ehefrau::N,ойох,妻
246,Ehefrau::N,ойох,奥さん
247,Freude::N,үөрүү,喜び
248,Gelächter::N,күлүү,笑い
249,Glück::N,дьол,幸せ
250,Glück::N,соргу,幸せ
251,Kummer::N,кутурҕан,悩み
252,Wunsch::N,баҕарыы,希望
253,Lust::N,баҕа,気
254,Geist::N,тыын,精神
255,Gedanke::N,санаа,考え
256,Gedächtnis::N,өй,記憶
257,Verstand::N,өй,理解力
258,Sinn::N,суолта,意味
259,Grund::N,төрүөт,理由
260,Wahrheit::N,кырдьык,真実
261,Gespräch::N,бэсиэдэ,会話
262,Gespräch::N,кэпсэтии,会話
263,Märchen::N,остуоруйа,童話
264,Erzählung::N,кэпсээн,物語
265,Nachricht::N,биллэриллии,報告
266,Neuigkeit::N,сонун,ニュース
267,Name::N,аат,名前
268,Rätsel::N,таабырын,謎
269,Rede::N,этии,演説
270,Sprache::N,тыл,言語
271,Stimme::N,куолас,声
272,Wort::N,тыл,言葉
273,Zeichen::N,бэлиэ,記号
274,Ruf::N,ыҥырыы,呼び声
275,Lärm::N,айдаан,騒音
276,Laut::N,тыас,音
277,Ton::N,дорҕоон,音
278,Lied::N,ырыа,歌
279,Ruhe::N,уу чуумпу,静けさ
280,Leute::N,дьон,人々
281,Volk::N,дьон,民族
282,Volk::N,норуот,民族
283,Arbeit::N,үлэ,仕事
284,Gast::N,ыалдьыт,客
285,Geschenk::N,бэлэх,贈り物
286,Spiel::N,оонньуу,遊び
287,Gesellschaft::N,общество,社会
288,Hilfe::N,көмө,援助
289,Freund::N,доҕор,友達
290,Kamerad::N,атас,同志
291,Angelegenheit::N,дьыала,件
292,Anzahl::N,ахсаан,数
293,Art::N,биис,種類
294,Stück::N,кырбас,部分
295,Teil::N,ирээт,部分
296,Hälfte::N,аҥар,半分
297,Kreis::N,төгүрүк,円
298,Kreis::N,төгүрүмтэ,円
299,Kreuz::N,кириэс,十字
300,Linie::N,сурааһын,線
301,Strich::N,сурааһын,線
302,Abstand::N,арыт,距離
303,Entfernung::N,ыраах,距離
304,Gegend::N,сир,辺
305,Gegend::N,сир,地域
306,Platz::N,арыт,ゆとり
307,Ort::N,сир,所
308,Ort::N,сир,場所
309,Seite::N,өрүт,横
310,Seite::N,сирэй,横
311,Mitte::N,орто,真ん中
312,Gegenstand::N,предмет,物件
313,Sache::N,мал,物
314,Rand::N,кытыы,端
315,Rand::N,ойоҕос,端
316,Kante::N,кырыы,縁
317,Ecke::N,муннук,角
318,Spitze::N,чыпчаал,先頭
319,Ende::N,төбө,端
320,Loch::N,тэһэҕэс,穴
321,Loch::N,дьөлөҕөс,穴
322,Winkel::N,муннук,片隅
323,Muster::N,оһуор,模様
324,Größe::N,кээмэй,大きさ
325,Länge::N,уста,長さ
326,Höhe::N,үрдүк,高さ
327,Gewicht::N,ыйааһын,重さ
328,Menge::N,ахсаан,量
329,Haufen::N,чөмчөх,堆積
330,Reihe::N,кэккэ,並び
331,Boot::N,оҥочо,ボート
332,Ruder::N,эрдии,オール
333,Schlitten::N,сыарҕа,そり
334,Ski::N,хайыһар,スキー
335,Lagerfeuer::N,кутаа,篝火
336,Last::N,ыарахан,荷物
337,Gang::N,хаамыы,歩み
338,Schritt::N,хардыы,歩
339,Norden::N,хоту,北
340,Süden::N,соҕуруу,南
341,Westen::N,арҕаа,西
342,Osten::N,илин,東
343,Holz::N,мас,木
344,Holz::N,мас,木材
345,Brett::N,дуоска,板
346,Brett::N,хаптаһын,板
347,Platte::N,билиитэ,盤
348,Stütze::N,тулааһын,支柱
349,Stange::N,ураҕас,棒
350,Stock::N,мас,杖
351,Stock::N,баалкы,杖
352,Stab::N,ураҕас,棒
353,Rohr::N,турба,管
354,Haus::N,дьиэ,家
355,Heim::N,дьиэ,家
356,Ofen::N,оһох,ストーブ
357,Fußboden::N,муоста,床
358,Tisch::N,остуол,机
359,Stuhl::N,устуул,椅子
360,Wiege::N,биһик,揺籃
361,Bett::N,кырабаат,ベッド
362,Regal::N,долбуур,棚
363,Kiste::N,дьааһык,箱
364,Fenster::N,түннүк,窓
365,Tür::N,аан,戸
366,Tür::N,аан,ドア
367,Tor::N,аан,門
368,Zaun::N,соппулуот,垣根
369,Dach::N,кырыыса,屋根
370,Leiter::N,кирилиэс,梯子
371,Besen::N,миинньик,ほうき
372,Spaten::N,күрдьэх,スコップ
373,Schaufel::N,күрдьэх,シャベル
374,Gabel::N,биилкэ,フォーク
375,Löffel::N,луоска,スプーン
376,Messer::N,быһах,ナイフ
377,Nagel::N,тоһоҕо,釘
378,Netz::N,илим,網
379,Haken::N,көхө,鉤
380,Haken::N,көхө,フック
381,Griff::N,ук,取っ手
382,Griff::N,тутаах,取っ手
383,Schloss::N,күлүүс,錠
384,Bild::N,хартыына,絵
385,Figur::N,фигура,像
386,Puppe::N,куукула,人形
387,Beutel::N,мөһөөччук,袋
388,Bündel::N,баайыы,束
389,Bündel::N,баайыы,包み
390,Tasche::N,суумка,かばん
391,Eimer::N,биэдэрэ,バケツ
392,Deckel::N,хаппах,蓋
393,Geschirr::N,иһит,食器
394,Sack::N,куул,袋
395,Tasse::N,сэлиэнэй,カップ
396,Topf::N,көстүрүүҥкэ,鍋
397,Kessel::N,хочуол,釜
398,Essen::N,аһылык,食事
399,Nahrung::N,ас,食物
400,Speise::N,аһылык,料理
401,Fleisch::N,эт,肉
402,Getreide::N,злактар,麦
403,Getreide::N,злактар,穀物
404,Brei::N,хааһы,粥
405,Brot::N,килиэп,パン
406,Scheibe::N,куһуок,枚
407,Scheibe::N,куһуок,切れ
408,Fett::N,сыа,脂肪
409,Butter::N,арыы,バター
410,Öl::N,арыы,油
411,Salz::N,туус,塩
412,Suppe::N,мин,スープ
413,Honig::N,мүөт,蜂蜜
414,Milch::N,үүт,牛乳
415,Tee::N,чэй,茶
416,Tee::N,чэй,お茶
417,Leder::N,тирии,革
418,Wolle::N,түү,毛糸
419,Stoff::N,таҥас,布
420,Nadel::N,иннэ,針
421,Faden::N,сап,糸
422,Knopf::N,тимэх,ボタン
423,Knoten::N,түмүк,結び目
424,Farbe::N,кырааска,ペンキ
425,Kleidung::N,таҥас,衣服
426,Hemd::N,ырбаахы,シャツ
427,Kragen::N,саҕа,襟
428,Ärmel::N,сиэх,袖
429,Hose::N,ыстаан,ズボン
430,Hose::N,бүрүүкэ,ズボン
431,Gürtel::N,кур,帯
432,Gürtel::N,кур,ベルト
433,Mütze::N,бэргэһэ,帽子
434,Schuh::N,бачыыҥка,靴
435,Stiefel::N,саппыкы,ブーツ
436,Ring::N,биһилэх,輪
437,Band::N,лиэнтэ,リボン
438,Kamm::N,тараах,櫛
439,Spiegel::N,сиэркилэ,鏡
440,Riemen::N,кур,緒
441,Schnur::N,быа,紐
442,Leine::N,тэһиин,綱
443,Decke::N,суорҕан,掛け布団
444,Kissen::N,сыттык,枕
445,Tuch::N,былаат,スカーフ
446,Handtuch::N,соттор,タオル
447,Kraft::N,сыра,力
448,Stärke::N,күүс,強さ
449,Gesundheit::N,доруобуйа,健康
450,Krankheit::N,ыарыы,病気
451,Schmerz::N,ыарыы,痛み
452,Wunde::N,баас,傷
453,Fieber::N,түрүлгэн,熱
454,Fieber::N,лихорадка,熱
455,Fieber::N,температура,熱
456,Arznei::N,эмп,薬
457,Brücke::N,күргэ,橋
458,Brunnen::N,холуодьас,井戸
459,Weide::N,мэччирэҥ,牧場
460,Pfad::N,ыллык,小路
461,Weg::N,суол,道
462,Straße::N,суол,街道
463,Dorf::N,дэриэбинэ,村
464,Stadt::N,куорат,町
465,Stadt::N,куорат,都市
466,Brief::N,сурук,手紙
467,Buch::N,кинигэ,本
468,Buchstabe::N,буква,文字
469,Zeitung::N,хаһыат,新聞
470,Leben::N,тыын,生活
471,Tod::N,өлүү,死
472,Grab::N,иин,墓
473,Kirche::N,таҥара дьиэтэ,教会
474,Sünde::N,айыы,罪
475,Gott::N,тангара,神
476,Arbeiter::N,үлэһит,労働者
477,Chef::N,баһылык,上司
478,Chef::N,начальник,上司
479,Meister::N,уус,達人
480,Meister::N,уус,マイスター
481,Meister::N,маастар,達人
482,Meister::N,маастар,マイスター
483,Arzt::N,врач,医者
484,Lehrer::N,учуутал,先生
485,Geld::N,харчы,金
486,Geschäft::N,идэ,取り引き
487,Laden::N,маҕаһыын,店
488,Preis::N,сыана,値段
489,Ware::N,табаар,商品
490,Nutzen::N,туһа,利益
491,Reichtum::N,баай,豊かさ
492,Welt::N,аан дойду,世界
493,Land::N,дойду,国
494,Staat::N,государство,国家
495,König::N,король,国王
496,Macht::N,былаас,権力
497,Grenze::N,кыраныысса,国境
498,Krieg::N,сэрии,戦争
499,Feind::N,өстөөх,敵
500,Gewalt::N,күүһүлээһин,暴力
501,Kampf::N,охсуһуу,戦い
502,Bogen[Waffe]::N,ох,弓
503,Pfeil::N,ох,矢
504,Gewehr::N,саа,銃
505,Fehler::N,сыыһа,間違い
506,Lüge::N,сымыйа,嘘
507,Schaden::N,хоромньу,損害
508,Unglück::N,алдьархай,不幸
509,Schuld::N,буруй,罪
510,Alter::N,саас,年
511,Alter::N,саас,年齢
512,Schluss::N,тиһэх,終わり
513,Zeit::N,бириэмэ,時
514,Zeit::N,бириэмэ,時間
515,Tag::N,күн,日
516,Morgen::N,сарсыарда,朝
517,Mittag::N,күн ортото,昼
518,Abend::N,киэһэ,晩
519,Abend::N,киэһэ,夕方
520,Nacht::N,түүн,夜
521,Woche::N,нэдиэлэ,週
522,Monat::N,ый,月
523,Jahr::N,сыл,年
524,Jahr::N,дьыл,年
525,Frühling::N,саас,春
526,Sommer::N,сайын,夏
527,Herbst::N,күһүн,秋
528,Winter::N,кыһын,冬
529,Januar::N,тохсунньу,一月
530,Februar::N,олунньу,二月
531,März::N,кулун тутар,三月
532,April::N,муус устар ый,四月
533,Mai::N,ыам ыйа,五月
534,Juni::N,бэс ыйа,六月
535,Juli::N,от ыйа,七月
536,August::N,атырдьах ыйа,八月
537,September::N,балаҕан ыйа,九月
538,Oktober::N,алтынньы,十月
539,November::N,сэтинньи,十一月
540,Dezember::N,ахсынньы,十二月
541,Montag::N,бэнидиэнньик,月曜日
542,Dienstag::N,оптуорунньук,火曜日
543,Mittwoch::N,сэрэдэ,水曜日
544,Donnerstag::N,чэппиэр,木曜日
545,Freitag::N,бээтинсэ,金曜日
546,Samstag::N,субуота,土曜日
547,Sonntag::N,баскыһыанньа,日曜日
548,groß::A,бөдөҥ,大きい
549,groß::A,улахан,大きい
550,klein::A,кыр,小さい
551,lang::A,уһун,長い
552,kurz::A,кылгас,短い
553,breit::A,кэтит,広い
554,schmal::A,кыараҕас,狭い
555,dicht::A,хойуу,密な
556,dick[Gegenstand]::A,суон,厚い
557,dick[Gegenstand]::A,хойуу,厚い
558,dünn::A,чараас,薄い
559,fein::A,бытархай,細い
560,fein::A,синньигес,細い
561,fest::A,бөҕө,硬い
562,fest::A,кытаанах,硬い
563,flach::A,хаптаҕай,平らな
564,glatt::A,кылааккай,滑らかな
565,hart::A,хатан,堅い
566,hart::A,кытаанах,堅い
567,weich::A,сымнаҕас,柔らかい
568,rund::A,төгүрүк,丸い
569,spitz::A,сытыы,尖った
570,spitz::A,уһуктаах,尖った
571,scharf::A,сытыы,鋭い
572,stumpf::A,сыппах,鈍い
573,schwer::A,ыарахан,重い
574,schön::A,кыраһыабай,綺麗な
575,heiß::A,итии,熱い
576,warm::A,ичигэс,温かい
577,kalt::A,тымныы,寒い
578,kalt::A,тымныы,冷たい
579,kühl::A,сөрүүн,涼しい
580,frisch::A,ыраас,ひんやりした
581,frisch::A,сөрүүн,ひんやりした
582,frisch::A,тымныы,ひんやりした
583,feucht::A,сииктээх,湿った
584,nass::A,инчэҕэй,濡れた
585,trocken::A,кураан,乾いた
586,voll::A,толору,いっぱいの
587,leer::A,иччитэх,空の
588,offen::A,аһаҕас,開いた
589,geschlossen::A,бүтэй,閉まった
590,sauber::A,сэбэр,清潔な
591,schmutzig::A,кирдээх,汚い
592,roh::A,сиикэй,生の
593,reif::A,буспут,熟した
594,reif::A,сиппит-хоппут,熟した
595,lecker::A,минньигэс,美味しい
596,süß::A,минньигэс,甘い
597,bitter::A,аһыы,苦い
598,sauer::A,аһыы,酸っぱい
599,hell::A,сырдык,明るい
600,dunkel::A,хараҥа,暗い
601,schwarz::A,хара,黒い
602,weiß::A,үрүҥ,白い
603,weiß::A,маҥан,白い
604,rot::A,кыһыл,赤い
605,gelb::A,саһархай,黄色い
606,blau::A,күөх,青い
607,grün::A,күөх,緑の
608,grün::A,от күөҕэ,緑の
609,grau::A,сиэрэй,灰色の
610,bunt::A,эриэн,色取り取りの
611,billig::A,чэпчэки,安い
612,teuer::A,сыаналаах,高い
613,wertvoll::A,сыаналаах,貴重な
614,blind::A,хараҕа суох,盲目の
615,taub::A,дьүлэй,耳が聞こえない
616,kräftig::A,модун,強力な
617,stark::A,күүстээх,強い
618,schwach::A,мөлтөх,弱い
619,fett::A,эмис,太った
620,schlank::A,дьылҕан,ほっそりした
621,schlank::A,дьыпсаҕай,ほっそりした
622,hübsch::A,олус кэрэ,素敵な
623,hübsch::A,көрүөхтэн үчүгэй,素敵な
624,böse::A,өһүөннээх,悪い
625,dumm::A,акаары,馬鹿な
626,faul::A,нэс,怠惰な
627,fleißig::A,кыһамньылаах,勤勉な
628,geizig::A,иҥсэлээх,けちな
629,klug::A,өйдөөх,賢い
630,klug::A,өйдөөх,頭のいい
631,geschickt::A,наһаа дьоҕурдаах,器用な
632,lieb::A,тапталлаах,愛らしい
633,lustig::A,көрдөөх,楽しい
634,sanft::A,намчы,温和な
635,sanft::A,сымнаҕас,温和な
636,hungrig::A,аччык,空腹の
637,krank::A,ыалдьар,病気の
638,nackt::A,сыгынньах,裸の
639,traurig::A,санаарҕабыллаах,悲しい
640,lebendig::A,тыыннаах,生きた
641,gut::A,үтүө,良い
642,gut::A,үчүгэй,良い
643,schlecht::A,куһаҕан,悪い
644,schlecht::A,куһаҕан,駄目な
645,richtig::A,сөп,正しい
646,schlimm::A,сидьиҥ,ひどい
647,schlimm::A,быдьар,ひどい
648,wahr::A,кырдьык,本当の
649,alt::A,былыргы,古い
650,neu::A,саҥа,新しい
651,ehemalig::A,урукку,以前の
652,alt[Lebewesen]::A,кырдьаҕас,年を取った
653,jung::A,эдэр,若い
654,arm::A,дьадаҥы,貧乏な
655,reich::A,баай,裕福な
656,bekannt::A,билэр,有名な
657,berühmt::A,аатырбыт,有名な
658,fremd::A,атын,見知らぬ
659,verschieden::A,араас,色々な
660,nah::A,чугас,近い
661,fern::A,ыраах,遠い
662,linker::A,хаҥас,左の
663,rechter::A,уҥа,右の
664,anderer::A,атын,別の
665,erster::A,маҥнайгы,一番目
666,zweiter::A,иккис,二番目
667,dritter::A,үһүс,三番目
668,letzter::A,тиһэх,最後の
669,allein::ADV,соҕотох,一人で
670,auf einmal::ADV,биирдэ,同時に
671,zusammen::ADV,холбуу,一緒に
672,lange::ADV,уһуннук,長い間
673,plötzlich::ADV,эмискэ,急に
674,sofort::ADV,тута,すぐに
675,später::ADV,хойут,後で
676,jetzt::ADV,билигин,今
677,heute::ADV,бүгүн,今日
678,morgen::ADV,сарсын,明日
679,bald::ADV,өтөр,間もなく
680,dann::ADV,кэнна,それから
681,gestern::ADV,бэҕэһээ,昨日
682,einst::ADV,биир төгүл,過去に
683,einst::ADV,арай биирдэ,過去に
684,damals::ADV,оччоҕо,あの時
685,danach::ADV,аары,その後で
686,danach::ADV,ол кэнниттэн,その後で
687,vorher::ADV,урут,以前に
688,zuerst::ADV,маҥнай,まず
689,zuerst::ADV,маҥнай,最初に
690,einmal::ADV,биирдэ,一回
691,manchmal::ADV,арыт,時々
692,oft::ADV,чаастатык,よく
693,immer::ADV,мэлдьи,いつも
694,niemals::ADV,хаһан да,一度も...ない
695,hier::ADV,маныаха,こちら
696,hierhin::ADV,бэттэх,ここへ
697,hierhin::ADV,бэттэх,こちらへ
698,von hier::ADV,мантан,ここから
699,dort::ADV,онно,そちら
700,dorthin::ADV,онно,そこへ
701,dorthin::ADV,онно,そちらへ
702,geradeaus::ADV,быһа,真っ直ぐに
703,geradeaus::ADV,быһаччы,真っ直ぐに
704,vorwärts::ADV,инники,前へ
705,rückwärts::ADV,төттөру,後ろへ
706,zurück::ADV,төттөрү,後ろへ
707,unten::ADV,аллара,下に
708,hinab::ADV,аллара,下へ
709,oben::ADV,үөһэ,上に
710,hinauf::ADV,өрө,上へ
711,hinauf::ADV,үөһэ,上へ
712,überall::ADV,бэйдиэ,どこでも
713,nicht::ADV,буолбатах,ない
714,ein wenig::ADV,кыратык,少し
715,ein wenig::ADV,кыратык,ちょっと
716,kaum::ADV,нэһиилэ,ほとんど～ない
717,sehr::ADV,бэрт,とても
718,sehr::ADV,наһаа,とても
719,so::ADV,оччо,こう
720,so::ADV,оннук,こう
721,noch::ADV,өссө,まだ
722,nur::ADV,эрэ,～だけ
723,nur::ADV,сыччах,～だけ
724,schon::ADV,бэлиэр,もう
725,wieder::ADV,эмиэ,再び
726,vergebens::ADV,таак,無駄に
727,vor::PRP,иннигэр,前に
728,hinter::PRP,кэлин,後ろに
729,unter::PRP,-ҕа,下に
730,unter::PRP,оһох түгэҕэ,下に
731,durch::PRP,курдары,通して
732,neben::PRP,аттыгар,横に
733,zwischen::PRP,ыккардынан,間に
734,wegen::PRP,уҥуортан,為に
735,wegen::PRP,уҥуортан,せいで
736,dies::PRN,ити,これ
737,dies::PRN,бу,これ
738,das::PRN,били,それ
739,alles::PRN,барыта,全部
740,ich::PRN,мин,私
741,du::PRN,эн,あなた
742,er::PRN,кнни,彼
743,wir::PRN,биһиги,私達
744,ihr::PRN,эһиги,あなた達
745,sie::PRN,кинилэр,彼ら
746,was::FPRN,туох,何
747,wer::FPRN,ким,誰
748,wer::FPRN,ким,どなた
749,wo::FADV,ханна,どこ
750,wo::FADV,ханна,どこに
751,wohin::FADV,ханна,どこへ
752,wie::FADV,хайдах,どう
753,warum::FADV,тоҕо,何故
754,warum::FADV,тоҕо,どうして
755,wieviel::FNUM,төһө,どのくらい
756,eins::NUM,биир,一
757,zwei::NUM,икки,二
758,zwei::NUM,икки,二つ
759,drei::NUM,үс,三
760,drei::NUM,үс,三つ
761,vier::NUM,түөрт,四
762,vier::NUM,түөрт,四つ
763,fünf::NUM,биэс,五
764,fünf::NUM,биэс,五つ
765,sechs::NUM,алта,六
766,sechs::NUM,алта,六つ
767,sieben::NUM,сэттэ,七
768,sieben::NUM,сэттэ,七つ
769,acht::NUM,аҕыс,八
770,acht::NUM,аҕыс,八つ
771,neun::NUM,тоҕус,九
772,neun::NUM,тоҕус,九つ
773,zehn::NUM,уон,十
774,elf::NUM,уон биир,十一
775,zwölf::NUM,уон икки,十二
776,zwanzig::NUM,сүүрбэ,二十
777,dreißig::NUM,отут,三十
778,vierzig::NUM,түөрт уон,四十
779,fünfzig::NUM,биэс уон,五十
780,sechzig::NUM,алта уон,六十
781,siebzig::NUM,сэттэ уон,七十
782,achtzig::NUM,аҕыс уон,八十
783,neunzig::NUM,тоҕус уонус,九十
784,hundert::NUM,сүүс,百
785,tausend::NUM,тыһыынча,千
786,und::CNJ,да,-と
787,und::CNJ,да,そして
788,und::CNJ,уонна,-と
789,und::CNJ,уонна,そして
790,und::CNJ,итиэннэ,-と
