,Concept_ID,tr,sah
211,Schmetterling::N,kelebek,үрүмэччи
212,Beere::N,tane,отон
213,Apfel::N,elma,яблоко
214,Pilz::N,mantar,тэллэй
215,Zwiebel::N,soğan,луук
216,Saat::N,ekin,сиэмэ
217,Korn::N,tane,сиэмэ
218,Heu::N,kuru ot,от
219,Schale::N,kabuk,хах
220,Grube::N,çukur,дьаама
221,Falle::N,tuzak,сохсо
222,Schlinge::N,ilmik,уктаа
223,Spur::N,iz,суол
224,Asche::N,kül,күл
225,Dreck::N,pislik,бадараан
226,Eisen::N,demir,тимир
227,Gold::N,altın,көмүс
228,Gold::N,altın,кыһыл көмүс
229,Silber::N,gümüş,көмүс
230,Silber::N,gümüş,үрүҥ көмүс
231,Kohle::N,kömür,чох
232,Glas::N,cam,өстүөкүлэ
233,Lehm::N,balçık,туой
234,Sand::N,kum,кумах
235,Mensch::N,insan,киһи
236,Mann::N,adam,эр
237,Mann::N,erkek,эр
238,Frau::N,bayan,дьахтар
239,Kind::N,çocuk,оҕо
240,Junge::N,erkek çocuk,уол
241,Mädchen::N,kız,кыыс оҕо
242,Familie::N,aile,кэргэн
243,Großvater::N,dede,эһэ
244,Großvater::N,büyükbaba,эһэ
245,Großmutter::N,nine,эбэ
246,Großmutter::N,büyükanne,эбэ
247,Eltern::N,ebeveyn,аҕа-ийэ
248,Eltern::N,ana baba,аҕа-ийэ
249,Vater::N,ata,аҕа
250,Vater::N,baba,аҕа
251,Mutter::N,ana,ийэ
252,Mutter::N,anne,ийэ
253,Sohn::N,oğul,уол
254,Tochter::N,kız,кыыс
255,Tochter::N,kız evlât,кыыс
256,Bruder::N,abi,убай
257,Bruder::N,abi,быраат
258,Bruder::N,erkek kardeş,убай
259,Bruder::N,erkek kardeş,быраат
260,Schwester::N,abla,аҕас
261,Schwester::N,abla,балыс
262,Schwester::N,kız kardeş,аҕас
263,Schwester::N,kız kardeş,балыс
264,Onkel::N,dayı,таай
265,Onkel::N,dayı,абаҕа
266,Tante::N,hala,эдьиий
267,Tante::N,teyze,эдьиий
268,Ehemann::N,koca,эр
269,Ehefrau::N,karı,ойох
270,Freude::N,neşe,үөрүү
271,Freude::N,sevinç,үөрүү
272,Gelächter::N,gülme,күлүү
273,Gelächter::N,kahkaha,күлүү
274,Glück::N,mutluluk,дьол
275,Glück::N,mutluluk,соргу
276,Kummer::N,dert,кутурҕан
277,Kummer::N,keder,кутурҕан
278,Wunsch::N,arzu,баҕарыы
279,Wunsch::N,istek,баҕарыы
280,Lust::N,arzu,баҕа
281,Lust::N,heves,баҕа
282,Geist::N,tin,тыын
283,Gedanke::N,fikir,санаа
284,Gedanke::N,düşünce,санаа
285,Gedächtnis::N,bellek,өй
286,Verstand::N,zekâ,өй
287,Sinn::N,anlam,суолта
288,Grund::N,sebep,төрүөт
289,Wahrheit::N,doğruluk,кырдьык
290,Wahrheit::N,gerçeklik,кырдьык
291,Gespräch::N,görüşme,бэсиэдэ
292,Gespräch::N,görüşme,кэпсэтии
293,Märchen::N,masal,остуоруйа
294,Erzählung::N,öykü,кэпсээн
295,Erzählung::N,hikâye,кэпсээн
296,Nachricht::N,haber,биллэриллии
297,Neuigkeit::N,haber,сонун
298,Name::N,ad,аат
299,Name::N,isim,аат
300,Rätsel::N,bilmece,таабырын
301,Rede::N,söylev,этии
302,Rede::N,konuşma,этии
303,Sprache::N,dil,тыл
304,Sprache::N,lisan,тыл
305,Stimme::N,ses,куолас
306,Wort::N,kelime,тыл
307,Zeichen::N,işaret,бэлиэ
308,Ruf::N,çağırma,ыҥырыы
309,Lärm::N,şamata,айдаан
310,Lärm::N,gürültü,айдаан
311,Laut::N,ses,тыас
312,Ton::N,ses,дорҕоон
313,Lied::N,türkü,ырыа
314,Ruhe::N,sakinlik,уу чуумпу
315,Leute::N,halk,дьон
316,Leute::N,insanlar,дьон
317,Volk::N,ulus,дьон
318,Volk::N,ulus,норуот
319,Volk::N,millet,дьон
320,Volk::N,millet,норуот
321,Arbeit::N,iş,үлэ
322,Arbeit::N,çalışma,үлэ
323,Gast::N,konuk,ыалдьыт
324,Gast::N,misafir,ыалдьыт
325,Geschenk::N,hediye,бэлэх
326,Geschenk::N,armağan,бэлэх
327,Spiel::N,oyun,оонньуу
328,Gesellschaft::N,çevre,общество
329,Gesellschaft::N,arkadaşlık,общество
330,Hilfe::N,yardım,көмө
331,Freund::N,dost,доҕор
332,Freund::N,arkadaş,доҕор
333,Kamerad::N,arkadaş,атас
334,Angelegenheit::N,iş,дьыала
335,Angelegenheit::N,husus,дьыала
336,Anzahl::N,sayı,ахсаан
337,Art::N,çeşit,биис
338,Stück::N,tane,кырбас
339,Stück::N,parça,кырбас
340,Teil::N,kısım,ирээт
341,Hälfte::N,yarı,аҥар
342,Kreis::N,daire,төгүрүк
343,Kreis::N,daire,төгүрүмтэ
344,Kreuz::N,haç,кириэс
345,Linie::N,hat,сурааһын
346,Linie::N,çizgi,сурааһын
347,Strich::N,çizgi,сурааһын
348,Abstand::N,aralık,арыт
349,Entfernung::N,mesafe,ыраах
350,Entfernung::N,uzaklık,ыраах
351,Gegend::N,yöre,сир
352,Platz::N,yer,арыт
353,Ort::N,yer,сир
354,Seite::N,yan,өрүт
355,Seite::N,yan,сирэй
356,Seite::N,taraf,өрүт
357,Seite::N,taraf,сирэй
358,Mitte::N,orta,орто
359,Mitte::N,merkez,орто
360,Gegenstand::N,şey,предмет
361,Sache::N,iş,мал
362,Sache::N,şey,мал
363,Rand::N,kenar,кытыы
364,Rand::N,kenar,ойоҕос
365,Kante::N,kenar,кырыы
366,Ecke::N,köşe,муннук
367,Spitze::N,uç,чыпчаал
368,Spitze::N,baş,чыпчаал
369,Ende::N,uç,төбө
370,Loch::N,oyuk,тэһэҕэс
371,Loch::N,oyuk,дьөлөҕөс
372,Loch::N,delik,тэһэҕэс
373,Loch::N,delik,дьөлөҕөс
374,Winkel::N,köşe,муннук
375,Muster::N,örnek,оһуор
376,Größe::N,büyüklük,кээмэй
377,Länge::N,uzunluk,уста
378,Höhe::N,yükseklik,үрдүк
379,Gewicht::N,ağırlık,ыйааһын
380,Menge::N,miktar,ахсаан
381,Haufen::N,küme,чөмчөх
382,Haufen::N,yığın,чөмчөх
383,Reihe::N,sıra,кэккэ
384,Boot::N,kayık,оҥочо
385,Boot::N,sandal,оҥочо
386,Ruder::N,kürek,эрдии
387,Schlitten::N,kızak,сыарҕа
388,Ski::N,kayak,хайыһар
389,Lagerfeuer::N,kamp ateşi,кутаа
390,Last::N,yük,ыарахан
391,Gang::N,gidiş,хаамыы
392,Gang::N,yürüyüş,хаамыы
393,Schritt::N,adım,хардыы
394,Norden::N,kuzey,хоту
395,Süden::N,güney,соҕуруу
396,Westen::N,batı,арҕаа
397,Osten::N,doğu,илин
398,Holz::N,ağaç,мас
399,Holz::N,tahta,мас
400,Brett::N,tahta,дуоска
401,Brett::N,tahta,хаптаһын
402,Platte::N,levha,билиитэ
403,Stütze::N,dayak,тулааһын
404,Stütze::N,destek,тулааһын
405,Stange::N,çubuk,ураҕас
406,Stock::N,sopa,мас
407,Stock::N,sopa,баалкы
408,Stock::N,değnek,мас
409,Stock::N,değnek,баалкы
410,Stab::N,sırık,ураҕас
411,Stab::N,baston,ураҕас
412,Rohr::N,boru,турба
413,Haus::N,ev,дьиэ
414,Heim::N,ev,дьиэ
415,Heim::N,yurt,дьиэ
416,Ofen::N,soba,оһох
417,Fußboden::N,taban,муоста
418,Fußboden::N,döşeme,муоста
419,Tisch::N,masa,остуол
420,Stuhl::N,iskemle,устуул
421,Stuhl::N,sandalye,устуул
422,Wiege::N,beşik,биһик
423,Bett::N,yatak,кырабаат
424,Regal::N,raf,долбуур
425,Kiste::N,sandık,дьааһык
426,Fenster::N,pencere,түннүк
427,Tür::N,kapı,аан
428,Tor::N,kapı,аан
429,Zaun::N,çit,соппулуот
430,Dach::N,dam,кырыыса
431,Dach::N,çatı,кырыыса
432,Leiter::N,merdiven,кирилиэс
433,Besen::N,süpürge,миинньик
434,Spaten::N,bel,күрдьэх
435,Schaufel::N,kürek,күрдьэх
436,Gabel::N,çatal,биилкэ
437,Löffel::N,kaşık,луоска
438,Messer::N,bıçak,быһах
439,Nagel::N,çivi,тоһоҕо
440,Netz::N,ağ,илим
441,Haken::N,çengel,көхө
442,Griff::N,kulp,ук
443,Griff::N,kulp,тутаах
444,Griff::N,tutamak,ук
445,Griff::N,tutamak,тутаах
446,Schloss::N,kilit,күлүүс
447,Bild::N,imaj,хартыына
448,Bild::N,resim,хартыына
449,Figur::N,şekil,фигура
450,Figur::N,heykel,фигура
451,Puppe::N,kukla,куукула
452,Beutel::N,kese,мөһөөччук
453,Beutel::N,torba,мөһөөччук
454,Bündel::N,deste,баайыы
455,Tasche::N,çanta,суумка
456,Eimer::N,kova,биэдэрэ
457,Deckel::N,kapak,хаппах
458,Geschirr::N,kap kacak,иһит
459,Sack::N,torba,куул
460,Tasse::N,fincan,сэлиэнэй
461,Topf::N,tencere,көстүрүүҥкэ
462,Kessel::N,kazan,хочуол
463,Essen::N,yemek,аһылык
464,Nahrung::N,gıda,ас
465,Nahrung::N,besin,ас
466,Speise::N,yemek,аһылык
467,Fleisch::N,et,эт
468,Getreide::N,tahıl,злактар
469,Getreide::N,hububat,злактар
470,Brei::N,ezme,хааһы
471,Brot::N,ekmek,килиэп
472,Scheibe::N,dilim,куһуок
473,Fett::N,yağ,сыа
474,Butter::N,tereyağı,арыы
475,Öl::N,yağ,арыы
476,Öl::N,akar yağ,арыы
477,Salz::N,tuz,туус
478,Suppe::N,çorba,мин
479,Honig::N,bal,мүөт
480,Milch::N,süt,үүт
481,Tee::N,çay,чэй
482,Leder::N,deri,тирии
483,Leder::N,meşin,тирии
484,Wolle::N,yün,түү
485,Stoff::N,kumaş,таҥас
486,Nadel::N,iğne,иннэ
487,Faden::N,tire,сап
488,Faden::N,iplik,сап
489,Knopf::N,düğme,тимэх
490,Knoten::N,düğüm,түмүк
491,Farbe::N,boya,кырааска
492,Kleidung::N,giyim,таҥас
493,Hemd::N,gömlek,ырбаахы
494,Kragen::N,yaka,саҕа
495,Ärmel::N,yen,сиэх
496,Ärmel::N,elbise kolu,сиэх
497,Hose::N,pantolon,ыстаан
498,Hose::N,pantolon,бүрүүкэ
499,Gürtel::N,kuşak,кур
500,Mütze::N,bere,бэргэһэ
501,Mütze::N,kasket,бэргэһэ
502,Schuh::N,kundura,бачыыҥка
503,Schuh::N,ayakkabı,бачыыҥка
504,Stiefel::N,çizme,саппыкы
505,Ring::N,yüzük,биһилэх
506,Band::N,bağ,лиэнтэ
507,Band::N,şerit,лиэнтэ
508,Kamm::N,tarak,тараах
509,Spiegel::N,ayna,сиэркилэ
510,Riemen::N,kayış,кур
511,Schnur::N,ip,быа
512,Schnur::N,sicim,быа
513,Leine::N,kayış,тэһиин
514,Decke::N,örtü,суорҕан
515,Decke::N,yorgan,суорҕан
516,Kissen::N,yastık,сыттык
517,Tuch::N,bez,былаат
518,Handtuch::N,havlu,соттор
519,Kraft::N,güç,сыра
520,Kraft::N,kuvvet,сыра
521,Stärke::N,kuvvet,күүс
522,Gesundheit::N,sağlık,доруобуйа
523,Krankheit::N,hastalık,ыарыы
524,Schmerz::N,ağrı,ыарыы
525,Schmerz::N,sancı,ыарыы
526,Wunde::N,yara,баас
527,Fieber::N,ateş,түрүлгэн
528,Fieber::N,ateş,лихорадка
529,Fieber::N,ateş,температура
530,Arznei::N,ilâç,эмп
531,Brücke::N,köprü,күргэ
532,Brunnen::N,kuyu,холуодьас
533,Brunnen::N,çeşme,холуодьас
534,Weide::N,otlak,мэччирэҥ
535,Pfad::N,patika,ыллык
536,Pfad::N,keçiyolu,ыллык
537,Weg::N,yol,суол
538,Straße::N,yol,суол
539,Straße::N,cadde,суол
540,Dorf::N,köy,дэриэбинэ
541,Stadt::N,kent,куорат
542,Stadt::N,şehir,куорат
543,Brief::N,mektup,сурук
544,Buch::N,kitap,кинигэ
545,Buchstabe::N,harf,буква
546,Zeitung::N,gazete,хаһыат
547,Leben::N,hayat,тыын
548,Tod::N,ölüm,өлүү
549,Grab::N,kabir,иин
550,Kirche::N,kilise,таҥара дьиэтэ
551,Sünde::N,günah,айыы
552,Gott::N,tanrı,тангара
553,Arbeiter::N,işçi,үлэһит
554,Chef::N,şef,баһылык
555,Chef::N,şef,начальник
556,Chef::N,müdür,баһылык
557,Chef::N,müdür,начальник
558,Meister::N,usta,уус
559,Meister::N,usta,маастар
560,Arzt::N,hekim,врач
561,Arzt::N,doktor,врач
562,Lehrer::N,hoca,учуутал
563,Lehrer::N,öğretmen,учуутал
564,Geld::N,para,харчы
565,Geschäft::N,ticaret,идэ
566,Laden::N,dükkân,маҕаһыын
567,Preis::N,fiyat,сыана
568,Ware::N,mal,табаар
569,Nutzen::N,fayda,туһа
570,Reichtum::N,servet,баай
571,Reichtum::N,zenginlik,баай
572,Welt::N,dünya,аан дойду
573,Land::N,ülke,дойду
574,Staat::N,devlet,государство
575,König::N,kral,король
576,Macht::N,kudret,былаас
577,Macht::N,iktidar,былаас
578,Grenze::N,had,кыраныысса
579,Grenze::N,sınır,кыраныысса
580,Krieg::N,savaş,сэрии
581,Feind::N,düşman,өстөөх
582,Gewalt::N,zor,күүһүлээһин
583,Gewalt::N,cebir,күүһүлээһин
584,Kampf::N,savaş,охсуһуу
585,Bogen[Waffe]::N,yay,ох
586,Pfeil::N,ok,ох
587,Gewehr::N,tüfek,саа
588,Fehler::N,hata,сыыһа
589,Fehler::N,yanlış,сыыһа
590,Lüge::N,yalan,сымыйа
591,Schaden::N,zarar,хоромньу
592,Unglück::N,felâket,алдьархай
593,Unglück::N,talihsizlik,алдьархай
594,Schuld::N,suç,буруй
595,Schuld::N,kabahat,буруй
596,Alter::N,yaş,саас
597,Schluss::N,son,тиһэх
598,Zeit::N,zaman,бириэмэ
599,Tag::N,gün,күн
600,Morgen::N,sabah,сарсыарда
601,Mittag::N,öğle,күн ортото
602,Abend::N,akşam,киэһэ
603,Nacht::N,gece,түүн
604,Woche::N,hafta,нэдиэлэ
605,Monat::N,ay,ый
606,Jahr::N,yıl,сыл
607,Jahr::N,yıl,дьыл
608,Jahr::N,sene,сыл
609,Jahr::N,sene,дьыл
610,Frühling::N,ilkbahar,саас
611,Sommer::N,yaz,сайын
612,Herbst::N,güz,күһүн
613,Herbst::N,sonbahar,күһүн
614,Winter::N,kış,кыһын
615,Januar::N,ocak,тохсунньу
616,Februar::N,şubat,олунньу
617,März::N,mart,кулун тутар
618,April::N,nisan,муус устар ый
619,Mai::N,mayıs,ыам ыйа
620,Juni::N,haziran,бэс ыйа
621,Juli::N,temmuz,от ыйа
622,August::N,ağustos,атырдьах ыйа
623,September::N,eylül,балаҕан ыйа
624,Oktober::N,ekim,алтынньы
625,November::N,kasım,сэтинньи
626,Dezember::N,aralık,ахсынньы
627,Montag::N,pazartesi,бэнидиэнньик
628,Dienstag::N,salı,оптуорунньук
629,Mittwoch::N,çarşamba,сэрэдэ
630,Donnerstag::N,perşembe,чэппиэр
631,Freitag::N,cuma,бээтинсэ
632,Samstag::N,cumartesi,субуота
633,Sonntag::N,pazar,баскыһыанньа
634,groß::A,büyük,бөдөҥ
635,groß::A,büyük,улахан
636,klein::A,ufak,кыр
637,klein::A,küçük,кыр
638,lang::A,uzun,уһун
639,kurz::A,kısa,кылгас
640,breit::A,enli,кэтит
641,breit::A,geniş,кэтит
642,schmal::A,dar,кыараҕас
643,dicht::A,sık,хойуу
644,dicht::A,yoğun,хойуу
645,dick[Gegenstand]::A,kalın,суон
646,dick[Gegenstand]::A,kalın,хойуу
647,dick[Gegenstand]::A,iri,суон
648,dick[Gegenstand]::A,iri,хойуу
649,dünn::A,ince,чараас
650,fein::A,ince,бытархай
651,fein::A,ince,синньигес
652,fein::A,narin,бытархай
653,fein::A,narin,синньигес
654,fest::A,sabit,бөҕө
655,fest::A,sabit,кытаанах
656,fest::A,sağlam,бөҕө
657,fest::A,sağlam,кытаанах
658,flach::A,düz,хаптаҕай
659,flach::A,yassı,хаптаҕай
660,glatt::A,düz,кылааккай
661,hart::A,katı,хатан
662,hart::A,katı,кытаанах
663,weich::A,yumuşak,сымнаҕас
664,rund::A,yuvarlak,төгүрүк
665,spitz::A,sivri,сытыы
666,spitz::A,sivri,уһуктаах
667,scharf::A,keskin,сытыы
668,stumpf::A,kör,сыппах
669,schwer::A,ağır,ыарахан
670,schön::A,güzel,кыраһыабай
671,heiß::A,kızgın,итии
672,warm::A,sıcak,ичигэс
673,kalt::A,soğuk,тымныы
674,kühl::A,serin,сөрүүн
675,frisch::A,taze,ыраас
676,frisch::A,taze,сөрүүн
677,frisch::A,taze,тымныы
678,feucht::A,nemli,сииктээх
679,feucht::A,rutubetli,сииктээх
680,nass::A,yaş,инчэҕэй
681,nass::A,ıslak,инчэҕэй
682,trocken::A,kuru,кураан
683,voll::A,dolu,толору
684,voll::A,dolmuş,толору
685,leer::A,boş,иччитэх
686,offen::A,açık,аһаҕас
687,geschlossen::A,kapalı,бүтэй
688,sauber::A,pak,сэбэр
689,sauber::A,temiz,сэбэр
690,schmutzig::A,pis,кирдээх
691,schmutzig::A,kirli,кирдээх
692,roh::A,çiğ,сиикэй
693,reif::A,olgun,буспут
694,reif::A,olgun,сиппит-хоппут
695,lecker::A,lezzetli,минньигэс
696,süß::A,tatlı,минньигэс
697,süß::A,şekerli,минньигэс
698,bitter::A,acı,аһыы
699,sauer::A,ekşi,аһыы
700,hell::A,aydınlık,сырдык
701,dunkel::A,karanlık,хараҥа
702,schwarz::A,kara,хара
703,schwarz::A,siyah,хара
704,weiß::A,ak,үрүҥ
705,weiß::A,ak,маҥан
706,weiß::A,beyaz,үрүҥ
707,weiß::A,beyaz,маҥан
708,rot::A,kırmızı,кыһыл
709,gelb::A,sarı,саһархай
710,blau::A,mavi,күөх
711,grün::A,yeşil,күөх
712,grün::A,yeşil,от күөҕэ
713,grau::A,boz,сиэрэй
714,bunt::A,renkli,эриэн
715,billig::A,ucuz,чэпчэки
716,teuer::A,pahalı,сыаналаах
717,wertvoll::A,değerli,сыаналаах
718,blind::A,kör,хараҕа суох
719,taub::A,sağır,дьүлэй
720,kräftig::A,dinç,модун
721,kräftig::A,kuvvetli,модун
722,stark::A,güçlü,күүстээх
723,stark::A,kuvvetli,күүстээх
724,schwach::A,zayıf,мөлтөх
725,schwach::A,güçsüz,мөлтөх
726,fett::A,şişman,эмис
727,schlank::A,narin,дьылҕан
728,schlank::A,narin,дьыпсаҕай
729,hübsch::A,güzel,олус кэрэ
730,hübsch::A,güzel,көрүөхтэн үчүгэй
731,hübsch::A,sevimli,олус кэрэ
732,hübsch::A,sevimli,көрүөхтэн үчүгэй
733,böse::A,kötü,өһүөннээх
734,dumm::A,aptal,акаары
735,faul::A,tembel,нэс
736,fleißig::A,çalışkan,кыһамньылаах
737,geizig::A,cimri,иҥсэлээх
738,klug::A,zekî,өйдөөх
739,klug::A,akıllı,өйдөөх
740,geschickt::A,becerikli,наһаа дьоҕурдаах
741,lieb::A,sevimli,тапталлаах
742,lustig::A,neşeli,көрдөөх
743,sanft::A,nazik,намчы
744,sanft::A,nazik,сымнаҕас
745,hungrig::A,aç,аччык
746,krank::A,hasta,ыалдьар
747,krank::A,rahatsız,ыалдьар
748,nackt::A,çıplak,сыгынньах
749,traurig::A,kederli,санаарҕабыллаах
750,traurig::A,üzüntülü,санаарҕабыллаах
751,lebendig::A,canlı,тыыннаах
752,gut::A,iyi,үтүө
753,gut::A,iyi,үчүгэй
754,schlecht::A,kötü,куһаҕан
755,richtig::A,doğru,сөп
756,schlimm::A,kötü,сидьиҥ
757,schlimm::A,kötü,быдьар
758,wahr::A,doğru,кырдьык
759,wahr::A,gerçek,кырдьык
760,alt::A,eski,былыргы
761,neu::A,yeni,саҥа
762,ehemalig::A,önceki,урукку
763,alt[Lebewesen]::A,yaşlı,кырдьаҕас
764,jung::A,genç,эдэр
765,arm::A,fakir,дьадаҥы
766,reich::A,zengin,баай
767,bekannt::A,bilinen,билэр
768,berühmt::A,ünlü,аатырбыт
769,berühmt::A,meşhur,аатырбыт
770,fremd::A,yabancı,атын
771,verschieden::A,ayrı,араас
