,Concept_ID,lv,fa
90,Ferse::N,кокбӧр,پاشنه
91,Ferse::N,papēdis,پاشنه
92,Knie::N,пидзӧс,زانو
93,Knie::N,celis,زانو
94,Oberschenkel::N,лядьвей,ران
95,Oberschenkel::N,бек,ران
96,Oberschenkel::N,ciska,ران
97,Oberschenkel::N,augšstilbs,ران
98,Bein::N,кок,پا
99,Bein::N,кок,لنگ
100,Bein::N,kāja,پا
101,Bein::N,kāja,لنگ
102,Körper::N,туша,تن
103,Körper::N,туша,بدن
104,Körper::N,вывтыр,تن
105,Körper::N,вывтыр,بدن
106,Körper::N,miesa,تن
107,Körper::N,miesa,بدن
108,Körper::N,ķermenis,تن
109,Körper::N,ķermenis,بدن
110,Haut::N,ку,پوست
111,Haut::N,āda,پوست
112,Blut::N,вир,خون
113,Blut::N,asins,خون
114,Ader::N,сӧн,رگ
115,Ader::N,asinsvads,رگ
116,Sehne::N,вез,زردپی
117,Sehne::N,dzīsla,زردپی
118,Knochen::N,лы,استخوان
119,Knochen::N,kauls,استخوان
120,Gehirn::N,вем,مخ
121,Gehirn::N,вем,مغز
122,Gehirn::N,smadzenes,مخ
123,Gehirn::N,smadzenes,مغز
124,Herz::N,сьӧлӧм,دل
125,Herz::N,сьӧлӧм,قلب
126,Herz::N,sirds,دل
127,Herz::N,sirds,قلب
128,Magen::N,кынӧм,معده
129,Magen::N,kuņģis,معده
130,Leber::N,мус,کبد
131,Leber::N,aknas,کبد
132,Atem::N,лов,نفس
133,Atem::N,elpa,نفس
134,Hunger::N,тшыг,گرسنگی
135,Hunger::N,bads,گرسنگی
136,Hunger::N,izsalkums,گرسنگی
137,Träne::N,синва,اشک
138,Träne::N,asara,اشک
139,Geschmack::N,кӧр,مزه
140,Geschmack::N,чӧсмӧс,مزه
141,Geschmack::N,garša,مزه
142,Geruch::N,зын,بو
143,Geruch::N,дук,بو
144,Geruch::N,smaka,بو
145,Schlaf::N,узьӧм,خواب
146,Schlaf::N,miegs,خواب
147,Traum::N,вӧт,رؤیا
148,Traum::N,вӧтасьӧм,رؤیا
149,Traum::N,sapnis,رؤیا
150,Himmel::N,енэж,فلک
151,Himmel::N,енэж,آسمان
152,Himmel::N,debess,فلک
153,Himmel::N,debess,آسمان
154,Sonne::N,шонді,آفتاب
155,Sonne::N,шонді,خورشید
156,Sonne::N,saule,آفتاب
157,Sonne::N,saule,خورشید
158,Mond::N,тӧлысь,ماه
159,Mond::N,mēness,ماه
160,Stern::N,кодзув,ستاره
161,Stern::N,zvaigzne,ستاره
162,Luft::N,сынӧд,هوا
163,Luft::N,gaiss,هوا
164,Wind::N,тӧв,باد
165,Wind::N,vējš,باد
166,Welle::N,гы,موج
167,Welle::N,vilnis,موج
168,Wasser::N,ва,آب
169,Wasser::N,ūdens,آب
170,Stein::N,из,سنگ
171,Stein::N,akmens,سنگ
172,Boden::N,му,زمین
173,Boden::N,augsne,زمین
174,Erde::N,му,خاک
175,Erde::N,му,زمین
176,Erde::N,му-ва,خاک
177,Erde::N,му-ва,زمین
178,Erde::N,zeme,خاک
179,Erde::N,zeme,زمین
180,Staub::N,бус,گرد
181,Staub::N,бус,غبار
182,Staub::N,putekļi,گرد
183,Staub::N,putekļi,غبار
184,Rauch::N,тшын,دود
185,Rauch::N,dūmi,دود
186,Funke::N,кинь,جرقه
187,Funke::N,би кинь,جرقه
188,Funke::N,dzirkstele,جرقه
189,Feuer::N,би,آتش
190,Feuer::N,uguns,آتش
191,Licht::N,югӧр,نور
192,Licht::N,югӧр,روشنی
193,Licht::N,gaisma,نور
194,Licht::N,gaisma,روشنی
195,Schatten::N,вуджӧр,سایه
196,Schatten::N,ēna,سایه
197,Wetter::N,поводдя,هوا
198,Wetter::N,laiks,هوا
199,Nebel::N,ру,مه
200,Nebel::N,онь,مه
201,Nebel::N,migla,مه
202,Wolke::N,кымӧр,ابر
203,Wolke::N,mākonis,ابر
204,Regen::N,зэр,باران
205,Regen::N,lietus,باران
206,Schnee::N,лым,برف
207,Schnee::N,sniegs,برف
208,Eis::N,йи,یخ
209,Eis::N,ledus,یخ
210,Frost::N,кӧдзыд,یخبندان
211,Frost::N,sals,یخبندان
212,Kälte::N,кӧдзыд,سرما
213,Kälte::N,saltums,سرما
214,Kälte::N,aukstums,سرما
215,Hitze::N,пӧсь,گرما
216,Hitze::N,пӧсь,حرارت
217,Hitze::N,гожӧд,گرما
218,Hitze::N,гожӧд,حرارت
219,Hitze::N,karstums,گرما
220,Hitze::N,karstums,حرارت
221,Raureif::N,пуж,برف ریزه
222,Raureif::N,гыӧр,برف ریزه
223,Raureif::N,sarma,برف ریزه
224,Regenbogen::N,ӧшкамӧшка,رنگین‌کمان
225,Regenbogen::N,varavīksne,رنگین‌کمان
226,Donner::N,гым,رعد
227,Donner::N,pērkons,رعد
228,Strömung::N,ва ныр,جریان
229,Strömung::N,визувтӧм,جریان
230,Strömung::N,straume,جریان
231,Strömung::N,strāvojums,جریان
232,Tropfen::N,войт,قطره
233,Tropfen::N,lāse,قطره
234,Schaum::N,быг,کف
235,Schaum::N,быгзьӧм,کف
236,Schaum::N,putas,کف
237,Schmutz::N,няйт,گل
238,Schmutz::N,няйт,کثافت
239,Schmutz::N,dubļi,گل
240,Schmutz::N,dubļi,کثافت
241,See::N,ты,دریاچه
242,See::N,ezers,دریاچه
243,Sumpf::N,гыбад,مرداب
244,Sumpf::N,гыбад,باتلاق
245,Sumpf::N,кад,مرداب
246,Sumpf::N,кад,باتلاق
247,Sumpf::N,dumbrājs,مرداب
248,Sumpf::N,dumbrājs,باتلاق
249,Sumpf::N,staignājs,مرداب
250,Sumpf::N,staignājs,باتلاق
251,Moor::N,нюр,باتلاق
252,Moor::N,purvs,باتلاق
253,Moor::N,muklājs,باتلاق
254,Wiese::N,видз,چمن
255,Wiese::N,pļava,چمن
256,Wald::N,вӧр,جنگل
257,Wald::N,mežs,جنگل
258,Hügel::N,дзиб,تل
259,Hügel::N,дзиб,تپه
260,Hügel::N,мыльк,تل
261,Hügel::N,мыльк,تپه
262,Hügel::N,нӧрыс,تل
263,Hügel::N,нӧрыс,تپه
264,Hügel::N,paugurs,تل
265,Hügel::N,paugurs,تپه
266,Anhöhe::N,мыльк,بلندی
267,Anhöhe::N,нӧрыс,بلندی
268,Anhöhe::N,paugurs,بلندی
269,Berg::N,чой,کوه
270,Berg::N,керӧс,کوه
271,Berg::N,kalns,کوه
272,Gipfel::N,чук,قله
273,Gipfel::N,virsotne,قله
274,Höhle::N,рудӧг,غار
275,Höhle::N,ala,غار
276,Abhang::N,ньывк,سرازیری
277,Abhang::N,бокша,سرازیری
278,Abhang::N,nogāze,سرازیری
279,Quelle::N,ӧшмӧс,چشمه
280,Quelle::N,avots,چشمه
281,Bach::N,шор,نهر
282,Bach::N,urga,نهر
283,Bach::N,strauts,نهر
284,Fluss::N,ю,رود
285,Fluss::N,upe,رود
286,Ufer::N,вадор,ساحل
287,Ufer::N,вадор,کرانه
288,Ufer::N,krasts,ساحل
289,Ufer::N,krasts,کرانه
290,Küste::N,вадор,ساحل
291,Küste::N,piekraste,ساحل
292,Festland::N,му,خشکی
293,Festland::N,sauszeme,خشکی
294,Meer::N,саридз,دریا
295,Meer::N,jūra,دریا
296,Bucht::N,куръя,خلیج
297,Bucht::N,līcis,خلیج
298,Insel::N,ді,جزیره
299,Insel::N,sala,جزیره
300,Blume::N,дзоридз,گل
301,Blume::N,puķe,گل
302,Blume::N,zieds,گل
303,Gras::N,турун,علف
304,Gras::N,zāle,علف
305,Wurzel::N,вуж,ریشه
306,Wurzel::N,sakne,ریشه
307,Baum::N,пу,درخت
308,Baum::N,koks,درخت
309,Stamm::N,пучер,تنه
310,Stamm::N,stumbrs,تنه
311,Rinde::N,кырсь,توژ
312,Rinde::N,кырсь,پوست
313,Rinde::N,miza,توژ
314,Rinde::N,miza,پوست
315,Ast::N,ув,شاخه
316,Ast::N,zars,شاخه
317,Zweig::N,вож,شاخه
318,Zweig::N,nozare,شاخه
319,Blatt::N,кор,برگ
320,Blatt::N,lapa,برگ
321,Birke::N,кыдз,غان
322,Birke::N,bērzs,غان
323,Kiefer[Baum]::N,пожӧм,کاج
324,Kiefer[Baum]::N,priede,کاج
325,Weide[Baum]::N,бадь,بید
326,Weide[Baum]::N,kārkls,بید
327,Tanne::N,коз,صنوبر
328,Tanne::N,egle,صنوبر
329,Horn::N,сюр,شاخ
330,Horn::N,rags,شاخ
331,Feder::N,гӧн,پر
332,Feder::N,тывборд,پر
333,Feder::N,spalva,پر
334,Fell::N,ку,خز
335,Fell::N,āda,خز
336,Flügel::N,борд,پر
337,Flügel::N,борд,بال
338,Flügel::N,spārns,پر
339,Flügel::N,spārns,بال
340,Klaue::N,гыж,چنگ
341,Klaue::N,гыж,پنجه
342,Klaue::N,nags,چنگ
343,Klaue::N,nags,پنجه
344,Kralle::N,гыж,پنجه
345,Kralle::N,nags,پنجه
346,Schwanz::N,бӧж,دم
347,Schwanz::N,ļipa,دم
348,Ei::N,кольк,تخم
349,Ei::N,ola,تخم
350,Nest::N,поз,لانه
351,Nest::N,ligzda,لانه
352,Bau::N,горс,بنا
353,Bau::N,горс,ساختمان
354,Bau::N,пырмӧс,بنا
355,Bau::N,пырмӧс,ساختمان
356,Bau::N,гу,بنا
357,Bau::N,гу,ساختمان
358,Bau::N,ala,بنا
359,Bau::N,ala,ساختمان
360,Tier::N,пемӧс,هیوان
361,Tier::N,dzīvnieks,هیوان
362,Herde::N,стада,رمه
363,Herde::N,кельӧб,رمه
364,Herde::N,ganāmpulks,رمه
365,Kuh::N,мӧс,گاو
366,Kuh::N,govs,گاو
367,Bulle::N,ӧш,گاو نر
368,Bulle::N,bullis,گاو نر
369,Pferd::N,вӧв,اسب
370,Pferd::N,zirgs,اسب
371,Schaf::N,ыж,گوسفند
372,Schaf::N,aita,گوسفند
373,Schwein::N,порсь,خوک
374,Schwein::N,cūka,خوک
375,Hund::N,пон,سگ
376,Hund::N,suns,سگ
377,Katze::N,кань,گربه
378,Katze::N,kaķis,گربه
379,Bär::N,ош,خرس
380,Bär::N,lācis,خرس
381,Eichhörnchen::N,ур,سنجاب
382,Eichhörnchen::N,vāvere,سنجاب
383,Elch::N,йӧра,گوزن شمالی
384,Elch::N,alnis,گوزن شمالی
385,Fuchs::N,руч,روباه
386,Fuchs::N,lapsa,روباه
387,Hase::N,кӧч,خرگوش
388,Hase::N,zaķis,خرگوش
389,Maus::N,шыр,موش
390,Maus::N,pele,موش
391,Wolf::N,кӧин,گرگ
392,Wolf::N,vilks,گرگ
393,Vogel::N,кай,پرنده
394,Vogel::N,лэбач,پرنده
395,Vogel::N,putns,پرنده
396,Schwarm::N,чукӧр,دسته
397,Schwarm::N,spiets,دسته
398,Huhn::N,курӧг,مرغ
399,Huhn::N,vista,مرغ
400,Hahn::N,петук,خروس
401,Hahn::N,gailis,خروس
402,Gans::N,дзодзӧг,غاز
403,Gans::N,zoss,غاز
404,Adler::N,кутш,عقاب
405,Adler::N,ērglis,عقاب
406,Ente::N,утка,اردک
407,Ente::N,утка,مرغابی
408,Ente::N,pīle,اردک
409,Ente::N,pīle,مرغابی
410,Eule::N,сюзь,جغد
411,Eule::N,pūce,جغد
412,Kranich::N,тури,درنا
413,Kranich::N,dzērve,درنا
414,Krähe::N,рака,زاغ
415,Krähe::N,рака,کلاغ
416,Krähe::N,vārna,زاغ
417,Krähe::N,vārna,کلاغ
418,Kuckuck::N,кӧк,فاخته
419,Kuckuck::N,dzeguze,فاخته
420,Schwan::N,юсь,قو
421,Schwan::N,gulbis,قو
422,Fisch::N,чери,ماهی
423,Fisch::N,zivs,ماهی
424,Barsch::N,ёкыш,ماهی خاردار
425,Barsch::N,asaris,ماهی خاردار
426,Hecht::N,сир,اردک ماهی
427,Hecht::N,līdaka,اردک ماهی
428,Schlange[Tier]::N,кый,مار
429,Schlange[Tier]::N,čūska,مار
430,Wurm::N,номыр,کرم
431,Wurm::N,tārps,کرم
432,Spinne::N,черань,عنکبوت
433,Spinne::N,zirneklis,عنکبوت
434,Ameise::N,кодзувкот,مورچه
435,Ameise::N,skudra,مورچه
436,Laus::N,той,شپش
437,Laus::N,uts,شپش
438,Mücke::N,ном,پشه
439,Mücke::N,ods,پشه
440,Fliege::N,гут,مگس
441,Fliege::N,muša,مگس
442,Schmetterling::N,бобув,پروانه
443,Schmetterling::N,tauriņš,پروانه
444,Beere::N,тусь,گیله
445,Beere::N,вотӧс,گیله
446,Beere::N,oga,گیله
447,Apfel::N,яблӧг,سیب
448,Apfel::N,ābols,سیب
449,Pilz::N,тшак,قارچ
450,Pilz::N,sēne,قارچ
451,Zwiebel::N,луккок,پیاز
452,Zwiebel::N,йӧнгыль,پیاز
453,Zwiebel::N,sīpols,پیاز
454,Saat::N,тусь,بذر
455,Saat::N,кӧйдыс,بذر
456,Saat::N,sēkla,بذر
457,Korn::N,тусь,تخم
458,Korn::N,тусь,دانه
459,Korn::N,grauds,تخم
460,Korn::N,grauds,دانه
461,Heu::N,турун,علف خشک
462,Heu::N,siens,علف خشک
463,Schale::N,кор,پوست
464,Schale::N,čaula,پوست
465,Schale::N,čaumala,پوست
466,Grube::N,гу,گودال
467,Grube::N,bedre,گودال
468,Falle::N,лэч,دام
469,Falle::N,slazds,دام
470,Falle::N,lamatas,دام
471,Schlinge::N,лэч,حلقه
472,Schlinge::N,cilpa,حلقه
473,Spur::N,туй,رد
474,Spur::N,pēda,رد
475,Asche::N,пӧм,خاکستر
476,Asche::N,pelni,خاکستر
477,Dreck::N,няйт,کثافت
478,Dreck::N,dubļi,کثافت
479,Eisen::N,кӧрт,آهن
480,Eisen::N,dzelzs,آهن
481,Gold::N,зарни,زر
482,Gold::N,зарни,طلا
483,Gold::N,zelts,زر
484,Gold::N,zelts,طلا
485,Silber::N,эзысь,نقره
486,Silber::N,sudrabs,نقره
487,Kohle::N,шом,زغال
488,Kohle::N,ogle,زغال
489,Glas::N,стеклӧ,شیشه
490,Glas::N,stikls,شیشه
491,Lehm::N,сёй,گل
492,Lehm::N,māls,گل
493,Sand::N,лыа,شن
494,Sand::N,лыа,ماسه
495,Sand::N,smiltis,شن
496,Sand::N,smiltis,ماسه
497,Mensch::N,морт,آدم
498,Mensch::N,морт,انسان
499,Mensch::N,cilvēks,آدم
500,Mensch::N,cilvēks,انسان
501,Mann::N,аймӧрт,مرد
502,Mann::N,мужичӧй,مرد
503,Mann::N,vīrietis,مرد
504,Frau::N,ань,زن
505,Frau::N,нывбаба,زن
506,Frau::N,sieviete,زن
507,Kind::N,кага,بچه
508,Kind::N,кага,کودک
509,Kind::N,bērns,بچه
510,Kind::N,bērns,کودک
511,Junge::N,пи,پسر
512,Junge::N,zēns,پسر
513,Junge::N,puika,پسر
514,Junge::N,puisis,پسر
515,Mädchen::N,ныв,دختر
516,Mädchen::N,meiča,دختر
517,Mädchen::N,skuķis,دختر
518,Mädchen::N,meitene,دختر
519,Familie::N,семья,فامیل
520,Familie::N,семья,خانواده
521,Familie::N,ģimene,فامیل
522,Familie::N,ģimene,خانواده
523,Großvater::N,пӧль,پدربزرگ
524,Großvater::N,vecaistēvs,پدربزرگ
525,Großmutter::N,баб,مادر‌بزرگ
526,Großmutter::N,vecāmāte,مادر‌بزرگ
527,Eltern::N,ай-мам,والدین
528,Eltern::N,ай-мам,پدر‌و‌مادر
529,Eltern::N,бать-мам,والدین
530,Eltern::N,бать-мам,پدر‌و‌مادر
531,Eltern::N,vecāki,والدین
532,Eltern::N,vecāki,پدر‌و‌مادر
533,Vater::N,бать,پدر
534,Vater::N,ай,پدر
535,Vater::N,tēvs,پدر
536,Mutter::N,мам,مادر
537,Mutter::N,māte,مادر
538,Sohn::N,пи,پسر
539,Sohn::N,dēls,پسر
540,Tochter::N,ныв,دختر
541,Tochter::N,meita,دختر
542,Bruder::N,вок,برادر
543,Bruder::N,brālis,برادر
544,Schwester::N,чой,خواهر
545,Schwester::N,māsa,خواهر
546,Onkel::N,дядь,عمو
547,Onkel::N,дядь,دایی
548,Onkel::N,tēvocis,عمو
549,Onkel::N,tēvocis,دایی
550,Tante::N,тьӧт,عمه
551,Tante::N,тьӧт,خاله
552,Tante::N,tante,عمه
553,Tante::N,tante,خاله
554,Ehemann::N,верӧс,همسر
555,Ehemann::N,vīrs,همسر
556,Ehefrau::N,гӧтыр,همسر
557,Ehefrau::N,sieva,همسر
558,Freude::N,радлун,شادی
559,Freude::N,prieks,شادی
560,Gelächter::N,серам,خنده
561,Gelächter::N,серам,قاه‌قاه
562,Gelächter::N,smiekli,خنده
563,Gelächter::N,smiekli,قاه‌قاه
564,Glück::N,шуд,اقبال
565,Glück::N,laime,اقبال
566,Kummer::N,шог,غم
567,Kummer::N,шог,غصه
568,Kummer::N,bēdas,غم
569,Kummer::N,bēdas,غصه
570,Kummer::N,raizes,غم
571,Kummer::N,raizes,غصه
572,Wunsch::N,кӧсйӧм,آرزو
573,Wunsch::N,vēlme,آرزو
574,Wunsch::N,vēlējums,آرزو
575,Lust::N,кыскӧм,هوس
576,Lust::N,радейтӧм,هوس
577,Lust::N,kāre,هوس
578,Geist::N,лов,روح
579,Geist::N,gars,روح
580,Gedanke::N,мӧвп,فکر
581,Gedanke::N,doma,فکر
582,Gedächtnis::N,паметь,حافظه
583,Gedächtnis::N,atmiņa,حافظه
584,Verstand::N,вежӧр,هوش
585,Verstand::N,prāts,هوش
586,Sinn::N,мог,معنا
587,Sinn::N,мог,مفهوم
588,Sinn::N,вежӧртас,معنا
589,Sinn::N,вежӧртас,مفهوم
590,Sinn::N,nozīme,معنا
591,Sinn::N,nozīme,مفهوم
592,Grund::N,помка,سبب
593,Grund::N,помка,دلیل
594,Grund::N,pamats,سبب
595,Grund::N,pamats,دلیل
596,Grund::N,iemesls,سبب
597,Grund::N,iemesls,دلیل
598,Wahrheit::N,збыль,حقیقت
599,Wahrheit::N,збыльтор,حقیقت
600,Wahrheit::N,taisnība,حقیقت
601,Wahrheit::N,patiesība,حقیقت
602,Gespräch::N,сёрни,صحبت
603,Gespräch::N,сёрни,گفتگو
604,Gespräch::N,saruna,صحبت
605,Gespräch::N,saruna,گفتگو
606,Märchen::N,мойд,قصه
607,Märchen::N,мойд,افسانه
608,Märchen::N,pasaka,قصه
609,Märchen::N,pasaka,افسانه
610,Erzählung::N,висьт,داستان
611,Erzählung::N,stāsts,داستان
612,Erzählung::N,nostāsts,داستان
613,Nachricht::N,юӧртӧм,خبر
614,Nachricht::N,ziņa,خبر
615,Neuigkeit::N,выльтор,خبر تازه
616,Neuigkeit::N,jaunums,خبر تازه
617,Name::N,ним,اسم
618,Name::N,vārds,اسم
619,Rätsel::N,нӧдкыв,معما
620,Rätsel::N,mīkla,معما
621,Rede::N,сёрни,سخن
622,Rede::N,runa,سخن
623,Sprache::N,кыв,زبان
624,Sprache::N,valoda,زبان
625,Stimme::N,гӧлӧс,صدا
626,Stimme::N,вом шы,صدا
627,Stimme::N,balss,صدا
628,Wort::N,кыв,کلمه
629,Wort::N,vārds,کلمه
630,Zeichen::N,пас,نشان
631,Zeichen::N,пас,علامت
632,Zeichen::N,zīme,نشان
633,Zeichen::N,zīme,علامت
634,Ruf::N,чукӧстчӧм,صدا
635,Ruf::N,корӧм,صدا
636,Ruf::N,sauciens,صدا
637,Lärm::N,шы,هیاهو
638,Lärm::N,зык,هیاهو
639,Lärm::N,зычитӧм,هیاهو
640,Lärm::N,troksnis,هیاهو
641,Laut::N,шы,صدا
642,Laut::N,skaņa,صدا
643,Ton::N,шы,آهنگ
644,Ton::N,tonis,آهنگ
645,Lied::N,сьылан,آواز
646,Lied::N,сьылан,ترانه
647,Lied::N,сьыланкыв,آواز
648,Lied::N,сьыланкыв,ترانه
649,Lied::N,dziesma,آواز
650,Lied::N,dziesma,ترانه
651,Ruhe::N,чӧв,آرامش
652,Ruhe::N,miers,آرامش
653,Leute::N,йӧз,مردم
654,Leute::N,войтыр,مردم
655,Leute::N,ļaudis,مردم
656,Leute::N,cilvēki,مردم
657,Volk::N,йӧз,خلق
658,Volk::N,войтыр,خلق
659,Volk::N,tauta,خلق
660,Arbeit::N,удж,کار
661,Arbeit::N,darbs,کار
662,Gast::N,гӧсть,مهمان
663,Gast::N,viešņa,مهمان
664,Gast::N,ciemiņš,مهمان
665,Geschenk::N,козин,هدیه
666,Geschenk::N,dāvana,هدیه
667,Spiel::N,ворсан,بازی
668,Spiel::N,rotaļa,بازی
669,Gesellschaft::N,котыр,جمعیت
670,Gesellschaft::N,biedrība,جمعیت
671,Gesellschaft::N,kompānija,جمعیت
672,Hilfe::N,отсӧг,کمک
673,Hilfe::N,palīdzība,کمک
674,Freund::N,ёрт,دوست
675,Freund::N,draugs,دوست
676,Kamerad::N,ёрт,رفیق
677,Kamerad::N,biedrs,رفیق
678,Angelegenheit::N,мог,امر
679,Angelegenheit::N,мог,قضیه
680,Angelegenheit::N,делӧ,امر
681,Angelegenheit::N,делӧ,قضیه
682,Angelegenheit::N,darīšana,امر
683,Angelegenheit::N,darīšana,قضیه
684,Anzahl::N,лыд,عده
685,Anzahl::N,лыд,شمار
686,Anzahl::N,тшӧт,عده
687,Anzahl::N,тшӧт,شمار
688,Anzahl::N,skaits,عده
689,Anzahl::N,skaits,شمار
690,Anzahl::N,daudzums,عده
691,Anzahl::N,daudzums,شمار
692,Art::N,сикас,نوع
693,Art::N,suga,نوع
694,Art::N,šķira,نوع
695,Stück::N,тор,تکه
696,Stück::N,тор,قطعه
697,Stück::N,gabals,تکه
698,Stück::N,gabals,قطعه
699,Teil::N,юкӧн,بخش
700,Teil::N,юкӧн,قسمت
701,Teil::N,daļa,بخش
702,Teil::N,daļa,قسمت
703,Hälfte::N,пӧв,نیم
704,Hälfte::N,джын,نیم
705,Hälfte::N,puse,نیم
706,Kreis::N,кытш,حلقه
707,Kreis::N,кытш,دایره
708,Kreis::N,aplis,حلقه
709,Kreis::N,aplis,دایره
710,Kreis::N,riņķis,حلقه
711,Kreis::N,riņķis,دایره
712,Kreuz::N,перна,صلیب
713,Kreuz::N,крест,صلیب
714,Kreuz::N,krusts,صلیب
715,Linie::N,визь,خط
716,Linie::N,визь,سطر
717,Linie::N,līnija,خط
718,Linie::N,līnija,سطر
719,Strich::N,визь,خط
720,Strich::N,svītra,خط
721,Abstand::N,кост,فاصله
722,Abstand::N,коласт,فاصله
723,Abstand::N,atstarpe,فاصله
724,Entfernung::N,ылна,مسافت
725,Entfernung::N,attālums,مسافت
726,Entfernung::N,atstatums,مسافت
727,Gegend::N,му-ва,منطقه
728,Gegend::N,apvidus,منطقه
729,Gegend::N,apgabals,منطقه
730,Platz::N,ылдӧс,گنجایش
731,Platz::N,йир,گنجایش
732,Platz::N,гӧгӧртас,گنجایش
733,Platz::N,vieta,گنجایش
734,Ort::N,ин,جا
735,Ort::N,ин,محل
736,Ort::N,ин,مکان
737,Ort::N,места,جا
738,Ort::N,места,محل
739,Ort::N,места,مکان
740,Ort::N,vieta,جا
741,Ort::N,vieta,محل
742,Ort::N,vieta,مکان
743,Seite::N,бок,طرف
744,Seite::N,ӧтарладор,طرف
745,Seite::N,sāns,طرف
746,Mitte::N,шӧр,وسط
747,Mitte::N,шӧр,میان
748,Mitte::N,vidus,وسط
749,Mitte::N,vidus,میان
750,Gegenstand::N,кӧлуй,چیز
751,Gegenstand::N,priekšmets,چیز
752,Sache::N,добра,چیز
753,Sache::N,lieta,چیز
754,Rand::N,дор,کنار
755,Rand::N,дор,حاشیه
756,Rand::N,mala,کنار
757,Rand::N,mala,حاشیه
758,Rand::N,apmale,کنار
759,Rand::N,apmale,حاشیه
760,Kante::N,дор,لبه
761,Kante::N,šķautne,لبه
762,Ecke::N,пельӧс,گوشه
763,Ecke::N,kakts,گوشه
764,Ecke::N,stūris,گوشه
765,Spitze::N,йыв,سر
766,Spitze::N,йыв,نوک
767,Spitze::N,smaile,سر
768,Spitze::N,smaile,نوک
769,Spitze::N,galotne,سر
770,Spitze::N,galotne,نوک
771,Ende::N,пом,ته
772,Ende::N,пом,آخر
773,Ende::N,gals,ته
774,Ende::N,gals,آخر
775,Ende::N,uzgalis,ته
776,Ende::N,uzgalis,آخر
777,Loch::N,розь,سوراخ
778,Loch::N,caurums,سوراخ
779,Winkel::N,пельӧс,کنج
780,Winkel::N,leņķis,کنج
781,Muster::N,сер,نقش
782,Muster::N,piemērs,نقش
783,Größe::N,ыджда,قد
784,Größe::N,ыджда,بزرگی
