,Concept_ID,fi,av
82,Licht::N,valo,канлъи
83,Schatten::N,varjo,рагӏад
84,Wetter::N,sää,гьава-бакъ
85,Nebel::N,sumu,гӏодобнакӏкӏ
86,Wolke::N,pilvi,накӏкӏ
87,Regen::N,sade,цӏад
88,Schnee::N,lumi,гӏазу
89,Eis::N,jää,цӏер
90,Frost::N,halla,замгьари
91,Frost::N,pakkanen,замгьари
92,Kälte::N,vilu,квач
93,Kälte::N,kylmyys,квач
94,Hitze::N,helle,багӏари
95,Hitze::N,kuumuus,багӏари
96,Raureif::N,huurre,мартӏ
97,Regenbogen::N,sateenkaari,нур
98,Regenbogen::N,sateenkaari,чамбара
99,Donner::N,jyrinä,гъугъай
100,Donner::N,jyrinä,гъугъади
101,Strömung::N,virtaus,чвахи
102,Tropfen::N,tippa,резел
103,Tropfen::N,tippa,тӏинкӏ
104,Tropfen::N,tippa,къатӏра
105,Tropfen::N,tippa,тӏенкӏел
106,Tropfen::N,pisara,резел
107,Tropfen::N,pisara,тӏинкӏ
108,Tropfen::N,pisara,къатӏра
109,Tropfen::N,pisara,тӏенкӏел
110,Schaum::N,vaahto,полоп
111,Schmutz::N,loka,чороклъи
112,See::N,järvi,хӏор
113,Sumpf::N,suo,хьуцӏ
114,Moor::N,räme,
115,Wiese::N,niitty,мегъ
116,Wiese::N,niitty,гӏурдаллъи
117,Wald::N,metsä,рохь
118,Hügel::N,mäki,гохӏ
119,Hügel::N,kumpu,гохӏ
120,Hügel::N,kukkula,гохӏ
121,Anhöhe::N,mäki,сийитма
122,Anhöhe::N,kumpare,сийитма
123,Berg::N,mäki,мегӏер
124,Berg::N,vuori,мегӏер
125,Gipfel::N,laki,тӏогь
126,Gipfel::N,huippu,тӏогь
127,Höhle::N,luola,нохъо
128,Abhang::N,rinne,лабаллъи
129,Quelle::N,lähde,ицц
130,Bach::N,puro,лъар
131,Fluss::N,joki,гӏор
132,Ufer::N,ranta,рагӏал
133,Küste::N,rannikko,рагӏал
134,Festland::N,manner,ракь
135,Festland::N,manner,ракъдаллъи
136,Meer::N,meri,ралъад
137,Bucht::N,lahti,кӏветӏ
138,Insel::N,saari,чӏинкӏиллъи
139,Blume::N,kukka,тӏегь
140,Gras::N,ruoho,хер
141,Wurzel::N,juuri,кьибил
142,Baum::N,puu,гъветӏ
143,Stamm::N,runko,рохти
144,Rinde::N,kuori,макъар
145,Rinde::N,parkki,макъар
146,Ast::N,oksa,ноцӏ
147,Zweig::N,haara,гӏаркьел
148,Blatt::N,lehti,тӏамах
149,Birke::N,koivu,мах
150,Birke::N,koivu,махигъветӏ
151,Kiefer[Baum]::N,mänty,накӏкӏигъветӏ
152,Kiefer[Baum]::N,petäjä,накӏкӏигъветӏ
153,Weide[Baum]::N,paju,рицӏцӏ
154,Weide[Baum]::N,paju,рицӏцӏигъветӏ
155,Tanne::N,kuusi,ёлка
156,Horn::N,sarvi,лълъар
157,Feder::N,sulka,хӏули
158,Feder::N,höyhen,хӏули
159,Fell::N,talja,тӏом
160,Fell::N,talja,цӏоко
161,Flügel::N,siipi,кваркьи
162,Klaue::N,kynsi,галъ
163,Kralle::N,kynsi,квачӏ
164,Kralle::N,kynsi,катиквачӏ
165,Schwanz::N,häntä,рачӏ
166,Schwanz::N,pyrstö,рачӏ
167,Ei::N,muna,хоно
168,Nest::N,pesä,бусен
169,Bau::N,pesä,каратӏ
170,Tier::N,eläin,хӏайван
171,Herde::N,lauma,рехъен
172,Herde::N,lauma,рехъед
173,Kuh::N,lehmä,гӏака
174,Bulle::N,sonni,оц
175,Pferd::N,hevonen,чу
176,Schaf::N,lammas,чахъу
177,Schwein::N,sika,болъон
178,Hund::N,koira,гьой
179,Katze::N,kissa,кету
180,Bär::N,karhu,ци
181,Eichhörnchen::N,orava,гвангва
182,Elch::N,hirvi,
183,Fuchs::N,kettu,цер
184,Hase::N,jänis,гӏанкӏ
185,Maus::N,hiiri,гӏункӏкӏ
186,Wolf::N,susi,бацӏ
187,Vogel::N,lintu,хӏинчӏ
188,Schwarm::N,parvi,тӏел
189,Huhn::N,kana,гӏанкӏу
190,Hahn::N,kukko,хӏелеко
191,Gans::N,hanhi,хъаз
192,Adler::N,kotka,цӏум
193,Ente::N,ankka,ордек
194,Eule::N,pöllö,беццаруз
195,Kranich::N,kurki,къункъра
196,Krähe::N,varis,гъеду
197,Kuckuck::N,käki,гагу
198,Schwan::N,joutsen,хӏанкъва
199,Fisch::N,kala,ччугӏа
200,Barsch::N,ahven,окунь
201,Hecht::N,hauki,щука
202,Schlange[Tier]::N,käärme,борохь
203,Wurm::N,mato,хӏапара
204,Spinne::N,hämähäkki,хъанхъра
205,Ameise::N,muurahainen,цӏунцӏра
206,Laus::N,täi,нацӏ
207,Mücke::N,sääski,кӏкӏара
208,Mücke::N,hyttynen,кӏкӏара
209,Fliege::N,kärpänen,тӏутӏ
210,Schmetterling::N,perhonen,кӏалкӏучӏ
211,Beere::N,marja,
212,Apfel::N,omena,гӏеч
213,Pilz::N,sieni,гӏурдахӏан
214,Zwiebel::N,sipuli,кӏочӏопер
215,Saat::N,siemenet,хьон
216,Korn::N,jyvä,мугь
217,Korn::N,vilja,мугь
218,Heu::N,heinä,хер
219,Schale::N,kuori,хъал
220,Grube::N,kuoppa,гвенд
221,Falle::N,loukku,къор
222,Falle::N,loukku,къотен
223,Schlinge::N,ansa,кӏичӏ
224,Spur::N,jälki,лъалкӏ
225,Asche::N,tuhka,рахъу
226,Dreck::N,lika,гъиз
227,Dreck::N,lika,хӏарщ
228,Eisen::N,rauta,махх
229,Gold::N,kulta,месед
230,Silber::N,hopea,гӏарац
231,Kohle::N,hiili,тӏурччи
232,Glas::N,lasi,цӏер
233,Lehm::N,savi,хӏатӏ
234,Sand::N,hiekka,сали
235,Mensch::N,ihminen,чи
236,Mann::N,mies,бихьинчи
237,Frau::N,nainen,гӏадан
238,Kind::N,lapsi,лъимер
239,Junge::N,poika,вас
240,Mädchen::N,tyttö,яс
241,Familie::N,perhe,хъизан
242,Großvater::N,isoisä,кӏудада
243,Großmutter::N,isoäiti,кӏодо
244,Eltern::N,vanhemmat,эбел-эмен
245,Vater::N,isä,эмен
246,Mutter::N,äiti,эбел
247,Sohn::N,poika,вас
248,Tochter::N,tytär,яс
249,Bruder::N,veli,вац
250,Schwester::N,sisko,яц
251,Onkel::N,eno,даци
252,Onkel::N,setä,даци
253,Tante::N,täti,ада
254,Ehemann::N,mies,рос
255,Ehemann::N,aviomies,рос
256,Ehefrau::N,vaimo,чӏужу
257,Ehefrau::N,aviovaimo,чӏужу
258,Freude::N,ilo,ракӏбохи
259,Freude::N,riemu,ракӏбохи
260,Gelächter::N,nauru,релъи
261,Glück::N,onni,талихӏ
262,Glück::N,onni,талихӏ-рохел
263,Kummer::N,suru,хӏалкъай
264,Kummer::N,murhe,хӏалкъай
265,Wunsch::N,toive,къасд
266,Wunsch::N,toivomus,къасд
267,Lust::N,himo,гъира
268,Geist::N,henki,чӏанкӏ
269,Geist::N,henki,рухӏ-жан
270,Gedanke::N,aate,пикру
271,Gedanke::N,ajatus,пикру
272,Gedächtnis::N,muisti,
273,Verstand::N,äly,лумалъи
274,Verstand::N,äly,цӏодорлъи
275,Verstand::N,järki,лумалъи
276,Verstand::N,järki,цӏодорлъи
277,Verstand::N,ymmärrys,лумалъи
278,Verstand::N,ymmärrys,цӏодорлъи
279,Sinn::N,merkitys,магӏна
280,Grund::N,syy,багьана
281,Grund::N,peruste,багьана
282,Wahrheit::N,tosi,ритӏухълъи
283,Wahrheit::N,totuus,ритӏухълъи
284,Gespräch::N,puhelu,накъит
285,Gespräch::N,keskustelu,накъит
286,Märchen::N,satu,маргьа
287,Erzählung::N,tarina,къиса
288,Erzählung::N,kertomus,къиса
289,Nachricht::N,tieto,хабар
290,Nachricht::N,ilmoitus,хабар
291,Neuigkeit::N,uutinen,хабар-гӏазаб
292,Name::N,nimi,цӏар
293,Rätsel::N,arvoitus,бицанкӏо
294,Rede::N,puhe,речь
295,Rede::N,puhe,калам
296,Sprache::N,kieli,мацӏ
297,Stimme::N,ääni,гьаракь
298,Wort::N,sana,рагӏи
299,Zeichen::N,merkki,ишара
300,Zeichen::N,merkki,гӏаламат
301,Ruf::N,kutsu,ахӏи
302,Lärm::N,melu,хъуй
303,Lärm::N,melu,хъуди
304,Lärm::N,hälinä,хъуй
305,Lärm::N,hälinä,хъуди
306,Laut::N,ääni,гьаракь
307,Laut::N,ääni,сас
308,Ton::N,sävel,
309,Lied::N,laulu,кечӏ
310,Ruhe::N,lepo,рахӏат
311,Ruhe::N,rauha,рахӏат
312,Leute::N,väki,гӏадамал
313,Leute::N,ihmiset,гӏадамал
314,Volk::N,kansa,халкъ
315,Arbeit::N,työ,хӏалтӏи
316,Gast::N,vieras,гьобол
317,Geschenk::N,lahja,сайигъат
318,Spiel::N,peli,хӏай
319,Spiel::N,peli,расанди
320,Spiel::N,leikki,хӏай
321,Spiel::N,leikki,расанди
322,Gesellschaft::N,seura,жамагӏат
323,Hilfe::N,apu,кумек
324,Freund::N,ystävä,гьудул
325,Kamerad::N,toveri,гьалмагъ
326,Angelegenheit::N,asia,къваригӏел
327,Anzahl::N,lukumäärä,рикӏкӏен
328,Art::N,laji,жинс
329,Stück::N,pala,кесек
330,Stück::N,kappale,кесек
331,Teil::N,osa,пай
332,Hälfte::N,puoli,бащдаб
333,Kreis::N,ympyrä,гор
334,Kreuz::N,risti,хъанч
335,Linie::N,viiva,мухъ
336,Strich::N,piirto,хӏучч
337,Abstand::N,väli,манзил
338,Abstand::N,väljyys,манзил
339,Entfernung::N,etäisyys,манзил
340,Gegend::N,seutu,рахъ
341,Platz::N,tila,бакӏ
342,Ort::N,kohta,бакӏ
343,Ort::N,paikka,бакӏ
344,Seite::N,sivu,рахъ
345,Seite::N,kylki,рахъ
346,Mitte::N,keskus,бакьулъбакӏ
347,Mitte::N,puoliväli,бакьулъбакӏ
348,Gegenstand::N,kalu,жо
349,Gegenstand::N,esine,жо
350,Sache::N,asia,жо
351,Rand::N,ääri,мицӏир
352,Rand::N,syrjä,мицӏир
353,Kante::N,särmä,рагӏал
354,Kante::N,särmä,рагӏа-ракьан
355,Ecke::N,nurkka,цили
356,Spitze::N,terä,тӏогь
357,Spitze::N,kärki,тӏогь
358,Ende::N,pää,кӏал
359,Ende::N,perä,кӏал
360,Loch::N,kolo,каратӏ
361,Loch::N,reikä,каратӏ
362,Winkel::N,kulma,
363,Muster::N,kuvio,накъиш
364,Größe::N,koko,кӏодо́лъи
365,Größe::N,suuruus,кӏодо́лъи
366,Länge::N,pituus,халалъи
367,Höhe::N,korkeus,борхалъи
368,Gewicht::N,paino,бакӏлъи
369,Menge::N,määrä,
370,Haufen::N,kasa,гъуни
371,Reihe::N,rivi,ирга́
372,Boot::N,vene,раса
373,Ruder::N,airo,раххан
374,Schlitten::N,reki,чанагъ
375,Schlitten::N,kelkka,чанагъ
376,Ski::N,suksi,лыжаби
377,Lagerfeuer::N,nuotio,цӏа
378,Last::N,kuorma,бакӏлъи
379,Gang::N,kulku,хьвади
380,Gang::N,kulku,хьвада-чӏвади
381,Gang::N,käynti,хьвади
382,Gang::N,käynti,хьвада-чӏвади
383,Schritt::N,askel,гали
384,Norden::N,pohjoinen,шимал
385,Süden::N,etelä,юг
386,Süden::N,etelä,къибла
387,Westen::N,länsi,гъарб
388,Westen::N,länsi,магъриб
389,Osten::N,itä,шаркъ
390,Osten::N,itä,машрикъ
391,Holz::N,puu,цӏул
392,Brett::N,lauta,хъарщи
393,Platte::N,levy,къоно
394,Stütze::N,noja,
395,Stange::N,tanko,гӏер
396,Stock::N,keppi,тӏил
397,Stab::N,sauva,гӏер
398,Stab::N,seiväs,гӏер
399,Rohr::N,putki,турба
400,Haus::N,talo,ригь
401,Haus::N,talo,рукъзал
402,Heim::N,koti,рукъ
403,Ofen::N,uuni,печь
404,Fußboden::N,lattia,чӏабар
405,Tisch::N,pöytä,стол
406,Stuhl::N,tuoli,бакӏу
407,Wiege::N,kehto,кини
408,Bett::N,sänky,кровать
409,Regal::N,hylly,хъарщи
410,Kiste::N,arkku,ящик
411,Kiste::N,arkku,тӏалагъуд
412,Kiste::N,kirstu,ящик
413,Kiste::N,kirstu,тӏалагъуд
414,Kiste::N,laatikko,ящик
415,Kiste::N,laatikko,тӏалагъуд
416,Fenster::N,ikkuna,гордо
417,Tür::N,ovi,нуцӏа
418,Tor::N,portti,каву
419,Zaun::N,aita,раци
420,Dach::N,katto,тӏох
421,Leiter::N,tikkaat,мали
422,Leiter::N,tikapuut,мали
423,Besen::N,luuta,жул
424,Spaten::N,lapio,бел
425,Schaufel::N,lapio,раххан
426,Gabel::N,haarukka,гӏучӏ
427,Löffel::N,lusikka,гъуд
428,Messer::N,veitsi,нус
429,Nagel::N,naula,магӏ
430,Netz::N,verkko,гьин
431,Haken::N,haka,гъанцӏа
432,Haken::N,koukku,гъанцӏа
433,Griff::N,ripa,гӏоркь
434,Griff::N,kahva,гӏоркь
435,Schloss::N,lukko,кӏулал
436,Bild::N,kuva,сурат
437,Figur::N,kuvio,
438,Puppe::N,nukke,нани
439,Beutel::N,pussi,таргьа
440,Bündel::N,nippu,къай
441,Bündel::N,kimppu,къай
442,Tasche::N,laukku,сумка
443,Tasche::N,laukku,къвачӏа
444,Eimer::N,sanko,ведро
445,Eimer::N,ämpäri,ведро
446,Deckel::N,kansi,тӏалъел
447,Deckel::N,kansi,дадитӏалъел
448,Geschirr::N,astia,цӏарагӏ
449,Sack::N,säkki,хъап
450,Sack::N,säkki,къандалъо
451,Tasse::N,kuppi,чашка
452,Topf::N,pata,хьаг
453,Kessel::N,kattila,хьаг
454,Kessel::N,kattila,гереги
455,Essen::N,syönti,тӏагӏам
456,Nahrung::N,ruoka,квен
457,Nahrung::N,ravinto,квен
458,Speise::N,ruoka,квен
459,Fleisch::N,liha,гьан
460,Getreide::N,vilja,бугӏа-ролъ
461,Getreide::N,vilja,могьолабл_культураби
462,Brei::N,puuro,карщ
463,Brot::N,leipä,чед
464,Scheibe::N,viipale,мочӏу
465,Fett::N,rasva,беэнлъи
466,Butter::N,voi,нах
467,Öl::N,öljy,нах
468,Salz::N,suola,цӏам
469,Suppe::N,keitto,чурпа
470,Honig::N,hunaja,гьоцӏо
471,Milch::N,maito,рахь
472,Tee::N,tee,чай
473,Leder::N,nahka,тӏом
474,Wolle::N,villa,квас
475,Stoff::N,kangas,ххам
476,Nadel::N,neula,рокӏкӏен
477,Faden::N,lanka,кун
478,Knopf::N,nappi,маргъал
479,Knoten::N,solmu,гарацӏ
480,Farbe::N,maali,релъен
481,Kleidung::N,vaatteet,ретӏел
482,Hemd::N,paita,гурде
483,Kragen::N,kaulus,габур
484,Ärmel::N,hiha,къвал
485,Hose::N,housut,тӏажу
486,Gürtel::N,vyö,рачел
487,Mütze::N,lakki,тӏагъур
488,Schuh::N,kenkä,
489,Stiefel::N,saapas,этек
490,Stiefel::N,saapas,чакма
491,Ring::N,sormus,баргъич
492,Band::N,nauha,лента
493,Kamm::N,kampa,гьоркьо
494,Spiegel::N,peili,матӏу
495,Riemen::N,hihna,рижу
496,Schnur::N,naru,
497,Schnur::N,nuora,
498,Leine::N,talutushihna,
499,Decke::N,peite,одея́ло
500,Kissen::N,tyyny,къандалъо
501,Kissen::N,pielus,къандалъо
502,Tuch::N,huivi,квархьи
503,Handtuch::N,pyyheliina,беркӏалрацӏцӏ
504,Kraft::N,väki,гуч
505,Kraft::N,väki,къуват
506,Kraft::N,voima,гуч
507,Kraft::N,voima,къуват
508,Stärke::N,vahvuus,хӏалкӏвей
509,Gesundheit::N,terveys,сахлъи́
510,Krankheit::N,tauti,унти
511,Krankheit::N,tauti,щокълъи
512,Krankheit::N,sairaus,унти
513,Krankheit::N,sairaus,щокълъи
514,Schmerz::N,kipu,унти
515,Schmerz::N,särky,унти
516,Wunde::N,haava,ругъун
517,Fieber::N,kuume,цӏа-кан
518,Arznei::N,lääke,дару
519,Brücke::N,silta,кьо
520,Brunnen::N,kaivo,гъуй
521,Weide::N,laidun,рицӏцӏ
522,Weide::N,laidun,лъичӏирма
523,Weide::N,laidun,гӏурдаллъи
524,Weide::N,laidun,ри́цӏигъветӏ
525,Weide::N,laidun,рицӏцӏигъветӏ
526,Pfad::N,polku,сухъмахъ
527,Weg::N,tie,нух
528,Straße::N,katu,нух
529,Dorf::N,kylä,росу
530,Stadt::N,kaupunki,шагьар
531,Brief::N,kirje,кагъат
532,Brief::N,kirje,рисалат
533,Buch::N,kirja,тӏехь
534,Buchstabe::N,kirjain,хӏарп
535,Zeitung::N,lehti,газет
536,Zeitung::N,sanomalehti,газет
537,Leben::N,elo,яшав
538,Leben::N,elämä,яшав
539,Tod::N,kuolema,хвел
540,Grab::N,hauta,хоб
541,Kirche::N,kirkko,килиса
542,Sünde::N,synti,хӏакъ
543,Sünde::N,synti,мунагь
544,Gott::N,jumala,бичас
545,Gott::N,jumala,аллагь
546,Arbeiter::N,työläinen,хӏалтӏухъан
547,Chef::N,päällikkö,хӏаким
548,Chef::N,päällikkö,начальник
549,Meister::N,mestari,устар
550,Meister::N,mestari,мастер
551,Meister::N,mestari,махщалилав
552,Arzt::N,lääkäri,жайрахӏ
553,Lehrer::N,opettaja,мугӏалим
554,Geld::N,raha,гӏарац
555,Geschäft::N,liike,
556,Laden::N,puoti,тукен
557,Laden::N,kauppa,тукен
558,Preis::N,hinta,багьа
559,Ware::N,tavara,къайи
560,Nutzen::N,hyöty,мунпагӏат
561,Reichtum::N,rikkaus,бечелъи
562,Welt::N,maailma,дуниял
563,Land::N,maa,улка
564,Land::N,maa,икълим
565,Staat::N,valtio,пачалихъ
566,König::N,kuningas,пача
567,König::N,kuningas,малик
568,König::N,kuningas,къирал
569,König::N,kuningas,падишагь
570,Macht::N,mahti,кверщел
571,Grenze::N,raja,гӏорхъи
572,Krieg::N,sota,рагъ
573,Feind::N,vihollinen,тушман
574,Gewalt::N,väkivalta,зулму
575,Kampf::N,taistelu,къеркьей
576,Bogen[Waffe]::N,jousi,газаргъо
577,Pfeil::N,nuoli,чӏор
578,Gewehr::N,kivääri,туманкӏ
579,Fehler::N,vika,гъалатӏ
580,Fehler::N,virhe,гъалатӏ
581,Lüge::N,valhe,гьереси
582,Schaden::N,vaurio,зиян
583,Schaden::N,vaurio,зарал
584,Schaden::N,vahinko,зиян
585,Schaden::N,vahinko,зарал
586,Unglück::N,vahinko,балагь
587,Unglück::N,onnettomuus,балагь
588,Schuld::N,syy,гӏайиб
589,Alter::N,ikä,гӏумру
590,Schluss::N,loppu,ахир
591,Zeit::N,aika,заман
592,Tag::N,päivä,къо
593,Morgen::N,aamu,радалмех
594,Morgen::N,huomen,радалмех
595,Mittag::N,keskipäivä,къадемех
596,Abend::N,ilta,релъедамех
597,Nacht::N,yö,сордо
598,Woche::N,viikko,анкь
599,Monat::N,kuukausi,моцӏ
600,Jahr::N,vuosi,сон
601,Jahr::N,vuosi,лъагӏел
602,Frühling::N,kevät,их
603,Sommer::N,kesä,рии
604,Herbst::N,syksy,хасалихълъи
605,Winter::N,talvi,кьин
606,Januar::N,tammikuu,январь
607,Februar::N,helmikuu,февра́ль
608,März::N,maaliskuu,март
609,April::N,huhtikuu,апрель
610,Mai::N,toukokuu,май
611,Juni::N,kesäkuu,июнь
612,Juli::N,heinäkuu,июль
613,August::N,elokuu,август
614,September::N,syyskuu,сентябрь
615,Oktober::N,lokakuu,октябрь
616,November::N,marraskuu,ноябрь
617,Dezember::N,joulukuu,декабрь
618,Montag::N,maanantai,итни
619,Dienstag::N,tiistai,талат
620,Mittwoch::N,keskiviikko,арбагӏ
621,Donnerstag::N,torstai,хамиз
622,Freitag::N,perjantai,рузман
623,Samstag::N,lauantai,щамат
624,Sonntag::N,sunnuntai,гьатӏан
625,groß::A,iso,кӏудияб
626,groß::A,suuri,кӏудияб
627,klein::A,pieni,гьитӏинаб
628,lang::A,pitkä,халатаб
629,kurz::A,lyhyt,къокъаб
630,breit::A,leveä,гӏебаб
631,schmal::A,kapea,къваридаб
632,dicht::A,taaja,ризаб
633,dick[Gegenstand]::A,paksu,бицатаб
634,dünn::A,ohut,тӏеренаб
635,fein::A,hieno,тӏеренаб
636,fest::A,luja,къвакӏараб
637,flach::A,litteä,чӏепараб
638,flach::A,tasainen,чӏепараб
639,glatt::A,sileä,цӏвакараб
640,glatt::A,siloinen,цӏвакараб
641,hart::A,kova,кьварараб
642,weich::A,pehmeä,тамахаб
643,rund::A,pyöreä,гургинаб
644,spitz::A,terävä,бегӏераб
645,scharf::A,terävä,рекӏараб
646,stumpf::A,tylsä,тӏехӏараб
647,stumpf::A,tylsä,рекӏинчӏеб
648,schwer::A,raskas,бакӏаб
649,schwer::A,painava,бакӏаб
650,schön::A,kaunis,берцинаб
651,heiß::A,kuuma,лагьараб
652,warm::A,lämmin,хинаб
653,kalt::A,kylmä,квачараб
654,kalt::A,viluinen,квачараб
655,kühl::A,viileä,квачараб
656,frisch::A,tuore,цӏияб
657,feucht::A,kostea,рагьараб
658,nass::A,märkä,би́ччараб
659,trocken::A,kuiva,бакъвараб
660,voll::A,täysi,
661,leer::A,tyhjä,чӏобогояб
662,offen::A,avonainen,рагьараб
663,geschlossen::A,suljettu,рахараб-къараб
664,sauber::A,puhdas,бацӏцӏадаб
665,schmutzig::A,likainen,гъизараб
666,roh::A,raaka,хамаб
667,roh::A,raaka,гӏатӏгояб
668,reif::A,kypsä,барщараб
669,lecker::A,herkullinen,тӏагӏамаб
670,süß::A,makea,гьуинаб
671,bitter::A,karvas,кьогӏаб
672,bitter::A,kitkerä,кьогӏаб
673,sauer::A,hapan,цӏекӏаб
674,hell::A,kirkas,канаб
675,hell::A,valoisa,канаб
676,dunkel::A,pimeä,бецӏаб
677,schwarz::A,musta,чӏегӏераб
678,weiß::A,valkea,хъахӏаб
679,rot::A,punainen,багӏараб
680,gelb::A,keltainen,гӏобилаб
681,gelb::A,keltainen,тӏогьилаб
682,blau::A,sininen,хъахӏилаб
683,grün::A,vihreä,гӏурччинаб
684,grau::A,harmaa,накӏкӏуяб
685,bunt::A,kirjava,къвекӏаб
686,bunt::A,kirjava,чара-гъараб
687,billig::A,halpa,учузаб
688,billig::A,huokea,учузаб
689,teuer::A,kallis,хири́яб
690,wertvoll::A,arvokas,къиматаб
691,blind::A,sokea,беццаб
692,taub::A,kuuro,гъугъаб
693,kräftig::A,väkevä,гучаб
694,kräftig::A,voimakas,гучаб
695,stark::A,vahva,къуватаб
696,schwach::A,heikko,гӏажизаб
697,fett::A,lihava,кьарияб
698,schlank::A,hoikka,чергесаб
699,schlank::A,solakka,чергесаб
700,hübsch::A,soma,гьайбатаб
701,hübsch::A,sievä,гьайбатаб
702,böse::A,paha,ракӏквешаб
703,böse::A,häijy,ракӏквешаб
704,dumm::A,tyhmä,гьагаб
705,dumm::A,tyhmä,гӏантаб
706,dumm::A,typerä,гьагаб
707,dumm::A,typerä,гӏантаб
708,faul::A,laiska,кӏохӏалаб
709,faul::A,laiska,кӏухӏа́лаб
710,fleißig::A,ahkera,хӏаракатаб
711,geizig::A,saita,къарумаб
712,klug::A,älykäs,лумияб
713,geschickt::A,taitava,махщел бугев
714,lieb::A,rakas,гӏазизаб
715,lustig::A,hauska,кепаб
716,lustig::A,iloinen,кепаб
717,sanft::A,lauha,хӏалимаб
718,sanft::A,lauha,хӏере́наб
719,sanft::A,lempeä,хӏалимаб
720,sanft::A,lempeä,хӏере́наб
721,hungrig::A,nälkäinen,бакъараб
722,krank::A,sairas,щокъаб
723,krank::A,sairas,унтараб
724,nackt::A,alaston,гӏицӏаб
725,nackt::A,alaston,чӏанкӏараб
726,traurig::A,surullinen,пашманаб
727,traurig::A,murheellinen,пашманаб
728,lebendig::A,elävä,чӏагояб
729,gut::A,hyvä,лъикӏаб
730,schlecht::A,paha,къадараб
731,schlecht::A,huono,къадараб
732,richtig::A,oikea,битӏараб
733,schlimm::A,paha,нажасаб
734,schlimm::A,paha,къабихӏаб
735,wahr::A,tosi,хӏакъаб
736,wahr::A,tosi,битӏараб
737,alt::A,vanha,басрияб
738,neu::A,uusi,цӏияб
739,ehemalig::A,entinen,цебе́госеб
740,ehemalig::A,muinainen,цебе́госеб
741,alt[Lebewesen]::A,vanha,хераб
742,jung::A,nuori,тӏинчӏаб
743,jung::A,nuori,гӏолохъанаб
744,arm::A,köyhä,пакъираб
745,reich::A,rikas,бечедаб
746,bekannt::A,tuttu,лъалеб
747,bekannt::A,tunnettu,лъалеб
748,berühmt::A,kuuluisa,машгьураб
749,fremd::A,vieras,чияр
750,verschieden::A,eri,батӏи-батӏияб
751,verschieden::A,erilainen,батӏи-батӏияб
752,nah::A,läheinen,гӏагарда бугеб
753,fern::A,etäinen,рикӏкӏадаб
